playerid,Overall,Sum_Count
142866,,5
142866,a,8
142866,accuracy,1
142866,all,1
142866,along,2
142866,an,1
142866,and,8
142866,annually,1
142866,appears,1
142866,approach,1
142866,aptitude,1
142866,arm,2
142866,as,1
142866,asset,1
142866,at,4
142866,athlete,3
142866,average,3
142866,back,2
142866,backstop,1
142866,balanced,2
142866,ball,2
142866,balls,1
142866,baseball,1
142866,baserunner,1
142866,bases,1
142866,bat,1
142866,be,3
142866,before,2
142866,behind,1
142866,below,2
142866,better,1
142866,body,4
142866,breaking,1
142866,but,2
142866,can,1
142866,chance,1
142866,cleanly,1
142866,comes,1
142866,coming,3
142866,competitor,1
142866,consistently,1
142866,continuation,2
142866,decent,1
142866,despite,1
142866,difference,1
142866,digs,1
142866,doubles,1
142866,down,1
142866,draft,2
142866,drive,1
142866,drop,1
142866,easy,1
142866,effects,1
142866,elbow,2
142866,emotion,1
142866,enjoy,1
142866,enough,1
142866,every,1
142866,extremely,1
142866,field,1
142866,fits,2
142866,for,2
142866,frequent,1
142866,from,2
142866,full,1
142866,game,3
142866,good,5
142866,half,2
142866,handles,1
142866,hands,3
142866,high,3
142866,highly,1
142866,his,2
142866,hitter,1
142866,home,2
142866,ill,1
142866,in,2
142866,injury,1
142866,instincts,1
142866,issues,2
142866,it,1
142866,john,2
142866,just,1
142866,lacks,1
142866,late,1
142866,leads,2
142866,level,1
142866,line,2
142866,little,2
142866,load,2
142866,loads,1
142866,look,1
142866,lower,2
142866,maintain,1
142866,maker,1
142866,makes,1
142866,minute,1
142866,most,1
142866,muscular,2
142866,never,1
142866,no,1
142866,of,6
142866,on,3
142866,out,1
142866,outward,1
142866,overall,1
142866,part,1
142866,peak,1
142866,physically,2
142866,pitch,1
142866,plate,2
142866,plus,3
142866,pockets,1
142866,points,1
142866,position,2
142866,potential,4
142866,power,1
142866,present,1
142866,profile,1
142866,projection,1
142866,pull,1
142866,quicksharp,1
142866,rates,1
142866,raw,1
142866,receiver,1
142866,receives,1
142866,recovering,2
142866,release,1
142866,remains,1
142866,removed,1
142866,ripped,2
142866,routinely,1
142866,run,1
142866,runs,1
142866,setup,1
142866,shoulder,1
142866,show,1
142866,showings,1
142866,shown,1
142866,shows,1
142866,softer,1
142866,solid,1
142866,some,2
142866,speed,3
142866,start,1
142866,still,4
142866,strength,2
142866,strong,3
142866,sturdy,2
142866,surgery,3
142866,swing,1
142866,that,2
142866,the,15
142866,them,1
142866,throughout,1
142866,to,7
142866,tommy,2
142866,towards,1
142866,tremendous,2
142866,troubl,1
142866,true,2
142866,up,2
142866,upper,2
142866,velocity,2
142866,very,4
142866,was,2
142866,well,5
142866,when,1
142866,will,1
142866,with,7
142866,year,2
170891,a,2
170891,accuracy,1
170891,aggressive,1
170891,all,1
170891,an,1
170891,and,2
170891,arm,1
170891,as,1
170891,at,1
170891,athlete,2
170891,average,3
170891,backhand,1
170891,bat,1
170891,belowaverage,1
170891,better,1
170891,body,3
170891,bring,1
170891,bringing,1
170891,but,1
170891,capable,1
170891,comes,1
170891,command,1
170891,confidence,1
170891,consistent,1
170891,control,1
170891,count,1
170891,defensive,1
170891,diamond,1
170891,difficult,1
170891,doubles,1
170891,early,1
170891,even,1
170891,execute,1
170891,eye,1
170891,fair,1
170891,fairly,1
170891,field,1
170891,fielder,1
170891,first,1
170891,footwork,1
170891,for,2
170891,frame,2
170891,full,1
170891,game,1
170891,get,1
170891,given,1
170891,goes,1
170891,good,3
170891,hand,1
170891,hands,2
170891,has,1
170891,he,2
170891,ideal,2
170891,in,2
170891,infielder,1
170891,is,1
170891,lacks,1
170891,large,2
170891,lateral,1
170891,limited,1
170891,linedrive,1
170891,loft,1
170891,looking,2
170891,mechanics,1
170891,much,1
170891,mustard,1
170891,not,1
170891,of,2
170891,on,1
170891,over,1
170891,overthefence,1
170891,part,1
170891,path,2
170891,plate,1
170891,play,1
170891,player,2
170891,plays,2
170891,plus,1
170891,pop,1
170891,position,2
170891,power,3
170891,present,1
170891,primarily,1
170891,profiles,1
170891,pullside,1
170891,quality,2
170891,range,1
170891,runner,2
170891,short,1
170891,shows,1
170891,simcox,1
170891,size,2
170891,soft,1
170891,some,1
170891,speed,2
170891,stance,1
170891,step,1
170891,strength,1
170891,strong,2
170891,suggests,1
170891,surprising,1
170891,swing,2
170891,tall,1
170891,tends,1
170891,than,1
170891,the,4
170891,throws,1
170891,to,3
170891,uses,1
170891,utility,2
170891,value,1
170891,well,2
170891,whole,1
170891,will,1
170891,with,3
170891,wont,1
170891,zone,1
180489,,2
180489,a,5
180489,ability,2
180489,aboveaverage,3
180489,add,2
180489,age,1
180489,an,2
180489,and,2
180489,approach,2
180489,arm,3
180489,at,4
180489,athlete,1
180489,attempt,1
180489,avelino,1
180489,back,1
180489,ball,2
180489,balls,1
180489,base,1
180489,bat,1
180489,be,1
180489,because,1
180489,being,1
180489,best,1
180489,breaking,1
180489,but,3
180489,can,4
180489,ceiling,1
180489,contact,1
180489,counts,1
180489,coverage,1
180489,deep,1
180489,developed,2
180489,doesnt,2
180489,drive,1
180489,driveground,1
180489,enough,1
180489,ever,1
180489,first,1
180489,fluid,1
180489,for,2
180489,from,2
180489,gap,1
180489,get,3
180489,gets,1
180489,good,1
180489,growth,2
180489,handle,3
180489,hands,1
180489,happy,1
180489,has,1
180489,have,2
180489,he,1
180489,high,2
180489,higha,1
180489,him,1
180489,his,3
180489,hitting,1
180489,home,2
180489,however,1
180489,identifying,1
180489,impa,1
180489,interesting,1
180489,is,1
180489,isnt,1
180489,keep,1
180489,lack,1
180489,laterally,1
180489,leads,1
180489,left,1
180489,limits,1
180489,line,1
180489,little,1
180489,makes,1
180489,more,1
180489,move,1
180489,movements,1
180489,much,1
180489,needs,2
180489,neutral,1
180489,no,2
180489,not,3
180489,of,4
180489,often,1
180489,on,2
180489,opportunities,1
180489,patient,1
180489,physically,2
180489,pitching,1
180489,plate,1
180489,plays,2
180489,plus,3
180489,power,3
180489,present,1
180489,prospect,1
180489,pull,1
180489,quick,1
180489,quickly,1
180489,range,1
180489,rates,1
180489,respectably,1
180489,right,1
180489,room,2
180489,rotational,1
180489,routine,1
180489,run,1
180489,second,1
180489,short,1
180489,shortstop,2
180489,side,2
180489,sits,1
180489,small,2
180489,smooth,1
180489,speed,2
180489,stance,1
180489,stick,1
180489,strength,2
180489,struggles,2
180489,swing,1
180489,tentative,1
180489,terribly,1
180489,thanks,1
180489,that,1
180489,the,1
180489,to,12
180489,ton,2
180489,too,1
180489,top,1
180489,twitch,1
180489,where,1
180489,will,2
180489,with,2
180489,work,1
180489,would,1
159666,,1
159666,a,3
159666,adequately,1
159666,an,2
159666,and,6
159666,approach,2
159666,arm,3
159666,armaction,1
159666,arms,2
159666,around,1
159666,at,2
159666,atbats,1
159666,average,2
159666,ball,1
159666,balls,2
159666,base,1
159666,bat,1
159666,batspeed,2
159666,because,2
159666,below,1
159666,big,1
159666,but,4
159666,butt,2
159666,can,1
159666,carry,1
159666,chance,1
159666,clocked,1
159666,consistently,1
159666,dangerous,1
159666,defender,1
159666,despite,1
159666,does,3
159666,easy,1
159666,evenkeeled,1
159666,exceptionally,1
159666,extremely,2
159666,field,3
159666,finish,1
159666,first,3
159666,flaw,1
159666,fly,1
159666,for,3
159666,forward,1
159666,fringy,1
159666,from,1
159666,frustration,1
159666,games,1
159666,get,1
159666,handles,1
159666,has,1
159666,have,2
159666,he,1
159666,high,2
159666,him,1
159666,his,1
159666,hit,1
159666,hurry,1
159666,in,5
159666,injured,1
159666,is,1
159666,it,1
159666,jumps,1
159666,last,1
159666,least,1
159666,left,1
159666,legs,2
159666,little,2
159666,long,4
159666,look,1
159666,looked,1
159666,looks,1
159666,major,2
159666,make,1
159666,moves,1
159666,natural,1
159666,needs,1
159666,never,1
159666,not,5
159666,of,3
159666,off,1
159666,on,2
159666,once,1
159666,out,2
159666,ov,1
159666,pitch,1
159666,play,1
159666,plus,2
159666,poor,1
159666,power,3
159666,quick,1
159666,quiet,1
159666,raw,1
159666,recognition,1
159666,right,2
159666,runs,1
159666,seems,1
159666,sell,2
159666,should,1
159666,shows,1
159666,side,1
159666,speed,1
159666,stance,1
159666,stays,1
159666,step,1
159666,steps,1
159666,still,1
159666,strike,1
159666,strong,2
159666,swing,2
159666,take,1
159666,tall,1
159666,the,2
159666,throws,1
159666,to,5
159666,tracks,1
159666,two,1
159666,underway,1
159666,up,1
159666,uppercut,1
159666,very,1
159666,was,2
159666,well,4
159666,wellbuilt,2
159666,with,2
159666,zone,1
153437,,2
153437,a,10
153437,absolutely,1
153437,all,1
153437,already,2
153437,and,13
153437,annihilate,1
153437,any,1
153437,are,2
153437,arm,2
153437,arms,1
153437,as,2
153437,at,3
153437,average,2
153437,b,2
153437,backspin,1
153437,ball,1
153437,balls,1
153437,barrel,1
153437,base,3
153437,bat,3
153437,be,2
153437,before,1
153437,below,1
153437,best,1
153437,big,1
153437,bigger,2
153437,both,1
153437,built,2
153437,but,5
153437,can,2
153437,carries,1
153437,carry,1
153437,chance,1
153437,clocked,1
153437,come,1
153437,comes,1
153437,contact,1
153437,control,1
153437,corner,1
153437,defender,1
153437,derail,1
153437,developed,2
153437,does,4
153437,doesnt,1
153437,doubt,1
153437,down,1
153437,due,1
153437,elite,1
153437,elongated,1
153437,enough,1
153437,entire,1
153437,extreme,2
153437,fastball,1
153437,fb,1
153437,field,1
153437,first,2
153437,for,3
153437,forever,1
153437,frame,4
153437,from,2
153437,fully,1
153437,game,1
153437,generates,1
153437,get,1
153437,giant,4
153437,gives,1
153437,good,1
153437,grade,1
153437,hands,2
153437,happen,1
153437,has,3
153437,he,2
153437,him,2
153437,hips,1
153437,his,1
153437,hit,3
153437,hitch,1
153437,hits,1
153437,home,1
153437,huge,2
153437,impressive,1
153437,in,2
153437,ingame,1
153437,instincts,1
153437,is,2
153437,issues,1
153437,it,1
153437,lacks,2
153437,large,1
153437,lateral,1
153437,leak,1
153437,leave,1
153437,leaving,1
153437,leveraged,1
153437,limited,1
153437,listed,2
153437,little,2
153437,load,1
153437,long,1
153437,makes,1
153437,maxed,2
153437,mind,1
153437,moderate,1
153437,more,1
153437,no,2
153437,noise,1
153437,not,6
153437,of,2
153437,offspeed,1
153437,on,3
153437,only,1
153437,other,1
153437,over,1
153437,package,1
153437,physical,2
153437,physically,2
153437,pitch,5
153437,pitches,1
153437,play,1
153437,player,2
153437,plus,3
153437,poor,2
153437,power,3
153437,presence,2
153437,professional,1
153437,profile,1
153437,prospect,1
153437,provide,1
153437,quick,1
153437,range,2
153437,raw,2
153437,recognition,3
153437,recognize,2
153437,release,1
153437,released,1
153437,rodriguez,1
153437,run,1
153437,shots,1
153437,simply,1
153437,size,1
153437,slow,1
153437,soft,1
153437,speed,4
153437,spin,1
153437,star,1
153437,still,1
153437,strength,3
153437,suited,1
153437,suscep,1
153437,swing,3
153437,takes,1
153437,tall,2
153437,than,3
153437,that,1
153437,the,5
153437,there,1
153437,third,2
153437,this,1
153437,time,1
153437,times,1
153437,to,8
153437,tool,1
153437,tools,1
153437,top,2
153437,topofthecharts,1
153437,towering,1
153437,tremendous,1
153437,true,1
153437,two,1
153437,up,1
153437,usually,1
153437,value,1
153437,varie,1
153437,waiting,1
153437,well,6
153437,wellbelow,1
153437,wellplaced,1
153437,what,1
153437,when,1
153437,which,1
153437,will,3
153437,with,2
153437,would,2
170896,,2
170896,acceleration,1
170896,actions,1
170896,advanced,1
170896,against,1
170896,allows,1
170896,amateur,1
170896,and,4
170896,arm,1
170896,armstr,1
170896,as,3
170896,at,2
170896,athleticism,2
170896,average,1
170896,avg,2
170896,b,1
170896,back,2
170896,balls,1
170896,base,3
170896,batspeed,1
170896,batspeedswingplane,1
170896,batwag,2
170896,best,1
170896,better,1
170896,body,3
170896,both,1
170896,broadness,2
170896,build,2
170896,carry,1
170896,contact,1
170896,covering,1
170896,crouch,2
170896,deep,1
170896,defender,1
170896,defensive,2
170896,difficulty,1
170896,doubledigit,1
170896,elbow,2
170896,enough,1
170896,experienced,1
170896,fair,1
170896,fairly,2
170896,features,2
170896,firststep,1
170896,focus,1
170896,for,3
170896,fringy,2
170896,from,1
170896,full,1
170896,gap,1
170896,get,1
170896,gets,1
170896,halves,1
170896,hands,2
170896,handset,2
170896,hardhanded,1
170896,hasnt,1
170896,height,2
170896,high,2
170896,highest,1
170896,hitting,1
170896,hole,1
170896,hr,1
170896,in,2
170896,inside,1
170896,is,1
170896,lacks,1
170896,legs,1
170896,level,1
170896,limited,1
170896,load,2
170896,loft,1
170896,long,3
170896,longer,1
170896,loose,2
170896,medium,2
170896,midminors,1
170896,minimal,3
170896,mlregular,1
170896,moderate,2
170896,more,1
170896,movement,2
170896,muscular,2
170896,occasionally,1
170896,of,1
170896,offensive,1
170896,on,3
170896,outandarou,2
170896,outerhalf,1
170896,overextended,1
170896,physicality,1
170896,pitches,1
170896,pitching,1
170896,plate,1
170896,plays,1
170896,power,1
170896,prepitch,2
170896,present,1
170896,professional,1
170896,profile,1
170896,progressed,1
170896,pullside,1
170896,put,1
170896,quick,1
170896,quickness,1
170896,routine,1
170896,runner,1
170896,sb,1
170896,seemed,1
170896,series,1
170896,short,1
170896,slight,2
170896,solidavg,2
170896,ss,2
170896,straightaway,1
170896,straighton,2
170896,success,1
170896,suited,1
170896,swing,3
170896,the,2
170896,to,7
170896,tools,1
170896,totals,1
170896,type,1
170896,use,1
170896,w,8
170896,wane,1
170896,weekend,1
170896,who,1
170896,wont,1
162003,,5
162003,a,10
162003,accurate,1
162003,action,1
162003,adjust,1
162003,ages,2
162003,aggressive,1
162003,all,2
162003,and,6
162003,approach,1
162003,are,1
162003,arm,1
162003,as,2
162003,athletic,3
162003,average,1
162003,balanced,1
162003,ball,1
162003,balls,2
162003,barreled,1
162003,base,1
162003,bat,2
162003,below,1
162003,belowaverage,2
162003,body,4
162003,bp,1
162003,but,1
162003,can,2
162003,cf,1
162003,changed,1
162003,continued,1
162003,couple,1
162003,cut,1
162003,defensive,1
162003,didnt,1
162003,diminishes,1
162003,doesnt,1
162003,early,2
162003,enough,1
162003,extrabase,1
162003,far,1
162003,fastball,2
162003,fence,1
162003,figured,1
162003,first,2
162003,for,3
162003,forward,1
162003,fringe,1
162003,game,1
162003,glove,1
162003,going,1
162003,good,4
162003,hard,1
162003,has,1
162003,he,3
162003,head,1
162003,heavier,2
162003,him,1
162003,his,3
162003,hit,2
162003,hits,3
162003,hitter,3
162003,in,4
162003,indicates,1
162003,is,6
162003,it,1
162003,lacks,1
162003,league,1
162003,lean,3
162003,leverage,1
162003,line,3
162003,listed,2
162003,little,2
162003,lot,1
162003,maintain,2
162003,man,1
162003,manifests,1
162003,martinez,2
162003,maybe,2
162003,meaty,1
162003,middle,1
162003,mistakes,1
162003,more,1
162003,much,1
162003,not,2
162003,of,2
162003,off,1
162003,offspeed,1
162003,on,2
162003,only,1
162003,out,2
162003,over,1
162003,pitch,1
162003,pitcher,1
162003,play,1
162003,player,1
162003,plays,1
162003,plus,1
162003,positions,1
162003,potential,1
162003,power,2
162003,quickly,1
162003,racking,1
162003,range,1
162003,rarely,1
162003,recognition,1
162003,routes,1
162003,saved,1
162003,search,1
162003,season,3
162003,sequence,1
162003,should,2
162003,show,1
162003,solid,1
162003,some,2
162003,speed,5
162003,square,1
162003,stance,1
162003,stay,1
162003,stealer,1
162003,step,1
162003,straight,1
162003,strength,2
162003,stroking,1
162003,strong,1
162003,struggles,1
162003,swing,1
162003,than,2
162003,the,8
162003,their,1
162003,then,1
162003,third,1
162003,this,1
162003,three,1
162003,throughout,2
162003,throws,1
162003,thus,1
162003,to,6
162003,tool,1
162003,trip,1
162003,unfortunately,1
162003,up,3
162003,very,1
162003,vs,1
162003,was,2
162003,weapon,1
162003,weight,2
162003,well,3
162003,were,1
162003,wide,1
187777,,1
187777,a,5
187777,aboveaverage,2
187777,accuracy,1
187777,aggressive,2
187777,alex,1
187777,all,1
187777,allows,1
187777,almost,1
187777,also,1
187777,an,1
187777,and,13
187777,angry,1
187777,approach,1
187777,are,1
187777,arm,3
187777,arms,2
187777,as,1
187777,assignment,1
187777,at,5
187777,average,4
187777,away,3
187777,back,1
187777,bad,3
187777,bag,1
187777,ball,3
187777,balls,1
187777,base,3
187777,bat,7
187777,be,1
187777,before,1
187777,below,2
187777,belowaverage,1
187777,big,2
187777,both,1
187777,bp,1
187777,built,1
187777,but,1
187777,c,1
187777,can,2
187777,carries,1
187777,carry,2
187777,chance,1
187777,cheating,1
187777,choppy,1
187777,clocks,1
187777,concerning,1
187777,conditioning,4
187777,contact,2
187777,corner,1
187777,corners,1
187777,coverage,2
187777,creates,1
187777,deliberate,1
187777,down,3
187777,drift,2
187777,driven,1
187777,due,1
187777,ear,1
187777,enough,1
187777,enters,1
187777,entirely,1
187777,factor,1
187777,fastball,1
187777,feet,1
187777,field,2
187777,fields,1
187777,fills,1
187777,fine,1
187777,first,2
187777,flexibility,2
187777,for,4
187777,forearms,4
187777,former,1
187777,forward,1
187777,frame,2
187777,fringe,1
187777,front,1
187777,get,3
187777,gets,2
187777,go,1
187777,good,2
187777,ground,1
187777,half,4
187777,hands,6
187777,hard,1
187777,has,4
187777,have,4
187777,he,4
187777,heavy,1
187777,hell,2
187777,here,2
187777,hes,1
187777,him,2
187777,hips,2
187777,his,8
187777,hope,1
187777,hops,1
187777,hurt,1
187777,i,1
187777,in,15
187777,indecisive,1
187777,ingame,2
187777,is,5
187777,issues,1
187777,it,2
187777,its,1
187777,jackson,3
187777,jacksons,1
187777,keep,2
187777,lead,1
187777,league,1
187777,leaks,1
187777,leaves,1
187777,left,1
187777,lend,1
187777,leveraged,1
187777,like,1
187777,likes,1
187777,limit,1
187777,limited,3
187777,limiting,1
187777,loads,1
187777,long,1
187777,longterm,1
187777,look,1
187777,lose,1
187777,lower,4
187777,make,1
187777,mechanics,3
187777,midwest,1
187777,muscular,2
187777,my,1
187777,natural,1
187777,no,3
187777,noise,1
187777,not,1
187777,of,4
187777,off,2
187777,on,6
187777,open,3
187777,opposite,1
187777,oriented,1
187777,out,2
187777,outerthird,1
187777,outfield,4
187777,parks,1
187777,paths,1
187777,physical,2
187777,pick,1
187777,plane,3
187777,play,2
187777,plenty,1
187777,plus,6
187777,plusplus,1
187777,potential,2
187777,power,5
187777,pre,1
187777,prepitch,1
187777,present,3
187777,projection,2
187777,proper,1
187777,pull,1
187777,quick,2
187777,quicker,1
187777,quickly,1
187777,quiet,1
187777,range,1
187777,rate,1
187777,raw,3
187777,reads,2
187777,really,1
187777,remain,2
187777,remaining,2
187777,right,2
187777,routes,1
187777,runner,1
187777,runs,1
187777,saw,1
187777,seen,1
187777,selectively,1
187777,sequence,1
187777,sets,2
187777,shoulders,4
187777,show,1
187777,shows,1
187777,side,1
187777,sixthoverall,1
187777,skips,1
187777,slight,1
187777,slightly,3
187777,slow,1
187777,small,2
187777,so,2
187777,soft,1
187777,some,1
187777,speed,7
187777,spin,1
187777,spot,1
187777,square,2
187777,stance,3
187777,stay,3
187777,step,2
187777,sting,1
187777,stocky,2
187777,strength,5
187777,stride,1
187777,strides,1
187777,stroke,1
187777,strong,6
187777,struggling,1
187777,stuff,1
187777,swing,8
187777,swingandmiss,2
187777,t,1
187777,tail,1
187777,target,1
187777,tends,1
187777,tentative,1
187777,that,4
187777,the,16
187777,there,1
187777,theres,2
187777,they,1
187777,thick,4
187777,thighs,2
187777,three,1
187777,through,1
187777,throwing,1
187777,tied,1
187777,time,2
187777,to,20
187777,top,2
187777,torso,1
187777,two,1
187777,up,5
187777,uppercut,3
187777,usually,1
187777,utility,2
187777,value,1
187777,viewing,1
187777,vulnerable,2
187777,was,2
187777,weight,2
187777,well,1
187777,welldeveloped,2
187777,when,2
187777,which,2
187777,while,2
187777,will,8
187777,with,6
187777,wont,1
187777,works,1
187777,zone,1
180657,,6
180657,a,7
180657,ab,1
180657,ability,1
180657,accurate,1
180657,actions,1
180657,after,1
180657,all,1
180657,already,1
180657,and,2
180657,are,1
180657,arm,2
180657,at,3
180657,athletic,1
180657,average,3
180657,ball,3
180657,bat,1
180657,be,1
180657,become,1
180657,block,1
180657,blocking,1
180657,body,1
180657,bottom,2
180657,broad,2
180657,but,2
180657,can,1
180657,cb,1
180657,clocked,1
180657,cocky,1
180657,confident,1
180657,consistent,1
180657,delay,1
180657,dirt,2
180657,displays,1
180657,dugout,1
180657,elbow,1
180657,entire,1
180657,exploited,1
180657,extreme,2
180657,fairly,1
180657,fairshare,1
180657,feet,1
180657,few,1
180657,field,1
180657,first,1
180657,footwork,1
180657,for,1
180657,frame,3
180657,framing,1
180657,from,4
180657,front,1
180657,gear,1
180657,glove,1
180657,going,1
180657,good,1
180657,half,2
180657,hands,1
180657,hard,1
180657,has,1
180657,he,1
180657,higher,1
180657,him,1
180657,hinders,1
180657,hip,2
180657,his,3
180657,hit,2
180657,hits,1
180657,home,1
180657,homeruns,1
180657,ideal,1
180657,identify,1
180657,impressed,1
180657,in,4
180657,ingame,1
180657,instinctively,1
180657,is,6
180657,k,1
180657,keeps,1
180657,levels,1
180657,lift,1
180657,likely,2
180657,look,1
180657,looks,1
180657,low,1
180657,maxed,3
180657,mild,1
180657,minimal,1
180657,more,2
180657,moves,2
180657,much,1
180657,muscled,2
180657,muscles,1
180657,my,1
180657,noise,1
180657,noisy,1
180657,not,6
180657,of,3
180657,on,3
180657,once,1
180657,out,1
180657,outside,1
180657,parallel,1
180657,pitch,1
180657,player,1
180657,plus,1
180657,pop,2
180657,power,1
180657,production,1
180657,pure,1
180657,quick,1
180657,raw,1
180657,second,1
180657,seems,1
180657,shoulders,2
180657,shows,1
180657,sl,1
180657,sliders,1
180657,slight,2
180657,slow,1
180657,sometimes,1
180657,speed,3
180657,spin,1
180657,strength,2
180657,struggled,1
180657,struggles,1
180657,sturdy,2
180657,swagger,1
180657,swing,2
180657,tailspin,1
180657,terrific,1
180657,than,2
180657,the,4
180657,there,1
180657,thick,2
180657,through,1
180657,throughout,1
180657,throws,1
180657,tim,1
180657,time,1
180657,times,3
180657,to,7
180657,too,1
180657,tool,1
180657,top,2
180657,torque,2
180657,up,1
180657,very,1
180657,violent,1
180657,was,1
180657,weapon,2
180657,with,4
180657,works,1
180657,wrists,1
180657,zone,1
187806,,1
187806,a,4
187806,additional,2
187806,advanced,2
187806,age,1
187806,aggressive,1
187806,all,1
187806,alter,1
187806,an,1
187806,and,4
187806,ankle,1
187806,approach,2
187806,arm,2
187806,as,1
187806,athletic,2
187806,average,3
187806,ball,3
187806,base,2
187806,bases,1
187806,bat,1
187806,between,1
187806,bit,2
187806,both,2
187806,box,1
187806,build,2
187806,but,1
187806,calm,1
187806,carry,1
187806,center,1
187806,chooses,1
187806,consistently,1
187806,contact,1
187806,corner,1
187806,counts,1
187806,currently,1
187806,development,2
187806,during,1
187806,easy,1
187806,even,1
187806,evident,1
187806,extension,1
187806,extra,1
187806,feel,1
187806,fields,1
187806,finds,1
187806,followthrough,1
187806,for,4
187806,frame,2
187806,from,1
187806,front,1
187806,game,1
187806,get,2
187806,gets,1
187806,hands,1
187806,has,1
187806,he,1
187806,his,1
187806,hitter,1
187806,in,3
187806,innings,1
187806,instincts,2
187806,is,1
187806,leagu,1
187806,left,1
187806,leverage,1
187806,lhh,1
187806,lhp,1
187806,lift,1
187806,limits,1
187806,little,2
187806,loads,1
187806,look,1
187806,makes,2
187806,maxed,2
187806,medium,2
187806,mild,1
187806,much,1
187806,natural,1
187806,need,1
187806,no,2
187806,of,4
187806,on,5
187806,over,1
187806,patient,1
187806,physically,2
187806,plays,2
187806,plus,1
187806,potential,1
187806,power,1
187806,primarily,1
187806,pull,1
187806,pushhitter,1
187806,quality,1
187806,quick,2
187806,quiet,1
187806,range,1
187806,reach,1
187806,reads,1
187806,regularly,1
187806,rhp,1
187806,rifle,1
187806,rolls,1
187806,room,2
187806,score,1
187806,second,1
187806,sees,1
187806,side,1
187806,sides,1
187806,slight,1
187806,solid,2
187806,speed,3
187806,spots,1
187806,stoic,1
187806,strength,1
187806,stride,1
187806,strong,2
187806,take,2
187806,tendency,1
187806,the,3
187806,through,1
187806,throws,1
187806,to,9
187806,uses,1
187806,very,1
187806,walks,1
187806,warmups,1
187806,well,1
187806,wheels,1
187806,will,3
187806,with,1
187806,without,1
187806,work,1
181512,,10
181512,a,6
181512,ability,1
181512,above,2
181512,aboveaverage,3
181512,accurate,1
181512,across,1
181512,actions,1
181512,add,2
181512,added,2
181512,additional,3
181512,adva,1
181512,aggressive,1
181512,aggressiveness,1
181512,all,2
181512,allfields,1
181512,allow,2
181512,an,1
181512,and,11
181512,angles,2
181512,annually,1
181512,approach,1
181512,arm,3
181512,around,1
181512,at,6
181512,attacks,1
181512,back,2
181512,balanced,1
181512,ball,4
181512,balls,1
181512,barrel,1
181512,bases,1
181512,bat,5
181512,be,4
181512,behind,1
181512,big,2
181512,but,7
181512,by,1
181512,can,4
181512,carry,1
181512,changeups,1
181512,clean,1
181512,consistently,1
181512,contact,2
181512,contributor,1
181512,control,1
181512,corners,1
181512,could,2
181512,creative,1
181512,deceptive,1
181512,decisions,1
181512,deep,1
181512,development,1
181512,diamond,1
181512,discipline,1
181512,doesnt,4
181512,doubles,4
181512,drive,1
181512,drives,1
181512,effortlessly,1
181512,elbow,1
181512,engages,1
181512,etc,1
181512,evenkeeled,1
181512,extension,1
181512,extremely,1
181512,field,2
181512,fielder,1
181512,fill,2
181512,fills,1
181512,finish,1
181512,first,2
181512,firststep,1
181512,footwork,2
181512,for,7
181512,frame,1
181512,from,2
181512,gap,1
181512,gaps,1
181512,generate,1
181512,generated,1
181512,get,1
181512,gets,2
181512,go,1
181512,good,3
181512,growth,2
181512,guy,1
181512,halfgrade,1
181512,hand,1
181512,hands,1
181512,hard,2
181512,has,2
181512,he,2
181512,heels,1
181512,his,3
181512,hit,1
181512,hitter,2
181512,home,2
181512,ideal,1
181512,if,1
181512,im,1
181512,impact,1
181512,in,3
181512,incredibly,1
181512,infield,1
181512,into,1
181512,issues,1
181512,it,1
181512,kick,1
181512,leadership,1
181512,lean,2
181512,leg,1
181512,length,1
181512,leverage,2
181512,line,1
181512,listed,2
181512,load,1
181512,long,2
181512,longarmed,1
181512,lots,1
181512,loud,1
181512,loweffort,1
181512,make,3
181512,makes,1
181512,mature,1
181512,maturity,2
181512,may,2
181512,mentality,1
181512,middleoftheorder,1
181512,mild,2
181512,minimal,1
181512,moderate,4
181512,more,1
181512,motion,1
181512,much,2
181512,multiple,1
181512,narrow,2
181512,necessary,1
181512,need,2
181512,needs,1
181512,never,2
181512,not,4
181512,of,5
181512,offer,1
181512,on,2
181512,opposite,1
181512,out,4
181512,overthefence,2
181512,path,1
181512,peak,1
181512,physical,2
181512,pigeontoed,1
181512,pitch,1
181512,pitchers,1
181512,plate,1
181512,player,1
181512,plus,5
181512,plusplus,1
181512,pop,2
181512,potential,2
181512,pounds,2
181512,power,5
181512,present,1
181512,prime,1
181512,projection,3
181512,promise,1
181512,qualities,1
181512,quick,3
181512,quickly,1
181512,quickness,1
181512,range,1
181512,rarely,1
181512,recognition,1
181512,recognize,1
181512,release,2
181512,remaining,2
181512,room,2
181512,rosario,1
181512,runner,1
181512,runs,1
181512,shoot,1
181512,shorten,1
181512,shortstop,2
181512,should,1
181512,shoulders,2
181512,shows,1
181512,singles,1
181512,situ,1
181512,skinny,2
181512,slightly,1
181512,smooth,2
181512,solid,1
181512,some,5
181512,speed,7
181512,stance,1
181512,stands,1
181512,still,1
181512,stolen,1
181512,straightline,1
181512,strength,1
181512,stretch,1
181512,strides,1
181512,strong,2
181512,swing,1
181512,take,1
181512,tall,5
181512,teammates,1
181512,than,1
181512,the,5
181512,thin,3
181512,through,1
181512,throw,1
181512,throwing,1
181512,throws,2
181512,to,15
