"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Brian Shackelford","Reds (AAA)","29","17","1","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1.000","2461"
"Juan Cruz","Diamondbacks (AAA)","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","273"
"Brian Sanches","Phillies (AAA)","27","9","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","2739"
"Scott Munter","Giants (AA)","26","9","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","3470"
"John Thomson","Braves (AA)","32","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","453"
"Brian Sikorski","Padres (AAA)","31","14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","7603"
"Taylor Tankersley","Marlins (AA)","23","22","1","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1.000","8249"
"Jim Abbott","Reds (AA)","26","12","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa199494"
"Jon Skaggs","Astros (AA)","28","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa200914"
"Felipe Garcia","Pirates (A+)","23","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","sa244305"
"Danni Delgado","Tigers/Marlins (R)","19","1","1","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1.000","sa3000145"
"Salvador Villarreal","Mexican (AAA)","28","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","sa3000355"
"Hector Garcia","Athletics (R)","20","1","1","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1.000","sa393044"
"Melvin Mancebo","Nationals (R)","22","2","5","5","4","2","2","0","0","2","1","0","0","0","0","0","0","0","0","0",".800","sa254542"
"Brad Salmon","- - -","26","31","4","4","3","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0",".750","2625"
"Casey Daigle","Diamondbacks (AAA)","25","27","3","4","2","2","0","0","0","2","0","0","0","0","0","0","1","0","0","0",".667","1880"
"Rene Rivera","Mariners (AAA)","22","1","3","3","2","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".667","3648"
"Ramon Castro","Mets (R)","30","1","3","3","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0",".667","514"
"Angel Sanchez","Athletics (R)","20","1","3","3","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0",".667","sa3000137"
"Julio Marinez","Marlins (R)","19","1","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","sa3001491"
"Brandon Backe","Astros (AAA)","28","3","5","7","3","1","2","0","0","2","3","2","0","0","0","0","0","0","0","0",".600","1529"
"Jung Keun Bong","Reds (AA)","25","4","5","6","3","1","2","0","0","1","1","1","0","1","0","0","0","0","0","0",".600","82"
"Ramon Morales","Mexican (AAA)","24","9","16","17","9","8","1","0","0","3","4","0","0","1","1","0","0","0","0","0",".563","sa3001395"
"Juan Rivera","Angels (AAA)","27","2","9","10","5","1","3","0","1","3","6","1","0","0","0","0","0","1","0","0",".556","843"
"Mark DeRosa","Rangers (AAA)","31","3","12","12","6","5","1","0","0","2","0","0","0","1","0","0","0","0","0","0",".500","1392"
"Jason Johnson","Reds (AAA)","32","1","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","147"
"Brad Voyles","Cardinals (AAA)","29","2","2","2","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","1490"
"Mike Gallo","Astros (AAA)","29","25","2","3","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".500","1759"
"Nomar Garciaparra","Dodgers (AAA)","32","2","8","8","4","2","2","0","0","3","1","0","0","0","0","0","0","0","0","0",".500","190"
"Buddy Carlyle","Marlins (AAA)","28","8","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","2010"
"Chris Burke","Astros (AAA)","26","2","8","9","4","2","1","0","1","2","2","1","0","1","0","0","0","0","1","0",".500","2164"
"Dan Giese","- - -","29","20","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",".500","2656"
"Kerry Wood","Cubs (AAA)","29","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","304"
"Ryan Drese","Nationals (AA)","30","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","379"
"Sean Tracey","White Sox (AAA)","25","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","4621"
"Morgan Ensberg","Astros (AAA)","30","3","12","15","6","2","2","0","2","2","7","3","0","1","0","0","0","1","0","0",".500","556"
"Jose Guillen","Nationals (A+)","30","3","6","7","3","1","0","0","2","2","3","1","0","0","0","0","0","1","0","0",".500","57"
"Byung-Hyun Kim","Rockies (AAA)","27","3","4","4","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".500","61"
"Darrell May","Reds (AAA)","34","1","2","3","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0",".500","613"
"Joe Randa","Pirates (AAA)","36","2","8","9","4","4","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".500","623"
"Mike Koplove","Diamondbacks (AAA)","29","32","4","5","2","1","1","0","0","0","2","0","0","0","0","0","1","0","0","0",".500","63"
"Terry Adams","Pirates (AAA)","33","15","2","2","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","946"
"Randy Wolf","Phillies (AA)","29","2","2","3","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0",".500","976"
"David Watkins","Braves (AA)","24","3","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","sa198497"
"Casey Hoorelbeke","Dodgers (AA)","26","37","2","3","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0",".500","sa248602"
"Michael Devaney","Mets (AA)","23","2","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","sa253967"
"Chuck Smith","Mets (AA)","24","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","sa262068"
"Jose Ortega","Indians (R)","25","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","sa262083"
"James Brauer","Marlins (AA)","23","1","2","2","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","sa291720"
"Jason Maxey","Orioles (AA)","23","3","6","8","3","2","1","0","0","2","0","2","0","0","0","0","0","1","0","0",".500","sa293699"
"Orlando Viloria","Astros (R)","18","1","2","3","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0",".500","sa3000476"
"Wascar Santana","Orioles (R)","18","1","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","sa3000528"
"Jon Mueller","- - -","22","4","2","2","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","sa326398"
"Brandon Ketron","Yankees (R)","22","3","2","2","1","0","1","0","0","1","2","0","0","1","0","0","0","0","0","0",".500","sa331356"
"Geney Rios","Cardinals (R)","18","6","2","2","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0",".500","sa503880"
"Robinson Cano","- - -","23","4","15","18","7","5","2","0","0","1","3","3","1","1","0","0","0","0","0","0",".467","3269"
"Tony Womack","Cubs (AAA)","36","5","15","20","7","6","1","0","0","2","1","3","0","3","0","0","2","0","3","1",".467","78"
"Jason Michaels","Indians (AAA)","30","2","7","7","3","2","0","0","1","1","1","0","0","0","0","0","0","1","0","0",".429","1399"
"Gary Matthews","Rangers (AAA)","31","6","21","26","9","7","2","0","0","10","1","4","1","0","1","0","0","0","2","0",".429","153"
"Jason Varitek","Red Sox (AAA)","34","2","7","7","3","2","0","0","1","2","1","0","0","3","0","0","0","0","0","0",".429","217"
"Jeff Bianchi","Royals (R)","19","12","42","54","18","12","4","0","2","13","6","9","0","3","2","1","0","0","1","1",".429","9958"
"Hayden Parrott","Tigers (R)","18","10","35","40","15","10","4","1","0","5","3","3","0","6","1","1","0","0","2","0",".429","sa327140"
"Andrew Beshenich","Diamondbacks (R)","18","4","7","9","3","2","1","0","0","1","0","1","0","1","1","0","0","0","0","0",".429","sa328222"
"Mike Pelfrey","- - -","22","7","12","14","5","4","1","0","0","3","0","1","0","2","0","0","1","0","0","0",".417","5203"
"Mike Lieberthal","- - -","34","4","12","13","5","4","1","0","0","3","4","0","0","0","1","0","0","0","0","0",".417","959"
"Derrick White","Mexican (AAA)","36","78","285","335","116","66","31","0","19","68","73","44","6","43","6","0","0","14","5","0",".407","sa3001084"
"Jason Ellison","Giants (AAA)","28","46","192","211","78","57","18","2","1","41","18","14","0","20","3","1","1","3","7","4",".406","1704"
"Rocco Baldelli","Devil Rays (AAA)","24","12","47","51","19","14","5","0","0","7","4","4","0","10","0","0","0","1","0","1",".404","1656"
"Kyle Davies","- - -","22","5","10","13","4","3","1","0","0","2","2","2","0","2","0","0","1","0","0","0",".400","3642"
"Casey Blake","- - -","32","2","5","7","2","0","1","0","1","1","3","2","0","0","0","0","0","0","0","0",".400","719"
"Lorvin Louisa","Nationals (R)","23","6","15","18","6","5","1","0","0","2","3","2","0","5","0","0","1","0","0","1",".400","sa199137"
"Luis Gonzalez","Dodgers (AAA)","23","27","5","6","2","2","0","0","0","1","1","1","0","2","0","0","0","0","0","0",".400","sa201161"
"Yohan Silva","- - -","21","8","15","18","6","4","2","0","0","3","4","1","0","5","0","0","2","0","0","0",".400","sa254502"
"Chris Sampson","Astros (AAA)","28","35","46","50","18","16","2","0","0","9","7","1","0","12","0","0","3","1","1","0",".391","2651"
"Cliff Floyd","- - -","33","6","18","21","7","4","0","0","3","4","8","3","1","4","0","0","0","1","0","0",".389","518"
"Wilfredo Moreno","Orioles/White Sox (R)","20","59","198","223","77","59","13","0","5","43","40","14","1","21","7","4","0","7","4","5",".389","sa3001300"
"Geronimo Gil","Mexican (AAA)","30","84","310","353","120","76","32","0","12","58","71","35","1","39","4","4","0","20","1","1",".387","142"
"Vinny Castilla","Rockies (AAA)","38","8","31","34","12","9","3","0","0","6","4","2","0","5","1","0","0","0","0","0",".387","84"
"Melky Cabrera","Yankees (AAA)","21","31","122","135","47","35","6","2","4","19","24","10","0","9","1","2","0","6","3","1",".385","4022"
"David DeJesus","Royals (AAA)","26","3","13","13","5","5","0","0","0","0","2","0","0","2","0","0","0","1","0","0",".385","1825"
"Michael Tejera","Giants (AAA)","29","24","26","28","10","8","2","0","0","5","2","0","0","4","0","0","2","0","0","0",".385","542"
"Daniel Espino","Mexican (AAA)","36","5","13","13","5","4","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".385","sa3001356"
"Luis Castillo","Royals (R)","22","27","94","115","36","27","6","0","3","18","23","18","3","13","1","1","1","0","2","0",".383","sa244156"
"Kelvin Diaz","Indians (R)","19","58","204","247","78","55","13","1","9","43","62","24","2","29","15","3","1","1","4","4",".382","sa3001415"
"Luis Mauricio Suarez","Mexican (AAA)","27","83","275","308","105","75","19","2","9","53","49","25","4","33","0","3","5","5","4","2",".382","sa508488"
"Yovani Gallardo","Brewers (AA)","20","10","21","25","8","8","0","0","0","1","4","1","0","3","0","0","3","0","0","0",".381","8173"
"Yenssi Reyes","Royals (R)","18","9","21","27","8","5","3","0","0","5","3","6","0","2","0","0","0","0","0","0",".381","sa396468"
"Javier Robles","Mexican (AAA)","35","87","323","367","123","76","22","2","23","71","81","35","5","36","5","3","1","7","4","2",".381","sa191431"
"Cyle Hankerd","- - -","21","72","281","314","107","74","21","0","12","39","61","21","1","63","9","3","0","3","0","0",".381","sa326676"
"James Loney","Dodgers (AAA)","22","98","366","406","139","96","33","2","8","64","67","32","7","34","2","6","0","11","9","5",".380","4556"
"Mark Teahen","Royals (AAA)","24","24","79","98","30","16","8","4","2","14","14","19","3","12","0","0","0","2","0","0",".380","4511"
"Henry Gutierrez-Portalatin","Giants (A-)","23","25","79","86","30","27","2","1","0","10","12","3","0","7","2","2","0","2","3","0",".380","sa291768"
"Kelly Johnson","- - -","24","15","58","71","22","13","6","1","2","8","10","10","1","9","2","1","0","0","3","2",".379","2234"
"Kevin Kouzmanoff","- - -","24","94","346","391","131","80","28","1","22","68","75","33","6","46","7","5","0","6","4","4",".379","5995"
"Luis Durango","Padres (R)","20","39","143","170","54","48","2","4","0","35","14","23","0","16","2","0","2","2","17","6",".378","6533"
"Ty Wigginton","Devil Rays (AAA)","28","2","8","8","3","0","2","0","1","2","2","0","0","2","0","0","0","0","0","0",".375","1491"
"Kelly Stinnett","Mets (AAA)","36","5","16","18","6","4","1","0","1","2","1","2","0","2","0","0","0","0","0","0",".375","356"
"RD Spiehs","Giants (AA)","26","21","8","10","3","2","1","0","0","2","4","1","0","2","0","0","1","0","0","0",".375","sa201388"
"Khalid Ballouli","Brewers (AA)","26","15","8","9","3","3","0","0","0","2","2","0","0","3","0","0","1","0","1","0",".375","sa201955"
"Marcos Duverge","Tigers (R)","18","6","16","20","6","5","1","0","0","3","3","2","0","4","0","1","1","0","0","0",".375","sa3001341"
"Benji Gil","Mexican (AAA)","33","57","198","217","74","53","9","1","11","45","45","18","2","35","1","0","0","6","8","4",".374","14"
"Abel Martinez","Mexican (AAA)","29","82","325","361","121","100","16","3","2","50","57","18","2","20","6","9","3","17","7","7",".372","sa203950"
"Raul Lopez","Mexican (AAA)","27","85","301","367","112","79","22","1","10","53","55","60","8","39","1","3","2","8","2","4",".372","sa210983"
"Milton Loo","Reds (R)","20","14","43","46","16","9","6","0","1","10","7","1","0","5","2","0","0","1","0","1",".372","sa326100"
"Henry Henry","Pirates (R)","19","40","89","118","33","25","7","0","1","20","18","20","0","14","4","1","4","0","11","6",".371","sa505443"
"Dionys Cesar","Mexican (AAA)","29","106","440","495","163","121","31","1","10","87","72","42","11","52","5","6","2","6","42","12",".370","sa208388"
"Sergio Contreras","Mexican (AAA)","26","61","181","211","67","44","17","0","6","42","40","19","0","26","6","2","3","2","9","3",".370","sa199023"
"Luis Arredondo","Mexican (AAA)","34","102","419","464","155","124","17","11","3","66","54","37","0","25","3","1","4","11","18","14",".370","sa185277"
"Howie Kendrick","Angels (AAA)","22","69","290","312","107","63","25","6","13","57","62","12","1","48","8","1","1","2","11","3",".369","4229"
"Wardell Starling","Pirates (AA)","23","8","19","20","7","3","3","1","0","2","6","1","0","5","0","0","0","1","0","0",".368","sa202947"
"Julio Perez","Angels (R)","20","5","19","23","7","2","3","0","2","7","7","3","0","6","1","0","0","0","1","0",".368","sa328447"
"Jose Amado","Mexican (AAA)","30","108","398","456","145","97","27","1","20","74","81","47","7","16","6","5","0","18","11","2",".364","sa3001284"
"Cedric Hunter","- - -","18","57","228","278","83","65","13","4","1","46","44","41","1","25","3","5","1","4","17","6",".364","2833"
"Xavier Nady","Mets (AAA)","27","3","11","12","4","3","1","0","0","2","3","1","0","3","0","0","0","0","0","0",".364","1658"
"Matt Morgan","Diamondbacks (AA)","24","6","22","25","8","6","2","0","0","4","3","2","0","5","0","0","1","1","0","0",".364","sa201626"
"Yasmil Bucce","Mets (A+)","21","4","11","13","4","3","1","0","0","1","3","1","0","3","0","1","0","0","0","0",".364","sa295205"
"Luis Acuna","Orioles/White Sox (R)","21","20","55","61","20","13","5","1","1","9","8","3","1","13","0","0","3","1","0","1",".364","sa3001295"
"Jose Amador","Mexican (AAA)","26","108","432","503","157","120","27","1","9","83","61","56","1","44","4","6","5","14","8","11",".363","sa509117"
"Mendy Lopez","Mexican (AAA)","32","99","353","443","128","75","23","0","30","92","94","79","3","85","5","6","0","5","2","1",".363","1458"
"Jermaine Mitchell","Athletics (A-)","21","37","138","163","50","38","7","2","3","23","23","22","3","27","3","0","0","1","14","6",".362","sa326749"
"Pedro Valdes","Mexican (AAA)","33","105","370","450","134","85","34","1","14","74","100","69","4","31","5","6","0","22","3","1",".362","sa7761"
"Joe Inglett","- - -","28","58","221","258","80","58","16","2","4","41","22","24","0","28","2","1","10","6","10","5",".362","7254"
"Jorge Luis Valle","Mexican (AAA)","31","101","385","416","139","94","31","2","12","71","60","16","1","37","8","3","4","14","0","0",".361","sa509272"
"Jorge Vazquez","Mexican (AAA)","24","75","284","320","102","56","15","0","31","61","98","25","1","46","7","4","0","8","0","1",".359","sa491894"
"Craig Counsell","- - -","35","3","14","16","5","4","1","0","0","3","0","2","0","1","0","0","0","0","0","0",".357","52"
"Jean Martes","Marlins (R)","17","4","14","17","5","4","0","1","0","3","2","3","0","6","0","0","0","0","2","1",".357","sa3000517"
"Rolando Pereyra","Mexican (AAA)","21","9","14","17","5","5","0","0","0","4","2","2","0","5","0","0","1","0","0","1",".357","sa3001434"
"Javier Brito","Diamondbacks (A+)","23","85","264","319","94","57","20","1","16","63","60","44","0","48","5","6","0","7","1","2",".356","sa244090"
"Micah Owings","- - -","23","25","59","63","21","14","6","0","1","9","13","0","0","17","1","1","2","2","0","0",".356","4253"
"Darryl Brinkley","Mexican (AAA)","37","110","440","495","156","114","35","1","6","72","60","44","2","55","9","2","0","11","24","13",".355","sa3001216"
"Danny Dorn","Reds (R)","21","60","206","249","73","46","17","2","8","48","40","36","1","36","4","1","2","3","3","0",".354","1050"
"Willis Otanez","Mexican (AAA)","33","96","381","423","135","93","23","0","19","70","76","37","6","55","1","4","0","12","0","0",".354","sa8218"
"Sharnol Adriana","Mexican (AAA)","35","106","407","477","144","95","24","3","22","79","91","55","1","47","11","4","0","11","31","14",".354","sa193895"
"Luis Alfonso Garcia","Mexican (AAA)","27","64","229","270","81","52","10","0","19","51","60","32","5","30","7","2","0","11","4","1",".354","sa205818"
"Christian Herrera","Mexican (AAA)","24","74","198","224","70","53","14","1","2","32","25","21","0","48","0","0","5","5","6","2",".354","sa201094"
"Pat O'Sullivan","Mexican (AAA)","29","92","354","396","125","86","21","2","16","61","60","35","2","47","3","4","0","8","14","5",".353","sa3001376"
"Andrew Lefave","Brewers (R)","22","35","136","157","48","35","8","4","1","27","22","17","1","17","2","2","0","4","3","0",".353","sa329493"
"Jose Flores","Mariners (R)","18","7","17","18","6","6","0","0","0","3","2","1","0","8","0","0","0","1","0","1",".353","sa506142"
"Serafin Rodriguez","Mexican (AAA)","31","87","306","336","108","82","20","0","6","52","50","13","1","29","9","4","4","6","12","8",".353","sa508486"
"Demond Smith","Mexican (AAA)","33","42","156","182","55","30","16","3","6","27","27","20","3","17","0","4","2","2","8","4",".353","sa3001114"
"Luis D. Figueroa","- - -","29","52","176","213","62","41","18","0","3","31","22","27","1","12","5","4","1","9","1","0",".352","sa3001109"
"Ramon Orantes","Mexican (AAA)","32","91","333","358","117","89","20","3","5","47","55","13","2","24","3","4","5","13","3","3",".351","sa185362"
"Alejandro Ahumada","Mexican (AAA)","27","104","413","463","145","117","20","2","6","68","49","40","1","40","5","1","4","12","14","10",".351","sa205772"
"Jayson Bass","Mexican (AAA)","32","30","120","145","42","26","7","0","9","32","24","23","2","19","1","1","0","3","8","3",".350","sa3001103"
"Chris Denorfia","Reds (AAA)","25","83","312","353","109","82","19","1","7","46","45","34","4","41","1","5","1","12","15","1",".349","4400"
"Chad Boyd","- - -","21","69","275","309","96","67","27","0","2","47","41","27","1","29","2","5","0","5","5","5",".349","sa254239"
"Chris Duffy","Pirates (AAA)","26","26","106","118","37","26","7","2","2","18","19","10","0","13","2","0","0","2","13","3",".349","3605"
"Darrell Sherman","Mexican (AAA)","38","71","278","336","97","78","14","3","2","64","21","46","5","32","5","2","5","6","11","5",".349","sa3001082"
"Andre Ethier","Dodgers (AAA)","24","25","86","103","30","22","4","3","1","15","12","14","0","16","2","1","0","1","2","1",".349","6265"
"Jose Leon","Mexican (AAA)","29","47","178","203","62","36","9","0","17","34","49","19","0","32","2","3","1","4","2","0",".348","sa3001097"
"Gary Burnham","- - -","31","90","336","377","117","75","25","0","17","59","68","33","4","38","6","2","0","15","2","1",".348","sa212121"
"Manny Martinez","Mexican (AAA)","35","102","385","463","134","87","32","0","15","89","84","58","1","52","10","8","2","9","26","4",".348","sa3001077"
"Matt Klimas","Giants (R)","18","20","46","55","16","14","2","0","0","8","4","4","0","7","3","1","1","2","3","0",".348","sa326881"
"Jesus Alfredo Arredondo","Mexican (AAA)","34","73","233","274","81","67","9","1","4","44","38","28","3","29","5","5","3","4","1","2",".348","sa185120"
"Matt Kemp","- - -","21","92","381","426","132","85","29","8","10","75","70","37","4","64","7","0","1","14","25","5",".346","5631"
"Edwards Guzman","Mexican (AAA)","29","103","407","457","141","107","20","0","14","75","78","44","3","22","0","4","2","11","3","3",".346","1115"
"Jorge Toca","- - -","31","57","197","210","68","42","19","0","7","26","31","8","0","34","3","2","0","2","1","1",".345","1013093"
"Michael Spidale","Phillies (A)","24","80","313","361","108","85","19","3","1","58","37","37","2","33","5","4","2","6","29","4",".345","sa199288"
"Jaime Brena","Mexican (AAA)","25","102","371","457","128","103","22","1","2","80","46","64","0","38","7","1","13","12","8","10",".345","sa508052"
"J.R. House","- - -","26","128","493","551","170","115","38","2","15","83","105","41","6","59","5","12","0","13","2","2",".345","992"
"Victor Bojorquez","Mexican (AAA)","32","69","293","311","101","70","20","6","5","52","38","12","1","35","4","1","1","9","4","2",".345","sa185640"
"Raul Sanchez","- - -","33","63","235","266","81","64","7","3","7","38","35","20","1","30","6","3","1","4","5","1",".345","sa185680"
"Manny Rodriguez","Mexican (AAA)","23","55","154","166","53","37","12","3","1","28","21","7","0","14","1","1","3","4","1","2",".344","sa509273"
"Cole Gillespie","Brewers (R)","22","51","186","233","64","43","12","1","8","49","31","40","1","34","4","3","0","4","18","4",".344","5888"
"Shane Costa","- - -","24","54","207","232","71","45","12","4","10","35","30","13","1","26","7","2","3","6","4","0",".343","6358"
"Efren Espinoza","Mexican (AAA)","25","101","368","420","126","76","23","4","23","80","81","36","2","67","6","3","7","8","15","4",".342","sa205245"
"Kurt Mertins","Royals (R)","20","61","225","250","77","62","11","3","1","46","26","18","0","39","3","1","3","4","26","4",".342","sa327723"
"Jon Jay","Cardinals (A)","21","60","234","268","80","61","13","3","3","42","45","28","3","27","3","2","1","3","9","4",".342","5227"
"Sergio Guerrero","Mexican (AAA)","31","88","340","387","116","87","20","1","8","58","53","23","4","24","12","5","7","11","0","0",".341","sa207540"
"Corey Coles","Mets (A+)","24","124","458","522","156","125","26","4","1","65","45","48","3","59","5","2","9","6","21","9",".341","sa225672"
"Norris Hopper","- - -","27","111","429","462","146","129","13","4","0","54","36","26","1","28","0","2","5","7","28","7",".340","2450"
"Steve Singleton","Twins (R)","20","41","144","156","49","31","9","5","4","26","24","5","0","19","3","3","1","1","1","3",".340","sa327160"
"Cody Ross","Reds (AAA)","25","15","50","64","17","13","1","0","3","11","6","13","0","12","1","0","0","4","0","2",".340","1760"
"Dmitri Young","- - -","32","16","56","65","19","13","5","0","1","7","7","9","0","11","0","0","0","0","0","0",".339","505"
"Luis Ordaz","Devil Rays (AAA)","30","17","59","62","20","14","4","1","1","5","6","1","0","3","0","1","1","3","1","0",".339","298"
"Isa Garcia","Cardinals (R)","21","57","192","210","65","42","17","2","4","35","25","15","0","13","3","0","0","4","4","1",".339","sa327079"
"Brett Harper","Mets (AA)","24","19","65","75","22","15","7","0","0","8","8","7","1","19","3","0","0","4","1","0",".338","sa200434"
"David Paisano","Orioles/White Sox (R)","18","52","195","231","66","46","13","7","0","36","17","22","0","37","11","2","1","5","8","6",".338","sa355427"
"Larry Williams","Braves (R)","21","66","266","296","90","69","17","2","2","36","46","23","0","46","2","5","0","9","2","0",".338","sa254505"
"Ryan Spilborghs","Rockies (AAA)","26","68","269","306","91","65","20","1","5","50","34","30","0","49","1","5","1","10","8","2",".338","4521"
"Russell Raley","Yankees (A-)","22","18","74","81","25","20","5","0","0","12","11","6","0","10","0","1","0","0","0","1",".338","sa327773"
"Pedro Iturbe","Mexican (AAA)","37","100","373","394","126","92","18","1","15","65","76","12","1","51","6","1","2","11","1","3",".338","sa3001364"
"Justin Turner","Reds (R)","21","60","231","263","78","53","16","3","6","53","41","23","1","38","7","2","0","7","12","2",".338","5235"
"Randall Simon","- - -","31","87","314","361","106","68","19","0","19","51","79","37","4","25","5","5","0","14","1","0",".338","497"
"Alberto Callaspo","Diamondbacks (AAA)","23","114","490","554","165","122","24","12","7","93","68","56","3","27","2","4","2","5","8","5",".337","3336"
"Chris Pettit","Angels (R)","21","68","226","273","76","41","25","3","7","41","54","31","1","48","14","1","0","5","5","1",".336","3870"
"Marc Maddox","Royals (R)","22","62","232","272","78","49","22","4","3","46","40","33","0","31","5","1","1","6","7","0",".336","sa327057"
"Jordan Parraz","Astros (A-)","21","70","253","298","85","59","18","2","6","46","38","33","4","44","7","4","1","5","23","3",".336","sa253734"
"Chris Iannetta","- - -","23","91","307","365","103","64","22","3","14","61","48","48","0","55","6","2","2","12","1","0",".336","8267"
"Matthew Sweeney","- - -","18","46","176","209","59","36","11","7","5","38","39","23","1","29","7","3","0","5","4","1",".335","sa327050"
"Chad Huffman","- - -","21","59","212","260","71","43","17","2","9","43","40","27","0","36","14","7","0","4","2","4",".335","5311"
"Luis Perez","Athletics (A+)","22","101","359","390","120","88","21","4","7","51","58","20","0","50","6","5","0","9","2","2",".334","sa202644"
"Rafael Castaneda","Mexican (AAA)","38","102","371","425","124","91","26","1","6","48","69","43","5","28","1","5","5","18","2","4",".334","sa3001350"
"Roberto Vizcarra","Mexican (AAA)","39","106","419","472","140","102","24","0","14","65","59","31","0","29","11","4","7","7","5","5",".334","sa3001385"
"Mike Cameron","Padres (A+)","33","2","6","7","2","1","1","0","0","1","1","1","0","2","0","0","0","0","0","0",".333","1070"
"Gary Sheffield","Yankees (AA)","37","1","3","4","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0",".333","114"
"Chris Michalak","Reds (AAA)","35","8","15","19","5","4","1","0","0","1","0","3","0","4","0","0","1","1","0","0",".333","1415"
"Luis Matos","Orioles (A+)","27","2","9","9","3","2","0","0","1","1","2","0","0","1","0","0","0","0","1","0",".333","152"
"David Ross","Reds (AA)","29","2","6","8","2","2","0","0","0","0","2","2","0","2","0","0","0","0","0","0",".333","1551"
"Coco Crisp","Red Sox (AAA)","26","1","3","4","1","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0",".333","1572"
"Jeriome Robertson","Mets (AAA)","29","2","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".333","1619"
"Jason Anderson","Padres (AAA)","27","39","6","6","2","2","0","0","0","1","0","0","0","1","0","0","0","1","0","0",".333","1661"
"Tony Clark","Diamondbacks (AAA)","34","2","6","7","2","1","0","0","1","2","1","0","0","0","1","0","0","1","0","0",".333","182"
"Allan Simpson","Brewers (AAA)","28","34","3","4","1","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".333","1864"
"Mike Vento","- - -","28","68","237","264","79","57","14","0","8","37","37","24","2","36","1","2","0","5","3","4",".333","2149"
"Mark Prior","Cubs (AAA)","25","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","301"
"Nevin Ashley","Devil Rays (R)","21","47","153","185","51","38","8","1","4","25","28","21","0","40","9","1","1","3","7","3",".333","3274"
"Gavin Floyd","Phillies (AAA)","23","1","3","4","1","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0",".333","3886"
"Todd Helton","Rockies (AAA)","32","2","6","7","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".333","432"
"Adam Bernero","Phillies (AAA)","29","1","3","3","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".333","460"
