"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Tillman Pugh","- - -","22","176",".380","1.29","13.9 %","48.5 %","37.6 %","26.3 %","10.5 %","50.0 %","24.0 %","26.0 %","31.2 %","91","258","349","sa501901"
"Drew Biery","- - -","25","119",".304","0.74","18.5 %","34.6 %","46.9 %","21.1 %","10.5 %","59.0 %","21.7 %","19.3 %","23.5 %","70","190","260","sa502087"
"Gabriel Quintana","- - -","18","273",".345","0.95","15.4 %","41.1 %","43.4 %","28.9 %","10.5 %","51.9 %","27.3 %","20.8 %","30.4 %","115","369","484","sa548052"
"Justin Bencsko","- - -","23","135",".373","2.32","17.1 %","57.9 %","25.0 %","0.0 %","10.5 %","32.9 %","25.3 %","41.8 %","34.1 %","63","201","264","sa549294"
"T.J. Mittelstaedt","Brewers (A)","23","465",".388","0.96","14.2 %","42.1 %","43.7 %","15.8 %","10.5 %","36.1 %","30.5 %","33.5 %","25.9 %","346","637","983","sa549912"
"Jhosua Montero","Tigers (R)","17","101",".209","1.95","13.8 %","56.9 %","29.2 %","42.1 %","10.5 %","53.5 %","23.9 %","22.5 %","42.5 %","11","149","160","sa596236"
"Matthew den Dekker","- - -","23","616",".339","0.99","14.8 %","42.3 %","42.9 %","16.7 %","10.5 %","43.7 %","28.4 %","27.9 %","30.5 %","304","950","1254","11385"
"Dustin Ackley","Mariners (AAA)","23","331",".324","1.16","19.8 %","43.1 %","37.1 %","20.9 %","10.5 %","40.3 %","27.1 %","32.6 %","3.4 %","635","739","1374","10099"
"Karim Garcia","Mexican (AAA)","35","241",".354","0.93","22.3 %","37.3 %","40.4 %","23.9 %","10.4 %","46.4 %","32.1 %","21.4 %","11.1 %","386","500","886","1537"
"Brian Barden","Rangers (AAA)","30","232",".390","1.22","14.4 %","47.1 %","38.5 %","10.4 %","10.4 %","41.1 %","22.2 %","36.7 %","8.3 %","349","565","914","4429"
"Marquez Smith","- - -","26","296",".333","1.37","20.9 %","45.8 %","33.3 %","26.9 %","10.4 %","58.9 %","20.3 %","20.8 %","11.9 %","423","721","1144","sa388379"
"Derrick Mitchell","Phillies (AA)","24","531",".303","0.75","12.6 %","37.4 %","50.0 %","17.0 %","10.4 %","58.0 %","21.7 %","20.3 %","27.0 %","256","777","1033","sa295726"
"Leonardo Fuentes","Giants (R)","18","196",".336","1.06","18.2 %","42.1 %","39.7 %","31.3 %","10.4 %","60.6 %","18.1 %","21.3 %","37.2 %","57","298","355","sa547813"
"Rhett Stafford","- - -","22","180",".324","0.96","15.3 %","41.4 %","43.2 %","18.8 %","10.4 %","45.1 %","22.1 %","32.7 %","28.5 %","93","251","344","sa598801"
"Hector Luna","Red Sox (AAA)","31","468",".307","1.09","20.1 %","41.6 %","38.2 %","23.7 %","10.4 %","49.4 %","22.5 %","28.1 %","5.8 %","698","1133","1831","1874"
"Raul Reyes","- - -","24","458",".350","0.92","15.4 %","40.5 %","44.1 %","11.9 %","10.4 %","46.0 %","28.3 %","25.7 %","27.3 %","230","748","978","sa328741"
"Brian Cavazos-Galvez","Dodgers (AA)","24","441",".296","1.07","17.9 %","42.4 %","39.7 %","25.9 %","10.4 %","52.5 %","25.0 %","22.5 %","8.7 %","451","961","1412","sa501665"
"Curt Casali","- - -","22","136",".253","1.66","18.1 %","51.1 %","30.9 %","10.3 %","10.3 %","55.0 %","16.0 %","29.0 %","17.2 %","91","147","238","12510"
"Scott Sizemore","- - -","26","135",".439","1.28","20.5 %","44.6 %","34.9 %","17.2 %","10.3 %","43.0 %","24.4 %","32.6 %","5.6 %","243","310","553","2881"
"Jeff Salazar","- - -","30","344",".279","0.86","19.8 %","37.1 %","43.1 %","19.5 %","10.3 %","53.8 %","23.8 %","22.4 %","10.1 %","587","802","1389","4507"
"Dusty Coleman","- - -","24","559",".356","0.84","13.9 %","39.4 %","46.8 %","18.6 %","10.3 %","39.8 %","30.1 %","30.1 %","36.4 %","250","916","1166","8979"
"Aladin Reyes","Nationals (R)","20","133",".271","1.55","11.9 %","53.6 %","34.5 %","34.5 %","10.3 %","46.1 %","25.8 %","28.1 %","33.1 %","53","192","245","sa551317"
"David Freitas","Nationals (A)","22","516",".335","1.06","22.0 %","40.1 %","38.0 %","26.2 %","10.3 %","50.7 %","23.6 %","25.7 %","20.6 %","372","629","1001","10619"
"Ryan Adams","Orioles (AAA)","24","415",".363","1.08","25.5 %","38.7 %","35.8 %","19.6 %","10.3 %","43.9 %","25.9 %","30.2 %","11.9 %","555","993","1548","6343"
"Eric Thames","Blue Jays (AAA)","24","241",".406","0.97","21.2 %","38.8 %","40.0 %","22.1 %","10.3 %","44.8 %","26.2 %","29.1 %","9.3 %","355","557","912","3711"
"Jordan Lennerton","Tigers (A+)","25","580",".356","1.21","15.3 %","46.3 %","38.4 %","8.1 %","10.3 %","37.2 %","24.8 %","38.0 %","26.4 %","409","761","1170","sa455610"
"Hector Sanchez","- - -","21","396",".321","1.02","20.0 %","40.3 %","39.7 %","20.5 %","10.3 %","51.2 %","25.1 %","23.8 %","19.2 %","270","696","966","10289"
"Junior Lake","- - -","21","478",".343","1.37","15.5 %","48.8 %","35.7 %","17.9 %","10.3 %","54.1 %","24.0 %","21.9 %","22.0 %","353","913","1266","4672"
"Matt Carpenter","Cardinals (AAA)","25","535",".328","1.62","16.4 %","51.6 %","32.0 %","12.0 %","10.3 %","45.2 %","24.3 %","30.5 %","5.5 %","980","1293","2273","8090"
"Jeff Baisley","Angels (AAA)","28","589",".326","0.86","19.6 %","37.1 %","43.3 %","22.6 %","10.3 %","47.6 %","26.4 %","26.0 %","9.6 %","783","1293","2076","9684"
"Victor Mercedes","- - -","32","231",".311","0.97","16.3 %","41.3 %","42.4 %","20.5 %","10.3 %","45.3 %","27.1 %","27.6 %","8.6 %","277","476","753","sa200069"
"Joey Paciorek","- - -","22","190",".323","1.87","10.4 %","58.4 %","31.2 %","25.6 %","10.3 %","40.3 %","17.1 %","42.6 %","25.7 %","81","261","342","sa389764"
"Virgil Hill","- - -","21","336",".324","1.12","12.7 %","46.0 %","41.3 %","10.3 %","10.3 %","39.9 %","22.2 %","37.9 %","45.8 %","82","567","649","sa392208"
"Max Walla","Brewers (R)","20","290",".384","2.44","23.9 %","54.0 %","22.2 %","12.8 %","10.3 %","34.1 %","22.5 %","43.4 %","27.8 %","148","399","547","sa500834"
"Noe Berroa","Mariners (R)","17","148",".280","0.87","13.1 %","40.5 %","46.4 %","30.8 %","10.3 %","46.0 %","20.7 %","33.3 %","34.3 %","77","212","289","sa547983"
"Jared Lakind","Pirates (R)","19","131",".188","0.54","10.4 %","31.3 %","58.2 %","23.1 %","10.3 %","44.1 %","16.2 %","39.7 %","31.0 %","82","205","287","sa549657"
"Michael A. Taylor","Nationals (A)","20","488",".316","1.11","16.5 %","43.9 %","39.6 %","23.6 %","10.2 %","42.3 %","24.2 %","33.5 %","33.7 %","165","704","869","11489"
"Travis Witherspoon","- - -","22","525",".304","1.46","11.1 %","52.7 %","36.2 %","22.8 %","10.2 %","47.2 %","21.9 %","30.8 %","30.2 %","197","731","928","sa501690"
"Marcus Littlewood","- - -","19","385",".250","1.16","12.0 %","47.2 %","40.7 %","22.7 %","10.2 %","47.1 %","21.3 %","31.6 %","28.8 %","241","543","784","sa548261"
"Andrew Clark","- - -","23","517",".344","1.01","21.0 %","39.7 %","39.4 %","21.2 %","10.2 %","56.8 %","20.7 %","22.4 %","15.5 %","391","592","983","sa328044"
"Tommy Medica","- - -","23","368",".346","1.04","12.7 %","44.5 %","42.8 %","23.5 %","10.2 %","44.8 %","25.9 %","29.3 %","24.8 %","224","465","689","11147"
"Shelley Duncan","Indians (AAA)","31","137",".207","0.45","17.4 %","25.6 %","57.0 %","28.6 %","10.2 %","50.6 %","25.3 %","24.1 %","7.6 %","250","333","583","3620"
"David Christensen","Rockies (A+)","23","205",".431","0.71","19.2 %","33.7 %","47.1 %","14.3 %","10.2 %","39.1 %","38.2 %","22.7 %","45.7 %","77","343","420","sa326520"
"Jarrett Burgess","Mariners (A-)","20","204",".321","0.90","12.3 %","41.5 %","46.2 %","26.5 %","10.2 %","56.1 %","22.8 %","21.1 %","35.7 %","96","324","420","sa454744"
"Leandro Castro","Phillies (A+)","22","243",".287","0.72","12.9 %","36.6 %","50.5 %","24.5 %","10.2 %","46.5 %","23.5 %","30.0 %","24.0 %","48","310","358","sa455746"
"Anthony Aliotti","Athletics (A+)","23","550",".353","1.57","15.2 %","51.8 %","32.9 %","4.6 %","10.2 %","37.9 %","19.8 %","42.3 %","25.2 %","362","722","1084","sa501732"
"Rosell Herrera","Rockies (R)","18","276",".358","1.46","18.5 %","48.3 %","33.1 %","22.0 %","10.2 %","50.6 %","19.2 %","30.2 %","26.6 %","129","375","504","11611"
"Brett Newsome","Nationals (A)","24","302",".360","1.46","22.9 %","45.7 %","31.4 %","10.2 %","10.2 %","44.3 %","25.0 %","30.7 %","35.6 %","128","431","559","sa455969"
"Jose Rosario","- - -","19","208",".348","1.12","19.4 %","42.6 %","38.1 %","10.2 %","10.2 %","42.0 %","30.3 %","27.8 %","26.4 %","47","268","315","sa507166"
"Yair Lopez","Padres (R)","19","200",".386","0.85","14.8 %","39.1 %","46.1 %","23.7 %","10.2 %","52.2 %","21.6 %","26.1 %","41.4 %","39","314","353","sa507244"
"Matt Davidson","Diamondbacks (A+)","20","606",".340","0.77","10.1 %","39.2 %","50.8 %","12.7 %","10.2 %","43.1 %","23.2 %","33.8 %","32.1 %","261","860","1121","7226"
"Jesus Cota","Mexican (AAA)","29","436",".303","0.83","22.2 %","35.2 %","42.6 %","31.2 %","10.1 %","52.6 %","24.0 %","23.4 %","11.3 %","504","891","1395","sa200342"
"Eric Oliver","- - -","24","272",".304","1.38","15.9 %","48.7 %","35.4 %","18.8 %","10.1 %","52.5 %","19.7 %","27.8 %","21.7 %","146","325","471","sa502916"
"Reggie Golden","Cubs (A-)","19","265",".310","1.04","12.4 %","44.7 %","42.9 %","24.6 %","10.1 %","44.9 %","22.4 %","32.7 %","30.9 %","127","375","502","sa548258"
"Oscar Taveras","Cardinals (A)","19","347",".440","1.59","20.2 %","49.0 %","30.7 %","10.1 %","10.1 %","44.1 %","22.6 %","33.3 %","22.3 %","158","430","588","11173"
"Marcus Knecht","Blue Jays (A)","21","528",".337","0.81","9.8 %","40.4 %","49.8 %","23.4 %","10.1 %","48.3 %","23.4 %","28.3 %","26.4 %","328","726","1054","sa455466"
"Julio Cedeno","Rays (A)","21","277",".300","1.06","14.7 %","44.0 %","41.4 %","24.1 %","10.1 %","50.0 %","22.7 %","27.3 %","33.9 %","55","405","460","sa503145"
"Zelous Wheeler","- - -","24","329",".313","0.99","18.8 %","40.4 %","40.8 %","13.5 %","10.1 %","33.0 %","20.1 %","46.9 %","7.4 %","547","800","1347","8822"
"Efren Espinoza","- - -","30","315",".308","1.05","15.4 %","43.3 %","41.3 %","30.3 %","10.1 %","59.0 %","23.8 %","17.2 %","8.2 %","402","721","1123","sa205245"
"Zack Cox","- - -","22","569",".355","1.49","22.7 %","46.3 %","31.1 %","14.0 %","10.1 %","39.2 %","24.6 %","36.2 %","13.1 %","553","1049","1602","sa455436"
"Matthew Spencer","- - -","25","436",".286","0.77","17.2 %","36.0 %","46.8 %","21.6 %","10.1 %","46.7 %","19.3 %","34.0 %","14.5 %","590","1019","1609","sa390327"
"Jeff Bailey","Twins (AAA)","32","502",".293","0.79","18.6 %","36.0 %","45.4 %","22.1 %","10.1 %","52.3 %","23.7 %","24.0 %","8.3 %","827","1202","2029","2394"
"Gift Ngoepe","- - -","21","100",".338","1.90","17.1 %","54.3 %","28.6 %","30.0 %","10.0 %","50.7 %","16.9 %","32.5 %","28.9 %","33","126","159","10340"
"Austin Hedges","- - -","18","34",".238","1.00","4.8 %","47.6 %","47.6 %","20.0 %","10.0 %","47.8 %","26.1 %","26.1 %","13.6 %","31","35","66","12976"
"Fred Lewis","- - -","30","55",".333","1.70","20.6 %","50.0 %","29.4 %","10.0 %","10.0 %","32.4 %","32.4 %","35.3 %","6.4 %","114","121","235","4693"
"Jason Donald","- - -","26","232",".356","2.15","20.8 %","54.1 %","25.2 %","20.0 %","10.0 %","44.6 %","25.9 %","29.5 %","7.3 %","318","479","797","9331"
"Michael McKenry","Red Sox (AAA)","26","111",".333","0.73","27.8 %","30.6 %","41.7 %","20.0 %","10.0 %","41.7 %","29.2 %","29.2 %","10.7 %","173","268","441","9628"
"Hector Hurtado","Mexican (AAA)","40","43",".200","2.20","5.9 %","64.7 %","29.4 %","40.0 %","10.0 %","51.4 %","16.2 %","32.4 %","11.4 %","32","91","123","sa185467"
"Agustin Murillo","Mexican (AAA)","29","407",".325","1.14","19.5 %","42.8 %","37.7 %","20.9 %","10.0 %","49.2 %","21.8 %","29.0 %","5.5 %","628","909","1537","sa244092"
"Eric Eymann","- - -","27","62",".209","0.95","13.3 %","42.2 %","44.4 %","10.0 %","10.0 %","47.8 %","15.2 %","37.0 %","14.3 %","60","150","210","sa294202"
"Mario Martinez","Mariners (A+)","21","466",".375","1.15","18.6 %","43.6 %","37.8 %","19.1 %","10.0 %","46.2 %","24.3 %","29.5 %","45.3 %","108","729","837","sa392881"
"Clark Murphy","- - -","21","74",".250","0.90","9.5 %","42.9 %","47.6 %","10.0 %","10.0 %","47.6 %","23.8 %","28.6 %","33.8 %","48","106","154","sa454571"
"Blair Springfield","- - -","20","160",".298","1.90","17.1 %","54.3 %","28.6 %","10.0 %","10.0 %","38.3 %","26.2 %","35.5 %","20.1 %","85","213","298","sa501524"
"Jonathan Galvez","Padres (A+)","20","545",".361","1.26","18.3 %","45.6 %","36.1 %","22.3 %","10.0 %","55.3 %","20.2 %","24.5 %","29.3 %","202","753","955","sa502621"
"Raoul Torrez","Diamondbacks (A+)","23","337",".299","1.08","14.9 %","44.1 %","41.0 %","18.8 %","10.0 %","44.3 %","21.2 %","34.5 %","34.0 %","156","477","633","sa502769"
"Chris Affinito","Athletics (A-)","24","102",".333","0.90","22.4 %","36.7 %","40.8 %","20.0 %","10.0 %","26.0 %","30.0 %","44.0 %","40.2 %","69","160","229","sa503889"
"Edward Dorville","Rays (R)","22","154",".304","1.27","12.8 %","48.7 %","38.5 %","10.0 %","10.0 %","48.2 %","28.2 %","23.5 %","41.3 %","54","261","315","sa506092"
"Daniel Mateo","Royals (R)","19","244",".411","2.50","21.3 %","56.2 %","22.5 %","10.0 %","10.0 %","40.2 %","20.7 %","39.1 %","24.9 %","81","320","401","sa506334"
"Ericson Leonora","Yankees (R)","18","241",".305","0.74","11.5 %","37.6 %","51.0 %","18.8 %","10.0 %","48.8 %","31.7 %","19.5 %","35.5 %","93","333","426","sa507157"
"Ramon Flores","Braves (A)","24","39",".179","1.40","4.0 %","56.0 %","40.0 %","20.0 %","10.0 %","37.9 %","24.1 %","37.9 %","45.8 %","2","57","59","sa508111"
"Russell Wilson","Rockies (A)","22","236",".380","1.80","18.4 %","52.4 %","29.1 %","30.0 %","10.0 %","46.0 %","24.3 %","29.7 %","36.0 %","159","360","519","sa548305"
"Melvin Garcia","- - -","19","133",".266","2.45","11.5 %","62.8 %","25.6 %","25.0 %","10.0 %","48.2 %","27.2 %","24.7 %","33.2 %","47","203","250","sa549880"
"Brandon Martin","Rays (R)","17","57",".324","2.00","11.8 %","58.8 %","29.4 %","40.0 %","10.0 %","62.9 %","17.1 %","20.0 %","26.4 %","37","73","110","sa597756"
"Roybell Herrera","Yankees (R)","20","90",".304","0.63","15.5 %","32.8 %","51.7 %","23.3 %","10.0 %","44.1 %","30.5 %","25.4 %","38.5 %","19","137","156","sa597928"
"Matthew Duran","Yankees (R)","18","96",".355","0.83","15.4 %","38.5 %","46.2 %","13.3 %","10.0 %","50.8 %","23.1 %","26.2 %","25.6 %","44","132","176","sa597964"
"Neftali Rosario","Cubs (R)","17","111",".380","1.03","16.4 %","42.5 %","41.1 %","26.7 %","10.0 %","50.0 %","20.3 %","29.7 %","40.2 %","37","162","199","sa597972"
"Gary Apelian","Cardinals (R)","20","245",".339","0.88","13.8 %","40.2 %","46.0 %","22.5 %","10.0 %","44.8 %","24.0 %","31.2 %","28.4 %","87","335","422","sa599356"
"Kyle Mahoney","- - -","22","72",".375","2.20","13.5 %","59.5 %","27.0 %","20.0 %","10.0 %","46.3 %","24.4 %","29.3 %","33.3 %","37","101","138","sa599912"
"Junior Geraldo","Nationals (R)","17","71",".267","0.47","4.3 %","30.4 %","65.2 %","20.0 %","10.0 %","54.2 %","25.0 %","20.8 %","21.1 %","44","84","128","sa605348"
"Pedro Castellano","Mexican (AAA)","41","283",".342","0.96","19.9 %","39.3 %","40.8 %","20.0 %","10.0 %","42.6 %","25.7 %","31.7 %","7.5 %","414","650","1064","sa7207"
"Travis Shaw","- - -","21","250",".304","0.69","16.5 %","34.1 %","49.4 %","11.1 %","9.9 %","44.6 %","19.9 %","35.5 %","24.5 %","159","319","478","11982"
"Brandon Laird","Yankees (AAA)","23","489",".283","0.85","20.3 %","36.5 %","43.2 %","24.7 %","9.9 %","48.7 %","20.1 %","31.3 %","9.6 %","584","1215","1799","5476"
"Marshall McDougall","Mexican (AAA)","32","446",".351","0.86","15.0 %","39.3 %","45.6 %","19.7 %","9.9 %","51.2 %","25.6 %","23.2 %","8.2 %","594","922","1516","2128"
"Eugenio Suarez","- - -","19","279",".304","1.11","22.7 %","40.7 %","36.6 %","18.3 %","9.9 %","29.3 %","27.8 %","42.9 %","23.3 %","110","354","464","12552"
"Mike Trout","Angels (AA)","19","412",".390","0.93","21.2 %","38.0 %","40.9 %","25.0 %","9.8 %","44.6 %","27.1 %","28.2 %","5.7 %","669","1021","1690","10155"
"Brad Snyder","Cubs (AAA)","29","407",".380","0.91","18.9 %","38.6 %","42.4 %","15.2 %","9.8 %","38.9 %","25.9 %","35.2 %","12.6 %","605","958","1563","6052"
"Gabe Jacobo","Angels (AA)","24","367",".312","1.15","17.0 %","44.3 %","38.6 %","27.5 %","9.8 %","50.6 %","23.3 %","26.2 %","11.4 %","419","866","1285","sa454609"
"Jayson Langfels","Rockies (A-)","22","201",".310","1.00","13.6 %","43.2 %","43.2 %","19.6 %","9.8 %","43.4 %","27.9 %","28.7 %","35.6 %","89","299","388","sa546633"
"Jared Simon","Rockies (A-)","22","275",".335","1.51","19.0 %","48.7 %","32.3 %","17.6 %","9.8 %","43.6 %","24.5 %","31.9 %","34.3 %","140","403","543","sa548345"
"Vicente Lupo","Mets (R)","17","157",".309","0.31","6.9 %","22.2 %","70.8 %","21.6 %","9.8 %","46.0 %","36.5 %","17.6 %","34.8 %","102","254","356","sa597034"
"Jose Dore","- - -","19","363",".291","0.98","14.2 %","42.5 %","43.4 %","15.2 %","9.8 %","46.8 %","29.2 %","24.1 %","39.4 %","157","558","715","sa548443"
"Chad Huffman","Indians (AAA)","26","512",".293","0.94","20.1 %","38.7 %","41.2 %","13.5 %","9.8 %","46.7 %","28.3 %","25.0 %","10.2 %","854","1233","2087","5311"
"Aderlin Rodriguez","Mets (A)","19","554",".245","1.03","11.3 %","45.1 %","43.6 %","24.1 %","9.8 %","49.6 %","23.0 %","27.3 %","31.0 %","160","747","907","sa511026"
"Nevin Ashley","- - -","26","444",".329","1.67","21.5 %","49.1 %","29.4 %","34.1 %","9.8 %","44.9 %","21.9 %","33.2 %","10.6 %","669","1016","1685","3274"
"Luis Exposito","Red Sox (AAA)","24","360",".294","1.48","17.5 %","49.2 %","33.3 %","18.3 %","9.8 %","42.7 %","26.1 %","31.2 %","14.5 %","452","822","1274","4398"
"Cole White","- - -","26","316",".365","0.87","24.3 %","35.1 %","40.6 %","17.1 %","9.8 %","41.9 %","24.3 %","33.8 %","31.3 %","126","452","578","sa455403"
"Chris Richburg","Reds (A+)","25","378",".317","0.67","16.6 %","33.6 %","49.8 %","20.3 %","9.8 %","43.2 %","22.8 %","34.0 %","34.0 %","100","542","642","sa502145"
"Dan Burkhart","- - -","22","204",".370","1.59","17.2 %","50.8 %","32.0 %","7.3 %","9.8 %","39.7 %","23.7 %","36.6 %","38.8 %","61","318","379","sa526254"
"Luis Fonseca","Mexican (AAA)","26","162",".304","1.59","15.2 %","52.0 %","32.8 %","14.6 %","9.8 %","55.7 %","22.9 %","21.4 %","8.2 %","194","341","535","sa592342"
"Devin Mesoraco","Reds (AAA)","23","499",".325","0.68","27.5 %","29.2 %","43.3 %","28.6 %","9.7 %","53.2 %","26.6 %","20.2 %","10.5 %","730","1109","1839","5666"
"Tomas Telis","Rangers (A)","20","494",".301","2.06","18.4 %","55.0 %","26.7 %","13.3 %","9.7 %","48.3 %","21.9 %","29.8 %","16.1 %","121","552","673","10067"
"Jorge Bonifacio","Royals (R)","18","258",".345","0.90","22.2 %","36.9 %","40.9 %","19.4 %","9.7 %","45.9 %","23.2 %","30.9 %","35.4 %","82","364","446","12174"
"Collin DeLome","Astros (AAA)","25","294",".341","1.07","14.9 %","44.0 %","41.1 %","11.1 %","9.7 %","48.7 %","28.1 %","23.2 %","14.2 %","386","703","1089","sa389712"
"Jose Castillo","Mexican (AAA)","30","320",".361","1.26","12.1 %","49.1 %","38.9 %","16.5 %","9.7 %","36.0 %","33.8 %","30.2 %","7.1 %","386","629","1015","1866"
"Nolan Arenado","Rockies (A+)","20","583",".293","0.92","15.2 %","40.6 %","44.2 %","13.1 %","9.7 %","40.5 %","23.9 %","35.6 %","17.2 %","250","662","912","9777"
"Zach Wilson","Yankees (A-)","20","269",".269","0.56","15.3 %","30.5 %","54.2 %","19.4 %","9.7 %","48.5 %","23.0 %","28.6 %","21.7 %","118","325","443","sa455493"
"Terry Tiffee","Yankees (AAA)","32","112",".389","1.29","22.8 %","43.5 %","33.7 %","16.1 %","9.7 %","50.5 %","18.3 %","31.2 %","14.8 %","92","267","359","2160"
"Carson Blair","- - -","21","128",".292","0.90","13.2 %","41.2 %","45.6 %","16.1 %","9.7 %","44.1 %","26.5 %","29.4 %","38.4 %","64","212","276","5429"
"Brandon Barnes","- - -","25","487",".285","0.75","15.5 %","36.3 %","48.1 %","23.2 %","9.7 %","44.2 %","25.0 %","30.8 %","14.0 %","632","1154","1786","629"
"Starling Marte","Pirates (AA)","22","572",".390","1.75","20.9 %","50.3 %","28.8 %","25.0 %","9.7 %","45.9 %","20.8 %","33.3 %","14.4 %","478","1197","1675","9241"
"Fernando Rodriguez","Mexican (AAA)","37","110",".366","1.10","19.8 %","42.0 %","38.3 %","9.7 %","9.7 %","45.4 %","14.0 %","40.7 %","7.6 %","181","255","436","sa185481"
"Mike Murray","Giants (A-)","23","274",".361","1.65","17.6 %","51.3 %","31.2 %","11.3 %","9.7 %","50.0 %","22.1 %","27.9 %","16.0 %","134","330","464","sa526883"
"Cole Tyrell","- - -","23","120",".209","0.77","20.3 %","34.8 %","44.9 %","32.3 %","9.7 %","50.0 %","18.6 %","31.4 %","30.2 %","68","167","235","sa546885"
"Fu-Lin Kuo","Yankees (R)","20","130",".296","1.06","20.0 %","41.3 %","38.8 %","16.1 %","9.7 %","39.3 %","31.0 %","29.8 %","22.7 %","83","168","251","sa549556"
"Robel Garcia","Indians (R)","18","197",".362","0.63","13.7 %","33.3 %","53.0 %","4.8 %","9.7 %","62.3 %","18.0 %","19.7 %","31.1 %","108","275","383","sa549647"
"David Villasuso","Mariners (R)","21","115",".306","0.87","18.3 %","38.0 %","43.7 %","19.4 %","9.7 %","41.3 %","32.0 %","26.7 %","40.8 %","31","165","196","sa599811"
"Kyle Skipworth","Marlins (AA)","21","435",".292","0.85","15.9 %","38.6 %","45.4 %","36.8 %","9.6 %","51.6 %","21.1 %","27.3 %","16.8 %","586","1060","1646","5298"
"Brandon Drury","Braves (R)","18","278",".373","1.12","22.8 %","40.8 %","36.4 %","21.7 %","9.6 %","53.4 %","21.4 %","25.2 %","25.5 %","50","346","396","11615"
"Deangelo Mack","- - -","24","378",".321","1.64","16.7 %","51.7 %","31.6 %","14.5 %","9.6 %","40.7 %","25.3 %","34.1 %","19.7 %","202","502","704","sa501766"
"Reynaldo Rodriguez","- - -","24","456",".332","0.43","12.1 %","26.6 %","61.3 %","24.6 %","9.6 %","55.1 %","23.6 %","21.3 %","26.5 %","296","724","1020","sa329131"
"Adam Eaton","- - -","22","556",".363","2.02","15.1 %","56.8 %","28.1 %","14.4 %","9.6 %","33.9 %","24.9 %","41.2 %","12.2 %","557","889","1446","11205"
"Humberto Cota","Mexican (AAA)","32","399",".369","1.06","21.6 %","40.3 %","38.1 %","21.2 %","9.6 %","48.9 %","22.9 %","28.2 %","9.2 %","608","864","1472","1595"
"Jorge Cantu","Rockies (AAA)","29","125",".289","0.62","16.8 %","31.7 %","51.5 %","17.3 %","9.6 %","48.0 %","22.6 %","29.4 %","9.8 %","141","287","428","2521"
"Boss Moanaroa","Red Sox (A-)","19","233",".352","1.15","13.2 %","46.5 %","40.3 %","5.8 %","9.6 %","47.3 %","25.2 %","27.5 %","36.2 %","136","356","492","sa503858"
"William Moreno","Reds (R)","19","200",".293","1.15","23.3 %","41.1 %","35.6 %","23.1 %","9.6 %","43.3 %","26.1 %","30.6 %","18.2 %","95","223","318","sa506261"
"Michael Saunders","Mariners (AAA)","24","291",".384","0.78","19.3 %","35.4 %","45.3 %","17.8 %","9.6 %","41.4 %","24.9 %","33.7 %","10.2 %","549","700","1249","9981"
"Adan Amezcua","Mexican (AAA)","37","273",".392","1.12","20.1 %","42.3 %","37.6 %","19.2 %","9.6 %","42.8 %","22.4 %","34.8 %","8.4 %","435","636","1071","sa195259"
"Doug Deeds","Rangers (AAA)","30","224",".275","0.92","14.6 %","40.9 %","44.5 %","8.2 %","9.6 %","44.9 %","24.6 %","30.5 %","8.5 %","320","519","839","sa202246"
"Ramon Castillo","- - -","22","244",".235","0.93","14.5 %","41.2 %","44.2 %","17.8 %","9.6 %","47.9 %","26.0 %","26.0 %","31.9 %","73","350","423","sa455603"
"Luke Bailey","Rays (A)","20","273",".318","0.78","16.1 %","36.8 %","47.1 %","21.9 %","9.6 %","52.5 %","21.9 %","25.6 %","44.5 %","102","435","537","sa501447"
"Blake Lalli","Cubs (AA)","28","393",".320","1.55","15.8 %","51.2 %","33.0 %","8.5 %","9.6 %","45.7 %","22.5 %","31.7 %","8.7 %","536","857","1393","9246"
"Beamer Weems","Padres (AA)","23","311",".296","0.73","19.3 %","34.2 %","46.5 %","18.1 %","9.6 %","50.5 %","25.7 %","23.8 %","9.5 %","458","738","1196","sa454985"
"Matt Dominguez","- - -","21","395",".261","1.00","17.1 %","41.4 %","41.4 %","30.2 %","9.5 %","47.9 %","24.4 %","27.7 %","8.1 %","557","888","1445","4903"
"Brandon Snyder","Orioles (AAA)","24","494",".293","0.91","22.4 %","37.0 %","40.6 %","15.6 %","9.5 %","41.8 %","27.6 %","30.6 %","10.0 %","675","1191","1866","9856"
"Said Gutierrez","Mexican (AAA)","31","283",".303","0.94","15.1 %","41.1 %","43.8 %","32.1 %","9.5 %","48.3 %","29.4 %","22.4 %","10.7 %","370","623","993","sa198297"
"Wes Hodges","- - -","26","408",".326","1.09","20.7 %","41.3 %","38.0 %","17.1 %","9.5 %","37.9 %","23.9 %","38.3 %","15.4 %","433","947","1380","sa326543"
"Chase Larsson","Braves (R)","22","250",".263","0.80","11.7 %","39.2 %","49.1 %","32.1 %","9.5 %","48.9 %","21.6 %","29.6 %","18.2 %","151","294","445","sa328028"
"Carlos Martinez","Rockies (A+)","22","267",".259","1.40","11.2 %","51.8 %","37.1 %","34.9 %","9.5 %","46.6 %","24.2 %","29.2 %","36.9 %","95","376","471","sa392984"
