"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jose Dominguez","- - -","21","2","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","11571"
"Wil Ledezma","Dodgers (AAA)","31","24","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","1669"
"Andrew Brackman","Reds (AAA)","26","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.000","2365"
"Xavier Cedeno","Astros (AAA)","25","14","1","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.000","36"
"Scott Weismann","Cubs (AA)","22","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa455418"
"Eric Smith","Diamondbacks (AA)","23","20","1","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1.000","sa500819"
"Jason Stoffel","Astros (AA)","23","21","2","2","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1.000","sa501226"
"Antonio Garzon","Mexican (AAA)","27","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa509479"
"Eric Marzec","Brewers (AA)","24","5","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa546696"
"Matt Campbell","Phillies (A)","24","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","sa550185"
"Nabil Crismatt","Mets (R)","17","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","sa657397"
"Michael Cuddyer","Rockies (AAA)","33","2","9","9","6","4","1","0","1","4","3","0","0","1","0","0","0","0","0","0",".667","1534"
"Seth Smith","Athletics (AAA)","29","1","3","4","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0",".667","7331"
"Mike Broadway","Padres (AA)","25","14","3","3","2","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".667","9894"
"Jeff Inman","Pirates (AA)","24","12","3","3","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".667","sa328057"
"Bryson Namba","Blue Jays (A)","21","1","3","4","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0",".667","sa501672"
"Marcos Padilla","Brewers (R)","18","5","3","5","2","2","0","0","0","3","0","2","0","0","0","0","0","0","1","0",".667","sa597504"
"Todd Helton","Rockies (R)","38","2","5","6","3","3","0","0","0","0","2","1","0","0","0","0","0","1","0","0",".600","432"
"Elliot Glynn","Brewers (R)","23","1","5","5","3","3","0","0","0","1","1","0","0","1","0","0","0","0","0","0",".600","sa526307"
