"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Chris Paul","- - -","23","401",".295","0.92","23.3 %","36.7 %","40.0 %","15.7 %","1.9 %","39.1 %","22.9 %","38.0 %","12.5 %","499","993","1492","sa875062"
"J.B. Moss","- - -","23","192",".336","1.07","13.8 %","44.6 %","41.5 %","31.5 %","1.9 %","61.4 %","24.3 %","14.3 %","15.2 %","142","319","461","sa918029"
"Isaac Paredes","- - -","17","198",".329","1.13","22.8 %","40.9 %","36.2 %","31.5 %","1.9 %","51.3 %","23.1 %","25.6 %","16.6 %","83","242","325","sa920275"
"Jack Reinheimer","Diamondbacks (AAA)","23","560",".347","1.82","22.9 %","49.7 %","27.4 %","20.2 %","1.8 %","44.7 %","21.3 %","34.1 %","7.4 %","866","1347","2213","14938"
"Don Kelly","Marlins (AAA)","36","230",".239","1.40","17.0 %","48.4 %","34.6 %","32.7 %","1.8 %","44.2 %","24.9 %","30.9 %","6.0 %","339","613","952","2216"
"Alex Romero","- - -","32","491",".309","1.73","22.1 %","49.4 %","28.6 %","20.0 %","1.8 %","36.4 %","23.6 %","40.0 %","3.0 %","762","1022","1784","3129"
"Caleb Whalen","Brewers (R)","23","175",".275","0.73","18.8 %","34.2 %","47.0 %","47.3 %","1.8 %","50.8 %","21.3 %","27.9 %","9.1 %","215","377","592","sa602651"
"Nick Longhi","Red Sox (A+)","20","535",".352","1.64","21.0 %","49.0 %","30.0 %","18.2 %","1.8 %","34.2 %","27.6 %","38.2 %","10.0 %","774","1265","2039","sa738434"
"Jeremy Martinez","Cardinals (A-)","21","235",".341","1.29","26.3 %","41.5 %","32.2 %","10.9 %","1.8 %","38.2 %","22.6 %","39.3 %","4.4 %","369","525","894","sa738674"
"Myles Straw","- - -","21","397",".451","2.67","24.6 %","54.9 %","20.5 %","0.0 %","1.8 %","29.3 %","26.8 %","43.9 %","6.2 %","603","970","1573","sa875569"
"Kevin Kaczmarski","- - -","24","476",".335","1.41","20.0 %","46.9 %","33.1 %","14.4 %","1.8 %","47.7 %","25.2 %","27.2 %","6.3 %","633","1025","1658","18146"
"Johneshwy Fargas","- - -","21","476",".309","1.29","20.9 %","44.5 %","34.6 %","40.5 %","1.8 %","46.2 %","20.2 %","33.5 %","10.5 %","590","1108","1698","sa737941"
"Parker Morin","Royals (AAA)","24","263",".250","1.38","19.9 %","46.4 %","33.7 %","26.8 %","1.8 %","39.3 %","24.3 %","36.4 %","12.8 %","361","653","1014","sa658263"
"Miguel Hernandez","Reds (R)","17","278",".282","1.59","23.3 %","47.1 %","29.6 %","25.0 %","1.8 %","42.0 %","25.0 %","33.0 %","20.7 %","159","314","473","sa917055"
"Niuman Romero","- - -","31","318",".294","2.23","19.3 %","55.7 %","25.0 %","15.8 %","1.8 %","48.1 %","18.0 %","33.9 %","6.5 %","485","810","1295","5063"
"Jhombeyker Morales","- - -","21","257",".300","1.63","12.8 %","54.1 %","33.1 %","31.6 %","1.8 %","48.1 %","24.1 %","27.8 %","14.2 %","197","470","667","sa655900"
"Andrew Velazquez","Rays (A+)","21","313",".343","2.05","17.9 %","55.2 %","26.9 %","12.3 %","1.8 %","41.4 %","31.4 %","27.3 %","12.7 %","342","699","1041","sa658104"
"Wuilmer Becerra","Mets (A+)","21","263",".388","1.60","22.9 %","47.4 %","29.7 %","24.6 %","1.8 %","38.2 %","24.1 %","37.7 %","15.9 %","263","643","906","sa659205"
"Wilkerman Garcia","Yankees (R)","18","239",".243","1.56","11.5 %","53.9 %","34.5 %","28.1 %","1.8 %","42.1 %","19.7 %","38.2 %","27.4 %","73","317","390","sa872548"
"Jonathan Johnson","- - -","27","270",".294","1.57","19.0 %","49.5 %","31.5 %","37.9 %","1.7 %","53.7 %","20.0 %","26.3 %","4.1 %","458","675","1133","sa577748"
"David Gonzalez","Tigers (A)","22","457",".283","1.25","23.2 %","42.6 %","34.1 %","40.5 %","1.7 %","42.6 %","24.2 %","33.2 %","5.5 %","601","1061","1662","sa596234"
"Chris Diaz","Pirates (AA)","25","268",".270","1.67","13.9 %","53.9 %","32.2 %","22.4 %","1.7 %","42.6 %","21.3 %","36.2 %","9.0 %","375","636","1011","sa621581"
"Luis Valenzuela","- - -","22","206",".297","1.48","14.8 %","50.9 %","34.3 %","8.6 %","1.7 %","48.9 %","27.0 %","24.1 %","11.0 %","174","451","625","sa658081"
"Zack Short","- - -","21","228",".307","0.86","19.4 %","37.3 %","43.3 %","37.9 %","1.7 %","52.5 %","21.7 %","25.9 %","8.8 %","360","438","798","sa873287"
"Jesus Bastidas","Yankees (R)","17","261",".285","1.64","21.1 %","49.0 %","29.9 %","13.8 %","1.7 %","41.5 %","23.0 %","35.5 %","21.1 %","97","310","407","sa916969"
"Humberto Arteaga","- - -","22","503",".305","1.67","17.7 %","51.5 %","30.9 %","22.2 %","1.7 %","41.0 %","25.0 %","34.0 %","10.3 %","467","1165","1632","sa598821"
"Jacob May","White Sox (AAA)","24","321",".346","1.83","25.8 %","48.0 %","26.2 %","28.8 %","1.7 %","44.8 %","25.7 %","29.6 %","12.5 %","410","802","1212","14876"
"Alex Hassan","Dodgers (AAA)","28","301",".296","1.44","24.2 %","44.7 %","31.1 %","16.9 %","1.7 %","50.8 %","20.1 %","29.2 %","7.0 %","476","749","1225","9959"
"Miguel Torrero","- - -","32","331",".342","2.53","20.6 %","56.9 %","22.5 %","22.0 %","1.7 %","47.7 %","23.5 %","28.9 %","5.8 %","349","661","1010","sa508490"
"Angel Moreno","Rays (A)","19","295",".291","1.78","20.4 %","51.0 %","28.6 %","27.1 %","1.7 %","43.6 %","17.9 %","38.5 %","10.4 %","304","729","1033","sa738494"
"Jeff Hendrix","- - -","22","434",".375","2.80","23.0 %","56.7 %","20.3 %","8.5 %","1.7 %","38.6 %","22.2 %","39.3 %","9.3 %","639","1018","1657","sa829803"
"Dale Burdick","- - -","20","213",".280","0.61","22.1 %","29.5 %","48.4 %","16.9 %","1.7 %","43.3 %","23.6 %","33.1 %","10.1 %","315","515","830","sa829841"
"Franklin Labour","Giants (R)","18","226",".291","1.08","19.1 %","42.1 %","38.8 %","42.4 %","1.7 %","53.5 %","22.3 %","24.2 %","27.2 %","100","272","372","sa916848"
"Maikel Pineda","Dodgers (R)","19","243",".271","1.14","25.4 %","39.6 %","34.9 %","32.2 %","1.7 %","52.4 %","26.5 %","21.2 %","20.3 %","123","256","379","sa917332"
"Ty Moore","- - -","22","321",".287","2.58","13.7 %","62.2 %","24.1 %","13.3 %","1.7 %","39.2 %","23.5 %","37.3 %","5.4 %","398","673","1071","sa658629"
"Rayder Ascanio","Mariners (A)","20","530",".320","1.49","15.5 %","50.6 %","33.9 %","25.0 %","1.7 %","41.3 %","23.9 %","34.9 %","8.5 %","731","1308","2039","sa735861"
"Roy Morales","Marlins (A)","21","240",".319","1.52","17.0 %","50.0 %","33.0 %","16.7 %","1.7 %","47.1 %","18.7 %","34.2 %","5.1 %","355","567","922","sa829030"
"Yohel Pozo","Rangers (R)","19","199",".351","1.34","15.9 %","48.2 %","35.9 %","26.2 %","1.6 %","36.0 %","25.7 %","38.3 %","11.9 %","58","210","268","sa828445"
"Kevin Garcia","- - -","23","205",".305","1.07","16.0 %","43.3 %","40.7 %","9.8 %","1.6 %","48.0 %","20.4 %","31.6 %","12.1 %","225","454","679","sa829501"
"Gene Cone","Mets (A-)","21","261",".276","1.46","17.6 %","48.9 %","33.5 %","23.0 %","1.6 %","44.1 %","21.0 %","35.0 %","6.6 %","410","650","1060","sa874078"
"Tim Lynch","- - -","23","189",".293","0.87","13.0 %","40.5 %","46.6 %","18.0 %","1.6 %","55.2 %","23.1 %","21.6 %","14.0 %","119","217","336","sa918167"
"Nick Van Stratten","- - -","31","302",".331","2.24","19.3 %","55.8 %","24.9 %","25.8 %","1.6 %","44.1 %","27.3 %","28.5 %","4.3 %","392","683","1075","sa327092"
"Jaime Brena","Mexican (AAA)","35","285",".290","1.65","22.3 %","48.3 %","29.4 %","29.0 %","1.6 %","49.8 %","23.1 %","27.1 %","3.2 %","386","694","1080","sa508052"
"Jose Godoy","- - -","21","328",".329","2.34","17.5 %","57.8 %","24.7 %","16.1 %","1.6 %","41.5 %","22.9 %","35.7 %","6.5 %","453","731","1184","sa657267"
"Erison Mendez","- - -","24","268",".291","1.66","15.4 %","52.8 %","31.8 %","32.3 %","1.6 %","50.7 %","21.5 %","27.8 %","15.3 %","187","629","816","sa743080"
"Angel Perez","- - -","21","384",".307","2.68","14.9 %","61.9 %","23.1 %","27.4 %","1.6 %","40.9 %","22.4 %","36.7 %","12.2 %","431","919","1350","sa755474"
"Garrett Whitley","Rays (A-)","19","292",".372","1.31","17.3 %","46.8 %","35.8 %","38.7 %","1.6 %","48.6 %","22.7 %","28.7 %","13.7 %","444","691","1135","sa874244"
"Moises Gomez","Rays (R)","17","183",".273","0.81","13.8 %","38.5 %","47.7 %","16.1 %","1.6 %","39.1 %","21.8 %","39.1 %","26.5 %","53","245","298","sa875163"
"Kervin Suarez","Red Sox (R)","17","288",".350","1.31","25.1 %","42.4 %","32.5 %","30.6 %","1.6 %","46.4 %","22.7 %","30.9 %","30.6 %","104","360","464","sa917093"
"Pete Kozma","Yankees (AAA)","28","488",".256","1.33","17.0 %","47.3 %","35.7 %","25.4 %","1.6 %","37.7 %","21.9 %","40.4 %","7.8 %","653","1141","1794","2539"
"Quintin Berry","- - -","31","418",".336","2.65","16.4 %","60.7 %","22.9 %","15.9 %","1.6 %","37.2 %","27.4 %","35.4 %","9.8 %","586","989","1575","9414"
"Angel Franco","Royals (AAA)","26","233",".256","1.33","16.0 %","48.0 %","36.0 %","22.2 %","1.6 %","51.4 %","24.3 %","24.3 %","6.9 %","276","540","816","sa455631"
"Casey McElroy","Padres (AAA)","26","249",".328","1.46","18.0 %","48.7 %","33.3 %","15.9 %","1.6 %","44.0 %","25.9 %","30.1 %","7.7 %","304","525","829","sa577018"
"Raymel Flores","Diamondbacks (A)","21","351",".302","1.67","18.4 %","51.0 %","30.6 %","36.5 %","1.6 %","46.8 %","21.6 %","31.7 %","12.5 %","508","849","1357","sa657503"
"Jose Miranda","Twins (R)","18","213",".272","0.95","15.8 %","41.1 %","43.2 %","25.4 %","1.6 %","47.7 %","22.2 %","30.1 %","21.9 %","87","270","357","sa917952"
"Nate Easley","Padres (A-)","20","294",".341","1.32","18.0 %","46.6 %","35.4 %","14.3 %","1.6 %","38.9 %","25.4 %","35.7 %","13.0 %","380","592","972","sa919164"
"Joey Wong","Rockies (AAA)","28","312",".284","1.58","19.9 %","49.0 %","31.1 %","28.1 %","1.6 %","39.0 %","23.9 %","37.1 %","7.9 %","468","743","1211","sa502131"
"Kevin Flores","Mexican (AAA)","31","316",".313","1.88","18.6 %","53.1 %","28.3 %","18.8 %","1.6 %","42.0 %","27.5 %","30.5 %","7.9 %","401","722","1123","sa509435"
"Carlos Torres","- - -","23","222",".321","1.17","15.8 %","45.5 %","38.8 %","32.8 %","1.6 %","49.1 %","22.8 %","28.1 %","14.3 %","205","496","701","sa597191"
"Galli Cribbs","- - -","23","387",".321","1.88","21.7 %","51.1 %","27.2 %","10.9 %","1.6 %","37.4 %","27.3 %","35.3 %","16.6 %","441","876","1317","sa708444"
"L.B. Dantzler","Blue Jays (A+)","25","217",".285","0.97","20.3 %","39.2 %","40.5 %","32.8 %","1.6 %","45.0 %","23.1 %","31.9 %","8.7 %","315","534","849","sa738895"
"Abraham Rodriguez","Cubs (R)","17","239",".275","1.20","26.2 %","40.3 %","33.5 %","23.4 %","1.6 %","41.3 %","26.0 %","32.7 %","21.0 %","75","277","352","sa917353"
"Steve Bean","Cardinals (A+)","22","288",".273","1.25","15.1 %","47.1 %","37.8 %","9.2 %","1.5 %","44.5 %","22.0 %","33.5 %","13.3 %","394","653","1047","sa657874"
"Tyler Moore","Mets (A)","22","258",".277","1.26","14.5 %","47.7 %","37.8 %","18.5 %","1.5 %","37.8 %","26.1 %","36.1 %","11.9 %","356","648","1004","sa829014"
"Jake Fraley","Rays (A-)","21","239",".279","1.06","20.2 %","41.1 %","38.7 %","33.8 %","1.5 %","43.7 %","27.6 %","28.7 %","6.1 %","356","556","912","sa857756"
"Tim Arakawa","- - -","23","538",".281","1.32","17.5 %","46.8 %","35.6 %","22.3 %","1.5 %","36.2 %","24.5 %","39.4 %","6.9 %","762","1124","1886","sa875387"
"Dian Toscano","- - -","27","324",".323","1.18","26.2 %","40.0 %","33.8 %","16.7 %","1.5 %","48.5 %","22.5 %","29.1 %","14.2 %","446","774","1220","sa861014"
"Vidal Brujan","- - -","18","232",".290","1.41","14.5 %","50.0 %","35.5 %","21.2 %","1.5 %","44.6 %","23.6 %","31.8 %","13.5 %","84","264","348","sa872786"
"Yeiler Peguero","Cubs (A-)","18","298",".307","1.55","19.3 %","49.1 %","31.6 %","16.4 %","1.5 %","39.0 %","27.8 %","33.2 %","10.8 %","288","575","863","sa872515"
"Jermaine Palacios","Twins (A)","19","288",".253","1.65","17.1 %","51.6 %","31.3 %","7.4 %","1.5 %","50.4 %","18.9 %","30.7 %","9.2 %","326","676","1002","sa828886"
"Felix Osorio","Dodgers (R)","19","254",".261","0.90","19.9 %","37.9 %","42.2 %","52.9 %","1.5 %","58.2 %","18.2 %","23.5 %","20.3 %","144","264","408","sa832300"
"Marcus Lemon","- - -","28","325",".279","1.64","15.3 %","52.6 %","32.1 %","17.4 %","1.4 %","39.7 %","25.8 %","34.5 %","12.9 %","390","782","1172","sa326707"
"Anthony Bemboom","- - -","26","267",".274","1.30","15.0 %","48.1 %","36.9 %","34.8 %","1.4 %","45.4 %","25.5 %","29.1 %","8.2 %","322","590","912","sa579274"
"Darren Seferina","Cardinals (A+)","22","309",".321","1.46","18.3 %","48.6 %","33.2 %","8.7 %","1.4 %","45.1 %","23.9 %","31.0 %","9.6 %","439","755","1194","sa829376"
"Tyler Sullivan","White Sox (A)","23","589",".304","1.49","16.9 %","49.8 %","33.3 %","21.0 %","1.4 %","41.1 %","26.5 %","32.5 %","6.3 %","831","1313","2144","sa875623"
"Elier Hernandez","Royals (A+)","21","546",".290","1.17","19.9 %","43.2 %","36.9 %","15.8 %","1.4 %","45.7 %","27.7 %","26.6 %","13.6 %","662","1278","1940","sa659238"
"Danny Mendick","- - -","22","467",".316","0.99","15.0 %","42.3 %","42.6 %","28.8 %","1.4 %","51.9 %","24.8 %","23.3 %","10.0 %","578","1049","1627","sa875320"
"Alejandro Paulino","Reds (R)","19","292",".309","0.96","29.7 %","34.4 %","35.9 %","41.4 %","1.4 %","58.4 %","21.5 %","20.1 %","25.7 %","127","356","483","sa872866"
"Yefri Perez","Marlins (AA)","25","377",".315","2.10","15.1 %","57.5 %","27.4 %","12.7 %","1.4 %","39.7 %","25.7 %","34.6 %","8.0 %","546","917","1463","12090"
"Elehuris Montero","Cardinals (R)","17","262",".328","0.80","25.1 %","33.3 %","41.5 %","31.0 %","1.4 %","42.1 %","28.7 %","29.2 %","28.0 %","114","329","443","sa872477"
"Brendan Ryan","- - -","34","295",".310","1.29","17.5 %","46.5 %","36.0 %","22.2 %","1.4 %","43.5 %","24.6 %","31.9 %","10.4 %","380","709","1089","6073"
"Rafael Fernandez","Mariners (A)","22","334",".244","1.74","18.3 %","51.9 %","29.9 %","16.7 %","1.4 %","29.1 %","29.8 %","41.1 %","4.4 %","436","787","1223","sa596240"
"Michael Pierson","Angels (A)","24","274",".285","1.31","18.2 %","46.3 %","35.5 %","23.6 %","1.4 %","34.1 %","24.6 %","41.2 %","7.9 %","317","668","985","sa875309"
"Jim Haley","Rays (A-)","21","272",".335","1.29","17.1 %","46.7 %","36.2 %","37.5 %","1.4 %","51.7 %","18.4 %","30.0 %","8.7 %","305","567","872","sa918418"
"Francisco Arcia","- - -","26","350",".295","1.66","18.1 %","51.1 %","30.8 %","20.5 %","1.4 %","46.9 %","24.9 %","28.2 %","8.7 %","472","844","1316","sa455908"
"Tyler Filliben","Pirates (A)","23","248",".216","0.95","16.5 %","40.6 %","42.9 %","28.8 %","1.4 %","44.3 %","23.6 %","32.2 %","14.7 %","262","542","804","sa829055"
"Steven Pallares","- - -","23","343",".197","1.56","17.6 %","50.2 %","32.2 %","32.9 %","1.4 %","38.4 %","19.8 %","41.8 %","6.2 %","556","803","1359","sa875274"
"Pedro Ciriaco","- - -","30","327",".305","1.76","19.0 %","51.6 %","29.4 %","27.0 %","1.4 %","46.9 %","22.5 %","30.6 %","13.2 %","284","821","1105","5278"
"Vicente Conde","- - -","22","312",".303","1.16","17.5 %","44.3 %","38.1 %","29.7 %","1.4 %","43.6 %","25.3 %","31.2 %","8.4 %","491","749","1240","sa827330"
"Andruw Monasterio","- - -","19","270",".303","1.12","18.2 %","43.2 %","38.5 %","17.6 %","1.4 %","33.2 %","28.8 %","38.1 %","12.2 %","271","615","886","sa830359"
"Ricky Aracena","Royals (R)","18","297",".308","1.42","13.1 %","51.0 %","35.9 %","36.5 %","1.4 %","42.0 %","28.6 %","29.5 %","11.5 %","327","614","941","sa877365"
"Nate Orf","- - -","26","537",".301","1.14","17.8 %","43.8 %","38.4 %","15.4 %","1.3 %","37.9 %","23.4 %","38.7 %","5.0 %","824","1336","2160","15407"
"Luis Guillorme","Mets (A+)","21","505",".303","2.83","22.4 %","57.3 %","20.3 %","6.7 %","1.3 %","27.6 %","24.3 %","48.1 %","7.2 %","671","1147","1818","16451"
"Jin-De Jhang","- - -","23","227",".299","1.15","18.3 %","43.7 %","38.1 %","24.0 %","1.3 %","47.0 %","24.2 %","28.8 %","4.3 %","315","476","791","sa653546"
"Cole Lankford","- - -","23","308",".322","1.56","24.1 %","46.2 %","29.6 %","16.0 %","1.3 %","45.7 %","23.1 %","31.3 %","9.7 %","321","705","1026","sa827138"
"Leody Taveras","- - -","17","333",".325","1.67","17.7 %","51.4 %","30.9 %","17.3 %","1.3 %","37.4 %","28.0 %","34.7 %","17.0 %","225","545","770","sa912520"
"Carlos Sepulveda","Cubs (A)","19","365",".352","1.93","22.0 %","51.4 %","26.6 %","18.4 %","1.3 %","40.3 %","22.2 %","37.6 %","6.2 %","458","858","1316","sa877338"
"Ryan Ripken","- - -","22","399",".243","2.14","18.5 %","55.6 %","25.9 %","44.2 %","1.3 %","45.3 %","18.9 %","35.8 %","13.1 %","387","900","1287","sa658502"
"Sergio Alcantara","- - -","19","314",".323","1.27","23.6 %","42.8 %","33.6 %","19.5 %","1.3 %","47.9 %","25.8 %","26.3 %","6.5 %","388","634","1022","sa739641"
"Cody Regis","- - -","25","408",".324","1.75","21.5 %","50.0 %","28.5 %","20.8 %","1.3 %","44.1 %","28.1 %","27.8 %","10.4 %","542","879","1421","sa869633"
"Luis Borges","Mexican (AAA)","35","378",".313","2.04","25.2 %","50.2 %","24.6 %","23.1 %","1.3 %","41.4 %","21.6 %","37.0 %","5.3 %","336","759","1095","sa199621"
"Emerson Jimenez","Rockies (A+)","21","345",".300","1.50","16.3 %","50.2 %","33.5 %","32.1 %","1.3 %","47.4 %","24.7 %","27.9 %","13.6 %","346","780","1126","sa657311"
"Melvin Mercedes","Athletics (A+)","24","426",".322","1.86","19.8 %","52.2 %","28.1 %","16.7 %","1.3 %","45.0 %","22.7 %","32.3 %","8.0 %","631","973","1604","sa658283"
"Darin Mastroianni","- - -","30","305",".302","1.22","19.7 %","44.0 %","36.2 %","17.7 %","1.3 %","38.0 %","29.0 %","33.0 %","9.9 %","418","797","1215","7316"
"Jonathan Diaz","Yankees (AAA)","31","371",".256","1.51","16.3 %","50.4 %","33.3 %","32.5 %","1.3 %","45.7 %","25.0 %","29.3 %","6.2 %","603","888","1491","4142"
"Danny Jansen","- - -","21","228",".269","0.56","17.2 %","29.8 %","53.0 %","25.0 %","1.3 %","48.4 %","21.7 %","29.9 %","6.6 %","331","545","876","sa738162"
"Deven Marrero","Red Sox (AAA)","25","388",".259","1.64","20.4 %","49.4 %","30.1 %","25.9 %","1.2 %","34.2 %","20.7 %","45.1 %","10.6 %","484","982","1466","13325"
"Mac James","Rays (A+)","23","394",".276","1.99","18.8 %","54.0 %","27.2 %","23.5 %","1.2 %","37.6 %","22.6 %","39.9 %","9.3 %","454","862","1316","sa829039"
"Daniel Spingola","- - -","23","338",".328","1.27","19.7 %","45.0 %","35.4 %","22.2 %","1.2 %","39.2 %","23.3 %","37.5 %","9.9 %","467","791","1258","sa829496"
"Alex Mejia","- - -","25","295",".272","1.20","18.3 %","44.6 %","37.1 %","30.1 %","1.2 %","43.4 %","22.1 %","34.5 %","7.4 %","343","668","1011","13877"
"Derek Hill","Tigers (A)","20","415",".361","1.65","18.8 %","50.6 %","30.6 %","7.2 %","1.2 %","38.0 %","29.9 %","32.0 %","13.3 %","541","1003","1544","sa828670"
"Brantley Bell","Reds (A)","21","458",".326","1.75","24.5 %","48.0 %","27.5 %","15.7 %","1.2 %","42.0 %","24.0 %","34.1 %","11.2 %","582","1094","1676","sa875352"
"Zach Nehrir","- - -","23","411",".298","1.87","20.7 %","51.7 %","27.7 %","27.7 %","1.2 %","40.8 %","23.6 %","35.6 %","12.1 %","430","916","1346","sa875642"
"Anthony Phillips","Angels (AA)","26","405",".326","1.35","24.8 %","43.1 %","32.1 %","21.4 %","1.2 %","41.0 %","24.4 %","34.6 %","9.8 %","509","910","1419","sa392886"
"Robert Pehl","- - -","23","317",".347","0.75","25.8 %","31.8 %","42.4 %","9.5 %","1.2 %","44.6 %","25.3 %","30.2 %","9.8 %","484","731","1215","sa708213"
"Cody Jones","- - -","23","505",".313","2.19","14.4 %","58.8 %","26.8 %","21.4 %","1.2 %","31.6 %","31.3 %","37.1 %","7.1 %","798","1156","1954","sa829826"
"Hector Hernandez","Mexican (AAA)","33","346",".301","1.65","20.2 %","49.6 %","30.1 %","18.8 %","1.2 %","40.3 %","22.5 %","37.2 %","7.1 %","381","781","1162","sa509125"
"Dustin Houle","- - -","22","366",".251","1.28","21.8 %","44.0 %","34.3 %","25.9 %","1.2 %","42.9 %","22.4 %","34.8 %","9.3 %","540","897","1437","sa598106"
"Reese McGuire","- - -","21","365",".280","1.75","17.9 %","52.3 %","29.8 %","23.5 %","1.2 %","46.9 %","20.7 %","32.4 %","4.6 %","458","762","1220","sa737505"
"Blake Lalli","Braves (AAA)","33","380",".302","1.60","21.7 %","48.3 %","30.1 %","26.7 %","1.2 %","37.7 %","21.6 %","40.7 %","7.7 %","496","875","1371","9246"
"Darren Ford","- - -","30","429",".302","1.77","15.7 %","53.8 %","30.4 %","18.4 %","1.1 %","41.2 %","26.8 %","32.0 %","9.5 %","643","1113","1756","109"
"Trace Loehr","Athletics (A)","21","386",".314","1.48","21.2 %","47.1 %","31.8 %","29.9 %","1.1 %","41.0 %","22.9 %","36.1 %","9.1 %","428","876","1304","sa829044"
"Alberto Triunfel","Rangers (AA)","22","311",".231","1.01","19.5 %","40.5 %","40.0 %","36.4 %","1.1 %","53.9 %","19.0 %","27.2 %","9.2 %","350","732","1082","sa597103"
"Craig Aikin","- - -","22","400",".318","1.32","18.7 %","46.2 %","35.1 %","27.3 %","1.1 %","34.7 %","20.6 %","44.7 %","11.0 %","510","1001","1511","sa858051"
"Jackson Williams","- - -","30","262",".238","0.76","18.2 %","35.4 %","46.4 %","22.5 %","1.1 %","40.3 %","24.5 %","35.2 %","7.8 %","390","605","995","8524"
"Reed Harper","- - -","25","315",".256","1.18","17.4 %","44.7 %","37.9 %","23.6 %","1.1 %","42.0 %","19.8 %","38.3 %","10.3 %","357","682","1039","sa738433"
"Logan Watkins","Cubs (AAA)","26","378",".318","1.47","18.1 %","48.7 %","33.2 %","18.9 %","1.1 %","40.7 %","28.6 %","30.7 %","8.3 %","519","860","1379","4875"
"A.J. Kennedy","- - -","22","286",".296","0.64","20.0 %","31.4 %","48.6 %","25.6 %","1.1 %","43.2 %","24.5 %","32.3 %","13.0 %","364","694","1058","sa876029"
"Mike Miller","- - -","26","375",".253","1.48","22.1 %","46.6 %","31.4 %","27.5 %","1.1 %","41.1 %","27.8 %","31.1 %","5.5 %","515","876","1391","13891"
"Jean Angomas","- - -","21","407",".302","2.01","17.1 %","55.4 %","27.5 %","30.4 %","1.1 %","47.1 %","21.8 %","31.1 %","7.8 %","389","797","1186","sa737090"
"Kyle Holder","Yankees (A)","22","374",".337","1.48","21.4 %","46.9 %","31.7 %","27.2 %","1.1 %","38.6 %","29.4 %","32.0 %","6.2 %","438","834","1272","sa857840"
"Anfernee Seymour","- - -","21","537",".334","2.22","18.5 %","56.1 %","25.3 %","18.3 %","1.1 %","42.9 %","29.1 %","28.0 %","10.3 %","558","1212","1770","sa829114"
"Carlos Alberto Gastelum","Mexican (AAA)","36","458",".320","2.04","19.0 %","54.4 %","26.6 %","24.5 %","1.1 %","42.9 %","25.9 %","31.3 %","4.0 %","652","1030","1682","sa198097"
"Brett Pirtle","- - -","25","433",".320","1.69","18.6 %","51.1 %","30.3 %","24.0 %","1.0 %","40.1 %","20.5 %","39.5 %","7.1 %","568","948","1516","sa827348"
"Grant Massey","- - -","23","462",".313","1.83","16.6 %","54.0 %","29.4 %","16.7 %","1.0 %","36.2 %","26.8 %","37.0 %","11.1 %","500","1048","1548","sa875816"
"Mike Tauchman","Rockies (AAA)","25","527",".337","2.31","17.6 %","57.5 %","24.9 %","15.3 %","1.0 %","29.2 %","24.3 %","46.4 %","7.0 %","761","1309","2070","15274"
"Matt Williams","Cardinals (AAA)","26","395",".321","1.27","18.1 %","45.8 %","36.2 %","19.4 %","1.0 %","41.9 %","20.2 %","37.9 %","6.8 %","646","953","1599","sa577691"
"Jesse Hodges","- - -","22","346",".331","0.90","19.1 %","38.3 %","42.6 %","29.6 %","1.0 %","49.2 %","21.9 %","29.0 %","10.8 %","448","878","1326","sa739560"
"Tim Lopes","Mariners (AA)","22","581",".338","2.45","16.1 %","59.5 %","24.3 %","16.8 %","1.0 %","38.7 %","25.4 %","35.9 %","6.9 %","859","1419","2278","sa658008"
"Max McDowell","Brewers (A)","22","400",".323","1.09","23.1 %","40.1 %","36.8 %","22.5 %","1.0 %","40.3 %","25.7 %","34.0 %","6.6 %","554","951","1505","sa875626"
"Evan Marzilli","- - -","25","486",".315","1.23","17.0 %","45.8 %","37.2 %","25.2 %","0.9 %","29.9 %","30.3 %","39.8 %","10.9 %","789","1172","1961","sa621523"
"Jace Conrad","Rays (A+)","23","403",".260","1.37","18.3 %","47.3 %","34.4 %","26.2 %","0.9 %","44.8 %","22.9 %","32.3 %","12.2 %","417","881","1298","sa829073"
"Grenny Cumana","Phillies (A)","20","381",".314","1.37","17.2 %","47.9 %","35.0 %","35.2 %","0.9 %","62.3 %","15.6 %","22.1 %","7.2 %","385","771","1156","sa735846"
"Rando Moreno","- - -","24","486",".294","1.53","19.3 %","48.8 %","31.9 %","24.4 %","0.8 %","49.5 %","22.3 %","28.2 %","9.1 %","568","1133","1701","sa597695"
"Will Maddox","Tigers (A)","24","558",".404","1.59","22.6 %","47.6 %","29.9 %","17.1 %","0.8 %","35.4 %","27.2 %","37.4 %","10.4 %","533","1197","1730","sa827323"
"Wilfredo Tovar","Twins (AAA)","24","494",".282","1.27","18.8 %","45.4 %","35.8 %","29.9 %","0.7 %","41.3 %","21.5 %","37.3 %","5.6 %","663","1237","1900","10416"
"Peter Van Gansen","Padres (A)","22","532",".283","1.14","20.2 %","42.6 %","37.2 %","20.0 %","0.7 %","34.8 %","23.4 %","41.9 %","8.0 %","729","1241","1970","sa875579"
"Keyvius Sampson","Reds (AAA)","25","4",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","19.1 %","8","13","21","10039"
