"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Myles Straw","- - -","21","87","346","397","124","99","18","6","1","61","27","40","1","75","1","3","7","1","21","12",".358","sa875569"
"Yasiel Puig","- - -","25","24","81","90","29","20","3","1","5","14","14","9","0","11","0","0","0","2","1","3",".358","14225"
"Aaron Schnurbusch","White Sox (R)","22","66","238","291","85","59","14","6","6","53","44","47","1","69","4","0","2","4","19","8",".357","sa918721"
"Dennis Ortega","Cardinals (R)","19","36","115","133","41","35","4","2","0","23","16","15","0","13","2","0","1","5","7","4",".357","sa828381"
"Adonis Garcia","Braves (AAA)","31","19","73","80","26","15","7","0","4","14","18","3","0","12","4","0","0","0","2","1",".356","13777"
"Ryan Schimpf","Padres (AAA)","28","51","166","190","59","27","17","0","15","36","48","21","1","33","2","1","0","1","0","1",".355","9953"
"Mark Laird","- - -","23","50","183","217","65","58","6","0","1","36","22","27","0","22","3","2","2","2","10","3",".355","sa827130"
"T.J. Rivera","Mets (AAA)","27","105","405","442","143","100","31","1","11","67","85","23","2","54","7","5","2","6","3","3",".353","12495"
"Willson Contreras","Cubs (AAA)","24","55","204","240","72","44","16","3","9","40","43","28","1","32","6","2","0","6","4","4",".353","11609"
"Andres Luna","Cardinals (R)","18","5","17","21","6","4","2","0","0","4","1","3","0","2","1","0","0","1","0","2",".353","sa828379"
"Juan Fernandez","Padres (R)","17","33","85","109","30","25","3","1","1","13","17","17","0","16","4","2","1","1","0","1",".353","sa917824"
"Brandon Nimmo","Mets (AAA)","23","97","392","444","138","94","25","8","11","72","61","46","1","73","3","1","2","10","7","8",".352","12927"
"DJ Peters","Dodgers (R)","20","66","262","302","92","52","24","3","13","63","48","35","1","66","5","0","0","2","5","3",".351","sa829712"
"Blake Rutherford","- - -","19","33","114","130","40","25","8","4","3","16","12","13","0","30","1","2","0","0","0","2",".351","sa917932"
"Zach Gibbons","Angels (R)","22","50","191","223","67","48","12","2","5","37","30","29","0","22","2","0","1","4","17","9",".351","sa857717"
"Tim Torres","Mexican (AAA)","32","77","271","312","95","61","22","1","11","55","41","37","3","58","1","1","2","4","15","3",".351","sa328090"
"Cody Ramer","- - -","22","23","97","107","34","23","8","2","1","20","14","7","0","17","1","1","1","1","4","2",".351","sa918439"
"Andres Gimenez","- - -","17","62","214","275","75","48","20","4","3","52","38","46","0","22","8","7","0","5","13","8",".350","sa917114"
"Eliezer Alfonzo","- - -","37","85","331","355","116","73","20","0","23","52","80","15","3","64","5","4","0","10","2","0",".350","2331"
"Carlos Lopez","Mexican (AAA)","26","77","297","336","104","77","21","1","5","40","29","36","4","47","2","1","0","5","5","5",".350","sa550060"
"Jose King","Diamondbacks (R)","17","61","240","274","84","73","7","4","0","51","27","21","1","36","2","3","8","7","21","3",".350","sa917184"
"Pedro Diaz","Rays (R)","17","18","63","75","22","16","4","0","2","7","12","7","0","19","3","2","0","0","1","3",".349","sa917465"
"Brian Sanchez","Cardinals (R)","20","61","232","275","81","48","13","5","15","49","76","31","0","65","7","5","0","3","0","1",".349","sa872475"
"Jose Reyes","Diamondbacks (R)","17","24","86","94","30","26","3","1","0","18","4","6","0","11","1","0","1","2","5","1",".349","sa924090"
"Tyler Mapes","Nationals (AA)","24","13","23","27","8","7","1","0","0","3","0","1","0","2","0","0","3","1","0","0",".348","sa603121"
"Nick Flair","Angels (R)","23","54","210","223","73","41","23","1","8","40","47","8","0","51","0","3","2","1","3","1",".348","sa599256"
"Tommy Joseph","Phillies (AAA)","24","27","95","100","33","20","7","0","6","11","17","4","0","12","0","1","0","5","0","1",".347","10349"
"Luis Arraez","Twins (A)","19","114","475","514","165","128","31","3","3","67","66","31","0","51","1","3","4","10","3","3",".347","sa828153"
"Mark Karaviotis","- - -","20","54","167","217","58","42","12","1","3","34","33","29","0","38","19","1","1","2","2","6",".347","sa738977"
"TJ Friedl","Reds (R)","20","29","121","137","42","26","11","2","3","24","17","13","0","25","3","0","0","0","7","2",".347","sa943754"
"Shane Peterson","Brewers (AAA)","28","15","49","57","17","7","6","1","3","11","7","6","0","16","1","0","1","0","4","0",".347","7423"
"Kort Peterson","Royals (R)","22","49","176","206","61","40","12","4","5","39","35","17","0","38","12","1","0","4","7","2",".347","sa874104"
"Yorman Rodriguez","Reds (A+)","23","11","26","27","9","8","1","0","0","3","1","1","0","8","0","0","0","0","0","0",".346","9922"
"Joe Dudek","Royals (R)","21","30","104","128","36","19","11","0","6","19","29","24","0","27","0","0","0","3","0","0",".346","sa872720"
"Eguy Rosario","- - -","16","60","214","248","74","50","22","1","1","45","25","25","1","38","6","3","0","5","22","10",".346","sa917140"
"Paxton De La Garza","- - -","22","57","214","240","74","48","17","3","6","30","47","19","0","54","5","2","0","2","6","8",".346","sa918868"
"Ji-Man Choi","Angels (AAA)","25","53","188","227","65","42","17","1","5","31","31","31","1","34","2","5","1","4","4","3",".346","5452"
"Oswaldo Cabrera","- - -","17","52","197","218","68","45","15","4","4","33","25","14","0","21","4","2","1","4","7","3",".345","sa916954"
"David Vergel","Yankees (R)","19","38","113","138","39","29","9","0","1","21","15","10","0","10","13","0","2","4","1","0",".345","sa830767"
"Josh Vidales","Athletics (R)","22","41","148","175","51","32","15","3","1","27","27","20","0","16","5","1","1","3","5","1",".345","sa857715"
"Yermin Mercedes","- - -","23","122","447","500","154","98","31","5","20","78","77","44","4","82","4","5","0","9","1","1",".345","sa597096"
"Juan Avila","Mexican (AAA)","24","18","61","72","21","14","5","0","2","11","9","7","0","16","2","0","2","1","2","1",".344","sa503731"
"Jerry Owens","Mexican (AAA)","35","23","96","108","33","30","2","1","0","19","7","6","0","10","1","1","4","1","3","2",".344","6002"
"Heath Quinn","- - -","21","60","227","267","78","47","21","1","9","43","34","30","0","58","8","2","0","6","3","0",".344","sa737904"
"Ramon Rios","Mexican (AAA)","28","106","393","422","135","109","20","2","4","70","56","19","3","30","3","4","3","8","4","2",".344","sa509434"
"Yohel Pozo","Rangers (R)","19","48","181","199","62","47","12","2","1","25","22","13","0","10","1","4","0","3","1","0",".343","sa828445"
"Jameson Fisher","White Sox (R)","22","50","187","219","64","46","13","1","4","39","25","27","0","43","4","0","1","4","13","7",".342","sa658576"
"Jesus Castillo","Mexican (AAA)","33","107","392","467","134","97","24","1","12","73","56","67","5","75","0","4","4","4","14","7",".342","sa508184"
"James Loney","Padres (AAA)","32","43","158","169","54","45","7","0","2","22","28","9","0","12","0","2","0","9","0","0",".342","4556"
"Tuffy Gosewisch","Diamondbacks (AAA)","32","58","199","219","68","45","13","1","9","33","26","15","1","30","4","0","1","6","0","0",".342","5277"
"Francisco Mejia","- - -","20","102","407","443","139","95","29","4","11","63","80","28","3","63","2","5","1","11","2","2",".342","16403"
"Aaron Altherr","- - -","25","13","41","52","14","11","2","0","1","10","6","7","0","8","4","0","0","4","2","0",".341","11270"
"Luke Willis","Royals (R)","23","60","208","245","71","59","5","4","3","44","26","26","0","46","2","3","6","6","14","7",".341","sa876040"
"Yordan Alvarez","Astros (R)","19","16","44","57","15","11","2","1","1","7","4","12","0","7","0","1","0","0","2","1",".341","sa943524"
"Randolph Gassaway","- - -","21","55","200","216","68","44","16","1","7","22","21","15","0","40","0","1","0","7","2","1",".340","sa738195"
"Ronaldo Hernandez","Rays (R)","18","54","206","229","70","52","12","0","6","34","35","20","0","12","3","0","0","5","3","5",".340","sa881850"
"Jayce Ray","- - -","26","47","156","181","53","42","10","1","0","27","17","23","0","22","2","0","0","4","8","1",".340","sa621655"
"Sandy Madera","- - -","35","98","365","403","124","90","17","0","17","58","67","30","8","49","5","3","0","11","1","1",".340","sa208622"
"Lenin Rodriguez","Phillies (R)","18","24","53","64","18","14","3","0","1","6","5","9","0","8","1","1","0","0","0","0",".340","sa871435"
"Sandro Fabian","Giants (R)","18","42","159","174","54","34","13","5","2","30","35","7","0","28","2","5","1","1","3","1",".340","sa872803"
"Justin Greene","Mexican (AAA)","30","105","427","489","145","105","22","8","10","73","48","50","1","84","4","3","5","6","39","12",".340","sa455434"
"Engel Beltre","Mexican (AAA)","26","75","304","328","103","76","19","3","5","47","33","15","2","50","7","1","0","8","6","7",".339","4918"
"Hernan Perez","Brewers (AAA)","25","16","62","67","21","15","4","1","1","10","11","3","0","10","0","1","1","1","2","0",".339","5751"
"Will Maddox","Tigers (A)","24","127","511","558","173","146","23","3","1","59","58","32","3","89","5","5","5","9","28","12",".339","sa827323"
"Carlos Narvaez","Yankees (R)","17","35","133","144","45","34","9","1","1","17","24","8","0","8","3","0","0","1","0","0",".338","sa916966"
"Corey Wimberly","Mexican (AAA)","32","37","139","164","47","39","4","2","2","32","16","14","3","13","7","0","4","2","10","5",".338","sa290201"
"Jesus Henriquez","Phillies (R)","18","68","264","307","89","81","8","0","0","43","26","32","1","13","2","1","8","6","12","6",".337","sa871434"
"John Brontsema","- - -","21","50","187","207","63","53","9","1","0","35","24","13","0","33","4","3","0","2","9","4",".337","sa918625"
"Brandon Montgomery","- - -","20","58","232","258","78","50","10","10","8","52","38","21","0","46","0","4","1","2","14","6",".336","sa918622"
"Gustavo Figueroa","Tigers (R)","17","39","119","140","40","33","6","1","0","16","13","13","0","20","6","1","1","4","4","2",".336","sa917002"
"Caleb Lopes","Cardinals (R)","20","40","131","176","44","33","11","0","0","19","22","30","0","24","10","1","3","1","2","0",".336","sa918942"
"Moises Sierra","Marlins (AA)","27","82","268","307","90","62","16","3","9","44","37","30","2","45","7","2","0","11","6","3",".336","6050"
"Juan Camacho","- - -","20","40","134","139","45","35","8","0","2","19","12","5","0","15","0","0","0","6","1","2",".336","sa877333"
"Austin Hays","Orioles (A-)","20","38","140","153","47","32","9","2","4","14","21","11","0","32","1","1","0","1","4","3",".336","19363"
"Esteban Quiroz","Mexican (AAA)","24","97","337","416","113","80","18","0","15","69","63","66","5","48","7","4","2","10","4","4",".335","sa596560"
"Jose Quero","Tigers (R)","17","55","179","224","60","50","6","2","2","33","34","36","1","29","6","1","2","4","1","1",".335","sa917017"
"Scooter Gennett","Brewers (A+)","26","2","6","7","2","2","0","0","0","1","0","1","0","2","0","0","0","0","0","1",".333","10339"
"Cheslor Cuthbert","Royals (AAA)","23","24","93","107","31","19","4","1","7","15","28","11","0","14","1","2","0","1","0","1",".333","10473"
"Andrelton Simmons","- - -","26","6","24","24","8","6","2","0","0","2","5","0","0","2","0","0","0","2","1","0",".333","10847"
"Yasmani Grandal","Dodgers (AAA)","27","4","9","13","3","2","0","0","1","1","3","2","0","4","0","2","0","0","0","0",".333","11368"
"Aaron Brooks","Cubs (AAA)","26","2","3","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".333","12272"
"Adam Frazier","Pirates (AAA)","24","68","261","299","87","67","16","4","0","34","22","29","0","27","2","2","5","2","17","15",".333","15223"
"Steven Brault","Pirates (AAA)","24","6","9","10","3","2","1","0","0","1","0","0","0","3","0","0","1","0","0","0",".333","15291"
"Aaron Wilkerson","Brewers (AAA)","27","7","12","12","4","4","0","0","0","1","3","0","0","3","0","0","0","0","0","0",".333","16904"
"Edgar Santana","- - -","24","15","3","3","1","1","0","0","0","0","2","0","0","2","0","0","0","0","0","0",".333","17355"
"Luis Terrero","Mexican (AAA)","36","4","12","16","4","4","0","0","0","1","1","4","0","5","0","0","0","0","0","0",".333","1765"
"Jemile Weeks","- - -","29","16","54","62","18","12","3","3","0","8","6","8","0","4","0","0","0","3","3","0",".333","2498"
"Howie Kendrick","Dodgers (A+)","32","4","15","16","5","2","3","0","0","2","4","0","0","3","1","0","0","1","1","1",".333","4229"
"Ender Inciarte","Braves (AAA)","25","2","6","7","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".333","4922"
"Asdrubal Cabrera","Mets (A+)","30","2","6","7","2","0","2","0","0","2","2","0","0","2","0","1","0","0","0","0",".333","4962"
"Juan Lagares","Mets (AA)","27","4","18","19","6","5","0","1","0","2","2","0","0","5","1","0","0","0","0","0",".333","5384"
"Bobby Wilson","Tigers (AAA)","33","1","3","4","1","0","1","0","0","1","2","1","0","1","0","0","0","0","0","0",".333","6564"
"Alex Torres","Giants (AAA)","28","26","3","3","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".333","7038"
"Alex Avila","White Sox (AAA)","29","9","24","30","8","6","1","0","1","4","3","6","0","7","0","0","0","0","0","0",".333","7476"
"Jordan Lyles","Rockies (AAA)","25","6","15","15","5","4","1","0","0","2","1","0","0","4","0","0","0","0","0","0",".333","7593"
"Matt Carpenter","Cardinals (AA)","30","4","12","13","4","2","1","0","1","2","1","1","0","4","0","0","0","0","0","0",".333","8090"
"Roy Merritt","Dodgers (AAA)","30","2","3","3","1","1","0","0","0","0","1","0","0","2","0","0","0","0","0","0",".333","sa392227"
"Nick Sarianides","- - -","26","13","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","sa502369"
"Tristan Archer","Brewers (AA)","25","33","6","6","2","2","0","0","0","0","2","0","0","4","0","0","0","0","0","0",".333","sa503277"
"Victor Mateo","- - -","26","12","3","4","1","1","0","0","0","0","1","0","0","2","0","1","0","0","0","0",".333","sa504206"
"David Urias","- - -","31","13","21","21","7","4","3","0","0","2","2","0","0","3","0","0","0","1","0","0",".333","sa509126"
"Ryan Kussmaul","Diamondbacks (AA)","29","2","3","3","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".333","sa554616"
"Bradley Roney","- - -","23","22","3","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".333","sa598926"
"Matt Snyder","- - -","26","8","33","35","11","11","0","0","0","3","4","2","0","7","0","0","0","0","0","0",".333","sa602687"
"Myles Smith","Diamondbacks (AA)","24","9","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".333","sa658284"
"Francis Guerrero","Reds (R)","21","5","12","12","4","2","1","0","1","2","1","0","0","2","0","0","0","0","0","0",".333","sa737373"
"Tomas De Los Santos","Reds (R)","21","3","9","11","3","3","0","0","0","0","0","0","0","4","2","0","0","0","0","0",".333","sa828253"
"Sucre Doval","Reds (R)","19","6","15","20","5","3","1","1","0","3","3","3","0","4","0","1","1","0","2","1",".333","sa828256"
"Andrew Morales","Cardinals (AA)","23","3","6","7","2","2","0","0","0","1","1","0","0","1","0","0","1","0","0","0",".333","sa828705"
"Jose Jimenez","Nationals (R)","19","1","3","3","1","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0",".333","sa829079"
