"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Beamer Weems","- - -","20","112",".261","1.11","11.9 %","46.3 %","41.8 %","35.7 %","0.0 %","44.3 %","30.0 %","25.7 %","17.1 %","106","157","263","sa454985"
"Brian Pruitt","Nationals (A-)","21","17",".091","0.75","36.4 %","27.3 %","36.4 %","50.0 %","0.0 %","36.4 %","18.2 %","45.5 %","38.7 %","5","26","31","sa454992"
"J.R. Higley","Nationals (R)","20","142",".474","1.03","14.9 %","43.2 %","41.9 %","9.7 %","0.0 %","38.5 %","34.6 %","26.9 %","22.8 %","103","178","281","sa455010"
"Jack Cawley","Cardinals (R)","22","130",".400","2.32","12.0 %","61.4 %","26.5 %","18.2 %","0.0 %","35.6 %","33.3 %","31.1 %","14.9 %","78","157","235","sa455016"
"Brett Lilley","- - -","22","212",".355","1.81","18.2 %","52.7 %","29.1 %","30.2 %","0.0 %","43.5 %","14.9 %","41.6 %","14.4 %","123","239","362","sa455023"
"Joe Babrick","Cardinals (R)","18","88",".333","1.00","9.7 %","45.2 %","45.2 %","21.4 %","0.0 %","45.5 %","30.3 %","24.2 %","40.5 %","31","169","200","sa455034"
"Brent Wyatt","Tigers (A-)","23","235",".382","2.34","24.0 %","53.2 %","22.7 %","25.7 %","0.0 %","47.8 %","21.4 %","30.8 %","24.8 %","116","287","403","sa455039"
"Dan Kauffman","Diamondbacks (R)","21","10",".000","3.00","0.0 %","75.0 %","25.0 %","0.0 %","0.0 %","25.0 %","25.0 %","50.0 %","32.0 %","12","13","25","sa455045"
"Mauricio Matos","Royals (R)","17","81",".323","1.75","12.7 %","55.6 %","31.7 %","30.0 %","0.0 %","55.4 %","15.4 %","29.2 %","33.3 %","11","112","123","sa455095"
"Ryan Peisel","Rockies (A-)","22","164",".294","1.32","27.3 %","41.4 %","31.3 %","29.0 %","0.0 %","44.7 %","25.2 %","30.1 %","32.2 %","78","233","311","sa455105"
"J.C. Rodriguez","Phillies (R)","19","62",".290","1.45","12.9 %","51.6 %","35.5 %","9.1 %","0.0 %","31.3 %","18.8 %","50.0 %","38.6 %","33","94","127","sa455117"
"Jeff Nutt","- - -","23","17",".444","2.00","25.0 %","50.0 %","25.0 %","100.0 %","0.0 %","33.3 %","0.0 %","66.7 %","27.0 %","8","29","37","sa455132"
"David Macias","Cubs (A-)","22","213",".278","1.74","14.3 %","54.4 %","31.3 %","19.6 %","0.0 %","40.9 %","25.3 %","33.8 %","20.6 %","104","260","364","sa455167"
"Chris Hopkins","Blue Jays (A-)","20","201",".271","1.79","17.9 %","52.7 %","29.5 %","36.4 %","0.0 %","36.1 %","17.2 %","46.7 %","26.1 %","107","273","380","sa455174"
"Rolando Gomez","Angels (R)","19","16",".167","4.00","9.1 %","72.7 %","18.2 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","10.7 %","6","22","28","sa455176"
"Matthew Payne","Pirates (A-)","22","214",".377","2.12","16.5 %","56.7 %","26.8 %","5.9 %","0.0 %","30.3 %","22.0 %","47.7 %","26.9 %","126","280","406","sa455184"
"Michael Swinson","Cardinals (R)","18","112",".275","1.54","7.6 %","56.1 %","36.4 %","16.7 %","0.0 %","37.7 %","33.3 %","29.0 %","30.0 %","50","160","210","sa455197"
"Brett Anderson","Tigers (R)","17","122",".244","2.14","17.9 %","56.0 %","26.2 %","40.9 %","0.0 %","50.0 %","23.3 %","26.7 %","39.4 %","16","182","198","sa455203"
"Braulio Pardo","- - -","21","92",".246","4.56","10.7 %","73.2 %","16.1 %","55.6 %","0.0 %","40.0 %","28.3 %","31.7 %","32.9 %","19","142","161","sa455206"
"Fred Bello","- - -","20","95",".371","1.76","20.3 %","50.8 %","28.8 %","23.5 %","0.0 %","32.8 %","21.9 %","45.3 %","23.6 %","35","126","161","sa455233"
"Jeremy Beckham","- - -","22","117",".320","2.42","8.5 %","64.8 %","26.8 %","26.3 %","0.0 %","48.7 %","15.8 %","35.5 %","25.1 %","53","154","207","sa455236"
"Henry Contreras","- - -","22","104",".456","1.32","12.1 %","50.0 %","37.9 %","24.0 %","0.0 %","39.1 %","20.3 %","40.6 %","36.8 %","26","156","182","sa455238"
"Donnie Jobe","Mariners (R)","23","13",".111","1.67","0.0 %","62.5 %","37.5 %","33.3 %","0.0 %","44.4 %","11.1 %","44.4 %","30.4 %","5","18","23","sa455255"
"Corey Thomas","Orioles (R)","19","8",".667","3.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","47.4 %","4","15","19","sa455258"
"Travis Adair","Braves (R)","20","221",".368","2.18","17.7 %","56.5 %","25.9 %","10.5 %","0.0 %","42.1 %","20.1 %","37.7 %","21.7 %","83","286","369","sa455263"
"Logan Gelbrich","Padres (A-)","22","120",".364","1.15","11.1 %","47.6 %","41.3 %","3.8 %","0.0 %","48.5 %","21.2 %","30.3 %","29.1 %","80","171","251","sa455294"
"Damarii Saunderson","Phillies (R)","18","39",".214","1.40","7.7 %","53.8 %","38.5 %","20.0 %","0.0 %","64.3 %","14.3 %","21.4 %","32.3 %","37","59","96","sa455302"
"Ruddy Rio-Nunez","Phillies (R)","18","7",".000","3.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","69.2 %","0","13","13","sa455304"
"J.P. Ramirez","Nationals (R)","18","15",".364","1.20","0.0 %","54.5 %","45.5 %","0.0 %","0.0 %","9.1 %","54.6 %","36.4 %","0.0 %","18","11","29","sa455310"
"Jason Rodriguez","Indians (A-)","22","24",".238","8.00","14.3 %","76.2 %","9.5 %","0.0 %","0.0 %","18.2 %","18.2 %","63.6 %","19.4 %","4","27","31","sa455316"
"Wes Freeman","Pirates (R)","18","24",".222","1.00","11.1 %","44.4 %","44.4 %","37.5 %","0.0 %","22.2 %","5.6 %","72.2 %","12.8 %","8","31","39","sa455318"
"Carmelo Jaime","- - -","22","166",".254","1.66","11.4 %","55.3 %","33.3 %","26.3 %","0.0 %","39.3 %","26.5 %","34.2 %","16.3 %","75","213","288","sa455336"
"John Rickard","Angels (R)","18","67",".128","0.94","10.3 %","43.6 %","46.2 %","33.3 %","0.0 %","53.9 %","15.4 %","30.8 %","20.2 %","50","84","134","sa455351"
"James McGraw","Rangers (R)","23","94",".431","1.94","17.5 %","54.4 %","28.1 %","18.8 %","0.0 %","50.0 %","20.0 %","30.0 %","24.2 %","67","119","186","sa455354"
"Alexander Feinberg","Rockies (R)","22","190",".358","3.68","20.2 %","62.8 %","17.1 %","22.7 %","0.0 %","40.7 %","13.3 %","45.9 %","15.9 %","127","212","339","sa455360"
"Craig Parry","Pirates (R)","22","72",".315","1.04","11.3 %","45.3 %","43.4 %","17.4 %","0.0 %","14.8 %","29.6 %","55.6 %","18.6 %","38","80","118","sa455363"
"Brooks Lindsley","- - -","21","163",".367","1.43","11.8 %","52.0 %","36.3 %","13.5 %","0.0 %","46.4 %","21.8 %","31.8 %","23.2 %","84","196","280","sa455367"
"Thomas Di Benedetto","- - -","22","88",".333","1.00","16.0 %","42.0 %","42.0 %","28.6 %","0.0 %","53.7 %","33.3 %","13.0 %","23.7 %","61","108","169","sa455399"
"Zach Gentile","Red Sox (A-)","21","145",".254","1.54","11.6 %","53.6 %","34.8 %","20.5 %","0.0 %","42.9 %","25.2 %","31.9 %","16.4 %","38","170","208","sa455401"
"Chris Simmons","Pirates (A-)","22","36",".375","2.29","4.2 %","66.7 %","29.2 %","57.1 %","0.0 %","37.5 %","33.3 %","29.2 %","56.5 %","2","60","62","sa455402"
"Frank Pfister","Reds (R)","21","154",".260","1.22","15.7 %","46.3 %","38.0 %","17.4 %","0.0 %","42.5 %","23.6 %","33.9 %","17.5 %","44","179","223","sa455407"
"Andy Simunic","Astros (A-)","22","208",".316","4.09","13.2 %","69.8 %","17.1 %","9.1 %","0.0 %","42.3 %","18.3 %","39.4 %","24.7 %","97","291","388","sa455409"
"Theo Bowe","Reds (R)","17","119",".276","2.29","8.0 %","64.0 %","28.0 %","23.8 %","0.0 %","29.9 %","7.8 %","62.3 %","18.3 %","54","165","219","sa455442"
"Tyler Barnett","Braves (R)","22","103",".246","2.44","6.1 %","66.7 %","27.3 %","22.2 %","0.0 %","47.1 %","21.4 %","31.4 %","32.8 %","33","147","180","sa455445"
"Lee Fischer","- - -","21","168",".229","1.63","9.5 %","56.0 %","34.5 %","30.0 %","0.0 %","47.6 %","24.6 %","27.8 %","24.9 %","50","195","245","sa455448"
"Edwin Cintron","Orioles (R)","18","65",".326","4.50","19.5 %","65.9 %","14.6 %","0.0 %","0.0 %","31.8 %","22.7 %","45.5 %","39.1 %","10","105","115","sa455461"
"Derrick Phillips","Nationals (R)","17","43",".158","1.57","0.0 %","61.1 %","38.9 %","0.0 %","0.0 %","21.1 %","42.1 %","36.8 %","40.2 %","16","76","92","sa455463"
"Zach Moore","Marlins (R)","19","110",".333","1.72","12.8 %","55.1 %","32.1 %","24.0 %","0.0 %","53.7 %","23.2 %","23.2 %","22.1 %","49","132","181","sa455471"
"Damon Wright","Giants (A-)","22","170",".320","1.31","18.5 %","46.2 %","35.3 %","16.7 %","0.0 %","39.8 %","26.0 %","34.2 %","17.7 %","90","192","282","sa455482"
"Moises Montero","Indians (R)","18","29",".071","0.33","0.0 %","25.0 %","75.0 %","33.3 %","0.0 %","46.7 %","20.0 %","33.3 %","35.6 %","14","45","59","sa455505"
"Luis Marchena","Rays (R)","18","34",".231","4.25","12.5 %","70.8 %","16.7 %","25.0 %","0.0 %","34.6 %","30.8 %","34.6 %","15.7 %","7","44","51","sa455507"
"Garrison Lassiter","Yankees (R)","18","24",".353","1.33","17.6 %","47.1 %","35.3 %","16.7 %","0.0 %","52.9 %","29.4 %","17.7 %","30.0 %","4","36","40","sa455519"
"Kyle Saukko","Pirates (R)","19","83",".341","3.75","7.3 %","73.2 %","19.5 %","12.5 %","0.0 %","20.9 %","25.6 %","53.5 %","26.3 %","56","119","175","sa455522"
"Tom Edwards","Orioles (A-)","22","169",".347","2.65","12.5 %","63.5 %","24.0 %","17.4 %","0.0 %","43.0 %","23.0 %","34.0 %","40.1 %","54","268","322","sa455524"
"TeWayne Willis","Cubs (R)","23","148",".234","1.18","15.9 %","45.5 %","38.6 %","14.7 %","0.0 %","31.6 %","29.6 %","38.8 %","22.1 %","100","176","276","sa455532"
"Dennis Perez","Orioles (R)","19","100",".241","1.96","8.1 %","60.8 %","31.1 %","26.1 %","0.0 %","29.6 %","22.2 %","48.2 %","9.7 %","43","112","155","sa455539"
"Vladimir Frias","- - -","21","249",".292","1.96","12.3 %","58.1 %","29.6 %","20.8 %","0.0 %","35.8 %","22.8 %","41.5 %","27.4 %","51","318","369","sa455557"
"Daniel Rodriguez","Diamondbacks (A-)","21","39",".167","1.20","8.3 %","50.0 %","41.7 %","40.0 %","0.0 %","25.0 %","25.0 %","50.0 %","24.0 %","46","54","100","sa455565"
"Roy Gomez","- - -","23","78",".274","1.41","13.1 %","50.8 %","36.1 %","27.3 %","0.0 %","56.5 %","8.1 %","35.5 %","10.1 %","33","86","119","sa455580"
"Ricardo Bonfante","Astros (R)","19","147",".288","1.55","19.2 %","49.2 %","31.7 %","21.1 %","0.0 %","38.4 %","28.8 %","32.8 %","18.5 %","27","168","195","sa455592"
"Chris Demons","- - -","24","261",".297","1.36","15.0 %","49.0 %","35.9 %","27.3 %","0.0 %","33.1 %","38.0 %","28.9 %","28.5 %","169","371","540","sa455598"
"Yoel Campusano","Braves (R)","21","215",".342","2.02","12.3 %","58.7 %","29.0 %","11.1 %","0.0 %","32.9 %","28.1 %","39.0 %","21.7 %","95","250","345","sa455599"
"Greg Bordes","Diamondbacks (A-)","23","173",".266","2.50","14.2 %","61.3 %","24.5 %","19.2 %","0.0 %","45.5 %","24.1 %","30.4 %","31.7 %","87","232","319","sa455602"
"Adonys Canelo","- - -","19","175",".271","0.56","14.2 %","31.0 %","54.9 %","33.9 %","0.0 %","43.3 %","32.5 %","24.2 %","35.9 %","45","236","281","sa455607"
"Rossmel Perez","Diamondbacks (R)","18","162",".267","1.71","12.3 %","55.4 %","32.3 %","35.7 %","0.0 %","52.3 %","17.4 %","30.3 %","12.7 %","72","173","245","sa455612"
"George Soto","- - -","22","221",".248","1.85","9.9 %","58.6 %","31.6 %","18.8 %","0.0 %","50.6 %","20.9 %","28.5 %","29.6 %","56","305","361","sa455614"
"Pedro Zapata","Mets (R)","20","238",".294","2.76","12.3 %","64.4 %","23.3 %","28.9 %","0.0 %","42.1 %","19.3 %","38.6 %","36.3 %","43","340","383","sa455618"
"Buck Britton","Orioles (R)","22","175",".328","2.13","20.6 %","54.0 %","25.4 %","12.5 %","0.0 %","41.0 %","20.9 %","38.1 %","12.2 %","88","199","287","sa455619"
"Diogenes Luis","Rays (R)","21","205",".295","3.21","8.5 %","69.8 %","21.7 %","35.7 %","0.0 %","38.9 %","23.7 %","37.4 %","24.1 %","100","270","370","sa455622"
"Leuris Gomez","Rockies (R)","21","44",".391","4.50","4.3 %","78.3 %","17.4 %","50.0 %","0.0 %","46.2 %","42.3 %","11.5 %","37.8 %","9","73","82","sa455628"
"Ryan Arp","Dodgers (R)","22","22",".417","1.00","16.7 %","41.7 %","41.7 %","40.0 %","0.0 %","58.3 %","25.0 %","16.7 %","34.8 %","16","30","46","sa455667"
"Jorge Gutierrez","- - -","22","148",".283","3.29","13.5 %","66.3 %","20.2 %","47.6 %","0.0 %","41.7 %","17.4 %","40.9 %","20.9 %","47","192","239","sa455674"
"Tyler Howe","Mets (R)","22","45",".478","1.63","8.7 %","56.5 %","34.8 %","12.5 %","0.0 %","26.1 %","43.5 %","30.4 %","32.9 %","22","63","85","sa455706"
"Mark McGonigle","Mets (R)","22","131",".398","0.97","7.4 %","45.7 %","46.9 %","7.9 %","0.0 %","36.1 %","33.7 %","30.1 %","29.9 %","82","172","254","sa455708"
"Wilton Infante","Astros (R)","20","102",".233","2.14","4.3 %","65.2 %","30.4 %","23.8 %","0.0 %","48.0 %","16.4 %","35.6 %","31.1 %","37","130","167","sa455711"
"Carlos Mojica","Astros (R)","20","50",".464","0.92","11.5 %","42.3 %","46.2 %","50.0 %","0.0 %","55.2 %","17.2 %","27.6 %","49.4 %","12","75","87","sa455712"
"Osman Marval","Braves (R)","21","84",".254","2.57","13.8 %","62.1 %","24.1 %","21.4 %","0.0 %","43.8 %","23.4 %","32.8 %","22.3 %","30","100","130","sa455718"
"Juan Mosquera","Cardinals (R)","20","90",".207","1.72","10.9 %","56.4 %","32.7 %","27.8 %","0.0 %","44.8 %","29.3 %","25.9 %","20.1 %","53","111","164","sa455723"
"Ryde Rodriguez","- - -","20","172",".413","1.80","19.0 %","52.1 %","28.9 %","8.6 %","0.0 %","33.3 %","27.8 %","38.9 %","28.0 %","52","234","286","sa455726"
"Kleininger Teran","Cardinals (R)","18","70",".265","2.42","10.9 %","63.0 %","26.1 %","16.7 %","0.0 %","32.7 %","28.6 %","38.8 %","11.5 %","50","72","122","sa455727"
"Nestor Castillo","Marlins (R)","18","132",".310","1.77","10.0 %","57.5 %","32.5 %","23.1 %","0.0 %","38.4 %","33.7 %","27.9 %","29.8 %","57","178","235","sa455733"
"Matt Lokken","Marlins (R)","18","2",".000","2.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","50.0 %","0.0 %","50.0 %","0.0 %","0","2","2","sa455734"
"Jose Torres","Marlins (R)","17","123",".284","1.13","9.6 %","47.9 %","42.6 %","37.5 %","0.0 %","43.2 %","24.2 %","32.6 %","15.6 %","41","139","180","sa455736"
"Ruben Martinez","Mets (R)","21","186",".266","1.30","8.7 %","51.6 %","39.7 %","28.0 %","0.0 %","36.2 %","30.0 %","33.9 %","27.3 %","53","258","311","sa455739"
"Luis Nieves","- - -","19","130",".248","3.55","9.0 %","71.0 %","20.0 %","35.0 %","0.0 %","37.9 %","26.2 %","35.9 %","34.6 %","9","182","191","sa455740"
"Miguel Tejada","Mets (R)","17","109",".344","1.29","14.1 %","48.4 %","37.5 %","25.0 %","0.0 %","45.3 %","31.3 %","23.4 %","43.3 %","31","177","208","sa455742"
"Chad Durakis","Orioles (A-)","22","101",".268","1.19","13.2 %","47.1 %","39.7 %","37.0 %","0.0 %","42.9 %","20.0 %","37.1 %","33.8 %","23","131","154","sa455744"
"Yonderman Rodriguez","- - -","21","162",".358","1.85","10.5 %","58.1 %","31.4 %","12.1 %","0.0 %","40.4 %","35.8 %","23.9 %","12.7 %","120","187","307","sa455749"
"Adenson Chourio","- - -","21","237",".387","3.47","11.7 %","68.5 %","19.8 %","18.8 %","0.0 %","36.2 %","27.6 %","36.2 %","21.2 %","109","292","401","sa455751"
"Keith Hernandez","Tigers (R)","23","108",".246","1.25","11.5 %","49.2 %","39.3 %","29.2 %","0.0 %","55.4 %","21.5 %","23.1 %","24.5 %","64","140","204","sa455753"
"Tim Atherton","- - -","18","75",".386","0.89","16.3 %","39.5 %","44.2 %","31.6 %","0.0 %","43.2 %","18.2 %","38.6 %","42.0 %","26","117","143","sa455754"
"Jakub Hajtmar","Twins (R)","21","96",".323","3.54","3.3 %","75.4 %","21.3 %","15.4 %","0.0 %","46.4 %","15.9 %","37.7 %","22.3 %","26","131","157","sa455755"
"Shaydron Buckridge","White Sox (R)","20","51",".281","3.17","16.7 %","63.3 %","20.0 %","16.7 %","0.0 %","58.8 %","23.5 %","17.7 %","20.0 %","26","64","90","sa455759"
"Carlos George","Brewers (R)","19","181",".305","1.60","11.8 %","54.3 %","33.9 %","16.3 %","0.0 %","50.8 %","21.6 %","27.6 %","32.3 %","28","260","288","sa455776"
"Bryan Jost","Cubs (R)","22","115",".379","1.30","19.7 %","45.5 %","34.8 %","26.1 %","0.0 %","60.6 %","24.2 %","15.2 %","31.1 %","88","153","241","sa455871"
"Kevin Soto","Cubs (R)","19","133",".323","1.42","16.7 %","48.9 %","34.4 %","25.8 %","0.0 %","44.9 %","22.5 %","32.7 %","28.4 %","39","176","215","sa455875"
"Aaron Lowenstein","Giants (R)","23","51",".250","1.89","21.2 %","51.5 %","27.3 %","55.6 %","0.0 %","47.2 %","19.4 %","33.3 %","31.0 %","13","71","84","sa455882"
"Ben Woodbury","Giants (R)","22","160",".342","1.05","18.9 %","41.5 %","39.6 %","11.9 %","0.0 %","55.1 %","19.5 %","25.4 %","4.6 %","104","157","261","sa455893"
"Carlos Quintana","- - -","21","72",".354","1.86","14.9 %","55.3 %","29.8 %","14.3 %","0.0 %","50.0 %","8.3 %","41.7 %","24.8 %","41","92","133","sa455895"
"Zach Zaneski","Rangers (A-)","22","118",".299","1.84","14.5 %","55.4 %","30.1 %","16.0 %","0.0 %","37.9 %","13.8 %","48.3 %","16.8 %","90","220","310","sa455900"
"Edward Martinez","- - -","20","176",".339","2.03","13.4 %","58.0 %","28.6 %","26.5 %","0.0 %","41.7 %","29.6 %","28.8 %","20.6 %","68","218","286","sa455902"
"Alberto Puello","- - -","20","99",".267","1.34","8.1 %","52.7 %","39.2 %","17.2 %","0.0 %","49.3 %","24.0 %","26.7 %","22.5 %","35","125","160","sa455903"
"Jahdiel Santamaria","Yankees (A-)","21","139",".307","1.81","20.0 %","51.6 %","28.4 %","22.2 %","0.0 %","46.6 %","20.4 %","33.0 %","22.9 %","47","176","223","sa455904"
"Zach Larson","- - -","21","70",".326","2.40","12.8 %","61.5 %","25.6 %","30.0 %","0.0 %","33.3 %","20.0 %","46.7 %","32.8 %","15","110","125","sa455913"
"Kevin Moscatel","Cardinals (R)","17","75",".200","1.60","9.3 %","55.8 %","34.9 %","40.0 %","0.0 %","43.5 %","28.3 %","28.3 %","41.2 %","22","109","131","sa455921"
"Emmanuel Familia","Mariners (R)","21","107",".280","3.57","9.9 %","70.4 %","19.7 %","42.9 %","0.0 %","43.4 %","23.7 %","32.9 %","30.1 %","27","159","186","sa455924"
"Gabriel Noriega","- - -","17","200",".366","3.26","15.4 %","64.7 %","19.9 %","14.8 %","0.0 %","53.9 %","17.5 %","28.7 %","33.9 %","34","293","327","sa455932"
"Kevin Acosta","Padres (R)","19","37",".458","2.40","22.7 %","54.5 %","22.7 %","60.0 %","0.0 %","52.0 %","16.0 %","32.0 %","29.7 %","15","49","64","sa455935"
"Edwin Henriquez","Royals (R)","19","166",".222","2.87","4.9 %","70.5 %","24.6 %","26.7 %","0.0 %","49.6 %","18.9 %","31.5 %","25.5 %","32","219","251","sa455942"
"Luis Hurtado","Blue Jays (R)","19","28",".150","1.83","10.5 %","57.9 %","31.6 %","16.7 %","0.0 %","66.7 %","19.1 %","14.3 %","19.2 %","14","33","47","sa455948"
"Jake New","Dodgers (R)","22","127",".280","1.44","13.3 %","51.1 %","35.6 %","21.9 %","0.0 %","35.8 %","17.9 %","46.3 %","19.0 %","58","147","205","sa455951"
"Walter Diaz","- - -","22","172",".303","3.09","12.1 %","66.4 %","21.5 %","30.4 %","0.0 %","37.5 %","26.8 %","35.7 %","16.3 %","124","257","381","sa455952"
"Juan Aponte","Indians (R)","20","82",".236","1.09","5.9 %","49.0 %","45.1 %","21.7 %","0.0 %","46.4 %","30.4 %","23.2 %","29.8 %","34","107","141","sa455956"
"Delvi Cid","Indians (R)","18","148",".380","1.81","6.3 %","60.4 %","33.3 %","28.1 %","0.0 %","43.1 %","27.5 %","29.4 %","17.7 %","72","188","260","sa455960"
"Brett Newsome","Nationals (R)","21","63",".286","1.64","12.1 %","54.5 %","33.3 %","18.2 %","0.0 %","54.1 %","21.6 %","24.3 %","33.1 %","26","92","118","sa455969"
"Javier Santana","Orioles (R)","20","97",".313","1.89","9.8 %","59.0 %","31.1 %","31.6 %","0.0 %","42.2 %","28.1 %","29.7 %","16.9 %","38","134","172","sa455972"
"Omar Casamayor","Orioles (R)","21","143",".324","1.42","14.0 %","50.5 %","35.5 %","13.2 %","0.0 %","36.8 %","27.2 %","36.0 %","16.1 %","45","166","211","sa455973"
"Dashenko Ricardo","Orioles (R)","18","142",".223","1.58","20.0 %","49.0 %","31.0 %","32.3 %","0.0 %","43.3 %","29.8 %","26.9 %","33.8 %","29","205","234","sa455974"
"Grolmann Gonzalez","Orioles (R)","19","111",".278","1.52","14.7 %","51.5 %","33.8 %","26.1 %","0.0 %","49.3 %","23.3 %","27.4 %","22.1 %","59","136","195","sa455979"
"Ferrel Gomez","- - -","21","80",".279","1.00","8.5 %","45.8 %","45.8 %","22.2 %","0.0 %","45.9 %","29.5 %","24.6 %","33.1 %","15","109","124","sa455982"
"Freizer Pedron","Pirates (R)","21","77",".341","1.69","14.6 %","53.7 %","31.7 %","15.4 %","0.0 %","35.4 %","29.2 %","35.4 %","24.3 %","57","95","152","sa455984"
"Jesus Aguilera","Pirates (R)","20","77",".412","2.36","7.8 %","64.7 %","27.5 %","7.1 %","0.0 %","37.3 %","29.4 %","33.3 %","37.8 %","27","116","143","sa455986"
"Chia-Chu Chen","Red Sox (R)","19","57",".351","0.35","5.4 %","24.3 %","70.3 %","19.2 %","0.0 %","56.8 %","18.9 %","24.3 %","28.9 %","25","79","104","sa455990"
"Wilfred Pichardo","- - -","18","232",".383","1.54","11.0 %","53.9 %","35.1 %","13.0 %","0.0 %","42.1 %","29.9 %","28.1 %","25.6 %","87","311","398","sa455997"
"Maykol Sanchez","- - -","20","48",".235","0.94","8.8 %","44.1 %","47.1 %","25.0 %","0.0 %","55.9 %","23.5 %","20.6 %","16.4 %","21","52","73","sa456005"
"Yen-Wen Kuo","Reds (R)","19","108",".318","1.45","13.4 %","51.2 %","35.4 %","24.1 %","0.0 %","25.6 %","29.1 %","45.4 %","22.8 %","35","132","167","sa456008"
"Jae-Hyung Jang","Twins (R)","21","56",".308","1.43","10.5 %","52.6 %","36.8 %","28.6 %","0.0 %","43.6 %","28.2 %","28.2 %","31.0 %","23","77","100","sa456021"
"Derrik Gibson","- - -","18","156",".314","1.61","14.7 %","52.6 %","32.6 %","19.4 %","0.0 %","40.8 %","20.4 %","38.8 %","23.0 %","99","197","296","sa456041"
"Raddy Sierra","Angels (R)","20","120",".397","1.58","18.4 %","50.0 %","31.6 %","16.7 %","0.0 %","46.8 %","29.1 %","24.1 %","24.1 %","55","161","216","sa456088"
"Jose Crisotomo","- - -","19","130",".404","2.70","11.9 %","64.3 %","23.8 %","20.0 %","0.0 %","40.0 %","27.8 %","32.2 %","23.1 %","63","171","234","sa456089"
"Orton Rodriguez","Brewers (R)","18","61",".244","2.00","10.8 %","59.5 %","29.7 %","9.1 %","0.0 %","30.2 %","37.2 %","32.6 %","27.6 %","19","86","105","sa456094"
"Andrick Villalobos","Dodgers (R)","22","79",".250","2.00","20.0 %","53.3 %","26.7 %","25.0 %","0.0 %","36.4 %","22.7 %","40.9 %","5.8 %","20","84","104","sa456096"
"Jesus Navarro","Giants (R)","20","84",".426","2.00","23.5 %","51.0 %","25.5 %","15.4 %","0.0 %","46.3 %","31.5 %","22.2 %","40.4 %","28","123","151","sa456098"
"Carlos Paulino","Marlins (R)","18","49",".163","1.71","5.0 %","60.0 %","35.0 %","28.6 %","0.0 %","39.5 %","27.9 %","32.6 %","18.0 %","7","54","61","sa456100"
"Francisco Soriano","Nationals (R)","21","85",".227","1.83","15.0 %","55.0 %","30.0 %","25.0 %","0.0 %","42.9 %","30.6 %","26.5 %","12.4 %","91","94","185","sa456102"
"Luis Grullon","Tigers (R)","20","77",".295","1.11","4.8 %","50.0 %","45.2 %","21.1 %","0.0 %","54.6 %","27.3 %","18.2 %","46.4 %","10","130","140","sa456105"
"Ariel Bonilla","Royals (R)","19","4",".250","0.50","0.0 %","33.3 %","66.7 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","1","4","5","sa456137"
"Pedro Ramos","Brewers (R)","18","156",".333","2.29","19.8 %","55.8 %","24.4 %","19.0 %","0.0 %","41.8 %","23.1 %","35.2 %","33.7 %","61","248","309","sa456340"
"George Matheus","Cubs (R)","19","115",".302","2.00","14.8 %","56.8 %","28.4 %","21.7 %","0.0 %","33.3 %","24.1 %","42.5 %","16.0 %","34","141","175","sa456343"
"Alvaro Sosa","Cubs (R)","22","115",".259","1.96","12.8 %","57.7 %","29.5 %","34.8 %","0.0 %","38.8 %","14.1 %","47.1 %","18.8 %","49","143","192","sa456344"
"Joel Weeks","Giants (R)","23","117",".294","1.67","11.1 %","55.6 %","33.3 %","29.6 %","0.0 %","42.1 %","13.6 %","44.3 %","24.1 %","51","140","191","sa456345"
"Kevin Coddington","- - -","20","127",".333","1.93","15.1 %","55.9 %","29.0 %","14.8 %","0.0 %","46.8 %","28.7 %","24.5 %","20.7 %","47","151","198","sa456348"
"Ryan J. Baker","- - -","23","20",".143","1.40","14.3 %","50.0 %","35.7 %","20.0 %","0.0 %","50.0 %","21.4 %","28.6 %","40.6 %","0","32","32","sa456426"
"Ikko Sumi","Angels (R)","20","69",".333","2.56","15.8 %","60.5 %","23.7 %","11.1 %","0.0 %","53.7 %","26.8 %","19.5 %","33.9 %","35","92","127","sa456428"
"Carlos Pena","Brewers (R)","20","46",".212","3.50","18.2 %","63.6 %","18.2 %","33.3 %","0.0 %","38.2 %","23.5 %","38.2 %","24.1 %","21","58","79","sa456431"
"Kevin Hansen","- - -","22","212",".305","1.23","10.9 %","49.1 %","40.0 %","31.8 %","0.0 %","47.6 %","20.8 %","31.6 %","12.5 %","100","227","327","sa456432"
"Bill Shaughnessy","Padres (R)","22","51",".313","1.33","9.7 %","51.6 %","38.7 %","16.7 %","0.0 %","56.3 %","18.8 %","25.0 %","31.6 %","21","74","95","sa456433"
"Chase Williams","Padres (R)","23","153",".220","1.29","19.6 %","45.4 %","35.1 %","29.4 %","0.0 %","47.0 %","25.0 %","28.0 %","22.1 %","100","190","290","sa456434"
