"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Nic Cuckovich","- - -","21","274",".276","1.70","12.7 %","54.9 %","32.4 %","21.7 %","4.3 %","39.5 %","21.7 %","38.9 %","39.3 %","119","418","537","sa598309"
"Jose Marmolejos","Nationals (R)","20","158",".368","1.09","16.5 %","43.5 %","40.0 %","45.7 %","4.3 %","52.6 %","20.7 %","26.7 %","21.2 %","69","200","269","sa598311"
"Brailyn Duran","Orioles (R)","19","103",".246","1.22","3.8 %","52.8 %","43.4 %","17.4 %","4.3 %","62.1 %","13.8 %","24.1 %","42.1 %","36","166","202","sa657406"
"Jamie Jarmon","Rangers (A-)","19","131",".221","1.87","8.3 %","59.7 %","31.9 %","30.4 %","4.3 %","47.4 %","23.1 %","29.5 %","40.6 %","45","206","251","sa657961"
"Paul Eshleman","Brewers (R)","22","84",".356","1.43","6.7 %","55.0 %","38.3 %","21.7 %","4.3 %","35.0 %","26.7 %","38.3 %","32.2 %","31","118","149","sa658569"
"Jhonny Pereda","Cubs (R)","17","215",".248","1.67","19.6 %","50.3 %","30.1 %","43.5 %","4.3 %","53.2 %","23.1 %","23.7 %","28.1 %","96","271","367","sa735866"
"Daulin Ramirez","Rays (R)","18","131",".117","1.83","11.0 %","57.5 %","31.5 %","26.1 %","4.3 %","35.0 %","15.0 %","50.0 %","31.4 %","58","197","255","sa736934"
"Geremias Gil","Orioles (R)","17","80",".204","1.30","0.0 %","56.6 %","43.4 %","13.0 %","4.3 %","61.8 %","23.6 %","14.6 %","29.8 %","37","104","141","sa737054"
"Ryan Kinsella","- - -","21","159",".344","2.17","22.3 %","53.2 %","24.5 %","4.3 %","4.3 %","46.4 %","28.9 %","24.7 %","26.9 %","100","212","312","sa738214"
"Raymundo Torres","Dodgers (R)","19","102",".259","1.13","15.5 %","44.8 %","39.7 %","30.4 %","4.3 %","45.0 %","21.7 %","33.3 %","37.5 %","43","157","200","sa739643"
"B.J. Guinn","Padres (A+)","24","371",".318","1.28","12.4 %","49.2 %","38.4 %","19.4 %","4.3 %","37.5 %","31.6 %","30.9 %","14.5 %","329","694","1023","sa390642"
"Mycal Jones","Braves (AA)","26","396",".306","1.51","17.7 %","49.5 %","32.9 %","29.0 %","4.3 %","42.2 %","22.8 %","35.0 %","7.9 %","580","908","1488","sa501228"
"Felix Munoz","Marlins (A-)","21","278",".321","0.95","17.0 %","40.4 %","42.7 %","30.1 %","4.3 %","40.1 %","26.6 %","33.3 %","15.4 %","128","313","441","sa506830"
"Rangel Ravelo","- - -","21","414",".343","1.48","20.3 %","47.6 %","32.1 %","10.8 %","4.3 %","43.1 %","21.5 %","35.4 %","13.7 %","260","516","776","sa548335"
"Sherman Lacrus","Rangers (R)","19","220",".350","1.03","9.6 %","45.9 %","44.6 %","20.0 %","4.3 %","55.2 %","18.8 %","26.1 %","9.8 %","121","225","346","sa658985"
"Dom Nunez","Rockies (R)","18","217",".225","0.77","21.0 %","34.4 %","44.6 %","37.1 %","4.3 %","51.2 %","21.3 %","27.4 %","21.8 %","84","269","353","sa737813"
"J.T. Realmuto","Marlins (AA)","22","416",".275","1.08","19.5 %","41.7 %","38.7 %","23.1 %","4.3 %","46.3 %","22.5 %","31.3 %","8.3 %","619","941","1560","11739"
"Ender Inciarte","Diamondbacks (AA)","22","516",".303","1.90","18.3 %","53.5 %","28.2 %","15.4 %","4.3 %","38.4 %","26.9 %","34.7 %","6.4 %","450","967","1417","4922"
"Kellen Sweeney","Blue Jays (A)","21","398",".236","0.85","13.5 %","39.8 %","46.6 %","25.6 %","4.3 %","44.5 %","22.1 %","33.5 %","28.2 %","217","578","795","sa548265"
"Angelo Mora","- - -","20","486",".265","1.50","12.3 %","52.6 %","35.1 %","23.1 %","4.3 %","43.1 %","22.4 %","34.6 %","27.2 %","209","656","865","sa597177"
"Josh Horton","- - -","27","340",".340","1.27","16.5 %","46.7 %","36.9 %","12.8 %","4.3 %","39.1 %","24.5 %","36.4 %","9.2 %","414","764","1178","sa390360"
"Ydarqui Marte","- - -","20","174",".294","1.15","13.7 %","46.2 %","40.2 %","21.3 %","4.3 %","53.2 %","22.2 %","24.6 %","30.8 %","73","226","299","sa547839"
"Charlie Valerio","Indians (A+)","22","210",".300","1.43","17.4 %","48.6 %","34.1 %","17.0 %","4.3 %","49.3 %","24.7 %","26.1 %","16.2 %","234","414","648","sa547851"
"Michael Earley","- - -","25","355",".302","1.28","18.0 %","46.0 %","36.0 %","14.9 %","4.3 %","53.9 %","19.7 %","26.4 %","11.5 %","408","788","1196","sa549597"
"D'Andre Toney","Astros (A-)","21","148",".265","0.66","19.6 %","32.0 %","48.5 %","25.5 %","4.3 %","45.6 %","32.0 %","22.3 %","29.0 %","52","196","248","sa549933"
"Jeremias Pineda","Twins (A)","22","259",".321","2.06","11.7 %","59.5 %","28.8 %","10.6 %","4.3 %","37.5 %","28.0 %","34.5 %","30.6 %","108","372","480","sa598687"
"Evan Van Hoosier","Rangers (A-)","19","191",".294","1.43","14.3 %","50.4 %","35.3 %","12.8 %","4.3 %","48.2 %","22.3 %","29.5 %","18.2 %","75","239","314","sa658796"
"Steven Negron","- - -","20","160",".295","0.64","11.5 %","34.5 %","54.0 %","23.4 %","4.3 %","53.3 %","24.4 %","22.2 %","27.5 %","117","218","335","sa738174"
"Jesse Hodges","- - -","19","197",".254","1.34","14.1 %","49.2 %","36.7 %","34.0 %","4.3 %","53.4 %","18.8 %","27.8 %","28.5 %","63","285","348","sa739560"
"Jeff McVaney","Tigers (A+)","23","529",".294","0.95","15.5 %","41.1 %","43.4 %","21.2 %","4.2 %","49.5 %","25.0 %","25.5 %","24.9 %","219","672","891","sa658125"
"Tyler Saladino","White Sox (AA)","23","493",".271","1.33","18.4 %","46.6 %","35.0 %","22.9 %","4.2 %","47.0 %","21.9 %","31.1 %","8.3 %","673","1106","1779","10807"
"Reegie Corona","- - -","26","371",".286","0.88","15.9 %","39.4 %","44.7 %","25.4 %","4.2 %","49.1 %","20.5 %","30.5 %","9.1 %","495","916","1411","sa254678"
"Omir Santos","Indians (AAA)","32","222",".302","1.00","10.7 %","44.7 %","44.7 %","21.1 %","4.2 %","43.9 %","22.6 %","33.5 %","11.6 %","275","547","822","3583"
"Ivan De Jesus Jr.","Pirates (AAA)","26","345",".390","1.55","23.9 %","46.2 %","29.8 %","12.7 %","4.2 %","41.3 %","25.5 %","33.2 %","7.4 %","495","833","1328","9886"
"Matt Weaver","Braves (A+)","23","318",".308","1.45","11.2 %","52.6 %","36.2 %","22.5 %","4.2 %","42.1 %","21.3 %","36.6 %","31.9 %","151","508","659","sa501548"
"Luis Polanco","White Sox (R)","21","184",".225","0.83","5.1 %","43.1 %","51.8 %","19.7 %","4.2 %","53.0 %","23.8 %","23.2 %","19.3 %","60","210","270","sa548086"
"Fernando Flores","Mexican (AAA)","21","304",".261","1.45","21.3 %","46.6 %","32.1 %","36.6 %","4.2 %","49.4 %","21.7 %","28.9 %","7.8 %","375","696","1071","sa594366"
"Wilber Torres","Phillies (R)","19","206",".245","0.89","6.9 %","43.8 %","49.3 %","36.6 %","4.2 %","45.5 %","25.6 %","28.9 %","22.2 %","87","255","342","sa657476"
"Edmundo Sosa","Cardinals (R)","17","198",".325","0.90","10.6 %","42.4 %","47.0 %","33.8 %","4.2 %","61.8 %","18.5 %","19.8 %","13.9 %","100","209","309","sa736859"
"Shawn Pleffner","- - -","23","444",".354","1.40","23.7 %","44.5 %","31.8 %","9.5 %","4.2 %","40.9 %","20.9 %","38.2 %","19.3 %","303","578","881","sa599272"
"Carlos Rivero","- - -","25","438",".300","1.13","15.9 %","44.5 %","39.5 %","17.6 %","4.2 %","45.1 %","26.0 %","28.9 %","9.7 %","600","1050","1650","1136"
"Lucas Herbst","Orioles (A)","22","445",".327","1.32","15.6 %","48.0 %","36.4 %","25.2 %","4.2 %","49.3 %","23.9 %","26.8 %","26.8 %","127","600","727","sa546989"
"Colin Walsh","- - -","23","546",".302","1.14","17.3 %","44.1 %","38.6 %","9.1 %","4.2 %","45.0 %","24.3 %","30.7 %","13.6 %","494","809","1303","10961"
"Delino DeShields","Astros (A+)","20","534",".387","1.53","13.9 %","52.1 %","34.0 %","19.2 %","4.2 %","40.2 %","31.1 %","28.7 %","15.3 %","350","739","1089","11379"
"Tony Wolters","Indians (A+)","21","340",".333","1.51","19.2 %","48.7 %","32.1 %","18.1 %","4.2 %","38.3 %","27.1 %","34.6 %","12.0 %","362","608","970","11470"
"Jesus Montero","- - -","23","110",".338","1.46","13.2 %","51.5 %","35.3 %","8.3 %","4.2 %","49.3 %","24.6 %","26.1 %","14.4 %","141","228","369","5514"
"L.J. Hoes","Orioles (AAA)","23","430",".352","2.39","19.2 %","57.0 %","23.8 %","12.5 %","4.2 %","38.9 %","23.5 %","37.6 %","7.4 %","737","971","1708","6656"
"Addison Maruszak","Yankees (AAA)","26","338",".300","1.00","20.3 %","39.8 %","39.8 %","18.8 %","4.2 %","40.6 %","25.0 %","34.4 %","6.9 %","515","871","1386","sa455124"
"Alonzo Harris","Mets (AA)","24","395",".275","1.41","12.5 %","51.1 %","36.4 %","33.3 %","4.2 %","44.1 %","24.3 %","31.6 %","12.0 %","541","991","1532","sa455964"
"Brian Ward","- - -","27","181",".302","1.27","12.8 %","48.8 %","38.4 %","10.4 %","4.2 %","41.2 %","22.9 %","35.9 %","7.1 %","254","421","675","sa502524"
"Brian Hernandez","Angels (A+)","24","587",".342","1.51","15.8 %","50.7 %","33.5 %","16.7 %","4.2 %","49.1 %","22.9 %","28.1 %","13.9 %","422","924","1346","sa503330"
"Drew Muren","- - -","24","369",".328","1.78","16.0 %","53.8 %","30.3 %","33.3 %","4.2 %","42.6 %","21.9 %","35.5 %","10.6 %","417","842","1259","sa545091"
"Anthony Chavez","Mets (A-)","20","200",".293","0.94","16.2 %","40.5 %","43.2 %","37.5 %","4.2 %","57.6 %","19.5 %","22.9 %","33.6 %","79","305","384","sa548084"
"Greg Hopkins","Brewers (A+)","24","532",".285","1.22","17.5 %","45.4 %","37.1 %","20.1 %","4.2 %","50.9 %","27.4 %","21.7 %","23.7 %","150","735","885","sa549602"
"Anderso Bolivar","Diamondbacks (R)","20","99",".260","1.75","13.2 %","55.3 %","31.6 %","20.8 %","4.2 %","39.7 %","20.5 %","39.7 %","28.7 %","23","120","143","sa550526"
"Sandy Martinez","Angels (A)","20","163",".199","1.50","9.1 %","54.5 %","36.4 %","20.8 %","4.2 %","38.1 %","26.6 %","35.3 %","16.7 %","36","197","233","sa556054"
"Cesar Rodriguez","Mexican (AAA)","18","372",".346","0.71","13.9 %","35.7 %","50.4 %","16.7 %","4.2 %","46.6 %","27.3 %","26.1 %","12.1 %","485","898","1383","sa655677"
"Steven Fuentes","Tigers (R)","18","174",".355","1.02","11.8 %","44.5 %","43.6 %","12.5 %","4.2 %","35.4 %","32.7 %","31.9 %","30.0 %","65","238","303","sa655914"
"Justin Black","Braves (R)","20","169",".273","1.88","8.0 %","60.0 %","32.0 %","20.8 %","4.2 %","38.5 %","24.4 %","37.2 %","47.6 %","63","309","372","sa657994"
"Jose Rosa","Mariners (R)","19","114",".266","1.79","13.0 %","55.8 %","31.2 %","12.5 %","4.2 %","55.0 %","18.8 %","26.3 %","33.9 %","40","155","195","sa659555"
"Enneider Torres","Rays (R)","17","209",".221","1.75","15.9 %","53.5 %","30.6 %","25.0 %","4.2 %","49.7 %","22.8 %","27.5 %","24.0 %","63","249","312","sa735824"
"Rafael Ynoa","Dodgers (AA)","25","543",".301","1.28","18.7 %","45.7 %","35.6 %","20.7 %","4.1 %","46.2 %","26.0 %","27.9 %","6.3 %","705","1177","1882","2832"
"Hiroyuki Nakajima","Athletics (AAA)","30","384",".351","1.23","17.6 %","45.4 %","37.0 %","14.4 %","4.1 %","40.4 %","18.8 %","40.8 %","10.7 %","540","952","1492","14446"
"Brandon Wood","- - -","28","252",".258","0.64","17.6 %","32.1 %","50.3 %","23.7 %","4.1 %","49.5 %","27.3 %","23.2 %","11.6 %","308","610","918","6592"
"Stephen Perez","Nationals (A)","22","486",".302","1.71","16.8 %","52.5 %","30.7 %","16.5 %","4.1 %","43.4 %","26.7 %","29.9 %","24.9 %","214","681","895","sa501997"
"Raynay Guerrero","Reds (R)","20","221",".286","0.64","7.0 %","36.3 %","56.7 %","33.0 %","4.1 %","58.7 %","13.4 %","27.9 %","30.5 %","51","283","334","sa657460"
"Ryan Dunn","Rays (A)","24","322",".256","0.87","13.0 %","40.4 %","46.6 %","18.6 %","4.1 %","42.9 %","22.4 %","34.7 %","25.6 %","185","432","617","sa658350"
"Trey Mancini","Orioles (A-)","21","285",".379","1.40","17.1 %","48.3 %","34.6 %","11.0 %","4.1 %","42.2 %","25.7 %","32.1 %","19.0 %","100","352","452","15149"
"Chris Parmelee","Twins (AAA)","25","198",".264","0.47","23.0 %","24.5 %","52.5 %","19.2 %","4.1 %","37.8 %","25.9 %","36.4 %","6.2 %","364","485","849","2554"
"Nicholas Gallego","Rockies (A+)","24","256",".272","0.97","12.7 %","43.0 %","44.2 %","23.3 %","4.1 %","59.4 %","18.9 %","21.7 %","26.0 %","105","368","473","sa526813"
"Pablo Reyes","Pirates (R)","19","214",".325","1.01","8.7 %","46.0 %","45.3 %","28.8 %","4.1 %","45.0 %","30.8 %","24.3 %","18.2 %","106","241","347","sa657423"
"Jett Bandy","Angels (AA)","23","272",".268","0.79","15.0 %","37.4 %","47.6 %","28.6 %","4.1 %","50.0 %","24.3 %","25.7 %","8.1 %","315","660","975","12508"
"Jesmuel Valentin","- - -","19","415",".309","1.30","18.8 %","45.8 %","35.4 %","14.3 %","4.1 %","44.3 %","27.5 %","28.2 %","22.0 %","219","498","717","14548"
"Dennis Santana","Dodgers (R)","17","210",".267","1.06","12.9 %","44.8 %","42.2 %","51.0 %","4.1 %","46.5 %","27.6 %","26.0 %","28.9 %","117","288","405","17878"
"Zach Taylor","Phillies (A)","22","193",".369","0.96","13.5 %","42.3 %","44.1 %","12.2 %","4.1 %","46.9 %","20.4 %","32.7 %","39.9 %","72","319","391","sa502711"
"Chris O'Dowd","- - -","22","235",".340","1.59","20.1 %","49.1 %","30.8 %","30.6 %","4.1 %","42.2 %","24.7 %","33.1 %","23.0 %","95","336","431","sa503377"
"Estarlyn Morales","Mariners (R)","20","203",".319","1.35","14.8 %","48.9 %","36.3 %","26.5 %","4.1 %","44.1 %","16.8 %","39.2 %","22.7 %","84","268","352","sa547982"
"Jin-Ho Shin","Royals (A)","21","244",".232","1.31","16.9 %","47.1 %","36.0 %","22.4 %","4.1 %","53.1 %","17.2 %","29.7 %","28.8 %","166","368","534","sa549635"
"Shamil Ubiera","Cubs (R)","20","291",".333","0.85","15.8 %","38.6 %","45.6 %","18.4 %","4.1 %","61.0 %","17.5 %","21.5 %","22.2 %","126","334","460","sa657428"
"Tito Polo","Pirates (R)","18","184",".359","1.04","13.0 %","44.3 %","42.6 %","22.4 %","4.1 %","48.0 %","24.0 %","28.0 %","32.0 %","84","250","334","sa657705"
"Ronnie Freeman","- - -","22","214",".301","1.55","19.4 %","49.0 %","31.6 %","12.2 %","4.1 %","39.9 %","20.3 %","39.9 %","18.5 %","137","323","460","sa658013"
"Michael Fransoso","Pirates (A-)","22","276",".327","2.00","13.0 %","58.0 %","29.0 %","18.4 %","4.1 %","50.3 %","22.1 %","27.6 %","24.2 %","152","352","504","sa709000"
"Taylor Motter","- - -","23","252",".328","1.12","16.9 %","43.9 %","39.2 %","25.7 %","4.1 %","49.2 %","19.5 %","31.3 %","10.1 %","131","315","446","12399"
"Albert Almora","Cubs (A)","19","272",".362","1.45","17.0 %","49.1 %","33.9 %","17.6 %","4.1 %","51.4 %","23.9 %","24.8 %","16.5 %","112","367","479","14109"
"Jose Salazar","Mexican (AAA)","29","312",".312","1.57","12.8 %","53.2 %","33.9 %","17.6 %","4.1 %","41.8 %","21.5 %","36.7 %","5.8 %","410","732","1142","sa328608"
"Jimmy Bosco","Cardinals (A-)","22","266",".375","0.99","20.1 %","39.7 %","40.2 %","21.6 %","4.1 %","55.9 %","22.3 %","21.8 %","25.0 %","109","356","465","sa621485"
"Carlos Jean","Orioles (R)","19","266",".289","0.82","10.6 %","40.4 %","49.0 %","35.1 %","4.1 %","53.8 %","20.0 %","26.3 %","30.0 %","143","377","520","sa737488"
"Matt Oberste","Mets (A-)","21","273",".250","1.19","16.5 %","45.4 %","38.1 %","27.0 %","4.1 %","47.3 %","20.2 %","32.5 %","27.8 %","59","377","436","sa737845"
"Blake Tekotte","White Sox (AAA)","26","338",".300","0.81","19.0 %","36.2 %","44.8 %","23.2 %","4.0 %","58.9 %","18.1 %","23.0 %","11.6 %","512","783","1295","8810"
"Jaime Pedroza","Braves (AA)","26","417",".329","1.43","20.5 %","46.9 %","32.7 %","21.2 %","4.0 %","42.3 %","23.6 %","34.2 %","9.3 %","598","1076","1674","sa389397"
"Valentin Gamez","Mexican (AAA)","30","399",".341","1.48","20.4 %","47.6 %","32.0 %","21.2 %","4.0 %","37.4 %","22.7 %","39.9 %","4.0 %","628","984","1612","sa508053"
"Rob Brantly","Marlins (AAA)","23","74",".197","1.04","13.6 %","44.1 %","42.4 %","12.0 %","4.0 %","52.4 %","14.3 %","33.3 %","7.4 %","72","159","231","10655"
"Lance Zawadzki","- - -","28","119",".263","1.84","11.3 %","57.5 %","31.3 %","24.0 %","4.0 %","48.8 %","17.1 %","34.2 %","12.2 %","145","274","419","2369"
"Domingo Castro","Mexican (AAA)","33","472",".352","1.33","20.3 %","45.5 %","34.2 %","23.2 %","4.0 %","35.6 %","24.9 %","39.4 %","6.5 %","523","1101","1624","sa185832"
"Juan Ciriaco","- - -","29","156",".277","0.90","18.8 %","38.5 %","42.7 %","20.0 %","4.0 %","38.4 %","25.6 %","36.0 %","6.6 %","195","368","563","sa226165"
"Joey Wong","Rockies (AA)","25","318",".291","2.64","18.8 %","58.9 %","22.3 %","18.0 %","4.0 %","48.5 %","27.0 %","24.5 %","11.7 %","366","719","1085","sa502131"
"Luis De La Rosa","Astros (R)","21","94",".189","0.80","13.5 %","38.5 %","48.1 %","32.0 %","4.0 %","32.7 %","18.2 %","49.1 %","32.5 %","26","140","166","sa505292"
"Julian Morillo","Rays (A-)","21","117",".247","1.92","18.0 %","53.9 %","28.1 %","16.0 %","4.0 %","41.1 %","29.5 %","29.5 %","24.0 %","31","140","171","sa506133"
"Dreily Guerrero","Red Sox (A)","22","185",".248","2.48","19.4 %","57.4 %","23.1 %","12.0 %","4.0 %","43.8 %","33.9 %","22.3 %","19.5 %","187","399","586","sa506225"
"Sergio Perez","Mexican (AAA)","23","262",".378","1.86","21.9 %","50.8 %","27.3 %","14.0 %","4.0 %","35.9 %","28.1 %","35.9 %","8.8 %","299","620","919","sa508059"
"Levi Michael","Twins (A+)","22","375",".272","1.16","13.6 %","46.4 %","40.0 %","11.0 %","4.0 %","41.9 %","25.6 %","32.6 %","19.8 %","240","491","731","sa526207"
"Will Piwnica-Worms","- - -","23","383",".315","1.72","16.7 %","52.7 %","30.6 %","21.3 %","4.0 %","45.7 %","19.7 %","34.7 %","20.3 %","271","486","757","sa546827"
"Mesac Laguna","Astros (R)","21","90",".288","0.84","22.0 %","35.6 %","42.4 %","24.0 %","4.0 %","52.5 %","19.7 %","27.9 %","40.0 %","23","137","160","sa547838"
"Chris Lofton","Giants (A+)","23","516",".325","1.76","17.6 %","52.5 %","29.9 %","15.0 %","4.0 %","43.1 %","25.5 %","31.4 %","14.0 %","436","912","1348","sa548460"
"Fernando Pujadas","Giants (R)","21","116",".358","1.56","20.0 %","48.8 %","31.3 %","20.0 %","4.0 %","41.2 %","31.8 %","27.1 %","19.1 %","58","136","194","sa548638"
"Pierce Rankin","- - -","24","183",".207","0.98","13.2 %","43.0 %","43.9 %","16.0 %","4.0 %","45.8 %","21.2 %","33.1 %","30.4 %","91","268","359","sa549523"
"Rafael Fernandez","Mariners (R)","19","242",".310","2.00","19.4 %","53.8 %","26.9 %","30.0 %","4.0 %","41.0 %","20.5 %","38.5 %","19.8 %","94","275","369","sa596240"
"Antonio Gonzalez","Cubs (R)","19","123",".284","1.40","9.1 %","53.0 %","37.9 %","28.0 %","4.0 %","46.4 %","24.6 %","29.0 %","29.3 %","89","164","253","sa596957"
"Javaris Reynolds","Astros (R)","20","178",".296","2.52","6.4 %","67.0 %","26.6 %","20.0 %","4.0 %","39.1 %","29.5 %","31.4 %","41.8 %","69","268","337","sa598612"
"Pat Blair","Rays (A-)","21","133",".218","1.60","12.2 %","54.1 %","33.8 %","20.0 %","4.0 %","54.9 %","22.0 %","23.2 %","30.4 %","90","173","263","sa620945"
"Jordan Parr","Diamondbacks (A-)","22","182",".270","1.22","11.2 %","48.8 %","40.0 %","32.0 %","4.0 %","51.2 %","21.7 %","27.1 %","24.2 %","80","230","310","sa658785"
"Edson Garcia","Mexican (AAA)","20","109",".261","1.20","16.7 %","45.5 %","37.9 %","8.0 %","4.0 %","44.6 %","27.0 %","28.4 %","7.2 %","155","248","403","sa691751"
"Will Callaway","Giants (R)","23","112",".321","1.36","16.9 %","47.9 %","35.2 %","28.0 %","4.0 %","41.3 %","26.3 %","32.5 %","21.1 %","52","138","190","sa709595"
"Hector Asencio","Yankees (R)","19","86",".362","0.68","10.6 %","36.2 %","53.2 %","24.0 %","4.0 %","35.4 %","25.0 %","39.6 %","40.4 %","30","141","171","sa736662"
"Jhon Alvarez","Twins (R)","17","104",".200","0.96","7.5 %","45.3 %","47.2 %","20.0 %","4.0 %","46.4 %","25.0 %","28.6 %","33.9 %","65","153","218","sa737087"
"Luis Rodriguez","Dodgers (R)","18","132",".247","1.56","19.0 %","49.4 %","31.6 %","24.0 %","4.0 %","56.3 %","14.9 %","28.7 %","25.1 %","65","174","239","sa737217"
"Amalani Fukofuka","Royals (R)","17","187",".343","2.64","15.7 %","61.1 %","23.1 %","12.0 %","4.0 %","38.4 %","24.1 %","37.5 %","24.9 %","122","256","378","sa737816"
"Giuseppe Papaccio","- - -","22","189",".333","1.34","16.4 %","47.9 %","35.7 %","20.0 %","4.0 %","40.6 %","20.3 %","39.2 %","20.1 %","101","262","363","sa738168"
"Yoel Sanchez","Indians (R)","19","103",".323","1.16","8.5 %","49.2 %","42.4 %","20.0 %","4.0 %","46.9 %","23.4 %","29.7 %","41.2 %","43","151","194","sa740301"
"Austin Hedges","- - -","20","341",".301","0.95","19.3 %","39.3 %","41.4 %","28.7 %","4.0 %","55.2 %","23.8 %","21.0 %","12.2 %","368","651","1019","12976"
"Ben Broussard","- - -","36","304",".362","0.82","13.2 %","39.2 %","47.6 %","18.8 %","4.0 %","40.7 %","26.9 %","32.4 %","10.6 %","440","680","1120","312"
"Tim Beckham","Rays (AAA)","23","522",".348","1.68","21.4 %","49.3 %","29.3 %","19.8 %","4.0 %","49.9 %","21.2 %","28.9 %","11.3 %","730","1264","1994","7949"
"Scott Wingo","- - -","24","398",".317","0.97","9.5 %","44.5 %","45.9 %","23.8 %","4.0 %","43.4 %","27.5 %","29.2 %","16.4 %","317","572","889","sa598178"
"Brock Holt","Red Sox (AAA)","25","329",".303","1.43","21.6 %","46.2 %","32.2 %","10.5 %","3.9 %","40.4 %","24.2 %","35.4 %","6.5 %","482","763","1245","9345"
"Peter Hissey","Red Sox (AA)","23","294",".327","1.04","21.7 %","39.9 %","38.4 %","10.5 %","3.9 %","32.4 %","25.0 %","42.7 %","8.5 %","393","712","1105","sa454542"
"Austin Dean","- - -","19","257",".324","0.86","20.8 %","36.5 %","42.7 %","34.2 %","3.9 %","40.4 %","20.2 %","39.3 %","26.1 %","97","340","437","sa657985"
"Dave Sappelt","Cubs (AAA)","26","355",".268","0.90","13.9 %","40.7 %","45.4 %","27.6 %","3.9 %","51.6 %","21.7 %","26.8 %","4.9 %","498","795","1293","6898"
"Christian Arroyo","Giants (R)","18","209",".377","1.33","19.6 %","45.9 %","34.5 %","15.7 %","3.9 %","45.2 %","21.0 %","33.8 %","22.0 %","89","257","346","16434"
"Drew Butera","- - -","29","151",".218","0.76","18.2 %","35.5 %","46.4 %","29.4 %","3.9 %","54.0 %","21.2 %","24.8 %","7.5 %","202","369","571","3411"
"Xavier Avery","- - -","23","533",".346","1.80","16.9 %","53.5 %","29.7 %","15.7 %","3.9 %","46.5 %","30.3 %","23.3 %","9.4 %","833","1327","2160","8471"
"Sergio Contreras","Mexican (AAA)","33","409",".348","1.20","23.5 %","41.6 %","34.8 %","28.4 %","3.9 %","36.2 %","22.4 %","41.4 %","6.7 %","563","913","1476","sa199023"
"Sergio Garcia","- - -","22","237",".372","1.43","12.1 %","51.8 %","36.2 %","23.5 %","3.9 %","54.3 %","26.1 %","19.6 %","16.1 %","261","577","838","sa505255"
"Chad Oberacker","Athletics (AA)","24","506",".288","0.95","14.3 %","41.8 %","43.8 %","19.0 %","3.9 %","47.5 %","23.1 %","29.4 %","10.3 %","619","1174","1793","sa549447"
"Jesus Valenzuela","Mexican (AAA)","24","377",".331","1.26","12.5 %","48.9 %","38.6 %","20.6 %","3.9 %","38.5 %","27.0 %","34.4 %","5.9 %","618","833","1451","sa592343"
"John Polonius","- - -","22","270",".307","2.04","18.4 %","54.7 %","26.8 %","5.9 %","3.9 %","42.6 %","27.4 %","30.0 %","22.6 %","130","406","536","sa599310"
"Juan Lorenzo","Yankees (R)","20","193",".326","1.39","12.2 %","51.1 %","36.7 %","33.3 %","3.9 %","44.8 %","24.1 %","31.0 %","20.9 %","68","239","307","sa737336"
"Fernando Valenzuela","Mexican (AAA)","30","423",".373","1.01","23.1 %","38.6 %","38.3 %","17.2 %","3.9 %","43.6 %","27.5 %","28.9 %","5.2 %","563","950","1513","sa225728"
"Scooter Gennett","Brewers (AAA)","23","350",".333","1.68","20.2 %","50.0 %","29.8 %","28.6 %","3.9 %","40.8 %","19.1 %","40.1 %","7.7 %","424","790","1214","10339"
"Chace Numata","Phillies (A)","20","351",".258","1.87","14.3 %","55.8 %","29.8 %","19.5 %","3.9 %","39.6 %","21.1 %","39.3 %","18.6 %","164","426","590","sa549139"
"Joxelier Garcia","White Sox (R)","19","243",".281","0.95","10.7 %","43.5 %","45.8 %","20.8 %","3.9 %","55.0 %","21.1 %","23.9 %","20.4 %","111","277","388","sa657800"
"Richi Sanchez","Diamondbacks (R)","19","253",".386","0.95","10.7 %","43.5 %","45.8 %","11.7 %","3.9 %","42.0 %","25.4 %","32.5 %","17.4 %","218","266","484","sa736755"
"Bobby Haney","Giants (A+)","24","397",".314","1.11","19.6 %","42.2 %","38.1 %","17.5 %","3.9 %","41.9 %","21.1 %","37.0 %","14.4 %","331","712","1043","sa549576"
"Ramon Flores","Yankees (AA)","21","620",".306","1.23","19.0 %","44.7 %","36.3 %","15.5 %","3.9 %","44.5 %","26.2 %","29.4 %","4.6 %","1030","1533","2563","11165"
"Orlando Arcia","Brewers (A)","18","486",".268","2.03","19.4 %","54.0 %","26.6 %","22.1 %","3.8 %","39.0 %","21.5 %","39.5 %","7.5 %","406","829","1235","13185"
"Matt Kennelly","- - -","24","96",".247","1.42","13.7 %","50.7 %","35.6 %","23.1 %","3.8 %","57.3 %","18.7 %","24.0 %","10.1 %","104","192","296","sa390294"
"Alden Carrithers","- - -","28","330",".314","1.22","27.0 %","40.1 %","32.9 %","15.4 %","3.8 %","33.9 %","24.7 %","41.4 %","5.6 %","461","680","1141","sa454577"
"Carter Bell","Diamondbacks (A)","23","227",".259","0.95","10.6 %","43.5 %","45.9 %","25.6 %","3.8 %","44.6 %","25.4 %","29.9 %","19.9 %","71","286","357","sa455451"
