"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Evan Frey","- - -","22","624","12.2 %","13.5 %","0.90",".314",".400",".411",".810",".097","7.7",".364","2.4","97","21.1",".372","128","sa390638"
"Brandon Fowler","Royals (R)","19","16","25.0 %","25.0 %","1.00",".273",".438",".273",".710",".000","5.9",".375","0.2","3","0.4",".372","116","sa456601"
"Adler Garabito","White Sox (R)","20","73","17.8 %","17.8 %","1.00",".228",".384",".333",".717",".105","4.4",".289","0.0","11","1.8",".372","120","sa3001835"
"Scott Cousins","- - -","23","320","9.4 %","25.0 %","0.38",".285",".356",".465",".822",".181","6.9",".364","1.4","47","10.0",".372","128","173"
"Robedluis Fuentes","Giants (R)","19","248","9.7 %","11.7 %","0.83",".300",".386",".338",".724",".038","4.2",".343","-0.5","37","6.2",".372","120","sa3001488"
"Joseph Nowicki","Orioles (A)","25","550","8.4 %","25.8 %","0.32",".276",".345",".490",".835",".213","6.3",".349","0.8","88","20.9",".372","131","sa326431"
"Eric Fry","Rangers (A-)","20","247","8.5 %","20.6 %","0.41",".296",".370",".426",".796",".130","5.3",".358","1.4","37","5.6",".372","118","sa392963"
"Ben Broussard","- - -","31","346","7.2 %","17.9 %","0.40",".273",".344",".510",".854",".237","4.2",".289","0.0","53","10.9",".372","127","312"
"Jed Morris","- - -","28","251","10.0 %","15.9 %","0.63",".274",".347",".496",".842",".221","3.3",".295","-0.1","39","6.7",".372","120","sa202300"
"Luke Carlin","Padres (AAA)","27","111","17.1 %","24.3 %","0.70",".261",".396",".432",".828",".170","0.8",".322","0.0","18","2.5",".372","117","4666"
"Gregg Zaun","Blue Jays (AAA)","37","8","0.0 %","25.0 %","0.00",".250",".250",".625",".875",".375","0.1",".200","0.0","1","0.3",".371","129","580"
"Josh Thole","Mets (A+)","21","402","11.2 %","9.5 %","1.18",".300",".382",".427",".808",".127","3.5",".320","0.1","60","13.8",".371","130","9689"
"Reese Havens","Mets (A-)","21","97","11.3 %","27.8 %","0.41",".247",".340",".471",".811",".224","7.0",".327","0.2","15","3.5",".371","131","sa454377"
"Tim Raines","Diamondbacks (AAA)","28","540","4.8 %","17.8 %","0.27",".311",".346",".530",".876",".219","8.4",".352","2.0","85","12.1",".371","117","1807"
"John Gall","Marlins (AAA)","30","400","7.8 %","12.5 %","0.62",".312",".369",".493",".862",".181","3.4",".332","-0.2","63","9.0",".371","117","2142"
"Erik Lovett","Yankees (A-)","22","59","5.1 %","33.9 %","0.15",".273",".305",".527",".832",".255","1.2",".364","0.0","9","2.1",".371","131","sa455141"
"Dave Sappelt","Reds (R)","21","279","7.5 %","16.1 %","0.47",".299",".354",".496",".850",".197","7.0",".340","-0.1","46","5.9",".371","115","6898"
"Jeff Dragicevich","- - -","25","405","14.1 %","22.5 %","0.63",".278",".386",".428",".814",".150","2.8",".347","-1.9","61","9.7",".371","119","sa253312"
"Rafael Castaneda","Mexican (AAA)","40","148","14.2 %","8.8 %","1.62",".273",".386",".397",".783",".124","3.1",".290","0.6","21","2.0",".371","111","sa3001350"
"Cesar Nicolas","Diamondbacks (AA)","26","365","15.1 %","16.4 %","0.92",".260",".390",".409",".799",".149","1.5",".302","-0.5","54","9.3",".371","121","sa283192"
"Chris Swauger","Cardinals (A-)","21","199","6.0 %","21.1 %","0.29",".291",".348",".469",".818",".179","2.8",".341","-0.1","31","7.2",".371","131","sa455020"
"Geraldo Martinez","Dodgers (R)","20","9","22.2 %","11.1 %","2.00",".143",".333",".429",".762",".286","9.0",".167","0.6","1","0.2",".371","120","sa3000944"
"Clay Fuller","Angels (A)","21","533","12.8 %","22.9 %","0.56",".260",".379",".425",".803",".164","8.1",".338","3.0","81","20.1",".371","133","sa326722"
"Carlos Morales","Cubs (R)","19","272","7.4 %","23.2 %","0.32",".284",".353",".395",".748",".111","8.0",".372","1.4","41","6.6",".371","120","sa3001481"
"Jesus Palomo","Yankees (R)","18","117","14.5 %","26.5 %","0.55",".215",".376",".333",".709",".118","5.6",".311","-0.7","17","2.8",".371","119","sa505532"
"Cory Sullivan","Rockies (AAA)","28","419","7.4 %","15.0 %","0.49",".320",".373",".475",".848",".155","5.9",".366","-0.6","66","9.2",".371","116","1940"
"Francisco Martinez","Tigers (R)","17","280","10.0 %","10.0 %","1.00",".321",".394",".349",".744",".028","4.3",".359","0.5","40","7.5",".371","123","sa503297"
"Nicholas Farnsworth","Angels (R)","19","205","7.3 %","25.4 %","0.29",".275",".338",".473",".811",".198","5.6",".352","-0.3","33","4.4",".371","115","sa455054"
"Pedro Chourio","Red Sox (R)","18","277","10.5 %","25.6 %","0.41",".237",".347",".401",".747",".164","4.6",".313","0.0","41","6.7",".371","119","sa3001667"
"Ryan Roberson","- - -","24","510","6.7 %","24.9 %","0.27",".286",".341",".497",".838",".211","4.1",".341","-0.3","77","14.9",".371","124","sa294015"
"Brian Pellegrini","Astros (A)","23","363","9.9 %","26.2 %","0.38",".226",".331",".503",".835",".277","7.7",".250","2.0","58","13.5",".371","130","sa389809"
"Dan Brewer","Yankees (A-)","20","262","8.0 %","24.8 %","0.32",".296",".372",".426",".798",".130","5.7",".396","1.5","40","9.3",".371","130","sa454991"
"Mark Trumbo","- - -","22","572","5.8 %","16.8 %","0.34",".281",".325",".540",".864",".258","4.5",".288","-0.8","90","15.1",".371","120","6876"
"Mitch Canham","Padres (A+)","23","488","13.5 %","15.0 %","0.90",".285",".382",".434",".816",".149","6.2",".327","1.9","78","13.2",".370","120","sa389920"
"Geancarlo Mendez","Phillies (R)","18","269","10.8 %","8.9 %","1.21",".269",".386",".329",".715",".059","6.6",".289","1.2","40","6.5",".370","119","sa507247"
"Justin Upton","Diamondbacks (AAA)","20","68","10.3 %","38.2 %","0.27",".279",".353",".508",".861",".230","8.3",".438","0.4","11","1.5",".370","116","5222"
"Tomas Telis","Rangers (R)","17","266","9.4 %","6.0 %","1.56",".299",".374",".380",".754",".081","6.3",".315","1.6","40","6.4",".370","119","10067"
"Jose Guevara","Cubs (R)","20","56","12.5 %","32.1 %","0.39",".261",".393",".348",".741",".087","1.8",".429","0.0","9","1.2",".370","115","sa456465"
"Kyle Phillips","Blue Jays (AA)","24","301","9.0 %","13.6 %","0.66",".306",".370",".455",".826",".149","1.5",".336","-0.8","45","8.6",".370","123","4740"
"Christopher De La Rosa","Red Sox (R)","19","173","13.9 %","27.2 %","0.51",".219",".378",".343",".721",".124","7.7",".326","0.1","26","4.1",".370","119","sa3001773"
"Juan Gonzalez","Dodgers (AA)","26","430","13.3 %","19.5 %","0.68",".261",".375",".436",".811",".175","2.0",".304","0.1","64","10.6",".370","120","sa200559"
"Eliel Sierra","Twins (R)","22","230","12.6 %","15.7 %","0.81",".230",".370",".348",".717",".118","3.7",".273","-0.9","34","5.5",".370","119","sa3001554"
"Jhonaldo Pozo","Padres (R)","19","214","15.0 %","31.8 %","0.47",".235",".355",".385",".741",".151","3.7",".346","-0.7","32","5.1",".370","119","sa502653"
"Greg Halman","- - -","20","539","5.9 %","26.3 %","0.23",".272",".326",".528",".854",".256","8.1",".323","3.1","83","13.9",".370","120","6617"
"Niko Vasquez","- - -","19","291","11.3 %","23.7 %","0.48",".287",".383",".413",".796",".126","5.7",".383","1.1","47","10.0",".370","125","sa454460"
"Luis Valbuena","- - -","22","523","11.3 %","13.2 %","0.86",".303",".382",".431",".813",".128","5.2",".337","0.2","79","11.5",".370","118","4969"
"Dusty Ryan","- - -","23","419","10.5 %","29.1 %","0.36",".266",".346",".491",".837",".225","4.6",".348","0.0","63","12.3",".370","124","2312"
"Michael Avila","Cardinals (R)","18","118","13.6 %","32.2 %","0.42",".219",".350",".385",".736",".167","8.8",".321","1.1","18","2.8",".370","119","sa3001638"
"Rayner Contreras","Padres (A+)","21","223","9.4 %","16.1 %","0.58",".309",".396",".402",".798",".093","6.4",".380","-0.4","35","5.9",".370","120","sa322912"
"Blake DeWitt","Dodgers (AAA)","22","124","8.1 %","11.3 %","0.71",".306",".366",".486",".852",".180","5.4",".319","0.2","19","2.6",".370","115","7485"
"Michael McKenry","Rockies (A+)","23","472","11.7 %","21.4 %","0.54",".258",".360",".468",".827",".210","2.5",".300","-1.7","75","12.5",".370","120","9628"
"Petey Paramore","- - -","21","158","20.3 %","20.3 %","1.00",".250",".408",".355",".762",".105","1.5",".330","0.0","24","5.5",".370","126","sa454459"
"Justin Nelson","Rockies (AA)","25","420","11.7 %","27.9 %","0.42",".247",".348",".486",".834",".239","4.4",".308","-2.0","63","9.7",".370","118","sa254485"
"Seth Fortenberry","Yankees (A+)","24","477","13.4 %","26.2 %","0.51",".263",".372",".434",".805",".170","5.5",".352","-0.1","70","15.8",".370","129","sa327179"
"John McDonald","Blue Jays (A+)","33","12","8.3 %","8.3 %","1.00",".364",".417",".364",".780",".000","2.0",".400","0.0","2","0.4",".370","129","395"
"Henry Contreras","- - -","22","104","2.9 %","26.9 %","0.11",".323",".369",".406",".775",".083","5.0",".456","0.4","17","2.1",".370","115","sa455238"
"Scott Savastano","- - -","22","113","10.6 %","14.2 %","0.75",".297",".372",".406",".778",".109","5.9",".345","-1.2","18","2.3",".370","115","sa389423"
"Josh Bell","Dodgers (A+)","21","223","13.9 %","25.1 %","0.55",".273",".373",".455",".827",".182","5.8",".354","-0.2","35","5.9",".370","120","2510"
"Josh Alley","Padres (AA)","24","348","16.1 %","12.1 %","1.33",".282",".397",".397",".794",".115","4.6",".317","0.0","52","8.0",".370","118","sa294346"
"Jaime Del Valle","White Sox (R)","18","185","13.0 %","11.9 %","1.09",".283",".391",".322",".714",".039","4.1",".323","-1.6","27","4.3",".370","119","sa507097"
"Marlon Byrd","Rangers (AAA)","30","18","11.1 %","33.3 %","0.33",".313",".389",".438",".826",".125","3.7",".500","-0.5","3","0.4",".370","115","950"
"Eduard Martinez","Phillies (R)","21","166","19.3 %","16.3 %","1.19",".224",".396",".296",".692",".072","4.6",".273","-1.4","25","3.9",".369","119","sa3001445"
"Daniel Lyons","- - -","23","592","13.0 %","16.2 %","0.80",".272",".392",".405",".797",".133","6.7",".323","0.5","94","20.3",".369","128","sa389418"
"Edwin Garcia","Rangers (R)","17","250","12.4 %","11.2 %","1.11",".292",".385",".335",".720",".043","4.5",".333","-0.1","37","5.8",".369","119","sa499640"
"Lou Palmisano","- - -","25","113","8.8 %","13.3 %","0.67",".297",".372",".416",".788",".119","3.8",".333","-0.2","17","3.3",".369","124","sa225655"
"Joris Bert","Dodgers (R)","21","87","18.4 %","21.8 %","0.84",".250",".414",".309",".723",".059","5.6",".347","-1.3","13","2.6",".369","124","sa392107"
"Wilton Veras","Mexican (AAA)","30","187","5.3 %","4.3 %","1.25",".335",".380",".416",".796",".081","3.9",".341","0.0","26","2.3",".369","110","sa3001094"
"David Flores","Astros (A-)","21","236","5.1 %","14.8 %","0.34",".266",".319",".495",".815",".229","5.0",".273","0.9","36","8.2",".369","130","sa454611"
"Joel Staples","Marlins (A-)","21","277","10.1 %","24.9 %","0.41",".293",".364",".435",".799",".142","5.7",".384","0.1","42","9.6",".369","129","sa455731"
"Eduardo Urbina","- - -","20","185","12.4 %","17.8 %","0.70",".263",".378",".349",".727",".086","6.1",".317","-2.1","27","4.3",".369","119","sa455970"
"Brock Kjeldgaard","Brewers (R)","22","343","9.0 %","32.9 %","0.27",".278",".350",".503",".853",".225","4.1",".392","-2.0","56","6.6",".369","113","sa326252"
"Alexander Feinberg","Rockies (R)","22","190","14.7 %","12.6 %","1.17",".304",".421",".342",".763",".038","4.0",".358","-0.1","31","3.7",".369","113","sa455360"
"Brandon Laird","Yankees (A)","20","506","7.9 %","17.0 %","0.47",".273",".334",".498",".832",".225","2.9",".287","-0.1","80","18.1",".369","129","5476"
"Abraham De Leon","Athletics (R)","19","179","17.9 %","10.1 %","1.78",".245",".401",".295",".696",".050","5.7",".279","0.3","26","4.1",".369","118","sa503246"
"Patrick Rose","Rockies (A-)","22","269","12.6 %","20.8 %","0.61",".274",".383",".386",".768",".112","6.9",".352","1.3","39","5.5",".369","116","sa455246"
"Richard Paz","- - -","30","330","16.7 %","11.8 %","1.41",".275",".406",".382",".788",".107","3.5",".306","0.4","49","6.9",".369","117","sa205395"
"Tyler Kolodny","Orioles (A-)","20","303","11.2 %","27.4 %","0.41",".240",".363",".428",".791",".188","6.4",".316","-0.8","46","10.4",".369","129","sa392074"
"Wily Hiraldo","Mets (R)","19","148","16.2 %","18.9 %","0.86",".252",".390",".311",".701",".059","6.6",".322","-0.1","22","3.4",".369","118","sa3001656"
"Jeremy Synan","Marlins (A-)","21","292","7.9 %","20.9 %","0.38",".297",".356",".447",".804",".150","5.9",".374","-0.1","44","10.0",".369","129","sa456099"
"Leonardo Ferrini","Blue Jays (R)","19","283","13.4 %","14.1 %","0.95",".283",".388",".326",".714",".043","6.8",".338","1.4","42","6.5",".369","118","sa506157"
"Tyler Mann","Angels (R)","18","77","19.5 %","24.7 %","0.79",".246",".395",".344",".739",".098","7.9",".357","0.1","12","1.5",".369","114","sa390634"
"Luis Exposito","- - -","21","443","4.7 %","20.1 %","0.24",".293",".330",".508",".838",".216","3.5",".327","-0.9","70","13.3",".369","124","4398"
"Demond Smith","Mexican (AAA)","35","463","13.2 %","14.3 %","0.92",".277",".388",".391",".779",".114","7.9",".324","-0.3","65","5.3",".368","109","sa3001114"
"Tonys Gutierrez","Reds (AA)","24","501","13.6 %","15.0 %","0.91",".283",".396",".394",".789",".111","3.4",".327","-3.4","73","11.7",".368","119","sa244174"
"Tim Fedroff","Indians (A-)","21","102","9.8 %","19.6 %","0.50",".319",".382",".407",".789",".088","4.3",".403","-0.3","15","3.5",".368","129","sa454958"
"Jerry Sands","Dodgers (R)","20","185","15.7 %","23.2 %","0.67",".205",".346",".438",".784",".233","5.1",".204","0.7","28","5.3",".368","123","4016"
"John Shelby","White Sox (A+)","22","482","4.6 %","20.3 %","0.22",".295",".331",".510",".841",".215","8.9",".346","4.5","76","14.8",".368","124","sa326756"
"Robert Andino","Marlins (AAA)","24","204","8.8 %","15.2 %","0.58",".287",".356",".497",".854",".210","6.8",".317","-0.5","32","4.0",".368","115","4900"
"Brandon Waring","Reds (A)","22","503","8.5 %","31.0 %","0.28",".270",".346",".467",".813",".197","3.2",".364","0.1","76","18.0",".368","131","sa389878"
"Argenis Martinez","Indians (R)","18","246","13.0 %","16.3 %","0.80",".265",".376",".343",".719",".078","9.6",".327","3.8","36","5.5",".368","118","sa502607"
"Luis Ramirez","Orioles (R)","20","116","4.3 %","14.7 %","0.29",".321",".357",".422",".779",".101","3.7",".374","-0.2","17","3.3",".368","123","sa455971"
"Adam Klein","- - -","24","368","19.8 %","16.8 %","1.18",".273",".420",".344",".764",".071","6.3",".339","0.4","55","12.9",".368","130","sa388960"
"Matt Watson","Blue Jays (AAA)","29","304","15.1 %","15.5 %","0.98",".290",".395",".421",".815",".131","2.3",".332","-0.1","46","9.8",".368","127","1846"
"Francisco Valdez","Mexican (AAA)","39","156","6.4 %","8.3 %","0.77",".343",".393",".388",".781",".045","2.4",".371","0.4","22","1.8",".368","109","sa185584"
"Jarrett Santos","- - -","26","12","0.0 %","41.7 %","0.00",".364",".364",".455",".818",".091","4.6",".667","0.2","2","0.3",".368","115","sa254609"
"Jorge Padilla","- - -","28","449","9.6 %","11.4 %","0.84",".317",".400",".399",".799",".082","4.4",".354","-1.9","68","13.8",".368","125","2054"
"Ryan Mount","Angels (A+)","21","369","6.2 %","18.2 %","0.34",".290",".337",".512",".849",".222","7.7",".317","0.9","58","9.3",".368","119","sa295152"
"Ryde Rodriguez","- - -","20","172","5.2 %","19.2 %","0.27",".329",".378",".392",".770",".063","4.1",".413","-0.6","26","5.0",".368","123","sa455726"
"Jordan Kendall","White Sox (R)","21","201","4.5 %","16.9 %","0.26",".319",".363",".449",".812",".130","8.0",".373","-2.5","32","6.2",".368","124","sa390652"
"Miles Durham","- - -","25","551","5.8 %","20.3 %","0.29",".293",".343",".481",".824",".188","5.4",".342","1.2","86","17.7",".368","127","sa328151"
"Brayan Pena","Royals (AAA)","26","266","9.8 %","6.4 %","1.53",".303",".376",".462",".838",".158","4.5",".307","0.1","41","5.2",".368","114","3231"
"Sean Henry","- - -","22","500","9.0 %","16.4 %","0.55",".286",".362",".451",".813",".165","7.1",".327","1.2","73","11.8",".368","119","sa254577"
"Roan Salas","Rangers (R)","18","129","8.5 %","12.4 %","0.69",".281",".349",".404",".752",".123","4.4",".306","-0.1","19","2.9",".368","118","sa504968"
"Alexander Nunez","Tigers (R)","18","199","12.6 %","22.1 %","0.57",".275",".369",".357",".725",".082","5.4",".362","-0.1","29","4.4",".368","118","sa503308"
"Xavier Paul","Dodgers (AAA)","23","506","8.5 %","19.0 %","0.45",".316",".378",".463",".841",".147","6.5",".381","0.2","78","9.7",".368","114","5963"
"Chad Huffman","Padres (AA)","23","517","13.0 %","16.1 %","0.81",".284",".383",".419",".802",".135","2.5",".328","-0.3","76","11.2",".368","117","5311"
"Tim Smith","Rangers (A)","22","538","6.1 %","15.1 %","0.41",".300",".359",".450",".809",".150","5.6",".333","0.5","81","18.9",".368","131","sa390330"
"Joe Dickerson","Royals (A+)","21","353","8.8 %","13.6 %","0.65",".297",".376",".442",".818",".145","7.0",".337","-1.3","55","10.6",".367","124","sa291263"
"Miguel Flores","Mexican (AAA)","37","335","11.0 %","6.9 %","1.61",".316",".390",".388",".778",".071","4.9",".338","1.4","46","3.6",".367","108","sa3001113"
"David Cooper","Diamondbacks (A-)","23","309","21.4 %","17.8 %","1.20",".252",".421",".286",".707",".034","6.1",".328","0.1","45","6.0",".367","115","sa454945"
"Ryan Hanigan","Reds (AAA)","27","311","8.0 %","12.5 %","0.64",".324",".392",".419",".811",".096","2.4",".361","-0.1","47","9.7",".367","126","4952"
"Justin Maxwell","Nationals (AA)","24","180","17.2 %","15.6 %","1.11",".233",".367",".459",".826",".226","8.6",".239","0.9","27","4.7",".367","121","6827"
"Michael Jones","- - -","23","567","8.8 %","17.8 %","0.50",".303",".367",".450",".817",".147","3.3",".353","0.0","89","17.3",".367","125","sa288768"
"Saul Soto","Mexican (AAA)","29","379","10.6 %","14.8 %","0.71",".283",".359",".440",".799",".158","2.9",".310","0.6","52","3.9",".367","108","sa211076"
"Jake Dugger","Nationals (A-)","23","211","19.4 %","28.4 %","0.68",".220",".383",".390",".773",".171","6.9",".317","-0.1","32","7.0",".367","128","sa388833"
"Marcus Lemon","Rangers (A+)","20","517","8.9 %","13.3 %","0.67",".295",".374",".434",".808",".139","5.7",".335","-1.6","81","12.5",".367","118","sa326707"
"Matt McBride","- - -","23","180","10.0 %","10.6 %","0.95",".276",".367",".429",".796",".154","5.8",".296","0.5","27","4.8",".367","123","9373"
"Cory Wade","Dodgers (AA)","25","2","50.0 %","0.0 %","1.00",".000",".500",".000",".500",".000","0.1",".000","0.0","0","0.0",".367","118","7570"
"Burke Badenhop","Marlins (AA)","25","3","33.3 %","33.3 %","1.00",".000",".500",".000",".500",".000","0.1",".000","0.0","0","0.1",".367","118","9736"
"Donato Giovanatto","- - -","23","297","6.7 %","17.8 %","0.38",".292",".363",".469",".832",".177","4.5",".332","-0.3","48","6.2",".367","112","sa390228"
"Elevys Gonzalez","Pirates (R)","18","166","6.6 %","16.9 %","0.39",".311",".367",".384",".752",".073","4.9",".374","0.5","23","4.0",".367","121","sa495744"
"Dee Brown","Nationals (A+)","25","397","7.3 %","23.4 %","0.31",".296",".370",".439",".809",".142","5.7",".379","0.4","62","11.7",".367","123","sa291734"
"Kevin Howard","- - -","27","315","12.7 %","12.1 %","1.05",".278",".370",".463",".833",".185","1.9",".288","-1.5","48","5.9",".367","114","sa202822"
"Jorge Agudelo","Mariners (R)","19","216","8.8 %","15.3 %","0.58",".281",".394",".326",".720",".045","5.2",".342","1.1","31","5.2",".367","120","sa504780"
"Jorge Jimenez","- - -","23","527","6.5 %","11.4 %","0.57",".316",".372",".439",".811",".123","3.6",".347","-0.2","81","13.4",".367","119","sa327863"
"Victor Santana","Giants (R)","19","274","9.9 %","21.9 %","0.45",".252",".352",".387",".739",".135","6.1",".316","0.6","40","5.8",".367","117","sa503674"
"Brandon Turner","Marlins (A-)","21","166","5.4 %","18.1 %","0.30",".331",".372",".417",".789",".086","2.2",".397","0.1","25","5.4",".367","128","sa455190"
"Luis Del Rosario","Royals (R)","18","202","13.4 %","21.8 %","0.61",".279",".380",".372",".752",".093","4.3",".365","-4.0","32","3.6",".367","113","sa455945"
"Chais Fuller","Braves (R)","23","199","5.5 %","17.6 %","0.31",".295",".356",".457",".812",".162","3.9",".348","0.0","32","5.9",".367","123","sa390292"
"Victor Trinidad","Athletics (R)","17","163","16.6 %","17.2 %","0.96",".244",".379",".328",".707",".084","5.1",".308","-0.8","24","3.5",".367","117","sa506025"
"James Tomlin","Dodgers (AA)","25","434","8.3 %","10.8 %","0.77",".313",".379",".420",".799",".107","5.4",".352","0.4","63","9.4",".366","118","sa199272"
"Ben Snyder","Giants (AA)","22","9","11.1 %","11.1 %","1.00",".286",".375",".429",".804",".143","1.6",".333","0.0","1","0.2",".366","121","sa326705"
"Jason Delaney","- - -","25","563","15.1 %","18.1 %","0.83",".284",".395",".404",".799",".120","4.3",".344","0.1","83","14.9",".366","122","sa291783"
"David Hernandez","Reds (R)","21","258","14.0 %","13.2 %","1.06",".257",".376",".336",".713",".079","6.8",".306","0.7","38","5.4",".366","117","sa3001188"
"Jared Keel","Pirates (A+)","23","496","13.1 %","17.9 %","0.73",".237",".358",".451",".810",".215","5.8",".252","1.1","77","14.4",".366","123","sa326581"
"Ernesto Frieri","- - -","22","3","33.3 %","33.3 %","1.00",".000",".500",".000",".500",".000","0.1",".000","0.0","0","-0.3",".366","52","5178"
"Joe Bateman","- - -","28","9","11.1 %","0.0 %","1.00",".333",".429",".333",".762",".000","1.6",".333","0.0","1","0.1",".366","104","sa201981"
"Dominic De La Osa","Twins (R)","22","284","13.0 %","22.9 %","0.57",".263",".384",".394",".778",".131","4.9",".337","0.7","45","8.3",".366","123","sa388364"
"Adan Amezcua","Mexican (AAA)","34","267","9.7 %","10.1 %","0.96",".292",".369",".425",".794",".133","2.6",".312","-0.6","37","2.5",".366","107","sa195259"
"Hank Conger","Angels (A+)","20","318","4.4 %","17.3 %","0.25",".303",".333",".517",".850",".214","4.4",".326","-0.2","50","7.4",".366","118","2505"
"Ramon Rios","- - -","20","194","3.1 %","7.2 %","0.43",".331",".367",".421",".788",".090","4.4",".360","-1.2","27","1.8",".366","107","sa509434"
"Michael Brantley","Brewers (AA)","21","479","10.4 %","5.6 %","1.85",".319",".395",".398",".793",".079","6.1",".332","2.4","69","10.2",".366","117","4106"
"Mike Lyon","Yankees (A-)","21","238","12.2 %","22.7 %","0.54",".268",".361",".429",".791",".161","6.4",".333","1.1","36","7.6",".366","127","sa455130"
"Adam Heether","Brewers (AAA)","26","471","13.6 %","18.9 %","0.72",".272",".383",".446",".829",".174","5.6",".321","1.9","72","8.2",".366","113","sa226130"
"Jack Wilson","- - -","30","37","10.8 %","8.1 %","1.33",".323",".417",".355",".772",".032","3.8",".357","0.2","5","1.0",".366","122","1017"
"Steve Susdorf","- - -","22","196","8.2 %","14.3 %","0.57",".295",".352",".455",".807",".159","1.6",".322","-0.9","29","6.2",".366","127","8587"
"Cody Strait","- - -","25","463","7.1 %","20.5 %","0.35",".275",".332",".493",".825",".218","6.4",".315","0.9","69","11.4",".366","119","sa253306"
"Michael Harrington","Twins (R)","22","276","10.9 %","20.3 %","0.54",".266",".355",".452",".807",".187","2.1",".311","-0.1","44","8.0",".366","122","sa454602"
"Bobby Wilson","Angels (AAA)","25","298","9.7 %","15.1 %","0.64",".312",".386",".435",".821",".123","1.2",".362","0.1","46","5.1",".366","113","6564"
"Hector Gomez","Rays (R)","20","243","18.1 %","22.6 %","0.80",".234",".374",".340",".715",".107","6.4",".302","2.2","35","5.0",".365","116","sa503267"
"Ronnie Welty","Orioles (R)","20","226","4.0 %","21.7 %","0.18",".314",".362",".440",".801",".126","5.4",".397","0.1","36","6.5",".365","122","sa455432"
"Luis Osorio","Athletics (R)","17","91","16.5 %","11.0 %","1.50",".232",".404",".261",".665",".029","4.7",".271","0.2","13","1.9",".365","116","sa506023"
"Paul Vasquez","- - -","23","225","3.1 %","12.9 %","0.24",".299",".350",".451",".801",".152","3.9",".329","-0.6","33","7.4",".365","128","sa392834"
"Randy Pina","Twins (R)","17","36","8.3 %","22.2 %","0.38",".267",".389",".300",".689",".033","4.9",".364","0.2","5","0.7",".365","116","sa506773"
"Lonnie Chisenhall","Indians (A-)","19","305","7.9 %","10.5 %","0.75",".290",".355",".438",".794",".149","5.6",".314","0.5","45","9.7",".365","127","7571"
"Kevin Mahar","Phillies (A+)","27","132","14.4 %","26.5 %","0.54",".283",".386",".389",".776",".106","6.3",".395","0.4","19","3.9",".365","126","7164"
"Ryan Khoury","- - -","24","374","13.1 %","19.8 %","0.66",".286",".389",".403",".792",".117","4.2",".358","-0.7","55","9.3",".365","120","sa327720"
"Rhyne Hughes","Rays (AA)","24","450","10.2 %","24.9 %","0.41",".268",".356",".448",".804",".180","3.0",".341","0.1","65","9.3",".365","117","9955"
"Michael Saunders","- - -","21","394","9.9 %","24.4 %","0.41",".277",".357",".461",".817",".184","6.2",".354","-1.0","57","7.4",".365","116","9981"
"Ray Navarrete","Mexican (AAA)","30","26","7.7 %","11.5 %","0.67",".304",".360",".435",".795",".130","8.3",".350","0.2","4","0.2",".365","107","sa203940"
"Garabez Rosa","- - -","18","214","1.4 %","17.3 %","0.08",".322",".336",".449",".785",".127","5.4",".376","-0.8","32","5.7",".365","122","sa455978"
"Devery Van De Keere","Royals (R)","23","226","9.7 %","17.3 %","0.56",".280",".358",".465",".823",".185","5.3",".321","0.2","36","3.6",".365","111","sa389305"
"Domonic Brown","Phillies (A)","20","516","12.4 %","14.0 %","0.89",".291",".382",".417",".798",".126","6.0",".327","1.0","80","16.9",".365","127","3154"
"Todd Johnson","Athletics (A)","23","470","8.9 %","17.2 %","0.52",".281",".349",".458",".807",".177","5.5",".316","0.5","69","15.6",".365","129","sa327778"
"Ryan Rohlinger","- - -","24","501","9.4 %","14.0 %","0.67",".289",".364",".447",".811",".158","4.1",".315","0.2","76","11.5",".365","118","2621"
"Cesar Marquez","Mexican (AAA)","21","55","3.6 %","25.5 %","0.14",".358",".382",".396",".778",".038","1.9",".487","0.1","8","0.5",".365","107","sa3001708"
"Miguel Montero","Diamondbacks (AAA)","24","38","13.2 %","7.9 %","1.67",".281",".395",".438",".832",".156","0.5",".286","0.0","6","0.6",".365","112","3364"
"Juan Rijo","Yankees (R)","22","159","4.4 %","11.9 %","0.37",".309",".340",".416",".756",".107","7.7",".348","0.3","23","3.2",".365","116","sa3001272"
"Ryan Spilborghs","Rockies (AAA)","28","36","13.9 %","16.7 %","0.83",".300",".389",".433",".822",".133","3.5",".333","-0.5","5","0.6",".365","112","4521"
"Joe Thurston","Red Sox (AAA)","28","575","6.1 %","13.0 %","0.47",".316",".367",".456",".823",".140","5.9",".347","-1.3","85","16.9",".365","125","673"
"Craig Wilson","- - -","31","458","9.6 %","24.2 %","0.40",".256",".358",".468",".826",".212","2.5",".301","-0.4","69","11.5",".365","118","1015"
"Jason Taylor","Royals (A)","20","533","15.2 %","18.2 %","0.84",".242",".372",".418",".790",".176","6.9",".272","2.2","79","17.6",".365","129","sa326519"
"Eric Young Jr.","Rockies (AA)","23","476","12.8 %","16.2 %","0.79",".290",".391",".392",".784",".102","7.3",".353","2.1","69","9.0",".365","115","7158"
"Lorenzo Cain","- - -","22","550","9.3 %","20.9 %","0.44",".279",".356",".448",".804",".169","7.4",".343","2.7","78","13.7",".364","122","9077"
