"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Dioner Navarro","Rays (A+)","24","18","33.3 %","5.6 %","6.00",".400",".667",".800","1.467",".400","5.2",".375","0.2","6","4.1",".622","298","3179"
"Dave Bush","Brewers (AAA)","28","2","0.0 %","0.0 %","0.00",".500",".500","1.000","1.500",".500","2.6",".500","0.0","1","0.5",".621","280","4635"
"Joshua Dew","Cardinals (AA)","23","3","0.0 %","0.0 %","0.00",".667",".667",".667","1.333",".000","2.6",".667","0.0","1","0.7",".613","278","sa389290"
"Moises Alou","- - -","41","12","0.0 %","0.0 %","0.00",".500",".500",".833","1.333",".333","0.8",".455","0.0","4","2.4",".602","273","261"
"Yovani Gallardo","Brewers (AAA)","22","3","0.0 %","0.0 %","0.00",".667",".667",".667","1.333",".000","2.6",".667","0.0","1","0.7",".602","268","8173"
"Enny Romero","Rays (R)","17","4","0.0 %","0.0 %","0.00",".500",".500",".750","1.250",".250","0.1",".500","0.0","1","0.8",".600","253","4001"
"Tadahito Iguchi","Padres (A+)","33","11","9.1 %","18.2 %","0.50",".400",".455","1.000","1.455",".600","2.6",".333","0.0","4","2.4",".597","265","8581"
"Francisco De Los Santos","Mets (R)","17","11","45.5 %","9.1 %","5.00",".333",".727",".333","1.061",".000","7.5",".333","0.8","3","2.1",".594","249","sa3000914"
"Bruno Mercedes","Mariners (R)","19","3","33.3 %","0.0 %","1.00",".500",".667",".500","1.167",".000","0.1",".500","0.0","1","0.6",".592","248","sa3000514"
"Chris Snyder","Diamondbacks (A+)","27","5","0.0 %","40.0 %","0.00",".400",".400","1.000","1.400",".600","0.1",".500","0.0","2","1.0",".583","256","4606"
"Frederic Hanvi","Twins (R)","19","3","0.0 %","0.0 %","0.00",".500",".667",".500","1.167",".000","7.5",".500","0.2","1","0.6",".580","254","sa472883"
"Jeff Francoeur","Braves (AA)","24","14","7.1 %","14.3 %","0.50",".538",".571",".692","1.264",".154","4.4",".636","0.0","4","2.6",".565","248","4792"
"Juan Pierre","Dodgers (AAA)","30","8","25.0 %","12.5 %","2.00",".500",".625",".667","1.292",".167","2.0",".600","0.0","3","1.5",".563","242","443"
"Pedro Feliz","- - -","33","12","8.3 %","25.0 %","0.33",".364",".417",".909","1.326",".545","0.1",".333","0.0","4","2.2",".557","249","1112"
"Michael Nix","- - -","25","3","33.3 %","0.0 %","1.00",".500",".667",".500","1.167",".000","2.6",".500","0.0","1","0.5",".553","240","sa291773"
"Austin Kearns","- - -","28","25","24.0 %","12.0 %","2.00",".412",".560",".765","1.325",".353","3.6",".429","0.0","7","4.4",".546","247","332"
"Sean Casey","Red Sox (AAA)","33","7","14.3 %","14.3 %","1.00",".500",".571",".667","1.238",".167","2.6",".600","0.0","2","1.2",".544","246","314"
"Eddie Camacho","- - -","25","4","0.0 %","0.0 %","0.00",".500",".500",".750","1.250",".250","0.1",".500","0.0","1","0.7",".540","232","sa262064"
"Jesus Limon","Mexican (AAA)","20","6","33.3 %","0.0 %","2.00",".333",".667",".333","1.000",".000","0.1",".333","0.0","2","0.9",".537","218","sa543429"
"David Ortiz","- - -","32","22","22.7 %","13.6 %","1.67",".294",".455",".824","1.278",".529","2.2",".182","0.0","6","3.5",".528","233","745"
"Paul Konerko","White Sox (AAA)","32","18","33.3 %","5.6 %","6.00",".455",".611",".636","1.247",".182","1.2",".455","0.0","5","2.8",".521","230","242"
"Carlos Resendez","Mexican (AAA)","31","9","22.2 %","0.0 %","2.00",".429",".556",".571","1.127",".143","0.1",".429","0.0","2","1.2",".520","207","sa3001207"
"Dave Roberts","Giants (AAA)","36","37","16.2 %","16.2 %","1.00",".387",".486",".774","1.261",".387","4.2",".435","-0.9","11","5.7",".520","214","670"
"Demetrius Washington","Angels (R)","18","20","10.0 %","10.0 %","1.00",".471",".500",".647","1.147",".176","8.1",".500","0.2","6","2.8",".513","198","sa456661"
"Kit Pellow","Mexican (AAA)","34","438","11.2 %","14.6 %","0.77",".385",".459",".730","1.189",".345","2.9",".389","0.3","112","56.3",".510","200","1576"
"Kenny Baugh","Marlins (AAA)","29","7","0.0 %","0.0 %","0.00",".500",".500",".667","1.167",".167","1.6",".500","0.0","2","1.0",".508","206","sa200882"
"Franklin Felida","Nationals (R)","19","19","5.3 %","15.8 %","0.33",".353",".421",".647","1.068",".294","5.5",".385","-0.2","5","2.4",".508","199","sa506718"
"Nomar Garciaparra","Dodgers (AAA)","34","23","13.0 %","8.7 %","1.50",".450",".522",".650","1.172",".200","1.2",".471","0.0","6","3.3",".508","206","190"
"Elvin Orozco","Yankees (R)","19","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".497","193","sa3000532"
"Saul Gonzalez","Marlins (R)","19","4","0.0 %","25.0 %","0.00",".667",".500",".667","1.167",".000","0.1",".667","0.0","1","0.5",".497","193","sa503882"
"Carlos Urena","Yankees (R)","18","27","3.7 %","14.8 %","0.25",".375",".407",".667","1.074",".292","5.1",".400","0.0","7","3.1",".497","193","sa507161"
"Ryan Raburn","Tigers (AAA)","27","23","17.4 %","21.7 %","0.80",".316",".435",".737","1.172",".421","2.6",".333","0.0","6","3.1",".494","212","2218"
"Roberto Lopez","Angels (R)","22","319","10.7 %","7.2 %","1.48",".400",".480",".667","1.146",".267","4.2",".397","0.0","87","41.1",".492","189","sa454598"
"Eric Hosmer","Royals (R)","18","15","20.0 %","13.3 %","1.50",".364",".533",".545","1.079",".182","1.3",".444","0.0","4","1.9",".491","188","3516"
"Jaff Decker","- - -","18","228","25.0 %","18.0 %","1.39",".343",".513",".521","1.034",".178","7.3",".431","1.3","59","26.9",".489","183","7945"
"Jeff Keppinger","- - -","28","32","6.3 %","3.1 %","2.00",".448",".484",".621","1.105",".172","0.9",".444","0.0","8","4.2",".489","211","3856"
"Roberto Petagine","Mexican (AAA)","37","160","18.1 %","14.4 %","1.26",".372",".488",".605","1.092",".233","2.8",".416","-0.2","38","17.7",".488","186","8607"
"Tony Delmonico","Dodgers (R)","21","167","10.8 %","16.8 %","0.64",".340",".443",".716","1.159",".376","2.6",".363","0.2","45","20.9",".487","186","sa454730"
"Buster Posey","- - -","21","45","17.8 %","8.9 %","2.00",".351",".467",".622","1.088",".270","4.8",".375","0.0","11","5.3",".487","185","9166"
"Jesus Gomez","Mets (R)","19","4","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","1","0.4",".486","194","sa392864"
"Ruben Rivera","Mexican (AAA)","34","446","14.8 %","16.6 %","0.89",".350",".464",".637","1.101",".287","6.2",".384","2.4","105","48.3",".485","185","1550"
"Jason Waddell","Giants (AA)","27","3","66.7 %","33.3 %","2.00",".000",".667",".000",".667",".000","0.1",".000","0.0","1","0.4",".484","199","3474"
"Chris Fox","Angels (R)","22","68","17.6 %","16.2 %","1.09",".346",".500",".519","1.019",".173","9.7",".439","1.3","17","7.7",".484","181","sa456463"
"Mike Koplove","Dodgers (AAA)","31","6","0.0 %","33.3 %","0.00",".250",".250","1.000","1.250",".750","0.0",".000","-0.5","2","0.7",".481","188","63"
"Josh Johnson","Marlins (AA)","24","7","0.0 %","57.1 %","0.00",".286",".286",".857","1.143",".571","2.6",".500","0.0","2","0.8",".481","193","4567"
"Ramon Castro","Mets (A+)","32","24","12.5 %","8.3 %","1.50",".350",".417",".700","1.117",".350","2.6",".294","0.0","6","2.8",".481","204","514"
"Pat O'Sullivan","Mexican (AAA)","31","111","9.9 %","12.6 %","0.79",".392",".459",".619","1.078",".227","3.7",".410","0.6","26","11.3",".478","180","sa3001376"
"James Darnell","Padres (A-)","21","78","14.1 %","15.4 %","0.92",".373",".462",".582","1.044",".209","4.0",".434","-0.2","18","8.3",".478","185","9060"
"Daryle Ward","Cubs (AAA)","33","11","9.1 %","9.1 %","1.00",".500",".545",".500","1.045",".000","2.6",".556","0.0","3","1.3",".477","186","579"
"Russell Branyan","Brewers (AAA)","32","179","14.0 %","27.4 %","0.51",".359",".453",".693","1.145",".333","3.0",".467","0.4","45","20.7",".476","185","370"
"Jeff Clement","Mariners (AAA)","24","211","16.6 %","14.2 %","1.17",".335",".455",".676","1.131",".341","1.6",".341","0.1","53","24.1",".475","184","4652"
"Corky Miller","Braves (AAA)","32","67","13.4 %","16.4 %","0.82",".339",".448",".661","1.108",".321","1.3",".350","-0.5","16","7.9",".475","199","342"
"Kris Sanchez","Mariners (R)","24","154","12.3 %","21.4 %","0.58",".336",".422",".672","1.094",".336","2.9",".378","0.4","38","18.0",".474","190","sa392876"
"Michael Ambort","Giants (A-)","23","129","10.1 %","17.1 %","0.59",".328",".395",".664","1.059",".336","5.3",".341","0.3","30","13.3",".474","182","sa327808"
"Alex Buchholz","Reds (R)","20","153","10.5 %","16.3 %","0.64",".396",".471",".604","1.075",".209","5.9",".472","-0.2","39","17.1",".472","177","sa454711"
"Hank Blalock","- - -","27","29","17.2 %","20.7 %","0.83",".417",".517",".542","1.059",".125","5.2",".556","0.2","7","3.1",".471","184","1419"
"Hector Sanchez","Giants (R)","18","254","14.2 %","11.4 %","1.24",".348",".458",".502",".961",".155","5.7",".386","0.4","56","24.4",".469","177","10289"
"Jeremy Hermida","Marlins (A+)","24","19","21.1 %","15.8 %","1.33",".333",".474",".600","1.074",".267","2.6",".364","0.0","4","2.1",".469","196","7208"
"Erigson Sanchez","Mets (R)","17","3","0.0 %","66.7 %","0.00",".333",".333",".667","1.000",".333","0.1","1.000","0.0","1","0.3",".469","176","sa506923"
"Robert Lara","Padres (R)","21","203","18.2 %","14.8 %","1.23",".344",".490",".484",".974",".140","1.8",".411","-1.0","49","20.6",".468","172","sa455283"
"Joe Inglett","Blue Jays (AAA)","30","62","11.3 %","11.3 %","1.00",".407",".484",".574","1.058",".167","5.6",".457","-0.7","14","7.0",".468","195","7254"
"Micah Hoffpauir","Cubs (AAA)","28","313","5.4 %","14.7 %","0.37",".362",".393",".752","1.145",".390","4.9",".357","0.5","76","33.5",".467","179","4342"
"Jerry Hairston","Reds (AAA)","32","85","3.5 %","10.6 %","0.33",".380",".405",".684","1.088",".304","4.9",".388","-0.3","20","9.4",".466","193","144"
"Jairo Perez","Twins (R)","20","198","10.1 %","12.1 %","0.83",".338",".437",".525",".962",".188","6.3",".365","-0.1","43","18.3",".465","174","sa504599"
"Derrick White","Mexican (AAA)","38","308","12.7 %","13.0 %","0.98",".356",".445",".598","1.043",".242","2.3",".373","0.7","67","28.0",".465","171","sa3001084"
"Max Ramirez","- - -","23","337","12.5 %","20.5 %","0.61",".347",".439",".628","1.067",".281","3.7",".400","-0.5","77","33.9",".464","179","5039"
"Jose Bonilla","Royals (R)","19","121","4.1 %","18.2 %","0.23",".357",".405",".625","1.030",".268","8.1",".412","1.0","29","11.9",".464","170","sa394062"
"Kila Ka'aihue","- - -","24","515","20.2 %","13.0 %","1.55",".314",".456",".628","1.085",".314","2.3",".295","-0.3","119","52.5",".464","179","4707"
"Ernesto Manzanillo","- - -","19","149","16.8 %","20.1 %","0.83",".352",".456",".549","1.006",".197","7.0",".446","-0.7","33","15.1",".464","183","sa455735"
"Nelson Cruz","- - -","27","454","12.8 %","19.4 %","0.66",".341",".430",".693","1.122",".351","6.5",".357","1.2","109","47.3",".464","177","2434"
"Jose Bautista","Pirates (AAA)","27","23","13.0 %","26.1 %","0.50",".300",".391",".700","1.091",".400","6.5",".333","0.2","5","2.5",".463","191","1887"
"Mike Hampton","Braves (AA)","35","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".463","181","430"
"Omar Aguilar","Brewers (AA)","23","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".463","181","sa294680"
"Delwyn Young","Dodgers (AAA)","26","56","12.5 %","14.3 %","0.88",".347",".429",".673","1.102",".327","5.1",".368","0.0","13","5.7",".462","176","4563"
"Matt Treanor","Marlins (A+)","32","23","26.1 %","13.0 %","2.00",".313",".478",".563","1.041",".250","2.6",".308","0.0","5","2.4",".462","191","2265"
"Troy Tulowitzki","- - -","23","50","18.0 %","8.0 %","2.25",".350",".460",".600","1.060",".250","4.6",".343","0.2","12","5.1",".461","178","3531"
"Eric Chavez","Athletics (AAA)","30","33","9.1 %","21.2 %","0.43",".367",".424",".667","1.091",".300","2.1",".429","0.0","8","3.3",".460","174","906"
"Adam Wainwright","- - -","26","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".460","178","2233"
"Todd Ritchie","Rockies (AA)","36","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".460","178","253"
"Fernando Salas","Cardinals (AA)","23","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".460","178","4971"
"Maicer Izturis","Angels (A+)","27","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".459","177","2437"
"Sergio Escalona","Phillies (AA)","23","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".459","182","7122"
"Brian Holliday","Pirates (AA)","24","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".459","182","sa202516"
"Luis Alvarez","Astros (R)","18","255","12.5 %","12.5 %","1.00",".333",".443",".517",".960",".184","3.8",".363","0.5","53","23.2",".458","177","sa503151"
"Matt Wieters","- - -","22","530","15.5 %","14.3 %","1.08",".355",".454",".600","1.053",".245","3.0",".375","-0.3","120","54.0",".458","182","4298"
"Wilson Betemit","Yankees (AAA)","26","33","18.2 %","21.2 %","0.86",".333",".455",".593","1.047",".259","1.3",".421","0.0","7","3.4",".457","187","1861"
"Pedro Valdes","Mexican (AAA)","35","430","15.1 %","7.2 %","2.10",".357",".451",".568","1.019",".212","0.9",".351","0.7","91","35.7",".455","165","sa7761"
"J.P. Ramirez","Nationals (R)","18","15","26.7 %","0.0 %","4.00",".364",".533",".364",".897",".000","1.1",".364","-0.1","3","1.4",".455","177","sa455310"
"Angel Morales","Twins (R)","18","218","11.9 %","33.0 %","0.36",".301",".413",".623","1.036",".322","5.3",".417","0.8","50","22.0",".454","178","sa390382"
"Rudy van Heydoorn","Mariners (R)","19","214","20.1 %","19.6 %","1.02",".266",".460",".435",".895",".169","4.0",".321","-2.6","45","18.2",".454","168","sa502614"
"Hideki Matsui","Yankees (A+)","34","10","20.0 %","0.0 %","2.00",".250",".400",".625","1.025",".375","0.1",".143","0.0","2","1.0",".454","186","1659"
"J.R. Higley","Nationals (R)","20","142","14.8 %","22.5 %","0.66",".346",".486",".458",".944",".112","3.9",".474","-0.5","31","13.3",".454","177","sa455010"
"Jason Anderson","- - -","29","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".453","196","1661"
"Danny Graves","Twins (AAA)","34","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".453","185","326"
"Ryan Basner","- - -","26","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".453","196","sa225703"
"J.D. Pruitt","Athletics (A-)","23","176","22.2 %","18.8 %","1.18",".282",".486",".444",".929",".161","7.3",".352","0.5","37","15.3",".453","169","sa389795"
"Josh Outman","Phillies (AA)","23","9","11.1 %","22.2 %","0.50",".250",".333",".750","1.083",".500","2.6",".200","0.0","2","0.9",".453","178","4004"
"Jeffer Patino","White Sox (R)","19","206","12.6 %","11.2 %","1.13",".327",".431",".494",".925",".167","4.9",".361","-1.6","43","17.3",".453","167","sa503464"
"Elys Blanco","Braves (R)","19","212","21.2 %","16.0 %","1.32",".304",".474",".411",".885",".108","8.5",".384","1.3","44","17.7",".452","167","sa503219"
"Matt Clement","Cardinals (AAA)","33","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".452","169","271"
"Edwin Moreno","- - -","27","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".452","182","7993"
"Greg Miller","Dodgers (AAA)","23","4","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","2.6","1.000","0.0","1","0.4",".452","169","sa202454"
"Kiel Roling","Rockies (R)","21","72","11.1 %","15.3 %","0.73",".344",".417",".641","1.057",".297","1.0",".367","0.1","17","6.7",".452","164","sa454751"
"Paul McAnulty","Padres (AAA)","27","225","15.6 %","16.9 %","0.92",".343",".440",".646","1.086",".304","2.1",".358","0.1","51","20.9",".451","168","4409"
"Jordan Danks","White Sox (A)","21","45","8.9 %","31.1 %","0.29",".325",".400",".625","1.025",".300","8.1",".458","0.2","10","4.5",".450","181","9187"
"Ray Stokes","Padres (A)","22","20","25.0 %","5.0 %","5.00",".357",".550",".357",".907",".000","1.8",".385","-0.4","4","1.9",".449","185","sa327895"
"Jesus Morelli","Cubs (R)","18","235","14.5 %","15.7 %","0.92",".317",".432",".487",".918",".169","6.9",".364","-0.9","49","19.1",".449","165","sa502591"
"Aris De La Cruz","Yankees (R)","18","40","10.0 %","32.5 %","0.31",".343",".425",".486",".911",".143","6.5",".524","0.6","8","3.2",".449","165","sa3000763"
"Byron Wiley","Reds (R)","21","164","14.6 %","29.9 %","0.49",".328",".427",".635","1.062",".307","6.6",".471","0.2","39","14.9",".449","162","sa454947"
"Scott Podsednik","Rockies (AAA)","32","19","15.8 %","0.0 %","3.00",".438",".526",".438",".964",".000","5.1",".438","0.6","4","1.7",".448","167","1095"
"Erubiel Durazo","Mexican (AAA)","33","208","14.9 %","12.5 %","1.19",".341",".447",".555","1.002",".214","1.1",".360","0.3","43","16.0",".448","160","1413"
"Miguel Fermin","Marlins (A-)","23","258","3.5 %","16.7 %","0.21",".347",".374",".628","1.002",".281","6.8",".362","0.7","55","24.3",".448","180","sa455615"
"Clark Murphy","Rangers (R)","18","109","11.0 %","17.4 %","0.63",".358",".435",".526",".962",".168","5.5",".440","0.2","25","9.2",".447","160","sa454571"
"Ryan Sweeney","- - -","23","42","11.9 %","9.5 %","1.25",".378",".452",".568","1.020",".189","0.9",".406","0.0","9","3.8",".446","166","6352"
"Dave Krynzel","Diamondbacks (AAA)","26","7","28.6 %","14.3 %","2.00",".250",".571",".250",".821",".000","1.6",".333","0.0","2","0.6",".445","165","8216"
"Luilly Baez","Yankees (R)","19","242","18.2 %","13.2 %","1.38",".301",".434",".464",".898",".163","4.4",".344","-1.3","49","19.0",".445","163","sa3000764"
"Jeff Salazar","Diamondbacks (AAA)","27","115","12.2 %","12.2 %","1.00",".364",".439",".606","1.045",".242","8.1",".390","0.6","26","10.1",".445","165","4507"
"Ricardo Martinez","Nationals (R)","19","147","12.9 %","17.7 %","0.73",".267",".386",".542",".928",".275","6.8",".284","0.8","30","11.5",".445","162","sa504054"
"Jhonder Viscaya","Braves (R)","19","48","14.6 %","16.7 %","0.88",".300",".417",".500",".917",".200","6.4",".375","0.2","10","3.7",".445","162","sa3001693"
"Carson Blair","Red Sox (R)","18","23","0.0 %","21.7 %","0.00",".409",".391",".591",".982",".182","0.3",".471","0.0","5","2.0",".444","170","5429"
"Alcibiades Ramirez","Yankees (R)","19","9","11.1 %","33.3 %","0.33",".286",".444",".429",".873",".143","1.6",".500","0.0","2","0.7",".444","162","sa3000695"
"Miguel Pena","Diamondbacks/Reds (R)","17","5","20.0 %","0.0 %","1.00",".333",".500",".333",".833",".000","7.5",".333","0.2","1","0.4",".444","162","sa504011"
"Chris Garcia","- - -","20","158","13.3 %","15.2 %","0.88",".366",".459",".493",".951",".127","5.6",".435","0.5","35","12.8",".443","157","sa390205"
"Aaron Thompson","Marlins (AA)","21","28","17.9 %","39.3 %","0.45",".300",".462",".500",".962",".200","0.8",".625","0.0","6","2.3",".442","167","999"
"Brandon Inge","Tigers (AAA)","31","12","16.7 %","16.7 %","1.00",".300",".417",".600","1.017",".300","1.1",".286","0.0","3","1.1",".442","177","470"
"Gary Sheffield","Tigers (A+)","39","19","31.6 %","5.3 %","6.00",".154",".421",".615","1.036",".462","2.6",".000","0.0","4","1.7",".442","177","114"
"Travis Blackley","Phillies (AAA)","25","9","0.0 %","33.3 %","0.00",".429",".429",".571","1.000",".143","1.6",".750","0.0","2","0.8",".442","177","3234"
"Zach Lutz","Mets (A-)","22","86","16.3 %","14.0 %","1.17",".333",".442",".514",".956",".181","1.4",".368","-0.9","18","7.7",".442","176","3735"
"Henry Moreno","Royals (R)","19","197","14.2 %","13.2 %","1.08",".314",".411",".503",".914",".189","5.4",".362","0.4","40","14.9",".442","161","sa502814"
"Jorge Vazquez","Mexican (AAA)","26","246","8.1 %","18.3 %","0.44",".339",".398",".612","1.010",".272","1.6",".360","0.5","49","17.7",".441","156","sa491894"
"Amaury Cazana","- - -","29","318","9.7 %","20.1 %","0.48",".369",".432",".553",".985",".184","4.4",".448","-0.4","65","23.4",".441","158","sa509692"
"Neall French","Yankees (R)","24","100","10.0 %","13.0 %","0.77",".345",".434",".500",".934",".155","3.6",".377","-0.3","21","8.3",".440","168","sa455906"
"Dennis Raben","Mariners (A-)","20","112","17.0 %","21.4 %","0.79",".275",".411",".560",".971",".286","3.7",".323","-0.2","23","8.5",".440","161","sa454440"
