"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Lance Jones","Blue Jays (A-)","24","8","26","31","11","9","2","0","0","6","5","2","0","5","1","1","1","0","1","0",".423","sa876262"
"Jorge Tillero","Nationals (A)","23","10","38","39","16","10","6","0","0","5","7","1","0","6","0","0","0","1","0","0",".421","sa597511"
"Diosbel Arias","Rangers (R)","20","8","31","32","13","9","4","0","0","4","8","1","0","6","0","0","0","0","0","0",".419","sa3005308"
"Byron Buxton","Twins (AAA)","23","3","12","13","5","3","0","0","2","3","3","1","0","3","0","0","0","0","0","0",".417","14161"
"Barry Enright","Rockies (AAA)","31","6","12","13","5","4","1","0","0","1","1","0","0","2","0","0","1","0","0","0",".417","2412"
"Wilmer Flores","- - -","25","3","12","13","5","2","2","0","1","5","3","0","0","2","1","0","0","0","0","0",".417","5827"
"Jonathan Schwind","- - -","27","15","24","27","10","4","4","0","2","6","5","2","0","4","0","0","1","0","1","0",".417","sa598663"
"Whit Merrifield","Royals (AAA)","28","9","34","37","14","7","4","0","3","6","9","1","0","4","1","1","0","0","1","1",".412","11281"
"Daniel Robertson","- - -","23","15","52","58","21","16","3","0","2","10","4","4","1","8","2","0","0","2","0","1",".404","14145"
"Donovan Casey","- - -","21","38","154","170","62","47","6","2","7","41","32","12","0","21","3","1","0","3","6","2",".403","sa915654"
"Aaron Blair","Braves (AAA)","25","4","5","6","2","2","0","0","0","0","0","0","0","2","0","0","1","0","0","0",".400","14934"
"Adam Frazier","Pirates (AAA)","25","3","10","13","4","3","1","0","0","2","1","3","0","1","0","0","0","0","1","0",".400","15223"
"Shane Carle","Rockies (AAA)","25","23","5","5","2","1","1","0","0","1","0","0","0","2","0","0","0","0","0","0",".400","15258"
"Andre Rienzo","Padres (AAA)","28","13","5","6","2","2","0","0","0","1","0","0","0","1","0","0","1","0","0","0",".400","3507"
"Josh Donaldson","Blue Jays (A+)","31","2","5","7","2","2","0","0","0","0","1","1","0","2","1","0","0","0","0","0",".400","5038"
"Austin House","Rockies (AAA)","26","30","5","5","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".400","sa502193"
"Mark Blackmar","Nationals (AA)","25","3","5","6","2","1","0","0","1","2","1","1","0","1","0","0","0","0","0","0",".400","sa549945"
"Will Remillard","- - -","24","8","25","31","10","6","4","0","0","4","6","5","0","3","1","0","0","2","0","0",".400","sa738192"
"Nick Tanielu","Astros (R)","24","2","5","6","2","1","1","0","0","0","1","0","0","0","1","0","0","2","0","0",".400","sa829082"
"Christian Arroyo","Giants (AAA)","22","25","91","102","36","25","7","0","4","18","16","6","1","12","5","0","0","1","2","0",".396","16434"
"Ezequiel Duran","Yankees (R)","18","15","61","65","24","12","5","4","3","12","11","3","0","15","0","1","0","0","4","1",".393","sa3005271"
"David MacKinnon","- - -","22","35","120","157","47","36","7","2","2","29","27","25","0","13","6","4","0","2","1","0",".392","sa873706"
"Gregor Blanco","- - -","33","6","23","26","9","8","1","0","0","5","3","3","0","6","0","0","0","1","4","0",".391","3123"
"Gary Sanchez","Yankees (AAA)","24","3","13","13","5","2","2","0","1","3","3","0","0","3","0","0","0","0","0","0",".385","11442"
"Asdrubal Cabrera","- - -","31","4","13","13","5","5","0","0","0","1","1","0","0","0","0","0","0","2","0","0",".385","4962"
"Keon Broxton","Brewers (AAA)","27","7","26","34","10","7","2","0","1","4","7","7","0","8","0","1","0","0","4","0",".385","9253"
"Luis Arraez","Twins (A+)","20","3","13","13","5","4","0","1","0","1","1","0","0","0","0","0","0","0","0","0",".385","sa828153"
"Yadir Drake","Mexican (AAA)","27","71","260","300","100","63","21","2","14","46","61","28","3","39","7","5","0","8","6","4",".385","sa869674"
"Anthony Santander","- - -","22","16","55","64","21","11","5","0","5","13","14","7","1","10","1","1","0","0","0","0",".382","14551"
"Tom Eshelman","- - -","23","10","21","24","8","7","0","0","1","5","4","0","0","9","0","0","3","0","0","0",".381","sa874778"
"Joe Munoz","- - -","23","26","50","63","19","12","4","0","3","10","12","12","2","15","1","0","0","1","0","0",".380","sa657976"
"Juan Mendez","Phillies (R)","18","39","140","151","53","39","4","7","3","19","26","8","1","19","1","2","0","0","3","3",".379","sa3002700"
"Kevan Smith","White Sox (AAA)","29","14","53","62","20","14","6","0","0","10","15","6","0","9","1","2","0","5","0","0",".377","12284"
"Darrell Miller","Royals (R)","23","48","186","220","70","47","18","0","5","45","43","25","1","25","6","3","0","4","0","0",".376","sa658990"
"Mitch Longo","- - -","22","60","218","252","82","56","20","2","4","45","28","27","1","37","4","3","0","2","20","1",".376","sa874178"
"Tyler Pill","Mets (AAA)","27","10","16","22","6","5","1","0","0","3","2","0","0","3","0","1","5","0","0","0",".375","12751"
"Adam Cimber","Padres (AAA)","26","19","8","8","3","1","1","1","0","1","0","0","0","2","0","0","0","0","0","0",".375","15288"
"Jacoby Ellsbury","Yankees (AAA)","33","2","8","8","3","1","2","0","0","1","2","0","0","0","0","0","0","0","1","0",".375","4727"
"Junior Guerra","- - -","32","4","8","9","3","3","0","0","0","1","1","0","0","1","0","0","1","0","0","0",".375","5702"
"Robert Stock","Reds (AA)","27","18","8","11","3","2","1","0","0","0","2","0","0","0","0","0","3","0","0","0",".375","6576"
"Stephen Perakslis","- - -","26","15","8","8","3","1","2","0","0","1","2","0","0","5","0","0","0","0","0","0",".375","sa621679"
"Jordan Ebert","Rockies (R)","23","2","8","10","3","3","0","0","0","1","1","0","0","2","1","0","1","0","0","2",".375","sa827136"
"Jose Layer","Giants (R)","20","15","40","49","15","11","4","0","0","6","7","7","0","5","0","0","2","0","2","2",".375","sa918284"
"Yoel Yanqui","Diamondbacks (R)","21","50","169","202","63","43","13","5","2","31","28","29","1","34","1","3","0","2","11","1",".373","sa3003437"
"Aldo Espinoza","Dodgers (R)","18","16","51","58","19","15","2","2","0","6","7","5","1","7","2","0","0","3","3","0",".373","sa917334"
"Keston Hiura","- - -","20","42","167","187","62","37","14","7","4","32","33","13","0","37","4","3","0","0","2","2",".371","sa3004043"
"Antonio Arias","- - -","19","41","159","187","59","46","6","3","4","36","26","23","0","23","3","1","1","6","9","2",".371","sa873482"
"Oscar Sanay","Mexican (AAA)","25","51","89","101","33","30","2","0","1","19","8","8","1","10","0","0","4","2","4","2",".371","sa830476"
"Joe Dunand","- - -","21","8","27","34","10","4","5","0","1","5","4","5","0","8","1","1","0","0","0","1",".370","sa3005360"
"Daniel Mayora","- - -","31","83","327","364","121","92","20","0","9","57","43","31","1","52","4","2","0","11","11","1",".370","sa291160"
"Robinson Batista","Giants (R)","18","18","46","56","17","13","2","1","1","15","4","5","0","4","0","0","5","0","9","4",".370","sa916846"
"Raimel Tapia","Rockies (AAA)","23","58","263","277","97","67","20","8","2","45","30","13","1","42","0","1","0","1","12","2",".369","14350"
"Kyle Lloyd","- - -","26","10","19","20","7","7","0","0","0","1","0","0","0","8","0","0","1","0","0","0",".368","15378"
"Julio Borbon","- - -","31","90","337","389","123","101","14","3","5","71","37","33","6","40","6","4","9","6","20","7",".365","3209"
"Ryan Noda","Blue Jays (R)","21","66","214","276","78","50","18","3","7","62","39","59","4","60","3","0","0","3","7","4",".364","sa873960"
"Yoel Romero","Mets (R)","19","67","239","281","87","71","10","4","2","47","35","31","0","32","4","4","3","4","17","7",".364","sa872524"
"Travis Jones","- - -","21","58","220","264","80","53","19","4","4","53","52","23","0","37","14","6","1","7","24","5",".364","sa829805"
"Shael Mendoza","Rockies (R)","20","55","231","259","84","62","13","4","5","54","35","20","0","38","1","3","4","1","25","9",".364","sa917059"
"Jesus Valdez","- - -","32","95","350","388","127","83","26","2","16","67","61","32","4","39","4","2","0","7","3","3",".363","sa244229"
"Cristian Santana","- - -","20","54","215","228","78","56","11","1","10","36","41","11","1","48","0","2","0","3","0","1",".363","sa829387"
"Bo Bichette","- - -","19","110","448","499","162","103","41","4","14","88","74","42","2","81","7","2","0","5","22","7",".362","sa917949"
"Hector Garanzuay","Mexican (AAA)","36","25","61","67","22","15","6","0","1","11","16","4","0","9","0","1","1","2","0","0",".361","sa502223"
"Asael Sanchez","- - -","23","34","111","125","40","29","6","1","4","23","19","12","0","24","1","0","1","2","1","1",".360","sa868927"
"Manuel Guzman","Angels (R)","22","60","228","274","82","59","13","5","5","46","40","41","0","28","1","0","4","6","7","6",".360","sa739471"
"Garrett Cooper","- - -","26","83","306","350","110","62","30","0","18","69","84","36","4","55","2","6","0","11","0","0",".359","15279"
"Matt Morales","Royals (R)","20","37","165","184","59","44","13","1","1","31","25","14","0","29","0","1","4","0","12","3",".358","sa876379"
"Eudor Garcia","Mets (A+)","23","5","14","15","5","4","1","0","0","3","3","1","0","3","0","0","0","0","0","2",".357","sa828870"
"Rainis Silva","Twins (R)","21","30","101","123","36","30","4","1","1","16","7","17","0","8","1","2","2","3","1","0",".356","sa736892"
"Willis Figueroa","Red Sox (R)","22","46","132","172","47","42","3","2","0","33","10","32","1","24","5","1","2","2","10","6",".356","sa873164"
"Ryan McMahon","- - -","22","119","470","519","167","104","39","4","20","74","88","41","5","92","1","7","0","11","11","3",".355","15112"
"Zoilo Almonte","Mexican (AAA)","28","109","442","497","157","108","33","1","15","78","70","46","8","84","6","3","0","11","0","0",".355","6732"
"Victor Mendoza","Mexican (AAA)","26","24","62","66","22","12","4","0","6","9","21","3","0","11","0","0","1","2","0","0",".355","sa722315"
"Robby Rinn","Royals (R)","24","69","282","322","100","70","22","2","6","58","59","36","2","35","2","2","0","11","3","2",".355","sa918595"
"Justin Greene","- - -","31","97","384","438","136","103","18","2","13","89","45","44","2","80","5","1","4","9","51","22",".354","sa455434"
"Alejandro Ortiz","Mexican (AAA)","27","50","164","182","58","37","17","0","4","24","32","14","2","31","3","1","0","5","1","4",".354","sa508095"
"Gavin Stupienski","- - -","23","21","82","92","29","17","9","0","3","14","18","6","0","18","2","2","0","3","0","0",".354","sa913367"
"Eury Perez","- - -","27","77","238","270","84","65","15","3","1","41","24","17","2","40","5","2","8","5","31","8",".353","10299"
"Robbie Coman","Cardinals (R)","23","18","51","55","18","11","6","0","1","8","9","2","0","5","1","1","0","1","0","0",".353","sa3004236"
"Jose Brizuela","Dodgers (A+)","24","16","51","59","18","14","4","0","0","9","4","6","0","14","1","1","0","0","0","1",".353","sa602857"
"Jhoan Herrera","Pirates (R)","22","4","17","20","6","3","2","0","1","2","3","3","0","5","0","0","0","0","0","1",".353","sa736902"
"Carlos Perez","Angels (AAA)","26","68","261","300","92","66","18","3","5","40","40","32","0","38","3","4","0","5","4","1",".352","10642"
"Torii Hunter","Angels (R)","22","52","213","247","75","61","10","3","1","48","28","23","1","44","7","0","4","4","13","2",".352","sa738667"
"Terence Connelly","- - -","23","24","71","84","25","16","7","1","1","13","16","12","0","15","0","1","0","4","0","0",".352","sa827357"
"Ismael Rosado","Indians/Brewers (R)","20","33","71","83","25","22","2","1","0","13","13","8","0","5","3","0","1","2","1","1",".352","sa917129"
"Alberoni Nunez","Twins (R)","18","48","165","193","58","39","9","7","3","35","38","20","0","35","3","5","0","1","11","8",".352","sa3002633"
"Juan Soto","- - -","18","32","111","123","39","29","6","1","3","18","18","12","2","9","0","0","0","7","1","2",".351","20123"
"Leandro Cedeno","Cardinals (R)","18","9","37","39","13","5","4","0","4","8","12","1","0","7","0","1","0","1","0","0",".351","sa873307"
"Henry Ramos","- - -","25","55","194","212","68","47","12","1","8","34","25","16","0","28","0","2","0","2","3","2",".351","sa548440"
"Jose Augusto Figueroa","Mexican (AAA)","24","40","117","123","41","30","7","3","1","18","14","4","0","26","1","0","1","4","1","2",".350","sa597028"
"Colton Welker","Rockies (A)","19","67","254","279","89","64","18","1","6","32","33","18","3","42","5","2","0","6","5","7",".350","sa917962"
"Brandon Marsh","Angels (R)","19","39","177","192","62","40","13","5","4","47","44","9","1","35","5","1","0","1","10","2",".350","sa917944"
"Rey Fuentes","- - -","26","47","180","198","63","47","13","3","0","31","16","12","1","30","3","3","0","2","13","1",".350","10329"
"Tyler Saladino","White Sox (AAA)","27","6","20","23","7","5","1","0","1","3","4","3","0","7","0","0","0","1","0","0",".350","10807"
"Hanser Alberto","- - -","24","5","20","21","7","5","1","0","1","4","2","1","0","3","0","0","0","0","0","0",".350","11902"
"Taylor Motter","Mariners (AAA)","27","25","100","117","35","21","6","1","7","24","18","14","0","12","1","2","0","4","6","3",".350","12399"
"Jordan Schafer","- - -","30","13","40","47","14","9","4","1","0","12","7","7","0","7","0","0","0","0","2","1",".350","9883"
"Tyreque Reed","Rangers (R)","20","35","120","145","42","22","13","2","5","35","29","22","1","26","2","1","0","3","3","1",".350","sa3004163"
"Luis Arcaya","Marlins (R)","18","6","20","21","7","7","0","0","0","2","1","0","0","2","0","0","1","1","0","1",".350","sa917492"
"Yandy Diaz","Indians (AAA)","25","85","309","374","108","85","17","1","5","56","33","60","1","56","1","2","2","11","1","2",".350","16578"
"Esteury Ruiz","- - -","18","52","206","225","72","38","20","10","4","45","39","13","0","54","3","1","2","2","26","6",".350","sa917030"
"Luis Hidalgo","- - -","21","71","252","281","88","59","22","0","7","43","57","18","1","28","8","3","0","7","8","6",".349","sa826653"
"Cristopher Pujols","Mets (R)","19","16","63","70","22","16","5","1","0","9","13","5","0","8","0","2","0","1","5","2",".349","sa917299"
"Cory Spangenberg","Padres (AAA)","26","17","66","72","23","18","3","1","1","8","7","4","0","8","2","0","0","2","3","2",".348","12294"
"Nick Buss","Padres (AAA)","30","114","353","390","123","85","19","8","11","53","55","27","2","54","4","6","0","5","9","2",".348","6835"
"Dustin Frailey","Tigers (A+)","23","27","89","111","31","28","2","0","1","14","8","16","0","20","4","0","2","0","3","2",".348","sa918405"
"Luis Valbuena","Angels (A+)","31","6","23","24","8","5","3","0","0","5","6","1","0","4","0","0","0","0","0","0",".348","4969"
"Heliot Ramos","Giants (R)","17","35","138","151","48","25","11","6","6","33","27","10","0","48","3","0","0","2","10","2",".348","sa3004693"
"Rigoberto Terrazas","Mets (R)","21","54","210","241","73","52","16","2","3","45","24","25","2","31","1","4","1","4","1","0",".348","sa827958"
"Jamie Romak","Padres (AAA)","31","25","95","102","33","13","8","1","11","24","25","6","0","25","1","0","0","2","2","1",".347","5552"
"Alan Trejo","Rockies (R)","21","46","173","190","60","38","13","2","7","30","32","9","0","28","4","2","2","1","7","4",".347","sa3002726"
"Justin Yurchak","White Sox (R)","20","60","223","269","77","55","13","1","8","46","27","43","0","33","0","2","1","8","1","0",".345","sa915590"
"Andy Sugilio","Reds (R)","20","62","235","254","81","61","13","4","3","45","40","17","1","33","1","1","0","4","20","4",".345","sa828414"
"Ivan De Jesus Jr.","Brewers (AAA)","30","112","412","466","142","101","30","4","7","67","65","33","1","75","12","3","6","10","3","2",".345","9886"
"Chris Roberson","Mexican (AAA)","37","99","416","468","143","86","35","6","16","79","63","37","10","64","4","7","4","8","18","9",".344","3577"
"Andrison Pena","Rangers (R)","20","48","163","197","56","32","17","3","4","29","37","31","0","18","1","2","0","2","4","3",".344","sa917278"
"Cody Bellinger","- - -","21","19","70","81","24","14","4","0","6","16","19","9","1","23","1","1","0","0","7","0",".343","15998"
"Kyle Schwarber","Cubs (AAA)","24","11","35","44","12","7","1","0","4","9","9","8","1","12","1","0","0","1","0","0",".343","16478"
"Endy Chavez","Mexican (AAA)","39","93","385","430","132","109","18","0","5","56","59","34","3","31","2","2","7","4","1","5",".343","768"
"Rolando Lebron","Dodgers (R)","19","50","143","167","49","36","8","2","3","34","24","15","0","33","8","0","1","0","12","6",".343","sa917478"
"Victor Caratini","Cubs (AAA)","23","83","292","326","100","60","27","3","10","50","61","27","3","48","1","6","0","12","1","0",".342","14968"
"Francisco Lugo","Mexican (AAA)","25","93","365","397","125","103","13","1","8","62","55","18","0","44","5","2","7","12","8","3",".342","sa505990"
"Marco Chicuate","Mexican (AAA)","24","36","73","79","25","20","2","1","2","7","10","3","0","12","0","1","2","5","0","0",".342","sa653586"
"Logan Baldwin","Giants (A-)","21","50","184","207","63","47","11","2","3","38","25","13","0","42","5","3","2","1","17","10",".342","sa3004751"
"Jesus Castillo","Mexican (AAA)","34","109","409","481","140","96","24","0","20","79","82","67","12","63","2","3","0","11","9","5",".342","sa508184"
"Zane Gurwitz","- - -","22","31","114","125","39","28","7","2","2","17","18","7","1","16","4","0","0","1","7","3",".342","sa3004062"
"Luis Torres","Red Sox (R)","18","18","38","44","13","9","3","1","0","5","6","6","0","6","0","0","0","2","4","2",".342","sa3004821"
"Kleyder Sanchez","White Sox (R)","17","43","155","167","53","47","6","0","0","20","14","5","0","24","6","1","0","6","1","0",".342","sa3003313"
"Diego Madero","Mexican (AAA)","25","77","272","297","93","65","20","3","5","41","39","16","1","36","4","0","5","5","10","4",".342","sa651307"
"Willians Astudillo","Diamondbacks (AAA)","25","36","120","128","41","23","14","0","4","22","22","4","0","5","2","1","1","6","0","1",".342","15608"
"Logan Farrar","- - -","22","56","214","243","73","49","19","1","4","37","32","19","0","38","8","1","1","6","5","0",".341","sa3004126"
"Yonathan Daza","Rockies (A+)","23","125","519","569","177","129","34","11","3","93","87","30","1","88","5","10","5","8","31","8",".341","sa597083"
"Amadeo Zazueta","Mexican (AAA)","31","101","405","432","138","101","26","2","9","60","64","21","2","42","1","3","2","11","8","4",".341","sa328602"
"Ramon Urias","Mexican (AAA)","23","106","388","461","132","81","29","3","19","91","79","41","1","75","25","3","4","11","12","10",".340","sa597169"
"Zack Granite","- - -","24","76","303","334","103","76","17","5","5","48","30","26","1","36","1","0","4","2","18","6",".340","15343"
"Ruben Santana","Twins (R)","19","46","159","185","54","40","10","4","0","36","18","18","0","18","5","2","1","1","6","5",".340","sa917167"
"Jacob Gonzalez","Giants (R)","19","46","168","194","57","40","15","1","1","23","21","16","0","23","8","2","0","5","0","1",".339","sa3004691"
"Evan Mendoza","- - -","21","59","236","259","80","52","20","4","4","43","36","18","1","48","2","2","1","6","3","2",".339","sa3002836"
"Pedro Castellanos","- - -","19","54","195","217","66","48","15","1","2","28","31","10","1","17","7","5","0","11","0","0",".338","sa917074"
"Kyle Higashioka","- - -","27","21","74","82","25","9","7","0","9","15","23","7","1","12","0","1","0","0","0","0",".338","5517"
"Ketel Marte","Diamondbacks (AAA)","23","70","311","338","105","69","23","7","6","62","41","25","1","34","2","0","0","5","7","2",".338","13613"
"Rene Garcia","- - -","27","48","166","179","56","44","8","0","4","15","33","8","1","19","2","2","1","5","1","1",".337","sa454693"
"Mikey Edie","- - -","19","39","89","99","30","26","3","1","0","20","6","4","0","19","3","0","3","2","12","3",".337","sa827967"
"Ben Spitznagel","Athletics (R)","22","29","92","115","31","22","7","2","0","27","6","18","1","13","3","0","2","0","6","1",".337","sa3004175"
"Jairo Perez","Mexican (AAA)","29","92","342","375","115","81","20","0","14","57","65","21","1","41","9","2","1","17","12","4",".336","sa504599"
"Brendan Rodgers","- - -","20","89","372","400","125","78","26","3","18","64","64","14","0","71","10","4","0","9","2","3",".336","sa874238"
"Carlos Garay","- - -","22","110","414","442","139","118","19","0","2","40","46","16","1","45","8","3","1","14","2","1",".336","sa657431"
