"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jose Aguilar","Mexican (AAA)","22","339",".386","1.81","12.8 %","56.2 %","31.0 %","13.3 %","5.3 %","37.4 %","23.0 %","39.7 %","5.6 %","497","806","1303","sa546354"
"Taylor Motter","Rays (A)","22","361",".290","1.05","17.5 %","42.3 %","40.2 %","30.9 %","5.3 %","54.3 %","18.2 %","27.5 %","19.4 %","225","446","671","12399"
"Ryan Goins","Blue Jays (AA)","24","618",".323","1.83","20.1 %","51.6 %","28.3 %","24.2 %","5.3 %","41.4 %","26.8 %","31.8 %","6.3 %","812","1344","2156","9807"
"Bryce Harper","Nationals (AAA)","19","84",".288","1.47","21.7 %","46.7 %","31.7 %","15.8 %","5.3 %","40.0 %","23.3 %","36.7 %","13.3 %","107","193","300","11579"
"Jett Bandy","Angels (A+)","22","365",".271","0.80","10.5 %","39.7 %","49.8 %","21.8 %","5.3 %","47.1 %","26.1 %","26.8 %","13.3 %","278","662","940","12508"
"Albert Almora","- - -","18","145",".339","1.66","17.2 %","51.6 %","31.1 %","10.5 %","5.3 %","41.9 %","21.7 %","36.4 %","18.2 %","23","169","192","14109"
"Max Moroff","Pirates (R)","19","89",".386","1.47","17.5 %","49.1 %","33.3 %","31.6 %","5.3 %","43.3 %","28.3 %","28.3 %","16.6 %","77","98","175","14556"
"Kosuke Fukudome","- - -","35","182",".318","1.45","17.0 %","49.1 %","33.9 %","7.9 %","5.3 %","43.8 %","20.5 %","35.7 %","6.1 %","358","409","767","3263"
"Brian Dinkelman","Twins (AAA)","28","279",".296","1.14","16.8 %","44.4 %","38.8 %","30.3 %","5.3 %","47.0 %","17.3 %","35.6 %","7.7 %","386","632","1018","3814"
"Gorkys Hernandez","Pirates (AAA)","24","281",".341","2.53","20.7 %","56.8 %","22.5 %","18.4 %","5.3 %","43.7 %","25.4 %","30.9 %","10.1 %","437","632","1069","4146"
"Francisco Peguero","Giants (AAA)","24","476",".319","2.11","19.0 %","54.9 %","26.1 %","18.9 %","5.3 %","37.1 %","24.5 %","38.4 %","9.7 %","445","1084","1529","5496"
"Mike Nickeas","Mets (AAA)","29","75",".397","1.16","30.5 %","37.3 %","32.2 %","31.6 %","5.3 %","46.7 %","18.3 %","35.0 %","6.7 %","87","167","254","7419"
"Brian Bixler","Astros (AAA)","29","281",".340","1.68","19.0 %","50.8 %","30.2 %","22.8 %","5.3 %","46.4 %","27.6 %","26.0 %","12.2 %","437","691","1128","8055"
"Adan Amezcua","- - -","38","177",".264","0.88","15.1 %","39.7 %","45.2 %","17.5 %","5.3 %","41.1 %","22.5 %","36.4 %","8.9 %","250","423","673","sa195259"
"Jonel Pacheco","Mexican (AAA)","29","95",".239","2.05","17.1 %","55.7 %","27.1 %","26.3 %","5.3 %","50.7 %","26.0 %","23.3 %","7.8 %","111","236","347","sa293568"
"Jarek Cunningham","Pirates (AA)","22","415",".293","0.82","17.9 %","36.9 %","45.2 %","30.7 %","5.3 %","51.7 %","23.2 %","25.1 %","13.7 %","519","1019","1538","sa455364"
"Patrick Palmeiro","White Sox (R)","22","173",".280","1.58","14.0 %","52.6 %","33.3 %","15.8 %","5.3 %","47.9 %","16.5 %","35.5 %","29.3 %","51","246","297","sa455450"
"Dashenko Ricardo","Giants (A-)","22","171",".305","1.71","16.3 %","52.8 %","30.9 %","13.2 %","5.3 %","48.1 %","23.7 %","28.2 %","29.8 %","26","239","265","sa455974"
"Kai Gronauer","- - -","25","141",".250","1.16","17.2 %","44.4 %","38.4 %","31.6 %","5.3 %","42.3 %","25.0 %","32.7 %","8.8 %","152","290","442","sa456436"
"Casio Grider","Dodgers (A+)","24","172",".282","1.55","11.0 %","54.1 %","34.9 %","26.3 %","5.3 %","33.0 %","24.4 %","42.6 %","31.6 %","65","252","317","sa501723"
"Luis De La Rosa","Astros (R)","20","58",".182","0.53","12.1 %","30.3 %","57.6 %","15.8 %","5.3 %","37.1 %","22.9 %","40.0 %","26.2 %","31","72","103","sa505292"
"Wilfrel Estevez","Reds (R)","21","126",".313","1.16","13.7 %","46.3 %","40.0 %","26.3 %","5.3 %","27.6 %","22.5 %","50.0 %","27.6 %","27","165","192","sa506266"
"Carlos Morales","Mexican (AAA)","28","238",".420","2.24","20.1 %","55.2 %","24.7 %","13.2 %","5.3 %","37.5 %","18.8 %","43.8 %","14.4 %","315","514","829","sa508256"
"Ivan Araujo","Mexican (AAA)","28","300",".401","1.30","14.2 %","48.5 %","37.3 %","14.5 %","5.3 %","42.2 %","20.9 %","37.0 %","11.3 %","402","705","1107","sa509253"
"Tyler Hanover","- - -","22","257",".302","1.75","18.7 %","51.8 %","29.5 %","26.3 %","5.3 %","46.6 %","17.5 %","35.9 %","18.4 %","89","298","387","sa526443"
"Yonki Hernandez","Brewers (R)","21","142",".357","2.58","15.0 %","61.3 %","23.8 %","21.1 %","5.3 %","47.2 %","30.3 %","22.5 %","27.9 %","63","206","269","sa547970"
"Yeixon Ruiz","Mets (R)","21","157",".299","4.21","12.4 %","70.8 %","16.8 %","10.5 %","5.3 %","39.7 %","24.8 %","35.5 %","20.7 %","42","200","242","sa548085"
"Anderso Bolivar","Diamondbacks (R)","19","79",".262","1.79","14.5 %","54.8 %","30.6 %","15.8 %","5.3 %","32.8 %","17.9 %","49.3 %","16.1 %","21","91","112","sa550526"
"Sharif Othman","Marlins (A-)","23","126",".213","1.00","14.6 %","42.7 %","42.7 %","21.1 %","5.3 %","48.9 %","18.5 %","32.6 %","28.9 %","43","168","211","sa578858"
"Chadd Krist","- - -","22","234",".312","0.97","12.8 %","43.0 %","44.2 %","17.1 %","5.3 %","52.8 %","20.5 %","26.7 %","16.7 %","147","362","509","sa579540"
"Fernando Flores","Mexican (AAA)","20","342",".331","0.79","19.7 %","35.4 %","44.9 %","21.1 %","5.3 %","47.7 %","21.4 %","30.9 %","9.7 %","414","782","1196","sa594366"
"Zach Kometani","- - -","22","91",".318","2.05","13.4 %","58.2 %","28.4 %","21.1 %","5.3 %","46.4 %","24.6 %","29.0 %","28.5 %","33","139","172","sa598484"
"Matt Dean","Blue Jays (R)","19","182",".333","1.37","14.3 %","49.5 %","36.2 %","18.4 %","5.3 %","43.0 %","20.6 %","36.5 %","41.1 %","58","290","348","sa599049"
"Sam Kimmel","Orioles (A-)","22","183",".303","1.21","11.9 %","48.3 %","39.9 %","22.8 %","5.3 %","48.6 %","22.6 %","28.8 %","16.1 %","71","209","280","sa599743"
"Tony Nix","Nationals (R)","23","135",".238","1.05","19.6 %","41.2 %","39.2 %","26.3 %","5.3 %","56.9 %","19.6 %","23.5 %","20.6 %","37","162","199","sa602605"
"BJ Boyd","Athletics (R)","18","167",".396","3.89","7.9 %","73.3 %","18.8 %","10.5 %","5.3 %","33.6 %","20.6 %","45.8 %","21.6 %","103","221","324","sa657987"
"Ben Kline","- - -","23","171",".382","1.68","18.4 %","51.2 %","30.4 %","26.3 %","5.3 %","47.3 %","20.6 %","32.1 %","21.8 %","54","208","262","sa658914"
"Wynton Bernard","Padres (R)","21","65",".286","1.11","4.8 %","50.0 %","45.2 %","42.1 %","5.3 %","56.8 %","22.7 %","20.5 %","16.2 %","30","87","117","sa658999"
"Matt Dominguez","- - -","22","492",".271","0.92","16.0 %","40.2 %","43.8 %","23.8 %","5.2 %","46.5 %","22.9 %","30.6 %","5.9 %","653","1101","1754","4903"
"Josh Parr","- - -","22","452",".257","1.35","13.2 %","49.8 %","37.0 %","28.7 %","5.2 %","44.2 %","22.3 %","33.5 %","23.5 %","138","585","723","sa579806"
"K.C. Hobson","Blue Jays (A)","21","556",".309","0.90","9.7 %","42.7 %","47.6 %","18.8 %","5.2 %","40.6 %","21.7 %","37.7 %","22.1 %","275","696","971","sa501541"
"Jake Marisnick","- - -","21","553",".295","1.12","14.9 %","44.9 %","40.2 %","28.6 %","5.2 %","52.1 %","19.4 %","28.5 %","14.9 %","433","962","1395","11339"
"Ben Lasater","- - -","28","257",".367","0.74","19.8 %","34.1 %","46.1 %","13.0 %","5.2 %","39.7 %","30.5 %","29.9 %","13.2 %","356","608","964","sa389264"
"Jose Garcia","- - -","24","334",".319","1.62","14.0 %","53.2 %","32.8 %","26.0 %","5.2 %","47.9 %","17.5 %","34.6 %","11.0 %","400","774","1174","sa392832"
"Anderson De La Rosa","Athletics (R)","20","234",".287","0.64","13.7 %","33.6 %","52.7 %","32.5 %","5.2 %","51.3 %","23.4 %","25.3 %","29.2 %","106","301","407","sa506053"
"Nick Baligod","- - -","24","322",".305","1.61","13.0 %","53.7 %","33.3 %","10.4 %","5.2 %","45.2 %","22.4 %","32.5 %","14.6 %","189","358","547","sa546673"
"Kale Kiser","White Sox (R)","22","233",".303","0.71","15.9 %","35.0 %","49.0 %","15.6 %","5.2 %","49.1 %","20.8 %","30.2 %","23.0 %","122","282","404","sa546869"
"Brett Nommensen","- - -","25","242",".291","1.40","16.3 %","48.8 %","34.9 %","15.5 %","5.2 %","41.4 %","20.7 %","37.9 %","7.1 %","330","513","843","sa501600"
"Tyson Van Winkle","- - -","24","188",".299","0.91","15.9 %","40.2 %","43.9 %","24.1 %","5.2 %","42.0 %","27.5 %","30.4 %","22.6 %","82","268","350","sa501626"
"Amauri Castillo","Indians (R)","19","203",".242","1.33","8.8 %","52.0 %","39.2 %","37.9 %","5.2 %","53.6 %","20.9 %","25.5 %","35.4 %","42","280","322","sa596918"
"Edwin Moreno","- - -","18","206",".323","1.33","11.8 %","50.3 %","37.9 %","17.2 %","5.2 %","41.7 %","22.1 %","36.2 %","27.4 %","45","272","317","sa597061"
"Elliott Blair","Giants (A)","24","273",".260","1.52","14.1 %","51.8 %","34.1 %","24.1 %","5.2 %","44.8 %","20.4 %","34.8 %","25.4 %","115","390","505","sa599407"
"Yasiel Balaguert","- - -","19","283",".291","1.52","19.3 %","48.6 %","32.0 %","19.0 %","5.2 %","40.6 %","18.8 %","40.6 %","31.2 %","108","459","567","sa656575"
"Elias Torres","Rays (R)","20","181",".298","0.97","11.6 %","43.4 %","45.0 %","22.4 %","5.2 %","45.6 %","24.3 %","30.2 %","18.4 %","85","209","294","sa657277"
"Allen Valerio","- - -","19","149",".240","0.62","7.8 %","35.3 %","56.9 %","29.3 %","5.2 %","51.0 %","23.1 %","26.0 %","22.6 %","81","176","257","sa657761"
"Tuffy Gosewisch","- - -","28","325",".252","1.13","11.5 %","47.0 %","41.5 %","19.6 %","5.2 %","47.9 %","21.5 %","30.6 %","7.4 %","399","770","1169","5277"
"Ryan Brett","Rays (A)","20","456",".332","1.48","13.2 %","51.8 %","35.0 %","26.5 %","5.1 %","45.9 %","22.8 %","31.3 %","20.2 %","192","590","782","12138"
"Nolan Fontana","Astros (A)","21","222",".302","1.03","24.8 %","38.1 %","37.1 %","17.9 %","5.1 %","45.9 %","22.9 %","31.2 %","21.1 %","275","250","525","13267"
"Jesus Rivera","Mexican (AAA)","34","143",".336","1.00","28.4 %","35.8 %","35.8 %","25.6 %","5.1 %","48.7 %","16.8 %","34.5 %","8.0 %","165","310","475","sa205255"
"John Wooten","- - -","21","303",".319","1.36","16.7 %","48.0 %","35.3 %","20.5 %","5.1 %","42.1 %","22.6 %","35.3 %","28.9 %","76","392","468","sa501993"
"Oliver Dominguez","Blue Jays (A+)","23","304",".333","0.92","20.2 %","38.3 %","41.5 %","19.2 %","5.1 %","50.0 %","26.5 %","23.5 %","30.0 %","148","425","573","sa503884"
"Felix Munoz","Marlins (A-)","20","132",".283","0.92","17.6 %","39.6 %","42.9 %","17.9 %","5.1 %","33.0 %","24.5 %","42.6 %","35.7 %","24","192","216","sa506830"
"Brennan Gowens","Angels (A+)","22","290",".244","3.72","8.9 %","71.8 %","19.3 %","7.7 %","5.1 %","44.4 %","20.3 %","35.3 %","18.9 %","228","497","725","sa578134"
"Victor Moscote","Mets (R)","18","125",".346","0.79","10.3 %","39.7 %","50.0 %","17.9 %","5.1 %","53.0 %","26.5 %","20.5 %","30.7 %","67","161","228","sa597198"
"Emilio Guerrero","- - -","19","155",".283","1.03","16.8 %","42.1 %","41.1 %","17.9 %","5.1 %","47.1 %","26.5 %","26.5 %","28.1 %","67","221","288","sa597507"
"Randy Encarnacion","Nationals (R)","17","246",".339","0.73","17.2 %","35.0 %","47.9 %","25.6 %","5.1 %","56.2 %","23.7 %","20.1 %","30.1 %","88","338","426","sa598754"
"Grant Buckner","White Sox (A)","24","474",".325","1.20","15.2 %","46.2 %","38.6 %","22.2 %","5.1 %","47.0 %","23.0 %","30.0 %","27.5 %","206","655","861","sa599302"
"Raynay Guerrero","Diamondbacks/Reds (R)","19","140",".223","1.15","8.7 %","48.9 %","42.4 %","20.5 %","5.1 %","51.0 %","25.0 %","24.0 %","35.9 %","36","195","231","sa657460"
"Mikie Mahtook","- - -","22","555",".327","0.85","17.0 %","38.2 %","44.8 %","17.6 %","5.1 %","47.8 %","24.3 %","28.0 %","17.5 %","406","908","1314","13130"
"Angel Sanchez","Astros (AAA)","28","398",".330","1.54","20.7 %","48.1 %","31.2 %","22.4 %","5.1 %","37.9 %","24.2 %","37.9 %","3.2 %","540","880","1420","3492"
"Matt Angle","Dodgers (AAA)","26","447",".370","1.53","19.5 %","48.7 %","31.8 %","8.2 %","5.1 %","43.5 %","30.2 %","26.4 %","7.6 %","625","1001","1626","8136"
"David Herbek","- - -","23","347",".314","0.83","20.8 %","35.8 %","43.4 %","27.6 %","5.1 %","48.9 %","21.5 %","29.6 %","26.0 %","205","472","677","sa526193"
"Andrelton Simmons","Braves (AA)","22","203",".314","1.19","17.3 %","44.9 %","37.8 %","27.1 %","5.1 %","57.4 %","21.0 %","21.6 %","6.9 %","259","413","672","10847"
"Chase d'Arnaud","Pirates (AAA)","25","427",".318","0.98","17.6 %","40.8 %","41.5 %","27.1 %","5.1 %","45.1 %","29.0 %","25.9 %","7.5 %","615","996","1611","6652"
"Emmanuel Quiles","Brewers (R)","22","195",".297","1.07","15.3 %","43.8 %","41.0 %","16.9 %","5.1 %","46.7 %","24.0 %","29.3 %","28.7 %","37","273","310","sa390612"
"Rick Hague","Nationals (A+)","23","433",".321","1.19","13.7 %","46.8 %","39.5 %","11.0 %","5.1 %","45.3 %","27.0 %","27.7 %","24.8 %","214","670","884","sa548193"
"Cam Schiller","Rangers (A-)","22","224",".319","1.42","13.3 %","50.9 %","35.8 %","16.9 %","5.1 %","39.5 %","28.7 %","31.7 %","18.8 %","101","272","373","sa658106"
"Mark Donato","Royals (R)","20","167",".305","0.78","10.3 %","39.3 %","50.4 %","33.9 %","5.1 %","44.6 %","17.4 %","38.0 %","25.9 %","53","229","282","sa658673"
"Roidany Aguila","Diamondbacks (A)","21","413",".285","0.91","15.2 %","40.3 %","44.5 %","25.4 %","5.1 %","52.3 %","19.6 %","28.0 %","24.3 %","115","524","639","sa502028"
"Myrio Richard","- - -","23","338",".275","1.72","17.0 %","52.5 %","30.5 %","12.7 %","5.1 %","45.2 %","22.8 %","32.1 %","17.8 %","145","405","550","sa501560"
"Alan Ahmady","- - -","24","329",".341","0.86","17.9 %","37.9 %","44.2 %","23.2 %","5.1 %","47.6 %","22.5 %","29.9 %","16.3 %","226","426","652","sa501636"
"Kevin Nolan","Blue Jays (A+)","24","349",".351","1.08","20.8 %","41.2 %","38.1 %","9.1 %","5.1 %","44.1 %","24.1 %","31.9 %","19.1 %","153","407","560","sa502042"
"Paulo Orlando","Royals (AA)","26","463",".307","1.51","16.5 %","50.3 %","33.2 %","21.0 %","5.0 %","39.1 %","25.3 %","35.6 %","9.9 %","584","1034","1618","8628"
"Jose Cuevas","Giants (A)","24","385",".237","1.05","13.8 %","44.2 %","42.0 %","29.4 %","5.0 %","54.8 %","23.0 %","22.3 %","21.4 %","159","508","667","sa549829"
"Andrew Romine","Angels (AAA)","26","388",".317","1.91","21.0 %","51.9 %","27.1 %","18.8 %","5.0 %","42.7 %","25.8 %","31.5 %","7.3 %","518","902","1420","1159"
"Nick Williams","Rangers (R)","18","224",".404","2.03","18.2 %","54.7 %","27.0 %","5.0 %","5.0 %","36.8 %","29.7 %","33.6 %","32.3 %","77","307","384","14330"
"Franmil Reyes","Padres (R)","16","278",".333","0.95","12.4 %","42.7 %","44.9 %","16.3 %","5.0 %","46.8 %","21.8 %","31.4 %","22.2 %","140","359","499","14566"
"Corey Wimberly","Mets (AAA)","28","153",".331","3.80","16.5 %","66.1 %","17.4 %","25.0 %","5.0 %","40.8 %","25.0 %","34.2 %","5.6 %","208","333","541","sa290201"
"Ben Copeland","- - -","28","196",".234","0.90","16.8 %","39.4 %","43.8 %","38.3 %","5.0 %","41.0 %","22.2 %","36.8 %","10.6 %","219","432","651","sa294477"
"Carter Bell","Diamondbacks (A+)","22","318",".291","1.58","12.0 %","53.8 %","34.2 %","17.5 %","5.0 %","40.1 %","24.0 %","36.0 %","18.0 %","166","433","599","sa455451"
"Jonathan Meyer","Astros (A+)","21","543",".323","1.11","14.2 %","45.0 %","40.7 %","13.8 %","5.0 %","36.9 %","24.5 %","38.6 %","23.4 %","203","773","976","sa501198"
"Tillman Pugh","- - -","23","100",".226","1.30","8.0 %","52.0 %","40.0 %","15.0 %","5.0 %","50.0 %","32.1 %","17.9 %","41.4 %","36","172","208","sa501901"
"Pat Stover","Dodgers (R)","21","205",".368","1.33","22.5 %","44.2 %","33.3 %","17.5 %","5.0 %","46.5 %","15.8 %","37.8 %","32.6 %","96","294","390","sa501954"
"Jeff Farnham","Yankees (AA)","24","116",".250","2.10","13.9 %","58.3 %","27.8 %","40.0 %","5.0 %","36.5 %","25.7 %","37.8 %","9.5 %","188","287","475","sa502337"
"Alan Espinoza","- - -","21","70",".295","0.65","23.3 %","30.2 %","46.5 %","35.0 %","5.0 %","52.2 %","28.3 %","19.6 %","13.1 %","110","164","274","sa543678"
"Michael Martinez","Astros (R)","22","195",".319","0.87","14.5 %","39.7 %","45.8 %","21.7 %","5.0 %","43.9 %","21.6 %","34.5 %","20.1 %","102","236","338","sa546693"
"Kyle Robinson","- - -","23","253",".384","1.10","22.2 %","40.7 %","37.0 %","13.3 %","5.0 %","38.1 %","29.8 %","32.1 %","28.3 %","122","348","470","sa546783"
"Maximo Rivera","- - -","19","231",".401","0.88","10.7 %","41.7 %","47.6 %","25.0 %","5.0 %","47.2 %","25.8 %","27.0 %","19.4 %","92","264","356","sa547738"
"Jose Fernandez","- - -","19","122",".319","1.80","17.6 %","52.9 %","29.4 %","15.0 %","5.0 %","46.6 %","16.4 %","37.0 %","27.4 %","67","170","237","sa549697"
"Patrick Elkins","Cardinals (A+)","24","55",".275","0.70","15.0 %","35.0 %","50.0 %","10.0 %","5.0 %","53.7 %","19.5 %","26.8 %","6.8 %","32","56","88","sa549887"
"Esteban Quiroz","Mexican (AAA)","20","266",".290","1.03","16.5 %","42.3 %","41.2 %","26.3 %","5.0 %","38.0 %","27.0 %","35.0 %","7.2 %","416","653","1069","sa596560"
"Natanael Mejia","Brewers (R)","19","73",".281","1.70","6.9 %","58.6 %","34.5 %","25.0 %","5.0 %","55.2 %","22.4 %","22.4 %","14.7 %","26","83","109","sa597503"
"Granden Goetzman","Rays (R)","19","52",".325","0.75","14.6 %","36.6 %","48.8 %","15.0 %","5.0 %","48.8 %","22.0 %","29.3 %","22.0 %","19","63","82","sa597785"
"Andrew Cain","Giants (A-)","22","161",".360","0.88","13.8 %","40.2 %","46.0 %","30.0 %","5.0 %","59.8 %","17.4 %","22.8 %","32.9 %","79","243","322","sa598759"
"Andrew Douglas","- - -","23","148",".293","2.35","11.8 %","61.8 %","26.3 %","25.0 %","5.0 %","46.1 %","15.8 %","38.2 %","26.7 %","110","209","319","sa599397"
"Misael Bueno","Royals (R)","18","55",".250","0.55","16.2 %","29.7 %","54.1 %","35.0 %","5.0 %","45.2 %","28.6 %","26.2 %","24.7 %","13","72","85","sa657526"
"Correlle Prime","Rockies (R)","18","147",".380","2.00","31.8 %","45.5 %","22.7 %","10.0 %","5.0 %","37.2 %","18.1 %","44.7 %","27.8 %","83","198","281","sa658187"
"John Silviano","Blue Jays (R)","17","141",".179","1.15","7.5 %","49.5 %","43.0 %","10.0 %","5.0 %","47.4 %","24.7 %","27.8 %","13.3 %","100","163","263","sa658243"
"Taylor Lindsey","Angels (A+)","20","589",".313","1.28","13.1 %","48.8 %","38.1 %","23.8 %","5.0 %","49.8 %","22.5 %","27.7 %","11.8 %","405","998","1403","sa548170"
"Zeke DeVoss","Cubs (A)","21","581",".319","1.36","16.4 %","48.2 %","35.4 %","5.0 %","5.0 %","47.1 %","26.7 %","26.2 %","17.5 %","513","894","1407","sa503303"
"Nick Longmire","- - -","23","425",".293","1.34","12.6 %","50.0 %","37.4 %","18.8 %","5.0 %","40.9 %","23.2 %","35.9 %","32.1 %","129","644","773","sa546653"
"Renzo Martini","Yankees (R)","19","262",".304","0.65","14.8 %","33.7 %","51.5 %","24.8 %","5.0 %","48.5 %","18.7 %","32.8 %","17.6 %","139","282","421","sa597121"
"Michael Mosby","Orioles (A+)","22","297",".311","0.94","14.2 %","41.5 %","44.3 %","18.5 %","4.9 %","50.5 %","26.8 %","22.6 %","22.5 %","254","541","795","sa549119"
"Luke Carlin","Indians (AAA)","31","244",".274","1.46","16.2 %","49.7 %","34.1 %","11.5 %","4.9 %","44.0 %","24.7 %","31.3 %","6.9 %","377","510","887","4666"
"Shawn Payne","- - -","22","491",".362","1.26","17.9 %","45.8 %","36.3 %","15.6 %","4.9 %","46.7 %","25.5 %","27.8 %","16.9 %","330","612","942","sa502425"
"D'Andre Toney","Astros (R)","20","270",".329","1.20","18.3 %","44.5 %","37.2 %","24.6 %","4.9 %","47.1 %","26.7 %","26.2 %","28.6 %","130","363","493","sa549933"
"Matt McBride","Rockies (AAA)","27","469",".360","0.63","15.5 %","32.7 %","51.8 %","23.5 %","4.9 %","51.5 %","24.9 %","23.6 %","7.2 %","493","1042","1535","9373"
"Eric Farris","Brewers (AAA)","26","528",".309","1.40","18.7 %","47.4 %","33.9 %","21.7 %","4.9 %","38.3 %","29.4 %","32.4 %","6.1 %","620","1235","1855","2066"
"Tomas Nido","Mets (R)","18","140",".275","1.05","17.6 %","42.2 %","40.2 %","17.1 %","4.9 %","39.4 %","23.1 %","37.5 %","27.1 %","53","176","229","13755"
"Pete Orr","Phillies (AAA)","33","332",".301","1.38","21.4 %","45.6 %","33.1 %","28.0 %","4.9 %","48.1 %","25.8 %","26.2 %","10.3 %","392","763","1155","2748"
"Tommy Field","Rockies (AAA)","25","494",".279","0.87","14.3 %","39.8 %","45.9 %","18.3 %","4.9 %","43.9 %","27.5 %","28.6 %","7.2 %","704","1122","1826","6262"
"Greg Golson","White Sox (AAA)","26","480",".356","1.09","22.8 %","40.2 %","36.9 %","17.9 %","4.9 %","44.9 %","24.2 %","30.9 %","13.3 %","587","1151","1738","8074"
"Alwin Delgado","Tigers (R)","19","122",".289","0.63","14.1 %","33.3 %","52.6 %","26.8 %","4.9 %","50.6 %","22.2 %","27.2 %","23.6 %","38","161","199","sa547769"
"Shamil Ubiera","Cubs (R)","19","278",".348","1.02","14.4 %","43.3 %","42.3 %","18.3 %","4.9 %","59.7 %","21.4 %","18.9 %","26.6 %","103","349","452","sa657428"
"Jiandido Tromp","- - -","18","154",".283","0.95","13.0 %","42.4 %","44.6 %","36.6 %","4.9 %","57.3 %","24.0 %","18.8 %","33.7 %","59","238","297","sa659194"
"Drew Longley","Tigers (R)","23","121",".311","0.54","12.5 %","30.6 %","56.9 %","31.7 %","4.9 %","58.4 %","15.6 %","26.0 %","26.4 %","41","171","212","sa659756"
"Mark Thomas","Rays (AA)","24","349",".320","0.87","15.7 %","39.3 %","45.0 %","20.4 %","4.9 %","51.9 %","24.9 %","23.2 %","11.4 %","440","737","1177","sa328150"
"Luis Hernandez","Rangers (AAA)","28","572",".290","1.21","18.0 %","44.8 %","37.2 %","15.2 %","4.8 %","42.2 %","24.3 %","33.5 %","7.4 %","674","1337","2011","3206"
"Carson Blair","Red Sox (A+)","22","191",".265","0.66","11.2 %","35.3 %","53.4 %","16.1 %","4.8 %","43.8 %","24.8 %","31.4 %","23.8 %","119","293","412","5429"
"Dustin Garneau","Rockies (A+)","24","349",".261","0.80","12.2 %","39.0 %","48.8 %","23.4 %","4.8 %","48.3 %","22.3 %","29.4 %","14.2 %","202","448","650","9433"
"Ivan De Jesus Jr.","- - -","25","271",".374","1.53","19.1 %","49.0 %","32.0 %","3.2 %","4.8 %","36.9 %","27.3 %","35.9 %","7.4 %","397","701","1098","9886"
"Robi Estrada","Rays (A+)","23","279",".291","1.68","17.8 %","51.5 %","30.7 %","12.9 %","4.8 %","46.0 %","23.9 %","30.1 %","21.8 %","135","375","510","sa328059"
"Domnit Bolivar","Brewers (AA)","23","231",".244","1.13","13.2 %","46.1 %","40.8 %","14.5 %","4.8 %","51.9 %","17.3 %","30.9 %","12.1 %","294","541","835","sa392831"
"Joe Loftus","Diamondbacks (A-)","22","215",".266","0.82","18.7 %","36.7 %","44.6 %","22.6 %","4.8 %","45.9 %","25.3 %","28.8 %","22.4 %","116","273","389","sa455545"
"Jeffrey Baez","- - -","18","221",".340","0.98","15.8 %","41.8 %","42.5 %","32.3 %","4.8 %","50.0 %","24.0 %","26.0 %","26.0 %","93","276","369","sa597088"
"Abraham Almonte","- - -","23","379",".325","1.81","15.0 %","54.7 %","30.3 %","9.6 %","4.8 %","43.0 %","25.3 %","31.8 %","8.8 %","525","841","1366","5486"
"Audry Perez","Cardinals (AA)","23","325",".308","1.47","18.3 %","48.6 %","33.1 %","15.7 %","4.8 %","41.6 %","24.1 %","34.2 %","11.8 %","302","758","1060","9176"
"Dane Phillips","Padres (A-)","21","280",".268","0.88","15.2 %","39.7 %","45.1 %","16.9 %","4.8 %","40.4 %","21.8 %","37.8 %","24.7 %","169","357","526","sa503813"
"Vinny DiFazio","Rangers (A+)","26","393",".254","1.08","12.6 %","45.3 %","42.1 %","11.5 %","4.8 %","45.9 %","27.7 %","26.5 %","20.4 %","295","539","834","sa501657"
"Ryan Pineda","- - -","23","359",".300","1.00","10.7 %","44.6 %","44.6 %","20.2 %","4.8 %","49.8 %","22.2 %","28.0 %","26.7 %","176","486","662","sa526405"
"Brett Krill","Giants (A)","23","482",".341","1.79","18.5 %","52.2 %","29.2 %","16.3 %","4.8 %","45.6 %","22.6 %","31.8 %","25.7 %","138","641","779","sa546843"
"Dave Sappelt","Cubs (AAA)","25","550",".296","1.45","16.2 %","49.6 %","34.2 %","25.3 %","4.8 %","43.5 %","23.2 %","33.3 %","5.3 %","755","1299","2054","6898"
"Jason Michaels","Nationals (AAA)","36","113",".229","0.71","12.2 %","36.6 %","51.2 %","21.4 %","4.8 %","43.5 %","20.0 %","36.5 %","8.6 %","151","256","407","1399"
"Chris Marrero","- - -","23","202",".338","0.76","19.0 %","35.0 %","46.0 %","19.0 %","4.8 %","41.7 %","20.9 %","37.4 %","8.2 %","295","464","759","2852"
"Jake Smolinski","Marlins (AA)","23","500",".298","0.95","12.8 %","42.4 %","44.8 %","23.1 %","4.8 %","49.9 %","24.2 %","26.0 %","7.0 %","805","1135","1940","5408"
"Jose Espinoza","Mexican (AAA)","38","208",".343","1.69","14.4 %","53.8 %","31.8 %","11.9 %","4.8 %","51.4 %","21.1 %","27.5 %","7.7 %","319","448","767","sa185332"
"Gerardo Avila","Mexican (AAA)","25","61",".295","0.57","25.0 %","27.3 %","47.7 %","9.5 %","4.8 %","37.0 %","32.6 %","30.4 %","16.4 %","74","164","238","sa328834"
"Isaac Galloway","Marlins (A+)","22","145",".322","0.74","19.8 %","34.1 %","46.2 %","31.0 %","4.8 %","41.3 %","29.4 %","29.4 %","45.9 %","19","238","257","sa454974"
