"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Jason Stoffel","Astros (AA)","23","2","0.0 %","0.0 %","0.00","1.000","1.000","1.500","2.500",".500","2.6","1.000","0.0","1","1.2","1.103","622","sa501226"
"Nabil Crismatt","Mets (R)","17","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".985","484","sa657397"
"Edgmer Escalona","Rockies (AAA)","25","2","0.0 %","50.0 %","0.00",".500",".500","2.000","2.500","1.500","0.1",".000","0.0","1","1.1",".983","517","8574"
"Scott Weismann","Cubs (AA)","22","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".933","505","sa455418"
"Eric Marzec","Brewers (AA)","24","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".933","505","sa546696"
"Matt Campbell","Phillies (A)","24","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".931","482","sa550185"
"Jose Dominguez","- - -","21","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".924","488","11571"
"Antonio Garzon","Mexican (AAA)","27","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".915","467","sa509479"
"Andrew Brackman","Reds (AAA)","26","2","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.9",".914","502","2365"
"Wil Ledezma","Dodgers (AAA)","31","1","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","0.5",".909","469","1669"
"Xavier Cedeno","Astros (AAA)","25","2","0.0 %","0.0 %","0.00","1.000","1.000","1.000","2.000",".000","0.1","1.000","0.0","1","1.0",".909","469","36"
"Eric Smith","Diamondbacks (AA)","23","2","50.0 %","0.0 %","1.00","1.000","1.000","1.000","2.000",".000","2.6","1.000","0.0","1","0.8",".831","436","sa500819"
"Ryan Kelly","- - -","24","2","0.0 %","0.0 %","0.00",".500",".500","1.500","2.000","1.000","2.6",".500","0.0","1","0.8",".819","431","4858"
"Sean Rodriguez","Rays (AAA)","27","8","12.5 %","25.0 %","0.50",".500",".571","1.333","1.905",".833","1.6",".667","0.0","4","2.8",".777","408","6589"
"Jaron Shepherd","Rockies (A-)","23","1","0.0 %","0.0 %","0.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".775","386","sa455404"
"Alex Roy","Mariners (R)","16","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","1","0.4",".769","344","sa681090"
"Michael Cuddyer","Rockies (AAA)","33","9","0.0 %","11.1 %","0.00",".667",".667","1.111","1.778",".444","2.6",".714","0.0","4","3.3",".762","374","1534"
"Kanekoa Texeira","Reds (AAA)","26","1","0.0 %","0.0 %","0.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".747","388","334"
"Mike Broadway","Padres (AA)","25","3","0.0 %","33.3 %","0.00",".667",".667","1.000","1.667",".333","2.6","1.000","0.0","1","1.0",".735","376","9894"
"Greg Wilborn","Dodgers (A+)","25","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".733","348","sa502032"
"Nate Robertson","Cubs (AAA)","34","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","2.6",".000","0.0","0","0.3",".729","352","1620"
"Tyler Johnson","- - -","31","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".729","352","3404"
"Daniel Hudson","Diamondbacks (AAA)","25","3","66.7 %","0.0 %","2.00",".000","1.000",".000","1.000",".000","2.6",".000","0.0","1","1.0",".729","352","7146"
"Clay Zavada","Cardinals (AAA)","28","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".729","352","8577"
"Casey Weathers","Cubs (AA)","27","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".729","367","sa327842"
"Eric Eadington","- - -","24","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".729","367","sa578236"
"Andrew Russell","- - -","28","3","33.3 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","1","0.9",".729","367","sa590306"
"Brandon Williamson","Brewers (AA)","23","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".729","367","sa599190"
"Chuck James","Mets (AAA)","30","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".715","366","4886"
"Dusty Hughes","Braves (AAA)","30","1","100.0 %","0.0 %","1.00",".000","1.000",".000","1.000",".000","0.1",".000","0.0","0","0.3",".715","366","6164"
"Miles Hamblin","Astros (A)","23","4","25.0 %","0.0 %","1.00",".333",".500","1.333","1.833","1.000","2.6",".000","0.0","2","1.2",".707","339","sa598323"
"Marcos Padilla","Brewers (R)","18","5","40.0 %","0.0 %","2.00",".667",".800",".667","1.467",".000","6.8",".667","0.2","2","1.3",".703","317","sa597504"
"Rafael Polo","Yankees (R)","19","6","33.3 %","0.0 %","2.00",".333",".667","1.000","1.667",".667","5.1",".333","0.0","2","1.5",".686","307","sa548073"
"Joe Savery","Phillies (AAA)","26","3","0.0 %","0.0 %","0.00",".500",".500","1.000","1.500",".500","0.1",".500","0.0","1","0.8",".650","321","2835"
"Ryan J. Baker","Yankees (AAA)","27","2","0.0 %","50.0 %","0.00",".500",".500","1.000","1.500",".500","0.1","1.000","0.0","1","0.5",".650","321","sa456426"
"Jon Jay","Cardinals (AAA)","27","8","12.5 %","0.0 %","1.00",".429",".500","1.143","1.643",".714","5.1",".333","0.0","3","2.1",".647","298","5227"
"Seth Smith","Athletics (AAA)","29","4","0.0 %","0.0 %","0.00",".667",".750",".667","1.417",".000","0.1",".667","0.0","2","1.0",".644","297","7331"
"Bryson Namba","Blue Jays (A)","21","4","25.0 %","0.0 %","1.00",".667",".750",".667","1.417",".000","1.6",".667","0.0","1","1.0",".644","306","sa501672"
"Jason Castro","- - -","25","22","18.2 %","4.5 %","4.00",".556",".636",".889","1.525",".333","0.1",".563","0.0","8","5.6",".644","303","8722"
"Jose Bautista","- - -","31","9","22.2 %","22.2 %","1.00",".286",".444","1.143","1.587",".857","0.1",".000","0.0","3","2.2",".632","312","1887"
"Jeff Inman","Pirates (AA)","24","3","0.0 %","33.3 %","0.00",".667",".667",".667","1.333",".000","0.1","1.000","0.0","1","0.7",".611","292","sa328057"
"Rick Ankiel","- - -","32","26","19.2 %","23.1 %","0.83",".400",".538",".900","1.438",".500","1.4",".455","0.0","9","5.6",".605","281","1142"
"Todd Helton","Rockies (R)","38","6","16.7 %","0.0 %","1.00",".600",".667",".600","1.267",".000","0.1",".600","0.0","2","1.3",".594","245","432"
"Jim Thome","Phillies (A+)","41","13","23.1 %","15.4 %","1.50",".500",".615",".700","1.315",".200","1.9",".625","0.0","4","2.6",".586","272","409"
"Brett Gardner","- - -","28","10","20.0 %","20.0 %","1.00",".500",".600",".750","1.350",".250","8.1",".667","0.2","3","2.0",".584","275","9927"
"Nick Markakis","Orioles (AA)","28","12","16.7 %","16.7 %","1.00",".300",".417","1.000","1.417",".700","2.6",".167","0.0","4","2.4",".581","272","5930"
"Jose Heredia","Diamondbacks/Reds (R)","20","4","75.0 %","25.0 %","3.00",".000",".750",".000",".750",".000","2.5",".000","-0.8","1","0.7",".580","244","sa596711"
"Steve Clevenger","Cubs (AAA)","26","15","13.3 %","0.0 %","2.00",".462",".533",".846","1.379",".385","2.6",".417","0.0","5","3.0",".578","253","9542"
"Carlos Lee","Astros (AA)","36","10","0.0 %","20.0 %","0.00",".500",".500",".800","1.300",".300","0.1",".571","0.0","3","2.0",".575","268","243"
"Ryan Howard","- - -","32","26","19.2 %","11.5 %","1.67",".500",".577",".750","1.327",".250","0.4",".529","0.0","8","4.9",".571","259","2154"
"Elliot Glynn","Brewers (R)","23","5","0.0 %","20.0 %","0.00",".600",".600",".600","1.200",".000","1.6",".750","0.0","2","0.9",".561","225","sa526307"
"Jose Luna","Mexican (AAA)","19","5","20.0 %","20.0 %","1.00",".333",".600",".667","1.267",".333","2.6",".500","0.0","2","0.9",".552","231","sa688550"
"Chase Reid","- - -","24","3","33.3 %","0.0 %","1.00",".500",".667",".500","1.167",".000","0.1",".500","0.0","1","0.5",".542","246","sa526218"
"Matt Kemp","- - -","27","32","6.3 %","18.8 %","0.33",".467",".500",".767","1.267",".300","2.2",".545","0.0","10","5.3",".536","224","5631"
"Carlos Santana","Indians (A)","26","4","0.0 %","0.0 %","0.00",".250",".250","1.000","1.250",".750","0.1",".000","0.0","1","0.6",".530","233","2396"
"Vicente Lupo","Mets (R)","18","269","17.1 %","16.7 %","1.02",".343",".500",".608","1.108",".265","7.2",".403","0.2","70","37.2",".525","212","sa597034"
"Dan Jennings","Marlins (AAA)","25","7","28.6 %","0.0 %","2.00",".400",".571",".600","1.171",".200","2.6",".400","0.0","2","1.1",".518","214","8073"
"Sam Tuivailala","Cardinals (R)","19","4","0.0 %","50.0 %","0.00",".250",".250","1.000","1.250",".750","0.1",".000","0.0","1","0.6",".517","218","13485"
"Yuniesky Betancourt","- - -","30","23","0.0 %","13.0 %","0.00",".435",".435",".739","1.174",".304","0.1",".444","0.0","6","3.5",".510","218","8585"
"Gregori Gonzalez","- - -","22","13","15.4 %","7.7 %","2.00",".500",".538",".600","1.138",".100","5.7",".500","0.4","4","1.8",".510","198","sa506676"
"Raul Fortunato","Pirates (A-)","21","15","6.7 %","6.7 %","1.00",".429",".467",".643","1.110",".214","8.7",".462","0.2","4","2.1",".508","222","sa507207"
"Jose Augusto Figueroa","Yankees (R)","19","213","8.5 %","11.7 %","0.72",".382",".458",".613","1.070",".231","6.5",".430","-2.5","53","26.7",".508","201","sa597028"
"Scott Rolen","Reds (AAA)","37","6","0.0 %","33.3 %","0.00",".333",".333",".833","1.167",".500","0.1",".333","0.0","2","0.8",".506","223","970"
"Cliff Pennington","Athletics (AAA)","28","14","21.4 %","28.6 %","0.75",".455",".571",".545","1.117",".091","4.8",".714","0.2","4","2.0",".506","206","3395"
"Mike Zunino","- - -","21","190","12.1 %","17.4 %","0.70",".360",".447",".689","1.137",".329","2.9",".385","0.1","47","25.1",".506","213","13265"
"Brian Adams","Padres (A-)","21","32","12.5 %","37.5 %","0.33",".321",".406",".714","1.121",".393","6.2",".462","0.4","8","4.1",".501","210","sa503607"
"Raul Padron","Mexican (AAA)","27","18","5.6 %","5.6 %","1.00",".412",".444",".706","1.150",".294","2.6",".400","0.0","5","2.2",".493","192","sa254453"
"Richard Pirkle","Rockies (A-)","23","30","13.3 %","23.3 %","0.57",".435",".567",".435","1.001",".000","5.7",".625","0.2","7","3.7",".493","204","sa599140"
"Brayan Serrata","Nationals (R)","18","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".493","192","sa657793"
"Jose Briceno","Rockies (R)","19","26","7.7 %","7.7 %","1.00",".391",".462",".652","1.114",".261","1.6",".368","0.0","7","3.1",".489","182","13151"
"Michel Abreu","Mexican (AAA)","33","447","16.1 %","16.8 %","0.96",".371",".474",".678","1.153",".308","1.5",".401","0.1","113","53.1",".486","188","sa301748"
"Jordan Pacheco","Rockies (AAA)","26","74","4.1 %","6.8 %","0.60",".433",".479",".627","1.106",".194","3.3",".441","0.2","19","9.1",".485","193","2677"
"Romy Jimenez","Twins (R)","21","139","13.7 %","18.0 %","0.76",".347",".439",".669","1.108",".322","4.2",".384","-0.5","35","17.3",".483","197","sa506754"
"Adam Lind","- - -","28","156","10.9 %","19.2 %","0.57",".404",".462",".676","1.138",".272","2.7",".460","0.2","39","18.8",".483","193","8027"
"Tyrone Taylor","- - -","18","83","7.2 %","13.3 %","0.55",".387",".434",".667","1.100",".280","8.6",".429","-0.4","22","9.4",".478","176","sa657979"
"Luke Scott","- - -","34","42","14.3 %","19.0 %","0.75",".324",".429",".706","1.134",".382","1.9",".304","0.0","10","4.9",".478","201","3469"
"Chris Parmelee","Twins (AAA)","24","282","18.1 %","18.4 %","0.98",".338",".457",".645","1.102",".307","2.8",".373","-0.3","65","32.6",".474","202","2554"
"Barbaro Canizares","Mexican (AAA)","32","468","15.8 %","13.7 %","1.16",".348",".462",".662","1.124",".314","2.4",".358","0.5","114","50.7",".474","180","6246"
"Michael Morse","- - -","30","23","8.7 %","26.1 %","0.33",".381",".435",".667","1.101",".286","0.2",".500","0.0","5","2.7",".474","201","3035"
"Russell Branyan","- - -","36","153","19.6 %","22.2 %","0.88",".311",".444",".656","1.100",".344","0.6",".338","-0.1","35","17.6",".473","201","370"
"Paul Hoenecke","- - -","21","183","6.6 %","12.6 %","0.52",".385",".421",".657","1.078",".272","5.8",".420","-0.3","47","20.0",".473","173","sa546964"
"Jhoanel Jimenez","Dodgers (R)","22","7","42.9 %","0.0 %","3.00",".250",".571",".250",".821",".000","2.6",".250","0.0","2","0.7",".472","180","sa507195"
"David Remedios","Yankees (R)","25","56","8.9 %","25.0 %","0.36",".292",".393",".625","1.018",".333","2.2",".310","0.0","12","6.1",".471","199","sa659319"
"Kevin Youkilis","Red Sox (AAA)","33","14","21.4 %","28.6 %","0.75",".364",".500",".545","1.045",".182","1.9",".571","-0.4","3","1.6",".470","198","1935"
"Zach Voight","White Sox (R)","21","90","28.9 %","17.8 %","1.63",".339",".534",".441",".975",".102","1.6",".444","-0.5","23","9.3",".469","170","sa658512"
"Giancarlo Stanton","Marlins (A+)","22","16","0.0 %","6.3 %","0.00",".313",".313",".750","1.063",".438","0.1",".231","0.0","4","1.8",".469","195","4949"
"Cyle Hankerd","- - -","27","350","6.0 %","15.1 %","0.40",".337",".426",".657","1.082",".320","6.6",".351","0.2","81","39.3",".468","193","sa326676"
"Jordan Guida","- - -","23","24","12.5 %","20.8 %","0.60",".368",".500",".474",".974",".105","6.1",".500","0.2","5","2.5",".468","197","sa692214"
"Eduard Pinto","Rangers (R)","17","262","11.8 %","5.0 %","2.38",".396",".475",".477",".953",".081","4.6",".412","-0.1","58","25.2",".468","178","sa579381"
"Brooks Conrad","- - -","32","187","15.5 %","26.2 %","0.59",".331",".433",".675","1.108",".344","3.0",".400","-1.7","44","21.0",".466","188","3664"
"Daniel Vogelbach","- - -","19","283","12.4 %","17.0 %","0.73",".322",".410",".641","1.051",".318","3.7",".343","-0.3","66","29.0",".466","180","14130"
"Eliezer Alfonzo","Mexican (AAA)","33","154","2.6 %","22.1 %","0.12",".361",".390",".736","1.126",".375","1.3",".381","0.1","36","15.5",".466","175","2331"
"Luis Polanco","White Sox (R)","20","32","9.4 %","6.3 %","1.50",".360",".484",".440",".924",".080","4.3",".391","0.3","7","3.0",".465","176","sa548086"
"Khris Davis","- - -","24","316","13.3 %","21.2 %","0.63",".350",".451",".604","1.055",".254","3.0",".418","-0.7","71","32.0",".465","184","9112"
"Mike Trout","Angels (AAA)","20","93","11.8 %","17.2 %","0.69",".403",".467",".623","1.091",".221","8.6",".476","0.7","22","9.8",".464","179","10155"
"Yasiel Puig","- - -","21","95","12.6 %","15.8 %","0.80",".354",".442",".634","1.076",".280","7.8",".387","-0.9","24","10.1",".464","172","14225"
"Michael Bernal","Mets (R)","20","22","22.7 %","40.9 %","0.56",".294",".455",".588","1.043",".294","3.8",".571","-0.5","5","2.4",".464","185","sa551707"
"Troy Tulowitzki","- - -","27","28","3.6 %","21.4 %","0.17",".333",".357",".741","1.098",".407","0.1",".333","0.0","7","3.0",".463","183","3531"
"Donnie Murphy","- - -","29","143","9.8 %","21.7 %","0.45",".309",".392",".724","1.115",".415","4.5",".300","0.2","33","14.8",".462","180","4704"
"Willie Bloomquist","Diamondbacks (R)","34","10","10.0 %","10.0 %","1.00",".333",".400",".667","1.067",".333","5.1",".375","0.0","2","1.0",".462","167","1066"
"Anthony Rizzo","Cubs (AAA)","22","284","8.1 %","18.3 %","0.44",".342",".405",".696","1.101",".354","3.9",".357","-0.5","67","29.2",".462","178","3473"
"Jose Ortiz","Reds (R)","18","49","16.3 %","20.4 %","0.80",".359",".469",".538","1.008",".179","8.8",".467","0.6","12","4.9",".462","166","sa658327"
"Will Middlebrooks","Red Sox (AAA)","23","100","7.0 %","18.0 %","0.39",".333",".380",".677","1.057",".344","5.9",".333","0.2","22","10.6",".461","193","7002"
"Addison Russell","- - -","18","244","9.4 %","19.7 %","0.48",".369",".432",".594","1.027",".226","8.3",".448","2.0","58","25.5",".460","175","14106"
"Jesus Ugueto","Mariners (R)","21","323","10.8 %","11.8 %","0.92",".388",".458",".554","1.013",".167","8.2",".424","1.7","72","30.4",".460","173","sa504788"
"Joey Gallo","- - -","18","260","18.5 %","30.0 %","0.62",".272",".412",".660","1.072",".388","6.1",".312","1.0","63","26.0",".459","168","14128"
"Brad Eldred","Tigers (AAA)","31","265","9.1 %","27.5 %","0.33",".305",".374",".695","1.069",".390","5.6",".340","0.9","58","27.3",".458","190","4328"
"Drew Naylor","Phillies (AA)","26","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".458","188","sa293986"
"Andy Reichard","Giants (AA)","27","3","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","1","0.3",".458","188","sa389224"
"Aaron Pribanic","Pirates (AA)","25","3","0.0 %","33.3 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","1","0.3",".458","188","sa454500"
"Cesar Del Angel","Mexican (AAA)","21","8","0.0 %","25.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".667","0.0","2","0.7",".457","170","sa624680"
"Rodolfo Soto Patino","Mexican (AAA)","24","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".457","170","sa656497"
"Duke Welker","- - -","26","3","0.0 %","33.3 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","-0.1",".457","93","792"
"Tommy Hanson","Braves (AAA)","25","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".457","190","9129"
"Allen Craig","- - -","27","29","3.4 %","13.8 %","0.25",".357",".379",".679","1.058",".321","0.3",".333","0.0","6","2.9",".457","180","3433"
"Lucas Rojo","Phillies (R)","18","58","6.9 %","8.6 %","0.80",".354",".456",".521",".977",".167","5.0",".381","0.4","13","5.3",".456","171","sa659758"
"Pablo Ceballos","Diamondbacks (R)","17","18","11.1 %","5.6 %","2.00",".231",".444",".462",".906",".231","2.6",".182","0.1","4","1.6",".455","170","sa657823"
"Tyler Ogle","- - -","21","183","12.0 %","18.0 %","0.67",".340",".432",".590","1.021",".250","3.4",".383","-0.4","44","18.3",".455","167","sa578021"
"Josmar Cordero","Dodgers (R)","20","255","5.5 %","7.8 %","0.70",".362",".419",".533",".952",".170","5.8",".377","0.2","54","22.1",".455","170","sa547928"
"Nik Balog","Orioles (R)","22","93","6.5 %","10.8 %","0.60",".376",".430",".541",".971",".165","2.7",".427","0.0","19","9.1",".455","189","sa659190"
"Esmailin Caridad","Cubs (AAA)","28","4","0.0 %","25.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","1","0.4",".454","173","5284"
"Juan Abreu","Astros (AAA)","27","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".454","173","6306"
"Jim Henderson","Brewers (AAA)","29","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".454","173","6653"
"George Kontos","Giants (AAA)","27","3","0.0 %","33.3 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","1","0.3",".454","173","9486"
"Ricky Brooks","Rockies (AAA)","27","2","0.0 %","50.0 %","0.00",".500",".500",".500","1.000",".000","0.1","1.000","0.0","0","0.2",".454","173","sa291260"
"Conrad Flynn","- - -","23","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","2.6",".500","0.0","0","0.2",".454","173","sa392169"
"Ryan Lormand","Giants (AAA)","26","2","0.0 %","0.0 %","0.00",".500",".500",".500","1.000",".000","0.1",".500","0.0","0","0.2",".454","173","sa455340"
"David Dahl","Rockies (R)","18","306","6.9 %","13.7 %","0.50",".379",".423",".625","1.048",".246","7.4",".420","-1.2","73","27.6",".454","161","13744"
"Carlos Quentin","- - -","29","32","6.3 %","15.6 %","0.40",".357",".438",".607","1.045",".250","2.6",".381","0.0","7","3.1",".453","171","6274"
"Wade Hinkle","Angels (R)","22","325","13.2 %","16.0 %","0.83",".338",".443",".586","1.030",".248","2.6",".368","-0.2","77","29.0",".453","160","sa658642"
"Cristian Munoz","Padres (R)","17","46","19.6 %","19.6 %","1.00",".343",".478",".486",".964",".143","1.3",".444","0.0","11","4.2",".453","161","sa659055"
"Vladimir Guerrero","- - -","37","55","0.0 %","3.6 %","0.00",".358",".364",".679","1.043",".321","4.9",".313","0.0","12","4.8",".453","177","778"
"Ronnie Welty","- - -","24","229","4.8 %","22.7 %","0.21",".333",".373",".662","1.035",".329","7.0",".389","0.4","48","22.0",".452","183","sa455432"
"Gabriel Guerrero","- - -","18","305","7.9 %","13.4 %","0.59",".349",".393",".593",".986",".244","5.0",".360","-1.4","65","25.5",".451","166","sa596948"
"Ronarsy Ledesma","Orioles (R)","19","292","8.9 %","14.7 %","0.60",".343",".430",".506",".936",".163","7.1",".400","0.2","61","24.4",".451","168","sa550605"
"Juan Rivera","- - -","33","14","7.1 %","21.4 %","0.33",".250",".357",".750","1.107",".500","2.6",".143","0.0","3","1.3",".450","171","843"
"Kevin Encarnacion","Cubs (R)","20","220","17.7 %","12.3 %","1.44",".308",".447",".465",".912",".157","6.6",".340","-1.3","45","18.2",".449","167","sa551012"
"Yorvit Torrealba","Blue Jays (AA)","33","15","20.0 %","6.7 %","3.00",".417",".533",".417",".950",".000","3.9",".455","0.2","3","1.4",".449","182","1135"
"Brett Harper","Mexican (AAA)","30","369","10.8 %","19.2 %","0.56",".343",".425",".645","1.070",".302","1.7",".371","-1.3","81","31.7",".449","164","sa200434"
"Leudi Otano","Brewers (R)","21","28","21.4 %","32.1 %","0.67",".273",".429",".500",".929",".227","8.0",".462","0.3","6","2.3",".449","166","sa600971"
"Tyler Gaffney","Pirates (A-)","21","151","13.2 %","13.2 %","1.00",".297",".483",".441",".925",".144","8.5",".363","0.0","31","14.3",".448","184","sa658578"
"Matt Johnson","Blue Jays (A-)","24","24","25.0 %","25.0 %","1.00",".313",".542",".313",".854",".000","5.4",".500","1.0","5","2.1",".448","176","sa549593"
"Kennys Vargas","Twins (A)","21","186","15.1 %","22.0 %","0.68",".318",".419",".610","1.030",".292","1.8",".362","-0.1","40","17.9",".448","180","12101"
"Adonis Pacheco","Twins (R)","20","246","11.4 %","16.3 %","0.70",".322",".408",".536",".944",".213","8.2",".379","2.0","51","20.0",".447","166","sa548089"
"Luis Fonseca","Mexican (AAA)","27","94","5.3 %","19.1 %","0.28",".407",".430",".616","1.046",".209","6.7",".470","0.7","21","8.0",".447","163","sa592342"
"Jacob Rogers","- - -","22","173","19.7 %","26.6 %","0.74",".326",".462",".507",".970",".181","4.5",".466","-0.7","40","15.7",".447","166","sa455553"
"Darin Ruf","Phillies (AA)","25","584","11.1 %","17.5 %","0.64",".317",".408",".620","1.028",".303","3.0",".325","0.4","121","53.7",".446","180","9929"
"Brandon Inge","- - -","35","45","17.8 %","22.2 %","0.80",".306",".444",".583","1.028",".278","1.4",".375","0.0","10","4.2",".445","170","470"
"Jeff Popick","Rockies (R)","23","164","11.6 %","22.6 %","0.51",".350",".432",".584","1.016",".234","5.4",".433","-0.1","38","13.4",".445","155","sa658282"
"Angel Villalona","Giants (R)","21","193","11.9 %","20.7 %","0.58",".303",".430",".497",".927",".194","2.0",".364","0.5","39","15.3",".445","164","sa392874"
"Justin Marra","- - -","19","122","18.0 %","16.4 %","1.10",".337",".467",".474",".941",".137","3.7",".416","-0.1","28","10.1",".443","157","sa599240"
"B.J. Rosenberg","- - -","26","6","0.0 %","16.7 %","0.00",".400",".400",".600","1.000",".200","0.1",".500","0.0","1","0.5",".443","180","7183"
"Micah Owings","Padres (AAA)","29","9","0.0 %","22.2 %","0.00",".444",".444",".556","1.000",".111","0.1",".571","0.0","2","0.8",".443","165","4253"
"Jose Paez","Rays (R)","18","279","8.6 %","14.7 %","0.59",".364",".430",".536",".966",".172","6.5",".424","-0.9","58","22.3",".442","162","sa546564"
"Tyler Moore","Nationals (AAA)","25","115","10.4 %","22.6 %","0.46",".307",".374",".653","1.027",".347","4.3",".324","0.2","24","10.4",".442","180","7244"
"Marshall McDougall","Mexican (AAA)","33","145","9.0 %","15.9 %","0.57",".341",".407",".628","1.035",".287","4.1",".351","-0.8","31","11.6",".442","160","2128"
"Greg Bird","- - -","19","109","15.6 %","21.1 %","0.74",".337",".450",".494",".944",".157","2.8",".431","-0.1","22","9.8",".441","180","14131"
"Stephen Bruno","Cubs (A-)","21","292","6.2 %","16.1 %","0.38",".361",".442",".496",".938",".135","5.1",".431","-2.6","59","24.4",".441","171","sa502917"
"Mario Valdez","Mexican (AAA)","37","229","10.5 %","17.0 %","0.62",".375",".436",".595","1.031",".220","2.6",".422","0.5","49","18.1",".441","159","sa7982"
"Leonys Martin","Rangers (AAA)","24","260","9.2 %","15.0 %","0.62",".359",".422",".610","1.033",".251","5.6",".392","-2.2","56","21.9",".440","164","11846"
"Alexander Simon","Rays (R)","19","283","11.3 %","19.4 %","0.58",".328",".408",".502",".910",".174","6.7",".404","0.1","56","21.2",".439","161","sa596866"
"Maximo Rivera","- - -","19","231","8.2 %","11.3 %","0.73",".367",".429",".472",".902",".106","7.6",".401","2.7","46","17.1",".438","160","sa547738"
"Emanuel Rangel","Mexican (AAA)","27","63","7.9 %","25.4 %","0.31",".386",".429",".579","1.008",".193","3.0",".512","0.1","13","4.8",".438","157","sa508232"
"Nate Tenbrink","- - -","25","189","12.2 %","29.6 %","0.41",".301",".409",".564",".973",".263","6.5",".419","-0.3","37","15.5",".437","169","sa454946"
"Evan Gattis","- - -","25","314","9.9 %","13.7 %","0.72",".305",".389",".607",".995",".301","4.2",".304","-0.5","62","26.4",".437","172","11003"
"Matt Skole","- - -","22","524","18.9 %","25.4 %","0.74",".291",".426",".559",".986",".269","4.9",".358","1.6","109","44.0",".437","167","12119"
"Johan Camargo","Braves (R)","18","241","10.4 %","11.2 %","0.93",".343",".433",".455",".887",".111","5.1",".388","0.6","48","17.8",".437","160","14950"
"Eric Grabe","White Sox (R)","22","163","11.7 %","14.7 %","0.79",".357",".442",".521",".963",".164","5.7",".417","0.3","35","14.3",".437","168","sa658583"
"Jack Marder","Mariners (A+)","22","320","6.6 %","13.8 %","0.48",".360",".425",".583","1.008",".223","7.8",".396","0.3","71","26.8",".437","161","sa502687"
"Tommy Medica","Padres (A+)","24","406","10.1 %","21.2 %","0.48",".330",".406",".623","1.029",".293","4.5",".387","-0.3","90","33.9",".436","161","11147"
"Jesus Loya","Red Sox (R)","20","40","0.0 %","5.0 %","0.00",".425",".425",".500",".925",".075","5.3",".447","0.8","8","3.4",".436","177","sa548065"
"Mac Williamson","- - -","21","145","5.5 %","16.6 %","0.33",".321",".375",".588",".963",".267","2.1",".333","0.0","29","11.4",".436","167","14158"
