"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Brant Whiting","- - -","25","72","9.7 %","27.8 %","0.35",".317",".431",".433",".864",".117","1.8",".462","0.0","13","4.0",".398","144","sa829519"
"Danny Jansen","- - -","22","424","9.7 %","9.4 %","1.03",".323",".400",".484",".884",".160","3.0",".339","0.2","71","23.6",".398","150","sa738162"
"Willians Astudillo","Diamondbacks (AAA)","25","128","3.1 %","3.9 %","0.80",".342",".370",".558",".928",".217","2.8",".330","-0.5","23","6.4",".398","138","15608"
"Eric Sogard","- - -","31","114","14.9 %","11.4 %","1.31",".313",".412",".490",".902",".177","6.2",".333","1.0","21","5.9",".398","139","7927"
"Manuel Herazo","Angels (R)","22","30","13.3 %","33.3 %","0.40",".292",".414",".417",".830",".125","4.0",".462","0.2","6","1.5",".397","135","sa828826"
"Davinson Pimentel","Twins (R)","20","40","12.5 %","15.0 %","0.83",".242",".375",".424",".799",".182","5.3",".269","0.3","7","1.8",".397","137","sa828410"
"Leonardo Rivas","- - -","19","299","19.7 %","14.7 %","1.34",".286",".443",".396",".839",".110","8.6",".342","3.7","56","12.6",".397","128","sa872542"
"Jordan Scott","- - -","20","158","15.8 %","26.6 %","0.60",".244",".373",".466",".839",".221","8.1",".305","1.3","27","7.7",".397","140","sa918325"
"Devin Davis","Rays (R)","20","250","10.8 %","19.2 %","0.56",".294",".372",".532",".904",".239","3.8",".331","0.1","46","12.2",".397","136","sa875805"
"Eddie Hernandez","- - -","18","296","4.7 %","14.9 %","0.32",".324",".359",".493",".852",".169","5.8",".361","-0.7","51","13.0",".397","135","sa917310"
"Tyler Dearden","Red Sox (R)","18","94","14.9 %","29.8 %","0.50",".257",".409",".405",".814",".149","2.2",".386","-0.3","16","4.6",".397","140","sa3005103"
"Ronaldo Hernandez","Rays (R)","19","246","6.5 %","15.9 %","0.41",".332",".382",".507",".889",".175","4.1",".379","-0.4","46","12.0",".397","135","sa881850"
"Juan Perez","- - -","25","102","12.7 %","19.6 %","0.65",".284",".382",".511",".894",".227","5.3",".328","-0.5","18","5.8",".397","151","sa599306"
"Carlos Machado","- - -","19","163","6.7 %","13.5 %","0.50",".324",".387",".462",".849",".138","6.9",".366","0.3","28","7.9",".397","139","sa872756"
"Robert Stock","Reds (AA)","27","11","0.0 %","0.0 %","0.00",".375",".375",".500",".875",".125","0.1",".375","0.0","2","0.6",".397","154","6576"
"Matt Olson","Athletics (AAA)","23","343","13.1 %","24.2 %","0.54",".272",".367",".568",".935",".296","4.2",".298","0.5","62","16.8",".397","137","14344"
"Adam Wilk","Mets (AAA)","29","7","14.3 %","14.3 %","1.00",".250",".500",".250",".750",".000","0.1",".333","0.0","1","0.3",".397","137","8421"
"Samuel Vasquez","Twins (R)","20","196","12.2 %","17.3 %","0.71",".301",".396",".398",".793",".096","8.8",".369","0.4","33","8.8",".396","136","sa917173"
"Diego Madero","Mexican (AAA)","25","297","5.4 %","12.1 %","0.44",".342",".387",".493",".880",".151","5.8",".381","0.5","50","11.4",".396","129","sa651307"
"Jhenrry Moreno","Tigers (R)","17","97","19.6 %","24.7 %","0.79",".233",".412",".356",".769",".123","7.4",".327","0.3","16","4.3",".396","136","sa3003237"
"Brett Cumberland","- - -","22","452","10.8 %","27.2 %","0.40",".266",".409",".445",".855",".179","3.0",".368","-0.7","77","26.7",".396","152","sa915611"
"Dalton Kelly","- - -","22","507","11.6 %","22.3 %","0.52",".304",".399",".458",".857",".154","4.5",".392","-1.2","83","28.8",".396","153","sa876363"
"Alex Destino","White Sox (R)","21","225","16.9 %","17.8 %","0.95",".290",".408",".432",".840",".142","3.6",".352","-0.8","42","10.7",".396","134","sa3004031"
"Carlos Reina","Reds (R)","18","160","10.6 %","15.0 %","0.71",".324",".390",".417",".807",".094","5.9",".376","0.0","27","7.1",".396","136","sa917054"
"Alexander Campos","Mariners (R)","17","254","16.1 %","15.4 %","1.05",".290",".413",".367",".780",".077","3.2",".347","-2.4","43","11.3",".396","136","sa3002852"
"Jose Guadalupe Chavez","Mexican (AAA)","32","376","17.0 %","12.8 %","1.33",".308",".435",".393",".828",".085","3.6",".357","0.3","63","14.2",".396","129","sa288775"
"JJ Muno","- - -","23","136","8.8 %","12.5 %","0.71",".294",".415",".422",".837",".128","8.7",".340","1.3","25","5.6",".395","128","sa3004176"
"Norberto Susini","Mexican (AAA)","28","130","18.5 %","24.6 %","0.75",".267",".408",".465",".873",".198","2.8",".338","0.3","22","4.9",".395","129","sa599831"
"Yimmelvyn Alonzo","Rangers (R)","20","186","21.5 %","26.3 %","0.82",".204",".389",".401",".791",".197","6.5",".281","0.2","31","8.2",".395","136","sa828296"
"Shakir Albert","- - -","20","76","6.6 %","32.9 %","0.20",".279",".333",".574",".907",".294","9.1",".390","0.6","14","3.8",".395","136","sa828423"
"Micael Ramirez","Indians/Brewers (R)","18","88","9.1 %","11.4 %","0.80",".304",".375",".430",".805",".127","4.2",".348","0.1","15","3.9",".395","136","sa3004883"
"Matt Morales","Royals (R)","20","184","7.6 %","15.8 %","0.48",".358",".406",".467",".872",".109","6.6",".426","0.9","34","4.7",".395","116","sa876379"
"Kennard McDowell","Rockies (R)","23","101","10.9 %","28.7 %","0.38",".315",".386",".517",".903",".202","5.9",".431","-1.6","19","2.6",".395","116","sa3005236"
"Jaime Pedroza","Mexican (AAA)","30","183","16.4 %","21.3 %","0.77",".306",".425",".435",".861",".129","2.9",".393","-0.4","31","6.9",".395","129","sa389397"
"Travis Denker","Diamondbacks (AA)","31","228","13.6 %","16.7 %","0.82",".296",".399",".468",".867",".172","0.9",".327","0.0","37","12.8",".395","153","6155"
"Yaniery Guzman","Rangers (R)","19","183","12.0 %","14.2 %","0.85",".285",".377",".437",".814",".152","4.2",".318","-0.6","31","8.0",".395","135","sa3003383"
"Alexander Santana","Yankees (R)","16","246","8.5 %","28.5 %","0.30",".274",".362",".447",".808",".172","6.0",".383","-0.6","41","10.7",".395","135","sa3003247"
"Sheldon Neuse","- - -","22","490","8.2 %","22.9 %","0.36",".321",".382",".502",".884",".181","5.3",".397","0.6","86","28.7",".395","149","sa738949"
"Ty Kelly","- - -","28","26","11.5 %","7.7 %","1.50",".273",".385",".500",".885",".227","1.9",".263","0.0","4","1.5",".395","150","7740"
"Brandon Lowe","- - -","22","468","10.5 %","19.4 %","0.54",".298",".375",".493",".867",".195","5.1",".356","-0.1","76","25.9",".395","152","sa874181"
"Juan Miranda","Mexican (AAA)","34","92","15.2 %","16.3 %","0.93",".288",".424",".411",".835",".123","1.2",".333","0.1","15","3.4",".395","128","7783"
"Abraham Toro","- - -","20","286","14.0 %","17.8 %","0.78",".246",".364",".496",".859",".250","4.6",".251","-0.6","48","15.6",".394","149","sa918020"
"Jesus Fabela","Mexican (AAA)","22","323","10.2 %","10.2 %","1.00",".314",".396",".471",".866",".157","5.2",".331","0.4","54","11.9",".394","128","sa3001061"
"Todd Czinege","Rockies (R)","22","214","9.3 %","23.4 %","0.40",".304",".374",".539",".913",".236","4.4",".364","0.0","40","5.3",".394","115","sa873611"
"Jacob Roberts","Dodgers (R)","21","66","15.2 %","28.8 %","0.53",".269",".394",".462",".855",".192","2.1",".364","0.0","12","3.1",".394","133","sa3004782"
"Nicolas Torres","Phillies (R)","17","269","4.1 %","11.5 %","0.35",".333",".383",".421",".804",".088","7.1",".381","-0.4","45","11.7",".394","135","sa3002711"
"Renae Martinez","Diamondbacks (R)","23","151","8.6 %","14.6 %","0.59",".313",".384",".470",".854",".157","3.7",".343","-1.7","28","7.0",".394","133","sa3004255"
"Matt Beaty","Dodgers (AA)","24","481","7.3 %","11.2 %","0.65",".326",".378",".505",".883",".178","2.7",".343","-0.9","81","25.8",".394","147","sa602895"
"Max Stassi","- - -","26","300","13.7 %","23.3 %","0.59",".272",".393",".500",".893",".228","3.2",".325","-0.4","53","13.8",".394","136","10059"
"Ivan De Jesus Jr.","Brewers (AAA)","30","466","7.1 %","16.1 %","0.44",".345",".407",".488",".894",".143","4.4",".405","-0.5","83","21.8",".394","136","9886"
"Ryan Gold","Blue Jays (R)","19","157","9.6 %","21.0 %","0.45",".302",".382",".482",".864",".180","3.9",".373","-0.6","29","7.2",".394","134","sa918639"
"Jerry Sands","Giants (AA)","29","254","15.0 %","17.3 %","0.86",".298",".402",".484",".885",".186","5.4",".353","0.3","43","13.3",".394","145","4016"
"Ji-Man Choi","Yankees (AAA)","26","338","11.5 %","25.4 %","0.45",".288",".373",".538",".911",".250","3.4",".351","0.1","57","18.8",".394","149","5452"
"Ernie De La Trinidad","Diamondbacks (R)","21","222","9.5 %","16.2 %","0.58",".297",".385",".510",".895",".214","6.6",".342","-1.2","41","5.3",".394","115","sa3003955"
"Ketel Marte","Diamondbacks (AAA)","23","338","7.4 %","10.1 %","0.74",".338",".391",".514",".905",".177","7.2",".365","0.3","60","15.7",".393","135","13613"
"Freddy Rodriguez","Blue Jays (R)","20","104","11.5 %","20.2 %","0.57",".308",".388",".473",".861",".165","4.4",".373","0.1","19","4.7",".393","133","sa830209"
"Michael Donadio","Marlins (R)","22","118","13.6 %","19.5 %","0.70",".278",".407",".392",".799",".113","5.5",".356","-0.1","20","5.5",".393","138","sa857712"
"Bradley Zimmer","Indians (AAA)","24","144","9.7 %","29.9 %","0.33",".294",".371",".532",".902",".238","7.9",".405","0.6","24","8.0",".393","149","16221"
"Pedro Castellanos","- - -","19","217","4.6 %","7.8 %","0.59",".338",".382",".456",".839",".118","2.5",".354","-0.1","37","10.1",".393","138","sa917074"
"Luis Cossio","Diamondbacks (R)","20","181","18.8 %","25.4 %","0.74",".266",".411",".364",".775",".098","6.4",".381","-0.2","30","7.7",".393","134","sa3003322"
"Colton Burns","Twins (R)","21","98","16.3 %","23.5 %","0.70",".282",".423",".385",".807",".103","5.2",".389","0.3","17","4.5",".393","138","sa3004287"
"Victor Robles","- - -","20","496","7.5 %","16.9 %","0.44",".300",".382",".493",".875",".193","7.9",".353","1.4","84","26.7",".393","147","18363"
"Maiker Feliz","White Sox (R)","19","69","8.7 %","27.5 %","0.32",".295",".377",".492",".869",".197","6.2",".400","0.2","13","3.1",".393","133","sa828240"
"Juan Fernandez","- - -","18","125","7.2 %","11.2 %","0.64",".295",".368",".491",".859",".196","7.4",".316","0.1","23","5.6",".393","133","sa917824"
"Jean Carlos Arias","Twins (R)","19","185","7.6 %","22.7 %","0.33",".298",".359",".476",".835",".179","8.0",".372","0.6","31","8.5",".393","138","sa872811"
"Oscar Sanay","Mexican (AAA)","25","101","7.9 %","9.9 %","0.80",".371",".423",".427",".850",".056","4.7",".410","0.0","17","3.6",".393","127","sa830476"
"Troy Sieber","- - -","22","238","15.5 %","20.6 %","0.76",".289",".403",".457",".860",".168","1.7",".350","-0.4","41","12.9",".393","146","sa918544"
"Ismael Alcantara","Giants (R)","17","7","14.3 %","28.6 %","0.50",".333",".429",".333",".762",".000","1.6",".500","0.0","1","0.3",".393","134","sa3003345"
"Leonardo Ortiz","Reds (R)","20","203","7.9 %","11.3 %","0.70",".295",".378",".420",".799",".125","3.7",".329","0.5","34","8.6",".393","134","sa873338"
"Travis Taijeron","Mets (AAA)","28","533","13.1 %","27.4 %","0.48",".272",".383",".525",".907",".252","3.8",".346","-0.3","95","24.3",".393","135","11935"
"Jake Stone","Rays (R)","22","170","11.2 %","20.0 %","0.56",".301",".388",".445",".833",".144","7.1",".375","0.6","29","7.8",".392","137","sa3004305"
"Nick Yarnall","- - -","22","257","15.2 %","25.7 %","0.59",".284",".389",".493",".882",".209","4.7",".359","-0.2","47","11.9",".392","130","sa918978"
"Wadye Ynfante","Cardinals (R)","19","187","9.1 %","27.3 %","0.33",".299",".374",".491",".865",".192","5.1",".394","0.9","34","8.4",".392","133","sa828382"
"Orian Nunez","Cubs (R)","18","258","8.1 %","7.8 %","1.05",".305",".379",".416",".795",".111","6.6",".322","0.5","43","10.8",".392","134","sa917306"
"Garrison Schwartz","- - -","21","130","15.4 %","22.3 %","0.69",".267",".383",".495",".878",".229","3.9",".315","-0.5","24","6.2",".392","133","sa3003956"
"Quincy Nieporte","Phillies (R)","22","172","7.0 %","9.9 %","0.71",".299",".355",".494",".848",".195","2.2",".304","-0.1","29","7.8",".392","137","sa3004819"
"Cody Asche","White Sox (AAA)","27","347","14.1 %","21.6 %","0.65",".292",".392",".495",".887",".203","3.5",".343","0.3","58","18.9",".392","148","11997"
"Colin Walsh","- - -","27","448","21.0 %","22.5 %","0.93",".256",".413",".435",".848",".179","3.8",".324","-0.3","73","23.1",".392","147","10961"
"Ben Pelletier","Phillies (R)","18","180","4.4 %","16.7 %","0.27",".333",".361",".474",".835",".140","3.8",".388","0.1","30","8.1",".392","137","sa876134"
"Christopher Rodriguez","Marlins (R)","17","202","14.9 %","17.8 %","0.83",".278",".405",".370",".775",".093","2.3",".341","0.6","33","8.4",".392","134","sa3003349"
"Chris Gittens","Yankees (A+)","23","290","12.8 %","27.2 %","0.47",".266",".372",".472",".844",".206","1.8",".340","-0.2","46","15.6",".392","150","sa829048"
"Chance Shepard","Nationals (A-)","22","218","15.6 %","29.4 %","0.53",".249",".372",".459",".830",".210","5.2",".342","0.2","36","11.9",".392","150","sa920915"
"Fernando Tatis Jr.","- - -","18","575","13.4 %","24.5 %","0.55",".278",".379",".498",".877",".220","6.9",".343","0.2","98","30.6",".392","145","sa919910"
"Michael Brosseau","- - -","23","424","7.3 %","14.9 %","0.49",".321",".399",".453",".852",".132","4.6",".371","-2.2","72","22.7",".392","146","sa918938"
"Yeremi De La Cruz","Twins (R)","19","87","10.3 %","17.2 %","0.60",".286",".356",".455",".811",".169","5.2",".328","-1.4","14","3.6",".392","133","sa917170"
"Dominic Smith","Mets (AAA)","22","500","7.8 %","17.4 %","0.45",".330",".386",".519",".905",".188","3.0",".380","-0.5","88","22.4",".392","134","15653"
"Nate Orf","Brewers (AAA)","27","507","10.7 %","14.8 %","0.72",".320",".397",".507",".904",".187","7.1",".362","0.3","89","22.7",".392","134","15407"
"Mike Ford","- - -","24","532","17.7 %","13.5 %","1.31",".270",".404",".471",".875",".200","2.7",".282","0.3","89","27.2",".392","144","sa708447"
"Marcus Chiu","Dodgers (R)","20","172","6.4 %","23.3 %","0.28",".297",".384",".459",".843",".162","6.0",".383","1.0","31","7.6",".391","132","sa3004060"
"Isaias Silverio","- - -","17","238","10.5 %","21.8 %","0.48",".262",".366",".436",".801",".173","5.7",".327","0.7","39","9.8",".391","133","sa3003229"
"Manny Cruz","Reds (R)","21","4","25.0 %","0.0 %","1.00",".000",".500",".000",".500",".000","0.1",".000","0.0","1","0.1",".391","113","sa738998"
"Ismael Munguia","Giants (R)","18","164","10.4 %","11.0 %","0.94",".331",".398",".458",".855",".127","7.7",".368","-0.3","30","7.2",".391","132","sa917132"
"Justin Paulsen","Padres (R)","22","181","14.9 %","21.0 %","0.71",".291",".409",".412",".821",".122","4.5",".373","0.2","33","7.9",".391","131","sa3004074"
"Freddy De Jesus","Cardinals (R)","17","215","10.2 %","28.8 %","0.35",".277",".367",".429",".797",".152","1.4",".373","-0.1","35","8.8",".391","133","sa3003205"
"Elehuris Montero","Cardinals (R)","18","208","10.6 %","15.9 %","0.67",".277",".370",".468",".838",".191","3.5",".305","-0.9","35","9.2",".391","136","sa872477"
"Boog Powell","- - -","24","256","11.3 %","12.5 %","0.91",".333",".408",".477",".885",".144","6.3",".364","-0.2","45","11.3",".391","134","15103"
"Neftali Soto","- - -","28","566","7.6 %","18.2 %","0.42",".311",".364",".528",".892",".217","2.3",".346","0.0","94","29.2",".391","145","5663"
"Jake Cave","- - -","24","437","6.4 %","26.3 %","0.24",".305",".351",".542",".893",".236","4.4",".382","-0.9","73","22.6",".390","145","14477"
"Debby Santana","Reds (R)","16","188","6.9 %","23.9 %","0.29",".302",".356",".448",".804",".145","5.6",".397","0.4","31","7.6",".390","133","sa3003210"
"Stephen Piscotty","- - -","26","61","11.5 %","18.0 %","0.64",".259",".344",".574",".918",".315","3.3",".256","0.2","11","3.2",".390","137","13367"
"Wander Javier","Twins (R)","18","180","10.6 %","27.2 %","0.39",".299",".383",".471",".855",".172","5.7",".410","-0.5","32","7.7",".390","131","sa917168"
"Joey Rose","Diamondbacks (R)","19","217","6.0 %","25.8 %","0.23",".312",".364",".543",".907",".231","5.4",".393","0.6","39","4.4",".390","113","sa918007"
"Willy Garcia","White Sox (AAA)","24","134","13.4 %","28.4 %","0.47",".286",".396",".473",".869",".188","3.3",".386","0.2","22","7.0",".390","146","12956"
"Mitch Haniger","Mariners (AAA)","26","48","14.6 %","10.4 %","1.40",".256",".375",".538",".913",".282","0.9",".219","0.0","8","2.1",".390","133","14274"
"Joe McCarthy","Rays (AA)","23","554","16.2 %","17.0 %","0.96",".284",".409",".434",".843",".150","6.9",".344","2.0","88","29.0",".390","149","sa858039"
"Willie Calhoun","- - -","22","534","7.9 %","11.4 %","0.69",".300",".355",".572",".927",".272","4.6",".289","-0.3","93","23.0",".390","133","17838"
"Jonatan Machado","Cardinals (R)","18","139","5.8 %","9.4 %","0.62",".323",".381",".435",".817",".113","6.1",".342","0.7","23","6.0",".390","135","sa924310"
"Cesar Puello","- - -","26","379","6.6 %","21.6 %","0.30",".327",".377",".526",".903",".199","6.5",".394","1.6","66","16.2",".389","132","7216"
"Zack Granite","- - -","24","334","7.8 %","10.8 %","0.72",".340",".394",".479",".872",".139","7.1",".374","1.1","55","17.4",".389","146","15343"
"Jose Augusto Figueroa","Mexican (AAA)","24","123","3.3 %","21.1 %","0.15",".350",".377",".487",".864",".137","5.4",".444","-0.6","20","4.0",".389","125","sa597028"
"Blake Gailen","Dodgers (AA)","32","167","10.2 %","16.2 %","0.63",".300",".371",".500",".871",".200","3.5",".328","0.1","28","8.3",".389","143","sa605974"
"Eliezer Alfonzo","Tigers (R)","17","182","14.3 %","9.9 %","1.44",".305",".414",".344",".759",".040","5.2",".343","1.0","30","7.2",".389","132","sa3003262"
"Carlos Rodriguez","Mexican (AAA)","35","391","7.7 %","24.6 %","0.31",".309",".364",".514",".878",".205","3.4",".385","0.6","64","12.6",".389","125","sa509441"
"Kyle Overstreet","- - -","23","282","11.0 %","13.8 %","0.79",".322",".397",".473",".871",".151","1.9",".358","-0.3","49","13.6",".389","139","sa827140"
"Tyler Adkison","- - -","22","190","15.8 %","23.2 %","0.68",".300",".411",".447",".857",".147","5.1",".393","-1.3","35","6.5",".389","121","sa3004180"
"Eric Senior","Nationals (R)","19","19","10.5 %","21.1 %","0.50",".267",".368",".467",".835",".200","6.0",".273","0.2","3","0.8",".389","135","sa875381"
"Daric Barton","Mexican (AAA)","31","96","26.0 %","14.6 %","1.79",".217",".421",".391",".812",".174","2.1",".226","0.1","16","3.1",".389","124","5928"
"Matt Reynolds","Mets (AAA)","26","144","11.1 %","20.8 %","0.53",".320",".396",".484",".880",".164","3.6",".394","-0.6","25","6.1",".388","132","13788"
"Estamy Urena","Twins (R)","18","198","9.6 %","13.1 %","0.73",".306",".369",".434",".802",".127","6.0",".336","-0.6","32","7.7",".388","132","sa3002628"
"Zach Borenstein","Diamondbacks (AAA)","26","433","10.4 %","29.1 %","0.36",".279",".351",".573",".924",".294","5.8",".349","-0.2","75","18.1",".388","132","sa599252"
"Jared Walsh","- - -","23","380","7.6 %","26.6 %","0.29",".311",".372",".506",".878",".195","3.6",".412","0.3","66","18.9",".388","139","sa827173"
"DJ Peters","Dodgers (A+)","21","587","10.9 %","32.2 %","0.34",".276",".372",".514",".886",".238","4.7",".385","-0.9","103","28.1",".388","137","sa829712"
"Juan Graterol","Blue Jays (AAA)","28","14","0.0 %","7.1 %","0.00",".429",".429",".429",".857",".000","1.6",".462","0.0","2","0.7",".388","145","5398"
"Scott Kingery","- - -","23","603","6.8 %","18.1 %","0.38",".304",".359",".530",".889",".227","7.9",".336","3.8","99","29.9",".388","143","17975"
"Connor Panas","Blue Jays (A+)","24","459","8.9 %","21.6 %","0.41",".276",".364",".475",".839",".199","5.1",".325","0.8","72","23.3",".388","148","sa875228"
"Miguel De La Cruz","Angels (R)","19","269","17.8 %","21.2 %","0.84",".240",".379",".406",".785",".166","7.7",".308","-0.7","44","10.4",".388","131","sa918025"
"Olmo Rosario","- - -","36","184","8.2 %","9.2 %","0.88",".321",".379",".479",".858",".158","2.4",".333","-2.2","30","5.9",".388","124","sa202325"
"Wade Wass","Angels (AA)","25","226","10.2 %","30.5 %","0.33",".257",".364",".482",".846",".225","6.2",".339","0.3","36","11.5",".388","148","sa658231"
"Jordan George","- - -","24","416","11.5 %","13.7 %","0.84",".302",".386",".466",".852",".164","3.5",".331","0.0","66","20.3",".388","146","sa876211"
"Cory Spangenberg","Padres (AAA)","26","72","5.6 %","11.1 %","0.50",".348",".403",".470",".872",".121","5.6",".386","-0.4","12","3.0",".388","131","12294"
"Jhoander Saez","Mets (R)","19","317","10.1 %","20.8 %","0.48",".320",".397",".378",".776",".058","8.1",".419","2.9","51","12.2",".388","131","sa3003206"
"Jose Brizuela","Dodgers (A+)","24","59","10.2 %","23.7 %","0.43",".353",".424",".431",".855",".078","2.5",".474","-0.5","10","2.8",".388","137","sa602857"
"Trenton Kemp","Red Sox (A+)","21","130","8.5 %","26.2 %","0.32",".316",".369",".504",".874",".188","7.6",".422","0.4","22","6.6",".388","144","sa829348"
"Charlie Meyer","- - -","24","20","15.0 %","40.0 %","0.38",".214",".450",".286",".736",".071","2.6",".500","0.0","3","0.7",".388","127","sa3002743"
"Evan White","Mariners (A-)","21","55","10.9 %","10.9 %","1.00",".277",".345",".532",".877",".255","4.8",".250","-0.2","10","2.6",".387","138","sa915774"
"Chris Hudgins","Royals (R)","21","121","8.3 %","24.8 %","0.33",".305",".375",".514",".889",".210","4.2",".392","0.1","22","2.2",".387","111","sa829684"
"Ramon Beltre","- - -","20","316","7.0 %","15.2 %","0.46",".325",".373",".442",".814",".117","6.1",".369","0.6","53","11.9",".387","130","sa828230"
"Jake Lumley","Athletics (R)","22","147","8.2 %","15.0 %","0.55",".333",".388",".444",".832",".111","6.0",".398","-0.4","26","6.0",".387","129","sa3004122"
"Darick Hall","- - -","21","503","5.8 %","23.3 %","0.25",".270",".334",".533",".867",".263","2.0",".299","-0.2","84","26.9",".387","147","sa918293"
"Mark Canha","Athletics (AAA)","28","317","10.7 %","19.6 %","0.55",".283",".373",".529",".903",".246","6.1",".323","0.7","55","13.0",".387","131","11445"
"Jefrey Ramos","- - -","18","209","5.3 %","20.1 %","0.26",".307",".349",".497",".847",".190","4.1",".352","0.2","35","8.2",".387","133","sa923039"
"Robbie Podorsky","- - -","22","220","7.3 %","6.8 %","1.07",".325",".397",".428",".825",".103","8.5",".346","1.2","38","10.2",".387","135","sa3004066"
"Williams Calderon","Pirates (R)","19","148","14.2 %","21.6 %","0.66",".258",".381",".400",".781",".142","6.4",".344","-1.4","24","5.6",".387","131","sa872560"
"Carlos Mendivil","Mexican (AAA)","23","163","8.6 %","15.3 %","0.56",".318",".374",".493",".867",".176","2.8",".364","-0.1","26","5.0",".387","123","sa737687"
"Reshard Munroe","Reds (R)","21","148","14.9 %","18.9 %","0.79",".290",".401",".419",".821",".129","6.7",".355","-0.2","26","6.0",".387","129","sa872821"
"Edwin Rios","- - -","23","522","6.7 %","21.3 %","0.32",".309",".362",".533",".895",".223","1.8",".357","-0.9","87","23.7",".387","138","sa827170"
"Carlos Tatis","- - -","20","285","8.8 %","17.2 %","0.51",".289",".358",".451",".809",".163","4.5",".316","0.2","46","11.0",".387","131","sa874814"
"Jose Fernandez","- - -","29","381","6.6 %","8.9 %","0.74",".306",".367",".496",".863",".190","1.6",".301","-1.0","62","18.2",".387","141","19254"
"Cam Balego","Cubs (R)","22","118","11.9 %","17.8 %","0.67",".286",".385",".449",".834",".163","2.7",".346","-1.2","21","4.7",".387","129","sa3004517"
"Everlouis Lozada","- - -","18","192","9.4 %","14.6 %","0.64",".333",".396",".409",".805",".076","5.4",".393","-1.0","31","8.0",".387","135","sa917077"
"Ramon Flores","Angels (AAA)","25","493","13.8 %","14.2 %","0.97",".312",".409",".460",".869",".148","5.7",".353","1.3","85","20.0",".387","131","11165"
"Rob Refsnyder","- - -","26","174","10.3 %","18.4 %","0.56",".320",".402",".467",".869",".147","5.2",".390","-0.1","29","8.7",".387","144","13770"
"Andrew Bechtold","Twins (R)","21","175","15.4 %","22.9 %","0.68",".299",".406",".424",".829",".125","3.6",".390","0.2","31","7.0",".387","129","sa829787"
"Tyrone Taylor","- - -","23","121","9.1 %","17.4 %","0.52",".287",".355",".509",".865",".222","6.7",".313","0.4","20","6.3",".387","138","sa657979"
"Daniel Johnson","- - -","21","549","6.4 %","18.2 %","0.35",".298",".356",".505",".861",".207","6.2",".332","-0.2","91","28.5",".387","145","sa918018"
"Adam McGinnis","White Sox (R)","22","70","5.7 %","18.6 %","0.31",".290",".343",".532",".875",".242","4.4",".313","0.0","12","2.8",".386","129","sa3004077"
"Nelson Velazquez","Cubs (R)","18","126","11.9 %","31.0 %","0.38",".236",".333",".536",".870",".300","8.2",".286","0.0","22","5.0",".386","129","sa3005129"
"Mike Gerber","- - -","24","432","9.7 %","22.7 %","0.43",".304",".373",".496",".869",".192","5.5",".373","-0.4","70","19.9",".386","140","16115"
"Claudio Finol","Reds (R)","17","232","9.9 %","8.2 %","1.21",".300",".380",".405",".785",".105","6.4",".324","-0.1","37","8.7",".386","130","sa3003256"
"Anthony Rodriguez","Astros (R)","20","253","19.8 %","22.5 %","0.88",".229",".415",".313",".728",".083","4.1",".316","-0.2","41","9.5",".386","130","sa872752"
"Will Benson","Indians (A-)","19","236","13.1 %","33.9 %","0.39",".238",".347",".475",".823",".238","6.7",".339","1.0","38","12.0",".386","146","sa917927"
"Art Charles","- - -","26","238","13.9 %","27.3 %","0.51",".257",".359",".515",".874",".257","2.6",".315","0.1","39","11.2",".386","132","sa503326"
"Tyler White","Astros (AAA)","26","497","9.5 %","20.3 %","0.47",".300",".371",".528",".898",".227","4.3",".334","-0.2","85","19.8",".386","130","15564"
"Oscar Olivares","Orioles (R)","18","125","11.2 %","21.6 %","0.52",".264",".352",".445",".797",".182","4.3",".325","0.6","20","4.7",".386","130","sa3005020"
"Julio De La Cruz","Angels (R)","16","221","15.4 %","27.6 %","0.56",".249",".377",".398",".775",".149","7.0",".361","-0.9","36","8.2",".386","130","sa3003224"
"Brad Zunica","Padres (A)","21","330","13.0 %","30.9 %","0.42",".250",".361",".504",".864",".254","1.9",".319","-0.2","55","16.2",".386","142","sa875647"
"Logan Hill","- - -","24","401","11.2 %","23.4 %","0.48",".269",".359",".491",".850",".223","3.8",".315","-0.5","63","19.3",".386","145","sa875822"
"Colby Fitch","- - -","21","135","14.1 %","17.0 %","0.83",".266",".400",".413",".813",".147","3.5",".301","0.2","22","6.8",".386","146","sa915614"
"Gabriel Gutierrez","Mexican (AAA)","33","103","6.8 %","9.7 %","0.70",".326",".380",".467",".847",".141","2.7",".350","-0.2","17","3.0",".386","122","sa286640"
"Gleyber Torres","- - -","20","235","12.8 %","20.0 %","0.64",".287",".383",".480",".863",".193","5.2",".342","-1.0","38","11.1",".386","141","16997"
"Richie Fecteau","- - -","23","296","7.1 %","13.9 %","0.51",".316",".374",".490",".865",".175","3.6",".338","-0.4","50","13.3",".385","137","sa827319"
"Oliver Carmona","Angels (R)","19","288","14.9 %","13.5 %","1.10",".281",".393",".385",".778",".104","5.6",".316","-0.6","46","10.6",".385","130","sa919316"
"Eudor Garcia","Mets (A+)","23","15","6.7 %","20.0 %","0.33",".357",".400",".429",".829",".071","4.8",".455","-0.8","2","0.7",".385","146","sa828870"
