"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Hank Blalock","- - -","27","8","24","29","10","7","3","0","0","6","4","5","1","6","0","0","0","1","1","0",".417","1419"
"Austin Kearns","- - -","28","7","17","25","7","4","1","1","1","4","7","6","0","3","1","1","0","0","0","0",".412","332"
"Greg Norton","Mariners (AAA)","35","8","22","25","9","7","2","0","0","3","3","2","0","3","0","1","0","0","1","0",".409","1388"
"Corey Patterson","Reds (AAA)","28","5","22","23","9","7","2","0","0","3","0","1","0","5","0","0","0","1","1","1",".409","300"
"Carson Blair","Red Sox (R)","18","6","22","23","9","7","1","0","1","2","9","0","0","5","0","1","0","0","0","0",".409","5429"
"Joe Inglett","Blue Jays (AAA)","30","15","54","62","22","17","2","2","1","12","6","7","0","7","1","0","0","0","1","2",".407","7254"
"Dioner Navarro","Rays (A+)","24","4","10","18","4","2","1","0","1","4","4","6","0","1","2","0","0","0","1","0",".400","3179"
"Erick Aybar","Angels (A+)","24","3","10","10","4","3","1","0","0","2","3","0","0","0","0","0","0","0","2","0",".400","4082"
"Chris Snyder","Diamondbacks (A+)","27","1","5","5","2","1","0","0","1","1","4","0","0","2","0","0","0","0","0","0",".400","4606"
"Tadahito Iguchi","Padres (A+)","33","3","10","11","4","2","0","0","2","4","3","1","0","2","0","0","0","0","0","0",".400","8581"
"Roberto Lopez","Angels (R)","22","67","270","319","108","65","28","1","14","68","72","34","1","23","11","4","0","9","3","2",".400","sa454598"
"Alex Buchholz","Reds (R)","20","34","134","153","53","33","15","2","3","31","26","16","0","25","3","0","0","4","3","2",".396","sa454711"
"Pat O'Sullivan","Mexican (AAA)","31","25","97","111","38","28","4","0","6","17","23","11","2","14","2","1","0","3","2","0",".392","sa3001376"
"Nicholas Papasan","Twins (R)","20","10","36","37","14","10","3","0","1","7","5","1","0","9","0","0","0","2","0","1",".389","sa328234"
"Dave Roberts","Giants (AAA)","36","11","31","37","12","5","4","1","2","4","5","6","0","6","0","0","0","1","0","2",".387","670"
"Kit Pellow","Mexican (AAA)","34","103","374","438","144","83","27","0","34","91","107","49","10","64","8","7","0","6","3","2",".385","1576"
"Justin Bass","Angels (R)","19","17","60","68","23","19","4","0","0","13","10","6","0","12","1","0","1","0","2","2",".383","sa392127"
"Jerry Hairston","Reds (AAA)","32","20","79","85","30","16","8","2","4","11","19","3","0","9","1","1","1","1","1","1",".380","144"
"Ben Revere","Twins (A)","20","83","340","374","129","101","17","10","1","51","43","27","2","31","5","0","2","1","44","13",".379","4712"
"Ryan Sweeney","- - -","23","9","37","42","14","9","4","0","1","5","5","5","0","4","0","0","0","0","0","0",".378","6352"
"Luis Maza","Dodgers (AAA)","28","63","238","273","90","72","11","5","2","51","29","31","1","30","1","1","2","7","1","2",".378","2416"
"Terry Tiffee","Dodgers (AAA)","29","93","392","425","148","97","39","3","9","73","69","27","5","43","2","4","0","17","1","2",".378","2160"
"Daniel Robertson","Padres (A-)","22","73","302","348","114","87","21","3","3","59","45","34","2","34","5","4","3","7","20","7",".377","6266"
"Shane Victorino","- - -","27","5","16","18","6","6","0","0","0","1","1","2","0","1","0","0","0","0","0","1",".375","1677"
"Jason Stanford","- - -","31","5","8","9","3","3","0","0","0","1","0","1","0","2","0","0","0","0","1","0",".375","1763"
"Brandon Crawford","- - -","21","5","16","16","6","4","1","1","0","3","3","0","0","3","0","0","0","1","0","1",".375","5343"
"Brent Krause","Brewers (AA)","26","3","8","8","3","2","1","0","0","0","2","0","0","4","0","0","0","0","0","0",".375","sa396246"
"Tyler Kuhn","White Sox (R)","21","62","256","280","96","61","23","9","3","51","46","21","0","35","1","0","2","2","7","3",".375","sa455308"
"Luis Cardona","Pirates (R)","19","8","24","27","9","7","2","0","0","5","1","3","0","3","0","0","0","0","2","2",".375","sa504937"
"Carlos Urena","Yankees (R)","18","6","24","27","9","5","2","1","1","6","8","1","0","4","1","1","0","1","0","0",".375","sa507161"
"Anthony Rizzo","Red Sox (A)","18","21","83","87","31","25","6","0","0","9","11","3","0","15","1","0","0","2","0","0",".373","3473"
"Jorge Castillo","- - -","21","59","233","256","87","69","15","2","1","24","39","13","0","27","5","5","0","4","0","1",".373","sa455497"
"Matthew Crawford","Angels (R)","22","37","142","159","53","45","4","2","2","31","20","11","0","20","1","1","4","2","19","2",".373","sa455345"
"James Darnell","Padres (A-)","21","16","67","78","25","16","6","1","2","9","15","11","1","12","0","0","0","3","1","1",".373","9060"
"Reggie Willits","- - -","27","14","51","59","19","16","2","1","0","11","4","7","0","7","0","0","1","0","3","1",".373","5590"
"Roberto Petagine","Mexican (AAA)","37","37","129","160","48","31","10","1","6","25","27","29","2","23","1","1","0","5","0","1",".372","8607"
"Maikol Gonzalez","- - -","22","26","97","112","36","27","7","2","0","17","13","12","0","13","0","0","3","4","5","3",".371","sa462938"
"Amaury Cazana","- - -","29","80","282","318","104","73","20","1","10","56","58","31","1","64","2","2","1","9","7","5",".369","sa509692"
"Jason Appel","Rays (A-)","22","12","38","40","14","13","1","0","0","6","2","2","0","6","0","0","0","0","2","1",".368","sa454925"
"Eric Chavez","Athletics (AAA)","30","9","30","33","11","6","3","0","2","7","3","3","0","7","0","0","0","1","0","0",".367","906"
"Christopher Blackwood","Nationals (R)","20","19","30","35","11","10","1","0","0","5","7","4","0","11","0","0","1","0","4","1",".367","sa389700"
"Chris Garcia","- - -","20","40","134","158","49","38","7","2","2","23","24","21","0","24","2","0","1","4","2","0",".366","sa390205"
"Jamie D'Antona","Diamondbacks (AAA)","26","110","419","454","153","96","35","1","21","69","79","30","3","64","1","4","0","15","1","0",".365","5851"
"Jay Bruce","Reds (AAA)","21","49","184","201","67","43","9","5","10","34","37","12","4","45","0","5","0","4","8","1",".364","9892"
"Victor Bojorquez","Mexican (AAA)","34","103","415","447","151","111","23","6","11","75","85","16","1","55","3","5","8","7","5","7",".364","sa185640"
"Pedro Feliz","- - -","33","3","11","12","4","2","0","0","2","2","2","1","0","3","0","0","0","0","0","0",".364","1112"
"Omar Infante","Braves (AAA)","26","3","11","12","4","3","1","0","0","3","3","1","0","1","0","0","0","0","0","0",".364","1609"
"Eric Hosmer","Royals (R)","18","3","11","15","4","2","2","0","0","2","2","3","0","2","1","0","0","0","0","0",".364","3516"
"John McDonald","Blue Jays (A+)","33","3","11","12","4","4","0","0","0","2","1","1","0","1","0","0","0","0","0","0",".364","395"
"Jeff Salazar","Diamondbacks (AAA)","27","24","99","115","36","23","6","3","4","29","18","14","0","14","0","1","1","1","3","0",".364","4507"
"Jarrett Santos","- - -","26","28","11","12","4","3","1","0","0","0","2","0","0","5","0","0","1","0","1","0",".364","sa254609"
"Edgar Trejo","Brewers (R)","18","3","11","11","4","3","0","0","1","2","2","0","0","3","0","0","0","0","0","0",".364","sa392827"
"J.P. Ramirez","Nationals (R)","18","5","11","15","4","4","0","0","0","2","8","4","0","0","0","0","0","0","0","0",".364","sa455310"
"Anderson Hidalgo","Twins (R)","19","26","88","107","32","25","6","0","1","15","17","15","0","13","1","2","1","3","1","1",".364","sa455756"
"Micah Hoffpauir","Cubs (AAA)","28","71","290","313","105","44","34","2","25","63","100","17","1","46","1","5","0","4","2","0",".362","4342"
"Salvador Perez","- - -","18","25","83","95","30","24","3","2","1","11","16","7","0","10","1","2","2","1","0","1",".361","7304"
"Pedro Castellano","Mexican (AAA)","38","104","371","428","134","97","25","1","11","49","61","50","5","48","3","4","0","15","3","2",".361","sa7207"
"Miguel Torres","Mexican (AAA)","20","27","36","38","13","12","1","0","0","5","6","1","0","5","0","1","0","2","0","0",".361","sa509440"
"Angel Salome","Brewers (AA)","22","98","367","412","132","87","30","2","13","67","83","33","2","57","5","5","1","13","3","2",".360","7536"
"Russell Branyan","Brewers (AAA)","32","45","153","179","55","28","15","0","12","24","36","25","3","49","1","0","0","3","4","1",".359","370"
"Jim Negrych","- - -","23","129","473","555","170","123","41","1","5","87","72","66","5","69","5","6","3","11","12","7",".359","sa326763"
"Christian Quintero","Mexican (AAA)","32","102","390","437","140","101","25","2","12","76","59","34","3","46","3","7","3","4","21","5",".359","sa208112"
"Cesar Marquez","Mexican (AAA)","21","26","53","55","19","17","2","0","0","8","4","2","0","14","0","0","0","2","0","0",".358","sa3001708"
"Clark Murphy","Rangers (R)","18","25","95","109","34","23","7","3","1","13","21","12","0","19","1","0","1","2","1","0",".358","sa454571"
"Victor Rodriguez","Mexican (AAA)","31","104","397","437","142","113","21","0","8","62","57","25","3","23","4","7","4","17","3","0",".358","sa3001115"
"Ray Stokes","Padres (A)","22","6","14","20","5","5","0","0","0","2","2","5","0","1","1","0","0","0","0","1",".357","sa327895"
"Jose Bonilla","Royals (R)","19","34","112","121","40","23","9","3","5","20","24","5","0","22","4","0","0","4","5","0",".357","sa394062"
"Marcel Champagnie","Angels (R)","22","6","14","18","5","5","0","0","0","4","1","2","0","1","0","0","2","1","2","0",".357","sa454754"
"Pedro Valdes","Mexican (AAA)","35","104","359","430","128","86","25","0","17","57","78","65","7","31","1","5","0","16","0","0",".357","sa7761"
"Derrick White","Mexican (AAA)","38","71","264","308","94","62","16","0","16","50","66","39","4","40","4","1","0","13","1","0",".356","sa3001084"
"Kai Gronauer","Mets (R)","21","16","45","50","16","15","1","0","0","4","10","2","0","6","2","0","1","1","0","1",".356","sa456436"
"Matt Wieters","- - -","22","130","437","530","155","104","22","2","27","89","91","82","8","76","3","7","1","15","2","2",".355","4298"
"Ben Zobrist","- - -","27","24","85","103","30","22","4","0","4","16","15","15","0","18","0","2","1","0","4","1",".353","7435"
"Curt Smith","- - -","21","58","238","255","84","57","18","1","8","40","59","11","3","47","4","2","0","5","3","4",".353","sa455031"
"Franklin Felida","Nationals (R)","19","8","17","19","6","3","2","0","1","4","1","1","0","3","1","0","0","0","1","1",".353","sa506718"
"Ernesto Manzanillo","- - -","19","41","122","149","43","29","6","6","2","23","21","25","0","30","0","2","0","2","11","6",".352","sa455735"
"Kendrys Morales","- - -","25","83","338","362","119","81","22","0","16","50","74","20","3","44","1","3","0","10","1","3",".352","8610"
"Buster Posey","- - -","21","10","37","45","13","6","5","1","1","10","6","8","1","4","0","0","0","0","0","0",".351","9166"
"Cristhian Presichi","Mexican (AAA)","27","103","382","429","134","88","29","1","16","70","74","41","4","39","1","4","1","11","18","0",".351","sa184892"
"Pablo Sandoval","- - -","21","112","448","485","157","97","38","2","20","90","96","31","4","59","3","3","0","5","2","2",".350","5409"
"Troy Tulowitzki","- - -","23","12","40","50","14","8","4","0","2","10","5","9","0","4","0","1","0","2","1","0",".350","3531"
"Curtis Granderson","- - -","27","5","20","21","7","4","1","2","0","2","1","1","0","3","0","0","0","0","0","0",".350","4747"
"Dmitri Young","- - -","34","8","20","23","7","4","3","0","0","0","2","3","0","1","0","0","0","0","0","0",".350","505"
"Ramon Castro","Mets (A+)","32","7","20","24","7","4","1","0","2","6","5","3","0","2","0","1","0","1","0","0",".350","514"
"Kip Bouknight","Phillies (AA)","29","10","20","22","7","6","1","0","0","1","2","0","0","5","0","0","2","0","0","0",".350","sa200184"
"Daniel Elorriaga-Matra","Braves (R)","19","17","60","63","21","15","5","0","1","11","11","1","0","6","1","1","0","2","1","0",".350","sa392182"
"Giovanni Ortiz","Mets (R)","20","15","40","48","14","14","0","0","0","7","3","4","0","10","3","0","1","0","0","0",".350","sa457150"
"Ruben Rivera","Mexican (AAA)","34","105","366","446","128","77","22","4","25","76","70","66","7","74","13","1","0","9","22","6",".350","1550"
"Eduardo Arredondo","Mexican (AAA)","23","74","289","330","101","83","15","2","1","53","27","18","1","19","7","3","11","6","9","9",".349","sa508008"
"Jesus Guzman","- - -","24","100","415","458","145","100","26","2","17","64","88","37","4","70","2","2","2","8","6","4",".349","3118"
"Jeremy Reed","Mariners (AAA)","27","38","149","168","52","34","11","1","6","26","21","16","0","14","1","1","1","3","6","1",".349","4730"
"Sam Narron","- - -","26","22","43","54","15","10","4","0","1","4","9","5","0","12","0","0","6","0","0","0",".349","4516"
"Jose Macias","Mexican (AAA)","36","78","301","336","105","80","12","8","5","56","46","24","5","21","0","1","9","8","6","5",".349","476"
"Hector Sanchez","Giants (R)","18","55","207","254","72","51","14","3","4","40","63","36","2","29","8","2","1","4","4","1",".348","10289"
"Luis C. Garcia","Mexican (AAA)","32","31","115","123","40","32","5","1","2","16","21","6","1","7","2","0","0","4","1","0",".348","140"
"Max Ramirez","- - -","23","81","285","337","99","59","19","2","19","58","57","42","0","69","7","3","0","6","2","2",".347","5039"
"Miguel Fermin","Marlins (A-)","23","65","242","258","84","52","13","2","17","54","47","9","0","43","3","3","1","1","6","1",".347","sa455615"
"Delwyn Young","Dodgers (AAA)","26","13","49","56","17","8","5","1","3","14","10","7","0","8","0","0","0","5","0","0",".347","4563"
"Brian Bogusevic","- - -","24","50","147","173","51","33","12","2","4","25","26","20","2","25","2","0","4","5","9","1",".347","4719"
"Marcos Vechionacci","- - -","21","24","78","88","27","21","6","0","0","10","15","8","1","13","0","1","1","2","0","0",".346","sa248180"
"Chris Fox","Angels (R)","22","17","52","68","18","11","5","2","0","15","9","12","0","11","4","0","0","0","9","1",".346","sa456463"
"J.R. Higley","Nationals (R)","20","35","107","142","37","25","12","0","0","17","16","21","0","32","11","3","0","2","6","3",".346","sa455010"
"Michael Taylor","- - -","22","132","492","554","170","108","39","4","19","76","88","50","4","89","8","4","0","15","15","9",".346","2591"
"Shamar Almeida","- - -","36","75","220","258","76","54","17","0","5","25","49","32","5","40","2","4","0","4","0","1",".345","sa185402"
"Nick Van Stratten","Royals (A)","23","40","139","155","48","32","13","2","1","22","18","12","0","20","2","2","0","2","5","3",".345","sa327092"
"Neall French","Yankees (R)","24","35","84","100","29","22","4","0","3","15","15","10","0","13","4","1","1","1","2","1",".345","sa455906"
"Joaquin Martinez","Angels (R)","18","19","58","63","20","14","6","0","0","10","8","5","0","26","0","0","0","0","1","1",".345","sa3001831"
"Tommy Johnson","Mariners (R)","22","36","119","129","41","32","8","0","1","15","12","6","0","23","1","0","3","5","0","0",".345","sa455239"
"Mario Yepez","Mariners (R)","20","67","238","275","82","60","17","4","1","32","44","18","1","27","9","5","5","5","11","4",".345","sa502546"
"Robert Lara","Padres (R)","21","49","157","203","54","38","13","0","3","29","34","37","0","30","8","0","1","4","0","2",".344","sa455283"
"Kiel Roling","Rockies (R)","21","18","64","72","22","11","7","0","4","10","17","8","0","11","0","0","0","2","0","0",".344","sa454751"
"Kevin Acosta","Padres (R)","19","18","32","37","11","10","1","0","0","9","2","3","0","8","1","0","1","0","3","1",".344","sa455935"
"Francisco Valdez","Mexican (AAA)","39","47","134","156","46","40","6","0","0","12","12","10","0","13","3","3","6","4","1","0",".343","sa185584"
"Jaff Decker","- - -","18","52","169","228","58","40","11","2","5","53","34","57","1","41","2","0","0","4","9","1",".343","7945"
"Cesar Guillen","Rays (R)","19","53","204","231","70","52","14","2","2","45","36","21","0","16","3","3","0","5","14","4",".343","sa508115"
"Aris De La Cruz","Yankees (R)","18","16","35","40","12","9","2","0","1","8","3","4","0","13","1","0","0","1","3","0",".343","sa3000763"
"Paul McAnulty","Padres (AAA)","27","53","181","225","62","34","14","1","13","34","50","35","1","38","2","7","0","2","0","0",".343","4409"
"Carlos Alvarez","Nationals (R)","22","51","181","213","62","45","12","3","2","42","33","23","0","19","5","0","4","3","9","2",".343","sa507022"
"Raul Sanchez","Mexican (AAA)","35","43","158","172","54","40","11","0","3","24","25","10","1","26","2","1","1","6","4","3",".342","sa185680"
"Serafin Rodriguez","Mexican (AAA)","33","90","331","372","113","95","12","2","4","53","35","25","1","37","9","2","5","12","7","6",".341","sa508486"
"Henry Henry","Pirates (R)","21","67","249","292","85","67","12","4","2","58","30","31","2","21","8","0","4","4","37","14",".341","sa505443"
"Willie Romero","Mexican (AAA)","33","105","378","455","129","93","21","5","10","78","65","63","3","56","3","9","2","9","30","6",".341","sa195477"
"Wilkin Ruan","Dodgers (AAA)","29","86","211","226","72","59","8","5","0","28","17","8","1","20","1","2","4","7","4","3",".341","1622"
"Nelson Cruz","- - -","27","104","387","454","132","73","19","3","37","94","100","58","4","88","5","4","0","10","24","8",".341","2434"
"Erubiel Durazo","Mexican (AAA)","33","50","173","208","59","40","10","0","9","29","35","31","5","26","3","1","0","5","0","0",".341","1413"
"Andy Dirks","- - -","22","13","44","49","15","10","3","2","0","10","9","4","1","8","0","1","0","0","2","0",".341","6453"
"Alberto Castillo","Mexican (AAA)","38","14","44","48","15","6","8","1","0","3","10","2","0","7","1","1","0","2","0","0",".341","812"
"Matt Miller","- - -","25","139","531","605","181","136","35","0","10","98","107","59","2","61","7","8","0","18","6","2",".341","sa253307"
"Daniel Nava","Red Sox (A+)","25","85","323","379","110","72","27","1","10","54","59","43","1","70","7","4","2","8","4","3",".341","5450"
"Tony Delmonico","Dodgers (R)","21","35","141","167","48","17","20","0","11","38","39","18","0","28","8","0","0","4","0","0",".340","sa454730"
"Neftali Soto","- - -","19","67","285","304","97","59","25","2","11","38","47","11","0","46","2","6","0","8","2","1",".340","5663"
"Chris Shelton","Rangers (AAA)","28","67","256","291","87","52","22","2","11","38","51","31","0","54","1","3","0","7","0","0",".340","1891"
"Michael Garciaparra","Brewers (AA)","25","44","103","111","35","27","4","1","3","12","20","3","1","25","2","0","3","2","2","1",".340","sa202670"
"Denard Span","Twins (AAA)","24","40","156","184","53","38","11","1","3","32","14","26","1","36","0","0","2","1","15","8",".340","8347"
"Jericho Jones","Cubs (R)","20","43","159","172","54","36","7","6","5","29","30","10","0","41","3","0","0","3","2","1",".340","sa454938"
"Jesus Merchan","Diamondbacks (AAA)","27","114","436","477","148","116","23","5","4","50","72","18","0","44","11","9","3","17","2","2",".339","sa199270"
"Corky Miller","Braves (AAA)","32","16","56","67","19","11","3","0","5","9","12","9","1","11","2","0","0","4","0","1",".339","342"
"Jorge Vazquez","Mexican (AAA)","26","56","224","246","76","51","7","0","18","30","59","20","6","45","2","0","0","9","1","0",".339","sa491894"
"Terrell Alliman","Angels (R)","19","45","180","196","61","38","17","5","1","36","39","12","0","44","2","2","0","2","8","3",".339","sa328324"
"Alejandro Machado","Twins (AAA)","26","54","195","215","66","46","16","2","2","33","31","13","0","26","0","2","5","5","12","3",".338","2082"
"Renny Osuna","- - -","23","130","526","592","178","130","39","5","4","100","66","53","1","65","4","6","3","4","14","4",".338","sa330039"
"Kenny Perez","Rockies (AAA)","26","51","133","151","45","30","13","1","1","23","20","16","0","16","0","2","0","5","2","0",".338","sa199748"
"Michael Moras","Mets (R)","22","20","68","78","23","19","3","0","1","14","9","8","1","11","2","0","0","3","1","0",".338","sa455152"
"Charlie Blackmon","Rockies (A-)","21","68","290","321","98","70","21","5","2","42","33","16","2","37","10","2","3","2","13","7",".338","7859"
"Cole White","Pirates (A-)","23","21","77","90","26","19","6","0","1","12","9","9","0","13","1","2","1","1","2","0",".338","sa455403"
"Jairo Perez","Twins (R)","20","48","160","198","54","33","16","1","4","38","36","20","0","24","12","5","1","2","8","4",".338","sa504599"
