"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jason Motte","Cardinals (AA)","25","19","2","2","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","5861"
"Jon Coutlangus","Reds (AAA)","26","4","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","6182"
"Mike DeJean","- - -","36","13","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","682"
"Mark Worrell","Cardinals (AAA)","24","35","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","8045"
"Brandon Claussen","Nationals (AAA)","28","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","814"
"Kane Davis","Phillies (AAA)","32","8","2","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","872"
"Buddy Hernandez","Braves (AAA)","28","15","4","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0",".500","sa184254"
"Matthew Wilkinson","Diamondbacks (AA)","29","8","2","2","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","sa200706"
"Rich Scalamandre","- - -","26","22","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","sa201967"
"Phillip Andersen","Cardinals (R)","23","1","2","3","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",".500","sa254043"
"Marcelo Perez","Mets (AA)","26","15","2","3","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".500","sa254224"
"Will Startup","- - -","22","21","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","sa290704"
"Daniel Rivas","White Sox (R)","20","4","4","4","2","2","0","0","0","4","1","0","0","1","0","0","0","0","1","0",".500","sa3000201"
"Yael Arias","Nationals (R)","21","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","sa3000423"
"Emmanuel Arias","Twins (R)","20","3","6","8","3","3","0","0","0","2","0","2","0","1","0","0","0","1","1","0",".500","sa3000591"
"Alberto Castillo","Nationals (R)","21","1","4","4","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".500","sa3000605"
"Carlos Eduardo Gonzalez","Mexican (AAA)","22","7","2","2","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0",".500","sa509268"
"Endy Chavez","- - -","29","7","27","31","13","12","1","0","0","5","6","3","0","2","0","1","0","0","0","1",".481","768"
"Chad Tracy","Diamondbacks (AAA)","27","3","15","15","7","4","2","0","1","3","4","0","0","1","0","0","0","1","0","0",".467","1888"
"Alejandro De Aza","- - -","23","11","37","44","17","9","5","1","2","10","4","6","0","4","1","0","0","0","2","3",".459","3371"
"Rickie Weeks Jr.","Brewers (AAA)","24","6","22","28","10","6","3","1","0","5","3","5","0","6","1","0","0","1","1","2",".455","1849"
"Andury Acevedo","Pirates (R)","16","8","18","19","8","5","2","1","0","2","1","0","0","5","1","0","0","0","0","0",".444","sa395471"
"Francisley Bueno","Braves (AA)","26","11","16","19","7","6","1","0","0","1","1","0","0","1","0","0","3","0","0","0",".438","5980"
"Greg Smith","- - -","23","17","28","33","12","7","4","0","1","6","2","2","0","5","0","0","3","1","0","0",".429","3455"
"Luis Antonio Rodriguez","Twins (AAA)","27","6","19","23","8","7","1","0","0","3","1","4","0","2","0","0","0","0","0","0",".421","2364"
"Leonel Torres","Mexican (AAA)","20","14","19","24","8","4","2","0","2","6","5","4","0","3","1","0","0","0","1","0",".421","sa541853"
"Luis D. Figueroa","- - -","30","37","141","166","59","42","12","0","5","40","20","20","1","6","3","1","1","4","0","2",".418","sa3001109"
"Ryan Doumit","Pirates (AAA)","26","16","53","67","22","14","4","0","4","15","20","8","2","12","3","3","0","1","3","2",".415","2113"
"Edwin Encarnacion","Reds (AAA)","24","11","46","50","19","13","3","0","3","12","7","1","0","4","0","0","0","0","1","0",".413","2151"
"Shaun Larkin","- - -","27","16","46","52","19","13","4","0","2","7","11","6","0","1","0","0","0","0","0","0",".413","sa201560"
"Jesus Reyes","Cubs (R)","21","13","46","47","19","14","3","2","0","9","8","1","0","8","0","0","0","2","0","1",".413","sa392847"
"Moises Hernandez","- - -","23","8","17","17","7","6","1","0","0","1","1","0","0","4","0","0","0","0","0","0",".412","sa244195"
"Carlos Rivera","Mexican (AAA)","29","101","361","438","148","106","26","0","16","75","73","70","8","43","6","1","0","11","3","2",".410","1749"
"Angel Nieves","Astros (R)","16","7","22","24","9","4","2","1","2","5","8","1","0","4","0","1","0","0","0","1",".409","sa3001607"
"Jeff Culpepper","Cubs (A+)","25","8","32","35","13","10","3","0","0","6","6","3","1","5","0","0","0","3","0","1",".406","sa288771"
"Kevin Frandsen","Giants (AAA)","25","19","67","83","27","21","5","0","1","13","7","9","0","6","5","0","2","1","4","2",".403","7528"
"Scott Atchison","Giants (AAA)","31","26","5","6","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0",".400","2642"
"Jose Ortiz","Mexican (AAA)","30","59","250","274","100","69","14","0","17","51","61","18","3","28","3","2","1","7","3","0",".400","442"
"Clay Hensley","Padres (AAA)","27","7","10","12","4","1","3","0","0","1","1","0","0","1","0","1","1","0","0","0",".400","4593"
"Wade Miller","- - -","30","4","5","5","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".400","568"
"Doug Mientkiewicz","- - -","33","10","35","40","14","7","6","0","1","9","15","4","0","3","0","1","0","0","0","0",".400","741"
"J.D. Durbin","Phillies (AAA)","25","3","5","6","2","1","1","0","0","0","1","0","0","2","0","0","1","0","0","0",".400","7992"
"Ramon Hernandez","- - -","31","4","10","15","4","2","2","0","0","2","0","4","0","2","1","0","0","0","1","0",".400","918"
"Miguel Tejada","- - -","33","2","5","6","2","1","0","0","1","1","2","1","0","0","0","0","0","0","0","0",".400","941"
"Brian Giles","Padres (A+)","36","3","10","14","4","3","0","0","1","2","3","4","0","2","0","0","0","1","0","0",".400","990"
"Rick Asadoorian","- - -","26","31","10","12","4","4","0","0","0","0","2","2","0","2","0","0","0","0","0","0",".400","sa199222"
"Ivor Hodgson","Royals (R)","21","4","5","5","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".400","sa389867"
"Starling De La Rosa","Royals (R)","19","2","5","6","2","2","0","0","0","0","1","1","0","1","0","0","0","0","2","0",".400","sa502993"
"Geronimo Gil","Mexican (AAA)","31","75","265","303","105","72","21","0","12","60","44","28","1","34","9","1","0","8","1","2",".396","142"
"Nathan Haynes","Angels (AAA)","27","44","171","198","66","47","9","6","4","33","32","22","2","36","2","0","3","3","14","7",".386","17"
"Ian Kinsler","Rangers (AAA)","25","3","13","14","5","5","0","0","0","1","3","0","0","1","0","1","0","0","2","0",".385","6195"
"Mike Piazza","- - -","38","6","26","28","10","6","2","0","2","3","5","2","0","6","0","0","0","0","0","0",".385","893"
"Scott Thomas","Cardinals (R)","22","10","26","27","10","9","1","0","0","3","6","1","0","7","0","0","0","0","0","0",".385","sa328453"
"Donny Leon","Mexican (AAA)","30","99","346","420","133","86","16","0","31","74","104","64","14","36","1","8","0","7","1","1",".384","sa3001111"
"Quincy Foster","Mexican (AAA)","32","32","138","149","53","45","3","4","1","27","20","9","1","12","0","1","1","0","6","3",".384","sa203286"
"Fernando Rodriguez","Mexican (AAA)","33","93","307","358","116","85","19","1","11","51","58","46","2","39","2","3","0","7","3","2",".378","sa185481"
"Marcus Thames","Tigers (AAA)","30","2","8","8","3","2","0","0","1","2","2","0","0","1","0","0","0","1","0","0",".375","1523"
"Todd Linden","Marlins (AAA)","27","14","48","57","18","13","3","1","1","10","10","8","0","12","1","0","0","0","0","1",".375","1803"
"Jose Bautista","Pirates (R)","26","2","8","8","3","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0",".375","1887"
"Adam Melhuse","Athletics (AAA)","35","2","8","8","3","1","2","0","0","0","0","0","0","3","0","0","0","0","0","0",".375","294"
"Paul Lo Duca","- - -","35","3","8","10","3","2","0","0","1","1","2","1","0","3","1","0","0","0","0","0",".375","662"
"Rondell White","- - -","35","11","32","37","12","7","5","0","0","3","4","4","0","2","1","0","0","0","0","0",".375","856"
"Frank Menechino","- - -","36","38","128","143","48","28","16","1","3","25","21","14","0","19","0","1","0","6","2","0",".375","931"
"Rolando Acosta","Mexican (AAA)","24","14","8","8","3","2","1","0","0","5","0","0","0","3","0","0","0","0","0","0",".375","sa291449"
"Karim Garcia","Mexican (AAA)","31","76","294","327","110","64","22","4","20","73","63","31","1","34","2","0","0","6","8","6",".374","1537"
"Alfredo Silverio","Dodgers (R)","20","51","193","212","72","54","9","3","6","38","46","11","0","32","3","5","0","3","5","3",".373","sa392355"
"Mario Valdez","Mexican (AAA)","32","78","266","330","99","69","23","0","7","54","45","54","0","37","6","2","2","6","1","0",".372","sa7982"
"Caleb Gindl","Brewers (R)","18","55","207","231","77","47","22","3","5","40","42","20","1","38","0","4","0","5","4","4",".372","5002"
"Terrmel Sledge","Padres (AAA)","30","8","27","31","10","7","2","0","1","5","3","3","0","3","0","0","1","1","1","0",".370","1878"
"D'Angelo Jimenez","Nationals (AAA)","29","50","171","204","63","41","13","2","7","28","25","31","2","19","0","2","0","3","2","2",".368","1038"
"Omar Infante","Tigers (AAA)","25","10","38","43","14","12","2","0","0","3","4","4","0","2","0","1","0","0","1","0",".368","1609"
"Ryan Kalish","Red Sox (A-)","19","23","87","104","32","24","4","1","3","27","13","16","1","12","1","0","0","0","18","3",".368","6962"
"Jeff Keppinger","- - -","27","60","240","275","88","68","17","1","2","32","19","23","1","14","1","4","6","2","1","2",".367","3856"
"Luis Durango","Padres (A-)","21","69","300","335","110","94","6","8","2","60","32","29","2","32","1","2","3","5","17","10",".367","6533"
"Willie Romero","Mexican (AAA)","32","104","410","471","150","98","24","15","13","79","101","52","7","42","1","8","0","6","19","9",".366","sa195477"
"Josh Outman","Phillies (AA)","22","4","11","11","4","4","0","0","0","1","2","0","0","4","0","0","0","0","0","0",".364","4004"
"Jonathan Asahina","Rockies (AA)","26","5","11","11","4","4","0","0","0","2","1","0","0","1","0","0","0","1","0","0",".364","sa200105"
"Michael Devaney","Mets (AA)","24","7","11","11","4","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0",".364","sa253967"
"Jose Domingo","Astros (R)","20","3","11","12","4","4","0","0","0","1","1","1","0","4","0","0","0","0","1","0",".364","sa3001418"
"Felix Pie","Cubs (AAA)","22","55","229","250","83","60","9","5","9","51","43","19","1","40","0","1","1","3","9","6",".362","3751"
"Willis Otanez","Mexican (AAA)","34","100","367","429","133","90","21","1","21","73","89","53","5","52","6","3","0","9","2","1",".362","sa8218"
"Willie Harris","Braves (AAA)","29","17","58","70","21","11","7","2","1","17","7","8","0","6","3","1","0","1","7","3",".362","236"
"Anthony Norman","Angels (R)","22","44","174","202","63","49","4","10","0","40","33","19","0","19","6","1","2","4","12","1",".362","sa392744"
"Yonderman Rodriguez","Phillies (R)","20","64","230","259","83","68","13","1","1","41","36","24","2","20","4","1","0","5","19","8",".361","sa455749"
"Victor Mendez","- - -","27","19","61","72","22","12","5","2","3","9","11","11","0","11","0","0","0","3","1","0",".361","sa207149"
"Todd Martin","Indians (A-)","24","54","197","227","71","54","8","1","8","27","40","23","2","40","2","5","0","2","0","0",".360","sa329986"
"Alex Sanchez","White Sox (AAA)","30","24","103","108","37","29","4","1","3","12","7","3","1","11","0","0","2","1","3","3",".359","708"
"Ronny Cedeno","Cubs (AAA)","24","75","287","327","103","75","15","3","10","52","37","30","3","46","2","1","7","9","6","4",".359","2179"
"Eduardo Rios","Mexican (AAA)","34","41","173","188","62","48","4","0","10","36","32","11","1","21","2","2","0","6","4","3",".358","sa3001190"
"Derrick White","Mexican (AAA)","37","103","363","440","130","85","25","1","19","73","75","64","8","46","8","5","0","11","6","0",".358","sa3001084"
"Marlon Byrd","Rangers (AAA)","29","44","176","196","63","40","15","2","6","29","32","13","0","30","5","1","0","4","3","2",".358","950"
"Ramon Martinez","Dodgers (AAA)","34","6","14","18","5","4","1","0","0","6","2","4","0","1","0","0","0","2","0","0",".357","1120"
"Chone Figgins","Angels (AAA)","29","4","14","15","5","4","1","0","0","3","1","1","0","0","0","0","0","0","0","1",".357","1580"
"Willy Taveras","Rockies (AAA)","25","4","14","15","5","5","0","0","0","0","0","0","0","2","1","0","0","1","1","2",".357","1876"
"Max Scherzer","Diamondbacks (AA)","22","7","14","14","5","3","2","0","0","0","1","0","0","6","0","0","0","1","0","0",".357","3137"
"Jose Valentin","Mets (R)","19","4","14","15","5","5","0","0","0","1","3","0","0","2","0","0","1","0","1","0",".357","sa3000735"
"Victor Bojorquez","Mexican (AAA)","33","105","401","424","143","87","39","6","11","79","74","16","0","43","5","2","0","19","4","8",".357","sa185640"
"Barbaro Canizares","- - -","27","53","174","197","62","44","13","1","4","25","36","16","1","29","3","4","0","6","0","0",".356","6246"
"Joel Galarraga","Mexican (AAA)","25","48","177","197","63","49","9","2","3","24","29","15","1","20","2","1","2","8","1","4",".356","sa489713"
"Gabe Gross","Brewers (AAA)","27","20","76","90","27","18","3","2","4","13","10","14","0","14","0","0","0","1","2","0",".355","2184"
"Joe Borchard","Marlins (AAA)","28","22","76","93","27","16","3","0","8","19","28","15","3","12","0","2","0","2","1","2",".355","224"
"Tony Abreu","Dodgers (AAA)","22","54","234","253","83","54","22","5","2","48","18","14","1","34","4","1","0","3","5","0",".355","5053"
"Brian Myrow","Padres (AAA)","30","107","347","414","123","75","31","4","13","61","73","56","1","74","3","8","0","6","1","0",".354","3702"
"Jaime Pedroza","- - -","20","61","223","255","79","52","18","1","8","34","41","17","1","46","7","3","5","6","5","5",".354","sa389397"
"Geovany Soto","Cubs (AAA)","24","110","385","449","136","76","31","3","26","75","109","53","0","94","1","9","1","12","0","0",".353","3707"
"Mario Valenzuela","Mexican (AAA)","30","79","320","345","113","73","13","1","26","64","73","21","1","64","3","1","0","9","2","2",".353","sa206418"
"Erick Aybar","- - -","23","5","17","18","6","6","0","0","0","5","2","1","0","3","0","0","0","1","5","2",".353","4082"
"Jhonder Viscaya","Braves (R)","18","34","122","141","43","35","7","0","1","19","15","17","0","25","1","0","1","2","4","2",".352","sa3001693"
"Nelson Cruz","Rangers (AAA)","26","44","162","188","57","32","9","1","15","32","45","21","1","34","2","2","0","3","1","2",".352","2434"
"Ramon Orantes","- - -","33","86","330","375","116","83","22","1","10","53","68","33","0","37","7","4","1","12","2","2",".352","sa185362"
"Sharnol Adriana","- - -","36","102","379","450","133","99","22","2","10","70","64","52","4","54","14","5","0","14","22","15",".351","sa193895"
"Reed Johnson","- - -","30","6","20","23","7","5","1","0","1","2","2","2","0","5","1","0","0","0","0","0",".350","1702"
"Josh Hamilton","Reds (AAA)","26","11","40","45","14","9","1","0","4","9","8","5","0","9","0","0","0","0","3","0",".350","1875"
"Mike Esposito","Rockies (AAA)","25","19","20","24","7","7","0","0","0","2","2","0","0","5","0","0","4","0","0","0",".350","4986"
"Branden Florence","Phillies (AA)","29","10","20","25","7","4","2","1","0","3","4","4","0","3","1","0","0","0","0","0",".350","sa200372"
"Miguel Chacoa","Rays (R)","18","25","83","98","29","25","3","0","1","20","13","13","1","14","1","0","1","3","12","3",".349","sa3001602"
"Ronald Bermudez","Red Sox (R)","19","65","229","276","80","55","19","3","3","37","39","42","2","34","3","1","1","3","12","9",".349","sa455626"
"Fernando Valenzuela","Mexican (AAA)","24","47","106","124","37","27","7","0","3","13","11","16","1","10","0","1","1","2","1","1",".349","sa225728"
"Reynaldo Rodriguez","- - -","20","34","129","143","45","27","8","7","3","24","26","11","0","9","1","1","1","0","9","5",".349","sa329131"
"Yoel Campusano","Braves (R)","20","31","109","132","38","34","2","0","2","21","15","17","1","12","4","1","1","1","3","3",".349","sa455599"
"Jairo Rodriguez","Cubs/Twins (R)","18","34","112","127","39","37","2","0","0","19","14","8","0","6","4","2","1","6","0","0",".348","sa634679"
"Carlos Quentin","Diamondbacks (AAA)","24","33","115","135","40","23","12","1","4","30","27","9","1","14","9","2","0","2","0","1",".348","6274"
"Braedyn Pruitt","Yankees (A-)","22","51","170","212","59","50","5","0","4","20","32","26","2","21","12","4","0","8","1","6",".347","sa390386"
"Jahdiel Santamaria","Yankees (R)","20","57","196","232","68","46","14","5","3","47","41","27","0","17","6","3","0","3","9","4",".347","sa455904"
"David Newhan","Mets (AAA)","33","44","173","196","60","38","12","3","7","27","30","20","3","28","1","2","0","4","7","4",".347","2009"
"Rodolfo Palacios","Twins (R)","22","8","26","34","9","6","3","0","0","7","3","8","0","5","0","0","0","0","0","0",".346","sa297502"
"D.J. Hollingsworth","- - -","22","53","133","161","46","40","3","3","0","26","17","16","1","13","8","1","3","0","9","4",".346","sa327812"
"Jay Brossman","Angels (R)","22","65","272","297","94","73","14","0","7","46","44","19","0","48","1","2","2","5","4","0",".346","sa390229"
"Andrew Lefave","Brewers (A)","23","112","423","498","146","104","25","0","17","90","79","59","3","59","10","6","0","3","12","5",".345","sa329493"
"Wady Rufino","Yankees (R)","22","38","116","135","40","25","8","1","6","25","24","13","1","19","4","2","0","6","0","1",".345","sa328510"
"Dennis Winn","- - -","22","33","116","121","40","26","10","2","2","13","13","4","0","25","1","0","0","1","1","2",".345","sa390310"
"Reggie Taylor","Mexican (AAA)","30","95","386","444","133","89","23","2","19","86","81","49","2","59","4","4","1","4","28","8",".345","358"
"David Hernandez","Rays (R)","20","59","209","234","72","55","13","1","3","38","27","18","0","27","4","1","2","4","4","4",".344","sa3001188"
"Tom Hagan","Pirates (R)","23","37","122","146","42","31","7","2","2","22","24","16","1","22","6","1","1","2","1","3",".344","sa326584"
"Gordon Gronkowski","Angels (R)","24","66","244","277","84","57","19","0","8","44","50","27","0","63","4","2","0","6","0","0",".344","sa328202"
"Omar Casamayor","Orioles (R)","20","58","215","249","74","57","12","4","1","40","29","20","0","19","8","1","5","2","18","8",".344","sa455973"
"Brad Correll","Red Sox (A+)","26","59","250","276","86","47","13","3","23","69","80","19","2","34","3","4","0","5","4","0",".344","sa202381"
"Ruben Rivera","Mexican (AAA)","33","102","384","448","132","77","26","4","25","65","76","57","2","65","6","1","0","9","15","2",".344","1550"
"Wilson Valdez","Dodgers (AAA)","29","90","361","411","124","100","19","1","4","81","29","43","1","34","1","2","4","3","14","6",".343","1863"
"Cesar Tapia","Mexican (AAA)","24","82","303","340","104","69","22","1","12","53","60","26","1","32","5","2","4","10","4","1",".343","sa508485"
"Jose Altuve","Astros (R)","17","64","204","243","70","54","12","4","0","40","36","28","0","16","5","3","3","8","15","5",".343","5417"
"Salvador Sanchez","White Sox (R)","21","70","283","311","97","64","16","10","7","57","51","18","1","59","7","2","1","5","18","13",".343","sa291439"
"Andrew Lambo","Dodgers (R)","18","54","181","218","62","41","15","1","5","38","32","29","0","34","5","3","0","5","1","2",".343","5386"
"Lastings Milledge","- - -","22","19","73","81","25","17","3","1","4","19","13","4","0","18","3","1","0","2","6","1",".342","6441"
"Ryan Braun","Brewers (AAA)","23","34","117","134","40","18","12","0","10","28","22","15","0","11","1","1","0","1","4","3",".342","3410"
"Jonathan Lucroy","Brewers (R)","21","61","234","253","80","56","18","2","4","35","39","16","0","37","1","2","0","8","0","3",".342","7870"
"Daniel Fernandez","Mexican (AAA)","41","39","123","133","42","34","7","0","1","23","10","9","0","11","1","0","0","2","6","2",".341","sa3001359"
"Kendrys Morales","Angels (AAA)","24","64","255","275","87","61","20","1","5","42","37","15","1","30","4","1","0","3","0","2",".341","8610"
"Franklin Gutierrez","Indians (AAA)","24","30","129","138","44","33","7","0","4","29","16","8","0","20","1","0","0","3","7","3",".341","3255"
"Brian Baisley","Yankees (A)","24","25","88","99","30","24","4","0","2","10","10","8","0","18","3","0","0","1","0","0",".341","sa327893"
"Joey Gathright","Royals (AAA)","26","60","223","277","76","62","10","4","0","44","25","43","0","24","7","3","1","3","25","8",".341","3913"
"Alberto Callaspo","Diamondbacks (AAA)","24","59","226","261","77","55","15","2","5","48","30","28","2","17","1","6","0","8","1","2",".341","3336"
"Alexi Amarista","Angels (R)","18","65","241","273","82","59","14","4","5","52","39","25","3","23","4","2","1","3","16","6",".340","9063"
"Francisco Mendez","Mexican (AAA)","29","104","388","461","132","85","23","0","24","73","81","70","9","71","0","3","0","13","2","0",".340","sa203683"
"Steve Clevenger","- - -","21","65","247","271","84","64","17","1","2","31","42","17","0","11","1","5","1","13","0","0",".340","9542"
"Justin Henry","Tigers (A-)","22","67","250","296","85","71","11","2","1","49","31","33","0","22","5","4","4","4","14","7",".340","sa390269"
"Ryan Ludwick","Cardinals (AAA)","28","29","106","121","36","20","8","0","8","27","36","10","1","20","0","5","0","2","1","1",".340","1260"
"Javier Robles","Mexican (AAA)","36","104","377","438","128","85","29","1","13","54","65","44","3","43","10","6","0","15","5","5",".340","sa191431"
"Brandon Laird","Yankees (R)","19","45","168","178","57","34","14","1","8","27","29","6","0","26","2","1","1","4","0","0",".339","5476"
"Jairo Marquez","Pirates (R)","19","54","189","218","64","49","10","1","4","38","46","20","0","15","7","1","1","7","2","2",".339","sa503943"
"Jaime Brena","Mexican (AAA)","26","104","405","475","137","103","29","5","0","69","60","54","1","40","4","4","8","16","5","4",".338","sa508052"
"Erik Kanaby","Dodgers (R)","21","58","207","240","70","64","5","0","1","25","21","30","0","35","2","0","1","2","8","10",".338","sa389713"
"Matt Downs","Giants (A-)","23","73","287","336","97","56","33","0","8","68","48","28","0","34","10","4","7","5","16","2",".338","957"
"Carlos Perez","Cubs (R)","19","43","145","165","49","34","10","3","2","20","31","14","0","28","2","2","2","4","1","2",".338","sa328937"
"Francisco Tirado","Athletics (R)","19","21","74","83","25","22","3","0","0","14","9","5","1","8","0","2","2","1","2","2",".338","sa330037"
"Vladimir De Los Santos","Phillies (R)","20","47","163","192","55","38","14","0","3","25","34","23","1","16","3","2","1","6","9","7",".337","sa455747"
"David Lough","Royals (R)","21","24","86","92","29","21","6","0","2","15","12","4","0","13","2","0","0","1","6","1",".337","7215"
"Jesus Rojas","- - -","20","55","187","218","63","45","14","0","4","33","30","27","1","36","0","4","0","7","1","0",".337","sa392367"
"Bubba Bell","- - -","24","110","469","541","158","97","32","3","26","118","105","62","0","56","7","3","0","8","14","4",".337","sa294147"
"Jon Del Campo","Blue Jays (R)","19","27","95","108","32","19","11","1","1","19","17","12","0","28","0","1","0","1","2","0",".337","sa328104"
"Freizer Pedron","Pirates (R)","20","61","190","233","64","47","15","1","1","38","36","23","0","35","9","1","10","4","25","9",".337","sa455984"
"Delwyn Young","Dodgers (AAA)","25","121","490","537","165","89","54","5","17","107","97","38","3","105","3","6","0","13","4","3",".337","4563"
"Jeffrey Rea","- - -","22","54","196","220","66","55","8","3","0","34","16","21","2","26","0","1","2","0","9","2",".337","sa390307"
"Mike Fontenot","Cubs (AAA)","27","55","211","231","71","44","17","4","6","46","34","16","2","32","1","1","2","10","3","1",".336","3912"
"Victor Estanislao","Pirates (R)","20","38","116","132","39","28","7","0","4","12","28","7","0","29","5","0","4","1","2","1",".336","sa3001517"
"Miguel Fermin","Marlins (R)","22","43","116","134","39","28","8","1","2","14","23","10","1","16","2","4","2","1","13","1",".336","sa455615"
"Agustin Murillo","- - -","25","96","363","407","122","83","29","1","9","62","60","34","3","54","5","4","1","12","15","7",".336","sa244092"
