"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Manny Corpas","Rockies (AAA)","30","13","4","5","2","2","0","0","0","0","0","0","0","1","0","0","1","1","0","0",".500","2807"
"Mitch Moreland","Rangers (AA)","27","3","12","12","6","2","3","0","1","3","3","0","0","1","0","0","0","1","0","0",".500","3086"
"Arturo Lopez","Padres (AAA)","30","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","3319"
"Charlie Morton","- - -","29","3","4","5","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".500","4676"
"Freddie Freeman","Braves (AAA)","23","3","10","12","5","3","2","0","0","3","2","1","0","3","1","0","0","0","0","0",".500","5361"
"Warner Madrigal","Diamondbacks (AAA)","29","15","2","3","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".500","6419"
"Javy Guerra","Dodgers (AAA)","27","15","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".500","7407"
"Arquimedes Caminero","- - -","26","33","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","8992"
"Phil Irwin","Pirates (AAA)","26","1","2","2","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","9489"
"Bobby Bramhall","- - -","27","9","2","4","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0",".500","sa389906"
"Nate Baker","Pirates (AA)","25","16","6","7","3","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".500","sa501452"
"Eric Marzec","Brewers (AA)","25","28","2","2","1","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0",".500","sa546696"
"Neil Holland","Nationals (AA)","24","18","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","sa548553"
"Luis Mercedes","Rays (R)","21","1","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","sa551289"
"Adrian Bringas","Royals (R)","23","8","22","25","11","5","4","2","0","3","8","1","0","2","1","1","0","1","0","0",".500","sa599377"
"Ricardo Gonzalez","Mexican (AAA)","19","2","2","2","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","sa740429"
"Brett Nommensen","Rays (A+)","26","5","15","17","7","6","1","0","0","0","0","2","0","2","0","0","0","0","2","0",".467","sa501600"
"Jordany Valdespin","Mets (AAA)","25","16","58","67","27","18","4","2","3","14","24","8","0","7","1","0","0","0","2","3",".466","5098"
"Willie Bloomquist","- - -","35","10","33","37","15","13","1","1","0","9","10","4","0","3","0","0","0","1","0","0",".455","1066"
"Edward Sappelt","Marlins (R)","18","10","16","27","7","6","1","0","0","6","3","10","0","1","1","0","0","0","1","1",".438","sa659058"
"Adeiny Hechavarria","Marlins (A+)","24","2","7","9","3","2","1","0","0","0","1","2","0","1","0","0","0","0","1","0",".429","10459"
"Jon Moscot","Reds (AA)","21","6","7","9","3","0","2","1","0","2","0","0","0","2","0","0","2","0","0","0",".429","13849"
"Derek Norris","Athletics (AAA)","24","3","14","14","6","4","0","0","2","3","4","0","0","3","0","0","0","0","0","0",".429","6867"
"Endy Chavez","Mariners (AAA)","35","6","28","31","12","11","1","0","0","8","1","3","0","3","0","0","0","0","0","2",".429","768"
"Devin Ivany","Pirates (A+)","30","2","7","8","3","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0",".429","sa254355"
"Hak-Ju Lee","Rays (AAA)","22","15","45","57","19","14","3","1","1","13","7","11","0","9","0","0","1","1","6","2",".422","sa502536"
"Tim Federowicz","Dodgers (AAA)","25","21","79","98","33","16","8","1","8","20","25","14","0","26","1","2","2","1","0","0",".418","8609"
"Jose Reyes","- - -","30","7","29","29","12","11","1","0","0","6","2","0","0","2","0","0","0","0","2","0",".414","1736"
"Luis Mauricio Suarez","Mexican (AAA)","34","98","351","420","145","110","27","2","6","85","57","52","3","46","3","7","7","10","5","5",".413","sa508488"
"Jason Lane","Padres (AAA)","36","6","10","10","4","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".400","1397"
"Paul Konerko","White Sox (AA)","37","3","10","11","4","4","0","0","0","1","1","1","0","1","0","0","0","0","0","0",".400","242"
"Anthony Recker","Mets (AAA)","29","5","10","12","4","2","0","1","1","3","4","2","0","2","0","0","0","0","0","0",".400","4063"
"Erick Aybar","Angels (AAA)","29","1","5","5","2","0","1","0","1","1","2","0","0","0","0","0","0","0","0","0",".400","4082"
"Daryl Thompson","Mets (AAA)","27","4","5","5","2","2","0","0","0","2","1","0","0","1","0","0","0","0","0","0",".400","6603"
"Sam Freeman","Cardinals (AAA)","26","29","5","6","2","2","0","0","0","1","0","0","0","1","0","0","1","0","0","0",".400","6832"
"Matt Tuiasosopo","Tigers (AAA)","27","2","5","8","2","1","1","0","0","3","0","2","0","2","1","0","0","0","0","0",".400","8272"
"Edgar Munoz","Pirates (R)","21","4","10","12","4","4","0","0","0","5","2","2","0","0","0","0","0","0","1","0",".400","sa596283"
"Ryne Harper","Braves (AA)","24","26","5","5","2","0","2","0","0","1","2","0","0","1","0","0","0","0","0","0",".400","sa599485"
"Angel Perez","Rays (R)","18","2","5","5","2","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0",".400","sa755474"
"Jose Fernandez","Mexican (AAA)","38","27","96","106","38","29","5","0","4","16","18","10","1","9","0","0","0","3","2","0",".396","sa8400"
"Lonnie Chisenhall","Indians (AAA)","24","27","105","125","41","25","8","2","6","21","26","12","0","24","4","4","0","0","2","0",".390","7571"
"Sandy Madera","Mexican (AAA)","32","106","426","469","166","116","28","3","19","85","92","36","2","60","5","2","0","20","1","3",".390","sa208622"
"Luis Terrero","Mexican (AAA)","33","76","273","319","106","64","14","1","27","72","72","30","5","60","12","3","1","4","14","5",".388","1765"
"Donovan Solano","- - -","25","21","80","87","31","24","4","1","2","8","10","4","0","13","1","2","0","3","0","0",".388","8623"
"Didi Gregorius","Diamondbacks (AAA)","23","7","31","33","12","8","2","0","2","7","2","2","0","1","0","0","0","0","1","0",".387","6012"
"Carl Crawford","Dodgers (A+)","31","4","13","14","5","4","1","0","0","2","3","1","0","2","0","0","0","0","1","0",".385","1201"
"Oswaldo Morejon","Mexican (AAA)","34","111","473","504","181","135","36","1","9","83","66","14","1","25","10","4","3","16","8","2",".383","sa185739"
"Avisail Garcia","- - -","22","47","198","216","75","57","7","4","7","38","36","16","0","37","2","0","0","4","6","2",".379","5760"
"Wilkin Castillo","Mexican (AAA)","29","51","185","203","70","49","14","1","6","31","28","14","4","16","1","3","0","6","6","1",".378","5124"
"Luis Fonseca","Mexican (AAA)","28","103","386","436","145","95","21","9","20","72","73","42","5","77","3","4","1","7","8","6",".376","sa592342"
"Jesse Biddle","Phillies (AA)","21","11","16","19","6","3","3","0","0","3","0","1","0","4","0","0","2","0","0","0",".375","11437"
"Michael Hermosillo","Angels (R)","18","11","16","18","6","6","0","0","0","3","0","1","0","3","1","0","0","1","1","0",".375","16285"
"Ryan Hanigan","Reds (AAA)","32","3","8","9","3","3","0","0","0","2","2","1","0","1","0","0","0","0","0","0",".375","4952"
"Aaron Hill","Diamondbacks (AAA)","31","6","24","26","9","7","1","1","0","8","6","1","0","3","0","1","0","0","0","0",".375","6104"
"Eduardo Nunez","- - -","26","7","16","20","6","6","0","0","0","4","1","4","0","2","0","0","0","1","3","0",".375","6848"
"Kreisber Auciello","Rays (R)","18","25","72","80","27","16","7","2","2","14","11","8","0","5","0","0","0","3","0","1",".375","sa658037"
"Jeff Popick","- - -","24","3","8","8","3","2","1","0","0","1","2","0","0","0","0","0","0","0","0","0",".375","sa658282"
"Barbaro Canizares","Mexican (AAA)","33","112","431","503","161","100","32","0","29","93","112","60","9","51","5","7","0","17","4","1",".374","6246"
"Oscar Robles","Mexican (AAA)","37","106","407","454","152","121","25","2","4","73","70","40","0","41","3","4","0","17","10","2",".373","8975"
"Corey Dickerson","Rockies (AAA)","24","75","315","345","117","71","21","14","11","61","50","26","2","49","0","4","0","2","6","10",".371","10762"
"Josh Rutledge","Rockies (AAA)","24","38","143","162","53","31","17","1","4","24","24","12","0","21","7","0","0","1","1","2",".371","11167"
"Jose Castillo","Mexican (AAA)","32","102","420","458","155","97","29","4","25","87","108","27","5","41","4","7","0","24","6","2",".369","1866"
"Mitch Lively","Giants (AAA)","27","15","19","20","7","5","2","0","0","1","5","0","0","4","0","0","1","0","0","0",".368","sa390254"
"Juan Miranda","Mexican (AAA)","30","107","357","460","131","89","15","1","26","88","86","86","11","76","12","5","0","7","2","1",".367","7783"
"David Bergin","Rockies (A)","23","8","30","34","11","6","5","0","0","5","2","3","0","6","1","0","0","0","0","1",".367","sa599324"
"Eufran Vargas","Cubs (R)","18","13","41","50","15","10","4","0","1","7","13","7","0","10","1","1","0","0","0","0",".366","sa657839"
"Mike Fish","- - -","22","46","164","180","60","29","18","4","9","46","42","12","0","30","4","0","0","3","7","2",".366","sa738617"
"Dustin Ackley","Mariners (AAA)","25","25","104","126","38","28","8","0","2","21","14","19","2","14","2","0","1","1","0","0",".365","10099"
"Bryce Harper","- - -","20","4","11","14","4","1","1","1","1","5","3","3","0","4","0","0","0","0","0","0",".364","11579"
"Melky Cabrera","- - -","28","7","22","23","8","7","0","0","1","2","3","0","0","3","0","1","0","0","1","0",".364","4022"
"Lance Berkman","- - -","37","4","11","14","4","3","0","0","1","3","3","3","0","2","0","0","0","0","0","0",".364","548"
"Nolan Arenado","Rockies (AAA)","22","18","66","75","24","10","11","0","3","14","21","5","1","9","0","3","1","0","0","2",".364","9777"
"DJ LeMahieu","Rockies (AAA)","24","33","143","158","52","38","8","5","1","34","22","10","0","19","2","3","0","6","8","2",".364","9874"
"Robert Gilliam","Nationals (AA)","25","7","11","13","4","4","0","0","0","0","0","0","0","3","0","0","2","0","0","0",".364","sa501570"
"Javier Robles","Braves (R)","18","7","11","15","4","4","0","0","0","7","2","2","0","2","1","0","1","0","0","1",".364","sa737370"
"Chance Sisco","- - -","18","33","102","124","37","31","4","1","1","16","11","18","0","23","3","1","0","2","1","1",".363","15694"
"Stephen Bruno","Cubs (A+)","22","19","69","78","25","17","8","0","0","16","7","5","0","16","4","0","0","3","2","1",".362","sa502917"
"Andy Marte","Angels (AAA)","29","26","94","103","34","26","2","0","6","23","18","7","0","16","0","2","0","1","0","0",".362","3203"
"Chris Roberson","Mexican (AAA)","33","60","235","272","85","57","11","4","13","47","43","26","6","24","6","3","2","3","9","9",".362","3577"
"Japhet Amador","- - -","26","114","443","492","160","102","22","0","36","78","123","38","0","67","3","8","0","19","0","1",".361","sa508601"
"Logan Forsythe","Padres (AAA)","26","8","25","33","9","3","2","2","2","6","5","8","0","7","0","0","0","2","0","0",".360","7185"
"Roman Pena","Mexican (AAA)","26","7","25","31","9","7","1","0","1","4","3","6","0","6","0","0","0","0","1","0",".360","sa294705"
"Frank Diaz","- - -","29","112","442","479","159","107","29","2","21","75","83","35","2","66","1","1","0","30","3","0",".360","sa200361"
"Alex Machillanda","Mets (R)","21","8","28","28","10","7","3","0","0","2","2","0","0","8","0","0","0","1","0","1",".357","sa548094"
"Daniel Poma","Diamondbacks (R)","24","4","14","15","5","5","0","0","0","2","2","0","0","2","1","0","0","0","1","0",".357","sa658159"
"Adam Silva","Yankees (R)","19","5","14","15","5","4","1","0","0","3","1","0","0","2","1","0","0","0","1","0",".357","sa736818"
"Raimel Tapia","Rockies (R)","19","66","258","286","92","59","20","6","7","53","47","15","2","31","5","3","5","4","10","9",".357","14350"
"Tommy La Stella","- - -","24","88","303","353","108","79","22","2","5","39","45","45","3","35","3","0","1","6","8","2",".356","12371"
"Aaron Barbosa","Mariners (R)","21","30","101","123","36","31","4","1","0","23","6","19","0","14","0","1","2","0","19","3",".356","sa621576"
"Willis Otanez","- - -","40","94","354","410","126","78","22","0","26","73","93","46","4","57","7","3","0","24","0","0",".356","sa8218"
"Mike Miller","Red Sox (A)","23","15","45","53","16","10","6","0","0","8","2","5","0","5","2","0","1","1","3","1",".356","13891"
"Bladimil Franco","Cardinals (R)","19","38","138","155","49","35","8","3","3","23","29","12","0","16","1","3","0","7","5","3",".355","sa657265"
"Eliezer Alfonzo","- - -","34","85","302","322","107","64","19","0","24","45","74","10","1","51","6","4","0","12","1","0",".354","2331"
"Francisco Esparragoza","Mexican (AAA)","30","61","175","200","62","50","10","0","2","24","23","10","0","24","8","3","4","5","0","4",".354","sa508061"
"Kole Calhoun","Angels (AAA)","25","59","240","274","85","52","15","6","12","48","49","32","1","32","1","1","0","3","10","2",".354","11200"
"Rufino Candelario","Mexican (AAA)","27","54","161","171","57","45","10","0","2","26","32","5","0","30","0","1","3","3","1","0",".354","sa509120"
"Ismael Dionicio","Angels (R)","21","47","164","180","58","45","12","1","0","24","20","9","1","29","1","1","5","4","12","6",".354","sa505252"
"Chris Colabello","Twins (AAA)","29","89","338","391","119","70","25","0","24","58","76","43","3","89","5","5","0","11","2","1",".352","13051"
"Zane Evans","Royals (R)","21","41","162","175","57","35","18","0","4","26","31","11","0","25","1","1","0","3","1","0",".352","sa708968"
"Sean O'Sullivan","Padres (AAA)","25","23","37","41","13","9","3","0","1","6","13","2","0","8","0","0","2","2","0","0",".351","9137"
"Jaime Brena","Mexican (AAA)","32","105","373","469","131","103","22","1","5","72","49","61","3","38","6","5","24","9","3","0",".351","sa508052"
"Devon Travis","- - -","22","132","504","576","177","129","28","4","16","93","76","53","2","64","10","7","2","8","22","4",".351","13862"
"Justin Williams","- - -","17","51","208","224","73","54","18","0","1","32","37","11","1","44","5","0","0","4","0","1",".351","sa737559"
"Scott Van Slyke","- - -","26","63","211","272","74","43","17","2","12","57","48","52","1","62","5","4","0","6","8","2",".351","4365"
"Blake Kelso","- - -","24","7","20","20","7","4","3","0","0","3","2","0","0","1","0","0","0","1","0","0",".350","sa526458"
"Randy Encarnacion","Nationals (R)","18","34","109","126","38","26","8","1","3","22","12","16","0","25","1","0","0","1","5","3",".349","sa598754"
"Domingo Leyba","Tigers (R)","17","57","201","247","70","42","15","8","5","51","36","34","0","26","4","3","5","2","16","8",".348","sa736654"
"Brian McCann","- - -","29","7","23","26","8","3","1","0","4","5","9","3","0","3","0","0","0","3","0","0",".348","4810"
"LeVon Washington","- - -","21","61","230","271","80","49","20","6","5","42","32","37","1","54","3","0","1","3","16","4",".348","sa500743"
"Ben Leslie","Giants (R)","19","15","23","32","8","6","2","0","0","7","2","9","1","9","0","0","0","1","1","1",".348","sa739748"
"Kyle Farmer","Dodgers (R)","22","41","167","184","58","35","19","0","4","37","36","7","0","21","6","4","0","3","1","1",".347","14813"
"Henry Urrutia","- - -","26","81","314","347","109","78","21","1","9","49","50","32","2","51","0","1","0","6","1","1",".347","14441"
"Andrew Brown","Mets (AAA)","28","41","153","185","53","25","15","6","7","39","41","23","1","34","4","5","0","8","0","0",".346","3837"
"David Peralta","Diamondbacks (A+)","25","51","208","219","72","49","15","0","8","29","42","9","0","28","0","2","0","8","1","0",".346","2136"
"Juan Lagares","Mets (AAA)","24","17","78","82","27","19","3","2","3","13","9","4","0","14","0","0","0","0","2","3",".346","5384"
"Yunesky Sanchez","Mexican (AAA)","29","62","243","261","84","68","9","1","6","34","43","15","2","27","1","2","0","9","1","2",".346","sa381319"
"Fernando Valenzuela","Mexican (AAA)","30","104","379","423","131","98","26","2","5","53","56","33","2","40","4","4","3","13","1","2",".346","sa225728"
"Cesar Tapia","Mexican (AAA)","30","98","357","401","123","84","25","3","11","63","80","27","4","37","5","10","2","23","5","2",".345","sa508485"
"Rando Moreno","- - -","21","41","151","167","52","39","8","5","0","22","22","13","0","24","0","0","3","0","12","6",".344","sa597695"
"Brett Pill","Giants (AAA)","28","68","276","298","95","54","21","2","18","48","79","15","2","40","3","4","0","2","1","0",".344","5834"
"Rosell Herrera","Rockies (A)","20","126","472","546","162","113","33","0","16","83","76","61","3","96","3","4","6","5","21","8",".343","11611"
"Adam Law","- - -","23","58","236","272","81","66","13","2","0","50","30","20","0","36","6","2","8","3","40","4",".343","sa738573"
"Dalfis Ortiz","Cubs (R)","21","47","172","205","59","42","7","9","1","39","26","25","1","23","0","5","3","2","14","7",".343","sa659440"
"Steve Moss","Mexican (AAA)","29","23","70","86","24","15","4","0","5","16","15","13","1","25","1","2","0","0","2","2",".343","sa202653"
"Donell Linares","Mexican (AAA)","29","109","420","468","144","100","27","0","17","65","75","24","3","25","16","7","1","15","2","0",".343","sa496271"
"Mario Valdez","Mexican (AAA)","38","53","105","117","36","33","3","0","0","13","11","10","2","21","0","1","1","1","1","0",".343","sa7982"
"Rene Rivera","Padres (AAA)","29","74","251","276","86","63","18","0","5","36","38","17","0","42","2","5","1","9","0","2",".343","3648"
"Yurendell de Caster","Mexican (AAA)","33","71","266","298","91","63","18","0","10","46","52","26","3","34","2","4","0","16","5","4",".342","2329"
"Travis Snider","- - -","25","10","38","44","13","12","1","0","0","5","5","5","0","8","0","1","0","0","1","1",".342","2830"
"Victor Reyes","- - -","18","49","193","213","66","54","11","1","0","34","25","15","0","29","1","3","1","4","5","1",".342","15487"
"Dariel Alvarez","- - -","24","22","79","83","27","18","4","1","4","9","10","4","0","11","0","0","0","4","1","2",".342","15580"
"Brent Keys","- - -","22","103","413","472","141","125","14","0","2","60","33","51","1","29","2","2","4","7","14","9",".341","sa501959"
"Matt Diaz","Marlins (AAA)","35","24","85","91","29","23","4","0","2","8","10","6","3","7","0","0","0","7","6","0",".341","1771"
"Victor Padron","Tigers (R)","18","60","214","241","73","67","6","0","0","38","11","24","0","28","0","0","3","1","23","8",".341","sa659905"
"Roberto Mendez","Mexican (AAA)","40","65","179","216","61","44","15","0","2","29","33","34","3","27","0","1","2","3","1","0",".341","sa196693"
"Alan Sanchez","Mexican (AAA)","24","97","335","371","114","94","13","2","5","72","44","21","0","56","2","2","11","4","17","8",".340","sa545731"
"Sergio Gastelum","Mexican (AAA)","34","81","250","288","85","57","23","0","5","42","41","24","2","32","7","3","4","11","0","1",".340","sa185600"
"Samuel Crafort","Tigers (R)","19","19","59","69","20","12","4","0","4","14","12","9","0","20","0","1","0","2","1","1",".339","sa548104"
"Alberto Velasquez","Mariners (R)","19","46","124","144","42","33","7","1","1","15","23","16","1","8","2","2","0","3","1","1",".339","sa655901"
"Tony Abreu","Giants (AAA)","28","22","65","71","22","12","9","0","1","9","9","1","0","15","3","2","0","1","1","1",".338","5053"
"Richi Sanchez","Diamondbacks (R)","19","58","198","253","67","47","13","4","3","43","27","49","0","29","5","0","1","3","10","4",".338","sa736755"
"Alfredo Despaigne","Mexican (AAA)","27","33","133","141","45","31","6","0","8","22","24","4","0","27","2","1","1","6","3","1",".338","sa739647"
"Alex Hassan","- - -","25","63","210","258","71","51","16","0","4","30","35","46","2","52","1","1","0","7","0","1",".338","9959"
"Matt Dean","Blue Jays (R)","20","63","210","233","71","48","14","3","6","37","35","14","1","57","5","2","2","5","8","5",".338","sa599049"
"Rob Segedin","Yankees (AA)","24","18","71","82","24","11","10","0","3","16","17","6","0","18","2","3","0","1","0","1",".338","11446"
"Olvy Marte","Phillies (R)","18","63","213","248","72","53","12","6","1","41","29","25","1","33","4","1","5","1","21","18",".338","sa658689"
"Manuel Joseph","Tigers (R)","19","61","222","259","75","55","15","2","3","37","48","20","2","32","10","6","1","3","24","5",".338","sa657562"
"Trevor Martin","- - -","21","41","151","158","51","39","7","2","3","15","28","4","1","33","2","0","1","4","1","1",".338","sa549480"
"David Lough","Royals (AAA)","27","37","154","172","52","40","6","3","3","29","17","11","1","21","3","1","3","3","5","5",".338","7215"
"Bridger Hunt","Padres (A+)","27","20","83","92","28","22","4","0","2","10","13","8","0","5","0","0","1","0","2","2",".337","sa327064"
"Agustin Murillo","Mexican (AAA)","31","108","395","469","133","98","24","1","10","82","56","58","4","56","9","6","1","13","27","8",".337","sa244092"
"Zach Borenstein","Angels (A+)","22","112","407","465","137","80","22","7","28","76","95","43","1","88","7","7","1","6","5","5",".337","sa599252"
"Pedro Diaz","Mexican (AAA)","34","32","116","121","39","29","8","0","2","12","16","3","2","25","0","1","1","3","0","1",".336","sa185697"
"Alex Mercedes","Orioles (R)","21","67","250","296","84","58","15","10","1","47","28","31","2","20","8","5","2","2","19","6",".336","sa547992"
"Kris Bryant","- - -","21","36","128","146","43","18","14","2","9","22","32","11","0","35","3","4","0","5","1","0",".336","15429"
"Ryan Jones","Giants (A-)","22","42","143","173","48","36","12","0","0","24","23","22","0","25","3","2","3","4","9","0",".336","sa621379"
"Ronald Castillo","- - -","21","40","149","157","50","39","6","2","3","21","30","7","1","25","0","1","0","2","4","1",".336","sa549224"
"Dubal Baez","Twins (R)","20","57","164","201","55","46","8","1","0","43","14","29","0","37","5","1","2","1","27","11",".335","sa556873"
"Brian Burgamy","Mexican (AAA)","32","48","167","201","56","36","5","0","15","42","35","30","1","35","2","1","1","6","2","1",".335","sa201557"
"Kyle Wren","- - -","22","53","218","242","73","52","14","5","2","42","24","19","0","24","1","0","4","2","35","7",".335","sa621577"
"Ed Easley","Diamondbacks (AAA)","27","87","293","328","98","69","22","1","6","39","49","28","1","50","3","3","1","6","2","2",".334","2487"
"Byron Buxton","- - -","19","125","488","574","163","114","19","18","12","109","77","76","3","105","3","4","3","5","55","19",".334","14161"
"Carlos Contreras","Reds (AA)","22","6","9","11","3","3","0","0","0","0","0","0","0","2","0","0","2","1","0","0",".333","10386"
"Evan Gattis","Braves (AAA)","26","5","21","22","7","2","4","0","1","1","1","0","0","4","1","0","0","1","0","0",".333","11003"
"Yoenis Cespedes","Athletics (AAA)","27","3","9","11","3","2","0","0","1","5","4","2","0","3","0","0","0","1","1","0",".333","13110"
"Spencer Kieboom","Nationals (R)","22","4","6","8","2","2","0","0","0","0","1","2","0","1","0","0","0","0","0","0",".333","13300"
"Onelki Garcia","- - -","23","20","9","9","3","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".333","13674"
"Franchy Cordero","Padres (R)","18","35","141","157","47","34","4","6","3","23","17","10","0","33","2","2","2","0","11","0",".333","14567"
"David DeJesus","Cubs (R)","33","4","12","14","4","2","2","0","0","4","0","2","0","3","0","0","0","1","1","0",".333","1825"
"Desmond Jennings","Rays (A+)","26","1","3","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0",".333","1965"
"Melvin Upton Jr.","Braves (AAA)","28","3","12","12","4","1","3","0","0","3","2","0","0","4","0","0","0","0","0","0",".333","5015"
"Austin Romine","Yankees (AAA)","24","14","42","46","14","13","0","0","1","5","4","4","0","12","0","0","0","0","0","0",".333","5491"
