"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Ricardo Heredia","Astros (R)","20","130",".276","0.68","11.6 %","35.8 %","52.6 %","30.0 %","2.0 %","44.4 %","29.3 %","26.3 %","19.9 %","57","144","201","sa505286"
"Tommy Field","Rockies (A)","22","350",".309","1.07","12.6 %","45.2 %","42.3 %","21.8 %","2.0 %","44.3 %","31.6 %","24.1 %","22.0 %","145","441","586","6262"
"Jackson Williams","Giants (AA)","23","348",".272","1.02","13.6 %","43.6 %","42.8 %","25.7 %","2.0 %","38.9 %","26.6 %","34.4 %","21.2 %","164","440","604","8524"
"Brent Wyatt","Tigers (A)","24","577",".276","1.24","13.5 %","48.0 %","38.6 %","19.1 %","2.0 %","45.9 %","26.7 %","27.4 %","19.8 %","315","653","968","sa455039"
"Jason Bourgeois","Brewers (AAA)","27","454",".344","1.98","19.8 %","53.3 %","26.9 %","30.4 %","2.0 %","43.6 %","25.0 %","31.4 %","6.0 %","562","1079","1641","2225"
"Luis Hernandez","Royals (AAA)","25","223",".326","1.86","19.3 %","52.5 %","28.2 %","13.7 %","2.0 %","32.5 %","27.1 %","40.4 %","6.0 %","257","472","729","3206"
"Clete Thomas","Tigers (AAA)","25","205",".397","0.98","18.5 %","40.3 %","41.1 %","15.7 %","2.0 %","31.5 %","25.2 %","43.3 %","12.6 %","318","470","788","3373"
"Andy Parrino","- - -","23","392",".329","0.95","15.7 %","41.1 %","43.2 %","12.7 %","2.0 %","42.3 %","28.9 %","28.9 %","26.3 %","231","515","746","3972"
"Matt Tupman","- - -","29","214",".277","1.96","14.2 %","56.8 %","29.0 %","19.6 %","2.0 %","40.6 %","28.9 %","30.6 %","5.6 %","285","469","754","4381"
"Freddy Galvis","- - -","19","365",".280","1.36","13.6 %","49.8 %","36.6 %","26.5 %","2.0 %","41.8 %","27.1 %","31.2 %","25.7 %","73","469","542","6609"
"Jason Kipnis","Indians (A-)","22","129",".351","0.57","14.0 %","31.2 %","54.8 %","9.8 %","2.0 %","39.0 %","23.2 %","37.9 %","19.0 %","66","150","216","9776"
"Branden Florence","Angels (AA)","31","185",".348","1.02","25.9 %","37.4 %","36.7 %","21.6 %","2.0 %","38.7 %","27.5 %","33.8 %","7.5 %","228","414","642","sa200372"
"Christian Herrera","Mexican (AAA)","27","207",".317","1.20","21.1 %","43.0 %","35.9 %","19.6 %","2.0 %","51.0 %","25.9 %","23.1 %","8.3 %","327","478","805","sa201094"
"Chad Spann","- - -","25","208",".269","1.08","25.4 %","38.7 %","35.9 %","37.3 %","2.0 %","50.3 %","23.1 %","26.5 %","13.8 %","270","521","791","sa201880"
"Anderson Feliz","Yankees (R)","17","164",".333","0.80","12.4 %","39.0 %","48.6 %","15.7 %","2.0 %","50.5 %","25.2 %","24.3 %","26.2 %","95","214","309","sa505526"
"Juan Ramirez","White Sox (R)","18","244",".392","1.41","14.6 %","50.0 %","35.4 %","15.7 %","2.0 %","39.8 %","39.1 %","21.1 %","34.2 %","103","336","439","sa507087"
"Niko Vasquez","- - -","20","523",".260","0.88","14.2 %","40.1 %","45.7 %","20.0 %","1.9 %","39.5 %","28.4 %","32.1 %","29.2 %","231","704","935","sa454460"
"Leonardo Gil","- - -","21","276",".328","1.88","20.2 %","52.1 %","27.7 %","21.2 %","1.9 %","43.4 %","25.8 %","30.8 %","27.5 %","94","361","455","sa392778"
"Alex Buchholz","- - -","21","386",".278","1.12","23.6 %","40.3 %","36.1 %","13.5 %","1.9 %","43.4 %","28.5 %","28.1 %","24.2 %","126","477","603","sa454711"
"Cesar Valera","Cardinals (R)","17","208",".331","1.21","11.5 %","48.5 %","40.0 %","13.5 %","1.9 %","49.6 %","19.3 %","31.1 %","39.4 %","54","301","355","sa503020"
"Craig Corrado","Astros (A+)","24","444",".298","1.89","9.8 %","58.9 %","31.3 %","14.3 %","1.9 %","37.0 %","19.7 %","43.4 %","26.9 %","71","586","657","sa389814"
"Tyson Auer","Angels (A)","23","552",".357","2.05","11.8 %","59.2 %","28.9 %","9.5 %","1.9 %","42.4 %","25.9 %","31.7 %","28.4 %","208","742","950","sa462418"
"Brian Bocock","- - -","24","518",".297","0.80","14.2 %","38.3 %","47.6 %","27.2 %","1.9 %","38.9 %","25.6 %","35.5 %","26.3 %","235","728","963","3534"
"Mike Trout","- - -","17","207",".425","1.19","17.1 %","45.0 %","37.9 %","15.1 %","1.9 %","39.3 %","26.7 %","34.0 %","24.5 %","94","261","355","10155"
"Nixton Perez","Yankees (R)","20","129",".346","0.77","10.5 %","39.0 %","50.5 %","26.4 %","1.9 %","32.4 %","23.4 %","44.1 %","15.8 %","43","141","184","sa3001507"
"Ogui Diaz","- - -","23","185",".236","1.36","10.1 %","51.8 %","38.1 %","30.2 %","1.9 %","47.3 %","25.7 %","27.0 %","24.5 %","45","281","326","sa328438"
"Brett Lilley","Cardinals (A)","23","254",".286","1.58","14.4 %","52.5 %","33.1 %","17.0 %","1.9 %","36.1 %","23.5 %","40.4 %","24.6 %","146","302","448","sa455023"
"Nelson Gomez","- - -","22","385",".270","1.15","14.9 %","45.5 %","39.6 %","29.2 %","1.9 %","44.2 %","23.2 %","32.6 %","30.1 %","112","512","624","sa455041"
"Chao-Ting Tang","- - -","21","169",".292","0.94","15.6 %","41.0 %","43.4 %","15.1 %","1.9 %","45.0 %","19.1 %","35.9 %","21.4 %","51","211","262","sa456014"
"Francisco Soriano","Nationals (A-)","22","238",".358","1.49","15.4 %","50.6 %","34.0 %","32.1 %","1.9 %","49.4 %","27.8 %","22.8 %","15.5 %","148","284","432","sa456102"
"Dan Arcila","Blue Jays (R)","18","216",".304","0.92","15.7 %","40.5 %","43.8 %","28.3 %","1.9 %","34.4 %","33.6 %","32.1 %","38.0 %","94","317","411","sa506161"
"Gabriel Reyes","Rockies (R)","18","200",".308","1.08","12.7 %","45.2 %","42.1 %","30.2 %","1.9 %","37.9 %","37.9 %","24.3 %","17.0 %","118","223","341","sa506300"
"Paulo Orlando","Royals (A+)","23","391",".331","1.20","12.6 %","47.6 %","39.8 %","27.1 %","1.9 %","41.3 %","29.4 %","29.4 %","34.5 %","83","537","620","8628"
"Kurt Mertins","Royals (AA)","23","552",".343","1.80","21.9 %","50.3 %","27.9 %","16.8 %","1.9 %","46.0 %","24.0 %","30.0 %","9.8 %","767","1269","2036","sa327723"
"Michael Fisher","Braves (A+)","24","465",".305","1.55","14.2 %","52.2 %","33.6 %","22.4 %","1.9 %","42.2 %","17.5 %","40.4 %","28.6 %","151","639","790","sa388384"
"Tyler Massey","Rockies (A)","19","436",".283","1.50","11.6 %","53.1 %","35.3 %","33.6 %","1.9 %","43.6 %","18.3 %","38.1 %","32.4 %","112","635","747","sa455277"
"Marwin Gonzalez","Cubs (A+)","20","461",".289","1.73","11.9 %","55.8 %","32.2 %","13.9 %","1.9 %","41.6 %","27.2 %","31.2 %","29.5 %","114","589","703","5497"
"Greg Golson","Rangers (AAA)","23","500",".334","1.56","19.5 %","49.0 %","31.5 %","23.1 %","1.9 %","43.4 %","28.2 %","28.5 %","13.3 %","611","1227","1838","8074"
"Zach Borowiak","- - -","28","386",".269","1.03","16.7 %","42.2 %","41.1 %","27.8 %","1.9 %","44.8 %","26.4 %","28.9 %","21.1 %","169","486","655","sa225796"
"Angel R. Gonzalez","- - -","23","224",".232","1.50","11.8 %","52.9 %","35.3 %","35.2 %","1.9 %","45.0 %","24.4 %","30.6 %","28.9 %","69","305","374","sa294031"
"Jeff Corsaletti","- - -","26","374",".244","1.19","12.3 %","47.6 %","40.1 %","14.8 %","1.9 %","43.2 %","22.3 %","34.5 %","11.1 %","271","459","730","sa294438"
"Jose Garcia","- - -","21","441",".295","1.60","14.8 %","52.4 %","32.7 %","21.3 %","1.9 %","49.1 %","27.0 %","23.9 %","17.9 %","145","532","677","sa392832"
"Leo Hernandez","Blue Jays (R)","19","143",".318","0.69","13.3 %","35.2 %","51.4 %","13.0 %","1.9 %","38.5 %","27.5 %","33.9 %","16.5 %","64","148","212","sa506140"
"Juan Urdaneta","Nationals (R)","20","191",".235","0.76","14.4 %","36.9 %","48.6 %","42.6 %","1.9 %","42.2 %","24.1 %","33.6 %","31.8 %","98","273","371","sa507034"
"Pedro Mere","Mexican (AAA)","38","400",".293","1.10","17.6 %","43.2 %","39.2 %","27.5 %","1.8 %","49.2 %","23.6 %","27.3 %","7.4 %","543","831","1374","sa3001373"
"Troy Hanzawa","Phillies (A)","23","472",".340","1.45","16.6 %","49.4 %","34.1 %","13.8 %","1.8 %","36.3 %","24.3 %","39.3 %","27.7 %","144","661","805","sa454580"
"Edwin Maysonet","Astros (AAA)","27","217",".291","1.16","19.0 %","43.5 %","37.4 %","25.5 %","1.8 %","41.6 %","28.2 %","30.2 %","6.0 %","335","552","887","5735"
"Jonathan Mota","Cubs (AA)","22","370",".284","0.95","17.7 %","40.0 %","42.3 %","22.7 %","1.8 %","44.8 %","21.9 %","33.3 %","7.1 %","474","873","1347","sa291809"
"Edwin Wilson","Orioles (R)","19","221",".254","1.00","12.7 %","43.7 %","43.7 %","29.1 %","1.8 %","47.5 %","28.5 %","24.1 %","28.7 %","118","286","404","sa3001635"
"Jose Mateo","- - -","19","178",".374","0.69","11.4 %","36.2 %","52.4 %","20.0 %","1.8 %","47.2 %","30.6 %","22.2 %","30.3 %","111","229","340","sa3001878"
"Adrian Casanova","- - -","26","188",".216","0.89","9.6 %","42.6 %","47.8 %","23.6 %","1.8 %","44.5 %","18.5 %","37.0 %","35.0 %","67","267","334","sa329436"
"Carlos Eduardo Gonzalez","Mexican (AAA)","24","259",".349","1.60","21.9 %","48.1 %","30.1 %","32.7 %","1.8 %","58.3 %","23.7 %","18.0 %","11.9 %","290","545","835","sa509268"
"Matthew Brown","- - -","24","226",".325","1.48","13.1 %","51.9 %","35.0 %","17.9 %","1.8 %","44.4 %","24.1 %","31.5 %","23.1 %","118","267","385","sa389778"
"Parker Dalton","Dodgers (A)","25","161",".233","0.66","8.8 %","36.3 %","54.9 %","19.6 %","1.8 %","44.8 %","21.9 %","33.3 %","41.3 %","51","242","293","sa390179"
"John Delaney","Brewers (A)","23","283",".300","1.29","19.0 %","45.6 %","35.4 %","3.6 %","1.8 %","44.2 %","25.2 %","30.7 %","33.0 %","164","400","564","sa454878"
"Myrio Richard","- - -","20","243",".315","1.64","8.6 %","56.8 %","34.6 %","19.6 %","1.8 %","49.4 %","29.2 %","21.4 %","20.3 %","118","306","424","sa501560"
"Ali Castillo","Yankees (R)","20","212",".337","1.61","11.0 %","54.9 %","34.1 %","14.3 %","1.8 %","38.7 %","33.5 %","27.8 %","10.2 %","108","217","325","sa507143"
"Willians Astudillo","Phillies (R)","17","210",".254","1.60","14.9 %","52.3 %","32.8 %","26.3 %","1.8 %","47.5 %","17.5 %","35.0 %","12.2 %","50","221","271","15608"
"Wilner Charles","Dodgers (R)","18","195",".336","0.95","9.8 %","43.9 %","46.3 %","26.3 %","1.8 %","28.6 %","35.3 %","36.1 %","25.8 %","99","238","337","sa3001764"
"Jose Alegria","Diamondbacks (R)","18","223",".312","1.19","8.8 %","49.6 %","41.6 %","22.8 %","1.8 %","42.6 %","24.1 %","33.3 %","24.2 %","143","274","417","sa3001826"
"Ryan Barba","Braves (A)","24","424",".243","1.19","15.0 %","46.3 %","38.8 %","34.2 %","1.8 %","50.5 %","24.6 %","24.9 %","27.3 %","117","549","666","sa329490"
"Luis Nieves","- - -","20","196",".213","1.51","7.7 %","55.5 %","36.8 %","28.1 %","1.8 %","42.7 %","23.8 %","33.5 %","23.4 %","32","246","278","sa455740"
"Luis Castillo","- - -","20","206",".247","1.37","15.1 %","49.1 %","35.8 %","17.5 %","1.8 %","39.2 %","23.5 %","37.4 %","17.7 %","60","250","310","sa503229"
"Ayeudi Felipe","Reds (R)","19","230",".295","1.11","11.8 %","46.3 %","41.9 %","24.6 %","1.8 %","35.6 %","32.2 %","32.2 %","30.0 %","104","316","420","sa506263"
"Brandon Guyer","- - -","23","510",".317","0.79","19.4 %","35.6 %","45.0 %","24.4 %","1.7 %","45.5 %","24.4 %","30.2 %","12.9 %","363","817","1180","2636"
"Samuel Sime","Braves (A)","22","396",".302","1.03","16.1 %","42.7 %","41.2 %","23.5 %","1.7 %","51.2 %","22.0 %","26.8 %","26.9 %","107","537","644","sa390694"
"Isaias Velasquez","Rays (A)","21","478",".331","1.60","12.8 %","53.6 %","33.5 %","19.1 %","1.7 %","47.7 %","24.4 %","28.0 %","23.4 %","162","589","751","sa392362"
"Enrique Hernandez","Astros (R)","17","225",".333","1.53","14.0 %","52.0 %","33.9 %","13.8 %","1.7 %","42.0 %","26.0 %","32.0 %","19.5 %","53","270","323","10472"
"Leury Garcia","Rangers (A)","18","308",".297","2.14","12.5 %","59.6 %","27.9 %","31.0 %","1.7 %","36.0 %","28.8 %","35.1 %","26.0 %","91","424","515","5913"
"John Otness","- - -","27","136",".280","0.52","12.9 %","29.7 %","57.4 %","24.1 %","1.7 %","55.5 %","22.8 %","21.8 %","14.1 %","97","202","299","sa254640"
"Carlos Henry","Cubs (R)","17","228",".203","1.31","8.8 %","51.7 %","39.5 %","41.4 %","1.7 %","57.6 %","20.9 %","21.5 %","29.1 %","97","295","392","sa3001871"
"Jason Smit","Indians (A-)","19","189",".331","0.91","15.3 %","40.5 %","44.3 %","20.7 %","1.7 %","54.0 %","21.9 %","24.1 %","22.8 %","73","230","303","sa329393"
"Roberto Espinoza","Cardinals (A)","20","259",".273","1.59","11.8 %","54.1 %","34.1 %","22.4 %","1.7 %","44.9 %","21.9 %","33.2 %","26.3 %","124","329","453","sa396236"
"Franklin Romero","- - -","21","237",".324","1.03","17.5 %","42.0 %","40.6 %","36.2 %","1.7 %","44.4 %","31.8 %","23.8 %","43.5 %","38","378","416","sa502055"
"Mario Yepez","- - -","21","242",".341","1.55","14.5 %","52.0 %","33.5 %","12.1 %","1.7 %","42.6 %","23.4 %","34.0 %","24.5 %","67","312","379","sa502546"
"Jake Opitz","Cubs (A+)","22","405",".315","1.20","13.2 %","47.3 %","39.5 %","22.2 %","1.7 %","53.6 %","19.9 %","26.5 %","21.9 %","170","487","657","sa455006"
"Justin Turner","Orioles (AAA)","24","441",".320","1.37","20.5 %","46.0 %","33.5 %","25.4 %","1.7 %","39.4 %","24.7 %","35.8 %","4.3 %","644","991","1635","5235"
"Hernan Perez","- - -","18","208",".299","1.24","13.2 %","48.0 %","38.8 %","32.2 %","1.7 %","56.4 %","14.7 %","28.9 %","37.4 %","30","288","318","5751"
"Avisail Garcia","- - -","18","323",".336","2.54","9.5 %","64.9 %","25.5 %","13.6 %","1.7 %","42.3 %","22.6 %","35.2 %","38.5 %","39","463","502","5760"
"Estarlin De Los Santos","- - -","22","292",".350","1.71","24.2 %","47.9 %","28.0 %","22.0 %","1.7 %","45.1 %","20.4 %","34.5 %","26.4 %","70","388","458","sa328503"
"Chun-Hsiu Chen","Indians (A-)","20","231",".268","1.08","14.0 %","44.8 %","41.3 %","15.3 %","1.7 %","47.1 %","25.2 %","27.7 %","20.5 %","133","287","420","sa455954"
"Brett Nommensen","Rays (A-)","22","220",".311","1.25","9.5 %","50.3 %","40.1 %","13.6 %","1.7 %","39.1 %","25.6 %","35.3 %","17.4 %","94","274","368","sa501600"
"Peter Fatse","- - -","21","269",".338","1.19","16.2 %","45.5 %","38.3 %","25.4 %","1.7 %","39.8 %","27.3 %","32.9 %","29.2 %","140","380","520","sa502200"
"Denny Duron","Rangers (A-)","23","187",".326","1.10","12.1 %","46.1 %","41.8 %","23.7 %","1.7 %","39.5 %","23.1 %","37.4 %","23.6 %","45","235","280","sa502556"
"John Delgado","Blue Jays (R)","18","190",".262","1.05","10.4 %","45.9 %","43.7 %","16.9 %","1.7 %","42.9 %","29.3 %","27.9 %","21.1 %","82","221","303","sa506155"
"Drew Butera","Twins (AAA)","25","333",".244","0.70","17.9 %","33.7 %","48.4 %","27.7 %","1.7 %","47.1 %","23.6 %","29.3 %","8.2 %","405","762","1167","3411"
"Nate Spears","Cubs (AAA)","24","411",".280","1.22","18.3 %","44.9 %","36.8 %","29.4 %","1.7 %","45.9 %","23.9 %","30.2 %","4.8 %","523","835","1358","6026"
"Agustin Avila","Indians (R)","19","246",".272","1.17","15.6 %","45.5 %","39.0 %","26.7 %","1.7 %","45.2 %","27.1 %","27.7 %","22.5 %","152","293","445","sa3001792"
"Ryan Khoury","Red Sox (AA)","25","445",".301","0.84","16.0 %","38.4 %","45.6 %","25.8 %","1.7 %","51.1 %","20.2 %","28.7 %","26.4 %","304","647","951","sa327720"
"Robi Estrada","Rays (A)","20","313",".263","2.42","13.5 %","61.2 %","25.3 %","11.7 %","1.7 %","40.1 %","26.7 %","33.2 %","24.5 %","68","409","477","sa328059"
"Mark Hallberg","Diamondbacks (AA)","23","510",".278","1.78","18.5 %","52.2 %","29.3 %","21.7 %","1.7 %","43.8 %","19.3 %","36.9 %","4.9 %","666","1087","1753","sa389690"
"Kyle Martin","Royals (A)","24","153",".220","0.57","12.1 %","31.8 %","56.1 %","38.3 %","1.7 %","49.1 %","25.5 %","25.5 %","30.6 %","54","198","252","sa389873"
"Rene Garcia","Astros (A-)","19","190",".230","1.17","10.3 %","48.3 %","41.4 %","25.0 %","1.7 %","43.7 %","26.5 %","29.8 %","22.3 %","53","225","278","sa454693"
"T.J. Baxter","Orioles (A-)","23","261",".350","1.73","7.9 %","58.4 %","33.7 %","10.0 %","1.7 %","34.6 %","23.9 %","41.5 %","27.3 %","100","343","443","sa454931"
"Oscar Figueroa","- - -","21","156",".213","0.80","10.0 %","40.0 %","50.0 %","20.0 %","1.7 %","45.2 %","29.8 %","25.0 %","25.3 %","43","198","241","sa503261"
"Ashley Ponce","Pirates (R)","18","253",".306","1.50","15.3 %","50.8 %","33.9 %","21.7 %","1.7 %","42.0 %","30.1 %","28.0 %","17.6 %","108","296","404","sa504945"
"Sony Javier","Blue Jays (R)","18","199",".309","0.87","15.2 %","39.4 %","45.5 %","25.0 %","1.7 %","42.0 %","22.5 %","35.5 %","30.1 %","76","263","339","sa506152"
"Juan B Cabrera","- - -","21","189",".267","0.93","10.8 %","43.1 %","46.2 %","25.0 %","1.7 %","46.0 %","27.0 %","27.0 %","26.0 %","81","235","316","sa506579"
"Luis Borges","Mexican (AAA)","28","310",".337","2.02","25.2 %","50.0 %","24.8 %","21.3 %","1.6 %","40.0 %","19.6 %","40.4 %","2.8 %","411","667","1078","sa199621"
"Flavio Romero","Mexican (AAA)","29","324",".366","1.41","27.2 %","42.6 %","30.2 %","27.9 %","1.6 %","39.1 %","27.1 %","33.8 %","5.9 %","561","704","1265","sa211114"
"Nate Sutton","- - -","26","528",".338","1.48","20.9 %","47.3 %","31.9 %","23.8 %","1.6 %","37.6 %","27.3 %","35.1 %","6.2 %","853","1259","2112","sa254157"
"Jose Mojica","Yankees (R)","20","213",".303","1.28","19.2 %","45.3 %","35.5 %","26.2 %","1.6 %","43.9 %","27.8 %","28.3 %","16.6 %","47","243","290","sa328848"
"Ronald Bermudez","Red Sox (A-)","21","271",".320","1.66","13.8 %","53.7 %","32.4 %","34.4 %","1.6 %","52.2 %","19.7 %","28.1 %","31.4 %","52","368","420","sa455626"
"Kyle Spraker","Rays (R)","23","192",".277","1.02","12.8 %","44.0 %","43.3 %","34.4 %","1.6 %","45.0 %","20.8 %","34.2 %","17.4 %","66","222","288","sa503047"
"Justin Sellers","Dodgers (AA)","23","464",".331","1.19","16.7 %","45.2 %","38.1 %","14.6 %","1.6 %","38.8 %","23.0 %","38.2 %","6.6 %","696","1078","1774","4006"
"Lee Haydel","Brewers (A+)","21","523",".346","1.62","15.5 %","52.2 %","32.3 %","13.8 %","1.6 %","39.5 %","25.0 %","35.5 %","33.0 %","85","724","809","sa328074"
"Gregorio Vazquez","Mexican (AAA)","30","471",".309","1.68","15.2 %","53.2 %","31.6 %","22.8 %","1.6 %","48.5 %","20.1 %","31.4 %","5.7 %","512","928","1440","sa509364"
"Ben Revere","Twins (A+)","21","517",".330","1.81","17.7 %","53.1 %","29.2 %","14.5 %","1.6 %","41.5 %","26.4 %","32.1 %","11.1 %","190","546","736","4712"
"Carlos Corporan","- - -","25","250",".264","1.23","21.1 %","43.4 %","35.4 %","19.4 %","1.6 %","40.9 %","24.3 %","34.8 %","13.1 %","230","543","773","5587"
"Cristian Moronta","Astros (R)","19","161",".270","0.77","5.2 %","41.4 %","53.4 %","21.0 %","1.6 %","35.5 %","30.7 %","33.9 %","16.1 %","75","173","248","sa505289"
"Oscar Perez","Red Sox (R)","17","218",".260","1.10","11.0 %","46.6 %","42.5 %","19.4 %","1.6 %","52.6 %","31.4 %","16.0 %","26.9 %","92","283","375","sa506222"
"Aris Alcantara","Braves (R)","19","218",".289","1.23","9.8 %","49.7 %","40.5 %","25.8 %","1.6 %","47.5 %","24.7 %","27.8 %","19.8 %","105","248","353","sa506239"
"Victor Cadette","Braves (R)","18","194",".283","1.06","11.7 %","45.5 %","42.8 %","17.7 %","1.6 %","47.1 %","26.5 %","26.5 %","20.6 %","55","237","292","sa506526"
"Alexander Zorrilla","Orioles (R)","18","257",".316","1.18","12.3 %","47.4 %","40.3 %","24.2 %","1.6 %","43.3 %","30.5 %","26.2 %","27.2 %","142","339","481","sa507131"
"Daniel Hinojosa","Mexican (AAA)","24","271",".345","1.19","22.7 %","42.0 %","35.2 %","32.3 %","1.6 %","43.2 %","30.3 %","26.5 %","12.4 %","355","629","984","sa509451"
"P.J. Pilittere","- - -","27","197",".235","1.13","15.7 %","44.7 %","39.6 %","19.0 %","1.6 %","53.0 %","19.6 %","27.4 %","7.2 %","136","293","429","sa262169"
"Sean McCraw","Brewers (A)","23","263",".273","1.22","11.9 %","48.4 %","39.6 %","27.0 %","1.6 %","38.5 %","20.1 %","41.4 %","23.4 %","162","342","504","sa290210"
"Mario Mercedes","Cubs (A)","22","163",".283","0.95","13.4 %","42.3 %","44.4 %","27.0 %","1.6 %","42.5 %","21.2 %","36.3 %","11.3 %","24","179","203","sa293187"
"Jesus Lopez","Padres (AA)","21","288",".262","1.78","20.5 %","50.9 %","28.6 %","31.7 %","1.6 %","45.7 %","22.8 %","31.5 %","4.8 %","387","672","1059","sa325096"
"John Curtis","- - -","24","318",".310","1.79","15.8 %","54.1 %","30.1 %","19.0 %","1.6 %","48.8 %","20.9 %","30.2 %","20.9 %","174","396","570","sa327662"
"Brian Bryles","Rays (R)","19","257",".234","1.48","6.6 %","55.7 %","37.7 %","28.6 %","1.6 %","48.6 %","22.9 %","28.6 %","30.0 %","113","351","464","sa454923"
"Jose Monzon","Astros (R)","17","196",".256","0.78","5.1 %","41.5 %","53.4 %","33.3 %","1.6 %","41.4 %","23.4 %","35.2 %","28.7 %","95","260","355","sa505293"
"Daurys Mercedes","White Sox (R)","19","242",".389","1.16","14.5 %","45.9 %","39.6 %","11.1 %","1.6 %","37.8 %","34.3 %","27.9 %","20.9 %","169","386","555","sa507090"
"Adam Godwin","Dodgers (AA)","26","275",".315","1.48","17.6 %","49.2 %","33.2 %","20.3 %","1.6 %","37.3 %","26.0 %","36.8 %","9.9 %","330","666","996","sa291770"
"Nate Samson","- - -","21","441",".273","1.23","19.0 %","44.6 %","36.4 %","18.8 %","1.6 %","38.9 %","21.7 %","39.4 %","9.4 %","229","551","780","sa331346"
"Brock Bond","Giants (AA)","23","531",".391","3.58","20.6 %","62.1 %","17.3 %","15.6 %","1.6 %","30.9 %","25.7 %","43.4 %","17.1 %","293","600","893","sa390639"
"Smit Valera","Rockies (R)","18","231",".306","1.23","9.5 %","50.0 %","40.5 %","37.5 %","1.6 %","41.3 %","33.7 %","25.0 %","22.1 %","52","279","331","sa506294"
"Mayobanex Soto","Marlins (R)","18","272",".301","1.33","11.3 %","50.6 %","38.1 %","23.4 %","1.6 %","53.4 %","23.6 %","23.0 %","26.3 %","154","333","487","sa506827"
"Ramon Flores","Braves (R)","22","124",".404","0.45","9.7 %","28.2 %","62.1 %","17.2 %","1.6 %","39.1 %","34.3 %","26.7 %","18.6 %","25","142","167","sa508111"
"Roberto Valencia","Mexican (AAA)","20","408",".336","3.34","17.8 %","63.3 %","18.9 %","34.4 %","1.6 %","36.2 %","19.1 %","44.7 %","3.7 %","458","934","1392","sa509655"
"Mike McCoy","Rockies (AAA)","28","572",".349","1.46","19.9 %","47.5 %","32.6 %","10.1 %","1.6 %","35.2 %","26.8 %","38.0 %","4.3 %","991","1309","2300","4583"
"Andy Cannizaro","- - -","30","270",".280","1.65","15.7 %","52.5 %","31.9 %","20.0 %","1.5 %","49.3 %","20.7 %","30.1 %","4.6 %","351","728","1079","7068"
"Chris McConnell","- - -","23","223",".296","0.88","18.1 %","38.3 %","43.6 %","15.4 %","1.5 %","40.9 %","28.3 %","30.8 %","6.9 %","265","445","710","sa254471"
"Antonio Jimenez","- - -","22","229",".263","1.28","9.2 %","50.9 %","39.9 %","12.3 %","1.5 %","51.8 %","21.4 %","26.8 %","35.6 %","24","333","357","sa392412"
"Shayne Moody","Braves (A)","24","332",".302","2.11","18.5 %","55.2 %","26.2 %","27.7 %","1.5 %","46.5 %","20.8 %","32.7 %","17.8 %","97","397","494","sa454910"
"Ehire Adrianza","Giants (A)","19","448",".300","1.11","14.0 %","45.2 %","40.8 %","16.0 %","1.5 %","50.6 %","22.3 %","27.1 %","24.2 %","196","541","737","8418"
"Austin Krum","- - -","23","575",".314","1.45","13.0 %","51.5 %","35.5 %","12.2 %","1.5 %","43.2 %","30.2 %","26.6 %","22.7 %","312","724","1036","sa390262"
"Wilmer Flores","Mets (A)","17","528",".301","0.81","12.9 %","38.9 %","48.2 %","18.7 %","1.5 %","43.3 %","29.4 %","27.3 %","21.4 %","118","649","767","5827"
"Luis Rivas","Cubs (AAA)","29","216",".253","1.11","18.7 %","42.7 %","38.6 %","16.7 %","1.5 %","43.2 %","26.1 %","30.7 %","4.1 %","289","465","754","753"
"Steve Clevenger","- - -","23","340",".326","2.24","20.1 %","55.2 %","24.6 %","12.1 %","1.5 %","32.7 %","20.0 %","47.3 %","5.8 %","429","725","1154","9542"
"Shawn O'Malley","Rays (A+)","21","447",".338","2.59","13.2 %","62.6 %","24.2 %","25.8 %","1.5 %","38.9 %","28.3 %","32.8 %","23.2 %","267","544","811","9629"
"Fidel Pena","Diamondbacks (R)","17","238",".308","1.26","11.8 %","49.1 %","39.1 %","18.2 %","1.5 %","40.2 %","29.3 %","30.5 %","21.3 %","114","275","389","sa506770"
"Irving Falu","Royals (AAA)","26","532",".284","1.59","18.1 %","50.4 %","31.6 %","12.8 %","1.5 %","46.7 %","24.3 %","29.0 %","4.1 %","784","1168","1952","6165"
"Francisco Peguero","- - -","21","328",".408","2.28","14.7 %","59.3 %","26.0 %","13.4 %","1.5 %","37.8 %","25.5 %","36.7 %","26.8 %","50","416","466","5496"
"Reggie Willits","Angels (AAA)","28","280",".308","1.33","20.4 %","45.4 %","34.2 %","20.9 %","1.5 %","44.2 %","20.1 %","35.7 %","4.4 %","479","737","1216","5590"
"Sergio Garcia","Dodgers (AAA)","29","254",".268","1.15","18.6 %","43.5 %","37.9 %","22.4 %","1.5 %","48.7 %","23.3 %","28.0 %","7.1 %","340","559","899","sa201804"
"Beau Seabury","Rockies (A)","24","268",".321","1.09","11.9 %","45.9 %","42.1 %","17.9 %","1.5 %","47.4 %","26.6 %","26.0 %","29.9 %","108","370","478","sa389917"
"Jhonny Gomez","Rangers (R)","19","212",".324","0.61","18.2 %","31.1 %","50.8 %","26.9 %","1.5 %","44.1 %","28.3 %","27.6 %","17.5 %","147","231","378","sa505941"
