"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Jose Abreu","Twins (R)","19","40.0","5.18","2.03","2.56","0.23","14.0 %","5.5 %","8.5 %",".232","1.10",".268","66.5 %","2.25","3.31","-1.06","3.37","sa597423"
"Eric Martinez","Cubs (R)","22","39.2","5.22","1.59","3.29","0.23","13.2 %","4.0 %","9.2 %",".280","1.31",".321","60.1 %","4.08","3.31","0.77","3.44","sa506732"
"Luis Ortega","Red Sox (R)","19","59.1","4.40","2.43","1.81","0.15","11.6 %","6.4 %","5.2 %",".237","1.20",".267","71.2 %","2.12","3.31","-1.19","3.55","sa657901"
"Christopher De Leon","Pirates (R)","19","46.0","9.98","5.48","1.82","0.20","26.2 %","14.4 %","11.8 %",".215","1.37",".306","79.3 %","2.74","3.31","-0.57","3.36","sa550672"
"Mike Parisi","Dodgers (AAA)","29","43.0","7.74","2.30","3.36","0.42","21.8 %","6.5 %","15.3 %",".245","1.16",".308","78.4 %","2.72","3.32","-0.60","3.93","8070"
"James Allen","- - -","22","116.2","7.41","2.70","2.74","0.46","19.8 %","7.2 %","12.6 %",".238","1.22",".291","65.6 %","3.93","3.32","0.61","3.50","sa599561"
"Kendal Volz","Royals (AA)","24","24.2","5.84","4.01","1.45","0.00","16.0 %","11.0 %","5.0 %",".180","1.09",".219","74.1 %","2.19","3.32","-1.13","4.74","sa501602"
"Eduardo Arroyo","Mexican (AAA)","23","27.1","8.89","4.61","1.93","0.00","24.8 %","12.8 %","11.9 %",".194","1.17",".273","85.3 %","1.65","3.32","-1.67","4.82","sa592354"
"Henry Alberto Rodriguez","- - -","25","7.0","9.00","6.43","1.40","0.00","26.9 %","19.2 %","7.7 %",".000","0.71",".000","100.0 %","0.00","3.32","-3.32","3.92","6371"
"Nick Carmichael","Tigers (R)","22","44.2","7.66","2.82","2.71","0.40","21.0 %","7.7 %","13.3 %",".241","1.21",".302","80.5 %","2.22","3.32","-1.11","3.11","sa598308"
"Vidal Nuno","- - -","24","138.1","8.20","2.15","3.82","0.78","22.2 %","5.8 %","16.4 %",".247","1.19",".303","77.2 %","2.54","3.32","-0.78","3.44","9674"
"Phil Klein","- - -","23","62.1","9.67","3.32","2.91","0.43","27.6 %","9.5 %","18.1 %",".181","0.99",".247","85.8 %","1.73","3.32","-1.59","3.39","12675"
"Andre Kinder","- - -","23","39.2","8.62","4.99","1.73","0.00","21.8 %","12.6 %","9.2 %",".208","1.34",".279","64.3 %","3.86","3.32","0.53","3.89","sa599703"
"Gerardo Olivares","- - -","23","26.1","8.89","2.05","4.33","0.68","24.1 %","5.6 %","18.5 %",".230","1.10",".292","88.7 %","1.71","3.32","-1.61","2.86","sa503314"
"Oliver Garcia","Mariners (A-)","21","23.2","9.13","5.70","1.60","0.00","21.2 %","13.3 %","8.0 %",".258","1.69",".343","68.3 %","3.80","3.33","0.48","4.23","sa506286"
"Daniel Watts","Diamondbacks (A-)","22","76.2","6.10","1.88","3.25","0.23","15.8 %","4.9 %","10.9 %",".237","1.15",".280","70.4 %","2.23","3.33","-1.09","3.89","sa658915"
"Ranger Suarez","Phillies (R)","16","5.0","7.20","5.40","1.33","0.00","21.1 %","15.8 %","5.3 %",".125","1.00",".167","100.0 %","0.00","3.33","-3.33","4.01","sa659551"
"Will Locante","- - -","22","24.1","11.84","4.44","2.67","0.37","29.1 %","10.9 %","18.2 %",".214","1.36",".308","38.0 %","4.81","3.33","1.48","3.21","sa577888"
"Eyerys Guerrero","Blue Jays (R)","19","12.0","8.25","4.50","1.83","0.00","19.0 %","10.3 %","8.6 %",".340","1.92",".436","48.0 %","6.75","3.33","3.42","3.73","sa550677"
"Anderson Martinez","Nationals (R)","19","6.0","15.00","10.50","1.43","0.00","37.0 %","25.9 %","11.1 %",".150","1.67",".300","50.0 %","7.50","3.33","4.17","3.54","sa597205"
"Kaleb Merck","Twins (R)","22","24.1","10.36","2.22","4.67","0.74","27.7 %","5.9 %","21.8 %",".255","1.23",".344","67.4 %","4.07","3.33","0.74","2.93","sa577907"
"Damian Defrank","Twins (R)","17","53.0","4.58","2.72","1.69","0.00","12.3 %","7.3 %","5.0 %",".266","1.30",".308","67.6 %","3.06","3.33","-0.28","3.71","sa657727"
"Chris Corrigan","- - -","24","88.2","8.32","3.76","2.22","0.30","21.6 %","9.8 %","11.9 %",".227","1.29",".291","67.4 %","4.16","3.33","0.83","3.56","sa392093"
"Eric Erickson","Yankees (A-)","24","9.1","7.71","0.96","8.00","0.96","21.1 %","2.6 %","18.4 %",".189","0.86",".214","60.6 %","3.86","3.33","0.52","2.33","sa502069"
"Mason Hope","Marlins (A-)","20","71.1","6.69","3.41","1.96","0.13","17.6 %","8.9 %","8.6 %",".266","1.39",".327","68.9 %","2.90","3.33","-0.43","3.71","sa597872"
"Brian Holmes","Astros (A-)","21","66.2","8.78","3.38","2.60","0.54","24.4 %","9.4 %","15.0 %",".163","0.96",".205","72.4 %","2.57","3.33","-0.77","3.38","sa658229"
"Joe Scanio","Cardinals (A-)","22","29.0","4.66","1.86","2.50","0.00","12.1 %","4.8 %","7.3 %",".263","1.24",".303","65.0 %","3.41","3.33","0.08","3.71","sa658294"
"Jimmy Rider","Pirates (A-)","22","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".333","1.00",".333","100.0 %","0.00","3.33","-3.33","3.33","sa658768"
"Ryan Brasier","Angels (AAA)","24","59.2","8.15","3.62","2.25","0.15","20.8 %","9.2 %","11.5 %",".281","1.51",".361","68.1 %","4.37","3.33","1.04","4.47","5615"
"Nick Pasquale","- - -","21","50.1","5.72","0.89","6.40","0.36","15.9 %","2.5 %","13.4 %",".264","1.11",".308","62.3 %","3.58","3.33","0.24","3.33","sa658514"
"Peter Moylan","- - -","33","22.2","8.34","3.18","2.63","0.40","20.6 %","7.8 %","12.8 %",".294","1.54",".371","59.0 %","6.35","3.33","3.02","3.37","4891"
"Wendell Floranus","Orioles (R)","17","63.1","5.83","1.99","2.93","0.43","14.9 %","5.1 %","9.8 %",".264","1.29",".304","56.2 %","4.69","3.34","1.35","3.23","sa657787"
"Luke Putkonen","Tigers (AAA)","26","56.2","7.31","3.18","2.30","0.48","18.5 %","8.0 %","10.4 %",".298","1.55",".363","61.3 %","4.92","3.34","1.59","3.73","6736"
"Caleb Graham","- - -","25","58.2","10.28","2.76","3.72","0.77","28.3 %","7.6 %","20.7 %",".207","1.06",".277","78.7 %","2.91","3.34","-0.42","3.48","sa512318"
"Bryce Stowell","Indians (AA)","25","29.0","13.66","2.79","4.89","1.55","37.6 %","7.7 %","29.9 %",".213","1.10",".305","76.0 %","3.72","3.34","0.38","2.01","sa455267"
"Ross Wolf","- - -","29","62.1","8.37","2.17","3.87","0.72","22.7 %","5.9 %","16.8 %",".251","1.20",".313","74.3 %","3.18","3.34","-0.16","3.00","4534"
"Justin Thompson","Diamondbacks (R)","22","32.0","13.22","2.81","4.70","0.56","36.2 %","7.7 %","28.5 %",".193","1.03",".300","76.9 %","1.69","3.34","-1.65","3.32","sa659457"
"Angel Rincon","- - -","19","31.1","6.89","2.87","2.40","0.29","19.5 %","8.1 %","11.4 %",".179","0.96",".218","74.3 %","2.59","3.34","-0.76","3.54","sa550535"
"Rick van den Hurk","- - -","27","129.1","8.21","2.51","3.28","0.63","21.6 %","6.6 %","15.0 %",".240","1.21",".298","75.8 %","3.06","3.34","-0.28","3.51","5099"
"Corey Kluber","Indians (AAA)","26","125.1","9.19","3.52","2.61","0.65","23.5 %","9.0 %","14.5 %",".246","1.36",".316","69.6 %","3.59","3.34","0.25","3.43","2429"
"Carson Smith","Mariners (A+)","22","62.0","11.18","4.06","2.75","0.29","28.4 %","10.3 %","18.1 %",".227","1.32",".327","77.2 %","2.90","3.35","-0.44","3.73","13172"
"Fernando Perez","Tigers (R)","18","46.2","8.29","3.66","2.26","0.19","22.2 %","9.8 %","12.4 %",".211","1.18",".276","53.8 %","4.24","3.35","0.89","3.51","sa598187"
"Noel De La Cruz","Mariners (R)","20","79.2","5.20","2.49","2.09","0.23","14.3 %","6.8 %","7.5 %",".231","1.13",".267","81.3 %","1.92","3.35","-1.43","3.38","sa551085"
"Daniel Carela","Dodgers (A)","24","7.0","11.57","6.43","1.80","0.00","29.0 %","16.1 %","12.9 %",".160","1.29",".250","80.0 %","2.57","3.35","-0.78","4.08","sa503969"
"Ryan Cuneo","Cubs (A)","23","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.35","-3.35","4.20","sa526258"
"Stayton Thomas","Rays (A)","23","74.2","5.30","2.41","2.20","0.12","13.3 %","6.0 %","7.2 %",".251","1.30",".290","55.7 %","3.62","3.35","0.27","3.99","sa526838"
"Manuel Lopez","Blue Jays (R)","21","42.0","7.93","4.07","1.95","0.21","22.2 %","11.4 %","10.8 %",".167","1.02",".217","74.6 %","2.36","3.35","-1.00","3.39","sa550676"
"Luis Morel","- - -","19","64.1","9.51","4.34","2.19","0.28","22.6 %","10.3 %","12.3 %",".275","1.63",".362","60.1 %","4.48","3.35","1.12","3.60","sa550457"
"Cesilio Pimentel","Pirates (R)","19","52.1","6.54","3.10","2.11","0.34","16.7 %","7.9 %","8.8 %",".227","1.24",".270","71.7 %","2.75","3.35","-0.60","3.28","sa603201"
"Rafael Perez","- - -","30","6.0","1.50","1.50","1.00","0.00","5.0 %","5.0 %","0.0 %",".158","0.67",".167","100.0 %","0.00","3.35","-3.35","4.21","4078"
"Jackson Lodge","Pirates (R)","18","38.0","5.21","0.71","7.33","0.47","14.7 %","2.0 %","12.7 %",".283","1.16",".322","71.8 %","3.08","3.35","-0.28","3.22","sa600195"
"Jordan Smith","Reds (AAA)","26","56.2","5.72","2.54","2.25","0.32","14.5 %","6.5 %","8.1 %",".293","1.46",".340","66.1 %","4.76","3.36","1.41","3.69","9515"
"Chase Anderson","Diamondbacks (AA)","24","104.0","8.39","2.16","3.88","0.78","23.0 %","5.9 %","17.1 %",".234","1.12",".290","79.9 %","2.86","3.36","-0.50","3.16","6895"
"Dylan Axelrod","White Sox (AAA)","26","97.0","8.54","2.88","2.97","0.74","23.5 %","7.9 %","15.6 %",".226","1.15",".283","77.8 %","2.88","3.36","-0.48","3.51","9303"
"Vijandrick Jacobs","Tigers (R)","18","15.1","10.57","7.04","1.50","0.00","26.5 %","17.7 %","8.8 %",".182","1.43",".270","60.9 %","2.35","3.36","-1.01","3.67","sa596369"
"Justin Hampson","Mets (AAA)","32","65.2","8.09","3.02","2.68","0.69","21.3 %","7.9 %","13.4 %",".247","1.29",".304","83.3 %","2.33","3.36","-1.03","3.34","2209"
"Juan Minaya","Astros (A-)","21","36.2","7.61","4.17","1.82","0.00","18.8 %","10.3 %","8.5 %",".236","1.39",".301","61.8 %","4.66","3.36","1.30","3.84","10341"
"Mitch Gueller","Phillies (R)","18","27.1","6.26","3.95","1.58","0.00","16.2 %","10.3 %","6.0 %",".248","1.39",".302","55.3 %","5.27","3.36","1.91","3.90","sa657870"
"Hector Perez","Cubs (R)","19","50.0","8.46","4.14","2.04","0.36","21.3 %","10.4 %","10.9 %",".251","1.44",".322","65.1 %","4.50","3.36","1.14","3.20","sa598181"
"Justin Haley","Red Sox (A-)","21","33.1","8.91","4.32","2.06","0.27","24.1 %","11.7 %","12.4 %",".193","1.17",".259","75.8 %","1.89","3.36","-1.47","3.46","13572"
"Yordano Ventura","- - -","21","109.1","10.70","3.46","3.10","0.66","28.0 %","9.1 %","19.0 %",".223","1.23",".306","71.3 %","3.62","3.36","0.26","3.36","11855"
"Carlos Hernandez","Diamondbacks (R)","18","69.2","8.66","4.91","1.76","0.13","22.6 %","12.8 %","9.8 %",".210","1.31",".283","81.8 %","1.68","3.36","-1.68","3.50","sa657734"
"Miguel Gonzalez","Twins (R)","17","44.2","7.05","4.03","1.75","0.20","17.8 %","10.2 %","7.6 %",".206","1.25",".252","58.3 %","2.01","3.36","-1.35","3.57","sa657899"
"Julio Cesar Terrazas","Mexican (AAA)","22","5.2","3.18","0.00","2.00","0.00","6.7 %","0.0 %","6.7 %",".414","2.12",".444","38.5 %","9.53","3.36","6.17","4.95","sa654442"
"Juan Henriquez","- - -","15","118.2","5.61","2.12","2.64","0.30","14.0 %","5.3 %","8.7 %",".275","1.37",".317","59.4 %","3.03","3.36","-0.33","3.36","sa597216"
"Carlos Estevez","Rockies (R)","19","54.1","6.29","2.15","2.92","0.50","16.9 %","5.8 %","11.1 %",".254","1.21",".298","58.6 %","4.14","3.36","0.78","3.24","14542"
"Rafael Homblert","Indians (A-)","20","30.2","6.16","2.35","2.63","0.29","15.7 %","6.0 %","9.7 %",".290","1.43",".343","80.7 %","2.35","3.37","-1.02","3.47","sa550517"
"Andrew Wilson","- - -","24","61.0","7.52","3.54","2.13","0.30","19.5 %","9.2 %","10.3 %",".230","1.28",".286","64.8 %","4.13","3.37","0.77","3.90","sa503081"
"Nestor Molina","- - -","23","126.2","6.25","1.92","3.26","0.64","15.9 %","4.9 %","11.0 %",".315","1.52",".365","70.6 %","4.55","3.37","1.18","3.48","sa503616"
"Richard Sullivan","Braves (AA)","25","9.0","13.00","5.00","2.60","1.00","31.7 %","12.2 %","19.5 %",".278","1.67",".409","58.8 %","7.00","3.37","3.63","2.90","sa455170"
"Hunter Carnevale","Mets (R)","23","6.0","10.50","6.00","1.75","0.00","25.0 %","14.3 %","10.7 %",".250","1.67",".353","90.0 %","1.50","3.37","-1.87","4.42","sa549348"
"Josh Outman","- - -","27","72.1","9.08","3.73","2.43","0.50","24.3 %","10.0 %","14.3 %",".243","1.31",".319","70.4 %","3.48","3.37","0.12","3.48","4004"
"Jesus Adrian Castillo","Mexican (AAA)","28","92.2","6.02","1.94","3.10","0.29","16.9 %","5.4 %","11.4 %",".232","1.08",".275","73.9 %","2.43","3.37","-0.94","4.12","sa287103"
"Cody Fassold","Royals (A)","23","47.2","10.76","3.97","2.71","0.76","29.5 %","10.9 %","18.7 %",".174","1.07",".234","79.3 %","2.83","3.37","-0.54","3.05","sa599578"
"Jorge L. Rodriguez","Cardinals (R)","18","19.0","10.42","7.58","1.38","0.00","25.9 %","18.8 %","7.1 %",".203","1.58",".298","56.7 %","4.26","3.37","0.89","3.72","sa657712"
"Elniery Garcia","Phillies (R)","17","23.2","7.23","3.04","2.38","0.38","18.8 %","7.9 %","10.9 %",".253","1.31",".310","60.1 %","4.18","3.37","0.81","3.27","sa684104"
"Rafael Carrera","Mariners (R)","19","72.1","5.10","1.49","3.42","0.50","13.1 %","3.9 %","9.3 %",".311","1.44",".351","64.5 %","3.86","3.37","0.48","3.35","sa552466"
"Matthew Shepherd","Padres (A-)","22","40.0","9.45","3.83","2.47","0.45","23.7 %","9.6 %","14.1 %",".236","1.35",".310","66.4 %","2.70","3.38","-0.68","3.26","sa658825"
"Zach Sterling","Mariners (R)","22","2.0","4.50","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".167","0.50",".200","100.0 %","0.00","3.38","-3.38","3.73","sa694184"
"Jim Henderson","Brewers (AAA)","29","48.0","10.50","4.13","2.55","0.38","28.7 %","11.3 %","17.4 %",".211","1.21",".301","87.4 %","1.69","3.38","-1.69","4.22","6653"
"Andres Mendoza","Pirates (R)","20","32.2","6.06","3.86","1.57","0.00","15.7 %","10.0 %","5.7 %",".220","1.26",".267","72.7 %","2.48","3.38","-0.90","3.63","sa596285"
"Alex Schmarzo","- - -","23","35.0","8.23","2.06","4.00","0.51","22.7 %","5.7 %","17.0 %",".209","1.00",".263","69.1 %","3.60","3.38","0.22","3.58","sa550325"
"Josh Hungerman","- - -","25","25.1","10.30","5.68","1.81","0.00","23.8 %","13.1 %","10.7 %",".269","1.74",".373","50.0 %","4.62","3.38","1.24","4.32","sa501952"
"Mike Broadway","Padres (AA)","25","39.2","10.21","2.95","3.46","0.91","24.5 %","7.1 %","17.4 %",".300","1.61",".388","55.6 %","6.35","3.38","2.97","3.49","9894"
"Drew Granier","Athletics (A)","23","162.2","9.24","2.93","3.15","0.66","24.5 %","7.8 %","16.7 %",".240","1.24",".310","72.0 %","3.21","3.38","-0.17","3.40","sa599479"
"Jervis Torrealba","Red Sox (R)","17","45.0","4.40","3.20","1.38","0.00","10.8 %","7.9 %","3.0 %",".276","1.49",".313","55.1 %","4.40","3.38","1.02","3.90","sa657774"
"Chris Curran","Nationals (A+)","24","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".429","3.00",".429","33.3 %","9.00","3.39","5.61","5.19","sa455157"
"Brandon Plotz","Mariners (A-)","21","33.0","9.82","4.09","2.40","0.55","24.8 %","10.3 %","14.5 %",".240","1.39",".319","72.4 %","3.00","3.39","-0.39","3.50","sa598830"
"T.J. Oakes","Rockies (A-)","21","49.0","6.98","1.29","5.43","0.73","17.9 %","3.3 %","14.6 %",".315","1.45",".373","65.3 %","4.41","3.39","1.02","2.93","sa602609"
"Logan Chitwood","- - -","23","42.2","6.54","3.59","1.82","0.21","17.2 %","9.4 %","7.8 %",".221","1.24",".267","77.5 %","2.11","3.39","-1.28","4.02","sa549438"
"Joe Burns","Rangers (A-)","22","32.0","6.75","1.97","3.43","0.56","19.7 %","5.7 %","13.9 %",".202","0.94",".239","78.0 %","2.25","3.39","-1.14","3.46","sa658671"
"Drew Steckenrider","Marlins (A-)","21","36.1","9.41","6.19","1.52","0.00","24.2 %","15.9 %","8.3 %",".214","1.46",".301","63.0 %","3.72","3.39","0.33","3.77","18806"
"Nathan Dorris","- - -","21","24.0","7.88","4.13","1.91","0.00","21.0 %","11.0 %","10.0 %",".225","1.29",".294","80.7 %","1.88","3.39","-1.51","3.81","sa503606"
"Slade Smith","- - -","21","50.2","6.93","2.66","2.60","0.36","17.6 %","6.8 %","10.8 %",".304","1.52",".368","73.8 %","3.55","3.39","0.16","3.35","sa658353"
"Kevin Munson","Diamondbacks (AA)","23","53.0","10.87","4.58","2.37","0.51","26.0 %","11.0 %","15.0 %",".259","1.55",".359","57.8 %","6.28","3.39","2.89","3.58","sa526289"
"Yimmi Brasoban","- - -","18","57.1","6.75","2.51","2.69","0.31","17.8 %","6.6 %","11.2 %",".229","1.15",".278","65.5 %","1.88","3.39","-1.51","3.27","sa598120"
"Wes Roemer","Dodgers (AA)","25","52.2","7.86","2.91","2.71","0.51","20.5 %","7.6 %","13.0 %",".248","1.27",".307","73.8 %","2.73","3.39","-0.66","3.57","sa389931"
"Edgar Pina","Tigers (R)","19","30.0","6.60","3.60","1.83","0.30","16.7 %","9.1 %","7.6 %",".303","1.60",".365","69.3 %","3.00","3.39","-0.39","3.71","sa551827"
"Gaby Almonte","- - -","19","52.0","6.23","4.33","1.44","0.00","16.2 %","11.3 %","5.0 %",".232","1.35",".285","61.6 %","2.42","3.39","-0.97","3.73","sa597214"
"Taylor Davis","Cubs (A+)","22","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.39","-3.39","5.61","12782"
"Andy Leer","Twins (A+)","24","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.39","-3.39","4.87","sa549745"
"Austin Ross","Brewers (A+)","23","11.2","6.94","3.09","2.25","0.00","18.4 %","8.2 %","10.2 %",".186","1.03",".235","85.7 %","1.54","3.39","-1.85","4.28","sa553380"
"Scott Baker","Twins (A+)","30","0.1","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".667","6.00",".667","0.0 %","54.00","3.39","50.61","7.82","6176"
"Miller Diaz","- - -","20","47.2","10.01","3.59","2.79","0.38","24.7 %","8.8 %","15.8 %",".223","1.30",".297","53.1 %","3.78","3.39","0.38","3.65","sa504858"
"Paolo Espino","- - -","25","123.0","8.12","2.78","2.92","0.66","21.5 %","7.4 %","14.2 %",".266","1.33",".331","76.1 %","3.29","3.39","-0.10","3.61","8246"
"Daniel Minor","Astros (R)","21","59.0","7.32","1.53","4.80","0.46","20.3 %","4.2 %","16.1 %",".229","1.03",".279","68.6 %","2.75","3.39","-0.65","3.50","sa658128"
"Frank Lopez","Rangers (R)","18","52.0","9.17","2.42","3.79","0.17","24.0 %","6.3 %","17.7 %",".242","1.23",".320","49.5 %","5.19","3.39","1.80","3.89","sa597434"
"Matt Shelton","Dodgers (A)","23","67.1","9.36","3.34","2.80","0.67","24.3 %","8.7 %","15.6 %",".214","1.20",".273","65.3 %","2.81","3.40","-0.59","2.96","sa599286"
"Jhonny Polanco","- - -","20","39.0","9.23","3.69","2.50","0.23","23.7 %","9.5 %","14.2 %",".238","1.31",".321","75.5 %","2.31","3.40","-1.09","3.63","sa504741"
"Francisco Jimenez","Orioles (R)","17","29.2","4.85","3.64","1.33","0.00","12.8 %","9.6 %","3.2 %",".205","1.18",".240","66.7 %","1.52","3.40","-1.88","3.73","sa659658"
"Evan Englebrook","- - -","30","27.0","7.67","5.00","1.53","0.00","19.0 %","12.4 %","6.6 %",".229","1.44",".293","67.5 %","3.67","3.40","0.27","4.13","sa253737"
"Fernando Hernandez","Blue Jays (AA)","27","105.2","7.24","2.47","2.93","0.68","18.4 %","6.3 %","12.1 %",".297","1.50",".355","68.1 %","4.34","3.40","0.94","3.34","5536"
"Sander Beck","Orioles (A-)","21","44.1","11.98","4.26","2.81","0.81","32.4 %","11.5 %","20.9 %",".176","1.11",".250","72.7 %","2.44","3.40","-0.96","2.91","sa578779"
"Parker Markel","Rays (A)","21","120.0","7.20","2.55","2.82","0.45","18.8 %","6.6 %","12.1 %",".248","1.26",".300","68.6 %","3.53","3.40","0.12","3.62","sa502751"
"Kevin Chapman","Astros (AA)","24","58.0","9.16","4.97","1.84","0.31","23.1 %","12.5 %","10.6 %",".220","1.40",".290","79.6 %","2.64","3.40","-0.76","4.10","11240"
"John Cornely","- - -","23","58.2","14.42","5.83","2.47","0.77","36.2 %","14.6 %","21.5 %",".212","1.45",".342","83.3 %","3.07","3.40","-0.33","3.18","12364"
"Miguel Pena","- - -","21","104.2","8.17","1.89","4.32","0.60","22.5 %","5.2 %","17.3 %",".248","1.15",".310","69.4 %","3.01","3.40","-0.39","3.60","sa501449"
"Carlos Ruiz","Pirates (R)","21","33.1","7.02","3.51","2.00","0.00","17.5 %","8.7 %","8.7 %",".240","1.32",".301","70.6 %","3.24","3.40","-0.16","3.58","sa546536"
"Brock Huntzinger","- - -","23","74.0","7.18","3.04","2.36","0.49","19.1 %","8.1 %","11.0 %",".227","1.20",".274","63.2 %","4.01","3.40","0.61","4.15","sa390376"
"Angel Baez","Royals (A)","21","76.2","9.74","3.64","2.68","0.59","24.8 %","9.3 %","15.5 %",".217","1.25",".283","68.8 %","3.17","3.40","-0.23","3.66","sa506361"
"Blake Cooper","Diamondbacks (A+)","24","56.0","9.48","3.38","2.81","0.32","24.0 %","8.5 %","15.5 %",".251","1.38",".333","66.9 %","3.38","3.40","-0.03","3.83","sa549089"
"Jon Meloan","- - -","27","24.1","9.99","3.33","3.00","0.74","24.6 %","8.2 %","16.4 %",".263","1.44",".343","76.0 %","3.70","3.40","0.30","3.68","3355"
"Cristian Alvarado","Orioles (R)","17","66.0","6.95","2.86","2.43","0.14","18.0 %","7.4 %","10.6 %",".234","1.20",".291","67.7 %","3.68","3.40","0.28","3.59","sa657885"
"Julian Hilario","Mets (A-)","21","55.2","7.28","3.23","2.25","0.16","17.9 %","8.0 %","10.0 %",".277","1.47",".343","73.1 %","3.23","3.40","-0.17","3.57","sa551277"
"Blake Monar","Nationals (A-)","23","54.2","8.89","5.27","1.69","0.16","22.1 %","13.1 %","9.0 %",".237","1.50",".314","76.0 %","3.29","3.41","-0.11","3.52","sa455504"
"David Holmberg","- - -","20","173.1","7.94","1.92","4.14","0.73","21.7 %","5.2 %","16.4 %",".249","1.17",".304","69.6 %","3.32","3.41","-0.08","3.45","7725"
"Ricky Bowen","Twins (A+)","24","76.1","7.90","3.42","2.31","0.35","20.7 %","9.0 %","11.8 %",".265","1.39",".335","75.4 %","2.95","3.41","-0.46","3.63","sa503444"
"Jose Rodriguez","- - -","21","38.2","8.61","4.89","1.76","0.00","21.3 %","12.1 %","9.2 %",".215","1.37",".286","73.7 %","2.33","3.41","-1.08","4.20","sa506842"
"Danny Rosenbaum","Nationals (AA)","24","155.1","5.74","2.26","2.54","0.46","15.4 %","6.1 %","9.3 %",".272","1.31",".315","65.2 %","3.94","3.41","0.53","3.45","sa502078"
"Mervin Del Rosario","- - -","20","61.0","4.13","1.62","2.55","0.30","11.0 %","4.3 %","6.7 %",".238","1.11",".262","65.0 %","2.66","3.41","-0.75","3.39","sa597073"
"Victor Larez","Tigers (A+)","25","68.0","7.81","3.84","2.03","0.26","21.4 %","10.5 %","10.9 %",".196","1.13",".250","73.5 %","1.72","3.41","-1.69","4.00","sa455798"
"Trystan Magnuson","- - -","27","50.2","8.88","1.78","5.00","0.89","22.7 %","4.6 %","18.2 %",".248","1.20",".305","70.7 %","3.20","3.41","-0.21","3.31","3646"
"David Putman","White Sox (R)","22","26.1","14.01","4.10","3.42","0.34","34.5 %","10.1 %","24.4 %",".238","1.41",".381","79.8 %","2.73","3.41","-0.68","3.56","sa659703"
"John Danks","White Sox (AAA)","27","4.0","2.25","2.25","1.00","0.00","5.9 %","5.9 %","0.0 %",".250","1.25",".267","40.0 %","2.25","3.41","-1.16","4.76","6329"
"Simon Mercedes","Red Sox (R)","20","4.0","9.00","4.50","2.00","0.00","21.1 %","10.5 %","10.5 %",".250","1.50",".333","100.0 %","0.00","3.41","-3.41","3.81","sa701535"
"Jose Manuel Lopez","Mexican (AAA)","27","23.1","5.79","2.70","2.14","0.00","15.8 %","7.4 %","8.4 %",".174","0.94",".211","70.8 %","2.70","3.41","-0.71","4.68","sa593936"
"Trevor Bauer","- - -","21","130.1","10.84","4.21","2.57","0.62","28.7 %","11.1 %","17.5 %",".221","1.29",".307","82.6 %","2.42","3.41","-1.00","3.46","12703"
"Cole Brand","- - -","20","30.1","6.53","2.37","2.75","0.30","16.7 %","6.1 %","10.6 %",".244","1.25",".290","71.8 %","2.97","3.41","-0.45","3.66","sa549994"
"Ivan Melo","Angels (R)","17","67.2","7.32","4.26","1.72","0.13","18.8 %","11.0 %","7.9 %",".252","1.42",".318","73.6 %","2.79","3.41","-0.62","3.50","sa599549"
"Cody Hebner","Padres (A)","21","109.2","9.03","4.10","2.20","0.41","23.2 %","10.5 %","12.6 %",".257","1.44",".337","63.9 %","5.01","3.41","1.59","3.80","sa597962"
"Neal Cotts","Rangers (AAA)","32","31.2","11.65","4.26","2.73","0.57","28.9 %","10.6 %","18.3 %",".254","1.48",".361","70.8 %","4.55","3.42","1.13","3.61","1797"
"Branden Kline","Orioles (A-)","20","12.0","9.00","3.00","3.00","0.75","25.0 %","8.3 %","16.7 %",".273","1.33",".355","61.6 %","4.50","3.42","1.08","2.99","sa501558"
"Kyle Landis","- - -","26","69.0","7.43","1.83","4.07","0.78","20.1 %","5.0 %","15.2 %",".259","1.20",".310","74.7 %","3.65","3.42","0.24","3.69","sa389180"
"Jo-Jo Reyes","- - -","27","61.0","7.08","2.07","3.43","0.74","19.0 %","5.5 %","13.4 %",".248","1.20",".292","85.1 %","2.51","3.42","-0.91","3.48","5559"
"Zach Nuding","- - -","22","100.0","6.93","3.06","2.26","0.27","18.2 %","8.0 %","10.1 %",".255","1.32",".312","70.0 %","3.51","3.42","0.09","3.92","sa503167"
"Bruce Pugh","- - -","23","69.2","9.30","4.00","2.32","0.52","24.2 %","10.4 %","13.8 %",".209","1.23",".273","79.1 %","1.94","3.42","-1.48","3.82","sa455424"
