"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Greg Holland","Royals (AA)","26","2.0","13.50","0.00","3.00","0.00","42.9 %","0.0 %","42.9 %",".143","0.50",".250","0.0 %","0.00","0.28","-0.28","0.84","7196"
"Alexi Ogando","Rangers (AAA)","28","3.0","15.00","0.00","5.00","0.00","50.0 %","0.0 %","50.0 %",".100","0.33",".200","100.0 %","0.00","0.33","-0.33","1.13","10261"
"Kurt Heyer","- - -","21","6.0","13.50","0.00","9.00","0.00","36.0 %","0.0 %","36.0 %",".240","1.00",".375","50.0 %","4.50","0.37","4.13","0.65","sa621615"
"Rex Brothers","Rockies (AAA)","24","5.1","21.94","5.06","4.33","0.00","59.1 %","13.6 %","45.5 %",".158","1.13",".500","83.3 %","1.69","0.48","1.21","1.15","9794"
"D.J. Baxendale","- - -","21","18.2","14.95","0.96","15.50","0.00","44.3 %","2.9 %","41.4 %",".191","0.80",".351","80.0 %","0.96","0.49","0.47","1.09","sa577014"
"Stu Pomeranz","- - -","27","23.1","13.50","1.16","11.67","0.00","43.2 %","3.7 %","39.5 %",".115","0.51",".209","83.3 %","0.00","0.57","-0.57","1.24","6382"
"Cody Eppley","Yankees (AAA)","26","9.1","12.54","0.96","13.00","0.00","41.9 %","3.2 %","38.7 %",".100","0.43",".177","100.0 %","0.00","0.70","-0.70","0.93","9095"
"Roy Halladay","Phillies (A+)","35","3.0","12.00","0.00","4.00","0.00","30.8 %","0.0 %","30.8 %",".231","1.00",".333","66.7 %","0.00","0.73","-0.73","0.97","1303"
"Michael Wacha","- - -","20","21.0","17.14","1.71","10.00","0.43","53.3 %","5.3 %","48.0 %",".113","0.57",".233","94.3 %","0.86","0.74","0.12","0.50","14078"
"Andrew Carignan","Athletics (AAA)","25","13.1","14.18","0.68","21.00","0.00","42.0 %","2.0 %","40.0 %",".184","0.75",".321","60.0 %","2.70","0.74","1.96","1.19","2431"
"Edwin Rodriguez","Yankees (R)","22","19.2","12.81","0.92","14.00","0.00","36.4 %","2.6 %","33.8 %",".189","0.81",".304","76.5 %","1.83","0.77","1.06","1.14","sa550738"
"Matt Brazis","- - -","22","27.2","16.59","1.63","10.20","0.33","51.0 %","5.0 %","46.0 %",".117","0.58",".238","89.7 %","0.65","0.89","-0.24","1.01","sa577669"
"Nick Wittgren","- - -","21","30.2","13.79","1.47","9.40","0.00","38.5 %","4.1 %","34.4 %",".216","0.98",".362","87.1 %","1.17","0.90","0.27","1.46","15594"
"Michael Gunter","- - -","21","10.0","14.40","1.80","8.00","0.00","36.4 %","4.6 %","31.8 %",".262","1.30",".423","61.5 %","2.70","0.91","1.79","2.17","sa693349"
"Sean Doolittle","- - -","25","25.0","17.28","2.52","6.86","0.00","51.6 %","7.5 %","44.1 %",".096","0.60",".229","77.8 %","0.72","0.92","-0.20","1.76","1581"
"Jose Espitia","Red Sox (R)","18","6.0","12.00","1.50","8.00","0.00","34.8 %","4.4 %","30.4 %",".136","0.67",".214","75.0 %","1.50","1.00","0.50","1.26","sa597153"
"Koji Uehara","Rangers (AAA)","37","3.0","12.00","0.00","4.00","0.00","36.4 %","0.0 %","36.4 %",".273","1.00",".429","100.0 %","0.00","1.00","-1.00","2.98","9227"
"Paco Rodriguez","- - -","21","19.2","14.64","2.75","5.33","0.00","41.6 %","7.8 %","33.8 %",".157","0.86",".290","88.9 %","0.92","1.02","-0.11","1.46","13398"
"Kenny Long","- - -","23","22.1","15.31","2.82","5.43","0.00","47.5 %","8.8 %","38.8 %",".096","0.63",".200","71.4 %","1.61","1.04","0.57","1.42","sa578059"
"Andrew Bailey","- - -","28","6.1","14.21","1.42","10.00","0.00","38.5 %","3.9 %","34.6 %",".250","1.11",".429","87.5 %","1.42","1.04","0.38","1.79","1368"
"Jairo Sanchez","Tigers (R)","19","1.0","9.00","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".500","3.00",".600","33.3 %","18.00","1.13","16.87","3.71","sa547633"
"Brad Lidge","Nationals (A+)","35","1.1","20.25","6.75","3.00","0.00","42.9 %","14.3 %","28.6 %",".333","2.25",".667","66.7 %","6.75","1.14","5.61","1.81","563"
"Barrett Kleinknecht","Braves (AA)","23","2.0","9.00","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".143","0.50",".200","100.0 %","0.00","1.14","-1.14","2.46","sa549102"
"Jose Pena","Yankees (R)","21","27.1","10.54","0.66","16.00","0.00","32.0 %","2.0 %","30.0 %",".206","0.80",".308","87.0 %","0.99","1.15","-0.16","1.43","sa510341"
"Rene Rivera","Twins (AAA)","28","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.16","-1.16","3.32","3648"
"Tug Hulett","Phillies (AAA)","29","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.16","-1.16","1.16","7451"
"David Robertson","Yankees (AAA)","27","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.16","-1.16","2.24","8241"
"Frankelis Diaz","Royals (R)","20","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","50.0 %","9.00","1.16","7.84","1.16","sa506369"
"Chase De Jong","Blue Jays (R)","18","12.0","11.25","0.75","15.00","0.00","34.9 %","2.3 %","32.6 %",".167","0.67",".259","75.0 %","1.50","1.18","0.32","1.67","15036"
"Jason Hammel","Orioles (A+)","29","5.0","12.60","1.80","7.00","0.00","35.0 %","5.0 %","30.0 %",".158","0.80",".250","100.0 %","0.00","1.19","-1.19","1.73","4538"
"Jesse Carlson","Red Sox (AA)","31","1.0","9.00","0.00","1.00","0.00","14.3 %","0.0 %","14.3 %",".714","5.00",".833","40.0 %","27.00","1.20","25.80","2.22","4391"
"Nick Goody","- - -","20","32.0","14.63","2.53","5.78","0.00","42.3 %","7.3 %","35.0 %",".177","0.91",".328","86.7 %","1.13","1.22","-0.09","1.92","13685"
"J.B. Wendelken","Red Sox (R)","19","21.1","11.81","1.27","9.33","0.00","35.4 %","3.8 %","31.7 %",".145","0.66",".229","78.6 %","1.27","1.23","0.03","1.69","14506"
"Robert Benincasa","Nationals (A-)","21","23.1","12.34","1.16","10.67","0.00","31.1 %","2.9 %","28.2 %",".276","1.29",".409","68.8 %","3.09","1.23","1.85","1.62","sa502783"
"Luis Ramirez","Diamondbacks (R)","19","34.2","10.90","0.52","21.00","0.00","30.4 %","1.5 %","29.0 %",".227","0.92",".333","75.0 %","1.82","1.26","0.56","1.51","sa547850"
"Lee Stoppelman","Cardinals (A-)","22","34.1","12.84","1.83","7.00","0.00","35.8 %","5.1 %","30.7 %",".180","0.87",".291","84.4 %","0.79","1.26","-0.48","1.63","sa658588"
"Jose Berrios","- - -","18","30.2","14.38","1.17","12.25","0.29","43.4 %","3.5 %","39.8 %",".139","0.62",".241","86.0 %","1.17","1.27","-0.10","1.46","14168"
"Kyle Farnsworth","- - -","36","6.0","9.00","0.00","6.00","0.00","27.3 %","0.0 %","27.3 %",".227","0.83",".313","80.0 %","1.50","1.32","0.18","2.47","278"
"Matt Rein","Cardinals (A-)","24","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","100.0 %","0.00","1.33","-1.33","1.93","sa601622"
"Nick Sawyer","- - -","20","32.0","16.59","3.94","4.21","0.00","49.6 %","11.8 %","37.8 %",".096","0.75",".222","80.0 %","0.28","1.35","-1.07","1.76","sa550042"
"Michael Olmsted","- - -","25","59.1","13.96","2.28","6.13","0.15","39.2 %","6.4 %","32.8 %",".166","0.86",".282","68.4 %","1.52","1.35","0.17","2.06","sa390636"
"Mark Melancon","Red Sox (AAA)","27","21.2","11.22","1.25","9.00","0.00","31.4 %","3.5 %","27.9 %",".185","0.83",".278","90.0 %","0.83","1.36","-0.53","1.91","4264"
"Brian Fuentes","- - -","36","3.0","9.00","0.00","3.00","0.00","33.3 %","0.0 %","33.3 %",".111","0.33",".167","100.0 %","0.00","1.38","-1.38","1.76","429"
"Hector Rabago","Yankees (A+)","23","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".200","1.00",".250","0.0 %","0.00","1.39","-1.39","3.61","sa502071"
"Doug Fister","Tigers (AAA)","28","4.0","11.25","2.25","5.00","0.00","33.3 %","6.7 %","26.7 %",".143","0.75",".222","100.0 %","0.00","1.41","-1.41","2.22","9425"
"Anthony Bass","Padres (AAA)","24","8.0","10.13","0.00","9.00","0.00","27.3 %","0.0 %","27.3 %",".242","1.00",".333","25.0 %","5.63","1.42","4.21","2.76","7982"
"Casey McCarthy","- - -","22","28.2","11.30","1.57","7.20","0.00","31.3 %","4.4 %","27.0 %",".218","1.01",".324","65.5 %","2.20","1.42","0.78","1.75","sa658656"
"Mike Schultz","Nationals (R)","32","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.43","-1.43","1.92","7057"
"A.J. Battisto","Marlins (R)","28","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.43","-1.43","1.43","sa390469"
"Andy Otero","Braves (R)","20","3.0","9.00","0.00","3.00","0.00","27.3 %","0.0 %","27.3 %",".182","0.67",".250","100.0 %","0.00","1.43","-1.43","2.25","sa506550"
"Charlie Morton","Pirates (AAA)","28","7.2","9.39","1.17","8.00","0.00","27.6 %","3.5 %","24.1 %",".214","0.91",".300","85.7 %","1.17","1.47","-0.29","1.89","4676"
"Carter Capps","- - -","21","51.1","13.15","2.10","6.25","0.35","36.2 %","5.8 %","30.4 %",".206","1.01",".325","89.6 %","1.23","1.50","-0.27","1.72","12803"
"Jordan John","Tigers (R)","21","3.2","12.27","0.00","5.00","0.00","38.5 %","0.0 %","38.5 %",".083","0.27",".143","100.0 %","0.00","1.52","-1.52","1.79","sa599375"
"Willie Collazo","- - -","32","6.0","10.50","1.50","7.00","0.00","28.0 %","4.0 %","24.0 %",".250","1.17",".353","71.4 %","3.00","1.57","1.43","2.55","3503"
"Dane Stone","- - -","21","31.0","13.65","1.74","7.83","0.29","37.3 %","4.8 %","32.5 %",".178","0.87",".286","68.8 %","2.03","1.58","0.45","1.65","sa658612"
"Joe Wieland","Padres (AAA)","22","7.2","12.91","2.35","5.50","0.00","32.4 %","5.9 %","26.5 %",".313","1.57",".476","75.0 %","3.52","1.58","1.94","2.05","6109"
"David Phelps","- - -","25","18.2","11.09","2.41","4.60","0.00","32.9 %","7.1 %","25.7 %",".185","0.91",".286","100.0 %","0.00","1.58","-1.58","2.40","6316"
"Phil Negus","White Sox (A+)","24","6.2","12.15","2.70","4.50","0.00","27.3 %","6.1 %","21.2 %",".323","1.80",".455","58.3 %","5.40","1.59","3.81","2.26","sa502063"
"J.J. Hoover","Reds (AAA)","24","37.0","13.38","2.92","4.58","0.24","39.9 %","8.7 %","31.2 %",".120","0.73",".203","71.4 %","1.22","1.59","-0.38","2.20","9037"
"Raul Pedie","Mariners (R)","19","41.2","11.23","2.38","4.73","0.00","31.1 %","6.6 %","24.6 %",".188","0.96",".284","76.2 %","1.30","1.60","-0.31","1.92","sa657554"
"Eduardo Paredes","Angels (R)","17","34.2","11.68","2.08","5.63","0.00","32.4 %","5.8 %","26.6 %",".205","0.98",".317","65.8 %","1.56","1.60","-0.05","1.84","16344"
"Mark Montgomery","- - -","21","64.1","13.85","3.08","4.50","0.14","39.4 %","8.8 %","30.7 %",".155","0.89",".270","83.6 %","1.54","1.61","-0.07","2.05","sa598328"
"Gian Rizzo","Brewers (R)","18","50.0","9.36","1.08","8.67","0.00","25.7 %","3.0 %","22.8 %",".238","1.04",".326","78.2 %","1.08","1.62","-0.54","2.00","sa597186"
"Josh Collmenter","Diamondbacks (R)","26","8.0","12.38","0.00","11.00","0.00","39.3 %","0.0 %","39.3 %",".179","0.63",".294","100.0 %","0.00","1.63","-1.63","2.15","7312"
"Wil Browning","- - -","23","23.2","12.55","1.52","8.25","0.00","35.1 %","4.3 %","30.9 %",".172","0.80",".278","77.3 %","1.14","1.63","-0.49","2.08","sa657837"
"Christian Garcia","- - -","26","52.1","11.35","2.92","3.88","0.00","31.9 %","8.2 %","23.7 %",".163","0.92",".250","79.2 %","0.86","1.63","-0.77","2.21","4067"
"Yimi Garcia","- - -","21","52.1","14.10","3.78","3.73","0.00","35.2 %","9.4 %","25.8 %",".233","1.36",".383","66.7 %","2.92","1.63","1.29","2.66","12095"
"Jose Cabrera","Mexican (AAA)","40","31.2","11.65","0.85","13.67","0.28","36.0 %","2.6 %","33.3 %",".162","0.66",".246","86.7 %","1.14","1.65","-0.51","2.65","sa574089"
"Nick Hagadone","Indians (AAA)","26","7.1","8.59","1.23","7.00","0.00","28.0 %","4.0 %","24.0 %",".167","0.68",".235","100.0 %","0.00","1.66","-1.66","3.13","1351"
"Jesse Crain","White Sox (AAA)","30","2.0","13.50","0.00","3.00","0.00","42.9 %","0.0 %","42.9 %",".000","0.00",".000","100.0 %","0.00","1.66","-1.66","3.28","4817"
"Jared Hughes","Pirates (AAA)","26","2.0","13.50","4.50","3.00","0.00","37.5 %","12.5 %","25.0 %",".143","1.00",".250","100.0 %","0.00","1.66","-1.66","2.20","9325"
"Luis Cedeno","Yankees (R)","17","9.1","9.64","1.93","5.00","0.00","29.4 %","5.9 %","23.5 %",".188","0.86",".273","100.0 %","0.00","1.66","-1.66","2.00","sa659945"
"Silvino Bracho","Diamondbacks (R)","19","28.0","9.64","1.61","6.00","0.00","27.8 %","4.6 %","23.2 %",".196","0.89",".278","92.3 %","0.32","1.66","-1.34","1.98","15051"
"Ryan Tucker","Dodgers (AAA)","25","4.0","9.00","0.00","4.00","0.00","22.2 %","0.0 %","22.2 %",".333","1.50",".429","66.7 %","4.50","1.67","2.83","3.75","1062"
"Wes Timmons","Athletics (AAA)","33","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.67","-1.67","2.86","sa201757"
"Kurt Mertins","Royals (AAA)","26","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","100.0 %","0.00","1.67","-1.67","4.05","sa327723"
"Rob Whalen","Mets (R)","18","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","0.0 %","0.00","1.70","-1.70","3.51","14165"
"Rob Wort","Nationals (A+)","23","56.2","15.09","3.02","5.00","0.32","41.3 %","8.3 %","33.0 %",".203","1.08",".364","78.8 %","2.38","1.71","0.67","2.18","sa502647"
"Jose Fernandez","Blue Jays (R)","19","29.2","10.31","0.61","17.00","0.30","29.3 %","1.7 %","27.6 %",".223","0.91",".312","79.7 %","1.52","1.71","-0.20","1.63","sa659789"
"Dennis Torres","Orioles (R)","22","2.1","7.71","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".222","0.86",".286","100.0 %","0.00","1.72","-1.72","2.35","sa658652"
"Nate Hyatt","- - -","21","24.2","13.50","2.92","4.63","0.00","39.4 %","8.5 %","30.9 %",".153","0.85",".271","77.3 %","1.46","1.72","-0.26","2.42","sa658244"
"Cameron Selik","- - -","24","22.1","13.70","1.61","8.50","0.40","35.8 %","4.2 %","31.6 %",".225","1.07",".352","56.9 %","4.03","1.73","2.30","2.03","sa549517"
"Darin Downs","Tigers (AAA)","27","29.1","10.13","2.45","4.13","0.00","28.0 %","6.8 %","21.2 %",".227","1.13",".325","75.8 %","2.15","1.73","0.42","2.54","5903"
"Chris Thomas","- - -","24","26.2","11.48","2.36","4.86","0.00","33.3 %","6.9 %","26.5 %",".160","0.83",".250","73.9 %","1.69","1.73","-0.05","2.10","sa659320"
"Cody Kukuk","Red Sox (R)","19","10.0","14.40","2.70","5.33","0.00","40.0 %","7.5 %","32.5 %",".086","0.60",".158","75.0 %","0.90","1.73","-0.83","2.03","sa601045"
"Patrick Scoggin","- - -","21","14.1","10.05","1.26","8.00","0.00","30.8 %","3.9 %","26.9 %",".140","0.63",".206","100.0 %","0.00","1.74","-1.74","2.58","sa689796"
"Jose Pasen","Cardinals (A-)","22","10.2","10.97","1.69","6.50","0.00","27.7 %","4.3 %","23.4 %",".250","1.22",".355","28.6 %","6.75","1.74","5.01","2.42","sa506595"
"Miguel Gonzalez","Orioles (AAA)","28","44.2","10.68","2.01","5.30","0.20","32.1 %","6.1 %","26.1 %",".142","0.72",".208","65.4 %","1.61","1.75","-0.14","2.47","7024"
"Andrew Cashner","- - -","25","23.1","11.57","1.93","6.00","0.00","32.6 %","5.4 %","27.2 %",".212","0.99",".327","76.0 %","2.31","1.76","0.56","2.55","8782"
"Gonzalo Sanudo","Twins (R)","20","36.0","8.25","0.50","16.50","0.00","23.9 %","1.5 %","22.5 %",".250","1.00",".330","77.8 %","2.00","1.77","0.23","2.08","sa601493"
"Shawn Kelley","Mariners (AAA)","28","20.0","11.25","1.80","6.25","0.00","35.2 %","5.6 %","29.6 %",".134","0.65",".214","84.6 %","0.90","1.77","-0.87","2.66","7773"
"Pat Neshek","Orioles (AAA)","31","44.0","10.02","1.43","7.00","0.20","27.5 %","3.9 %","23.6 %",".247","1.11",".342","76.1 %","2.66","1.77","0.88","2.43","4682"
"Nick Masset","- - -","30","9.2","13.03","2.79","4.67","0.00","33.3 %","7.1 %","26.2 %",".211","1.14",".333","50.0 %","5.59","1.78","3.81","2.20","7267"
"Ezequiel Zarzuela","Twins (R)","21","8.2","9.35","2.08","4.50","0.00","23.1 %","5.1 %","18.0 %",".297","1.50",".393","53.9 %","6.23","1.78","4.45","2.40","sa548090"
"Josh Renfro","- - -","22","29.1","10.13","1.84","5.50","0.00","28.2 %","5.1 %","23.1 %",".180","0.89",".256","76.9 %","0.31","1.79","-1.48","2.33","sa579634"
"Carlos Alvarado","Giants (R)","22","44.1","9.54","2.03","4.70","0.00","26.3 %","5.6 %","20.7 %",".220","1.06",".306","70.8 %","1.02","1.79","-0.77","2.19","sa505053"
"Michael Fabiaschi","- - -","23","1.1","6.75","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".000","0.00",".000","100.0 %","0.00","1.80","-1.80","2.64","sa549321"
"Tucker Healy","Athletics (A-)","22","29.1","13.81","3.99","3.46","0.00","35.4 %","10.2 %","25.2 %",".232","1.33",".388","73.2 %","3.07","1.80","1.27","2.33","sa621510"
"Jose Rafael De Paula","Yankees (R)","21","61.2","12.41","2.63","4.72","0.29","35.9 %","7.6 %","28.3 %",".161","0.86",".254","70.9 %","1.46","1.80","-0.34","1.64","sa657482"
"Matt Guerrier","Dodgers (A+)","33","5.0","9.00","0.00","5.00","0.00","27.8 %","0.0 %","27.8 %",".167","0.60",".231","33.3 %","3.60","1.81","1.79","2.78","2061"
"Joe Thatcher","Padres (A+)","30","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.81","-1.81","1.81","4620"
"Blake Hawksworth","Dodgers (A+)","29","2.0","9.00","0.00","2.00","0.00","25.0 %","0.0 %","25.0 %",".125","0.50",".167","0.0 %","4.50","1.81","2.69","3.63","8963"
"Carlos Ramirez","Mariners (A+)","23","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.81","-1.81","4.23","sa504754"
"Yeison Florentino","Twins (R)","20","6.0","6.00","0.00","4.00","0.00","12.9 %","0.0 %","12.9 %",".323","1.67",".370","40.0 %","4.50","1.83","2.67","2.46","sa550661"
"Andrew Shellon","Dodgers (R)","19","3.0","6.00","0.00","2.00","0.00","20.0 %","0.0 %","20.0 %",".200","0.67",".250","100.0 %","0.00","1.83","-1.83","2.57","sa597151"
"Ben Sheets","Braves (AA)","33","10.2","8.44","0.84","10.00","0.00","22.2 %","2.2 %","20.0 %",".279","1.22",".364","50.0 %","5.06","1.83","3.23","2.82","710"
"Logan Taylor","Mets (A-)","20","19.1","8.84","0.93","9.50","0.00","26.0 %","2.7 %","23.3 %",".157","0.67",".216","78.6 %","0.93","1.83","-0.90","2.33","sa658168"
"Eduardo Medina","Rays (R)","20","26.1","10.94","3.08","3.56","0.00","27.4 %","7.7 %","19.7 %",".290","1.52",".413","70.7 %","3.76","1.83","1.92","2.33","sa506251"
"Ryota Igarashi","- - -","33","57.2","12.95","3.28","3.95","0.16","35.2 %","8.9 %","26.3 %",".187","1.06",".300","79.2 %","2.03","1.84","0.19","2.39","10232"
"Ismael Brito","Cardinals (R)","19","34.1","11.01","3.15","3.50","0.00","32.1 %","9.2 %","22.9 %",".178","0.96",".276","82.4 %","1.57","1.85","-0.28","2.12","sa546462"
"Tyler Duffey","Twins (R)","21","19.0","12.79","0.95","13.50","0.47","40.3 %","3.0 %","37.3 %",".154","0.63",".243","84.9 %","1.42","1.86","-0.44","2.12","13758"
"Francisco Carrillo","Cubs (R)","22","39.1","10.98","2.29","4.80","0.00","28.7 %","6.0 %","22.8 %",".217","1.09",".317","66.7 %","1.60","1.87","-0.26","2.20","sa659553"
"Mason McVay","Giants (A-)","21","30.1","12.76","3.86","3.31","0.00","34.1 %","10.3 %","23.8 %",".205","1.19",".333","89.2 %","1.19","1.87","-0.69","2.35","sa621503"
"Max Peterson","- - -","24","23.1","10.41","1.54","6.75","0.00","29.4 %","4.4 %","25.0 %",".253","1.11",".367","77.8 %","2.31","1.88","0.43","2.90","sa502022"
"Rich Hill","- - -","32","16.1","14.88","2.76","5.40","0.55","43.6 %","8.1 %","35.5 %",".125","0.73",".214","77.6 %","2.20","1.88","0.32","1.48","4806"
"Pierce Johnson","- - -","21","11.0","11.45","2.45","4.67","0.00","31.1 %","6.7 %","24.4 %",".333","1.55",".500","70.6 %","3.27","1.88","1.39","2.43","13435"
"Oscar Armenta","Rays (R)","18","21.1","8.86","0.84","10.50","0.00","26.6 %","2.5 %","24.1 %",".184","0.75",".255","88.2 %","0.00","1.89","-1.89","2.46","sa597263"
"JT Chargois","Twins (R)","21","16.0","12.38","2.81","4.40","0.00","36.1 %","8.2 %","27.9 %",".179","0.94",".294","73.3 %","1.69","1.89","-0.20","2.06","13767"
"Steve Ames","Dodgers (AA)","24","63.1","10.23","1.85","5.54","0.28","28.8 %","5.2 %","23.6 %",".219","1.03",".307","86.8 %","1.56","1.90","-0.33","2.32","9615"
"Bryan Shaw","Diamondbacks (AAA)","24","8.0","11.25","2.25","5.00","0.00","32.3 %","6.5 %","25.8 %",".207","1.00",".316","75.0 %","2.25","1.92","0.33","2.96","8110"
"Erick Cedeno","Phillies (R)","19","13.2","12.51","3.95","3.17","0.00","33.3 %","10.5 %","22.8 %",".200","1.17",".323","70.6 %","1.32","1.92","-0.60","2.31","sa660202"
"Yeison Del Rosario","Marlins (R)","18","29.0","12.10","4.34","2.79","0.00","31.0 %","11.1 %","19.8 %",".223","1.34",".343","64.1 %","2.17","1.92","0.25","2.26","sa597729"
"Ryan Garton","Rays (A-)","22","27.0","10.33","2.67","3.88","0.00","28.7 %","7.4 %","21.3 %",".190","1.00",".275","66.7 %","2.00","1.93","0.07","2.33","14016"
"Michael Heesch","- - -","22","25.2","7.71","0.35","22.00","0.00","20.6 %","0.9 %","19.6 %",".248","1.05",".313","71.4 %","2.45","1.93","0.53","2.52","sa658112"
"Raul Valdes","Phillies (AAA)","34","30.0","12.30","0.60","20.50","0.90","36.0 %","1.8 %","34.2 %",".232","0.93",".338","67.2 %","2.70","1.93","0.77","1.60","1953"
"Alex De La Cruz","Rangers (R)","20","37.1","6.99","0.48","14.50","0.00","22.1 %","1.5 %","20.6 %",".197","0.72",".255","72.4 %","1.93","1.93","0.00","2.24","sa659704"
"Luis Gomez","Marlins (R)","24","4.0","6.75","0.00","3.00","0.00","23.1 %","0.0 %","23.1 %",".154","0.50",".200","100.0 %","0.00","1.93","-1.93","2.54","sa506876"
"Harold Arauz","Astros (R)","17","14.2","9.20","1.84","5.00","0.00","21.7 %","4.4 %","17.4 %",".292","1.50",".380","60.9 %","4.30","1.93","2.36","2.35","sa657710"
"Jordan Jankowski","Astros (R)","23","32.1","14.75","2.78","5.30","0.28","39.3 %","7.4 %","31.9 %",".203","1.08",".348","81.5 %","2.23","1.94","0.29","2.26","13313"
"Frankie Reed","- - -","24","38.0","9.71","2.13","4.56","0.00","27.5 %","6.0 %","21.5 %",".186","0.92",".263","62.9 %","2.84","1.94","0.90","2.71","sa599077"
