"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jose Berrios","- - -","20","140.0",".294","0.85","15.9 %","38.7 %","45.4 %","22.8 %","3.5 %","40.8 %","23.5 %","35.7 %","22.3 %","391","1059","1450","14168"
"Chad Girodo","Blue Jays (A+)","23","76.2",".324","2.07","15.5 %","57.0 %","27.5 %","19.3 %","3.5 %","42.9 %","23.1 %","34.0 %","28.6 %","96","461","557","15542"
"Fabio Castro","Mexican (AAA)","29","116.2",".270","1.04","20.8 %","40.3 %","38.9 %","28.9 %","3.5 %","37.3 %","24.4 %","38.3 %","10.3 %","765","1207","1972","4048"
"Justin Miller","Tigers (AAA)","27","44.2",".241","0.84","10.3 %","41.0 %","48.7 %","31.6 %","3.5 %","42.7 %","23.9 %","33.3 %","12.2 %","234","422","656","8580"
"Chris Jones","Orioles (AAA)","25","119.2",".312","1.54","22.7 %","46.8 %","30.5 %","19.3 %","3.5 %","46.8 %","20.8 %","32.4 %","9.0 %","685","1186","1871","sa392067"
"Baudel Zambrano","Mexican (AAA)","31","124.0",".277","1.11","11.3 %","46.7 %","42.0 %","24.0 %","3.5 %","41.0 %","24.1 %","34.9 %","3.4 %","700","1208","1908","sa509259"
"Angel Ventura","Brewers (R)","21","50.1",".344","1.40","11.0 %","51.9 %","37.0 %","14.0 %","3.5 %","40.5 %","25.3 %","34.2 %","33.3 %","56","301","357","sa597505"
"Dennys Chica","Dodgers (R)","18","52.0",".299","1.28","11.6 %","49.7 %","38.8 %","12.3 %","3.5 %","46.8 %","23.4 %","29.8 %","36.0 %","52","312","364","sa737219"
"Steven Fuentes","Nationals (R)","17","54.2",".316","1.21","10.6 %","48.9 %","40.4 %","12.3 %","3.5 %","55.2 %","18.8 %","26.0 %","36.2 %","87","344","431","sa828326"
"Juan Cuevas","- - -","20","44.2",".365","1.40","8.7 %","53.3 %","38.0 %","17.5 %","3.5 %","44.7 %","23.6 %","31.7 %","29.3 %","66","272","338","sa828589"
"Bryan Harper","- - -","24","59.1",".283","0.59","19.9 %","29.8 %","50.3 %","24.4 %","3.5 %","39.4 %","29.4 %","31.1 %","14.7 %","225","447","672","sa549768"
"Osiris Ramirez","Dodgers (R)","18","59.0",".283","0.84","11.7 %","40.2 %","48.0 %","24.4 %","3.5 %","45.6 %","21.8 %","32.6 %","22.2 %","80","325","405","sa743855"
"Starlyng Sanchez","- - -","19","50.2",".368","0.84","8.1 %","41.9 %","50.0 %","27.9 %","3.5 %","44.3 %","23.8 %","31.9 %","23.6 %","90","309","399","sa745013"
"Trevor May","Twins (AAA)","24","98.1",".270","0.85","19.0 %","37.3 %","43.7 %","25.2 %","3.5 %","42.7 %","24.0 %","33.3 %","11.1 %","578","1006","1584","6398"
"David Goforth","Brewers (AA)","25","64.2",".286","1.74","20.1 %","50.8 %","29.1 %","19.0 %","3.4 %","41.2 %","24.5 %","34.3 %","10.2 %","379","589","968","12166"
"Ryne Stanek","- - -","22","58.2",".335","1.31","20.7 %","45.0 %","34.3 %","27.6 %","3.4 %","45.7 %","25.1 %","29.1 %","27.1 %","95","341","436","15947"
"C.C. Lee","Indians (AAA)","27","30.0",".359","1.07","22.1 %","40.3 %","37.7 %","24.1 %","3.4 %","27.9 %","25.3 %","46.8 %","8.7 %","167","326","493","5177"
"Juan Jaime","Braves (AAA)","26","41.0",".306","1.10","26.5 %","38.6 %","34.9 %","34.5 %","3.4 %","38.4 %","32.6 %","29.1 %","14.1 %","353","483","836","6127"
"Juan Gonzalez","Dodgers (AA)","24","70.0",".283","1.93","19.8 %","52.8 %","27.4 %","29.3 %","3.4 %","40.0 %","27.1 %","32.9 %","9.0 %","487","735","1222","sa504209"
"Manolo Reyes","- - -","24","36.2",".346","1.79","17.3 %","53.1 %","29.6 %","17.2 %","3.4 %","45.7 %","25.7 %","28.6 %","27.7 %","84","216","300","sa506558"
"El'Hajj Muhammad","- - -","22","24.2",".343","0.76","21.5 %","33.8 %","44.6 %","17.2 %","3.4 %","41.2 %","23.5 %","35.3 %","23.5 %","95","152","247","sa550244"
"Ivan Hernandez","- - -","22","28.1",".333","1.52","12.0 %","53.0 %","34.9 %","27.6 %","3.4 %","36.8 %","31.0 %","32.2 %","29.8 %","37","171","208","sa550634"
"Jefferson Olacio","- - -","20","70.1",".374","2.09","14.8 %","57.6 %","27.6 %","17.2 %","3.4 %","47.1 %","25.3 %","27.6 %","18.5 %","283","544","827","sa597055"
"Audry German","- - -","21","40.0",".396","2.97","19.0 %","60.6 %","20.4 %","27.6 %","3.4 %","48.6 %","16.7 %","34.7 %","19.7 %","70","220","290","sa597273"
"Richelson Pena","Rangers (A-)","20","72.1",".314","0.95","17.9 %","40.1 %","42.0 %","28.7 %","3.4 %","44.2 %","24.0 %","31.7 %","29.7 %","72","419","491","sa597847"
"Stephen Peterson","Brewers (A+)","26","60.1",".275","0.80","12.8 %","38.9 %","48.3 %","20.7 %","3.4 %","45.2 %","32.8 %","22.0 %","22.3 %","103","333","436","sa599402"
"Carlos Lara","Tigers (R)","20","44.0",".274","0.78","10.4 %","39.1 %","50.4 %","22.4 %","3.4 %","46.2 %","28.6 %","25.2 %","22.2 %","116","262","378","sa657817"
"Francisco Gonzalez","Braves (R)","19","57.2",".328","1.55","18.2 %","49.7 %","32.0 %","22.4 %","3.4 %","41.1 %","24.7 %","34.2 %","20.5 %","76","320","396","sa657929"
"Michael Johnson","Dodgers (A)","23","64.0",".306","1.16","8.8 %","48.9 %","42.3 %","29.3 %","3.4 %","38.4 %","20.6 %","41.1 %","31.4 %","129","438","567","sa709717"
"Raymundo Gonzalez","Angels (R)","18","41.0",".305","1.00","8.7 %","45.7 %","45.7 %","25.9 %","3.4 %","51.9 %","19.9 %","28.2 %","26.1 %","45","223","268","sa737200"
"Miguel Londono","Dodgers (R)","18","20.0",".310","1.17","7.4 %","50.0 %","42.6 %","13.8 %","3.4 %","52.8 %","15.3 %","31.9 %","12.4 %","71","106","177","sa737334"
"Boanerges Nova","Brewers (R)","21","32.0",".289","0.53","8.2 %","32.0 %","59.8 %","27.6 %","3.4 %","48.5 %","27.3 %","24.2 %","23.6 %","65","185","250","sa737470"
"Andrew Edwards","- - -","22","86.2",".364","1.68","17.4 %","51.8 %","30.9 %","24.1 %","3.4 %","38.0 %","24.1 %","38.0 %","16.2 %","291","622","913","sa738219"
"Dylan Brooks","Giants (R)","18","34.0",".386","1.52","12.0 %","53.0 %","34.9 %","27.6 %","3.4 %","34.1 %","36.5 %","29.4 %","29.5 %","72","223","295","sa738457"
"Matt Wotherspoon","Yankees (A-)","22","32.0",".244","1.45","12.3 %","51.9 %","35.8 %","31.0 %","3.4 %","32.2 %","29.9 %","37.9 %","26.2 %","47","178","225","sa738548"
"Sean Carley","- - -","23","26.0",".344","1.72","6.0 %","59.5 %","34.5 %","24.1 %","3.4 %","35.1 %","26.6 %","38.3 %","23.6 %","27","155","182","sa738932"
"Frank Duncan","Pirates (A-)","22","65.1",".346","1.00","16.3 %","41.8 %","41.8 %","18.4 %","3.4 %","36.5 %","24.2 %","39.3 %","29.7 %","60","361","421","sa738963"
"Deiyerbert Bolivar","Giants (R)","18","64.0",".269","1.29","6.3 %","52.8 %","40.8 %","24.1 %","3.4 %","43.3 %","23.3 %","33.3 %","36.7 %","92","350","442","sa828545"
"Brent Jones","- - -","21","63.0",".297","0.94","14.2 %","41.6 %","44.2 %","20.7 %","3.4 %","43.4 %","23.9 %","32.7 %","19.0 %","97","345","442","sa828874"
"Aaron Cressley","Padres (A-)","21","35.0",".306","1.93","17.5 %","54.4 %","28.2 %","10.3 %","3.4 %","36.7 %","33.9 %","29.4 %","22.3 %","68","201","269","sa829400"
"Trevor Dunlap","- - -","22","22.2",".315","0.86","21.7 %","36.2 %","42.0 %","27.6 %","3.4 %","43.2 %","29.7 %","27.0 %","19.9 %","33","123","156","sa829517"
"Aaron Vaughn","- - -","22","26.2",".240","1.10","14.1 %","45.1 %","40.8 %","17.2 %","3.4 %","37.3 %","26.7 %","36.0 %","31.6 %","31","146","177","sa830466"
"Moises Gomez","Twins (R)","17","26.2",".338","1.24","9.7 %","50.0 %","40.3 %","27.6 %","3.4 %","46.7 %","17.3 %","36.0 %","34.9 %","49","166","215","sa832779"
"Luis Severino","- - -","20","113.1",".303","1.69","18.0 %","51.6 %","30.4 %","26.1 %","3.4 %","37.0 %","24.3 %","38.7 %","19.3 %","395","970","1365","15890"
"Clint Terry","Brewers (A)","22","76.0",".293","0.81","24.3 %","33.8 %","41.9 %","29.5 %","3.4 %","35.3 %","26.6 %","38.1 %","13.9 %","343","677","1020","sa659044"
"Taylor Cole","- - -","24","144.1",".338","1.05","13.7 %","44.3 %","42.0 %","12.9 %","3.4 %","47.8 %","24.2 %","28.0 %","36.3 %","277","956","1233","11964"
"Kevin McGowan","- - -","22","117.2",".256","1.01","17.8 %","41.2 %","40.9 %","21.8 %","3.4 %","42.7 %","22.3 %","35.0 %","15.0 %","369","798","1167","15215"
"Brian Ellington","Marlins (A+)","23","47.1",".371","0.68","23.8 %","30.8 %","45.4 %","16.9 %","3.4 %","35.8 %","20.9 %","43.3 %","24.6 %","123","320","443","17233"
"Manny Delcarmen","Nationals (AAA)","32","60.1",".315","1.32","22.2 %","44.3 %","33.5 %","15.3 %","3.4 %","38.0 %","25.7 %","36.3 %","9.5 %","403","659","1062","3180"
"David Holmberg","Reds (AAA)","22","92.2",".353","1.08","23.9 %","39.4 %","36.6 %","22.9 %","3.4 %","41.5 %","22.7 %","35.8 %","6.5 %","569","959","1528","7725"
"Aneury Olivo","- - -","19","44.2",".322","0.81","6.1 %","42.1 %","51.8 %","22.0 %","3.4 %","52.9 %","19.3 %","27.7 %","34.7 %","106","269","375","sa657516"
"Esteban Vallejo","Cardinals (R)","20","35.2",".373","0.75","12.0 %","37.6 %","50.4 %","18.6 %","3.4 %","40.8 %","25.8 %","33.3 %","23.8 %","82","200","282","sa657842"
"Hector Villarroel","Rockies (R)","18","48.2",".211","0.78","11.8 %","38.7 %","49.6 %","25.4 %","3.4 %","46.4 %","23.2 %","30.4 %","27.6 %","142","264","406","sa657907"
"Marcos Molina","Mets (A-)","19","76.1",".246","1.49","15.5 %","50.6 %","33.9 %","13.6 %","3.4 %","45.3 %","24.3 %","30.4 %","32.2 %","89","457","546","sa657917"
"Brandon Easton","Twins (R)","21","50.0",".317","1.10","13.9 %","45.1 %","41.0 %","16.9 %","3.4 %","46.3 %","17.7 %","36.1 %","28.5 %","93","290","383","sa738321"
"Jandel Gustave","Astros (A)","21","79.0",".373","1.21","16.9 %","45.6 %","37.6 %","25.8 %","3.4 %","37.4 %","24.0 %","38.6 %","21.3 %","218","577","795","14665"
"Joan Gregorio","- - -","22","90.2",".293","0.74","15.9 %","35.8 %","48.4 %","22.7 %","3.4 %","46.3 %","21.7 %","32.0 %","19.1 %","344","705","1049","sa547815"
"Joe Cuda","Cardinals (A+)","24","101.0",".368","1.41","14.3 %","50.1 %","35.5 %","18.5 %","3.4 %","46.8 %","23.4 %","29.8 %","21.9 %","143","605","748","sa621628"
"Preston Claiborne","- - -","26","26.0",".329","0.97","24.4 %","37.2 %","38.5 %","30.0 %","3.3 %","44.6 %","24.1 %","31.3 %","10.5 %","143","246","389","10500"
"Tim Peterson","- - -","23","54.2",".341","0.83","16.7 %","37.9 %","45.5 %","11.7 %","3.3 %","43.7 %","21.1 %","35.2 %","24.1 %","143","410","553","13946"
"Nick Rumbelow","- - -","22","58.1",".316","0.85","17.2 %","38.1 %","44.8 %","16.7 %","3.3 %","41.3 %","26.8 %","31.9 %","22.0 %","223","501","724","14867"
"Miguel Alfredo Gonzalez","- - -","27","46.1",".322","0.70","14.3 %","35.3 %","50.4 %","18.3 %","3.3 %","43.0 %","24.8 %","32.2 %","14.6 %","237","423","660","15675"
"Jose Alvarado","Rays (R)","19","40.1",".270","1.67","14.0 %","53.8 %","32.3 %","20.0 %","3.3 %","39.2 %","21.6 %","39.2 %","27.8 %","124","243","367","17780"
"Zach McAllister","- - -","26","73.1",".296","1.07","12.7 %","45.1 %","42.3 %","22.2 %","3.3 %","36.1 %","25.0 %","38.9 %","9.0 %","359","746","1105","2895"
"Hassan Pena","- - -","29","24.2",".342","0.93","23.7 %","36.8 %","39.5 %","26.7 %","3.3 %","48.1 %","16.9 %","35.1 %","9.0 %","217","272","489","sa327740"
"Jeff Inman","- - -","26","33.1",".273","1.63","17.7 %","51.0 %","31.3 %","16.7 %","3.3 %","43.4 %","13.1 %","43.4 %","14.1 %","157","283","440","sa328057"
"Brooks Hall","Brewers (AA)","24","26.0",".288","1.07","16.2 %","43.2 %","40.5 %","20.0 %","3.3 %","45.0 %","31.3 %","23.8 %","8.9 %","142","241","383","sa501327"
"Adrian Salcedo","Twins (AA)","23","73.0",".357","2.08","11.1 %","60.1 %","28.8 %","11.7 %","3.3 %","59.4 %","17.8 %","22.9 %","15.2 %","405","766","1171","sa504003"
"Jose Jose","Diamondbacks (A)","23","45.1",".241","0.50","15.9 %","28.0 %","56.1 %","26.7 %","3.3 %","36.4 %","25.5 %","38.2 %","31.0 %","84","274","358","sa506778"
"Alejandro Garcia","Phillies (R)","19","34.2",".227","1.40","13.3 %","50.6 %","36.1 %","23.3 %","3.3 %","50.0 %","23.9 %","26.1 %","41.2 %","37","201","238","sa596039"
"Juan Martinez","Reds (R)","21","48.1",".336","2.73","13.8 %","63.1 %","23.1 %","13.3 %","3.3 %","45.2 %","20.0 %","34.8 %","34.4 %","72","289","361","sa657740"
"Ben Eckels","- - -","20","66.1",".337","1.53","14.6 %","51.7 %","33.7 %","13.3 %","3.3 %","46.1 %","23.9 %","30.0 %","27.2 %","130","400","530","sa658176"
"Francisco Gracesqui","- - -","22","35.2",".317","1.43","9.9 %","53.1 %","37.0 %","23.3 %","3.3 %","50.6 %","24.7 %","24.7 %","25.6 %","96","224","320","sa659316"
"Carlos Caceres","Red Sox (R)","19","28.2",".259","1.17","16.7 %","44.9 %","38.5 %","16.7 %","3.3 %","44.4 %","14.8 %","40.7 %","28.5 %","72","160","232","sa737232"
"Samir El Halaby","Red Sox (R)","18","33.2",".368","0.73","16.1 %","35.5 %","48.4 %","16.7 %","3.3 %","57.1 %","23.8 %","19.1 %","23.7 %","45","191","236","sa738487"
"Scarlyn Reyes","Mets (A-)","24","49.0",".290","2.57","16.4 %","60.2 %","23.4 %","26.7 %","3.3 %","44.7 %","21.2 %","34.1 %","27.1 %","78","273","351","sa739684"
"Ismael Viloria","Rockies (R)","19","23.0",".299","1.50","0.0 %","60.0 %","40.0 %","13.3 %","3.3 %","57.7 %","12.8 %","29.5 %","18.7 %","53","118","171","sa739876"
"Eric Yardley","- - -","23","64.0",".273","4.20","9.8 %","72.8 %","17.3 %","40.0 %","3.3 %","35.7 %","26.5 %","37.8 %","24.3 %","113","417","530","sa744476"
"Guillermo De La Cruz","Blue Jays (R)","17","21.2",".286","0.87","9.7 %","41.9 %","48.4 %","30.0 %","3.3 %","57.8 %","25.0 %","17.2 %","27.1 %","61","116","177","sa828517"
"Bryan Dobzanski","Cardinals (R)","18","27.0",".215","1.27","12.8 %","48.7 %","38.5 %","26.7 %","3.3 %","38.8 %","23.8 %","37.5 %","18.9 %","33","136","169","sa829656"
"Carlos Pizzolato","Astros (R)","18","41.2",".258","0.83","9.8 %","41.0 %","49.2 %","18.3 %","3.3 %","45.9 %","24.1 %","30.1 %","23.4 %","77","226","303","sa829869"
"Dylan Floro","Rays (AA)","23","178.2",".340","2.92","18.6 %","60.7 %","20.8 %","14.0 %","3.3 %","43.0 %","23.1 %","33.9 %","9.5 %","725","1643","2368","13394"
"Matthew Spann","- - -","23","121.1",".303","1.69","14.7 %","53.7 %","31.7 %","18.2 %","3.3 %","47.7 %","23.0 %","29.3 %","18.9 %","273","698","971","sa549730"
"Cody Kukuk","- - -","21","102.2",".336","1.34","14.1 %","49.2 %","36.7 %","12.1 %","3.3 %","40.2 %","22.8 %","37.1 %","20.9 %","519","757","1276","sa601045"
"Jon Velasquez","Mets (AA)","28","54.2",".276","1.07","16.6 %","43.0 %","40.4 %","14.8 %","3.3 %","48.4 %","26.1 %","25.5 %","14.5 %","300","567","867","sa496300"
"Ely Echarry","- - -","21","47.0",".289","0.87","15.6 %","39.3 %","45.2 %","6.6 %","3.3 %","40.3 %","20.8 %","38.9 %","22.9 %","67","261","328","sa505021"
"Richard Vargas","Mariners (AA)","23","49.2",".276","0.82","15.9 %","37.9 %","46.2 %","23.0 %","3.3 %","36.8 %","21.3 %","41.9 %","11.6 %","370","542","912","sa506636"
"Jake Thompson","- - -","24","51.2",".358","1.00","23.3 %","38.4 %","38.4 %","24.6 %","3.3 %","45.1 %","25.0 %","29.9 %","13.5 %","245","496","741","sa526929"
"John De Leon","Reds (R)","20","38.2",".371","0.89","16.1 %","39.4 %","44.5 %","26.2 %","3.3 %","38.5 %","28.7 %","32.9 %","15.6 %","147","211","358","sa597175"
"Luis Carreno","Mets (R)","18","56.1",".266","0.95","14.4 %","41.7 %","43.9 %","23.0 %","3.3 %","52.4 %","20.7 %","26.9 %","31.8 %","129","321","450","sa657513"
"Scott Silverstein","Blue Jays (A)","24","64.0",".356","1.67","13.3 %","54.3 %","32.4 %","19.7 %","3.3 %","35.8 %","25.9 %","38.3 %","21.1 %","171","430","601","sa709606"
"Roel Ramirez","Rays (R)","19","53.1",".224","1.30","15.2 %","47.9 %","37.0 %","21.3 %","3.3 %","42.0 %","29.3 %","28.7 %","17.1 %","32","267","299","sa737902"
"Tyler Anderson","Rockies (AA)","24","118.1",".274","1.70","20.0 %","50.3 %","29.7 %","28.3 %","3.3 %","39.0 %","28.8 %","32.2 %","11.8 %","628","1198","1826","12880"
"Tony Rizzotti","- - -","22","66.2",".353","0.97","15.4 %","41.6 %","43.0 %","31.5 %","3.3 %","46.0 %","25.2 %","28.8 %","21.9 %","183","465","648","sa549825"
"Ryan Doran","- - -","23","96.1",".310","1.00","15.5 %","42.3 %","42.3 %","22.8 %","3.3 %","45.2 %","25.3 %","29.6 %","23.8 %","96","556","652","sa739776"
"Kyle Freeland","- - -","21","39.0",".271","1.94","13.3 %","57.1 %","29.5 %","25.8 %","3.2 %","49.5 %","11.9 %","38.5 %","21.2 %","81","277","358","16256"
"Brock Stewart","Dodgers (R)","22","34.1",".372","1.39","18.7 %","47.3 %","34.1 %","29.0 %","3.2 %","43.2 %","17.9 %","39.0 %","33.8 %","80","231","311","16727"
"Ryan Chaffee","- - -","26","60.1",".383","1.06","20.0 %","41.3 %","38.8 %","19.4 %","3.2 %","34.2 %","33.5 %","32.3 %","11.5 %","485","664","1149","sa454506"
"Adys Portillo","Padres (AA)","22","55.2",".311","0.79","14.6 %","37.7 %","47.7 %","33.9 %","3.2 %","41.3 %","20.3 %","38.4 %","11.3 %","453","618","1071","sa503004"
"Phillips Valdez","- - -","22","42.2",".200","2.06","15.2 %","57.1 %","27.7 %","25.8 %","3.2 %","52.6 %","19.8 %","27.6 %","23.1 %","115","248","363","sa506127"
"Kevin Brandt","- - -","24","64.0",".284","1.34","15.7 %","48.3 %","36.0 %","21.0 %","3.2 %","38.3 %","22.4 %","39.3 %","20.3 %","179","418","597","sa526250"
"Wirfin Obispo","- - -","29","48.0",".310","0.74","15.0 %","36.2 %","48.8 %","25.8 %","3.2 %","45.0 %","24.4 %","30.5 %","11.5 %","338","532","870","sa530473"
"Wagner Gomez","- - -","22","25.0",".343","0.81","20.0 %","35.7 %","44.3 %","19.4 %","3.2 %","31.1 %","21.6 %","47.3 %","28.0 %","65","164","229","sa547905"
"Austin Chrismon","Astros (A-)","21","68.1",".297","1.66","20.3 %","49.8 %","30.0 %","21.0 %","3.2 %","44.4 %","20.1 %","35.5 %","23.5 %","72","367","439","sa549934"
"Jose Manuel Lopez","Mexican (AAA)","29","17.2",".322","0.48","22.0 %","25.4 %","52.5 %","29.0 %","3.2 %","46.7 %","16.7 %","36.7 %","8.2 %","115","177","292","sa593936"
"Michael Cederoth","Twins (R)","21","45.2",".284","2.68","13.0 %","63.4 %","23.7 %","22.6 %","3.2 %","39.7 %","17.7 %","42.6 %","30.6 %","89","270","359","sa600253"
"Brandon Leibrandt","- - -","21","60.2",".313","0.74","26.5 %","31.3 %","42.2 %","17.7 %","3.2 %","48.4 %","22.9 %","28.8 %","40.0 %","49","356","405","sa602915"
"Adenson Verastegui","Tigers (R)","21","29.1",".210","1.23","10.4 %","49.4 %","40.3 %","25.8 %","3.2 %","53.0 %","15.7 %","31.3 %","29.9 %","41","153","194","sa655955"
"Aneury Osoria","Marlins (R)","20","18.2",".436","0.81","6.7 %","41.7 %","51.7 %","9.7 %","3.2 %","46.0 %","33.3 %","20.6 %","29.7 %","53","122","175","sa657919"
"Daniel Ayers","Orioles (R)","19","27.2",".305","1.29","20.2 %","44.9 %","34.8 %","32.3 %","3.2 %","44.8 %","16.7 %","38.5 %","16.3 %","102","150","252","sa738400"
"Joey Webb","- - -","23","36.0",".262","1.90","11.8 %","57.8 %","30.4 %","6.5 %","3.2 %","46.2 %","23.6 %","30.2 %","13.3 %","105","226","331","sa738424"
"Nik Nowottnick","- - -","22","39.0",".272","2.32","11.2 %","62.1 %","26.7 %","6.5 %","3.2 %","49.6 %","21.6 %","28.8 %","18.1 %","104","228","332","sa749808"
"Jeferson Mejia","Cubs (R)","19","40.0",".276","1.48","17.2 %","49.5 %","33.3 %","12.9 %","3.2 %","49.5 %","20.6 %","29.9 %","27.6 %","85","245","330","sa751022"
"Claudio Marquez","- - -","25","32.2",".336","1.42","26.5 %","43.1 %","30.4 %","22.6 %","3.2 %","39.5 %","20.2 %","40.4 %","7.2 %","234","325","559","sa824920"
"Carlos Hiraldo","Astros (R)","17","52.0",".289","1.29","7.8 %","51.9 %","40.3 %","19.4 %","3.2 %","46.6 %","24.2 %","29.2 %","26.0 %","126","281","407","sa828141"
"Barry Jhonson","Orioles (R)","21","30.1",".224","0.84","12.3 %","40.0 %","47.7 %","29.0 %","3.2 %","48.5 %","20.6 %","30.9 %","34.6 %","84","173","257","sa828251"
"Joel Belboder","- - -","18","40.0",".277","0.76","14.2 %","37.0 %","48.8 %","27.4 %","3.2 %","52.3 %","22.7 %","25.0 %","23.1 %","73","209","282","sa828364"
"Ismel Lopez","- - -","19","24.0",".387","0.84","16.2 %","38.2 %","45.6 %","12.9 %","3.2 %","60.5 %","18.4 %","21.1 %","33.6 %","62","170","232","sa828485"
"Brent Honeywell","Rays (R)","19","33.2",".225","1.06","13.5 %","44.6 %","41.9 %","29.0 %","3.2 %","48.2 %","18.5 %","33.3 %","42.2 %","29","203","232","sa828706"
"Yeison Mateo","Royals (R)","21","27.1",".233","1.16","15.2 %","45.6 %","39.2 %","25.8 %","3.2 %","56.0 %","18.7 %","25.3 %","15.5 %","67","127","194","sa828889"
"Sam McWilliams","Phillies (R)","18","25.0",".307","1.13","22.4 %","41.2 %","36.5 %","38.7 %","3.2 %","41.4 %","23.0 %","35.6 %","14.6 %","30","121","151","sa829124"
"Nick Kiel","- - -","21","36.0",".324","1.71","20.0 %","50.5 %","29.5 %","12.9 %","3.2 %","45.0 %","24.8 %","30.3 %","29.8 %","35","203","238","sa829214"
"Eumir Sepulveda","Pirates (R)","18","21.0",".329","1.03","11.3 %","45.1 %","43.7 %","38.7 %","3.2 %","62.2 %","13.5 %","24.3 %","19.1 %","42","110","152","sa830158"
"Abel De Los Santos","- - -","21","56.1",".243","0.75","18.5 %","34.8 %","46.7 %","27.0 %","3.2 %","49.3 %","27.5 %","23.2 %","32.2 %","97","363","460","12962"
"Steven Brault","- - -","22","146.1",".271","1.57","19.0 %","49.5 %","31.5 %","24.6 %","3.2 %","39.9 %","23.4 %","36.7 %","16.3 %","470","1160","1630","15291"
"Adaric Kelly","- - -","21","43.0",".329","0.89","14.4 %","40.3 %","45.3 %","17.5 %","3.2 %","54.5 %","22.1 %","23.5 %","18.2 %","122","246","368","sa549783"
"Gabriel Valdez","- - -","18","46.2",".320","0.94","12.9 %","42.1 %","45.0 %","17.5 %","3.2 %","43.0 %","23.5 %","33.6 %","28.3 %","59","252","311","sa828365"
"Nick Hutchings","Pirates (R)","18","47.2",".299","1.16","14.5 %","45.9 %","39.6 %","12.7 %","3.2 %","38.7 %","22.6 %","38.7 %","17.1 %","69","253","322","sa830344"
"Jose Rosario","Orioles (R)","20","76.1",".299","1.08","14.3 %","44.6 %","41.1 %","29.5 %","3.2 %","51.2 %","18.4 %","30.3 %","31.2 %","68","442","510","sa597431"
"Joel Linares","Padres (R)","19","64.1",".293","0.79","6.6 %","41.2 %","52.2 %","22.1 %","3.2 %","53.9 %","16.2 %","29.8 %","34.8 %","78","362","440","sa736750"
"Jose Dominguez","- - -","23","34.2",".337","1.47","14.1 %","51.1 %","34.8 %","15.6 %","3.1 %","38.3 %","23.4 %","38.3 %","13.7 %","244","375","619","11571"
"Jimmy Yacabonis","- - -","22","53.2",".289","0.97","11.3 %","43.7 %","45.1 %","21.9 %","3.1 %","36.1 %","25.0 %","38.9 %","9.7 %","355","488","843","15157"
"Jumbo Diaz","Reds (AAA)","30","33.1",".267","1.34","15.7 %","48.3 %","36.0 %","28.1 %","3.1 %","33.0 %","27.5 %","39.6 %","10.7 %","203","329","532","3397"
"Frank Viola","- - -","30","39.0",".356","0.84","12.6 %","40.0 %","47.4 %","15.6 %","3.1 %","49.6 %","24.1 %","26.3 %","10.8 %","148","194","342","sa294919"
"Juan Torres","Phillies (R)","21","39.1",".301","1.75","12.9 %","55.4 %","31.7 %","25.0 %","3.1 %","62.5 %","13.5 %","24.0 %","37.1 %","38","245","283","sa3001054"
"Sean Black","- - -","26","24.1",".311","0.97","12.5 %","43.1 %","44.4 %","9.4 %","3.1 %","42.7 %","28.0 %","29.3 %","13.1 %","107","191","298","sa326533"
"David Hurlbut","- - -","24","65.1",".279","1.86","12.4 %","56.9 %","30.6 %","12.5 %","3.1 %","43.3 %","24.0 %","32.7 %","25.5 %","61","327","388","sa503067"
"Gean Batista","Yankees (R)","22","51.0",".283","0.94","17.9 %","39.7 %","42.4 %","21.9 %","3.1 %","39.8 %","28.0 %","32.3 %","21.9 %","65","278","343","sa551965"
"A.J. Holland","Braves (A)","24","31.2",".367","1.94","19.7 %","53.0 %","27.4 %","25.0 %","3.1 %","45.5 %","15.7 %","38.8 %","19.0 %","119","207","326","sa598301"
"Joe Scanio","- - -","24","38.2",".274","1.75","16.2 %","53.3 %","30.5 %","18.8 %","3.1 %","48.7 %","19.5 %","31.9 %","17.1 %","102","255","357","sa658294"
"Elniery Garcia","- - -","19","30.2",".320","1.34","18.5 %","46.7 %","34.8 %","18.8 %","3.1 %","47.5 %","30.3 %","22.2 %","30.2 %","26","189","215","sa684104"
"Angel Yepez","- - -","19","72.2",".278","1.66","19.0 %","50.5 %","30.5 %","29.7 %","3.1 %","46.2 %","22.2 %","31.6 %","29.7 %","66","395","461","sa735852"
"Francisco Aquino","Marlins (R)","21","33.1",".247","1.69","9.5 %","56.8 %","33.7 %","28.1 %","3.1 %","43.9 %","17.4 %","38.8 %","15.6 %","90","179","269","sa736840"
"Raynel Espinal","Yankees (R)","22","28.0",".328","0.59","15.0 %","31.7 %","53.3 %","25.0 %","3.1 %","38.5 %","30.8 %","30.8 %","49.8 %","32","189","221","sa737238"
"Blake Taylor","- - -","18","41.0",".315","2.19","17.7 %","56.5 %","25.8 %","12.5 %","3.1 %","46.2 %","20.8 %","33.1 %","18.8 %","130","226","356","sa737558"
"Pete Kelich","Padres (A)","23","24.0",".381","1.06","16.5 %","43.0 %","40.5 %","12.5 %","3.1 %","54.1 %","27.1 %","18.8 %","33.9 %","14","163","177","sa738910"
