"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","HLD","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Cody Buckel","Rangers (AA)","24","0","0","0.00","4","0","0","0","0","0","0","4.2","22","1","0","0","0","7","0","1","1","0","2","sa548270"
"Jake DePew","Rays (AA)","24","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","0","sa548454"
"Drew Maggi","Dodgers (AAA)","27","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa549144"
"Trace Tam Sing","Pirates (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","2","0","1","0","0","1","sa549579"
"Tyler Pearson","Cubs (A+)","24","0","0","0.00","2","0","0","0","0","0","0","2.1","10","4","0","0","0","0","0","0","0","0","1","sa550031"
"Louie Lechich","- - -","24","2","0","0.00","12","0","0","0","0","1","1","15.0","58","12","1","0","0","3","0","0","1","0","16","sa550153"
"James Roberts","Marlins (AA)","24","1","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","1","sa550164"
"Ben Verlander","Tigers (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","sa550288"
"Casey McElroy","Padres (AAA)","26","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa577018"
"Matt Williams","Cardinals (AAA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa577691"
"Cameron Seitzer","Rays (AAA)","26","0","0","0.00","2","0","0","0","0","0","0","1.2","5","0","0","0","0","0","0","0","0","0","2","sa578022"
"Julio Pena","Giants (A-)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa596961"
"Tyson Perez","- - -","26","0","0","0.00","3","1","0","0","1","0","0","4.0","14","2","0","0","0","0","0","0","0","0","4","sa598434"
"KC Serna","Phillies (AA)","26","0","0","0.00","2","0","0","0","0","0","0","2.0","6","0","0","0","0","1","0","0","0","0","0","sa598479"
"Jonathan Schwind","Pirates (AA)","26","0","0","0.00","5","0","0","0","0","0","0","4.2","21","1","0","0","0","5","0","1","0","0","2","sa598663"
"Felipe Blanco","Padres (A+)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","1","0","0","0","sa598819"
"Connor McKay","Rangers (A)","23","0","0","0.00","2","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","sa599292"
"Blake Grant-Parks","Rays (R)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa599505"
"Vimael Machin","Cubs (AAA)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","4","2","0","0","0","1","0","0","0","0","0","sa602488"
"Austin Davis","Blue Jays (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","2","sa602877"
"Kewby Meyer","Rays (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","1","sa602916"
"Jose Zambrano","Tigers (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","6","3","0","0","0","0","0","0","0","0","0","sa655915"
"Jose Godoy","Cardinals (A)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","0","0","0","0","0","0","sa657267"
"Rafael Ordaz","Yankees (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa657895"
"Chuck Moorman","Rangers (A)","22","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","sa658355"
"Cody Gunter","Nationals (R)","22","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa658476"
"Arturo Rodriguez","Marlins (A+)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","0","sa688986"
"David Ramos","Nationals (A-)","24","0","0","0.00","5","0","0","0","2","0","0","6.1","22","3","0","0","0","2","0","0","1","0","9","sa692508"
"Bryan Verbitsky","Padres (A+)","24","0","0","0.00","2","0","0","0","0","0","0","3.0","15","4","0","0","0","1","0","0","0","0","3","sa707775"
"Spencer Navin","Dodgers (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","sa709022"
"Nathanael Javier","Giants (R)","20","0","1","0.00","1","0","0","0","0","0","0","1.2","8","1","1","0","0","1","1","0","0","1","1","sa736642"
"J.C. Rodriguez","Athletics (A)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa736688"
"Oswaldo Garcia","Angels (R)","20","0","0","0.00","5","0","0","0","4","0","0","6.0","21","3","0","0","0","0","0","0","1","0","10","sa736757"
"Franklin Correa","Mets (A-)","20","0","0","0.00","2","0","0","0","0","0","0","3.0","11","1","0","0","0","1","0","0","0","0","3","sa736869"
"Hector Garcia","Pirates (R)","20","1","0","0.00","4","0","0","0","0","0","1","6.0","24","4","0","0","0","1","0","1","0","0","8","sa736906"
"Victor Acosta","Red Sox (A-)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa736917"
"Brallan Perez","Rangers (A-)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa736999"
"Anthony Dominguez","Mariners (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","3","0","0","0","0","2","0","0","0","0","1","sa737025"
"Hector Rodriguez","Dodgers (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","0","0","0","1","0","0","0","0","2","sa737448"
"Aaron Blanton","Marlins (A)","22","1","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","sa737862"
"Sicnarf Loopstok","Indians (A+)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa737949"
"Trae Santos","Padres (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa738161"
"Ryan Gebhardt","Braves (A+)","24","0","0","0.00","2","0","0","0","0","0","0","1.0","4","1","1","0","0","0","0","0","0","0","1","sa738165"
"Paul Young","- - -","23","1","0","0.00","5","0","0","0","0","0","0","6.1","25","3","1","0","0","4","0","0","0","0","5","sa738218"
"Rafael Oliveras","Red Sox (R)","21","0","0","0.00","5","0","0","0","0","0","0","4.0","12","1","0","0","0","0","0","0","0","0","2","sa738642"
"Cristhopher Santamaria","Astros (R)","20","0","0","0.00","4","0","0","0","0","1","0","5.1","22","1","0","0","0","4","0","2","1","0","2","sa739045"
"Miguel Guzman","Athletics (A-)","21","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","1","0","0","sa739522"
"Delvin Hiciano","Pirates (R)","24","0","0","0.00","2","0","0","0","0","0","0","2.0","8","2","0","0","0","0","0","0","0","0","1","sa740125"
"Yhoan Acosta","Astros (R)","21","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","1","0","0","0","0","2","sa747590"
"Brady Feigl","- - -","25","0","0","0.00","6","0","0","0","0","0","2","6.0","22","3","0","0","0","1","0","0","0","0","6","sa824867"
"Greifer Andrade","Mariners (R)","19","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa826675"
"Richard Gonzalez","Astros (A+)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","1","0","0","0","0","0","sa827128"
"David Armendariz","Indians (A+)","24","0","1","0.00","1","0","0","0","0","0","0","2.0","9","1","1","0","0","1","0","0","0","0","1","sa827133"
"Tucker Tubbs","Red Sox (A-)","23","0","0","0.00","2","0","0","0","0","0","0","1.2","6","1","0","0","0","0","0","0","0","0","2","sa827145"
"Skyler Ewing","Giants (A)","23","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","sa827317"
"Jordan Betts","Red Sox (A+)","24","0","0","0.00","2","0","0","0","1","0","0","2.0","10","0","0","0","0","4","0","0","0","0","2","sa827329"
"Brett Pirtle","Tigers (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa827348"
"Michael Matuella","Rangers (A-)","22","0","0","0.00","1","1","0","0","0","0","0","3.0","12","1","0","0","0","2","0","1","1","0","1","sa827490"
"Welfrin Mateo","Yankees (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa827963"
"Edgar Herrera","Twins (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","0","sa828149"
"Yhoelnys Gonzalez","Athletics (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","1","0","0","0","sa828220"
"Ruber Aquino","Athletics (R)","19","0","0","0.00","3","1","0","0","0","0","0","4.0","14","0","0","0","0","1","0","1","0","0","4","sa828223"
"Shakir Albert","Dodgers (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.2","3","2","0","0","0","0","0","0","0","0","0","sa828423"
"Jose Savinon","Padres (R)","20","1","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","1","sa828429"
"Deibi Torres","Cubs (R)","21","0","0","0.00","2","0","0","0","0","0","0","4.1","17","1","0","0","0","3","0","1","1","0","5","sa828576"
"Gerrion Grim","Orioles (A)","22","0","0","0.00","1","0","0","0","1","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","sa829326"
"Chase Simpson","Pirates (A+)","24","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","2","0","0","0","1","0","sa829341"
"Bryan Muniz","Astros (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa829454"
"Mike Hill","Royals (A)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa829474"
"Kevin Garcia","Twins (A)","23","1","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","0","0","0","0","0","2","sa829501"
"Derrick Sylvester","- - -","25","0","0","0.00","5","1","0","0","0","0","1","8.0","26","2","0","0","0","0","0","0","0","0","8","sa829569"
"Sal Giardina","Braves (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.1","5","0","0","0","0","1","0","0","0","0","0","sa829575"
"Nathan Winfrey","Indians (A-)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa829583"
"Cameron Avila-Leeper","Giants (R)","20","0","0","0.00","2","0","0","0","0","0","1","3.0","10","1","0","0","0","0","0","0","0","0","4","sa829623"
"Travis Bergen","- - -","22","0","0","0.00","5","0","0","0","0","0","2","5.0","19","2","0","0","0","2","0","0","0","0","7","sa856186"
"Taylor Durand","Blue Jays (A-)","22","0","0","0.00","1","0","0","0","0","0","1","0.2","6","1","3","0","0","2","0","0","1","0","0","sa857577"
"Manuel Valdez","Mexican (AAA)","20","0","0","0.00","2","0","0","0","0","0","0","2.0","9","1","1","0","0","3","0","0","1","0","1","sa868930"
"Grant DeBruin","Nationals (A+)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa869551"
"Aristides Sanchez","Reds (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa872536"
"Matt Clancy","Mariners (R)","22","0","0","0.00","1","1","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa872718"
"Jose Alejandro","Rays (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","0","sa873154"
"Rafael Valdez","Mets (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa873202"
"Rawel Peralta","Dodgers (R)","19","0","0","0.00","3","0","0","0","0","0","0","5.0","23","4","2","0","0","4","0","0","0","0","3","sa873317"
"Randy Marte","Indians (R)","19","0","1","0.00","10","6","0","0","0","0","0","14.1","56","8","2","0","0","7","0","1","1","0","19","sa873329"
"David Ellingson","Mariners (R)","21","1","0","0.00","12","0","0","0","3","1","1","10.1","49","12","6","0","0","2","0","3","0","0","8","sa873708"
"Darwin Parra","Rays (R)","19","0","0","0.00","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","1","0","sa873714"
"Jon Duplantier","Diamondbacks (A-)","21","0","0","0.00","1","0","0","0","0","0","1","1.0","5","0","0","0","0","2","0","0","0","0","3","sa874168"
"Wyatt Short","Cubs (A-)","21","1","0","0.00","15","0","0","0","7","0","1","15.0","57","5","1","0","0","7","0","1","0","0","14","sa874187"
"Dylan Moore","Rangers (A)","23","0","1","0.00","1","0","0","0","0","0","0","1.0","12","7","7","0","0","0","0","0","0","0","0","sa875186"
"Rock Rucker","Reds (R)","23","0","0","0.00","2","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","3","sa875250"
"Josh Altmann","Rangers (A)","21","0","1","0.00","1","0","0","0","0","0","0","2.0","11","4","1","0","0","1","0","0","0","0","1","sa875314"
"Logan Soole","Diamondbacks (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","1","sa875353"
"Wesley Rodriguez","- - -","19","0","0","0.00","6","5","0","0","0","0","0","6.0","23","1","1","0","0","3","0","1","2","0","4","sa875566"
"Alan Garcia","Padres (A)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","6","3","0","0","0","0","0","0","0","0","1","sa875788"
"Felix Arosemena","Marlins (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa876037"
"Brian Bien","Royals (A+)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","sa876071"
"Ty France","Padres (A)","21","0","0","0.00","3","0","0","0","0","0","0","4.0","14","3","0","0","0","0","0","0","0","0","2","sa876140"
"Allen Staton","Cardinals (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","sa877550"
"Jr. Espiritu","Phillies (A)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa877839"
"Josh Swirchak","Cardinals (A)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","0","sa878294"
"Edintson Naranjo","Yankees (R)","19","0","0","0.00","1","1","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa879506"
"Garrett Hope","Dodgers (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa879514"
"Dylan Becker","Cardinals (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","0","sa879517"
"Andy Perez","Red Sox (A-)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa880781"
"Eury Rodriguez","Rangers (R)","18","0","0","0.00","2","0","0","0","0","0","0","4.0","14","0","0","0","0","3","0","0","0","0","4","sa881163"
"Carlos Rivera","Padres (R)","21","0","0","0.00","1","0","0","0","1","0","0","0.1","1","0","0","0","0","0","0","0","1","0","0","sa883877"
"Angel Miguel","Indians (A)","26","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","4","sa913806"
"Alex Speas","Rangers (R)","18","0","0","0.00","4","3","0","0","0","0","0","8.1","37","4","0","0","0","7","0","1","2","2","11","sa917945"
"Mitchell White","- - -","21","1","0","0.00","11","6","0","0","0","0","1","22.0","80","7","1","0","0","6","0","0","0","0","30","sa917948"
"Adrian Pernalete","Rangers (R)","17","0","1","0.00","1","0","0","0","0","0","0","0.0","4","0","1","0","0","2","1","1","0","0","0","sa918034"
"Justin Valdespina","Rockies (R)","21","0","0","0.00","3","0","0","0","0","0","0","3.0","11","3","0","0","0","0","0","0","0","0","2","sa918312"
"Joe Serrapica","Rays (A-)","22","1","0","0.00","16","0","0","0","8","0","0","22.1","84","13","0","0","0","5","0","0","2","0","28","sa918536"
"Trevor Bettencourt","Phillies (A-)","21","0","0","0.00","2","0","0","0","0","0","0","2.1","8","0","0","0","0","1","0","0","0","0","2","sa918556"
"Steven Ridings","Mariners (R)","22","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa918658"
"Jake Perkins","Dodgers (R)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","2","sa918798"
"Tanner Kirk","Orioles (R)","22","0","0","0.00","1","0","0","0","0","0","0","2.0","7","2","0","0","0","0","0","0","0","0","3","sa918907"
"Tyler Wolfe","Astros (R)","22","0","0","0.00","1","0","0","0","0","0","0","2.0","8","2","0","0","0","1","0","0","0","0","3","sa918943"
"Chaz Pal","Astros (R)","23","0","0","0.00","1","0","0","0","0","0","0","2.0","9","1","0","0","0","2","0","1","0","0","0","sa919021"
"Michael Rucker","- - -","22","3","0","0.00","7","0","0","0","0","0","1","12.2","47","9","2","0","0","1","0","0","0","0","18","sa919117"
"Jose Albertos","Cubs (R)","17","0","0","0.00","1","1","0","0","0","0","0","4.0","14","1","0","0","0","1","0","0","0","0","7","sa919907"
"Jeisson Fana","Royals (R)","17","0","0","0.00","3","0","0","0","0","0","1","3.0","15","4","0","0","0","1","0","1","1","0","4","sa921029"
