"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Chad Paronto","Astros (AAA)","33","51.2","6.79","2.44","2.79","0.17","19.8 %","7.1 %","12.7 %",".187","0.93",".232","86.1 %","1.39","3.08","-1.69","4.14","399"
"Bladimir Florentino","Rays (A-)","24","35.0","9.51","3.34","2.85","0.51","24.7 %","8.7 %","16.0 %",".277","1.46",".367","70.5 %","4.11","3.09","1.03","2.86","sa328948"
"Jaye Chapman","- - -","22","58.0","10.24","3.72","2.75","0.47","27.3 %","9.9 %","17.4 %",".203","1.17",".277","74.1 %","2.64","3.09","-0.45","3.14","9096"
"Johnny Raburn","Brewers (AA)","30","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".333","1.00",".333","100.0 %","0.00","3.09","-3.09","3.94","sa198964"
"Kody Kirkland","Braves (AA)","26","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.09","-3.09","5.66","sa202138"
"Chris Hatcher","Marlins (AA)","24","0.1","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.09","-3.09","3.09","3299"
"Blake Lalli","Cubs (AA)","26","3.0","9.00","6.00","1.50","0.00","17.7 %","11.8 %","5.9 %",".333","2.33",".417","57.1 %","6.00","3.09","2.91","3.66","9246"
"Starling De La Rosa","Royals (R)","21","17.2","13.25","4.08","3.25","0.00","33.8 %","10.4 %","23.4 %",".254","1.42",".415","44.4 %","6.11","3.09","3.02","3.36","sa502993"
"Braulio Lara","Rays (R)","20","55.1","9.43","3.42","2.76","0.33","23.9 %","8.6 %","15.2 %",".240","1.32",".319","65.2 %","3.58","3.09","0.49","3.04","sa506176"
"Miguel Munoz","Rangers (R)","21","32.1","4.73","1.95","2.43","0.00","12.7 %","5.2 %","7.5 %",".264","1.24",".306","61.9 %","3.62","3.09","0.53","3.49","sa3000824"
"Michael Lee","Red Sox (A)","22","72.0","8.88","2.88","3.09","0.38","22.7 %","7.4 %","15.3 %",".267","1.39",".346","66.5 %","3.50","3.09","0.41","3.36","sa328306"
"Al Alburquerque","- - -","23","61.0","11.07","3.98","2.78","0.59","29.2 %","10.5 %","18.7 %",".216","1.25",".304","74.9 %","2.80","3.09","-0.29","2.76","6324"
"Chad Poe","- - -","21","39.2","8.62","2.27","3.80","0.45","24.5 %","6.5 %","18.1 %",".184","0.91",".238","72.6 %","2.50","3.09","-0.60","2.89","sa455518"
"Jeff Inman","Pirates (A-)","21","4.0","4.50","0.00","2.00","0.00","11.8 %","0.0 %","11.8 %",".250","1.00",".286","100.0 %","0.00","3.09","-3.09","3.81","sa328057"
"Reidy Escobar","- - -","19","31.2","9.09","3.13","2.91","0.28","22.4 %","7.7 %","14.7 %",".242","1.33",".316","65.0 %","3.13","3.09","0.03","3.22","sa503964"
"Freddy Ballestas","- - -","22","50.2","9.06","3.02","3.00","0.36","22.6 %","7.5 %","15.0 %",".266","1.42",".344","59.0 %","4.62","3.09","1.52","3.38","sa454226"
"Mike Parisi","- - -","26","15.1","7.63","4.11","1.86","0.00","19.7 %","10.6 %","9.1 %",".293","1.57",".378","68.0 %","4.70","3.09","1.60","3.82","8070"
"Juan Jaime","- - -","21","55.2","12.29","5.01","2.45","0.32","32.5 %","13.3 %","19.2 %",".187","1.22",".292","74.1 %","2.10","3.10","-0.99","3.21","6127"
"Diego De La Cruz","Giants (R)","20","52.2","7.18","2.91","2.47","0.17","19.8 %","8.0 %","11.8 %",".182","0.99",".228","67.2 %","1.88","3.10","-1.22","3.38","sa3000942"
"Kyle Lobstein","Rays (A-)","19","73.1","9.08","2.82","3.22","0.49","24.7 %","7.7 %","17.0 %",".201","1.06",".260","76.9 %","2.58","3.10","-0.52","2.93","9178"
"Cory Gearrin","- - -","23","54.2","8.56","1.81","4.73","0.66","24.0 %","5.1 %","18.9 %",".203","0.95",".253","81.4 %","2.30","3.10","-0.79","2.87","7947"
"Chase Johnson","Phillies (R)","21","29.2","10.62","3.64","2.92","0.61","28.2 %","9.7 %","18.6 %",".252","1.35",".351","65.5 %","3.94","3.10","0.84","2.83","sa502090"
"Ricky Testa","- - -","22","23.1","9.26","2.31","4.00","0.39","26.1 %","6.5 %","19.6 %",".209","1.03",".279","75.2 %","2.31","3.10","-0.78","3.48","sa502013"
"Fleming Pena","Diamondbacks (R)","20","78.0","6.69","1.38","4.83","0.46","17.7 %","3.7 %","14.0 %",".266","1.22",".316","70.7 %","2.77","3.10","-0.33","2.97","sa506877"
"Jacob Smith","- - -","23","42.2","7.17","3.80","1.89","0.00","19.3 %","10.2 %","9.1 %",".217","1.22",".276","77.4 %","1.90","3.10","-1.20","3.77","sa393236"
"Geury Ramirez","- - -","21","47.2","9.44","3.21","2.94","0.38","24.3 %","8.3 %","16.0 %",".254","1.34",".338","64.4 %","3.97","3.10","0.86","3.20","sa452249"
"Jared Hughes","- - -","23","52.1","7.05","2.92","2.41","0.17","17.8 %","7.4 %","10.4 %",".279","1.43",".343","61.1 %","3.61","3.10","0.51","3.61","9325"
"Sean Black","Yankees (A-)","21","50.0","6.12","1.62","3.78","0.36","17.7 %","4.7 %","13.0 %",".165","0.78",".192","69.9 %","1.62","3.10","-1.48","3.19","sa326533"
"Matt Moore","Rays (A)","20","123.0","12.88","5.12","2.51","0.44","33.7 %","13.4 %","20.3 %",".193","1.27",".303","72.3 %","3.15","3.10","0.04","3.08","1890"
"David Kington","Cardinals (R)","21","16.1","8.27","3.86","2.14","0.00","22.1 %","10.3 %","11.8 %",".164","1.04",".217","58.8 %","3.31","3.11","0.20","3.96","sa503037"
"Angel Raga","Mariners (R)","19","58.1","5.40","2.93","1.84","0.00","14.8 %","8.0 %","6.8 %",".229","1.18",".273","72.5 %","2.16","3.11","-0.95","3.93","sa504795"
"Jose De La Torre","- - -","23","69.1","9.35","4.41","2.12","0.26","23.7 %","11.2 %","12.5 %",".211","1.30",".281","70.2 %","2.73","3.11","-0.38","3.41","787"
"Chase Anderson","Diamondbacks (R)","21","45.1","9.53","2.58","3.69","0.20","25.5 %","6.9 %","18.6 %",".204","1.06",".276","68.6 %","2.38","3.11","-0.73","3.67","6895"
"Enyel Gonzalez","Cubs (R)","17","10.1","6.10","2.61","2.33","0.00","14.9 %","6.4 %","8.5 %",".279","1.45",".333","56.3 %","4.35","3.11","1.24","3.52","sa509485"
"Luke French","Tigers (AAA)","23","81.2","7.93","2.20","3.60","0.66","22.0 %","6.1 %","15.9 %",".231","1.11",".284","71.8 %","2.98","3.11","-0.14","3.16","7529"
"Matt Maloney","- - -","25","150.0","7.80","1.56","5.00","0.72","21.1 %","4.2 %","16.9 %",".251","1.15",".305","75.2 %","3.00","3.11","-0.11","3.23","9920"
"Spencer Hylander","Astros (R)","23","39.0","6.00","2.08","2.89","0.23","15.9 %","5.5 %","10.4 %",".235","1.15",".278","59.2 %","3.23","3.11","0.12","3.50","sa503795"
"Dawrin Frias","Mets (R)","17","41.2","12.31","4.97","2.48","0.22","30.5 %","12.3 %","18.2 %",".224","1.39",".347","61.9 %","4.75","3.11","1.64","3.18","sa506935"
"Aaron Dott","Rays (A-)","21","43.2","5.98","3.30","1.81","0.00","14.7 %","8.1 %","6.6 %",".286","1.56",".340","58.8 %","4.12","3.11","1.01","3.81","sa502740"
"Alex Koronis","Rays (R)","21","27.2","11.06","2.60","4.25","0.65","31.5 %","7.4 %","24.1 %",".192","0.98",".270","83.3 %","1.95","3.11","-1.16","3.46","sa501664"
"Kevan Hess","Tigers (A-)","21","44.0","7.16","3.89","1.84","0.00","17.2 %","9.4 %","7.9 %",".273","1.57",".338","70.0 %","4.30","3.12","1.18","3.73","sa501706"
"Jordan Flasher","- - -","21","16.1","8.27","4.41","1.88","0.00","22.7 %","12.1 %","10.6 %",".193","1.16",".262","100.0 %","0.00","3.12","-3.12","3.50","sa502130"
"Felix Romero","Giants (AAA)","29","73.2","8.43","1.95","4.31","0.49","22.3 %","5.2 %","17.2 %",".260","1.24",".329","64.9 %","4.28","3.12","1.16","3.77","sa209497"
"Beau Jones","- - -","22","70.2","10.57","4.20","2.52","0.38","26.6 %","10.6 %","16.0 %",".243","1.42",".337","70.9 %","3.57","3.12","0.45","3.62","sa290173"
"Juan Morillo","Twins (AAA)","25","67.0","11.69","6.85","1.71","0.13","28.5 %","16.7 %","11.8 %",".222","1.60",".335","73.4 %","3.90","3.12","0.78","3.56","3369"
"Sam Brown","Rangers (A-)","22","31.1","8.62","2.30","3.75","0.29","21.9 %","5.8 %","16.1 %",".297","1.47",".381","70.2 %","3.45","3.12","0.33","3.27","sa502102"
"Jonathan Hovis","- - -","25","51.2","7.84","2.44","3.21","0.52","21.0 %","6.5 %","14.5 %",".242","1.20",".300","70.2 %","3.48","3.12","0.36","3.05","sa329345"
"Corey Madden","- - -","25","11.0","6.55","3.27","2.00","0.00","19.5 %","9.8 %","9.8 %",".194","1.00",".250","91.7 %","0.82","3.12","-2.30","3.72","sa328134"
"Terrence Engles","- - -","23","100.0","9.72","2.61","3.72","0.63","26.3 %","7.1 %","19.3 %",".246","1.22",".327","72.9 %","3.33","3.12","0.21","2.79","sa254828"
"Kevin Landry","Orioles (A-)","21","27.1","14.16","5.93","2.39","0.66","35.0 %","14.6 %","20.3 %",".248","1.61",".400","65.5 %","5.27","3.12","2.14","2.59","sa501994"
"Jhonny Nunez","- - -","23","70.2","10.06","3.31","3.04","0.76","27.7 %","9.1 %","18.6 %",".221","1.17",".295","83.3 %","2.55","3.12","-0.58","3.02","6640"
"Greg Atencio","- - -","27","54.1","9.77","3.48","2.81","0.50","24.4 %","8.7 %","15.7 %",".286","1.55",".380","54.5 %","6.46","3.13","3.33","3.43","sa202556"
"Jason McEachern","- - -","18","72.2","7.68","1.49","5.17","0.50","21.4 %","4.1 %","17.2 %",".245","1.09",".304","75.3 %","2.35","3.13","-0.77","3.07","sa454924"
"Siulman Lebron","Phillies (A-)","22","88.1","6.83","1.83","3.72","0.41","18.1 %","4.9 %","13.2 %",".280","1.31",".337","60.0 %","4.48","3.13","1.36","2.98","sa502531"
"C.C. Lee","Indians (A+)","22","83.1","10.48","3.02","3.46","0.54","27.7 %","8.0 %","19.7 %",".214","1.14",".294","73.2 %","3.35","3.13","0.22","3.26","5177"
"Luis Azocar","Giants (R)","22","39.2","9.30","4.99","1.86","0.00","24.4 %","13.1 %","11.3 %",".203","1.29",".284","66.7 %","2.95","3.13","-0.18","3.61","sa3000510"
"Josh Hodges","- - -","18","19.2","9.15","3.66","2.50","0.46","22.7 %","9.1 %","13.6 %",".250","1.42",".322","67.7 %","4.12","3.13","0.99","2.91","sa501515"
"Matt Yourkin","Giants (AA)","27","63.1","10.23","3.69","2.77","0.71","27.4 %","9.9 %","17.5 %",".219","1.23",".294","83.1 %","2.42","3.13","-0.71","3.00","sa245874"
"Warlin Jimenez","Yankees (R)","19","28.2","6.91","3.45","2.00","0.00","18.3 %","9.2 %","9.2 %",".224","1.22",".282","67.6 %","2.51","3.13","-0.62","3.45","sa507186"
"Dan Griffin","Giants (AA)","24","73.0","10.60","2.84","3.74","0.74","25.9 %","6.9 %","19.0 %",".282","1.48",".378","60.4 %","5.42","3.13","2.29","2.84","sa294404"
"Jordany Gomez","Angels (R)","18","29.2","10.31","5.16","2.00","0.00","24.5 %","12.2 %","12.2 %",".237","1.52",".333","63.3 %","3.94","3.14","0.81","3.52","sa505277"
"Zach Herr","- - -","22","60.0","12.45","3.45","3.61","0.75","31.6 %","8.8 %","22.8 %",".244","1.35",".353","61.8 %","4.80","3.14","1.66","2.67","sa463779"
"Bryan Martinez","Cardinals (R)","18","41.2","8.21","3.89","2.11","0.00","21.1 %","10.0 %","11.1 %",".268","1.44",".353","72.3 %","3.02","3.14","-0.11","3.52","sa506634"
"Orlando Tovar","Mets (R)","21","54.1","6.63","2.48","2.67","0.17","17.7 %","6.6 %","11.1 %",".233","1.16",".285","57.1 %","4.31","3.14","1.17","3.46","sa503886"
"Bobby Cramer","- - -","29","62.2","8.47","3.30","2.57","0.29","20.3 %","7.9 %","12.4 %",".287","1.58",".363","61.5 %","3.88","3.14","0.74","3.62","2744"
"Carlos Moncrief","Indians (R)","20","27.2","12.69","3.90","3.25","0.00","30.5 %","9.4 %","21.1 %",".266","1.52",".405","48.9 %","6.51","3.14","3.36","3.86","7511"
"Ezequiel Infante","- - -","20","58.2","8.13","1.69","4.82","0.46","22.2 %","4.6 %","17.6 %",".248","1.14",".312","72.5 %","3.22","3.14","0.08","3.13","sa503597"
"Bo Schultz","Athletics (A-)","23","44.0","9.82","3.89","2.53","0.00","26.5 %","10.5 %","16.0 %",".184","1.09",".264","63.5 %","2.66","3.14","-0.49","3.51","5028"
"Tyler Stohr","Tigers (A)","22","61.0","8.11","2.36","3.44","0.30","21.3 %","6.2 %","15.1 %",".247","1.23",".313","69.2 %","3.54","3.15","0.40","3.51","sa454745"
"Jason White","Orioles (AA)","25","0.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.15","-3.15","3.15","sa389789"
"Neil Wagner","Indians (AA)","25","61.0","10.18","4.72","2.16","0.44","26.3 %","12.2 %","14.1 %",".210","1.31",".287","74.2 %","2.95","3.15","-0.20","3.13","8162"
"Carlos Mendoza","Yankees (AA)","29","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.15","-3.15","3.15","sa213432"
"Ray Chang","Pirates (AA)","25","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.15","-3.15","4.82","sa295642"
"Adam Witter","Giants (AA)","26","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".400","2.00",".400","50.0 %","9.00","3.15","5.85","4.82","sa326462"
"Tzu-Kai Chiu","- - -","21","41.2","6.05","1.30","4.67","0.22","16.3 %","3.5 %","12.8 %",".274","1.22",".326","64.0 %","3.67","3.15","0.53","4.00","sa393271"
"Allen Webster","- - -","19","68.2","10.09","2.36","4.28","0.13","26.6 %","6.2 %","20.3 %",".217","1.11",".302","67.8 %","2.36","3.15","-0.79","3.69","3993"
"Neftali Feliz","Rangers (AAA)","21","77.1","8.73","3.49","2.50","0.23","23.2 %","9.3 %","13.9 %",".238","1.28",".315","66.5 %","3.49","3.15","0.34","3.86","18"
"Dane Sardinha","Tigers (AAA)","30","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.15","-3.15","5.17","353"
"Devern Hansack","Red Sox (AAA)","31","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".400","2.00",".400","50.0 %","9.00","3.15","5.85","6.18","4939"
"Steven Jackson","- - -","27","32.1","6.96","2.23","3.13","0.56","17.6 %","5.6 %","12.0 %",".291","1.45",".346","67.9 %","4.45","3.15","1.30","3.35","7341"
"Craig Albernaz","Rays (AAA)","26","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.15","-3.15","5.17","sa328612"
"Scott Diamond","Braves (AA)","22","131.0","7.63","3.64","2.09","0.34","19.0 %","9.1 %","10.0 %",".288","1.56",".357","69.5 %","3.50","3.15","0.35","3.42","5089"
"T.R. Keating","Orioles (A)","23","45.2","8.47","2.17","3.91","0.39","23.4 %","6.0 %","17.4 %",".201","0.99",".258","58.4 %","3.74","3.15","0.59","3.36","sa455785"
"Eric Beaulac","Mets (A)","22","116.0","10.32","3.18","3.24","0.47","26.9 %","8.3 %","18.6 %",".247","1.30",".340","70.6 %","2.95","3.15","-0.20","3.25","sa455051"
"Charlis Burdie","- - -","23","75.0","9.84","4.56","2.16","0.12","27.6 %","12.8 %","14.8 %",".146","1.00",".211","80.2 %","2.04","3.15","-1.11","3.70","sa351659"
"Kyle Landis","- - -","23","70.0","9.77","2.70","3.62","0.64","25.9 %","7.2 %","18.8 %",".231","1.19",".303","76.0 %","2.83","3.15","-0.32","3.39","sa389180"
"Hector Aguilera","Rays (R)","19","50.2","6.75","3.02","2.24","0.18","17.5 %","7.8 %","9.7 %",".246","1.30",".300","68.6 %","3.20","3.15","0.04","3.68","sa504999"
"Elih Villanueva","- - -","22","168.0","6.16","1.13","5.48","0.54","16.5 %","3.0 %","13.5 %",".256","1.14",".297","68.8 %","3.54","3.15","0.38","3.36","8796"
"Craig Muschko","Cubs (A+)","23","103.1","7.40","1.65","4.47","0.70","20.5 %","4.6 %","15.9 %",".229","1.05",".273","72.1 %","3.31","3.15","0.16","2.98","sa388841"
"Jorge Soto","Royals (R)","17","46.0","7.83","3.33","2.35","0.20","18.7 %","7.9 %","10.8 %",".258","1.46",".320","58.3 %","5.28","3.15","2.13","3.26","sa506362"
"Ricky Brooks","- - -","24","49.2","7.97","1.99","4.00","0.72","22.7 %","5.7 %","17.0 %",".187","0.91",".224","66.8 %","3.08","3.15","-0.07","2.80","sa291260"
"Vidal Nuno","- - -","21","64.0","8.30","2.11","3.93","0.42","22.5 %","5.7 %","16.8 %",".219","1.06",".278","77.0 %","2.39","3.15","-0.76","3.29","9674"
"Evan Reed","Rangers (A+)","23","48.2","12.02","5.18","2.32","0.18","30.5 %","13.2 %","17.4 %",".239","1.48",".364","78.2 %","2.96","3.16","-0.20","3.59","1349"
"Zach Phillips","- - -","22","77.2","8.69","3.48","2.50","0.23","23.4 %","9.4 %","14.1 %",".159","0.98",".208","79.5 %","1.39","3.16","-1.77","3.70","99"
"Cole McCurry","Orioles (A)","23","139.2","9.34","2.96","3.15","0.52","25.2 %","8.0 %","17.2 %",".224","1.17",".293","74.1 %","2.71","3.16","-0.45","3.38","sa396259"
"Omar Duran","- - -","19","24.0","13.13","5.25","2.50","0.00","31.5 %","12.6 %","18.9 %",".170","1.25",".271","42.4 %","3.75","3.16","0.59","3.58","sa503579"
"Paul Applebee","- - -","21","33.1","7.02","1.08","6.50","0.54","19.6 %","3.0 %","16.5 %",".246","1.05",".296","68.2 %","3.24","3.16","0.08","2.99","sa501571"
"Andrew Morton","Padres (R)","23","24.2","6.93","1.09","6.33","0.00","17.8 %","2.8 %","15.0 %",".308","1.42",".377","74.3 %","2.55","3.16","-0.60","3.77","sa503620"
"Gavin Brooks","Yankees (A-)","21","43.1","9.97","4.98","2.00","0.21","26.5 %","13.3 %","13.3 %",".173","1.18",".243","87.0 %","0.62","3.16","-2.54","3.20","sa501593"
"Mike Belfiore","Diamondbacks (R)","20","58.0","8.53","2.02","4.23","0.31","22.5 %","5.3 %","17.1 %",".255","1.24",".328","62.7 %","2.17","3.16","-0.99","3.54","9324"
"Scott Elbert","- - -","23","96.0","11.72","4.13","2.84","0.66","29.6 %","10.4 %","19.2 %",".250","1.43",".358","71.5 %","3.84","3.16","0.68","2.95","7489"
"Mike Dunn","- - -","24","73.1","12.15","5.65","2.15","0.49","30.9 %","14.4 %","16.6 %",".214","1.42",".321","77.9 %","3.31","3.16","0.15","3.26","9948"
"Zach Simons","- - -","24","69.1","8.18","3.25","2.52","0.52","22.3 %","8.9 %","13.5 %",".210","1.14",".263","72.2 %","2.73","3.16","-0.44","3.86","sa291239"
"Dennis Neuman","- - -","19","35.1","9.42","3.57","2.64","0.25","26.2 %","9.9 %","16.3 %",".163","0.96",".224","82.0 %","1.78","3.16","-1.38","3.35","sa455917"
"Steve Smith","- - -","23","54.0","10.50","2.50","4.20","0.67","28.3 %","6.7 %","21.5 %",".211","1.07",".285","79.8 %","2.33","3.16","-0.83","3.08","sa455491"
"Brian Duensing","Twins (AAA)","26","75.1","5.26","2.27","2.32","0.24","13.7 %","5.9 %","7.8 %",".290","1.41",".335","64.6 %","4.66","3.16","1.50","3.81","4064"
"Ramon Benjamin","- - -","22","37.2","10.04","4.30","2.33","0.24","26.3 %","11.3 %","15.0 %",".216","1.27",".302","76.6 %","3.11","3.16","-0.06","3.47","sa393218"
"Manuel Bernal","Mexican (AAA)","32","6.0","1.50","0.00","1.00","0.00","3.5 %","0.0 %","3.5 %",".379","1.83",".393","72.7 %","4.50","3.16","1.34","5.35","sa3000264"
"Brian Schultz","- - -","24","31.1","8.62","4.02","2.14","0.00","20.7 %","9.7 %","11.0 %",".238","1.40",".313","57.1 %","3.16","3.16","0.00","3.87","sa456101"
"Randy Wells","Cubs (AAA)","26","26.0","7.27","2.42","3.00","0.35","20.8 %","6.9 %","13.9 %",".202","1.00",".250","73.2 %","2.77","3.16","-0.39","3.57","4535"
"Clayton Cook","Indians (A-)","18","67.2","8.51","3.46","2.46","0.27","23.0 %","9.4 %","13.7 %",".222","1.20",".291","74.2 %","2.79","3.17","-0.37","3.36","sa454928"
"Andrew Cashner","- - -","22","100.1","6.73","3.77","1.79","0.09","17.8 %","10.0 %","7.8 %",".203","1.18",".252","69.9 %","2.60","3.17","-0.57","3.85","8782"
"Brandon King","Nationals (R)","18","30.1","8.60","2.97","2.90","0.30","21.6 %","7.5 %","14.2 %",".233","1.25",".300","59.1 %","4.15","3.17","0.99","3.28","sa502314"
"Mark Cohoon","Mets (A-)","21","92.0","6.85","1.96","3.50","0.39","19.7 %","5.6 %","14.0 %",".208","0.97",".252","76.7 %","2.15","3.17","-1.02","3.03","sa455146"
"Pedro Lora","Phillies (R)","20","29.2","9.40","4.25","2.21","0.30","23.3 %","10.5 %","12.8 %",".246","1.45",".326","63.4 %","2.12","3.17","-1.05","3.14","sa507287"
"Mike McClendon","Brewers (AA)","24","84.2","6.06","2.13","2.85","0.43","16.1 %","5.7 %","10.5 %",".260","1.25",".304","66.7 %","3.30","3.17","0.12","3.53","9587"
"Stephen Fife","- - -","22","87.1","8.86","1.44","6.14","0.82","23.5 %","3.8 %","19.7 %",".257","1.19",".320","68.6 %","3.71","3.17","0.54","2.67","8077"
"Roeldwin Reyes","Cubs (R)","20","45.0","7.60","3.60","2.11","0.20","17.8 %","8.5 %","9.4 %",".268","1.56",".329","50.3 %","5.00","3.17","1.83","3.26","sa3000863"
"Craig Bennigson","Rockies (A-)","22","53.0","6.96","2.38","2.93","0.00","19.2 %","6.5 %","12.6 %",".213","1.06",".269","72.9 %","1.53","3.17","-1.64","3.81","sa454747"
"Alan Knotts","- - -","24","36.2","7.61","2.70","2.82","0.25","19.4 %","6.9 %","12.5 %",".247","1.28",".307","65.8 %","3.93","3.17","0.75","3.43","sa455185"
"Jared Gayhart","- - -","22","85.2","8.30","3.47","2.39","0.21","22.4 %","9.4 %","13.1 %",".194","1.10",".253","72.8 %","2.63","3.18","-0.55","3.71","sa454790"
"Ben Snyder","Giants (AA)","23","97.0","7.98","3.53","2.26","0.37","21.0 %","9.3 %","11.7 %",".223","1.24",".281","75.0 %","2.88","3.18","-0.30","3.70","sa326705"
"Dan Merklinger","- - -","23","91.1","9.16","3.15","2.91","0.49","25.0 %","8.6 %","16.4 %",".212","1.14",".278","72.5 %","2.56","3.18","-0.61","3.23","sa389840"
"Brandon Beachy","- - -","22","76.2","7.51","2.23","3.37","0.23","19.6 %","5.8 %","13.8 %",".269","1.29",".336","63.1 %","3.87","3.18","0.70","3.94","8851"
"Sergio Rosario","Royals (R)","18","39.0","10.38","4.85","2.14","0.23","24.7 %","11.5 %","13.2 %",".247","1.54",".339","69.8 %","3.23","3.18","0.05","3.28","sa506368"
"Brandon Josselyn","- - -","22","41.0","7.90","2.63","3.00","0.00","21.8 %","7.3 %","14.6 %",".197","1.00",".261","74.5 %","1.76","3.18","-1.42","3.74","sa502137"
"Clay Buchholz","Red Sox (AAA)","24","99.0","8.09","2.73","2.97","0.64","23.0 %","7.8 %","15.3 %",".188","0.98",".230","76.8 %","2.36","3.18","-0.82","3.15","3543"
"Philip Rorabaugh","Astros (R)","22","34.2","6.75","1.82","3.71","0.26","15.3 %","4.1 %","11.2 %",".310","1.62",".366","58.7 %","3.89","3.18","0.71","3.36","sa505445"
"Ryan Pope","Yankees (AA)","23","141.1","6.75","2.17","3.12","0.45","17.4 %","5.6 %","11.8 %",".272","1.34",".325","56.6 %","4.78","3.18","1.59","3.61","sa390383"
"Felipe Rivero","Rays (R)","17","33.2","6.68","3.21","2.08","0.00","16.5 %","7.9 %","8.6 %",".277","1.49",".339","54.7 %","3.74","3.18","0.56","3.90","12076"
"Wilfi Santana","Red Sox (R)","20","48.1","5.96","2.05","2.91","0.19","15.5 %","5.3 %","10.2 %",".272","1.30",".323","64.0 %","3.54","3.18","0.36","3.36","sa3000566"
"Pat Misch","- - -","27","52.1","5.68","1.38","4.13","0.34","15.6 %","3.8 %","11.8 %",".254","1.13",".295","69.3 %","3.10","3.18","-0.09","3.54","5909"
"Anthony Fernandez","Mariners (R)","19","53.0","9.00","2.21","4.08","0.00","23.1 %","5.7 %","17.5 %",".262","1.30",".348","57.8 %","3.40","3.18","0.21","3.84","sa503582"
"Jake Wilson","White Sox (R)","21","20.0","13.50","4.05","3.33","0.45","35.7 %","10.7 %","25.0 %",".206","1.20",".333","65.0 %","4.50","3.18","1.32","3.59","sa502762"
"Jacob Johnson","Reds (R)","18","47.2","6.99","3.02","2.31","0.19","19.0 %","8.2 %","10.8 %",".216","1.13",".268","68.4 %","2.83","3.18","-0.35","3.43","sa501618"
"Chris Notti","Cardinals (R)","20","42.1","6.80","1.28","5.33","0.43","17.3 %","3.2 %","14.1 %",".274","1.30",".324","47.9 %","3.83","3.18","0.64","3.45","sa455029"
"Neal Musser","Astros (AAA)","28","7.0","9.00","5.14","1.75","0.00","21.9 %","12.5 %","9.4 %",".321","1.86",".429","69.2 %","5.14","3.19","1.96","4.31","2727"
"Milciades Santana","Blue Jays (R)","20","67.0","8.19","2.15","3.81","0.40","22.5 %","5.9 %","16.6 %",".232","1.09",".297","70.7 %","2.96","3.19","-0.23","2.98","sa506182"
"Casey Crosby","Tigers (A)","20","104.2","10.06","4.13","2.44","0.26","27.9 %","11.5 %","16.5 %",".190","1.13",".270","72.8 %","2.41","3.19","-0.78","3.39","5261"
"Stalin Gerson","Reds (R)","20","76.0","7.93","3.08","2.58","0.24","21.1 %","8.2 %","12.9 %",".218","1.16",".279","65.1 %","3.55","3.19","0.37","3.21","sa506277"
"Kelvin Herrera","Royals (A)","19","5.0","1.80","0.00","1.00","0.00","5.9 %","0.0 %","5.9 %",".177","0.60",".188","100.0 %","0.00","3.19","-3.19","3.91","6033"
"Tyler Conn","Tigers (A)","23","70.0","7.97","2.31","3.44","0.39","22.1 %","6.4 %","15.7 %",".248","1.19",".315","72.7 %","3.21","3.19","0.03","3.37","sa455180"
"John Gaub","- - -","24","60.0","12.00","4.95","2.42","0.60","32.3 %","13.3 %","19.0 %",".168","1.15",".246","80.8 %","2.25","3.19","-0.94","3.19","2857"
"Josh Perrault","- - -","27","72.0","9.25","2.25","4.11","0.88","25.0 %","6.1 %","18.9 %",".207","1.04",".256","78.9 %","2.13","3.19","-1.06","3.05","sa226189"
"Simon Castro","Padres (A)","21","140.1","10.07","2.37","4.24","0.58","27.4 %","6.5 %","20.9 %",".224","1.10",".302","68.2 %","3.33","3.19","0.15","3.16","9243"
"Colt Hynes","- - -","24","75.2","7.26","2.85","2.54","0.00","19.1 %","7.5 %","11.6 %",".249","1.28",".315","71.0 %","2.62","3.19","-0.57","3.98","7560"
"Daniel McCutchen","Pirates (AAA)","26","142.2","6.94","1.83","3.79","0.63","18.5 %","4.9 %","13.6 %",".258","1.22",".305","69.9 %","3.47","3.19","0.28","3.71","263"
"Starling Peralta","Cubs (R)","18","26.1","7.52","1.37","5.50","0.68","19.6 %","3.6 %","16.1 %",".299","1.37",".361","70.2 %","4.10","3.19","0.91","2.61","sa508753"
