"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Jhonny Mateo","Tigers (R)","21","25.2","6.66","2.45","2.71","0.00","17.3 %","6.4 %","10.9 %",".277","1.36",".342","73.0 %","2.45","2.90","-0.45","3.25","sa737352"
"Oliver Drake","Orioles (AAA)","29","56.1","12.62","3.99","3.16","0.80","34.2 %","10.8 %","23.4 %",".215","1.22",".322","79.4 %","2.72","2.90","-0.19","2.63","8823"
"Jared Gesell","Rockies (A-)","22","26.2","13.16","4.39","3.00","0.34","35.5 %","11.8 %","23.6 %",".156","1.05",".250","54.4 %","2.36","2.91","-0.54","3.09","sa918515"
"Matthew Gorst","Red Sox (A-)","21","27.0","9.00","2.00","4.50","0.67","25.5 %","5.7 %","19.8 %",".210","1.00",".268","74.4 %","2.67","2.91","-0.24","2.55","sa918262"
"Joely Rodriguez","- - -","24","76.2","8.10","2.70","3.00","0.35","22.7 %","7.6 %","15.1 %",".231","1.15",".297","76.4 %","2.35","2.91","-0.56","3.00","11487"
"Santos Mateo","- - -","19","39.1","8.92","3.66","2.44","0.23","22.2 %","9.1 %","13.1 %",".255","1.42",".333","64.2 %","3.66","2.91","0.75","2.84","sa917479"
"Aronny Cruz","Mariners (R)","20","19.2","7.78","3.66","2.13","0.00","21.5 %","10.1 %","11.4 %",".174","1.02",".231","72.7 %","2.75","2.91","-0.16","3.10","sa828741"
"Jose Berrios","Twins (AAA)","22","111.1","10.10","2.91","3.47","0.65","28.9 %","8.3 %","20.6 %",".188","0.99",".254","72.7 %","2.51","2.91","-0.40","2.89","14168"
"Francis Jones","Reds (R)","19","74.1","7.75","2.91","2.67","0.24","20.3 %","7.6 %","12.7 %",".244","1.26",".308","58.2 %","3.87","2.91","0.96","2.80","sa917760"
"Matt Blandino","Reds (R)","20","31.1","8.62","0.86","10.00","0.29","23.4 %","2.3 %","21.1 %",".264","1.15",".340","66.5 %","2.30","2.91","-0.61","2.98","sa738534"
"Sandy Lugo","Reds (A)","22","55.0","12.60","2.13","5.92","0.98","34.4 %","5.8 %","28.6 %",".220","1.07",".318","74.1 %","2.45","2.91","-0.46","2.22","sa828416"
"Pedro Payano","Rangers (A)","21","73.2","10.02","3.54","2.83","0.24","26.8 %","9.5 %","17.3 %",".217","1.19",".303","78.7 %","2.08","2.91","-0.83","3.39","sa658997"
"Jacob Waguespack","Phillies (A)","22","71.2","9.04","3.64","2.48","0.13","22.7 %","9.2 %","13.6 %",".263","1.45",".349","72.0 %","3.52","2.91","0.60","3.51","sa659056"
"Nick Goody","Yankees (AAA)","24","23.1","13.50","1.54","8.75","1.54","40.2 %","4.6 %","35.6 %",".145","0.69",".182","100.0 %","1.93","2.91","-0.98","1.68","13685"
"Daniel Zamora","Pirates (A)","23","39.0","10.38","3.46","3.00","0.46","27.4 %","9.2 %","18.3 %",".215","1.21",".294","72.4 %","3.46","2.91","0.55","3.31","sa658641"
"Humberto Castellanos","Astros (R)","18","50.1","5.72","1.97","2.91","0.00","14.4 %","5.0 %","9.5 %",".275","1.33",".326","60.8 %","4.29","2.91","1.38","3.30","sa917878"
"Mark Zimmerman","- - -","22","37.1","10.85","1.93","5.63","0.48","30.0 %","5.3 %","24.7 %",".194","0.94",".272","79.6 %","1.45","2.91","-1.47","3.00","sa918846"
"Ricardo Valenzuela","- - -","25","5.0","9.00","1.80","5.00","0.00","19.2 %","3.9 %","15.4 %",".375","2.00",".474","81.8 %","3.60","2.92","0.68","5.69","sa550659"
"Ramses Rosario","Red Sox (R)","20","41.0","7.46","3.73","2.00","0.00","19.3 %","9.7 %","9.7 %",".224","1.27",".287","60.0 %","2.63","2.92","-0.28","3.14","sa736857"
"Omar Herman","Diamondbacks (R)","19","51.1","7.19","3.16","2.28","0.00","18.2 %","8.0 %","10.2 %",".254","1.34",".319","66.7 %","3.68","2.92","0.76","3.21","sa917870"
"Bronson Arroyo","Nationals (R)","39","9.2","7.45","1.86","4.00","0.00","17.8 %","4.4 %","13.3 %",".317","1.55",".394","70.6 %","4.66","2.92","1.74","3.24","978"
"Dylan Cease","Cubs (A-)","20","44.2","13.30","5.04","2.64","0.20","36.3 %","13.7 %","22.5 %",".174","1.16",".296","76.1 %","2.22","2.92","-0.70","3.03","sa829000"
"J.R. Graham","- - -","26","44.0","9.61","3.27","2.94","0.41","25.4 %","8.7 %","16.8 %",".238","1.27",".319","73.8 %","3.27","2.92","0.36","3.26","12042"
"Abdallah Aris","Phillies (R)","19","36.0","10.00","4.75","2.11","0.25","26.5 %","12.6 %","13.9 %",".191","1.22",".267","78.0 %","2.25","2.92","-0.67","2.95","sa871772"
"Juan Hernandez","- - -","16","77.2","7.30","1.97","3.71","0.35","20.3 %","5.5 %","14.8 %",".217","1.02",".268","72.1 %","2.09","2.92","-0.83","2.79","sa917316"
"Ralston Cash","- - -","24","69.0","10.96","4.30","2.55","0.26","29.3 %","11.5 %","17.8 %",".204","1.22",".299","70.4 %","2.87","2.92","-0.05","3.50","sa548277"
"Ryan Colegate","Indians (A-)","22","50.1","7.87","2.68","2.93","0.18","20.9 %","7.1 %","13.7 %",".240","1.21",".306","62.9 %","3.22","2.92","0.30","3.15","sa876263"
"Jackson Lowery","- - -","23","35.1","8.66","2.55","3.40","0.25","24.5 %","7.2 %","17.3 %",".234","1.13",".312","73.2 %","3.06","2.92","0.14","3.45","sa878607"
"Ryan Hendrix","- - -","21","35.1","9.17","3.31","2.77","0.00","24.3 %","8.8 %","15.5 %",".241","1.27",".330","70.2 %","3.57","2.92","0.64","3.40","sa738145"
"Chin-hui Tsao","Dodgers (AAA)","35","16.1","7.71","2.76","2.80","0.00","19.7 %","7.0 %","12.7 %",".258","1.35",".327","68.2 %","3.31","2.92","0.38","3.66","1776"
"Cristian Castillo","Royals (R)","21","72.0","9.13","1.75","5.21","0.38","25.1 %","4.8 %","20.3 %",".209","0.99",".274","66.4 %","3.13","2.93","0.20","3.72","sa872742"
"Lucas Benenati","- - -","23","35.0","9.51","1.29","7.40","0.51","24.8 %","3.4 %","21.5 %",".275","1.26",".359","60.2 %","3.60","2.93","0.67","3.10","sa918183"
"Guadalupe Chavez","- - -","18","45.2","8.08","1.97","4.10","0.20","22.5 %","5.5 %","17.0 %",".217","1.01",".282","88.9 %","1.38","2.93","-1.55","3.14","sa872819"
"Miguel Socolovich","Cardinals (AAA)","29","51.2","10.28","2.79","3.69","0.35","27.6 %","7.5 %","20.1 %",".213","1.12",".294","62.3 %","3.14","2.93","0.21","3.57","6697"
"Ryan Weber","Braves (AAA)","25","62.0","5.95","2.03","2.93","0.15","15.3 %","5.2 %","10.1 %",".260","1.27",".308","76.0 %","2.76","2.93","-0.17","3.47","10160"
"Artie Lewicki","- - -","24","89.0","7.79","1.92","4.05","0.40","20.6 %","5.1 %","15.5 %",".250","1.20",".310","62.3 %","3.44","2.93","0.51","3.30","16731"
"Jairo Munoz","- - -","24","9.0","9.00","5.00","1.80","0.00","24.3 %","13.5 %","10.8 %",".219","1.33",".304","91.7 %","1.00","2.93","-1.93","3.63","sa604117"
"Harold Arauz","- - -","21","107.1","7.80","2.18","3.58","0.34","21.4 %","6.0 %","15.4 %",".224","1.09",".281","64.4 %","3.44","2.93","0.51","3.22","sa657710"
"Emerson Gibbs","- - -","22","46.2","9.06","1.16","7.83","0.19","23.5 %","3.0 %","20.5 %",".311","1.41",".407","70.1 %","3.47","2.93","0.54","3.34","sa918830"
"Phil Morse","- - -","22","22.2","11.12","5.16","2.15","0.00","25.2 %","11.7 %","13.5 %",".358","2.07",".508","58.0 %","7.15","2.93","4.22","3.37","sa918349"
"Jake Shull","Tigers (A)","22","22.0","7.36","2.45","3.00","0.00","20.0 %","6.7 %","13.3 %",".232","1.14",".297","81.5 %","1.23","2.93","-1.70","3.56","sa875585"
"Eliezer Cuello","Marlins (R)","19","37.1","7.23","3.13","2.31","0.00","19.0 %","8.2 %","10.8 %",".252","1.31",".319","74.5 %","2.65","2.93","-0.28","3.36","sa828346"
"Enrique Chavez","- - -","20","62.1","7.36","2.17","3.40","0.29","20.7 %","6.1 %","14.6 %",".204","0.99",".254","67.0 %","2.89","2.93","-0.04","3.09","sa835957"
"Champ Rowland","Cardinals (R)","24","15.0","13.80","4.20","3.29","0.60","29.5 %","9.0 %","20.5 %",".290","1.80",".422","61.6 %","5.40","2.93","2.47","2.66","sa903432"
"Ian Anderson","- - -","18","39.2","8.17","2.72","3.00","0.23","22.9 %","7.6 %","15.3 %",".228","1.13",".296","75.7 %","2.04","2.93","-0.89","3.21","sa917921"
"Adolfi Telleria","- - -","22","60.0","6.30","1.05","6.00","0.30","16.7 %","2.8 %","13.9 %",".265","1.18",".313","64.6 %","2.55","2.93","-0.38","3.04","sa736947"
"Jared Miller","- - -","22","61.1","11.74","3.38","3.48","0.44","32.5 %","9.4 %","23.2 %",".166","0.96",".246","75.7 %","2.64","2.93","-0.29","2.72","sa827467"
"Yeral Gomez","Phillies (R)","20","39.1","5.72","2.29","2.50","0.23","14.6 %","5.9 %","8.8 %",".280","1.40",".326","65.3 %","3.66","2.93","0.73","3.06","sa885985"
"Andrew Kittredge","- - -","26","72.0","10.50","2.38","4.42","0.63","27.2 %","6.2 %","21.0 %",".263","1.32",".355","68.5 %","3.50","2.93","0.57","3.19","12828"
"Matt Tomshaw","- - -","27","92.0","10.08","1.76","5.72","0.78","27.3 %","4.8 %","22.6 %",".227","1.08",".297","69.0 %","3.23","2.94","0.29","2.70","sa598974"
"Josh Lucas","- - -","25","60.1","9.85","2.39","4.13","0.75","26.2 %","6.4 %","19.8 %",".237","1.19",".309","66.2 %","4.03","2.94","1.09","3.01","11686"
"Preston Guillory","- - -","","18.1","9.33","2.45","3.80","0.49","27.5 %","7.3 %","20.3 %",".143","0.76",".186","95.6 %","0.98","2.94","-1.95","2.66","sa918716"
"Curtis Partch","Pirates (AAA)","29","60.1","8.95","4.48","2.00","0.15","24.7 %","12.4 %","12.4 %",".193","1.18",".265","77.9 %","2.24","2.94","-0.70","3.60","1333"
"Taylore Cherry","- - -","23","61.2","9.19","2.34","3.94","0.29","23.3 %","5.9 %","17.4 %",".267","1.33",".352","69.6 %","3.79","2.94","0.86","3.36","sa876080"
"Francis Ventura","Cardinals (R)","16","29.0","7.76","2.79","2.78","0.00","20.7 %","7.4 %","13.2 %",".198","1.03",".259","72.2 %","1.86","2.94","-1.08","3.22","sa917670"
"Bobby Poyner","- - -","23","65.2","8.50","1.51","5.64","0.55","23.7 %","4.2 %","19.5 %",".220","1.01",".277","66.8 %","3.15","2.94","0.21","3.18","17987"
"Daniel Gossett","- - -","23","153.2","8.84","2.40","3.68","0.47","24.4 %","6.6 %","17.8 %",".217","1.08",".281","68.9 %","2.69","2.94","-0.25","3.09","16164"
"Dauri Moreta","- - -","20","33.1","15.12","5.67","2.67","0.00","37.8 %","14.2 %","23.7 %",".161","1.23",".294","70.5 %","1.89","2.94","-1.05","3.31","sa877619"
"Algenis Martinez","Red Sox (A-)","22","41.2","8.86","2.38","3.73","0.43","26.0 %","7.0 %","19.0 %",".181","0.89",".238","80.7 %","1.94","2.94","-1.00","2.94","sa737233"
"Jake Reed","- - -","23","70.2","9.17","3.06","3.00","0.25","24.7 %","8.2 %","16.4 %",".226","1.17",".305","67.7 %","3.57","2.94","0.62","3.28","sa599532"
"Max Almonte","Cardinals (A-)","24","36.0","6.75","2.75","2.45","0.00","17.7 %","7.2 %","10.5 %",".245","1.25",".304","66.7 %","2.75","2.94","-0.19","3.68","sa875691"
"Kyle Grana","Cardinals (A+)","25","52.0","10.90","4.67","2.33","0.35","28.1 %","12.1 %","16.1 %",".199","1.27",".282","73.2 %","3.12","2.95","0.17","3.22","sa739757"
"Blake Bivens","- - -","20","98.2","9.30","3.10","3.00","0.27","24.6 %","8.2 %","16.4 %",".234","1.24",".314","73.9 %","2.74","2.95","-0.21","3.23","sa828880"
"Raul Brito","Marlins (R)","19","6.0","7.50","3.00","2.50","0.00","18.5 %","7.4 %","11.1 %",".167","1.00",".211","71.4 %","0.00","2.95","-2.95","3.36","sa928287"
"Scott Oberg","Rockies (AAA)","26","29.2","10.92","3.34","3.27","0.30","31.9 %","9.7 %","22.1 %",".158","0.91",".234","75.2 %","2.43","2.95","-0.52","3.28","13911"
"Jhon De Jesus","Reds (R)","19","72.2","6.07","2.23","2.72","0.25","16.6 %","6.1 %","10.5 %",".247","1.18",".295","64.6 %","2.85","2.95","-0.10","2.87","sa877525"
"Sam Tuivailala","Cardinals (AAA)","23","46.2","13.89","4.24","3.27","0.58","34.3 %","10.5 %","23.8 %",".251","1.48",".393","65.4 %","5.21","2.95","2.26","3.33","13485"
"Ben Wright","- - -","22","38.0","7.58","1.66","4.57","0.24","20.1 %","4.4 %","15.7 %",".260","1.21",".325","62.2 %","4.03","2.95","1.08","3.26","sa918341"
"Ronal Hernandez","Rays (R)","21","61.2","7.15","3.06","2.33","0.15","19.8 %","8.5 %","11.3 %",".221","1.14",".279","64.7 %","2.77","2.95","-0.18","3.05","sa917890"
"Jorge L. Rodriguez","Cardinals (A)","22","70.2","8.41","2.55","3.30","0.25","22.8 %","6.9 %","15.9 %",".251","1.23",".327","76.8 %","2.17","2.95","-0.79","3.46","sa657712"
"Francisco Rios","- - -","21","120.2","8.06","2.16","3.72","0.37","21.9 %","5.9 %","16.0 %",".238","1.14",".301","73.2 %","2.91","2.95","-0.04","3.23","sa736833"
"Adrian Acosta","Phillies (R)","20","44.0","5.73","2.25","2.55","0.20","16.5 %","6.5 %","10.0 %",".215","1.02",".256","71.8 %","2.45","2.95","-0.50","3.10","sa735854"
"Jose Mac Donna","Cubs (R)","20","56.2","5.24","2.70","1.94","0.00","14.2 %","7.3 %","6.9 %",".215","1.11",".254","70.8 %","2.06","2.95","-0.89","3.38","sa917307"
"Jose Marte","Giants (R)","20","19.0","8.53","4.74","1.80","0.00","23.1 %","12.8 %","10.3 %",".179","1.16",".245","56.5 %","1.89","2.95","-1.06","3.15","sa917458"
"Alvaro Galindo","- - -","18","65.0","8.17","3.32","2.46","0.14","22.2 %","9.0 %","13.2 %",".203","1.11",".267","70.5 %","2.49","2.95","-0.46","3.04","sa873333"
"Anthony Swarzak","Yankees (AAA)","30","46.2","8.29","1.54","5.38","0.77","22.9 %","4.3 %","18.6 %",".261","1.18",".323","70.9 %","3.86","2.96","0.90","2.82","7466"
"Keith Hessler","- - -","27","42.0","10.07","3.21","3.13","0.21","26.7 %","8.5 %","18.2 %",".245","1.29",".342","73.3 %","3.21","2.96","0.26","3.62","12220"
"Dylan Unsworth","Mariners (AA)","23","46.2","6.75","1.35","5.00","0.39","19.0 %","3.8 %","15.2 %",".240","1.05",".290","87.1 %","1.16","2.96","-1.80","3.34","sa550449"
"Jose Zerpa","Rays (R)","19","25.2","6.66","0.70","9.50","0.35","18.3 %","1.9 %","16.4 %",".237","0.97",".286","55.9 %","3.16","2.96","0.20","2.80","sa826774"
"Marcos Lantigua","Red Sox (R)","20","16.0","8.44","4.50","1.88","0.00","17.2 %","9.2 %","8.1 %",".418","2.56",".516","48.8 %","11.25","2.96","8.29","3.54","sa830637"
"Chance Adams","- - -","21","127.1","10.18","2.76","3.69","0.64","29.1 %","7.9 %","21.2 %",".168","0.90",".223","75.9 %","2.33","2.96","-0.62","2.88","sa875066"
"Andy Ferguson","- - -","27","37.2","8.84","2.63","3.36","0.24","24.7 %","7.3 %","17.3 %",".187","0.98",".248","59.0 %","2.87","2.96","-0.09","3.57","sa598931"
"Bailey Falter","Phillies (A-)","19","59.2","8.90","2.56","3.47","0.45","22.7 %","6.5 %","16.2 %",".254","1.31",".326","65.1 %","3.17","2.96","0.21","2.82","sa875033"
"Edilson Batista","Red Sox (R)","18","52.2","6.32","3.42","1.85","0.00","17.6 %","9.5 %","8.1 %",".213","1.14",".265","72.6 %","2.39","2.96","-0.57","3.20","sa872826"
"Kurt Spomer","- - -","26","59.1","7.74","2.12","3.64","0.46","21.1 %","5.8 %","15.3 %",".281","1.31",".351","71.8 %","3.03","2.96","0.07","2.85","sa659458"
"Cameron Varga","Rays (A)","21","13.2","10.54","2.63","4.00","0.66","25.0 %","6.3 %","18.8 %",".317","1.68",".419","50.9 %","7.24","2.96","4.28","2.65","sa828697"
"Corey Walter","Athletics (AA)","23","100.1","4.84","1.35","3.60","0.18","13.5 %","3.7 %","9.7 %",".239","1.06",".274","73.0 %","2.15","2.96","-0.81","3.44","sa829586"
"Bryan Abreu","- - -","19","38.2","9.54","4.66","2.05","0.00","23.0 %","11.2 %","11.8 %",".250","1.53",".339","54.1 %","4.89","2.96","1.92","3.46","sa828588"
"Dilmer Mejia","Braves (R)","18","35.1","7.39","2.55","2.90","0.00","18.6 %","6.4 %","12.2 %",".277","1.39",".348","66.7 %","3.06","2.96","0.09","3.53","sa828518"
"Arturo Mujica","Rays (R)","20","60.2","7.57","3.71","2.04","0.00","20.4 %","10.0 %","10.4 %",".237","1.27",".310","73.5 %","2.37","2.96","-0.59","3.34","sa829081"
"John Lamb","Reds (AAA)","25","29.1","7.98","2.76","2.89","0.31","20.0 %","6.9 %","13.1 %",".294","1.50",".370","62.8 %","5.22","2.96","2.25","3.68","8493"
"Jhonathan Diaz","Red Sox (R)","19","60.0","8.55","2.70","3.17","0.30","23.1 %","7.3 %","15.8 %",".231","1.17",".301","64.6 %","2.85","2.96","-0.11","2.90","sa828483"
"Josh Smoker","Mets (AAA)","27","57.0","12.79","2.84","4.50","0.79","32.0 %","7.1 %","24.9 %",".281","1.47",".409","67.5 %","4.11","2.97","1.14","2.67","10285"
"Brandon Koch","Rays (A+)","22","7.0","9.00","5.14","1.75","0.00","25.9 %","14.8 %","11.1 %",".130","1.00",".188","71.4 %","2.57","2.97","-0.40","3.98","sa875026"
"Robert Tasin","Phillies (A)","24","34.2","11.42","4.67","2.44","0.26","26.8 %","11.0 %","15.9 %",".285","1.70",".404","67.1 %","4.93","2.97","1.97","3.46","sa875784"
"Burris Warner","- - -","21","21.0","8.57","4.71","1.82","0.00","22.7 %","12.5 %","10.2 %",".208","1.29",".281","70.4 %","3.43","2.97","0.46","3.59","sa918496"
"Cesilio Pimentel","Pirates (A)","23","51.0","8.47","2.65","3.20","0.35","24.0 %","7.5 %","16.5 %",".207","1.04",".269","74.2 %","2.65","2.97","-0.32","3.46","sa603201"
"Phil Coke","Yankees (AAA)","33","70.0","7.84","2.70","2.90","0.39","20.5 %","7.1 %","13.4 %",".247","1.27",".308","71.4 %","2.96","2.97","-0.01","3.44","5535"
"Javier Navas","Astros (R)","18","42.0","9.64","4.93","1.96","0.00","24.6 %","12.6 %","12.0 %",".226","1.38",".318","69.8 %","2.79","2.97","-0.18","3.33","sa879107"
"Jose Alberro","Brewers (R)","18","7.0","10.29","6.43","1.60","0.00","24.2 %","15.2 %","9.1 %",".250","1.71",".350","58.3 %","5.14","2.97","2.17","3.21","sa924306"
"Thyago Vieira","Mariners (A+)","22","44.1","10.76","3.65","2.94","0.20","28.0 %","9.5 %","18.5 %",".219","1.24",".313","68.4 %","2.84","2.97","-0.13","3.62","14510"
"Diego Cordero","Cardinals (R)","18","35.1","9.17","3.31","2.77","0.25","24.0 %","8.7 %","15.3 %",".235","1.25",".316","60.9 %","3.57","2.97","0.60","2.88","sa873150"
"Ryan Hartman","Astros (A-)","22","45.2","9.46","1.38","6.86","0.79","25.5 %","3.7 %","21.8 %",".236","1.07",".302","84.1 %","2.36","2.97","-0.61","2.37","sa918166"
"Colt Hynes","- - -","31","49.0","9.92","1.65","6.00","0.92","26.5 %","4.4 %","22.1 %",".272","1.27",".353","67.3 %","3.86","2.97","0.89","2.60","7560"
"Neil Ramirez","Twins (AAA)","27","20.1","11.95","3.10","3.86","0.89","32.9 %","8.5 %","24.4 %",".189","1.03",".267","78.1 %","3.10","2.97","0.13","3.20","7677"
"Louis Head","Indians (AA)","26","67.2","8.11","2.39","3.39","0.40","22.6 %","6.7 %","15.9 %",".223","1.09",".283","73.5 %","2.66","2.97","-0.31","3.26","sa658343"
"Tyler Warmoth","- - -","24","36.0","10.25","3.00","3.42","0.00","29.7 %","8.7 %","21.0 %",".191","1.00",".282","86.1 %","1.00","2.97","-1.97","4.26","sa919526"
"Mike Estevez","- - -","23","5.2","12.71","4.76","2.67","0.00","34.8 %","13.0 %","21.7 %",".211","1.24",".364","75.0 %","3.18","2.97","0.20","3.50","sa876812"
"Brent Honeywell","- - -","21","115.1","9.13","1.95","4.68","0.70","25.8 %","5.5 %","20.3 %",".221","1.03",".283","82.1 %","2.34","2.98","-0.63","3.04","sa828706"
"Wander Cabrera","Rockies (R)","18","51.1","9.47","3.86","2.45","0.35","24.9 %","10.1 %","14.8 %",".214","1.23",".287","77.5 %","2.63","2.98","-0.35","2.88","sa873320"
"Chris McDonald","Pirates (R)","21","25.1","5.33","2.49","2.14","0.00","13.6 %","6.4 %","7.3 %",".272","1.38",".318","60.0 %","3.55","2.98","0.58","3.53","sa921551"
"Onas Farfan","Twins (R)","23","31.0","10.45","3.48","3.00","0.29","28.6 %","9.5 %","19.1 %",".209","1.13",".301","69.2 %","3.48","2.98","0.51","3.06","sa829262"
"Juan De Paula","Mariners (R)","18","41.0","11.63","2.41","4.82","0.44","30.6 %","6.4 %","24.3 %",".253","1.27",".365","69.1 %","3.07","2.98","0.10","2.88","sa873153"
"Gavin Pittore","- - -","22","68.1","8.82","2.90","3.05","0.13","24.5 %","8.1 %","16.5 %",".196","1.02",".266","76.4 %","2.24","2.98","-0.74","3.54","sa857616"
"Michael King","- - -","21","30.2","5.87","2.64","2.22","0.00","15.2 %","6.8 %","8.3 %",".303","1.50",".363","66.0 %","4.11","2.98","1.13","3.37","sa874220"
"Jose Castillo","- - -","20","40.0","11.03","2.70","4.08","0.45","28.2 %","6.9 %","21.3 %",".272","1.38",".383","74.7 %","2.03","2.98","-0.95","3.05","17169"
"Miguel Aguilar","Reds (R)","20","23.2","10.27","2.28","4.50","0.00","24.6 %","5.5 %","19.1 %",".317","1.61",".432","73.2 %","4.18","2.98","1.20","3.62","sa877827"
"Jared Oliver","- - -","23","23.2","10.65","4.56","2.33","0.00","25.5 %","10.9 %","14.6 %",".266","1.56",".379","68.3 %","4.18","2.98","1.20","3.61","sa918600"
"Enmanuel Solano","Cardinals (R)","17","23.1","6.56","1.54","4.25","0.39","17.4 %","4.1 %","13.3 %",".261","1.20",".311","66.4 %","3.86","2.98","0.87","2.80","sa921578"
"Callan Pearce","Twins (R)","20","31.2","7.96","3.41","2.33","0.00","20.9 %","9.0 %","11.9 %",".227","1.23",".297","69.1 %","1.99","2.98","-0.99","3.43","sa830197"
"Andin Diaz","- - -","23","27.1","9.88","3.29","3.00","0.00","25.2 %","8.4 %","16.8 %",".234","1.28",".325","54.1 %","3.62","2.99","0.64","3.27","sa658855"
"Jose Oyervides","Mexican (AAA)","34","103.2","10.42","2.86","3.64","0.61","28.3 %","7.8 %","20.5 %",".234","1.20",".321","77.5 %","2.78","2.99","-0.21","2.69","sa202000"
"Wes Parsons","- - -","23","66.2","7.42","2.70","2.75","0.00","19.6 %","7.1 %","12.5 %",".254","1.27",".323","64.4 %","3.51","2.99","0.52","3.55","sa736026"
"Justin Topa","- - -","25","12.2","5.68","2.13","2.67","0.00","16.0 %","6.0 %","10.0 %",".196","0.95",".237","76.9 %","2.13","2.99","-0.86","3.38","sa658926"
"Fernando Nieve","Mexican (AAA)","33","56.2","10.64","2.38","4.47","0.79","28.0 %","6.3 %","21.8 %",".255","1.27",".342","70.8 %","3.97","2.99","0.98","2.78","2173"
"Edward Perez","Dodgers (R)","20","32.0","9.84","4.78","2.06","0.00","25.6 %","12.4 %","13.1 %",".157","1.09",".225","70.0 %","1.69","2.99","-1.30","3.28","sa830766"
"Jhon Nunez","Phillies (R)","18","20.1","9.74","3.54","2.75","0.44","26.5 %","9.6 %","16.9 %",".227","1.23",".308","67.8 %","3.10","2.99","0.11","2.97","sa873187"
"Garrett Brummett","- - -","22","22.1","10.07","2.82","3.57","0.40","25.3 %","7.1 %","18.2 %",".275","1.43",".369","57.0 %","5.64","2.99","2.65","3.56","sa920104"
"Frank Duncan","- - -","24","138.2","7.53","2.34","3.22","0.26","20.0 %","6.2 %","13.8 %",".244","1.19",".306","79.0 %","2.34","2.99","-0.65","3.35","sa738963"
"Derian Gonzalez","- - -","21","100.0","8.46","3.96","2.14","0.09","22.9 %","10.7 %","12.2 %",".221","1.25",".294","74.4 %","2.16","2.99","-0.83","3.43","sa737568"
"Osmer Morales","- - -","23","116.2","10.34","2.08","4.96","0.54","28.0 %","5.6 %","22.3 %",".248","1.18",".340","73.6 %","3.32","2.99","0.33","3.41","sa546482"
"Jose Rosario","- - -","25","54.0","7.83","2.83","2.76","0.17","20.6 %","7.5 %","13.2 %",".246","1.28",".313","79.9 %","2.50","2.99","-0.49","3.63","sa506730"
"Landon Beck","- - -","23","54.0","9.83","4.00","2.46","0.33","25.5 %","10.4 %","15.2 %",".243","1.37",".331","73.4 %","3.33","2.99","0.34","3.23","sa829390"
"Juan Herrera","- - -","20","58.2","9.51","3.99","2.38","0.00","25.5 %","10.7 %","14.8 %",".162","1.01",".232","65.3 %","3.07","2.99","0.08","3.20","sa833640"
"Tanner Tully","Indians (A-)","21","46.0","5.09","1.76","2.89","0.00","14.4 %","5.0 %","9.4 %",".191","0.89",".225","75.6 %","1.17","3.00","-1.82","3.71","sa873685"
"Lane Hobbs","White Sox (R)","21","22.1","8.46","0.81","10.50","0.00","20.2 %","1.9 %","18.3 %",".310","1.48",".392","51.4 %","5.24","3.00","2.24","3.80","sa918431"
"Kyle Fischer","- - -","25","33.2","5.61","2.41","2.33","0.00","15.9 %","6.8 %","9.1 %",".190","0.95",".230","70.6 %","2.41","3.00","-0.59","3.44","sa829490"
"Patrick Schuster","- - -","25","44.2","9.27","3.63","2.56","0.00","24.9 %","9.7 %","15.1 %",".189","1.10",".263","88.5 %","1.21","3.00","-1.79","4.06","10029"
"Lucas Shearrow","White Sox (R)","25","5.1","10.13","3.38","3.00","0.00","30.0 %","10.0 %","20.0 %",".167","0.94",".250","60.0 %","3.38","3.00","0.38","3.44","sa830421"
"Nate Abel","- - -","23","50.2","8.88","3.20","2.78","0.18","22.9 %","8.3 %","14.7 %",".275","1.44",".362","74.0 %","3.38","3.00","0.38","3.50","sa876807"
"Jonathan Hennigan","Phillies (A-)","21","14.1","11.93","3.77","3.17","0.63","32.8 %","10.3 %","22.4 %",".157","0.98",".226","80.9 %","1.88","3.00","-1.12","2.83","sa918447"
"Cody Stull","- - -","24","61.2","9.49","2.04","4.64","0.44","25.4 %","5.5 %","19.9 %",".233","1.14",".308","72.3 %","1.61","3.00","-1.39","3.47","sa829651"
"Cesar Rosado","- - -","20","50.0","9.36","4.14","2.26","0.00","23.3 %","10.3 %","13.0 %",".223","1.32",".305","72.6 %","2.52","3.00","-0.48","3.46","sa873321"
"Tyler Peitzmeier","- - -","23","37.2","6.93","1.67","4.14","0.24","18.5 %","4.5 %","14.0 %",".260","1.22",".317","65.0 %","2.87","3.00","-0.14","3.46","sa875221"
"Henry Medina","Brewers (R)","18","55.2","4.85","2.43","2.00","0.00","12.7 %","6.4 %","6.4 %",".243","1.22",".282","60.6 %","4.04","3.00","1.04","3.41","sa916728"
"Jacob Shortslef","- - -","21","44.2","9.07","2.82","3.21","0.20","23.6 %","7.3 %","16.2 %",".236","1.23",".313","67.1 %","3.63","3.00","0.62","3.38","sa875810"
"Matt Cooper","- - -","24","118.2","10.77","2.50","4.30","0.76","30.5 %","7.1 %","23.4 %",".208","1.04",".285","68.8 %","3.26","3.00","0.26","2.61","sa829187"
