"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","HLD","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Luis Figueroa","Angels (AAA)","35","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","776"
"Shawn Kelley","- - -","25","0","0","0.00","3","2","0","0","0","0","1","3.0","9","0","0","0","0","0","0","0","0","0","3","7773"
"Chris Jakubauskas","Mariners (AAA)","30","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","1","7831"
"Ted Lilly","Cubs (A)","33","1","0","0.00","1","1","0","0","0","0","0","5.0","17","2","0","0","0","1","0","0","0","0","2","833"
"Bill Bray","Reds (AAA)","26","0","0","0.00","3","0","0","0","0","0","1","5.0","18","2","0","0","0","1","0","0","0","0","6","8538"
"Justin Duchscherer","- - -","31","0","0","0.00","3","3","0","0","0","0","0","11.0","38","6","0","0","0","1","0","0","0","0","8","910"
"Sergio Romo","- - -","26","0","0","0.00","6","1","0","0","0","0","1","7.2","29","4","1","0","0","2","0","0","1","0","9","9817"
"Johnny Raburn","Brewers (AA)","30","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","sa198964"
"Lincoln Holdzkom","Pirates (AA)","27","0","1","0.00","14","0","0","0","0","2","2","17.0","73","15","7","0","1","10","0","3","3","0","10","sa200781"
"Jay Caligiuri","Angels (AA)","29","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa200986"
"Jake Wald","Giants (AAA)","28","0","0","0.00","1","0","0","0","0","0","0","0.2","4","2","0","0","0","0","0","0","0","0","0","sa201574"
"Kody Kirkland","Braves (AA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa202138"
"Peter Ciofrone","Padres (AAA)","25","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","1","0","0","0","0","0","sa202378"
"Luis Bolivar","Reds (AAA)","28","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa202382"
"Carlos Mendoza","Yankees (AA)","29","0","0","0.00","1","0","0","0","0","0","0","1.0","2","0","0","0","0","0","0","0","0","0","0","sa213432"
"Mike Mooney","Giants (AA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","0","sa225828"
"Brett Dowdy","Padres (AAA)","27","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","0","sa226269"
"Casey Benjamin","Rangers (AAA)","28","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa226348"
"Robert Valido","Orioles (AA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","sa244006"
"Brent Johnson","Mariners (A+)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa253915"
"John Poppert","Nationals (AAA)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa254489"
"Miguel Ramirez","Dodgers (A+)","25","0","0","0.00","3","0","0","0","0","0","0","4.1","16","0","0","0","0","2","0","1","0","0","4","sa254821"
"Michael Mitchell","Athletics (R)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa263238"
"Rafael Cova","- - -","27","0","0","0.00","16","0","0","0","9","0","1","15.0","68","7","3","0","0","13","0","0","3","0","27","sa287564"
"Chris Frey","Rockies (AAA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa291760"
"Adam Godwin","Dodgers (AA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa291770"
"Brad Corley","Pirates (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","sa294002"
"Michael Griffin","Reds (AAA)","25","0","0","0.00","2","0","0","0","0","0","0","2.0","9","1","0","0","0","1","0","1","0","0","4","sa294650"
"Luis Nunez","Yankees (A+)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","2","0","0","0","0","0","sa295125"
"Ray Chang","Pirates (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa295642"
"Valerio Heredia","Nationals (A)","23","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","0","sa296355"
"Justin Tordi","Reds (AA)","25","0","0","0.00","2","0","0","0","0","0","0","2.2","10","2","0","0","0","1","0","0","0","0","1","sa298508"
"Corey Smith","Royals (AA)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","2","0","1","0","0","1","sa3000030"
"Ricardo Montilla","Rays (R)","21","2","0","0.00","4","0","0","0","0","2","0","6.0","26","6","0","0","0","0","0","1","0","0","8","sa3000193"
"Grabiel Diaz","Blue Jays (R)","21","0","0","0.00","1","0","0","0","0","0","0","3.1","13","3","0","0","0","0","0","0","0","0","4","sa3000198"
"Luis Fernando Morales","Mexican (AAA)","31","0","0","0.00","1","0","0","0","0","0","0","1.0","8","2","3","0","0","1","0","1","0","0","0","sa3000332"
"Jose Jimenez","Rangers (R)","22","0","0","0.00","1","0","0","0","0","0","1","1.0","4","2","0","0","0","0","0","0","0","0","0","sa3000396"
"Jose Altuve","Nationals (R)","21","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa3000520"
"Esteban Aguilar","Mexican (AAA)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","sa3000690"
"Henris Reyes","Giants (R)","19","0","0","0.00","1","0","0","0","0","0","0","2.0","8","0","0","0","0","3","0","0","2","0","1","sa3000756"
"Ronald Lora","White Sox (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","1","sa3000774"
"Antony Alvarado","Red Sox (R)","19","0","0","0.00","2","0","0","0","0","0","0","2.0","9","3","1","0","0","1","0","0","0","0","3","sa3000801"
"Braly Guzman","Rays (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa3000876"
"Esteylin Feliz","Orioles (R)","20","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","0","sa3000882"
"Julio Nunez","Orioles (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.2","6","0","0","0","0","0","0","1","0","0","1","sa3000926"
"Deibisson Rozon","Orioles (R)","19","0","0","0.00","2","0","0","0","0","0","0","3.0","11","0","0","0","0","3","0","0","0","0","1","sa3000927"
"Juan Lopez","Pirates (R)","19","1","0","0.00","1","0","0","0","0","0","0","3.1","12","2","1","0","0","1","0","0","0","0","1","sa3000957"
"Sergio Zorrillo","Rangers (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","2","0","0","1","0","0","1","0","3","sa3000996"
"Jeifrich Garcia","Royals (R)","18","0","0","0.00","2","0","0","0","0","0","0","1.2","9","3","0","0","0","0","0","1","1","0","1","sa3001015"
"Miguel Suero","Marlins (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","0","0","2","0","0","2","sa3001042"
"George Rosa","Nationals (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","0","sa3001048"
"Stephen Englund","Nationals (R)","21","0","0","0.00","3","1","0","0","0","0","0","2.2","8","0","0","0","0","0","0","0","0","0","4","sa326544"
"Rico Salmon","Brewers (R)","21","0","0","0.00","5","0","0","0","0","0","1","6.0","27","3","0","0","0","7","0","0","0","0","3","sa327113"
"Justin Fuller","Dodgers (A+)","25","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa327141"
"Bobby Felmy","Giants (AA)","25","0","0","0.00","1","0","0","0","0","0","0","2.1","9","1","0","0","0","1","0","0","0","0","0","sa327718"
"Joseph Tucker","Tigers (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","1","0","0","0","0","0","sa327747"
"Carson Kainer","Reds (AA)","24","0","0","0.00","1","0","0","0","0","0","0","0.2","4","2","0","0","0","0","0","0","0","0","1","sa327789"
"Dustin Black","Orioles (A)","22","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","1","0","0","0","0","2","sa327829"
"Brett Whiteside","Brewers (A+)","21","1","0","0.00","4","0","0","0","0","0","0","6.0","21","3","0","0","0","1","0","0","0","0","3","sa327839"
"Jeff Inman","Pirates (A-)","21","0","0","0.00","2","2","0","0","0","0","0","4.0","17","4","0","0","0","0","0","1","0","0","2","sa328057"
"Spike McDougall","Marlins (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa328190"
"Kevin Smith","Yankees (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.2","6","0","0","0","0","1","0","0","0","0","0","sa328192"
"Jake Eigsti","Mets (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa328431"
"Craig Albernaz","Rays (AAA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa328612"
"Deybis Benitez","Mariners (A+)","22","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","1","0","0","sa329202"
"Young-Il Jung","Angels (R)","20","0","0","0.00","2","0","0","0","0","0","2","2.0","7","1","0","0","0","0","0","0","0","0","3","sa356979"
"Mike Folli","Cardinals (AA)","23","0","0","0.00","2","0","0","0","0","0","0","1.2","9","0","0","0","0","4","0","0","0","0","0","sa388937"
"Joey Paciorek","Brewers (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","sa389764"
"Travis Nevakshonoff","Brewers (R)","19","0","0","0.00","2","1","0","0","0","0","0","2.0","7","0","0","0","0","0","0","0","0","0","0","sa389773"
"Dusty Napoleon","Athletics (A)","23","0","0","0.00","2","0","0","0","0","0","0","2.0","8","2","0","0","0","0","0","0","0","0","1","sa389788"
"Jason White","Orioles (AA)","25","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa389789"
"Warren Schaeffer","Rockies (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa390281"
"Ryan Acosta","Yankees (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa390653"
"Brendan Monaghan","Orioles (A)","24","0","0","0.00","3","0","0","0","0","0","0","3.2","14","1","0","0","0","3","0","0","0","0","0","sa392123"
"Brooks Mohr","Mariners (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","1","0","0","1","0","0","1","0","1","sa392194"
"Anthony Norman","Angels (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.1","5","0","0","0","0","2","0","0","0","0","0","sa392744"
"Jose Arredondo","Cardinals (R)","21","0","0","0.00","2","0","0","0","0","0","1","2.0","8","2","0","0","0","0","0","0","0","0","1","sa393068"
"Michael Marseco","Brewers (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa454869"
"Matthew Hall","Rays (AAA)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa454883"
"Karim Turkamani","Blue Jays (A-)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa454904"
"Justin McClanahan","Blue Jays (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","2","0","0","0","0","1","sa454918"
"Nate Hanson","Twins (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","0","sa455200"
"Robert Lara","Padres (A)","22","0","0","0.00","2","0","0","0","0","0","0","2.0","9","0","0","0","0","2","0","0","0","0","5","sa455283"
"Adam Amar","Nationals (A-)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","0","sa455597"
"Tyler Howe","Mets (R)","23","0","0","0.00","5","0","0","0","0","0","1","4.1","17","1","0","0","0","1","0","0","1","0","6","sa455706"
"Yen-Wen Kuo","Reds (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","1","sa456008"
"Augusto Marte","Mariners (R)","19","0","0","0.00","2","0","0","0","0","0","0","2.0","15","4","5","0","0","2","0","1","2","0","2","sa456055"
"Francisco Rivero","Orioles (R)","18","0","0","0.00","3","0","0","0","0","0","1","8.1","29","5","0","0","0","2","0","0","0","0","6","sa462401"
"Matt Bashore","Twins (R)","21","0","0","0.00","1","0","0","0","0","0","1","2.0","8","3","0","0","0","0","0","0","0","0","2","sa501204"
"Zack Dodson","Pirates (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa501219"
"Ben Tootle","Twins (R)","21","0","0","0.00","6","0","0","0","2","0","0","6.1","23","4","0","0","0","2","0","0","0","0","1","sa501243"
"Zack Von Rosenberg","Pirates (R)","18","0","0","0.00","1","1","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa501498"
"Brody Colvin","Phillies (R)","18","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","1","0","0","1","0","0","0","0","2","sa501521"
"Kevin James","Rays (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa501604"
"Graham Stoneburner","Yankees (A-)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","sa501745"
"Brett Bukvich","- - -","23","2","0","0.00","3","0","0","0","0","0","0","4.1","18","3","1","0","0","3","1","0","0","0","3","sa502035"
"Derrick Lowery","Reds (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","sa502127"
"Jordan Flasher","- - -","21","1","0","0.00","12","0","0","0","2","0","2","16.1","66","11","0","0","0","8","0","1","1","0","15","sa502130"
"Tim Palincsar","Indians (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","1","0","0","1","0","0","0","0","1","sa502522"
"Drew Dominguez","Red Sox (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa502802"
"Brian Gump","Phillies (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa502920"
"Paul Smyth","- - -","22","2","0","0.00","25","0","0","0","11","0","3","36.1","128","14","0","0","0","4","1","1","0","0","44","sa503009"
"Dan April","Rays (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","1","sa503355"
"Jacob Schmidt","Cubs (R)","22","0","0","0.00","2","0","0","0","0","0","1","2.0","9","2","0","0","0","1","0","0","0","0","3","sa503404"
"Geno Glynn","Rays (R)","22","1","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","0","0","1","0","0","1","sa503460"
"Alejandro Martinez","Yankees (R)","20","1","0","0.00","2","0","0","0","0","0","0","3.1","14","3","1","0","0","0","0","0","0","0","6","sa504008"
"Anggelo Echeverria","Cardinals (R)","17","1","0","0.00","2","0","0","0","0","0","0","4.2","16","0","0","0","0","1","0","0","0","0","4","sa504740"
"Cristian Hirland","Astros (R)","18","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","1","0","0","0","0","0","sa505302"
"Fernand Cruzado","Athletics (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","2","0","1","0","0","0","sa505982"
"Victor Trinidad","Athletics (R)","18","0","0","0.00","8","0","0","0","1","0","0","10.1","40","7","2","0","0","2","0","2","1","0","13","sa506025"
"Oliver Garcia","Mariners (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","1","0","3","sa506286"
"Franklin Noel","Giants (R)","20","4","0","0.00","9","0","0","0","1","0","1","27.0","99","12","0","0","0","6","0","0","2","0","29","sa507011"
"Cesse De Jesus","Diamondbacks (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa508134"
"Jacob Geglein","Rangers (R)","23","1","0","0.00","3","0","0","0","0","0","0","3.1","17","2","2","0","0","2","0","2","0","0","2","sa508266"
"Manuel Avila","Mexican (AAA)","17","0","0","0.00","7","0","0","0","0","0","0","10.2","47","7","1","0","0","7","0","1","1","0","5","sa508758"
"Jose Meraz","Mexican (AAA)","21","0","0","0.00","2","0","0","0","0","0","0","1.1","6","2","0","0","0","1","0","0","0","0","1","sa509483"
"Aldo Salinas","Mexican (AAA)","19","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa510025"
"Jose Tineo","Cubs (R)","18","0","0","0.00","1","0","0","0","0","0","0","0.1","3","1","0","0","0","1","0","0","1","0","1","sa511053"
"Jan Rehacek","Twins (R)","22","1","0","0.00","4","0","0","0","1","0","0","6.0","21","1","1","0","0","1","0","0","0","1","7","sa511473"
"Emiliano Medina","Rangers (R)","18","0","0","0.00","3","0","0","0","0","0","1","3.0","11","1","1","0","0","0","0","0","0","0","2","sa511573"
"Felipe Gonzalez","Yankees (R)","17","0","1","0.00","2","0","0","0","0","0","0","1.0","10","3","6","0","0","1","0","0","1","0","0","sa512503"
"Richard Rodriguez","Blue Jays (R)","20","0","0","0.00","3","1","0","0","0","0","0","3.0","14","5","1","0","0","0","0","2","0","0","0","sa512705"
"Billy Kitchen","Mariners (R)","21","1","0","0.00","5","0","0","0","0","0","2","6.1","23","3","3","0","0","0","0","1","0","0","6","sa512930"
"Taylor Whitenton","Mets (R)","21","0","0","0.00","4","0","0","0","1","0","0","5.0","20","1","0","0","0","5","0","0","0","0","7","sa513151"
"Danny Cruz","Mariners (R)","20","0","0","0.00","3","0","0","0","0","0","0","3.0","12","1","0","0","0","2","0","0","0","0","6","sa513982"
"Reinaldo Albino","Reds (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa518361"
"Diomedes Mateo","Pirates (R)","19","0","1","0.00","3","0","0","0","0","0","0","8.0","32","4","2","0","0","3","0","1","0","0","10","sa597217"
"Juan Heredia","Yankees (R)","20","2","0","0.32","13","13","0","0","0","0","0","57.0","216","34","3","2","0","20","0","3","5","1","63","sa505535"
"Zach Quate","Rays (A-)","21","1","0","0.35","18","0","0","0","13","0","0","26.0","95","15","2","1","0","4","1","1","1","0","34","sa501754"
"Pedro Guerra","Twins (R)","19","7","0","0.38","14","11","0","0","1","0","1","71.0","264","44","4","3","0","12","0","6","0","0","75","sa506787"
"Nelson Germocen","Mariners (R)","20","3","1","0.41","17","0","0","0","12","2","0","22.0","92","8","5","1","0","14","0","2","1","1","32","sa3000513"
"Garrett Parcell","- - -","24","1","0","0.44","26","0","0","0","1","0","7","40.2","158","19","6","2","0","15","0","2","3","0","44","sa389661"
"Joshua Goodin","Orioles (R)","22","1","1","0.47","11","0","0","0","3","0","1","19.0","74","8","2","1","0","4","0","3","5","0","23","sa507429"
"Alex Wilson","Red Sox (A-)","22","0","1","0.50","13","13","0","0","0","0","0","36.0","126","10","3","2","0","7","0","0","0","0","33","9239"
"Scottie Allen","Diamondbacks (R)","17","1","0","0.51","12","0","0","0","0","0","1","17.2","69","9","4","1","0","7","0","0","0","0","16","sa501628"
"Erasmo Ramirez","Mariners (R)","19","11","1","0.51","14","13","0","0","0","0","0","88.0","324","54","10","5","1","5","1","7","4","0","80","10314"
"Raul Ruiz","Pirates (R)","18","7","0","0.53","20","0","0","0","6","3","1","33.2","126","23","4","2","0","3","0","2","3","0","29","sa447877"
"Shawn Griffith","- - -","22","2","2","0.53","25","0","0","0","9","1","1","33.2","126","13","3","2","0","10","0","1","4","0","52","sa503221"
"Evan Bronson","Nationals (A-)","22","3","0","0.55","20","0","0","0","4","0","2","49.1","180","28","7","3","0","3","0","1","2","0","38","sa502411"
"Mike Johnston","- - -","30","0","0","0.55","16","0","0","0","1","0","3","16.1","68","15","1","1","0","7","1","1","0","0","9","1868"
"Jamie Hayes","Braves (R)","22","1","0","0.61","12","0","0","0","4","0","0","14.2","58","12","4","1","0","2","0","2","1","0","11","sa503720"
"Gavin Brooks","Yankees (A-)","21","5","1","0.62","30","0","0","0","3","1","5","43.1","181","27","8","3","1","24","4","1","1","0","48","sa501593"
"Mike Minor","Braves (A)","21","0","1","0.64","4","4","0","0","0","0","0","14.0","48","10","1","1","0","0","0","0","0","0","17","10021"
"Henry Owens","- - -","30","0","0","0.66","11","0","0","0","1","0","1","13.2","55","6","1","1","0","12","1","0","0","0","11","3520"
"Jonathan Correa","Reds (R)","18","0","1","0.68","6","6","0","0","0","0","0","13.1","57","8","4","1","0","8","0","1","0","0","14","sa509858"
"Zach See","Twins (R)","20","2","0","0.69","13","0","0","0","2","0","3","26.0","102","16","3","2","0","10","0","1","2","0","34","sa504231"
"Luis Hernandez","Mets (R)","18","0","2","0.70","13","0","0","0","5","2","2","38.1","146","24","8","3","0","10","1","3","2","0","25","sa3000994"
"Amilcar Gaxiola","Braves (R)","18","4","0","0.71","6","0","0","0","0","0","0","12.2","47","9","1","1","0","0","0","1","2","0","10","sa510464"
