"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Scott Shuman","Rays (A+)","23","51.2",".275","1.22","21.1 %","43.3 %","35.6 %","12.5 %","9.4 %","51.6 %","16.8 %","31.6 %","32.7 %","250","355","605","sa328196"
"Robert Lara","- - -","24","50.2",".310","1.16","13.2 %","46.5 %","40.3 %","18.8 %","9.4 %","43.2 %","24.7 %","32.1 %","23.1 %","135","306","441","sa455283"
"Ryan Berry","- - -","22","36.1",".296","1.91","14.7 %","56.0 %","29.4 %","12.5 %","9.4 %","40.5 %","22.5 %","36.9 %","28.6 %","64","209","273","sa501544"
"Francis Ramirez","- - -","19","49.0",".248","0.88","15.5 %","39.4 %","45.1 %","21.9 %","9.4 %","42.2 %","24.5 %","33.3 %","25.6 %","126","280","406","sa505475"
"Jheyson Manzueta","- - -","21","100.0",".289","0.90","19.0 %","38.3 %","42.7 %","18.8 %","9.4 %","47.9 %","19.8 %","32.3 %","18.2 %","355","541","896","sa506843"
"Luis Mendez","Mexican (AAA)","22","29.0",".256","1.38","17.4 %","47.8 %","34.8 %","18.8 %","9.4 %","54.8 %","25.8 %","19.4 %","6.9 %","174","247","421","sa509937"
"Stephen Hiscock","Rays (A)","23","66.0",".345","0.68","21.1 %","31.9 %","47.1 %","15.6 %","9.4 %","46.1 %","29.3 %","24.7 %","24.6 %","147","407","554","sa550216"
"Patrick Quinn","Reds (R)","21","30.0",".358","1.22","24.5 %","41.5 %","34.0 %","21.9 %","9.4 %","48.0 %","22.5 %","29.6 %","20.3 %","70","176","246","sa550281"
"Matison Smith","Astros (R)","23","34.0",".394","1.22","20.2 %","43.8 %","36.0 %","15.6 %","9.4 %","54.2 %","21.9 %","24.0 %","37.1 %","45","233","278","sa550419"
"Jose Sanchez","Royals (R)","22","36.1",".353","1.81","23.1 %","49.6 %","27.4 %","15.6 %","9.4 %","38.4 %","24.0 %","37.6 %","17.4 %","115","224","339","sa550453"
"Ricky Martinez","Cardinals (A-)","23","31.1",".298","1.66","15.0 %","53.0 %","32.0 %","9.4 %","9.4 %","53.3 %","24.3 %","22.4 %","19.6 %","53","166","219","sa550460"
"Roman Rivas","Mexican (AAA)","23","29.1",".257","1.59","18.6 %","50.0 %","31.4 %","12.5 %","9.4 %","46.2 %","23.1 %","30.8 %","3.5 %","151","252","403","sa595860"
"Julian Figueroa","Mexican (AAA)","24","65.2",".376","0.83","15.5 %","38.4 %","46.1 %","19.6 %","9.3 %","45.7 %","23.1 %","31.3 %","7.6 %","414","688","1102","sa509396"
"Joe Van Meter","Rangers (A)","22","82.1",".290","0.84","17.2 %","37.8 %","45.0 %","22.4 %","9.3 %","46.4 %","24.2 %","29.4 %","25.8 %","171","446","617","sa546681"
"Adam Ottavino","Cardinals (AAA)","25","141.0",".329","1.36","15.1 %","48.9 %","36.0 %","14.7 %","9.3 %","42.1 %","25.4 %","32.5 %","9.3 %","986","1422","2408","1247"
"Tyler Stovall","Braves (A)","21","53.1",".283","0.79","12.4 %","38.6 %","49.0 %","20.0 %","9.3 %","44.5 %","20.7 %","34.8 %","17.3 %","248","312","560","sa454438"
"Dylan Unsworth","Mariners (R)","18","61.0",".333","1.25","15.9 %","46.8 %","37.3 %","18.7 %","9.3 %","45.2 %","22.3 %","32.5 %","24.8 %","59","353","412","sa550449"
"David Phelps","- - -","24","114.1",".318","1.18","24.9 %","40.6 %","34.5 %","23.7 %","9.3 %","37.1 %","29.6 %","33.3 %","7.8 %","590","1093","1683","6316"
"Armando Rodriguez","Mets (A+)","23","75.0",".250","0.53","10.0 %","31.3 %","58.7 %","16.9 %","9.3 %","45.6 %","26.7 %","27.7 %","30.3 %","143","441","584","sa503637"
"Ernesto Silva","Braves (R)","19","57.1",".327","2.91","14.3 %","63.8 %","21.9 %","16.3 %","9.3 %","49.3 %","16.9 %","33.8 %","24.7 %","101","328","429","sa506552"
"Luis Ortiz","Pirates (R)","19","43.0",".216","1.42","17.5 %","48.4 %","34.1 %","23.3 %","9.3 %","40.3 %","20.2 %","39.5 %","25.3 %","58","203","261","sa546535"
"Mitch Lambson","Astros (A-)","20","35.1",".302","0.79","19.8 %","35.4 %","44.8 %","27.9 %","9.3 %","36.4 %","30.3 %","33.3 %","31.9 %","45","225","270","sa577012"
"Andy Ferguson","Royals (R)","22","36.1",".353","1.12","18.0 %","43.2 %","38.7 %","23.3 %","9.3 %","37.1 %","21.6 %","41.4 %","28.5 %","70","221","291","sa598931"
"Jeremy Hefner","Padres (AAA)","25","157.1",".315","0.92","13.7 %","41.5 %","44.8 %","16.4 %","9.3 %","47.4 %","23.8 %","28.8 %","8.1 %","1001","1621","2622","1989"
"Matt Klinker","- - -","26","109.2",".332","1.18","17.6 %","44.6 %","37.8 %","22.9 %","9.3 %","46.7 %","24.2 %","29.1 %","8.1 %","577","1093","1670","sa389882"
"Victor Mateo","Rays (A)","21","124.1",".322","0.99","20.0 %","39.7 %","40.3 %","17.2 %","9.3 %","47.3 %","28.6 %","24.2 %","28.7 %","179","714","893","sa504206"
"Ross Seaton","Astros (AA)","21","155.0",".299","0.93","21.4 %","37.9 %","40.7 %","24.4 %","9.3 %","46.3 %","24.3 %","29.3 %","8.9 %","815","1476","2291","sa454510"
"Scott Snodgress","White Sox (R)","21","59.1",".344","1.39","18.9 %","47.2 %","34.0 %","9.3 %","9.3 %","40.5 %","24.4 %","35.1 %","32.8 %","80","378","458","12020"
"Sammy Gervacio","- - -","26","46.2",".229","1.06","14.6 %","43.8 %","41.5 %","25.9 %","9.3 %","52.2 %","22.8 %","25.0 %","13.6 %","274","456","730","5127"
"Mike Ekstrom","Rays (AAA)","27","68.1",".347","1.76","25.5 %","47.5 %","27.0 %","13.0 %","9.3 %","40.1 %","31.9 %","28.0 %","10.4 %","447","667","1114","7488"
"Michael Kohn","Angels (AAA)","25","48.1",".350","0.94","13.2 %","42.1 %","44.6 %","13.0 %","9.3 %","36.8 %","28.8 %","34.4 %","13.4 %","312","537","849","8505"
"Wade Miley","- - -","24","129.2",".301","1.93","18.6 %","53.6 %","27.8 %","18.5 %","9.3 %","47.2 %","22.1 %","30.7 %","9.2 %","723","1250","1973","8779"
"Stosh Wawrzasek","Brewers (A)","20","52.2",".318","1.30","16.8 %","47.0 %","36.2 %","22.2 %","9.3 %","32.0 %","30.7 %","37.3 %","29.3 %","128","323","451","sa455325"
"Austin Hyatt","Phillies (AA)","25","154.1",".294","0.56","17.0 %","29.6 %","53.3 %","22.7 %","9.3 %","45.4 %","23.2 %","31.4 %","27.9 %","352","1052","1404","sa501768"
"Yunior Ortega","Red Sox (R)","19","39.1",".241","0.70","16.4 %","34.5 %","49.1 %","16.7 %","9.3 %","53.9 %","20.5 %","25.6 %","31.5 %","47","223","270","sa506231"
"Erik Turgeon","- - -","24","73.0",".329","0.82","12.5 %","39.5 %","48.0 %","18.5 %","9.2 %","42.8 %","28.4 %","28.8 %","18.5 %","169","475","644","sa455488"
"Zach Putnam","Indians (AAA)","23","69.0",".284","1.43","16.8 %","48.9 %","34.2 %","20.0 %","9.2 %","45.7 %","28.9 %","25.4 %","12.7 %","415","717","1132","9080"
"Phil Irwin","- - -","24","140.2",".294","1.81","14.7 %","54.9 %","30.4 %","19.2 %","9.2 %","43.8 %","21.3 %","34.9 %","14.9 %","385","1009","1394","9489"
"Carlton Smith","- - -","25","61.0",".346","1.46","14.4 %","50.8 %","34.8 %","9.2 %","9.2 %","46.4 %","23.5 %","30.1 %","10.3 %","403","657","1060","sa288773"
"Tyler Stohr","- - -","24","57.0",".263","1.17","10.8 %","48.1 %","41.1 %","27.7 %","9.2 %","44.7 %","21.4 %","34.0 %","24.8 %","144","336","480","sa454745"
"Daniel Mata","Mariners (R)","17","60.2",".321","1.38","18.0 %","47.6 %","34.4 %","27.7 %","9.2 %","37.7 %","26.1 %","36.2 %","26.5 %","88","331","419","sa546480"
"Jim Paduch","- - -","28","98.1",".318","0.85","16.9 %","38.2 %","44.9 %","22.7 %","9.2 %","43.3 %","24.6 %","32.1 %","10.2 %","597","986","1583","sa225761"
"Tanner Bushue","- - -","20","85.1",".319","0.67","18.9 %","32.6 %","48.5 %","24.1 %","9.2 %","44.4 %","29.2 %","26.4 %","28.4 %","92","486","578","sa500829"
"Juan Pablo Oramas","- - -","21","108.1",".311","0.75","19.0 %","34.8 %","46.2 %","25.5 %","9.2 %","37.6 %","30.9 %","31.5 %","11.8 %","583","1153","1736","sa508100"
"Yunesky Maya","Nationals (AAA)","29","129.2",".300","1.22","16.6 %","45.8 %","37.6 %","23.0 %","9.2 %","45.4 %","26.3 %","28.3 %","8.3 %","658","1320","1978","11420"
"Nick Sarianides","- - -","21","81.0",".311","1.68","19.0 %","50.8 %","30.2 %","15.8 %","9.2 %","47.5 %","23.0 %","29.6 %","25.0 %","159","446","605","sa502369"
"Willie Collazo","- - -","31","68.1",".299","1.08","17.0 %","43.1 %","39.9 %","23.0 %","9.2 %","37.8 %","23.9 %","38.3 %","9.9 %","280","562","842","3503"
"Alejandro Armenta","Mexican (AAA)","32","113.2",".292","1.46","19.3 %","47.9 %","32.8 %","25.7 %","9.2 %","40.2 %","25.4 %","34.4 %","8.2 %","728","1169","1897","sa185722"
"Francisco Felix","- - -","27","86.1",".309","0.92","17.7 %","39.4 %","42.9 %","28.4 %","9.2 %","42.1 %","26.3 %","31.7 %","9.7 %","598","890","1488","sa323427"
"Brian Broderick","Cardinals (AAA)","24","91.0",".335","1.32","16.0 %","47.7 %","36.3 %","17.5 %","9.2 %","44.5 %","25.8 %","29.7 %","6.2 %","503","921","1424","3773"
"Mike Fiers","- - -","26","126.0",".225","1.11","19.4 %","42.4 %","38.2 %","19.2 %","9.2 %","42.6 %","28.0 %","29.5 %","10.3 %","645","1260","1905","7754"
"Tomas Solis","- - -","28","108.2",".327","1.44","15.8 %","49.7 %","34.5 %","17.5 %","9.2 %","48.6 %","26.4 %","25.0 %","6.1 %","709","1065","1774","sa508197"
"J.R. Bradley","Diamondbacks (A)","19","142.2",".312","1.30","16.8 %","47.0 %","36.2 %","16.0 %","9.1 %","49.0 %","21.6 %","29.4 %","19.1 %","264","809","1073","sa548235"
"Aroldis Chapman","- - -","23","13.0",".419","1.36","16.1 %","48.4 %","35.5 %","27.3 %","9.1 %","46.9 %","21.9 %","31.3 %","10.1 %","90","138","228","10233"
"Aaron Loup","Blue Jays (A+)","23","65.2",".319","1.35","18.4 %","46.8 %","34.7 %","18.2 %","9.1 %","38.6 %","27.4 %","34.0 %","18.0 %","131","370","501","10343"
"John Gast","- - -","22","161.1",".299","1.35","16.4 %","48.0 %","35.6 %","17.0 %","9.1 %","41.4 %","23.9 %","34.6 %","13.6 %","617","1210","1827","11133"
"Danny Burawa","- - -","22","84.0",".289","2.11","13.5 %","58.6 %","27.8 %","13.6 %","9.1 %","40.2 %","20.3 %","39.4 %","27.9 %","121","459","580","11397"
"Greg Aquino","- - -","33","15.1",".333","2.09","17.1 %","56.1 %","26.8 %","9.1 %","9.1 %","44.2 %","18.6 %","37.2 %","11.2 %","109","159","268","1899"
"Scott Atchison","Red Sox (AAA)","35","61.1",".290","1.25","19.5 %","44.8 %","35.7 %","21.8 %","9.1 %","28.8 %","28.1 %","43.1 %","11.8 %","306","632","938","2642"
"Jose Silva","- - -","37","33.1",".297","1.45","19.0 %","48.0 %","33.0 %","18.2 %","9.1 %","44.2 %","22.1 %","33.7 %","8.6 %","191","333","524","354"
"Christian Garcia","- - -","25","20.1",".348","2.64","13.0 %","63.0 %","23.9 %","18.2 %","9.1 %","53.2 %","8.5 %","38.3 %","40.7 %","28","144","172","4067"
"Jason Bergmann","Athletics (AA)","29","78.0",".312","1.14","22.3 %","41.3 %","36.4 %","21.6 %","9.1 %","49.8 %","21.3 %","28.9 %","9.8 %","507","795","1302","4640"
"Scott Elbert","Dodgers (AAA)","25","14.1",".316","1.82","18.4 %","52.6 %","28.9 %","36.4 %","9.1 %","46.2 %","28.2 %","25.6 %","12.9 %","101","154","255","7489"
"Andrew Taylor","Angels (AA)","24","112.0",".309","1.04","18.4 %","41.6 %","39.9 %","22.4 %","9.1 %","45.1 %","25.2 %","29.7 %","8.6 %","803","1113","1916","7896"
"Burke Badenhop","Marlins (AAA)","28","14.2",".365","2.55","20.4 %","57.1 %","22.4 %","9.1 %","9.1 %","38.5 %","26.9 %","34.6 %","8.7 %","107","146","253","9736"
"Adolfo Delfin","Mexican (AAA)","37","49.1",".287","1.36","18.1 %","47.2 %","34.6 %","27.3 %","9.1 %","40.6 %","24.8 %","34.6 %","12.1 %","279","481","760","sa185463"
"Juan Antonio Pena","Mexican (AAA)","33","19.2",".397","3.55","27.5 %","56.5 %","15.9 %","18.2 %","9.1 %","42.5 %","23.3 %","34.3 %","11.3 %","136","209","345","sa208507"
"Felix Romero","Giants (AAA)","31","61.0",".374","0.78","23.4 %","33.7 %","42.9 %","18.2 %","9.1 %","50.5 %","26.2 %","23.3 %","10.0 %","404","696","1100","sa209497"
"Miguel Saladin","Mexican (AAA)","36","29.0",".281","2.41","8.5 %","64.6 %","26.8 %","31.8 %","9.1 %","35.7 %","15.5 %","48.8 %","8.2 %","139","277","416","sa210553"
"Mike Ballard","- - -","27","159.1",".302","0.78","17.5 %","36.3 %","46.2 %","20.1 %","9.1 %","46.6 %","21.5 %","31.9 %","18.9 %","444","1269","1713","sa327794"
"Orlando Lara","Mexican (AAA)","26","38.0",".350","1.36","14.8 %","49.2 %","36.1 %","20.5 %","9.1 %","41.5 %","29.3 %","29.3 %","9.9 %","260","408","668","sa328299"
"Justin Phillabaum","Blue Jays (A+)","25","10.1",".463","2.09","17.1 %","56.1 %","26.8 %","27.3 %","9.1 %","47.6 %","21.4 %","31.0 %","22.8 %","26","66","92","sa389393"
"Donald Hume","Mariners (A+)","25","8.0",".269","1.27","3.8 %","53.8 %","42.3 %","9.1 %","9.1 %","66.7 %","18.5 %","14.8 %","15.2 %","24","42","66","sa389660"
"Efrain Nieves","Brewers (A+)","21","63.0",".330","1.00","18.9 %","40.5 %","40.5 %","10.4 %","9.1 %","38.1 %","28.9 %","33.0 %","23.3 %","126","364","490","sa389754"
"Daniel Turpen","Rockies (AA)","24","59.2",".305","1.80","17.6 %","52.9 %","29.4 %","18.2 %","9.1 %","49.7 %","21.0 %","29.2 %","9.7 %","420","594","1014","sa389922"
"Kevin Nabors","Angels (A+)","25","44.0",".343","1.15","15.7 %","45.0 %","39.3 %","27.3 %","9.1 %","52.7 %","20.3 %","27.0 %","22.6 %","146","278","424","sa454862"
"Dan Houston","- - -","24","163.1",".291","1.83","17.7 %","53.2 %","29.1 %","17.5 %","9.1 %","48.6 %","20.2 %","31.2 %","15.5 %","537","1193","1730","sa454953"
"Drew Gagnon","Brewers (R)","21","19.0",".462","2.00","34.0 %","44.0 %","22.0 %","18.2 %","9.1 %","38.5 %","19.2 %","42.3 %","29.2 %","49","136","185","sa455094"
"Richard Martinez","- - -","22","53.2",".359","1.11","18.7 %","42.7 %","38.6 %","18.2 %","9.1 %","50.6 %","20.5 %","29.0 %","25.1 %","148","319","467","sa456380"
"Randy Henry","- - -","21","52.2",".282","2.00","14.3 %","57.1 %","28.6 %","6.8 %","9.1 %","50.0 %","19.4 %","30.6 %","29.0 %","53","289","342","sa501222"
"Trent Stevenson","- - -","21","85.0",".338","1.16","17.9 %","44.0 %","38.1 %","22.3 %","9.1 %","46.9 %","22.1 %","31.0 %","16.5 %","98","449","547","sa501499"
"Chase Cooney","White Sox (A)","23","48.1",".275","0.82","13.0 %","39.1 %","47.8 %","15.2 %","9.1 %","47.2 %","24.3 %","28.5 %","25.5 %","139","289","428","sa502785"
"Joseph Serafin","- - -","25","137.0",".333","1.24","16.0 %","46.5 %","37.5 %","19.3 %","9.1 %","50.8 %","23.1 %","26.1 %","16.5 %","267","775","1042","sa503224"
"Jonathan Kountis","Mets (R)","23","5.1",".450","0.45","15.8 %","26.3 %","57.9 %","9.1 %","9.1 %","52.4 %","23.8 %","23.8 %","27.1 %","11","37","48","sa503420"
"Aaron Terry","Cardinals (A+)","24","35.1",".276","1.97","14.0 %","57.0 %","28.9 %","12.1 %","9.1 %","44.5 %","18.5 %","37.0 %","15.6 %","91","172","263","sa503424"
"Brennan Flick","Giants (A-)","21","32.1",".359","2.91","15.7 %","62.7 %","21.6 %","4.5 %","9.1 %","53.8 %","19.8 %","26.4 %","29.9 %","73","198","271","sa503955"
"Willengton Cruz","Cubs (A-)","20","53.1",".310","1.18","14.3 %","46.4 %","39.3 %","16.4 %","9.1 %","45.7 %","24.5 %","29.8 %","23.9 %","139","304","443","sa506686"
"Carlos De Aza","Dodgers (R)","21","33.1",".327","0.95","20.4 %","38.9 %","40.7 %","18.2 %","9.1 %","36.0 %","30.6 %","33.3 %","20.8 %","59","191","250","sa506965"
"Juan Ramon Mares","Mexican (AAA)","23","29.0",".309","1.30","20.0 %","45.3 %","34.7 %","24.2 %","9.1 %","43.3 %","26.8 %","29.9 %","7.7 %","151","290","441","sa509460"
"Josh Mueller","Rockies (A)","22","106.1",".346","1.29","20.6 %","44.7 %","34.7 %","23.1 %","9.1 %","37.9 %","22.8 %","39.3 %","22.9 %","219","596","815","sa526401"
"Chad Sheppard","- - -","22","22.1",".306","1.00","12.0 %","44.0 %","44.0 %","27.3 %","9.1 %","56.9 %","11.8 %","31.4 %","31.4 %","74","152","226","sa526562"
"Jordan Shipers","Mariners (A-)","20","49.2",".326","1.66","14.6 %","53.3 %","32.1 %","13.6 %","9.1 %","46.6 %","17.1 %","36.3 %","24.4 %","115","290","405","sa549254"
"Ryan Bean","- - -","21","25.0",".403","1.50","22.5 %","46.5 %","31.0 %","18.2 %","9.1 %","48.7 %","24.3 %","27.0 %","33.6 %","77","170","247","sa549284"
"Richard Mendoza","Cardinals (R)","19","8.2",".231","1.09","8.0 %","48.0 %","44.0 %","45.5 %","9.1 %","59.3 %","18.5 %","22.2 %","11.1 %","92","52","144","sa549755"
"Aidan Lucas","Cardinals (A)","23","39.1",".260","1.42","15.8 %","49.5 %","34.7 %","21.2 %","9.1 %","45.5 %","25.3 %","29.3 %","31.6 %","87","242","329","sa549775"
"Jeff Urlaub","- - -","24","56.0",".295","1.36","20.0 %","46.2 %","33.8 %","25.0 %","9.1 %","43.3 %","24.8 %","31.9 %","39.3 %","53","364","417","sa549814"
"Noah Mull","Padres (A)","24","45.1",".313","0.85","14.7 %","39.2 %","46.2 %","18.2 %","9.1 %","44.4 %","28.8 %","26.8 %","27.3 %","86","270","356","sa550036"
"Ben Versnik","- - -","22","24.1",".200","1.91","13.5 %","56.8 %","29.7 %","27.3 %","9.1 %","50.7 %","14.3 %","35.1 %","16.1 %","44","118","162","sa550074"
"Alex Schmarzo","Orioles (A-)","22","36.1",".297","1.30","13.7 %","48.7 %","37.6 %","15.9 %","9.1 %","36.9 %","25.4 %","37.7 %","22.7 %","58","198","256","sa550325"
"Kevin Cravey","Marlins (A)","23","15.0",".333","2.55","17.0 %","59.6 %","23.4 %","0.0 %","9.1 %","51.0 %","14.3 %","34.7 %","23.3 %","35","85","120","sa550939"
"Jason Van Skike","- - -","22","33.0",".346","1.82","16.2 %","54.1 %","29.7 %","9.1 %","9.1 %","48.1 %","16.5 %","35.4 %","47.4 %","36","228","264","sa579046"
"Abel Mora","Padres (R)","19","54.1",".254","1.15","12.6 %","46.7 %","40.7 %","27.3 %","9.1 %","41.1 %","31.5 %","27.4 %","31.2 %","96","311","407","sa597159"
"Anderson Martinez","Nationals (R)","18","16.2",".271","1.00","6.4 %","46.8 %","46.8 %","40.9 %","9.1 %","52.9 %","23.5 %","23.5 %","25.6 %","38","91","129","sa597205"
"Cesar Ogando","Royals (R)","19","31.2",".414","1.09","14.0 %","44.9 %","41.1 %","20.5 %","9.1 %","34.8 %","22.6 %","42.6 %","19.5 %","112","191","303","sa597969"
"Julian Nunez","Yankees (R)","21","7.1",".273","0.91","0.0 %","47.6 %","52.4 %","9.1 %","9.1 %","37.5 %","37.5 %","25.0 %","7.8 %","48","29","77","sa598016"
"Brandon Lodge","Angels (R)","22","23.0",".321","0.85","21.8 %","35.9 %","42.3 %","21.2 %","9.1 %","37.5 %","27.5 %","35.0 %","19.6 %","23","125","148","sa598799"
"Nick Additon","- - -","23","158.0",".271","0.58","15.4 %","31.1 %","53.5 %","21.4 %","9.1 %","42.5 %","27.6 %","29.9 %","9.3 %","916","1582","2498","sa393067"
"Paul Demny","Nationals (A+)","21","143.2",".290","0.93","12.3 %","42.4 %","45.3 %","23.6 %","9.0 %","47.4 %","21.7 %","31.0 %","25.4 %","268","803","1071","sa392068"
"Brooks Raley","Cubs (AA)","23","136.1",".324","1.10","18.4 %","42.8 %","38.8 %","16.4 %","9.0 %","41.7 %","27.5 %","30.8 %","7.8 %","816","1363","2179","10061"
"Brandon Hynick","- - -","26","119.0",".303","0.99","17.4 %","41.0 %","41.6 %","20.6 %","9.0 %","45.5 %","24.0 %","30.5 %","8.1 %","728","1230","1958","sa326872"
"Jose Ramirez","- - -","21","103.1",".347","0.98","14.6 %","42.4 %","43.0 %","20.3 %","9.0 %","39.1 %","28.7 %","32.2 %","29.3 %","233","658","891","10171"
"Andres Ivan Meza","Mexican (AAA)","24","131.2",".289","1.59","16.7 %","51.2 %","32.1 %","18.8 %","9.0 %","46.2 %","21.9 %","31.9 %","8.2 %","724","1286","2010","sa508496"
"Scott Diamond","Twins (AAA)","24","123.0",".354","1.73","19.2 %","51.2 %","29.6 %","17.2 %","9.0 %","49.8 %","22.5 %","27.7 %","8.5 %","702","1290","1992","5089"
"Gary Daley","- - -","25","148.2",".312","2.28","15.3 %","58.9 %","25.8 %","21.3 %","9.0 %","50.0 %","19.6 %","30.5 %","9.4 %","830","1286","2116","sa326695"
"Matt Buschmann","- - -","27","134.1",".352","1.16","13.1 %","46.6 %","40.3 %","13.5 %","9.0 %","45.6 %","25.7 %","28.7 %","8.7 %","867","1346","2213","3832"
"Matt Maloney","- - -","27","83.1",".281","1.37","17.3 %","47.8 %","34.9 %","16.9 %","9.0 %","48.3 %","25.9 %","25.9 %","8.9 %","376","767","1143","9920"
"Ronald Uviedo","- - -","24","73.2",".325","0.90","17.2 %","39.2 %","43.6 %","29.2 %","9.0 %","41.2 %","34.9 %","23.9 %","19.1 %","332","650","982","sa386157"
"Yohan Gonzalez","Cubs (A)","21","73.1",".300","1.19","12.6 %","47.5 %","39.9 %","29.2 %","9.0 %","54.7 %","20.5 %","24.8 %","23.4 %","139","422","561","sa456058"
"Asher Wojciechowski","Blue Jays (A+)","22","130.1",".332","1.09","19.2 %","42.1 %","38.7 %","16.2 %","9.0 %","42.9 %","22.7 %","34.5 %","24.6 %","163","745","908","10836"
"Andrei Lobanov","Twins (A)","21","53.0",".376","0.97","15.8 %","41.5 %","42.6 %","25.6 %","9.0 %","42.0 %","24.4 %","33.7 %","22.0 %","89","325","414","sa455864"
"Juan Sosa","- - -","21","72.0",".267","1.22","11.7 %","48.5 %","39.8 %","15.4 %","9.0 %","44.1 %","26.2 %","29.7 %","29.5 %","118","394","512","sa503978"
"Cody Buckel","Rangers (A)","19","96.2",".321","1.49","17.8 %","49.2 %","33.1 %","26.9 %","9.0 %","41.6 %","22.5 %","35.9 %","37.2 %","130","609","739","sa548270"
"Matt Shoemaker","- - -","24","177.1",".273","0.94","16.9 %","40.2 %","42.9 %","22.0 %","9.0 %","47.7 %","25.8 %","26.5 %","11.1 %","867","1688","2555","4776"
"Kyler Newby","- - -","26","118.1",".308","0.86","22.9 %","35.7 %","41.4 %","17.9 %","9.0 %","42.8 %","27.8 %","29.4 %","10.8 %","688","1251","1939","sa288761"
"Aaron Pribanic","Pirates (AA)","24","153.0",".298","1.91","19.6 %","52.8 %","27.6 %","16.6 %","9.0 %","48.1 %","21.3 %","30.6 %","7.4 %","589","1243","1832","sa454500"
"Gustavo Chacin","- - -","30","81.2",".347","0.72","22.0 %","32.8 %","45.3 %","17.9 %","9.0 %","38.7 %","23.9 %","37.4 %","6.8 %","528","850","1378","2060"
"Jess Todd","- - -","25","54.2",".353","0.96","20.6 %","38.8 %","40.6 %","14.9 %","9.0 %","48.3 %","28.5 %","23.3 %","10.7 %","333","559","892","3805"
"Eric Berger","- - -","25","71.1",".350","1.25","17.0 %","46.2 %","36.8 %","19.4 %","9.0 %","47.6 %","27.0 %","25.4 %","25.5 %","273","585","858","sa389697"
"Jon Hesketh","- - -","25","45.0",".338","0.66","18.4 %","32.4 %","49.3 %","23.9 %","9.0 %","41.8 %","24.1 %","34.0 %","26.5 %","104","270","374","sa501991"
"Luis Meza","Dodgers (R)","20","64.2",".332","1.58","14.4 %","52.5 %","33.2 %","13.4 %","9.0 %","50.0 %","23.1 %","26.9 %","24.3 %","116","366","482","sa506964"
"Josh Slaats","Rockies (A)","22","125.0",".325","1.33","18.1 %","46.7 %","35.2 %","26.9 %","9.0 %","50.9 %","21.0 %","28.1 %","24.6 %","251","737","988","sa526413"
"Matt Moore","- - -","22","155.0",".272","1.18","19.3 %","43.7 %","37.0 %","22.0 %","8.9 %","39.9 %","26.0 %","34.1 %","16.6 %","822","1572","2394","1890"
"Brian Lawrence","Angels (AAA)","35","32.1",".368","0.77","18.2 %","35.5 %","46.3 %","8.9 %","8.9 %","48.4 %","24.6 %","27.1 %","7.2 %","178","348","526","1045"
"Oliver Perez","Nationals (AA)","29","75.2",".296","0.66","19.1 %","32.2 %","48.7 %","20.5 %","8.9 %","43.1 %","27.6 %","29.3 %","11.9 %","317","634","951","1514"
"Barret Browning","Angels (AAA)","26","66.1",".316","1.84","18.5 %","52.8 %","28.7 %","17.9 %","8.9 %","49.8 %","18.4 %","31.8 %","7.7 %","425","629","1054","9356"
"Edlando Seco","Mariners (A)","22","48.1",".343","1.04","19.1 %","41.1 %","39.7 %","21.4 %","8.9 %","46.5 %","21.5 %","31.9 %","23.2 %","131","279","410","sa504800"
"Forrest Snow","- - -","22","143.1",".307","1.10","17.3 %","43.3 %","39.3 %","22.0 %","8.9 %","48.6 %","23.3 %","28.1 %","21.8 %","357","976","1333","sa549462"
"Drew Leary","- - -","23","38.1",".355","0.82","19.0 %","36.5 %","44.4 %","19.6 %","8.9 %","46.5 %","23.3 %","30.2 %","28.2 %","57","230","287","sa595236"
"Francisco Cordova","Mexican (AAA)","39","43.1",".357","1.20","13.4 %","47.2 %","39.4 %","23.2 %","8.9 %","43.0 %","32.9 %","24.2 %","5.6 %","374","452","826","sa7717"
"Scott Mathieson","Phillies (AAA)","27","82.1",".286","0.74","21.1 %","33.6 %","45.3 %","25.7 %","8.9 %","41.6 %","29.7 %","28.8 %","10.0 %","577","909","1486","4771"
"Kyle Hurst","- - -","25","95.2",".307","0.81","15.7 %","37.7 %","46.6 %","23.3 %","8.9 %","50.2 %","23.2 %","26.6 %","19.5 %","226","607","833","sa455350"
"D.J. Carrasco","Mets (AAA)","34","46.2",".307","1.18","28.5 %","38.7 %","32.8 %","22.2 %","8.9 %","39.7 %","31.9 %","28.4 %","7.9 %","243","469","712","1666"
"Mark Hamburger","- - -","24","82.1",".253","1.09","17.9 %","42.8 %","39.3 %","17.8 %","8.9 %","42.9 %","24.9 %","32.2 %","12.5 %","451","785","1236","5329"
"Santos Arias","Twins (AA)","24","30.0",".398","0.98","25.8 %","36.7 %","37.5 %","31.1 %","8.9 %","44.3 %","21.3 %","34.4 %","10.8 %","110","196","306","sa393296"
"Alex Pepe","- - -","24","43.1",".292","1.33","11.8 %","50.4 %","37.8 %","17.8 %","8.9 %","43.9 %","18.7 %","37.4 %","21.5 %","193","262","455","sa503150"
