"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","HLD","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Carlos Zambrano","Cubs (A)","30","0","0","0.00","1","1","0","0","0","0","0","4.0","16","3","1","0","0","3","0","0","0","0","4","305"
"J.J. Furmaniak","Rays (AAA)","31","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","3054"
"Brian Esposito","Astros (AAA)","32","0","0","0.00","2","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","2","3085"
"Mike Cervenak","Marlins (AAA)","34","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","1","0","0","0","0","0","3133"
"Ryan Budde","Blue Jays (AAA)","31","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","2","3768"
"Carlos Villanueva","Blue Jays (A+)","27","0","0","0.00","1","1","0","0","0","0","0","1.0","5","1","1","0","0","0","0","0","0","0","0","4138"
"Matt Albers","Red Sox (AAA)","28","0","0","0.00","2","0","0","0","0","0","1","3.0","10","1","0","0","0","0","0","0","0","0","2","4300"
"Brad Eldred","Giants (AAA)","30","0","0","0.00","1","0","0","0","0","0","0","1.2","7","2","0","0","0","0","0","0","0","0","2","4328"
"Steve Tolleson","Padres (AAA)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","4450"
"Brandon McCarthy","Athletics (A+)","27","1","0","0.00","2","2","0","0","0","0","0","10.0","36","7","2","0","0","0","0","0","0","0","8","4662"
"Joe Blanton","Phillies (A)","30","0","0","0.00","1","1","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","4849"
"Val Majewski","Rangers (AAA)","30","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","4851"
"Peter Moylan","Braves (AAA)","32","0","1","0.00","6","1","0","0","0","0","2","6.0","29","5","1","0","0","4","0","0","1","0","10","4891"
"Fernando Salas","Cardinals (AAA)","26","0","0","0.00","3","0","0","0","2","0","0","3.0","12","2","0","0","0","0","0","2","0","0","4","4971"
"Jamie Romak","Royals (AA)","25","0","0","0.00","2","0","0","0","0","0","0","2.0","6","1","0","0","0","0","0","0","0","0","1","5552"
"Takashi Saito","Brewers (AAA)","41","0","0","0.00","6","0","0","0","0","0","1","5.2","19","3","0","0","0","0","0","0","0","0","7","6021"
"Casey Janssen","- - -","29","0","0","0.00","6","0","0","0","0","0","1","7.0","24","2","0","0","0","1","0","0","0","0","10","7355"
"Jermaine Curtis","Cardinals (AA)","23","0","0","0.00","2","0","0","0","0","0","0","1.2","5","0","0","0","0","0","0","0","0","0","1","7765"
"Glen Perkins","Twins (AAA)","28","0","0","0.00","2","1","0","0","0","0","0","3.0","12","4","0","0","0","0","0","0","0","0","2","8041"
"Jeff Frazier","Nationals (AAA)","28","0","0","0.00","2","0","0","0","0","0","0","1.2","8","1","0","0","0","2","0","0","1","0","1","8056"
"Huston Street","Rockies (AAA)","27","0","0","0.00","2","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","2","8258"
"Cole Kimball","Nationals (AAA)","25","1","0","0.00","12","0","0","0","5","0","0","13.2","57","8","0","0","0","8","1","0","1","0","14","9480"
"Joe Beimel","- - -","34","0","0","0.00","8","4","0","0","0","0","0","7.1","24","2","0","0","0","1","0","0","0","0","6","979"
"Sergio Romo","Giants (R)","28","0","0","0.00","1","1","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","3","9817"
"Darin Ruf","Phillies (A+)","24","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","1","9929"
"Brandon Kintzler","Brewers (AAA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","9939"
"Juan Ugas","Red Sox (R)","31","1","0","0.00","2","0","0","0","0","0","0","1.1","5","0","0","0","0","1","0","0","0","0","0","sa210998"
"Fernando Valenzuela","Mexican (AAA)","28","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","2","sa225728"
"Emerson Frostad","- - -","28","0","0","0.00","2","0","0","0","0","0","0","1.2","7","1","0","0","0","1","0","0","0","0","0","sa236458"
"Brian Peacock","Nationals (A+)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","0","0","0","1","0","0","0","0","0","sa289020"
"Salvador Sanchez","White Sox (R)","25","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","1","0","1","sa291439"
"Jonathan Mota","Cubs (AAA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","0","sa291809"
"Tim Kennelly","Phillies (AA)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa293973"
"Toby Gardenhire","Twins (AAA)","28","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa294214"
"Jose Coronado","Mets (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa295207"
"Matthew Sulentic","Athletics (AA)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa326687"
"Chad Rodgers","Braves (A+)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","sa326689"
"Danny Perales","Blue Jays (AAA)","26","0","0","0.00","2","0","0","0","0","0","0","2.0","8","2","0","0","0","1","0","0","0","0","3","sa327887"
"Cole Rohrbough","Braves (R)","24","0","0","0.00","1","1","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","sa328166"
"Raul Reyes","Mets (AA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","0","sa328741"
"Chuckie Caufield","Brewers (AA)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa328977"
"Wilberto Ortiz","Dodgers (AA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa329326"
"Taylor Harbin","Diamondbacks (AA)","25","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","0","sa388380"
"Scott Savastano","Mariners (AA)","25","0","1","0.00","3","0","0","0","0","0","0","2.1","13","3","1","0","0","2","0","0","0","0","0","sa389423"
"Bill Rhinehart","Nationals (AA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","1","sa389695"
"Ivor Hodgson","Royals (R)","25","0","0","0.00","4","3","0","0","0","0","0","6.0","24","4","1","0","0","2","0","1","0","0","5","sa389867"
"Aguido Gonzalez","- - -","24","0","0","0.00","3","0","0","0","0","0","0","3.0","10","1","0","0","0","2","0","0","1","0","1","sa393273"
"Sam Taveras","Orioles (A-)","23","0","0","0.00","2","0","0","0","0","0","0","2.1","12","2","0","0","0","4","0","0","0","0","1","sa398087"
"Jake Jefferies","Rays (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa454447"
"Kyle Greene","- - -","25","0","0","0.00","3","0","0","0","1","0","0","2.1","7","0","0","0","0","0","0","0","0","0","0","sa455037"
"Corey Thomas","Orioles (R)","22","0","0","0.00","1","0","0","0","0","0","1","1.0","4","0","0","0","0","1","0","0","0","0","1","sa455258"
"Diogenes Luis","Rays (A-)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","0","0","0","0","0","0","sa455622"
"Welinton Ramirez","Reds (A+)","24","0","0","0.00","2","0","0","0","0","0","0","2.0","11","4","0","0","0","0","0","1","0","0","4","sa455714"
"Luis Nieves","Mets (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","0","sa455740"
"Emerson Landoni","Yankees (A+)","22","1","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","0","0","1","0","0","1","sa455907"
"Rafael Vera","White Sox (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa455953"
"Juan Torres","Mets (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa455963"
"Moko Moanaroa","Red Sox (A-)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa458865"
"Jordan Kreke","Braves (AA)","24","0","0","0.00","2","0","0","0","0","0","0","1.1","7","2","0","0","0","1","0","0","0","0","0","sa501696"
"Steven Liddle","Twins (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.1","6","1","0","0","0","1","0","0","0","0","1","sa501762"
"Rand Smith","Marlins (A-)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","2","0","0","0","0","0","0","0","0","0","1","sa502037"
"Jose Hernandez","Pirates (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","3","sa502113"
"Matt Fields","- - -","24","0","0","0.00","2","0","0","0","0","0","0","4.0","16","1","1","0","0","1","0","0","0","0","1","sa502116"
"Daniel Kaczrowski","Diamondbacks (AA)","24","1","0","0.00","1","0","0","0","0","0","0","2.0","8","2","0","0","0","0","0","0","0","0","0","sa502313"
"Brian Gump","Phillies (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa502920"
"David Iden","Dodgers (A)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","sa503062"
"Travis Ozga","Mets (AA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa503315"
"Jeff Soptic","White Sox (R)","20","0","1","0.00","3","0","0","0","1","0","0","2.2","14","2","2","0","0","2","0","1","0","0","2","sa503518"
"Fabio Martinez","Angels (R)","21","0","0","0.00","2","0","0","0","0","0","1","2.1","10","2","0","0","0","1","0","0","1","0","2","sa503611"
"Chris Costantino","Cardinals (R)","19","0","0","0.00","3","0","0","0","0","0","0","6.0","23","3","0","0","0","1","0","1","1","0","7","sa503837"
"Mario Gonzalez","Astros (R)","19","0","0","0.00","2","0","0","0","0","0","0","3.0","13","2","0","0","0","2","0","0","0","0","1","sa505290"
"Braulio De Los Santos","Athletics (R)","23","0","0","0.00","1","1","0","0","0","0","0","1.2","11","3","3","0","0","1","0","1","0","0","3","sa506097"
"Alejandro Villa","Indians (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.2","4","2","0","0","0","0","0","0","0","0","1","sa506124"
"Victor Penalo","Royals (R)","19","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","1","0","0","0","0","2","sa506377"
"Victor Encarnacion","Cardinals (R)","21","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","1","0","sa506582"
"Samuel Ortiz","Tigers (R)","20","1","0","0.00","2","0","0","0","1","0","0","1.2","8","1","0","0","0","1","0","1","0","0","2","sa506704"
"Amaury Paulino","Cubs (R)","19","0","0","0.00","3","2","0","0","0","0","0","3.0","12","3","0","0","0","1","0","0","0","0","2","sa506739"
"Deuris Severino","Cubs (R)","20","0","0","0.00","1","0","0","0","0","0","1","1.2","7","0","0","0","0","2","0","0","1","0","1","sa506740"
"Thomas De Wolf","Mets (R)","21","0","1","0.00","1","0","0","0","0","0","0","1.2","6","1","1","0","0","1","0","0","0","0","2","sa506908"
"Alexis Garcia","Giants (R)","19","1","0","0.00","1","0","0","0","0","0","0","1.2","8","1","0","0","0","1","0","1","1","0","3","sa507018"
"Andruth Ramirez","Nationals (R)","22","0","1","0.00","1","0","0","0","0","0","0","1.0","7","0","2","0","0","2","0","0","0","0","0","sa507021"
"Francisco Dicen","Phillies (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa507269"
"Kelvin Santana","Astros (R)","21","2","0","0.00","14","0","0","0","5","0","0","20.1","82","11","1","0","0","13","0","0","3","0","31","sa507889"
"Ryan Smith","Reds (A+)","21","2","0","0.00","5","0","0","0","0","3","1","7.0","25","2","0","0","0","3","0","0","1","0","3","sa509632"
"Gabriel Santana","Yankees (R)","21","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","1","0","0","0","sa512510"
"Pierre LePage","Cubs (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa526176"
"Keith Bilodeau","- - -","21","1","0","0.00","8","0","0","0","0","0","1","14.0","52","10","0","0","0","4","0","0","0","0","15","sa526377"
"Osmer Morales","Mariners (R)","18","0","0","0.00","2","2","0","0","0","0","0","2.2","13","4","1","0","0","1","0","0","0","0","3","sa546482"
"Cole Tyrell","Padres (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa546885"
"Jefry Puente","Cubs (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa547808"
"Jose Solano","Astros (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","sa547835"
"Franny Polanco","Astros (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","1","0","0","0","0","1","sa547837"
"Gabriel Jimenez","Cubs (R)","17","0","0","0.00","2","0","0","0","0","0","0","2.0","9","0","0","0","0","1","0","0","0","0","0","sa547900"
"Yoiner Angulo","Astros (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.2","6","0","2","0","0","1","0","0","0","0","2","sa547929"
"Bjorn Hato","Mets (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.2","1","0","0","0","0","0","0","0","0","0","0","sa548095"
"Diego Cedeno","Rangers (R)","19","1","0","0.00","1","0","0","0","0","0","0","3.0","11","2","0","0","0","0","0","0","0","0","3","sa548110"
"Kevin Weijgertse","Mets (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","0","0","0","0","0","0","sa548114"
"Michael Fabiaschi","Athletics (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa549321"
"Alfredo Lopez","Marlins (A-)","21","0","0","0.00","2","0","0","0","0","0","0","1.1","4","1","0","0","0","0","0","0","0","0","0","sa549427"
"Chris Marlowe","Giants (R)","21","1","0","0.00","3","0","0","0","0","0","0","3.0","14","3","0","0","0","1","0","0","1","0","5","sa549493"
"Matt Johnson","Blue Jays (R)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa549593"
"Bryan Harper","Nationals (R)","21","0","0","0.00","2","0","0","0","0","0","0","2.0","7","1","0","0","0","1","0","0","0","0","2","sa549768"
"T.J. Mittelstaedt","Brewers (A)","23","0","0","0.00","2","0","0","0","0","0","0","2.0","7","2","0","0","0","0","0","1","0","0","0","sa549912"
"Mark Blackmar","Orioles (R)","19","3","0","0.00","10","0","0","0","4","0","2","17.2","67","9","0","0","0","8","0","0","1","0","15","sa549945"
"Devon Ethier","Dodgers (R)","21","0","1","0.00","1","0","0","0","0","0","0","2.0","11","1","3","0","0","1","0","0","0","0","2","sa549958"
"Mills Rogers","Nationals (A)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa550001"
"Chris Lamb","Orioles (R)","20","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","1","0","1","0","0","1","sa550057"
"Jesse Meaux","Rockies (A-)","21","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","0","0","1","0","0","2","sa550215"
"Angelo Ponte","Dodgers (R)","24","1","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa550235"
"Rey Bruguera","Padres (R)","19","0","0","0.00","3","0","0","0","1","0","0","3.2","15","1","0","0","0","3","0","0","1","0","2","sa550586"
"Andelson Fernandez","White Sox (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa550667"
"Francisco Rosario","Rays (R)","20","0","1","0.00","3","0","0","0","0","0","0","2.2","11","3","1","0","0","0","0","0","0","0","0","sa550707"
"Adderling Ruiz","Nationals (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.2","2","1","0","0","0","0","0","0","0","0","0","sa551002"
"Raul Hernandez","Rockies (R)","18","0","1","0.00","1","1","0","0","0","0","0","4.2","21","3","1","0","0","2","0","1","3","0","5","sa551013"
"Leandro De Dios","Dodgers (R)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","1","0","0","1","0","0","0","0","3","sa551016"
"San Lazaro Solano","Phillies (R)","20","1","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","3","sa551086"
"Marvin Barrios","Giants (R)","18","0","0","0.00","2","2","0","0","0","0","0","7.2","31","5","1","0","0","3","0","0","0","0","5","sa551274"
"Cesar Burgos","Tigers (R)","18","0","0","0.00","7","0","0","0","0","0","1","7.1","30","4","0","0","0","3","0","1","1","0","10","sa551990"
"Kyle Moore","Orioles (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa553214"
"Chance Sossamon","Rangers (A-)","21","0","0","0.00","2","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","2","sa577662"
"Clint Moore","Padres (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa577666"
"Anthony Meo","- - -","21","0","0","0.00","2","1","0","0","0","0","0","3.0","9","0","0","0","0","0","0","0","0","0","3","sa577803"
"Yunior Montero","Pirates (R)","18","1","0","0.00","1","1","0","0","0","0","0","5.0","18","2","0","0","0","1","0","0","0","0","4","sa596974"
"Carlos Yan","Rockies (R)","20","0","0","0.00","1","0","0","0","1","0","0","1.0","5","1","0","0","0","0","0","1","0","0","1","sa597086"
"Abraham Orozco","Mexican (AAA)","19","0","0","0.00","2","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa597242"
"Jeremy Gabryszwski","- - -","18","0","0","0.00","4","1","0","0","0","0","2","5.1","22","4","0","0","0","1","0","1","0","0","6","sa597791"
"Willie Canelo","Dodgers (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","1","0","0","3","1","0","sa597934"
"Jake Burnette","Pirates (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","1","0","0","1","0","0","0","0","1","sa598012"
"Edgar Osuna","Mexican (AAA)","21","0","0","0.00","8","0","0","0","0","0","1","5.1","22","5","0","0","0","2","0","0","0","0","5","sa598140"
"Chris Lamb","Athletics (R)","21","0","0","0.00","3","0","0","0","0","0","0","5.0","19","2","1","0","0","1","0","1","3","0","4","sa598183"
"Zach Kometani","Padres (A-)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","2","0","1","0","0","1","sa598484"
"Wes Schill","Nationals (R)","21","0","0","0.00","1","0","0","0","0","0","0","0.2","2","1","0","0","0","0","0","0","0","0","0","sa599087"
"Clint Wright","Braves (R)","21","0","0","0.00","8","0","0","0","0","0","1","8.2","32","3","0","0","0","3","0","1","0","0","3","sa599237"
"Michael Jensen","- - -","20","0","0","0.00","4","2","0","0","0","0","1","4.2","19","2","2","0","0","2","0","0","3","0","5","sa599280"
"Bennett Parry","Orioles (R)","19","1","0","0.00","2","0","0","0","0","0","0","3.0","13","2","1","0","0","1","0","1","2","0","3","sa599520"
"J.R. Krogstad","Twins (R)","22","0","0","0.00","3","0","0","0","0","0","0","4.1","16","2","0","0","0","1","0","0","1","0","3","sa599965"
"Kenny Miramontes","Phillies (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa600291"
"Edwin Contreras","Cubs (R)","17","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa600461"
"JJ Ethel","Dodgers (R)","22","1","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","0","0","0","0","0","0","sa600696"
"Hubbie Pellegaud","Mexican (AAA)","19","0","0","0.00","2","0","0","0","0","0","0","3.0","10","0","0","0","0","1","0","0","1","0","4","sa602536"
"Alexis Campos","Angels (R)","19","0","0","0.00","6","0","0","0","2","0","2","7.2","29","4","1","0","0","2","0","0","2","1","9","sa605145"
"Carlos Gomez","Orioles (R)","17","0","0","0.00","1","0","0","0","0","0","1","0.1","3","1","0","0","0","0","0","1","0","0","1","sa605681"
"Clayton Schulz","Royals (R)","21","2","0","0.00","4","1","0","0","0","0","0","16.2","61","9","3","0","0","2","0","0","2","0","17","sa608604"
"Nelson Arguila","Rays (R)","22","0","0","0.00","2","0","0","0","1","0","0","2.2","12","1","0","0","0","3","0","0","1","0","4","sa608759"
"Hua-Wei Lo","Tigers (R)","20","0","0","0.00","2","1","0","0","1","0","0","6.0","22","4","0","0","0","1","0","0","0","0","9","sa609731"
"Omar Gomez","Royals (R)","22","0","0","0.00","2","2","0","0","0","0","0","1.2","7","1","1","0","0","1","0","0","0","0","1","sa610008"
"Daniel Lantigua","Dodgers (R)","19","0","1","0.00","1","0","0","0","0","0","0","0.2","7","3","3","0","0","1","0","0","0","0","0","sa610717"
"Edgar Martinez","Twins (R)","20","2","1","0.32","18","1","0","0","5","2","1","28.0","115","20","6","1","0","9","1","3","3","0","12","sa548092"
"Joshua Corrales","- - -","21","2","1","0.33","21","0","0","0","7","0","2","27.0","101","9","2","1","1","10","0","2","1","0","25","sa599832"
"Jason West","- - -","22","2","0","0.47","17","0","0","0","4","0","2","19.0","76","15","1","1","0","6","0","2","0","0","24","sa601452"
"Austin Brough","Phillies (A-)","23","2","3","0.47","20","0","0","0","1","1","5","38.0","148","35","11","2","2","5","0","2","2","1","23","sa599815"
"Jeff Fulchino","Astros (AAA)","31","1","0","0.56","17","0","0","0","3","1","4","16.0","58","11","1","1","0","3","0","0","1","0","15","3532"
"David Carpenter","- - -","23","1","1","0.57","44","0","0","0","16","2","2","47.2","193","35","6","3","1","14","2","2","3","0","52","9244"
"Anyelo Leclerc","Rangers (R)","19","4","1","0.59","20","3","0","0","4","1","1","45.2","189","26","8","3","0","19","1","4","4","0","51","sa551970"
"Ryne Harper","- - -","22","3","0","0.59","17","0","0","0","3","2","1","30.1","108","15","2","2","1","6","0","0","1","0","37","sa599485"
"Kevin Quackenbush","- - -","22","2","1","0.64","35","0","0","0","18","1","0","42.0","158","25","3","3","0","12","0","0","1","0","71","12360"
"Jose Agusto Diaz","Dodgers (R)","20","2","0","0.67","19","0","0","0","2","2","4","27.0","113","22","6","2","0","11","0","3","0","1","23","sa597591"
"Emanuel Ramirez","Rays (R)","21","0","0","0.68","5","0","0","0","2","0","1","13.1","52","13","2","1","0","2","0","0","0","0","11","sa603200"
"Jack Leathersich","Mets (A-)","20","0","0","0.71","9","0","0","0","1","0","3","12.2","47","6","1","1","0","3","0","0","0","0","26","12562"
"Henry Alberto Rodriguez","- - -","24","0","0","0.73","9","1","0","0","0","0","1","12.1","49","8","2","1","0","6","0","0","2","0","16","6371"
"Matt Laney","Dodgers (R)","22","2","0","0.74","12","4","0","0","0","0","0","24.1","95","13","5","2","0","9","0","1","2","0","24","sa503434"
"Ryan Carpenter","Rays (A-)","20","2","1","0.76","8","4","0","0","0","1","0","23.2","84","9","2","2","0","4","0","0","1","0","26","12699"
"Daniel Schlereth","Tigers (AAA)","25","1","0","0.77","8","0","0","0","0","0","4","11.2","45","6","1","1","0","5","1","0","1","0","18","8739"
