"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Mauricio Tabachnik","Padres (A-)","20","62.0",".313","1.89","11.4 %","57.9 %","30.7 %","16.1 %","9.7 %","40.4 %","20.2 %","39.4 %","26.5 %","62","345","407","sa456442"
"Richard Alvarez","Rangers (R)","17","25.0",".417","1.00","15.1 %","42.5 %","42.5 %","9.7 %","9.7 %","48.7 %","23.7 %","27.6 %","19.7 %","55","174","229","sa502986"
"Atilio Escaray","Phillies (R)","20","31.0",".294","1.06","29.7 %","36.3 %","34.1 %","38.7 %","9.7 %","44.7 %","21.3 %","34.0 %","32.3 %","56","176","232","sa504902"
"Jose Almarante","Cardinals (R)","21","44.2",".259","0.84","2.6 %","44.4 %","53.0 %","22.6 %","9.7 %","45.1 %","34.4 %","20.5 %","37.4 %","40","262","302","sa506632"
"Alexis Bastardo","Reds (R)","23","37.0",".295","1.84","25.4 %","48.3 %","26.3 %","29.0 %","9.7 %","40.0 %","24.8 %","35.2 %","26.8 %","76","208","284","sa546493"
"Wynn Pelzer","- - -","24","114.1",".334","1.32","21.6 %","44.7 %","33.7 %","16.7 %","9.6 %","43.2 %","27.1 %","29.7 %","11.1 %","699","1051","1750","sa390616"
"Jeffry Antigua","Cubs (A)","20","93.0",".300","1.05","9.7 %","46.3 %","44.0 %","14.9 %","9.6 %","47.0 %","24.6 %","28.4 %","30.5 %","159","549","708","sa456113"
"Tyler Sexton","Orioles (A-)","24","67.0",".323","1.13","10.6 %","47.5 %","41.9 %","22.9 %","9.6 %","50.7 %","22.2 %","27.1 %","27.7 %","116","375","491","sa456076"
"Steve Grife","- - -","23","62.2",".281","0.58","17.1 %","30.4 %","52.5 %","32.5 %","9.6 %","46.6 %","24.2 %","29.2 %","33.6 %","135","380","515","sa502923"
"Carlos Pimentel","- - -","20","127.1",".322","0.78","14.7 %","37.3 %","48.1 %","20.3 %","9.6 %","47.6 %","25.2 %","27.2 %","20.0 %","303","755","1058","sa393262"
"Jon Link","Dodgers (AAA)","26","60.2",".324","1.81","17.5 %","53.1 %","29.4 %","23.1 %","9.6 %","40.1 %","27.3 %","32.6 %","8.4 %","362","609","971","3894"
"Kyle Waldrop","Twins (AAA)","24","87.2",".303","3.25","18.8 %","62.1 %","19.1 %","19.2 %","9.6 %","43.5 %","25.8 %","30.7 %","6.7 %","467","836","1303","7513"
"Scott Barnes","Indians (AA)","22","138.0",".285","1.08","17.8 %","42.6 %","39.6 %","16.0 %","9.6 %","43.2 %","23.3 %","33.4 %","23.7 %","269","803","1072","8718"
"John Lujan","- - -","26","62.0",".379","1.71","17.1 %","52.4 %","30.6 %","21.2 %","9.6 %","39.9 %","20.2 %","39.9 %","13.2 %","323","577","900","sa262151"
"Ryan Pope","Yankees (AA)","24","94.1",".291","1.07","20.4 %","41.1 %","38.5 %","19.2 %","9.6 %","40.4 %","27.1 %","32.5 %","28.4 %","156","541","697","sa390383"
"Jacob Thompson","Braves (AA)","23","131.2",".332","1.95","16.5 %","55.2 %","28.3 %","20.8 %","9.6 %","45.2 %","21.1 %","33.8 %","6.6 %","785","1297","2082","sa454553"
"Nick Czyz","- - -","23","103.0",".303","1.27","12.6 %","48.9 %","38.5 %","19.2 %","9.6 %","43.2 %","24.4 %","32.4 %","23.3 %","155","562","717","sa455247"
"Luis Mendoza","Royals (AAA)","26","131.2",".295","1.70","19.3 %","50.8 %","29.9 %","24.3 %","9.6 %","42.5 %","24.5 %","33.0 %","6.2 %","710","1250","1960","3126"
"Matt Magill","Dodgers (A)","20","126.1",".243","0.99","13.4 %","43.1 %","43.5 %","22.1 %","9.6 %","41.8 %","25.8 %","32.4 %","29.6 %","261","751","1012","3950"
"Kyle Weiland","Red Sox (AA)","23","128.1",".287","1.17","15.7 %","45.4 %","38.9 %","16.9 %","9.6 %","45.4 %","26.6 %","28.0 %","28.0 %","245","731","976","7874"
"Richard Zagone","- - -","23","155.1",".291","1.59","17.5 %","50.6 %","31.9 %","19.1 %","9.6 %","51.4 %","18.0 %","30.7 %","19.8 %","217","814","1031","sa454707"
"Jimmy Nelson","Brewers (R)","21","26.2",".354","2.14","9.6 %","61.6 %","28.8 %","19.0 %","9.5 %","42.7 %","24.4 %","32.9 %","32.2 %","62","183","245","10547"
"Kyle McPherson","- - -","22","121.2",".264","0.82","15.0 %","38.2 %","46.8 %","23.8 %","9.5 %","44.3 %","25.0 %","30.7 %","33.1 %","158","743","901","5009"
"Evan Scribner","Padres (AA)","24","66.0",".289","1.16","13.9 %","46.2 %","39.9 %","19.0 %","9.5 %","48.2 %","27.2 %","24.7 %","11.7 %","312","689","1001","7525"
"Michael Schwimer","- - -","24","60.0",".295","0.92","16.6 %","40.0 %","43.4 %","22.2 %","9.5 %","37.3 %","22.7 %","40.0 %","27.8 %","193","465","658","8103"
"Mitch Atkins","Cubs (AAA)","24","106.2",".263","0.78","19.6 %","35.3 %","45.1 %","22.4 %","9.5 %","47.8 %","23.4 %","28.8 %","8.4 %","628","1081","1709","8369"
"Brett Sinkbeil","Marlins (AAA)","25","63.0",".355","2.67","21.4 %","57.1 %","21.4 %","21.4 %","9.5 %","42.9 %","23.4 %","33.7 %","8.0 %","457","679","1136","9364"
"Justin Dowdy","Rays (AA)","26","17.2",".225","0.81","20.8 %","35.4 %","43.8 %","57.1 %","9.5 %","52.9 %","21.6 %","25.5 %","14.4 %","113","193","306","sa200906"
"Scot Drucker","Tigers (AAA)","28","86.2",".351","1.18","17.3 %","44.8 %","37.9 %","16.2 %","9.5 %","44.1 %","22.0 %","33.9 %","9.5 %","494","893","1387","sa262539"
"Kyle Cofield","- - -","23","58.1",".307","2.71","16.6 %","61.0 %","22.5 %","14.3 %","9.5 %","51.0 %","18.0 %","30.9 %","8.7 %","359","597","956","sa290212"
"Jeff Dietz","Diamondbacks (AA)","24","51.1",".325","1.03","15.8 %","42.8 %","41.4 %","28.6 %","9.5 %","47.1 %","18.5 %","34.4 %","8.7 %","318","526","844","sa449776"
"Bobby Bundy","Orioles (A)","20","116.0",".272","1.18","15.4 %","45.8 %","38.8 %","22.2 %","9.5 %","42.8 %","23.1 %","34.1 %","21.1 %","218","617","835","sa454969"
"Alan DeRatt","- - -","24","71.2",".266","1.06","9.4 %","46.6 %","44.0 %","26.2 %","9.5 %","34.4 %","25.6 %","40.0 %","29.6 %","101","420","521","sa455356"
"Mike Konstanty","Reds (A)","24","15.1",".386","1.14","15.1 %","45.3 %","39.6 %","14.3 %","9.5 %","43.1 %","27.6 %","29.3 %","17.9 %","54","91","145","sa455671"
"Ovispo De Los Santos","- - -","22","26.0",".279","1.52","13.1 %","52.5 %","34.4 %","23.8 %","9.5 %","46.0 %","22.2 %","31.8 %","39.5 %","43","167","210","sa456371"
"Eddie Ahorrio","Twins (R)","19","22.2",".214","1.29","12.7 %","49.1 %","38.2 %","28.6 %","9.5 %","45.6 %","22.8 %","31.6 %","28.1 %","55","130","185","sa503663"
"Jamie Hayes","Braves (R)","23","18.1",".375","1.29","17.2 %","46.6 %","36.2 %","14.3 %","9.5 %","48.3 %","19.0 %","32.8 %","31.3 %","35","115","150","sa503720"
"Marco Quevedo","Mexican (AAA)","23","91.2",".351","1.50","21.3 %","47.1 %","31.5 %","21.0 %","9.5 %","42.4 %","26.0 %","31.6 %","7.5 %","512","950","1462","sa508101"
"Baudel Zambrano","- - -","27","75.2",".341","1.17","17.7 %","44.4 %","37.9 %","17.1 %","9.5 %","51.0 %","25.0 %","24.0 %","6.3 %","564","726","1290","sa509259"
"Esteban Haro","Mexican (AAA)","24","44.2",".290","1.67","20.0 %","50.0 %","30.0 %","38.1 %","9.5 %","50.7 %","23.9 %","25.4 %","5.9 %","295","419","714","sa509455"
"Jose Luis Reyes","Mexican (AAA)","20","11.2",".250","0.76","11.9 %","38.1 %","50.0 %","28.6 %","9.5 %","57.1 %","21.4 %","21.4 %","4.3 %","113","121","234","sa542111"
"Jonathan Burns","Braves (R)","22","23.1",".373","1.38","19.4 %","46.8 %","33.9 %","9.5 %","9.5 %","54.0 %","22.2 %","23.8 %","34.2 %","24","137","161","sa549737"
"Guido Gomez","Cubs (R)","19","10.2",".385","0.81","5.0 %","42.5 %","52.5 %","19.0 %","9.5 %","61.9 %","21.4 %","16.7 %","20.0 %","26","59","85","sa550633"
"Blaine Sims","Braves (R)","21","19.1",".323","1.57","16.9 %","50.8 %","32.3 %","4.8 %","9.5 %","48.5 %","20.6 %","30.9 %","23.5 %","21","98","119","sa558070"
"Geoff Geary","- - -","33","69.1",".372","1.38","25.4 %","43.2 %","31.4 %","8.1 %","9.5 %","43.5 %","27.2 %","29.3 %","7.7 %","370","716","1086","1813"
"Brett Jacobson","Orioles (A+)","23","71.0",".294","1.39","10.6 %","52.0 %","37.4 %","10.8 %","9.5 %","47.4 %","19.4 %","33.2 %","26.9 %","131","420","551","sa454532"
"Fernando Rodriguez Jr.","Angels (AAA)","26","97.1",".384","0.99","20.9 %","39.4 %","39.7 %","19.7 %","9.4 %","42.2 %","23.9 %","33.9 %","7.9 %","640","1110","1750","7558"
"Matt Torra","- - -","26","183.0",".331","1.15","20.3 %","42.7 %","37.0 %","20.6 %","9.4 %","45.5 %","24.3 %","30.2 %","8.1 %","886","1822","2708","sa291167"
"Ross Seaton","Astros (A+)","20","146.1",".339","0.96","11.9 %","43.2 %","44.9 %","21.0 %","9.4 %","50.7 %","21.9 %","27.3 %","17.0 %","244","820","1064","sa454510"
"Jeremy Powell","Pirates (AAA)","34","134.1",".289","1.19","18.6 %","44.3 %","37.1 %","19.5 %","9.4 %","49.0 %","24.8 %","26.2 %","7.0 %","747","1338","2085","1010490"
"Eric Junge","Angels (AAA)","33","80.1",".325","1.04","15.6 %","43.0 %","41.4 %","20.8 %","9.4 %","39.1 %","27.2 %","33.7 %","9.6 %","501","793","1294","1611"
"Josh Judy","- - -","24","49.0",".366","0.83","28.1 %","32.6 %","39.3 %","26.4 %","9.4 %","30.2 %","33.1 %","36.7 %","10.5 %","264","553","817","1975"
"Geno Espineli","Giants (AAA)","27","60.2",".316","1.92","19.3 %","53.1 %","27.6 %","20.8 %","9.4 %","50.0 %","19.2 %","30.8 %","6.8 %","342","617","959","7405"
"Jay Jackson","Cubs (AAA)","22","157.1",".278","0.79","21.2 %","34.9 %","44.0 %","26.9 %","9.4 %","40.6 %","27.0 %","32.4 %","9.0 %","868","1568","2436","7432"
"Jeff Beliveau","- - -","23","64.1",".311","1.06","18.7 %","41.8 %","39.6 %","24.5 %","9.4 %","33.8 %","28.8 %","37.4 %","43.2 %","130","442","572","8504"
"Casey Kelly","Red Sox (AA)","20","95.0",".360","1.23","19.7 %","44.2 %","36.1 %","14.2 %","9.4 %","46.6 %","24.0 %","29.5 %","24.7 %","199","579","778","9174"
"Henry Mabee","White Sox (AA)","24","86.1",".280","2.98","14.6 %","64.0 %","21.5 %","18.9 %","9.4 %","48.5 %","23.3 %","28.3 %","10.2 %","544","815","1359","sa390187"
"Chris Kirkland","- - -","24","45.0",".333","1.06","12.1 %","45.2 %","42.7 %","22.6 %","9.4 %","39.5 %","24.8 %","35.7 %","34.9 %","64","283","347","sa455249"
"Jordan Flasher","Red Sox (A)","22","45.1",".333","0.91","18.5 %","38.7 %","42.7 %","17.0 %","9.4 %","33.6 %","26.4 %","40.0 %","27.7 %","97","282","379","sa502130"
"Ervis Manzanillo","- - -","18","57.2",".235","1.38","13.7 %","50.0 %","36.3 %","34.0 %","9.4 %","47.4 %","19.5 %","33.1 %","26.0 %","163","352","515","sa504899"
"Luis Jimenez","Mexican (AAA)","19","34.0",".308","0.87","18.9 %","37.7 %","43.4 %","32.1 %","9.4 %","46.8 %","22.6 %","30.7 %","5.8 %","171","310","481","sa543876"
"Erasmo Ramirez","Mariners (A)","20","151.2",".289","1.68","17.0 %","52.0 %","30.9 %","21.7 %","9.4 %","41.2 %","21.4 %","37.5 %","31.6 %","123","828","951","10314"
"Richard Bleier","Rangers (AA)","23","164.1",".313","2.39","16.7 %","58.7 %","24.6 %","13.0 %","9.4 %","46.9 %","24.2 %","28.9 %","7.8 %","729","1544","2273","7803"
"Dae-Eun Rhee","Cubs (A+)","21","114.1",".304","1.59","18.5 %","50.0 %","31.5 %","10.3 %","9.4 %","49.0 %","23.6 %","27.5 %","22.7 %","197","611","808","sa447648"
"Elizardo Ramirez","- - -","27","65.0",".326","0.84","24.0 %","34.8 %","41.2 %","30.2 %","9.4 %","44.8 %","28.6 %","26.6 %","6.9 %","384","681","1065","1946"
"Cody Eppley","- - -","24","69.1",".291","3.53","15.7 %","65.7 %","18.6 %","18.8 %","9.4 %","56.6 %","22.9 %","20.6 %","16.1 %","306","656","962","9095"
"Francisco Villegas","Mexican (AAA)","32","45.1",".208","0.78","12.3 %","38.5 %","49.2 %","32.8 %","9.4 %","47.4 %","23.7 %","28.9 %","8.3 %","272","427","699","sa202855"
"Kyle Hancock","Rockies (R)","22","16.2",".300","0.38","15.4 %","23.1 %","61.5 %","40.6 %","9.4 %","43.4 %","28.3 %","28.3 %","23.8 %","48","95","143","sa296380"
"LaCurtis Mayes","- - -","21","44.2",".338","1.05","12.7 %","44.7 %","42.7 %","17.2 %","9.4 %","42.0 %","28.7 %","29.3 %","24.4 %","98","262","360","sa328212"
"Thomas Eager","Cardinals (AA)","24","73.2",".262","1.63","20.0 %","49.5 %","30.5 %","18.8 %","9.4 %","44.6 %","22.7 %","32.7 %","9.3 %","494","738","1232","sa389285"
"Pete Andrelczyk","- - -","24","73.0",".259","1.47","13.7 %","51.4 %","35.0 %","20.3 %","9.4 %","43.3 %","25.3 %","31.4 %","28.5 %","163","448","611","sa454557"
"Marty Popham","- - -","22","126.2",".316","0.89","19.2 %","38.1 %","42.7 %","18.1 %","9.4 %","42.5 %","24.2 %","33.3 %","26.9 %","173","755","928","sa455066"
"Dan Remenowsky","White Sox (A+)","24","39.1",".369","1.38","11.6 %","51.2 %","37.2 %","9.4 %","9.4 %","42.5 %","19.5 %","37.9 %","44.0 %","72","276","348","sa461018"
"Scott Kelley","Royals (A)","23","68.0",".250","1.58","13.6 %","52.9 %","33.5 %","17.2 %","9.4 %","35.9 %","19.7 %","44.4 %","21.1 %","202","357","559","sa502151"
"Mike Piazza","- - -","23","31.2",".343","1.00","12.3 %","43.8 %","43.8 %","9.4 %","9.4 %","42.5 %","23.3 %","34.3 %","38.5 %","62","208","270","sa504063"
"Kirk Clark","Astros (A)","21","55.1",".320","0.86","19.0 %","37.4 %","43.5 %","18.8 %","9.4 %","44.7 %","21.3 %","34.0 %","29.8 %","112","328","440","sa511138"
"Brett Weibley","Rangers (A-)","21","28.0",".411","1.38","15.6 %","48.9 %","35.6 %","9.4 %","9.4 %","39.1 %","31.5 %","29.4 %","26.4 %","65","185","250","sa526369"
"Stephen Fox","- - -","24","48.0",".279","0.81","17.1 %","37.1 %","45.7 %","29.7 %","9.4 %","40.5 %","25.5 %","34.0 %","31.9 %","83","300","383","sa549306"
"Jarryd Sullivan","- - -","20","38.1",".302","1.88","18.6 %","53.1 %","28.3 %","18.8 %","9.4 %","54.7 %","15.4 %","29.9 %","13.0 %","40","168","208","sa549420"
"Takafumi Nakamura","- - -","22","41.2",".323","2.22","16.9 %","57.3 %","25.8 %","21.9 %","9.4 %","55.8 %","17.1 %","27.1 %","31.3 %","41","231","272","sa549424"
"Doug Mathis","Rangers (AAA)","27","89.0",".353","2.12","23.8 %","51.8 %","24.4 %","10.7 %","9.3 %","43.4 %","26.9 %","29.8 %","6.8 %","583","891","1474","3944"
"Derrick Gordon","Athletics (AA)","26","71.1",".298","1.15","21.8 %","41.7 %","36.4 %","22.7 %","9.3 %","48.8 %","22.1 %","29.1 %","9.6 %","489","753","1242","sa327810"
"Patrick Kantakevich","Orioles (A)","23","66.1",".349","1.41","21.3 %","46.1 %","32.6 %","18.7 %","9.3 %","48.3 %","20.4 %","31.3 %","22.0 %","135","397","532","sa454546"
"Lucas La Point","Braves (R)","19","56.1",".299","1.15","7.5 %","49.4 %","43.1 %","16.0 %","9.3 %","45.3 %","21.6 %","33.2 %","27.9 %","60","313","373","sa502142"
"Oneli Perez","Cardinals (AAA)","27","99.0",".313","0.94","19.6 %","38.9 %","41.4 %","26.3 %","9.3 %","43.4 %","29.8 %","26.8 %","10.4 %","658","1055","1713","sa287534"
"Zach Grimmett","Astros (A)","20","97.2",".285","0.93","18.6 %","39.3 %","42.1 %","20.3 %","9.3 %","47.0 %","26.3 %","26.7 %","29.5 %","163","548","711","sa455527"
"Edgar Gonzalez","- - -","27","41.1",".347","1.44","13.2 %","51.2 %","35.5 %","14.0 %","9.3 %","50.8 %","18.6 %","30.7 %","11.5 %","212","415","627","1727"
"Wilmer Font","- - -","20","78.2",".314","1.01","16.0 %","42.2 %","41.7 %","15.1 %","9.3 %","43.5 %","21.5 %","35.1 %","31.6 %","201","480","681","5257"
"Steve Geltz","- - -","22","52.2",".272","0.79","15.4 %","37.4 %","47.3 %","25.6 %","9.3 %","44.8 %","22.9 %","32.3 %","25.6 %","195","433","628","8402"
"Travis Webb","- - -","25","138.0",".315","0.93","18.8 %","39.1 %","42.1 %","22.7 %","9.3 %","43.8 %","27.7 %","28.4 %","11.0 %","840","1289","2129","sa326879"
"Jack McGeary","Nationals (A)","21","39.0",".291","1.40","12.7 %","50.8 %","36.4 %","18.6 %","9.3 %","49.6 %","19.0 %","31.4 %","22.0 %","74","221","295","sa390448"
"Zach Foster","Pirates (A)","23","61.0",".284","0.85","16.3 %","38.4 %","45.3 %","25.6 %","9.3 %","50.5 %","18.3 %","31.2 %","23.5 %","108","347","455","sa455188"
"Jose Luis Garcia","Mexican (AAA)","36","33.2",".285","1.07","20.5 %","41.1 %","38.4 %","23.3 %","9.3 %","41.7 %","29.2 %","29.2 %","7.5 %","143","313","456","sa508081"
"Luis Fernando Vazquez","Mexican (AAA)","29","38.2",".260","1.37","15.7 %","48.8 %","35.5 %","39.5 %","9.3 %","39.7 %","23.0 %","37.3 %","7.3 %","278","405","683","sa508695"
"Ernesto Vizcarra","Mexican (AAA)","34","32.0",".282","1.14","10.7 %","47.6 %","41.7 %","23.3 %","9.3 %","46.2 %","20.8 %","33.0 %","8.8 %","136","295","431","sa509707"
"Adam Mills","Red Sox (AAA)","25","131.2",".326","1.07","22.3 %","40.2 %","37.5 %","20.8 %","9.3 %","48.1 %","25.4 %","26.6 %","6.2 %","744","1432","2176","sa389674"
"David Kopp","- - -","24","145.0",".325","1.50","23.6 %","45.9 %","30.6 %","13.6 %","9.3 %","45.6 %","20.2 %","34.2 %","7.0 %","798","1385","2183","sa388375"
"Robert Coello","- - -","25","107.1",".268","0.44","17.1 %","25.5 %","57.4 %","22.5 %","9.3 %","37.2 %","27.1 %","35.7 %","17.2 %","485","983","1468","1149"
"Taylor Wilding","Angels (AA)","25","54.0",".356","1.48","23.0 %","46.0 %","31.0 %","13.0 %","9.3 %","58.7 %","17.3 %","24.0 %","8.1 %","366","556","922","sa291824"
"Brandt Walker","- - -","22","54.2",".331","1.35","22.1 %","44.8 %","33.1 %","18.5 %","9.3 %","50.6 %","24.1 %","25.3 %","25.3 %","199","319","518","sa328127"
"Cesare Angeloni","Red Sox (A-)","23","36.1",".296","0.94","12.5 %","42.5 %","45.0 %","35.2 %","9.3 %","41.3 %","20.6 %","38.1 %","20.1 %","78","221","299","sa505590"
"Fernando Villalobos","Mexican (AAA)","25","64.2",".402","2.43","22.3 %","55.0 %","22.7 %","9.3 %","9.3 %","45.1 %","24.1 %","30.8 %","8.5 %","509","656","1165","sa509285"
"Nate Garcia","Rays (A-)","22","50.0",".246","1.13","11.5 %","46.9 %","41.5 %","25.9 %","9.3 %","43.3 %","19.4 %","37.3 %","32.3 %","87","278","365","sa545279"
"Andrea Pizziconi","- - -","18","49.0",".242","1.26","18.1 %","45.6 %","36.2 %","25.9 %","9.3 %","47.4 %","27.9 %","24.7 %","18.3 %","89","239","328","sa549608"
"Nathan Culp","- - -","25","136.2",".331","2.18","19.9 %","55.0 %","25.2 %","14.3 %","9.2 %","52.2 %","22.5 %","25.4 %","8.9 %","736","1402","2138","sa326712"
"Oscar Rivera","Mexican (AAA)","29","82.2",".272","0.74","19.5 %","34.2 %","46.3 %","27.7 %","9.2 %","49.8 %","22.1 %","28.1 %","9.2 %","496","802","1298","sa377670"
"Jean Machi","Pirates (AAA)","28","59.2",".278","1.17","13.5 %","46.6 %","39.9 %","20.0 %","9.2 %","45.5 %","26.4 %","28.1 %","10.7 %","409","599","1008","3220"
"David Mixon","Giants (AA)","25","156.2",".292","1.89","19.7 %","52.6 %","27.8 %","12.3 %","9.2 %","48.4 %","21.0 %","30.6 %","28.1 %","176","833","1009","sa390259"
"Edwin Quirarte","Giants (A+)","23","62.0",".254","1.58","13.8 %","52.8 %","33.3 %","16.9 %","9.2 %","50.5 %","21.3 %","28.2 %","23.2 %","102","324","426","sa454556"
"Steven Upchurch","White Sox (R)","20","85.2",".266","2.71","13.3 %","63.3 %","23.4 %","18.5 %","9.2 %","50.0 %","18.2 %","31.9 %","21.4 %","90","439","529","sa455194"
"Owen Dew","- - -","21","63.2",".228","1.35","19.5 %","46.3 %","34.2 %","16.9 %","9.2 %","49.0 %","21.8 %","29.2 %","23.0 %","43","322","365","sa549489"
"Zach Stewart","Blue Jays (AA)","23","136.1",".297","1.35","17.4 %","47.5 %","35.1 %","12.8 %","9.2 %","45.7 %","22.9 %","31.4 %","25.3 %","256","746","1002","7397"
"Bubbie Buzachero","- - -","29","93.1",".314","0.91","15.9 %","40.0 %","44.1 %","16.3 %","9.2 %","44.8 %","26.2 %","29.0 %","11.7 %","300","639","939","sa201666"
"Jeff Lyman","- - -","23","63.2",".335","1.13","20.6 %","42.2 %","37.3 %","27.6 %","9.2 %","39.2 %","27.8 %","33.0 %","7.9 %","502","743","1245","sa290183"
"Spencer Arroyo","- - -","21","87.0",".247","1.49","14.5 %","51.1 %","34.4 %","23.7 %","9.2 %","38.1 %","24.8 %","37.2 %","34.1 %","106","489","595","sa454994"
"Kyle Morrison","Nationals (A)","22","73.0",".387","0.97","26.5 %","36.3 %","37.3 %","18.4 %","9.2 %","50.0 %","21.9 %","28.1 %","31.2 %","152","483","635","sa502744"
"Brennan Smith","Tigers (A-)","20","69.1",".310","1.14","20.5 %","42.4 %","37.1 %","22.4 %","9.2 %","46.7 %","22.4 %","31.0 %","20.7 %","105","392","497","sa549585"
"Kris Johnson","Red Sox (AAA)","25","132.2",".309","1.13","22.0 %","41.5 %","36.5 %","20.9 %","9.2 %","44.1 %","23.8 %","32.1 %","7.9 %","865","1377","2242","886"
"Jasiel Acosta","Mexican (AAA)","27","126.0",".288","0.75","18.7 %","34.8 %","46.4 %","27.0 %","9.2 %","42.4 %","24.0 %","33.6 %","6.2 %","752","1232","1984","sa202428"
"Ty Taubenheim","- - -","27","83.0",".299","0.98","18.2 %","40.5 %","41.3 %","21.1 %","9.2 %","55.6 %","27.0 %","17.4 %","11.3 %","325","641","966","5561"
"Edgar Ramirez","Mets (AA)","26","76.2",".312","0.94","12.0 %","42.7 %","45.2 %","16.5 %","9.2 %","41.3 %","23.9 %","34.8 %","24.6 %","169","477","646","sa329172"
"Lucas Harrell","White Sox (AAA)","25","137.2",".295","1.84","22.7 %","50.1 %","27.2 %","21.7 %","9.2 %","41.8 %","25.9 %","32.3 %","6.7 %","932","1429","2361","7541"
"William Vizcarra","- - -","26","105.0",".278","1.29","21.0 %","44.5 %","34.5 %","23.3 %","9.2 %","49.4 %","24.2 %","26.4 %","6.9 %","503","908","1411","sa543516"
"Michael Antonini","- - -","24","168.1",".301","0.69","19.0 %","33.1 %","47.8 %","20.7 %","9.2 %","42.9 %","29.6 %","27.5 %","18.7 %","385","1151","1536","sa389223"
"Chorye Spoone","Orioles (AA)","24","132.0",".296","1.64","14.4 %","53.2 %","32.4 %","13.0 %","9.2 %","44.4 %","24.2 %","31.4 %","19.3 %","360","695","1055","sa291699"
"Josh Edgin","- - -","23","34.2",".337","2.27","11.1 %","61.7 %","27.2 %","27.3 %","9.1 %","24.7 %","30.3 %","44.9 %","36.8 %","59","229","288","10796"
"Chasen Shreve","Braves (R)","19","16.0",".385","1.91","17.9 %","53.8 %","28.2 %","18.2 %","9.1 %","37.5 %","25.0 %","37.5 %","50.0 %","16","100","116","10855"
"Matt Bush","- - -","24","13.2",".258","1.18","17.2 %","44.8 %","37.9 %","27.3 %","9.1 %","43.8 %","21.9 %","34.4 %","37.6 %","15","94","109","1246"
"Roy Corcoran","Astros (AAA)","30","72.1",".306","1.89","15.9 %","55.1 %","29.1 %","16.7 %","9.1 %","44.0 %","22.2 %","33.8 %","8.4 %","415","732","1147","1780"
"Chris Young","- - -","31","7.0",".167","0.55","10.5 %","31.6 %","57.9 %","36.4 %","9.1 %","36.8 %","42.1 %","21.1 %","7.8 %","51","78","129","3196"
"Zach Braddock","Brewers (AAA)","22","16.0",".310","1.18","11.1 %","48.1 %","40.7 %","18.2 %","9.1 %","48.3 %","20.7 %","31.0 %","12.1 %","107","183","290","4553"
"Franklin Morales","Rockies (AAA)","24","30.1",".239","0.76","15.9 %","36.2 %","47.8 %","21.2 %","9.1 %","43.8 %","21.9 %","34.3 %","11.0 %","203","317","520","5088"
"Wade LeBlanc","Padres (AAA)","25","10.0",".429","1.09","14.8 %","44.4 %","40.7 %","9.1 %","9.1 %","27.6 %","51.7 %","20.7 %","14.8 %","59","110","169","5221"
"Fernando Hernandez","Athletics (AAA)","25","77.1",".306","1.07","23.2 %","39.7 %","37.1 %","18.2 %","9.1 %","40.4 %","30.8 %","28.8 %","7.1 %","470","781","1251","5536"
"Jared Wells","- - -","28","81.2",".318","1.18","20.3 %","43.2 %","36.5 %","21.6 %","9.1 %","49.4 %","26.3 %","24.3 %","11.1 %","564","823","1387","5538"
"Bruce Rondon","- - -","19","32.1",".153","1.55","20.0 %","48.6 %","31.4 %","18.2 %","9.1 %","41.9 %","33.8 %","24.3 %","26.0 %","76","174","250","5766"
"James Houser","- - -","25","56.2",".346","0.87","20.9 %","36.8 %","42.3 %","27.3 %","9.1 %","39.0 %","23.5 %","37.4 %","9.8 %","348","629","977","6113"
"Dan Otero","- - -","25","24.0",".235","1.73","10.4 %","56.7 %","32.8 %","13.6 %","9.1 %","39.4 %","23.9 %","36.6 %","25.0 %","11","125","136","7385"
"Jose De La Torre","- - -","24","70.1",".272","1.58","15.0 %","52.1 %","32.9 %","12.7 %","9.1 %","47.4 %","29.1 %","23.4 %","15.0 %","386","624","1010","787"
"Mark Worrell","- - -","27","37.0",".313","0.78","14.8 %","37.4 %","47.8 %","14.5 %","9.1 %","40.0 %","25.0 %","35.0 %","7.9 %","218","399","617","8045"
"Taylor Tankersley","Marlins (AAA)","27","26.1",".233","0.70","22.2 %","31.9 %","45.8 %","27.3 %","9.1 %","30.7 %","33.3 %","36.0 %","8.3 %","175","284","459","8249"
"Ryan Buchter","Cubs (AA)","23","60.0",".350","0.91","19.2 %","38.5 %","42.3 %","19.7 %","9.1 %","40.1 %","30.3 %","29.6 %","11.9 %","492","695","1187","9456"
"Juan Jesus Martinez","Mexican (AAA)","31","25.0",".344","2.50","16.3 %","59.8 %","23.9 %","22.7 %","9.1 %","55.9 %","25.8 %","18.3 %","6.4 %","146","246","392","sa211112"
"Salvador Valdez","Mexican (AAA)","27","24.1",".313","2.09","16.0 %","56.8 %","27.2 %","36.4 %","9.1 %","35.4 %","23.2 %","41.5 %","8.4 %","160","232","392","sa262058"
"Steve Palazzolo","- - -","28","18.1",".460","1.55","12.5 %","53.1 %","34.4 %","31.8 %","9.1 %","36.9 %","21.5 %","41.5 %","9.0 %","141","216","357","sa323450"
