"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Orlando Munoz","Cardinals (R)","18","18.2",".387","0.51","12.5 %","29.7 %","57.8 %","18.9 %","5.4 %","34.4 %","37.5 %","28.1 %","22.8 %","32","113","145","sa455767"
"Jean Lopez","Phillies (R)","20","31.2",".305","1.38","11.1 %","51.5 %","37.4 %","13.5 %","5.4 %","52.8 %","16.0 %","31.1 %","11.2 %","57","166","223","sa504891"
"Andres Ivan Meza","Mexican (AAA)","21","88.0",".281","2.14","18.3 %","55.6 %","26.1 %","27.0 %","5.4 %","52.2 %","20.6 %","27.2 %","8.5 %","451","823","1274","sa508496"
"Hector Chavarria","Mexican (AAA)","27","32.0",".287","1.14","21.0 %","42.0 %","37.0 %","24.3 %","5.4 %","51.9 %","24.0 %","24.0 %","8.1 %","229","304","533","sa509265"
"Alfredo Garcia","Mexican (AAA)","34","140.0",".323","1.30","19.5 %","45.5 %","35.0 %","25.7 %","5.4 %","45.4 %","24.6 %","29.9 %","7.3 %","765","1362","2127","sa194674"
"Felix Bautista","Mariners (R)","20","73.0",".292","0.88","10.3 %","42.1 %","47.7 %","28.0 %","5.4 %","42.9 %","32.7 %","24.4 %","38.3 %","64","448","512","sa3000046"
"Trystan Magnuson","Blue Jays (A)","23","81.2",".309","1.18","10.9 %","48.2 %","40.9 %","20.5 %","5.4 %","42.6 %","22.3 %","35.1 %","16.7 %","193","458","651","3646"
"Jason Berken","Orioles (AA)","24","145.2",".306","1.18","13.7 %","46.7 %","39.6 %","22.0 %","5.4 %","42.8 %","23.0 %","34.2 %","25.8 %","172","817","989","5673"
"Gustavo Federico","Mexican (AAA)","40","48.2",".296","1.23","22.8 %","42.6 %","34.6 %","10.7 %","5.4 %","48.8 %","24.4 %","26.7 %","6.6 %","305","397","702","sa185662"
"Zach Hammes","Dodgers (AA)","24","59.1",".312","1.66","18.6 %","50.8 %","30.6 %","25.0 %","5.4 %","45.5 %","22.2 %","32.3 %","18.7 %","151","325","476","sa202460"
"Adam Harben","Cubs (A+)","24","58.2",".329","1.29","20.0 %","45.0 %","35.0 %","12.5 %","5.4 %","49.1 %","24.0 %","27.0 %","24.4 %","244","335","579","sa202585"
"Jose Duran","- - -","23","50.2",".250","1.18","13.5 %","46.8 %","39.7 %","25.0 %","5.4 %","43.1 %","20.5 %","36.4 %","26.7 %","91","276","367","sa393035"
"Carlos Amaro","- - -","23","52.0",".332","1.54","21.5 %","47.5 %","30.9 %","19.6 %","5.4 %","38.4 %","26.3 %","35.3 %","18.4 %","46","274","320","sa393454"
"Raul Ruiz","Pirates (R)","17","53.0",".315","1.75","13.0 %","55.4 %","31.6 %","10.7 %","5.4 %","46.2 %","20.7 %","33.2 %","19.8 %","58","275","333","sa447877"
"Travis Banwart","- - -","22","100.1",".327","0.81","17.7 %","36.8 %","45.5 %","16.8 %","5.3 %","40.4 %","26.3 %","33.3 %","27.7 %","179","594","773","sa389775"
"Ricky Barrett","Twins (AAA)","27","70.0",".295","0.79","22.5 %","34.1 %","43.4 %","30.7 %","5.3 %","39.2 %","31.3 %","29.6 %","11.0 %","507","767","1274","sa201547"
"Jared Lansford","- - -","21","89.0",".328","1.69","13.7 %","54.3 %","32.1 %","20.0 %","5.3 %","39.6 %","23.3 %","37.1 %","23.2 %","231","613","844","sa294461"
"Reginal Simon","Phillies (R)","18","49.2",".331","1.00","8.0 %","46.0 %","46.0 %","17.3 %","5.3 %","41.9 %","31.1 %","27.0 %","27.1 %","70","270","340","sa455788"
"Sergio Severino","- - -","23","117.2",".304","0.75","17.6 %","35.2 %","47.2 %","18.9 %","5.3 %","42.7 %","25.8 %","31.5 %","23.5 %","316","649","965","sa294375"
"Moises Melendez","Phillies (A)","21","75.0",".293","1.05","9.4 %","46.5 %","44.1 %","18.1 %","5.3 %","48.7 %","23.9 %","27.4 %","32.3 %","69","433","502","sa395351"
"Willie Glen","- - -","30","96.0",".230","0.88","13.8 %","40.2 %","45.9 %","25.7 %","5.3 %","42.0 %","29.4 %","28.6 %","31.3 %","177","548","725","sa200201"
"Scott Hodsdon","Athletics (A)","23","120.0",".326","1.38","17.8 %","47.6 %","34.6 %","21.2 %","5.3 %","43.2 %","28.5 %","28.3 %","27.0 %","132","697","829","sa389782"
"Yoervis Medina","Mariners (R)","19","40.1",".267","3.95","11.3 %","70.8 %","17.9 %","31.6 %","5.3 %","45.8 %","24.6 %","29.7 %","27.3 %","58","228","286","10498"
"Brian Omogrosso","White Sox (AA)","24","39.0",".268","1.53","15.8 %","50.9 %","33.3 %","36.8 %","5.3 %","48.3 %","25.4 %","26.3 %","18.5 %","103","194","297","1353"
"Wil Ledezma","Padres (AAA)","27","16.1",".325","0.74","15.4 %","35.9 %","48.7 %","26.3 %","5.3 %","34.2 %","29.3 %","36.6 %","12.9 %","105","174","279","1669"
"Max Scherzer","Diamondbacks (AAA)","23","53.0",".290","1.55","14.2 %","52.2 %","33.6 %","26.3 %","5.3 %","47.4 %","19.0 %","33.6 %","15.4 %","304","542","846","3137"
"Ryan Kelly","Pirates (A-)","20","24.0",".312","0.87","5.3 %","44.0 %","50.7 %","21.1 %","5.3 %","53.2 %","25.3 %","21.5 %","22.3 %","67","135","202","4858"
"Blake Parker","- - -","23","71.2",".263","1.61","13.9 %","53.2 %","32.9 %","21.1 %","5.3 %","46.7 %","22.2 %","31.1 %","24.5 %","148","420","568","5224"
"Joe Wieland","Rangers (R)","18","43.2",".256","1.39","21.6 %","45.7 %","32.8 %","15.8 %","5.3 %","46.7 %","22.5 %","30.8 %","29.5 %","41","244","285","6109"
"Martin Perez","Rangers (A-)","17","61.2",".330","1.46","21.8 %","46.4 %","31.8 %","19.3 %","5.3 %","42.1 %","21.5 %","36.4 %","27.1 %","122","358","480","6902"
"Lucas Harrell","- - -","23","68.1",".319","2.09","16.2 %","56.7 %","27.1 %","15.8 %","5.3 %","39.7 %","25.6 %","34.7 %","21.8 %","106","361","467","7541"
"Danny Farquhar","- - -","21","32.1",".232","2.79","7.7 %","67.9 %","24.4 %","15.8 %","5.3 %","51.2 %","26.8 %","22.0 %","38.3 %","41","176","217","8501"
"Andrew Cashner","- - -","21","20.0",".377","1.42","22.0 %","45.8 %","32.2 %","15.8 %","5.3 %","40.3 %","21.0 %","38.7 %","20.4 %","100","121","221","8782"
"Melqui Torres","- - -","31","12.2",".212","0.58","11.8 %","32.4 %","55.9 %","26.3 %","5.3 %","38.2 %","29.4 %","32.4 %","12.3 %","82","113","195","sa208783"
"Felipe Garcia","Red Sox (A+)","25","15.2",".408","1.16","16.3 %","44.9 %","38.8 %","10.5 %","5.3 %","42.0 %","20.0 %","38.0 %","29.8 %","24","97","121","sa244305"
"Chris Malone","Rockies (A+)","25","55.2",".337","1.61","14.9 %","52.6 %","32.6 %","21.1 %","5.3 %","47.2 %","25.3 %","27.5 %","28.5 %","62","299","361","sa287533"
"Yeliar Castro","Braves (A)","20","72.1",".340","1.08","19.4 %","41.8 %","38.8 %","22.4 %","5.3 %","40.6 %","22.8 %","36.6 %","22.3 %","216","485","701","sa295127"
"Raudy Almonte","- - -","19","24.0",".441","0.63","26.2 %","28.6 %","45.2 %","18.4 %","5.3 %","37.2 %","39.5 %","23.3 %","15.1 %","161","158","319","sa3000642"
"Carlos Hernandez","Rangers (R)","18","14.1",".194","0.74","2.9 %","41.2 %","55.9 %","42.1 %","5.3 %","51.4 %","27.0 %","21.6 %","39.5 %","21","88","109","sa3000896"
"Nick Abel","- - -","25","47.0",".327","1.21","12.5 %","47.9 %","39.6 %","15.8 %","5.3 %","33.8 %","19.9 %","46.4 %","22.7 %","117","267","384","sa326492"
"Hassan Pena","- - -","23","69.1",".309","1.25","14.1 %","47.7 %","38.2 %","14.5 %","5.3 %","47.8 %","26.1 %","26.1 %","23.1 %","125","368","493","sa327740"
"Derrik Lutz","Reds (AA)","23","50.1",".370","2.53","15.7 %","60.4 %","23.9 %","26.3 %","5.3 %","42.8 %","28.3 %","28.9 %","23.4 %","118","296","414","sa328064"
"Zac Oliver","Pirates (A)","21","19.0",".237","1.32","22.8 %","43.9 %","33.3 %","47.4 %","5.3 %","46.7 %","30.0 %","23.3 %","10.2 %","31","96","127","sa328236"
"Isaiah Froneberger","Rockies (R)","19","28.2",".397","1.58","25.8 %","45.5 %","28.8 %","15.8 %","5.3 %","44.1 %","23.5 %","32.4 %","30.5 %","74","195","269","sa390234"
"Chris Dennis","- - -","24","64.0",".326","2.53","23.0 %","55.2 %","21.8 %","23.7 %","5.3 %","30.7 %","21.5 %","47.9 %","25.7 %","102","381","483","sa392456"
"Frank De Los Santos","Rays (A-)","20","56.2",".386","2.76","20.1 %","58.7 %","21.2 %","7.9 %","5.3 %","48.1 %","23.0 %","28.9 %","27.5 %","79","325","404","sa393084"
"Dickson Marquez","Yankees (R)","22","37.1",".372","1.00","20.8 %","39.6 %","39.6 %","31.6 %","5.3 %","53.7 %","20.8 %","25.5 %","21.8 %","36","267","303","sa393319"
"Eric Evans","- - -","22","33.2",".385","1.11","15.8 %","44.2 %","40.0 %","18.4 %","5.3 %","39.8 %","20.4 %","39.8 %","28.3 %","62","210","272","sa454934"
"Brian Grening","Indians (A-)","23","33.0",".366","0.97","24.2 %","37.4 %","38.4 %","31.6 %","5.3 %","39.4 %","26.0 %","34.6 %","26.2 %","67","219","286","sa455067"
"Daniel Eastham","Orioles (R)","23","20.0",".373","1.63","18.0 %","50.8 %","31.1 %","21.1 %","5.3 %","38.5 %","35.4 %","26.2 %","21.8 %","88","123","211","sa455784"
"Julio Surinach","Braves (R)","19","28.2",".363","1.03","15.4 %","42.9 %","41.8 %","23.7 %","5.3 %","45.7 %","23.4 %","30.9 %","25.0 %","94","182","276","sa456034"
"Jeffry Antigua","Cubs (R)","18","41.1",".305","1.95","11.1 %","58.7 %","30.2 %","13.2 %","5.3 %","49.6 %","18.8 %","31.6 %","21.8 %","74","229","303","sa456113"
"Zach Herr","Padres (A-)","21","17.1",".250","1.21","16.0 %","46.0 %","38.0 %","10.5 %","5.3 %","48.1 %","23.1 %","28.9 %","16.4 %","45","89","134","sa463779"
"Daniel Lopez","Mexican (AAA)","21","46.0",".305","1.16","18.5 %","43.7 %","37.7 %","33.3 %","5.3 %","44.2 %","30.1 %","25.6 %","8.8 %","232","450","682","sa502233"
"Rafael Pio","Astros (R)","20","49.0",".260","1.19","11.3 %","48.2 %","40.4 %","31.6 %","5.3 %","44.1 %","24.3 %","31.6 %","20.4 %","129","263","392","sa503959"
"Julio Sanchez","Cubs (R)","19","25.1",".351","1.84","27.0 %","47.3 %","25.7 %","36.8 %","5.3 %","55.1 %","21.8 %","23.1 %","14.8 %","168","130","298","sa506691"
"Jose Luis Garcia","Mexican (AAA)","34","27.1",".358","2.16","23.1 %","52.6 %","24.4 %","31.6 %","5.3 %","42.7 %","24.4 %","32.9 %","9.2 %","146","267","413","sa508081"
"Ozzie Mendez","Mexican (AAA)","20","17.0",".295","1.53","15.8 %","50.9 %","33.3 %","10.5 %","5.3 %","50.0 %","21.0 %","29.0 %","4.9 %","104","183","287","sa509713"
"Mario Santiago","Royals (A+)","23","141.2",".311","1.38","12.2 %","50.9 %","36.9 %","12.8 %","5.2 %","45.4 %","24.2 %","30.5 %","17.9 %","174","742","916","sa295159"
"Joe Martinez","Giants (AA)","25","148.0",".277","2.16","17.3 %","56.5 %","26.2 %","16.5 %","5.2 %","46.9 %","20.7 %","32.3 %","27.6 %","159","798","957","3935"
"Ryan Feierabend","- - -","22","90.1",".270","0.87","21.0 %","36.8 %","42.3 %","32.2 %","5.2 %","41.8 %","23.1 %","35.1 %","11.0 %","403","787","1190","6336"
"Jaye Chapman","- - -","21","49.0",".309","0.53","21.9 %","27.2 %","51.0 %","26.0 %","5.2 %","31.4 %","28.9 %","39.7 %","21.7 %","87","273","360","9096"
"Johnnie Lowe","White Sox (A)","23","98.2",".324","2.44","12.8 %","61.8 %","25.3 %","16.9 %","5.2 %","49.5 %","18.7 %","31.8 %","28.4 %","132","566","698","sa388816"
"Frank Herrmann","- - -","24","150.0",".311","0.75","22.4 %","33.3 %","44.4 %","20.3 %","5.2 %","43.9 %","24.8 %","31.3 %","20.7 %","242","870","1112","7960"
"Esmil Rogers","Rockies (A+)","22","143.2",".315","1.01","19.2 %","40.6 %","40.2 %","21.8 %","5.2 %","44.2 %","22.8 %","33.0 %","24.8 %","195","795","990","6317"
"John Madden","- - -","25","74.2",".298","2.67","10.1 %","65.4 %","24.5 %","17.2 %","5.2 %","43.4 %","23.4 %","33.2 %","23.1 %","138","481","619","sa290211"
"Christian Guzman","Mexican (AAA)","27","46.2",".318","1.16","25.1 %","40.1 %","34.7 %","27.6 %","5.2 %","45.4 %","24.7 %","29.9 %","8.7 %","229","436","665","sa3000203"
"Deryk Hooker","- - -","19","65.0",".322","1.38","15.9 %","48.8 %","35.4 %","12.1 %","5.2 %","36.6 %","22.9 %","40.6 %","32.3 %","95","397","492","sa389288"
"Andrew Laughter","- - -","23","61.1",".273","1.64","15.0 %","52.8 %","32.2 %","13.8 %","5.2 %","42.9 %","25.0 %","32.1 %","12.0 %","308","545","853","sa389307"
"Murilo Gouvea","White Sox (R)","19","38.1",".365","0.83","13.8 %","39.0 %","47.2 %","13.8 %","5.2 %","42.6 %","24.8 %","32.6 %","27.0 %","65","231","296","sa455700"
"Kyle Aselton","Twins (AA)","25","110.1",".316","0.99","17.4 %","41.2 %","41.5 %","25.0 %","5.1 %","47.4 %","20.8 %","31.9 %","24.8 %","257","603","860","sa253234"
"Jose Ramirez","Yankees (R)","18","39.0",".306","1.23","18.7 %","44.9 %","36.4 %","28.2 %","5.1 %","44.6 %","30.0 %","25.5 %","33.1 %","95","231","326","10171"
"Roger Deago","Rays (AA)","31","82.1",".298","1.53","18.6 %","49.2 %","32.2 %","16.7 %","5.1 %","45.4 %","24.1 %","30.5 %","23.6 %","173","515","688","1705"
"Nate Bump","Giants (AA)","31","58.0",".247","2.69","18.6 %","59.3 %","22.0 %","17.9 %","5.1 %","45.4 %","27.9 %","26.8 %","14.5 %","107","273","380","1755"
"Matt Magill","Dodgers (R)","18","29.2",".311","1.05","5.9 %","48.2 %","45.9 %","23.1 %","5.1 %","47.3 %","30.8 %","22.0 %","27.1 %","42","168","210","3950"
"Eury De La Rosa","Diamondbacks (R)","18","42.2",".336","1.36","8.9 %","52.5 %","38.6 %","35.9 %","5.1 %","35.8 %","36.7 %","27.5 %","43.6 %","34","278","312","4055"
"Daniel Stange","- - -","22","30.2",".244","0.72","13.0 %","36.4 %","50.6 %","23.1 %","5.1 %","38.8 %","23.8 %","37.5 %","38.1 %","35","175","210","9404"
"Kelvin Pichardo","Giants (AA)","22","61.2",".271","0.76","14.9 %","36.6 %","48.4 %","32.1 %","5.1 %","36.7 %","23.7 %","39.6 %","30.9 %","166","461","622","sa254896"
"Oralbis Hernandez","Mets (R)","20","36.0",".388","1.95","8.7 %","60.3 %","31.0 %","28.2 %","5.1 %","44.6 %","26.9 %","28.5 %","21.9 %","45","206","251","sa3000478"
"Jose Fermin","Rays (R)","17","29.0",".298","0.92","14.8 %","40.9 %","44.3 %","23.1 %","5.1 %","45.3 %","32.6 %","22.1 %","15.0 %","114","152","266","sa3000881"
"Julio Nunez","Orioles (R)","19","49.1",".329","1.69","27.6 %","45.5 %","26.9 %","43.6 %","5.1 %","42.3 %","24.2 %","33.6 %","18.8 %","70","222","292","sa3000926"
"Thomas Wright","Twins (R)","20","45.0",".286","1.90","16.3 %","54.8 %","28.9 %","20.5 %","5.1 %","45.8 %","17.6 %","36.6 %","22.4 %","87","244","331","sa328205"
"Alan Farina","Blue Jays (A)","21","29.1",".250","0.59","8.8 %","33.8 %","57.4 %","33.3 %","5.1 %","40.0 %","22.9 %","37.1 %","30.0 %","71","192","263","sa388377"
"Eric Berger","- - -","22","38.1",".273","1.18","9.6 %","48.9 %","41.5 %","20.5 %","5.1 %","46.5 %","19.8 %","33.7 %","38.0 %","46","238","284","sa389697"
"Justin Garcia","Rays (A)","21","72.1",".213","0.85","14.8 %","39.1 %","46.2 %","24.4 %","5.1 %","46.9 %","21.8 %","31.3 %","26.2 %","90","410","500","sa392164"
"Ricardo Paulino","Pirates (R)","21","29.2",".345","0.90","10.8 %","42.2 %","47.0 %","23.1 %","5.1 %","40.2 %","26.4 %","33.3 %","37.9 %","17","181","198","sa396278"
"Eric Beaulac","- - -","21","48.0",".308","1.62","11.3 %","54.8 %","33.9 %","17.9 %","5.1 %","38.7 %","23.5 %","37.8 %","35.6 %","163","371","534","sa455051"
"Ricardo Taveras","Diamondbacks (A-)","20","56.0",".267","0.90","14.0 %","40.7 %","45.3 %","29.5 %","5.1 %","48.3 %","23.9 %","27.8 %","18.1 %","227","315","542","sa455645"
"Philip Hann","Mariners (A-)","24","32.0",".362","1.33","14.2 %","49.1 %","36.8 %","12.8 %","5.1 %","50.0 %","22.4 %","27.6 %","28.7 %","48","196","244","sa455869"
"Blake Maxwell","Red Sox (A+)","23","133.0",".288","1.88","10.6 %","58.4 %","31.0 %","16.1 %","5.1 %","47.1 %","21.9 %","31.0 %","16.4 %","125","748","873","sa294209"
"Juan Morillo","Rockies (AAA)","24","59.2",".299","1.22","18.6 %","44.7 %","36.6 %","18.6 %","5.1 %","30.6 %","26.5 %","42.9 %","8.8 %","483","672","1155","3369"
"Luis Perdomo","- - -","24","72.1",".258","1.31","19.0 %","45.8 %","35.1 %","23.7 %","5.1 %","49.4 %","27.3 %","23.3 %","26.5 %","212","491","703","5380"
"Jacob Cuffman","Pirates (A+)","23","53.1",".291","1.41","12.9 %","50.9 %","36.2 %","15.3 %","5.1 %","49.4 %","21.4 %","29.2 %","21.7 %","212","295","507","sa244217"
"Joel Santo","Astros (A+)","24","47.1",".316","1.31","11.1 %","50.3 %","38.6 %","18.6 %","5.1 %","45.2 %","28.4 %","26.5 %","15.9 %","152","250","402","sa3000077"
"Brandon Ritchie","Brewers (R)","21","55.0",".424","1.58","18.7 %","49.7 %","31.6 %","10.2 %","5.1 %","35.1 %","23.7 %","41.2 %","24.7 %","96","349","445","sa454877"
"Jesus Pirela","Phillies (R)","19","51.0",".282","1.20","11.6 %","48.3 %","40.1 %","28.8 %","5.1 %","47.7 %","26.8 %","25.5 %","22.6 %","111","260","371","sa504880"
"Mike McCardell","Twins (A)","23","135.1",".276","0.56","13.7 %","31.1 %","55.2 %","27.9 %","5.1 %","43.4 %","25.1 %","31.5 %","32.6 %","115","797","912","sa389657"
"Michael Pineda","Mariners (A)","19","138.1",".271","1.28","15.6 %","47.3 %","37.1 %","27.5 %","5.1 %","44.2 %","22.0 %","33.8 %","29.3 %","155","773","928","5372"
"Jonathan Dutton","- - -","20","112.1",".356","1.04","14.3 %","43.8 %","41.9 %","29.7 %","5.1 %","40.3 %","26.0 %","33.7 %","22.6 %","302","653","955","sa296835"
"Brian Flores","Rays (A)","23","118.0",".300","1.28","15.6 %","47.3 %","37.1 %","23.2 %","5.1 %","45.9 %","20.5 %","33.6 %","19.4 %","223","669","892","sa390341"
"Eduardo Gonzalez","Tigers (R)","19","59.0",".287","1.24","9.2 %","50.3 %","40.5 %","19.0 %","5.1 %","53.9 %","17.0 %","29.1 %","15.7 %","145","288","433","sa3000488"
"Freddy Ballestas","- - -","21","67.0",".374","0.99","23.0 %","38.2 %","38.7 %","17.7 %","5.1 %","39.1 %","24.8 %","36.2 %","22.2 %","151","412","563","sa454226"
"Manny Correa","- - -","19","78.0",".365","1.38","15.7 %","48.9 %","35.4 %","13.9 %","5.1 %","40.0 %","26.8 %","33.2 %","33.3 %","71","493","564","sa456106"
"Alberto Bastardo","Dodgers (A+)","24","131.2",".337","1.05","12.9 %","44.6 %","42.5 %","23.6 %","5.1 %","44.1 %","23.3 %","32.6 %","27.4 %","228","765","993","sa267846"
"Chad Rodgers","Braves (A)","20","91.1",".320","1.41","13.7 %","50.5 %","35.7 %","12.1 %","5.1 %","39.8 %","23.2 %","37.0 %","26.2 %","130","531","661","sa326689"
"Nathan Culp","Padres (A+)","23","157.1",".320","1.46","12.1 %","52.2 %","35.7 %","16.7 %","5.1 %","45.6 %","25.2 %","29.2 %","17.6 %","110","796","906","sa326712"
"Justin Hampson","- - -","28","16.1",".275","0.65","17.5 %","32.5 %","50.0 %","25.0 %","5.0 %","43.9 %","24.4 %","31.7 %","13.6 %","77","159","236","2209"
"Jason Bergmann","Nationals (AAA)","26","29.0",".289","0.70","18.1 %","33.7 %","48.2 %","37.5 %","5.0 %","43.5 %","16.5 %","40.0 %","10.1 %","173","293","466","4640"
"Evan Meek","- - -","25","57.1",".261","2.35","15.2 %","59.5 %","25.3 %","17.5 %","5.0 %","40.5 %","22.7 %","36.8 %","11.4 %","246","507","753","5109"
"Freddy Dolsi","- - -","25","19.1",".250","1.30","4.2 %","54.2 %","41.7 %","15.0 %","5.0 %","37.5 %","16.7 %","45.8 %","18.5 %","74","148","222","5424"
"Clay Zavada","Diamondbacks (A)","24","35.1",".093","1.30","11.5 %","50.0 %","38.5 %","45.0 %","5.0 %","43.6 %","29.1 %","27.3 %","52.5 %","21","217","238","8577"
"Oliver Drake","- - -","21","22.0",".254","1.20","24.1 %","41.4 %","34.5 %","10.0 %","5.0 %","31.7 %","20.0 %","48.3 %","41.1 %","13","133","146","8823"
"Travis Minix","- - -","30","63.2",".287","0.66","17.4 %","32.8 %","49.8 %","24.0 %","5.0 %","42.3 %","26.9 %","30.8 %","21.2 %","127","391","518","sa198545"
"Tristan Crawford","Nationals (AA)","25","35.0",".366","1.18","27.5 %","39.2 %","33.3 %","35.0 %","5.0 %","50.4 %","23.6 %","26.0 %","24.2 %","54","210","264","sa199652"
"Ferdin Tejeda","- - -","25","45.2",".237","0.95","10.7 %","43.5 %","45.8 %","21.7 %","5.0 %","42.3 %","25.6 %","32.1 %","28.1 %","46","239","285","sa201930"
"Steven Sharpe","- - -","26","33.2",".357","1.38","23.4 %","44.4 %","32.3 %","15.0 %","5.0 %","43.0 %","30.5 %","26.6 %","10.6 %","209","330","539","sa253331"
"Paul Phillips","Blue Jays (A+)","24","28.2",".306","0.73","18.8 %","34.1 %","47.1 %","15.0 %","5.0 %","41.9 %","31.4 %","26.7 %","24.6 %","84","164","248","sa290213"
"Elys Montano","Mets (R)","18","15.2",".275","1.35","4.1 %","55.1 %","40.8 %","25.0 %","5.0 %","50.0 %","13.5 %","36.5 %","14.3 %","58","82","140","sa3000672"
"Johan Romero","Mets (R)","18","35.0",".331","1.38","12.8 %","50.5 %","36.7 %","17.5 %","5.0 %","47.1 %","19.3 %","33.6 %","19.1 %","73","178","251","sa3000688"
"Luiyin Perez","Giants (R)","19","13.2",".346","1.35","9.6 %","51.9 %","38.5 %","30.0 %","5.0 %","41.5 %","26.4 %","32.1 %","15.7 %","56","78","134","sa3000873"
"Roque Breton","Royals (R)","17","28.1",".358","1.00","14.0 %","43.0 %","43.0 %","12.5 %","5.0 %","44.3 %","39.2 %","16.5 %","24.1 %","84","161","245","sa3000934"
"Malvin Vasquez","- - -","22","15.2",".267","1.05","10.9 %","45.7 %","43.5 %","20.0 %","5.0 %","42.6 %","21.3 %","36.2 %","20.0 %","40","80","120","sa329016"
"Tyler Rhoden","- - -","23","51.0",".312","0.68","20.7 %","32.0 %","47.3 %","23.8 %","5.0 %","47.1 %","23.0 %","29.9 %","17.6 %","143","266","409","sa388367"
"Jordan Hotchkiss","Reds (R)","22","33.2",".303","2.75","18.5 %","59.8 %","21.7 %","20.0 %","5.0 %","36.4 %","24.2 %","39.4 %","30.9 %","69","190","259","sa389369"
"Kyle Lotzkar","Reds (A)","18","37.2",".307","0.68","22.1 %","31.4 %","46.5 %","32.5 %","5.0 %","46.1 %","22.5 %","31.5 %","23.5 %","106","243","349","sa389930"
"Antonio Florentino","Phillies (R)","21","22.1",".309","1.65","22.1 %","48.5 %","29.4 %","40.0 %","5.0 %","50.6 %","24.7 %","24.7 %","18.8 %","75","127","202","sa393244"
"Miguel De Los Santos","Rangers (R)","19","34.2",".342","0.55","12.7 %","31.0 %","56.3 %","17.5 %","5.0 %","43.6 %","34.6 %","21.8 %","33.4 %","81","242","323","sa393252"
"Dario Carvajal","Tigers (R)","23","21.1",".284","1.95","10.6 %","59.1 %","30.3 %","15.0 %","5.0 %","57.4 %","20.6 %","22.1 %","24.1 %","80","123","203","sa393291"
"Santos Arias","Twins (A)","21","110.0",".300","1.28","15.5 %","47.4 %","37.2 %","24.2 %","5.0 %","51.8 %","25.6 %","22.7 %","25.3 %","131","617","748","sa393296"
"Richard Zumaya","Tigers (R)","18","32.2",".363","1.45","12.5 %","51.8 %","35.7 %","27.5 %","5.0 %","53.5 %","17.2 %","29.3 %","21.2 %","65","194","259","sa397031"
"Ben Jeffers","Brewers (R)","20","27.2",".400","1.95","18.1 %","54.2 %","27.8 %","25.0 %","5.0 %","44.4 %","16.1 %","39.5 %","25.7 %","94","194","288","sa454876"
"Scott Shaw","Mets (A-)","21","74.0",".315","1.06","17.5 %","42.5 %","40.0 %","18.8 %","5.0 %","45.8 %","24.4 %","29.9 %","35.2 %","71","441","512","sa455264"
"Steve Smith","Indians (R)","22","24.1",".273","1.30","13.2 %","49.1 %","37.7 %","30.0 %","5.0 %","41.1 %","21.4 %","37.5 %","32.0 %","26","146","172","sa455491"
"Nelson Pereira","Pirates (R)","19","50.0",".268","0.97","12.6 %","43.0 %","44.4 %","20.0 %","5.0 %","40.4 %","17.8 %","41.8 %","29.3 %","46","289","335","sa455993"
"Leandro Marin","Red Sox (R)","19","13.2",".316","0.60","13.5 %","32.4 %","54.1 %","20.0 %","5.0 %","30.8 %","23.1 %","46.2 %","32.2 %","27","88","115","sa456664"
"Rafael Quintero","Indians (R)","20","46.1",".306","0.88","11.7 %","41.4 %","46.9 %","20.0 %","5.0 %","40.6 %","34.1 %","25.4 %","37.1 %","29","281","310","sa488532"
"Hector Aguilera","White Sox (R)","18","41.2",".345","1.60","24.1 %","46.7 %","29.2 %","20.0 %","5.0 %","47.2 %","26.4 %","26.4 %","19.2 %","109","220","329","sa504999"
"Raymundo Montero","Giants (R)","19","51.2",".352","1.32","11.5 %","50.3 %","38.2 %","16.7 %","5.0 %","38.3 %","33.3 %","28.4 %","26.1 %","143","294","437","sa507006"
"Julian Figueroa","Mexican (AAA)","21","26.2",".377","1.08","19.4 %","41.7 %","38.8 %","32.5 %","5.0 %","47.2 %","26.9 %","25.9 %","6.3 %","174","273","447","sa509396"
"Adam Cowart","Giants (AA)","24","138.2",".336","1.67","20.3 %","49.9 %","29.8 %","14.9 %","5.0 %","49.1 %","24.3 %","26.6 %","19.5 %","132","715","847","sa328094"
"Jeff Locke","Braves (A)","20","139.2",".321","1.95","17.6 %","54.5 %","27.9 %","16.5 %","5.0 %","40.0 %","23.3 %","36.7 %","22.4 %","208","829","1037","2929"
"Daryl Maday","- - -","22","145.0",".290","1.79","16.5 %","53.6 %","29.9 %","13.2 %","5.0 %","44.4 %","26.3 %","29.2 %","29.1 %","185","832","1017","sa327891"
"Ian Kennedy","- - -","23","77.0",".265","1.01","16.8 %","41.8 %","41.3 %","22.2 %","4.9 %","46.3 %","21.7 %","32.0 %","14.2 %","411","751","1162","6986"
"Sandobal Septimo","Pirates (R)","18","54.0",".283","1.00","9.0 %","45.5 %","45.5 %","13.6 %","4.9 %","40.3 %","32.5 %","27.2 %","20.9 %","42","279","321","sa503980"
"Alex Ramirez","Blue Jays (R)","18","64.1",".285","1.14","14.4 %","45.5 %","40.1 %","38.3 %","4.9 %","45.3 %","30.7 %","24.1 %","22.3 %","131","318","449","sa506212"
