"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Harold Arauz","- - -","19","53.0","11.55","3.23","3.58","0.68","31.2 %","8.7 %","22.5 %",".186","1.06",".260","67.5 %","3.23","3.01","0.21","2.33","sa657710"
"Justin Thomas","Nationals (A)","23","71.1","8.07","1.39","5.82","0.38","22.0 %","3.8 %","18.2 %",".240","1.08",".303","70.7 %","2.78","3.01","-0.24","3.30","sa738724"
"Kyle McGrath","Padres (R)","21","22.2","8.74","2.38","3.67","0.00","27.2 %","7.4 %","19.8 %",".108","0.62",".154","80.0 %","0.79","3.01","-2.22","3.77","16793"
"Rafael Cedeno","Rangers (R)","19","36.0","7.00","2.25","3.11","0.00","19.3 %","6.2 %","13.1 %",".221","1.06",".282","79.1 %","1.50","3.01","-1.51","3.38","sa737031"
"A.J. Achter","- - -","25","78.2","9.15","2.86","3.20","0.46","26.3 %","8.2 %","18.1 %",".170","0.92",".223","79.0 %","2.17","3.01","-0.84","3.71","11387"
"Pedro Rodriguez","Mexican (AAA)","26","52.1","9.11","2.75","3.31","0.34","25.1 %","7.6 %","17.5 %",".201","1.05",".266","71.4 %","2.92","3.02","-0.09","3.62","sa528296"
"Richie Mirowski","- - -","25","36.1","9.66","2.48","3.90","0.50","24.8 %","6.4 %","18.5 %",".269","1.35",".356","64.3 %","3.72","3.02","0.70","3.18","sa598781"
"Buddy Boshers","- - -","26","74.0","9.97","4.86","2.05","0.24","26.3 %","12.8 %","13.5 %",".210","1.31",".294","71.4 %","3.28","3.02","0.26","3.36","8490"
"Jonathan Aro","- - -","23","87.1","10.10","2.99","3.38","0.41","27.6 %","8.2 %","19.4 %",".198","1.06",".272","69.7 %","2.16","3.02","-0.86","3.27","14699"
"Pedro Araujo","- - -","20","36.1","10.16","3.47","2.93","0.25","27.0 %","9.2 %","17.8 %",".212","1.18",".295","82.2 %","1.98","3.02","-1.04","3.03","17697"
"Erick Julio","Rockies (R)","17","66.0","6.14","1.50","4.09","0.27","17.3 %","4.2 %","13.1 %",".207","0.94",".245","62.1 %","2.45","3.02","-0.57","2.95","sa828333"
"Melvin Ovalles","Diamondbacks (R)","17","34.1","7.60","3.41","2.23","0.00","19.1 %","8.6 %","10.5 %",".256","1.40",".324","62.0 %","3.15","3.02","0.12","3.37","sa828289"
"Alan Busenitz","Angels (A)","23","69.2","8.01","2.71","2.95","0.26","22.1 %","7.5 %","14.6 %",".212","1.09",".272","79.5 %","1.94","3.03","-1.09","3.13","15239"
"Sean Donatello","- - -","23","53.2","10.73","1.68","6.40","0.84","27.6 %","4.3 %","23.3 %",".282","1.34",".378","73.1 %","3.86","3.03","0.83","2.44","sa599283"
"Greg Holle","- - -","25","47.0","6.70","1.34","5.00","0.57","19.8 %","4.0 %","15.8 %",".212","0.91",".250","82.5 %","2.11","3.03","-0.92","2.92","sa526447"
"Jose Quijada","Marlins (R)","18","74.1","7.99","2.78","2.87","0.24","21.0 %","7.3 %","13.7 %",".239","1.24",".303","70.5 %","2.91","3.03","-0.12","3.01","sa828494"
"John Cornely","Braves (AA)","25","68.2","9.31","4.46","2.09","0.26","25.0 %","12.0 %","13.0 %",".181","1.15",".244","79.0 %","2.49","3.03","-0.54","3.78","12364"
"Jacob Turner","Marlins (A+)","23","11.0","8.18","0.82","10.00","0.82","25.0 %","2.5 %","22.5 %",".180","0.73",".214","75.8 %","2.45","3.03","-0.57","2.29","10185"
"Edgardo Hernandez","Rays (R)","19","23.1","5.79","1.93","3.00","0.00","15.3 %","5.1 %","10.2 %",".214","1.03",".257","64.3 %","3.09","3.03","0.06","3.36","sa735829"
"Bobby Korecky","Blue Jays (AAA)","34","64.0","8.44","2.53","3.33","0.42","23.4 %","7.0 %","16.3 %",".198","1.02",".253","84.4 %","1.97","3.03","-1.06","3.40","4608"
"Cody Clark","- - -","20","19.0","10.89","3.79","2.88","0.00","29.9 %","10.4 %","19.5 %",".177","1.05",".267","71.4 %","1.89","3.03","-1.14","3.65","sa830371"
"Corey Walter","- - -","21","27.0","9.00","3.67","2.45","0.00","24.3 %","9.9 %","14.4 %",".184","1.07",".254","71.0 %","2.33","3.03","-0.70","3.46","sa829586"
"Ivan Hernandez","- - -","22","28.1","8.26","2.54","3.25","0.32","21.1 %","6.5 %","14.6 %",".263","1.34",".333","63.8 %","3.81","3.03","0.78","3.25","sa550634"
"Javier Ferrand","Diamondbacks (R)","18","27.0","8.67","4.33","2.00","0.00","21.1 %","10.6 %","10.6 %",".257","1.52",".337","64.3 %","4.00","3.03","0.97","3.33","sa831600"
"David Huff","Giants (AAA)","29","3.0","3.00","0.00","1.00","0.00","8.3 %","0.0 %","8.3 %",".250","1.00",".273","100.0 %","0.00","3.03","-3.03","6.97","4257"
"Ryan Kelly","- - -","26","40.0","11.03","2.70","4.08","0.90","31.4 %","7.7 %","23.7 %",".153","0.85",".198","73.9 %","2.93","3.04","-0.11","2.52","4858"
"Juliandry Higuera","Blue Jays (R)","19","46.1","8.74","3.69","2.37","0.19","23.4 %","9.9 %","13.5 %",".244","1.32",".325","66.0 %","3.50","3.04","0.46","3.11","sa737329"
"Rafael Encarnacion","Mets (R)","19","41.0","8.34","3.07","2.71","0.22","21.7 %","8.0 %","13.7 %",".283","1.44",".367","60.4 %","4.61","3.04","1.57","2.89","sa828543"
"Wil Ledezma","Mexican (AAA)","33","28.1","9.21","2.86","3.22","0.32","25.7 %","8.0 %","17.7 %",".175","0.95",".233","82.7 %","1.91","3.04","-1.13","3.54","1669"
"Alejandro Requena","Rockies (R)","17","38.2","6.52","2.09","3.11","0.00","16.8 %","5.4 %","11.4 %",".242","1.19",".296","56.9 %","3.96","3.04","0.92","3.42","sa828724"
"Jervis Torrealba","Red Sox (R)","19","50.0","7.92","3.24","2.44","0.18","22.6 %","9.2 %","13.3 %",".159","0.92",".206","79.0 %","1.80","3.04","-1.24","3.10","sa657774"
"David Carpenter","- - -","26","62.1","8.37","3.61","2.32","0.14","22.5 %","9.7 %","12.8 %",".234","1.27",".308","82.9 %","2.17","3.04","-0.88","3.87","9244"
"Tyler Rogers","- - -","23","89.2","8.33","2.71","3.07","0.10","23.3 %","7.6 %","15.7 %",".219","1.09",".291","82.5 %","1.81","3.04","-1.24","3.60","sa739036"
"Adrian Grullon","Pirates (R)","21","7.2","9.39","1.17","8.00","0.00","28.6 %","3.6 %","25.0 %",".042","0.26",".063","80.0 %","1.17","3.04","-1.87","3.51","sa608056"
"Jack Fischer","Tigers (A-)","22","27.2","7.16","3.58","2.00","0.00","17.2 %","8.6 %","8.6 %",".291","1.63",".358","55.6 %","4.88","3.04","1.84","3.49","sa829418"
"Taylor Rogers","Twins (AA)","23","145.0","7.01","2.30","3.05","0.25","18.7 %","6.1 %","12.5 %",".266","1.29",".327","69.4 %","3.29","3.04","0.25","3.75","13449"
"Andrew Reidt","Cardinals (R)","22","30.1","7.12","0.89","8.00","0.30","18.8 %","2.3 %","16.4 %",".231","1.02",".281","50.6 %","4.15","3.05","1.11","3.21","sa830690"
"Andy De La Cruz","Cardinals (R)","19","28.0","7.39","3.54","2.09","0.00","19.5 %","9.3 %","10.2 %",".245","1.32",".313","73.7 %","1.93","3.05","-1.12","3.29","sa737203"
"Daniel Lewis","Cubs (A-)","23","10.1","11.32","5.23","2.17","0.00","31.0 %","14.3 %","16.7 %",".167","1.16",".261","91.7 %","0.87","3.05","-2.18","3.86","sa837842"
"Gregory Soto","Tigers (R)","19","50.2","10.12","4.44","2.28","0.00","26.3 %","11.5 %","14.8 %",".222","1.30",".320","67.1 %","3.20","3.05","0.15","3.28","sa737262"
"Steven De La Cruz","Cardinals (R)","21","24.0","7.88","1.88","4.20","0.38","21.0 %","5.0 %","16.0 %",".266","1.25",".333","64.2 %","3.75","3.05","0.70","3.02","sa831915"
"George Kontos","Giants (AAA)","29","47.2","10.95","2.08","5.27","0.76","29.7 %","5.6 %","24.1 %",".223","1.09",".303","75.4 %","2.08","3.05","-0.97","3.17","9486"
"Sasha Kuebel","- - -","21","32.1","6.96","1.39","5.00","0.28","18.0 %","3.6 %","14.4 %",".288","1.33",".349","73.4 %","3.34","3.05","0.29","3.31","sa709603"
"Will Locante","Diamondbacks (A)","24","53.0","9.68","3.91","2.48","0.17","26.8 %","10.8 %","16.0 %",".166","1.02",".233","77.3 %","1.53","3.05","-1.52","3.42","sa577888"
"Alfredo Aceves","Yankees (AAA)","31","29.1","7.98","2.76","2.89","0.31","20.6 %","7.1 %","13.5 %",".259","1.33",".326","70.0 %","3.38","3.05","0.32","3.85","5164"
"Robby Scott","Red Sox (AA)","24","59.2","7.69","2.26","3.40","0.45","21.1 %","6.2 %","14.9 %",".242","1.17",".301","80.6 %","1.96","3.05","-1.09","3.39","13042"
"Jorge Rodriguez","Royals (R)","18","40.0","11.03","5.63","1.96","0.00","30.3 %","15.4 %","14.8 %",".134","1.08",".212","69.6 %","1.80","3.05","-1.25","3.30","sa828580"
"Samuel Adames","Royals (R)","19","34.1","6.29","2.36","2.67","0.00","17.7 %","6.6 %","11.0 %",".202","0.99",".250","73.0 %","2.36","3.05","-0.69","3.33","sa828739"
"Jonathan Pettibone","Phillies (AAA)","23","26.1","4.44","2.05","2.17","0.00","12.3 %","5.7 %","6.6 %",".220","1.06",".253","60.7 %","3.42","3.05","0.36","4.43","7106"
"Jean Lara","Reds (R)","21","40.1","6.25","2.23","2.80","0.00","16.9 %","6.0 %","10.8 %",".243","1.17",".298","70.6 %","2.23","3.06","-0.82","3.38","sa657741"
"Denton Keys","Phillies (R)","19","49.0","6.43","2.20","2.92","0.00","18.0 %","6.2 %","11.9 %",".242","1.12",".301","72.9 %","2.20","3.06","-0.85","3.38","sa737932"
"Pat Goetze","Red Sox (R)","20","29.0","6.21","0.93","6.67","0.00","15.9 %","2.4 %","13.5 %",".282","1.24",".340","61.9 %","3.72","3.06","0.67","3.49","sa738640"
"Steven Brault","- - -","22","146.1","7.63","1.85","4.13","0.25","21.6 %","5.2 %","16.4 %",".214","0.98",".271","71.4 %","2.77","3.06","-0.29","3.46","15291"
"Crusito Mieses","Angels (R)","17","64.0","7.88","3.38","2.33","0.00","21.8 %","9.3 %","12.5 %",".203","1.09",".269","72.4 %","1.83","3.06","-1.23","3.40","sa748945"
"Alex Wimmers","- - -","25","84.0","10.39","3.32","3.13","0.54","26.2 %","8.4 %","17.8 %",".267","1.44",".362","60.7 %","3.96","3.06","0.90","3.22","11394"
"Angel Vasquez","Pirates (R)","20","11.2","6.17","1.54","4.00","0.00","17.8 %","4.4 %","13.3 %",".146","0.69",".182","60.0 %","2.31","3.06","-0.75","3.33","sa828444"
"Brandon Mann","Pirates (AA)","30","34.0","9.00","3.71","2.43","0.26","22.8 %","9.4 %","13.4 %",".246","1.38",".323","75.1 %","2.91","3.06","-0.15","3.91","5172"
"Wyatt Strahan","Reds (R)","21","42.1","8.50","2.55","3.33","0.00","21.3 %","6.4 %","14.9 %",".274","1.42",".356","62.3 %","2.76","3.06","-0.30","3.88","sa599334"
"Josh Lueke","Rays (AAA)","29","37.1","9.64","2.17","4.44","0.72","26.0 %","5.8 %","20.1 %",".222","1.10",".287","66.1 %","3.38","3.06","0.31","3.18","5722"
"Anyelo Gomez","Yankees (R)","21","53.0","9.00","3.23","2.79","0.17","24.2 %","8.7 %","15.5 %",".211","1.13",".286","66.6 %","2.72","3.06","-0.35","3.13","sa737475"
"Buck Farmer","- - -","23","123.0","9.44","2.34","4.03","0.59","25.5 %","6.3 %","19.2 %",".238","1.17",".312","71.4 %","3.07","3.07","0.01","3.03","14814"
"Dioni Dominguez","Orioles (A-)","23","2.2","6.75","3.37","2.00","0.00","15.4 %","7.7 %","7.7 %",".333","1.87",".400","60.0 %","0.00","3.07","-3.07","4.52","sa548043"
"Robener Cabrera","Twins (R)","20","44.2","8.46","3.43","2.47","0.00","22.7 %","9.2 %","13.5 %",".222","1.19",".300","61.0 %","4.03","3.07","0.96","3.31","sa736897"
"Armando Rodriguez","Mexican (AAA)","26","58.0","10.40","2.95","3.53","0.47","27.1 %","7.7 %","19.4 %",".240","1.26",".329","68.3 %","2.95","3.07","-0.12","3.72","sa503637"
"Phil Kish","- - -","24","75.2","7.14","1.78","4.00","0.36","19.7 %","4.9 %","14.8 %",".232","1.08",".283","73.3 %","2.26","3.07","-0.81","3.14","sa739666"
"Bobby Bundy","- - -","24","7.2","10.57","4.70","2.25","0.00","25.7 %","11.4 %","14.3 %",".233","1.43",".333","41.7 %","7.04","3.07","3.97","3.58","sa454969"
"Liarvis Breto","Mariners (R)","21","36.0","8.75","3.75","2.33","0.25","21.7 %","9.3 %","12.4 %",".252","1.42",".327","64.6 %","3.50","3.07","0.43","2.95","sa656021"
"Miles Mikolas","Rangers (AAA)","25","44.2","7.66","0.60","12.67","0.60","20.0 %","1.6 %","18.4 %",".283","1.25",".343","69.5 %","3.22","3.07","0.15","3.49","9803"
"Robert Kahana","- - -","21","50.1","6.62","2.15","3.08","0.18","16.7 %","5.4 %","11.3 %",".236","1.21",".282","54.5 %","3.58","3.08","0.50","3.39","sa602695"
"Chad Green","Tigers (A)","23","130.1","8.63","1.93","4.46","0.55","23.9 %","5.4 %","18.6 %",".246","1.14",".315","71.7 %","3.11","3.08","0.03","2.95","15552"
"Chris Bassitt","- - -","25","43.1","10.18","3.53","2.88","0.42","26.6 %","9.2 %","17.4 %",".213","1.20",".292","78.5 %","2.08","3.08","-1.00","3.19","12304"
"Jose Castillo","Rays (R)","18","4.2","7.71","3.86","2.00","0.00","22.2 %","11.1 %","11.1 %",".188","1.07",".250","60.0 %","3.86","3.08","0.78","3.55","17169"
"Luiz Escanio","Cubs (R)","21","24.2","11.31","4.74","2.38","0.00","26.5 %","11.1 %","15.4 %",".263","1.58",".382","54.6 %","5.47","3.08","2.39","3.41","sa737039"
"Mitch Horacek","- - -","22","143.1","9.67","2.39","4.05","0.50","25.4 %","6.3 %","19.1 %",".259","1.28",".344","62.6 %","3.96","3.08","0.87","3.20","sa550295"
"Ken Roberts","Rockies (AA)","26","78.1","6.20","2.30","2.70","0.34","18.1 %","6.7 %","11.4 %",".188","0.92",".224","74.5 %","2.30","3.08","-0.78","3.06","10938"
"Keith Couch","- - -","24","106.2","6.58","1.86","3.55","0.25","17.4 %","4.9 %","12.5 %",".257","1.22",".310","72.3 %","2.78","3.08","-0.30","3.59","sa549175"
"James Hoyt","- - -","27","59.2","11.61","3.62","3.21","0.75","29.0 %","9.0 %","19.9 %",".238","1.36",".329","79.0 %","3.17","3.08","0.08","3.00","14605"
"Joey Krehbiel","- - -","21","43.1","10.59","3.32","3.19","0.42","29.8 %","9.4 %","20.5 %",".149","0.90",".208","78.0 %","1.66","3.08","-1.42","3.47","13707"
"Josh Prevost","Mets (A-)","22","19.2","6.41","2.75","2.33","0.00","17.5 %","7.5 %","10.0 %",".233","1.17",".288","75.0 %","1.83","3.09","-1.25","3.45","sa828963"
"Andrew McKirahan","- - -","24","65.0","7.89","1.94","4.07","0.55","21.5 %","5.3 %","16.2 %",".229","1.09",".282","80.1 %","2.08","3.09","-1.01","3.05","12870"
"Michael Sylvestri","Nationals (A)","24","10.0","10.80","1.80","6.00","0.90","27.9 %","4.7 %","23.3 %",".268","1.30",".357","51.7 %","6.30","3.09","3.21","3.03","sa738600"
"Yean Carlos Gil","Braves (A)","23","126.1","6.63","1.85","3.58","0.21","18.2 %","5.1 %","13.1 %",".242","1.13",".295","64.6 %","3.35","3.09","0.26","3.53","sa550678"
"Jake Thompson","- - -","24","51.2","7.66","2.61","2.93","0.35","19.6 %","6.7 %","12.9 %",".289","1.45",".358","79.5 %","2.79","3.09","-0.30","3.73","sa526929"
"Jose Nova","Blue Jays (R)","19","47.2","7.93","3.02","2.63","0.00","19.4 %","7.4 %","12.0 %",".273","1.45",".349","61.8 %","3.97","3.09","0.88","3.43","sa828725"
"Austin Chrismon","Astros (A-)","21","68.1","6.45","1.98","3.27","0.26","17.6 %","5.4 %","12.2 %",".247","1.17",".297","62.7 %","3.69","3.09","0.60","3.29","sa549934"
"Jose Salas","Reds (R)","19","60.2","6.23","1.48","4.20","0.30","16.0 %","3.8 %","12.2 %",".265","1.25",".312","48.6 %","4.90","3.09","1.81","3.08","sa737489"
"Zach Albin","- - -","21","24.2","7.30","2.55","2.86","0.00","19.8 %","6.9 %","12.9 %",".253","1.22",".324","69.7 %","3.65","3.09","0.56","3.84","sa829265"
"Geovanny Acosta","Diamondbacks (R)","20","32.0","10.69","4.78","2.24","0.00","27.9 %","12.5 %","15.4 %",".149","1.06",".224","76.9 %","2.53","3.09","-0.56","3.27","sa828291"
"Tomas Michelson","Rays (R)","22","25.1","8.17","2.13","3.83","0.36","20.7 %","5.4 %","15.3 %",".240","1.22",".300","68.6 %","2.13","3.09","-0.96","3.15","sa829645"
"Conor Mullee","- - -","26","39.0","8.54","3.00","2.85","0.23","24.5 %","8.6 %","15.9 %",".169","0.92",".225","71.0 %","1.38","3.09","-1.71","3.42","11580"
"Colin Rodgers","- - -","20","14.0","8.36","3.86","2.17","0.00","19.7 %","9.1 %","10.6 %",".300","1.71",".383","50.0 %","6.43","3.09","3.33","3.58","sa657940"
"A.J. Vanegas","- - -","21","27.1","10.87","4.61","2.36","0.00","29.7 %","12.6 %","17.1 %",".177","1.13",".270","87.5 %","1.32","3.10","-1.78","3.92","sa548360"
"Tyler Watson","- - -","21","24.2","12.04","3.28","3.67","0.36","30.6 %","8.3 %","22.2 %",".245","1.34",".359","58.3 %","4.01","3.10","0.92","3.54","sa659063"
"Jim Miller","Yankees (AAA)","32","57.1","9.42","3.14","3.00","0.47","24.1 %","8.0 %","16.1 %",".247","1.33",".323","73.2 %","3.30","3.10","0.20","3.59","7458"
"Jose Nin","Phillies (R)","19","29.1","8.28","3.38","2.45","0.00","18.5 %","7.5 %","11.0 %",".282","1.64",".356","50.0 %","2.76","3.10","-0.34","3.50","sa828548"
"MJ Villegas","Dodgers (R)","19","23.2","11.03","3.42","3.22","0.00","26.6 %","8.3 %","18.4 %",".227","1.31",".324","58.8 %","4.18","3.10","1.08","3.80","sa738281"
"Max Povse","Braves (R)","20","47.1","7.04","2.09","3.36","0.19","19.0 %","5.6 %","13.3 %",".231","1.12",".285","67.2 %","3.42","3.10","0.32","3.65","16165"
"Pete Perez","Braves (A)","23","57.2","9.21","2.34","3.93","0.47","23.5 %","6.0 %","17.5 %",".269","1.35",".349","66.0 %","3.28","3.10","0.18","3.19","sa825570"
"Luis Ayala","- - -","36","27.0","7.67","2.00","3.83","0.33","18.4 %","4.8 %","13.6 %",".342","1.70",".419","75.1 %","4.00","3.10","0.90","3.50","1650"
"Sam Agnew-Wieland","Yankees (A-)","22","38.2","10.24","4.42","2.32","0.00","23.5 %","10.2 %","13.4 %",".259","1.58",".356","62.7 %","4.19","3.11","1.08","3.64","sa738345"
"Trevor Williams","- - -","22","144.0","6.50","2.19","2.97","0.31","17.1 %","5.8 %","11.4 %",".279","1.35",".334","71.3 %","3.13","3.11","0.02","3.33","16977"
"Sean Manaea","Royals (A+)","22","121.2","10.80","3.99","2.70","0.37","28.4 %","10.5 %","17.9 %",".224","1.28",".319","69.5 %","3.11","3.11","0.00","3.35","15873"
"Joe Harvey","- - -","22","20.2","8.27","2.18","3.80","0.44","22.1 %","5.8 %","16.3 %",".225","1.11",".283","79.7 %","1.74","3.11","-1.37","3.05","sa827455"
"Ryan Borucki","- - -","20","57.0","8.21","1.42","5.78","0.47","23.7 %","4.1 %","19.6 %",".188","0.84",".235","67.7 %","2.37","3.11","-0.74","3.10","16350"
"Joseph O'Gara","- - -","26","33.1","6.75","1.35","5.00","0.54","18.7 %","3.7 %","14.9 %",".217","0.99",".255","69.5 %","2.97","3.11","-0.14","3.12","sa502727"
"Jeff Francis","Reds (AAA)","33","48.2","8.32","2.22","3.75","0.55","21.8 %","5.8 %","16.0 %",".269","1.32",".338","65.8 %","3.33","3.11","0.22","3.04","4684"
"Niklas Stephenson","- - -","20","68.0","6.75","1.59","4.25","0.26","18.6 %","4.4 %","14.2 %",".216","1.00",".262","60.1 %","2.38","3.11","-0.73","3.52","sa691089"
"Alex Muren","- - -","22","74.2","6.63","1.45","4.58","0.36","18.8 %","4.1 %","14.7 %",".234","1.03",".282","72.6 %","2.77","3.11","-0.34","3.29","sa658181"
"Abrahan Rodriguez","- - -","19","44.0","5.52","1.64","3.38","0.41","15.3 %","4.5 %","10.7 %",".266","1.20",".307","63.8 %","3.27","3.11","0.16","2.85","sa655909"
"Pat Venditte","- - -","29","78.1","9.54","2.53","3.77","0.69","25.8 %","6.8 %","18.9 %",".217","1.11",".281","80.4 %","2.64","3.11","-0.47","3.53","7108"
"David Colvin","Mariners (AA)","25","29.0","8.07","1.86","4.33","0.62","22.4 %","5.2 %","17.2 %",".213","1.00",".263","70.9 %","3.10","3.12","-0.01","3.15","sa577999"
"Andre Wheeler","White Sox (A)","22","98.1","10.16","2.93","3.47","0.46","27.3 %","7.9 %","19.4 %",".230","1.19",".315","73.0 %","2.84","3.12","-0.28","3.30","sa549578"
"Darwin Ramos","Mets (R)","18","38.2","6.98","2.79","2.50","0.00","17.7 %","7.1 %","10.6 %",".252","1.32",".312","51.9 %","3.96","3.12","0.84","3.67","sa737380"
"Austin Voth","- - -","22","126.2","9.45","2.70","3.50","0.50","26.7 %","7.6 %","19.0 %",".194","1.00",".258","70.7 %","2.77","3.12","-0.35","3.18","sa621465"
"Mark Threlkeld","Royals (AA)","24","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.12","-3.12","5.14","sa579643"
"Theron Geith","Astros (AA)","25","0.1","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.12","-3.12","6.16","sa503832"
"Tom Jameson","Diamondbacks (A)","22","46.2","7.14","0.96","7.40","0.58","19.4 %","2.6 %","16.8 %",".270","1.18",".324","65.6 %","4.05","3.12","0.93","3.21","sa739877"
"Zeb Sneed","Royals (A+)","23","63.0","6.86","2.00","3.43","0.29","18.7 %","5.5 %","13.2 %",".231","1.11",".281","63.1 %","2.71","3.12","-0.41","3.84","sa658165"
"Yimaury Pena","Royals (R)","20","67.1","7.35","1.34","5.50","0.53","20.2 %","3.7 %","16.5 %",".250","1.11",".304","73.2 %","2.67","3.12","-0.45","2.67","sa657903"
"Adam Lopez","- - -","24","11.2","13.11","6.94","1.89","0.00","34.0 %","18.0 %","16.0 %",".171","1.37",".292","75.0 %","3.09","3.12","-0.04","3.67","sa658598"
"Pat Peterson","Mariners (R)","21","49.2","9.79","3.26","3.00","0.36","26.3 %","8.8 %","17.6 %",".232","1.23",".318","69.8 %","3.26","3.12","0.14","3.11","sa827384"
"Yoiber Marquina","Indians (R)","18","21.0","12.43","5.14","2.42","0.00","29.9 %","12.4 %","17.5 %",".226","1.48",".346","59.4 %","2.57","3.12","-0.55","3.58","sa737061"
"Josue Montanez","- - -","22","71.2","9.92","3.89","2.55","0.25","23.9 %","9.4 %","14.5 %",".270","1.55",".363","50.8 %","6.03","3.12","2.90","3.65","sa549721"
"Diogenes Almengo","Astros (R)","19","18.0","6.50","3.00","2.17","0.00","16.5 %","7.6 %","8.9 %",".264","1.39",".322","73.1 %","3.50","3.13","0.37","3.48","sa835215"
"David Napoli","- - -","23","33.0","9.00","4.36","2.06","0.00","24.6 %","11.9 %","12.7 %",".162","1.06",".226","75.0 %","2.45","3.13","-0.67","3.95","sa737917"
"Oscar Villarreal","Mexican (AAA)","32","56.2","6.35","2.22","2.86","0.16","17.4 %","6.1 %","11.3 %",".264","1.25",".320","79.0 %","2.54","3.13","-0.59","3.72","1654"
"John Mincone","Mets (A)","24","54.2","7.57","2.80","2.71","0.16","18.3 %","6.8 %","11.5 %",".308","1.63",".380","64.3 %","4.61","3.13","1.48","3.60","sa501666"
"Brayan Alcantara","Yankees (R)","20","25.2","9.82","3.16","3.11","0.35","25.0 %","8.0 %","17.0 %",".210","1.17",".282","50.6 %","4.21","3.13","1.08","2.86","sa657695"
"Tyler Olson","- - -","24","148.1","7.71","2.12","3.63","0.49","20.2 %","5.6 %","14.7 %",".251","1.23",".309","71.0 %","3.46","3.13","0.33","3.40","14741"
"Miguel Del Pozo","Marlins (A)","21","66.0","11.59","2.59","4.47","0.68","31.1 %","7.0 %","24.2 %",".238","1.18",".342","61.0 %","4.91","3.13","1.78","2.86","sa597267"
"Greg Greve","- - -","22","35.2","5.80","2.27","2.56","0.00","15.5 %","6.1 %","9.5 %",".241","1.18",".290","63.6 %","3.28","3.13","0.15","3.84","sa550263"
"Luis Gomez","Blue Jays (R)","21","40.2","7.97","2.21","3.60","0.22","20.1 %","5.6 %","14.5 %",".233","1.18",".294","74.1 %","1.77","3.13","-1.36","3.13","sa828142"
"Yoshinori Tateyama","Yankees (AAA)","38","13.1","11.48","2.03","5.67","0.68","27.0 %","4.8 %","22.2 %",".281","1.43",".385","63.1 %","6.08","3.13","2.94","3.67","11651"
"James Buckelew","- - -","22","31.1","8.90","2.87","3.10","0.29","22.5 %","7.3 %","15.2 %",".296","1.50",".387","63.8 %","4.60","3.13","1.46","2.98","sa550261"
"Leonardo De La Cruz","White Sox (R)","20","22.1","10.88","6.45","1.69","0.00","25.5 %","15.1 %","10.4 %",".233","1.66",".333","67.6 %","2.82","3.13","-0.31","3.36","sa740811"
"Alex Powers","- - -","22","45.2","8.87","2.17","4.09","0.39","24.1 %","5.9 %","18.2 %",".227","1.12",".295","70.5 %","3.15","3.13","0.02","3.73","sa621533"
"Enderson Franco","Rays (A-)","21","68.2","6.55","1.05","6.25","0.52","17.7 %","2.8 %","14.8 %",".270","1.19",".318","63.3 %","3.28","3.14","0.14","3.09","sa547840"
"Gerardo Reyes","Rays (A-)","21","33.0","10.64","2.45","4.33","0.55","28.3 %","6.5 %","21.7 %",".258","1.24",".361","69.4 %","4.09","3.14","0.95","2.74","sa829912"
"Daniel Missaki","Mariners (R)","18","58.2","9.51","2.45","3.88","0.46","26.2 %","6.8 %","19.4 %",".212","1.06",".283","74.4 %","2.76","3.14","-0.38","2.99","sa741947"
"Reynaldo Polanco","Yankees (R)","21","35.1","8.15","3.31","2.46","0.00","21.3 %","8.7 %","12.7 %",".211","1.16",".277","71.1 %","2.29","3.14","-0.85","3.46","sa550670"
"Gerson Garabito","Royals (R)","18","49.1","11.13","4.93","2.26","0.18","30.2 %","13.4 %","16.8 %",".141","1.03",".213","80.6 %","1.28","3.14","-1.86","3.12","sa737361"
"Mitch Keller","Pirates (R)","18","27.1","9.55","4.28","2.23","0.00","25.7 %","11.5 %","14.2 %",".196","1.17",".279","77.1 %","1.98","3.14","-1.17","3.45","sa828700"
"Michael Kopech","Red Sox (R)","18","13.2","10.54","5.93","1.78","0.00","26.7 %","15.0 %","11.7 %",".216","1.46",".314","65.0 %","4.61","3.14","1.47","3.50","sa828680"
"Cole Swanson","Angels (A)","22","49.2","12.50","4.17","3.00","0.72","33.5 %","11.2 %","22.3 %",".191","1.17",".282","64.9 %","4.35","3.14","1.21","2.98","sa708210"
"Cody Wheeler","- - -","24","60.2","11.87","5.64","2.11","0.15","32.3 %","15.3 %","16.9 %",".150","1.14",".238","83.6 %","1.63","3.14","-1.51","3.76","sa548334"
"Tyler Bremer","- - -","24","60.1","11.19","3.58","3.13","0.60","29.4 %","9.4 %","20.0 %",".205","1.18",".287","78.6 %","2.83","3.14","-0.31","3.24","sa550011"
"Joey Wagman","Athletics (A)","22","26.1","10.59","2.39","4.43","0.68","26.7 %","6.0 %","20.7 %",".243","1.25",".324","62.1 %","5.13","3.14","1.98","2.83","sa738171"
