"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jose Valenzuela","Reds (R)","19","75.1",".269","1.52","24.3 %","45.6 %","30.1 %","38.7 %","4.8 %","42.5 %","22.6 %","34.8 %","33.2 %","114","410","524","sa917563"
"Darwin Ramos","- - -","21","80.2",".335","1.37","16.9 %","48.1 %","35.0 %","16.9 %","4.8 %","40.8 %","28.2 %","31.0 %","12.7 %","517","808","1325","sa737380"
"Cam Vieaux","- - -","23","141.1",".309","1.04","15.9 %","42.8 %","41.3 %","19.8 %","4.8 %","45.5 %","22.4 %","32.1 %","10.4 %","697","1318","2015","sa873657"
"Steven Brault","Pirates (AAA)","25","120.1",".252","1.61","15.3 %","52.2 %","32.5 %","18.3 %","4.8 %","42.1 %","20.4 %","37.5 %","11.6 %","726","1217","1943","15291"
"Artie Lewicki","- - -","25","141.0",".307","1.21","21.7 %","42.8 %","35.5 %","26.0 %","4.8 %","37.5 %","21.7 %","40.8 %","9.8 %","759","1512","2271","16731"
"Conor Mullee","Cubs (AAA)","29","18.1",".263","1.19","19.3 %","43.9 %","36.8 %","19.0 %","4.8 %","44.8 %","29.3 %","25.9 %","8.2 %","110","206","316","11580"
"Joe Mantiply","Yankees (AAA)","26","70.0",".329","1.57","19.4 %","49.3 %","31.3 %","22.2 %","4.8 %","44.0 %","29.7 %","26.3 %","12.0 %","349","690","1039","14857"
"Brett Oberholtzer","Blue Jays (AAA)","27","131.0",".340","1.35","21.0 %","45.4 %","33.6 %","17.7 %","4.8 %","43.7 %","28.3 %","28.1 %","9.9 %","761","1317","2078","3855"
"Daniel Schlereth","- - -","31","41.2",".271","3.29","15.1 %","65.1 %","19.8 %","9.5 %","4.8 %","58.9 %","15.9 %","25.2 %","11.7 %","221","362","583","8739"
"Matt Wivinis","- - -","23","30.2",".258","1.43","16.4 %","49.2 %","34.4 %","19.0 %","4.8 %","47.6 %","19.1 %","33.3 %","19.8 %","153","316","469","sa3002775"
"Adolfo Molina","Blue Jays (R)","19","26.1",".307","2.29","16.9 %","57.8 %","25.3 %","19.0 %","4.8 %","42.1 %","30.7 %","27.3 %","18.7 %","62","141","203","sa3002989"
"Juan Jimenez","Blue Jays (R)","19","16.2",".263","1.52","3.6 %","58.2 %","38.2 %","42.9 %","4.8 %","44.1 %","25.4 %","30.5 %","14.2 %","77","85","162","sa3002990"
"Miguel Alvarez","Athletics (R)","21","18.0",".333","1.38","9.1 %","52.7 %","38.2 %","28.6 %","4.8 %","36.2 %","20.7 %","43.1 %","24.3 %","43","105","148","sa3003148"
"Dannysmel Tavarez","Reds (R)","19","16.1",".385","0.52","28.9 %","24.4 %","46.7 %","19.0 %","4.8 %","37.5 %","33.3 %","29.2 %","23.2 %","93","97","190","sa3003161"
"Seth Elledge","- - -","21","25.0",".313","0.95","12.8 %","42.6 %","44.7 %","19.0 %","4.8 %","36.7 %","8.2 %","55.1 %","16.5 %","138","263","401","sa3004011"
"Thomas St. Clair","Cardinals (R)","23","22.1",".217","0.71","18.2 %","34.1 %","47.7 %","38.1 %","4.8 %","39.1 %","17.4 %","43.5 %","17.8 %","154","244","398","sa3004021"
"Brandon Marsonek","- - -","23","32.0",".217","0.69","11.3 %","36.3 %","52.5 %","28.6 %","4.8 %","41.7 %","27.4 %","31.0 %","17.1 %","171","284","455","sa3004117"
"Tyler Ivey","- - -","21","38.1",".367","1.19","14.8 %","46.3 %","38.9 %","28.6 %","4.8 %","39.6 %","20.7 %","39.6 %","12.3 %","241","458","699","sa3004574"
"Richard Terrero","Tigers (R)","19","33.0",".356","0.74","18.0 %","34.8 %","47.2 %","21.4 %","4.8 %","53.9 %","28.1 %","18.0 %","31.2 %","104","201","305","sa3004580"
"Hayden Deal","- - -","22","30.2",".302","2.67","11.5 %","64.4 %","24.1 %","19.0 %","4.8 %","39.6 %","21.9 %","38.5 %","26.4 %","64","194","258","sa3004680"
"Aaron Fernandez","Tigers (R)","22","25.2",".317","1.81","20.3 %","51.4 %","28.4 %","9.5 %","4.8 %","46.3 %","23.8 %","30.0 %","19.9 %","66","155","221","sa3004681"
"Osvaldo Berrios","Athletics (R)","17","27.0",".398","0.81","16.5 %","37.4 %","46.2 %","7.1 %","4.8 %","44.2 %","23.2 %","32.6 %","26.3 %","41","172","213","sa3004702"
"Paul Campbell","Rays (R)","21","19.2",".283","1.00","19.2 %","40.4 %","40.4 %","14.3 %","4.8 %","37.0 %","24.1 %","38.9 %","20.3 %","30","113","143","sa3005052"
"Jordan Harrison","Rays (AA)","26","57.2",".265","1.88","20.4 %","52.0 %","27.6 %","23.8 %","4.8 %","39.1 %","23.7 %","37.2 %","9.5 %","423","597","1020","sa502697"
"Roberto Espinosa","Mexican (AAA)","25","35.1",".368","1.36","13.2 %","50.0 %","36.8 %","33.3 %","4.8 %","42.5 %","25.0 %","32.5 %","11.0 %","291","343","634","sa504950"
"Tyler Knigge","- - -","28","23.0",".400","1.19","29.2 %","38.5 %","32.3 %","23.8 %","4.8 %","42.4 %","31.8 %","25.8 %","13.8 %","163","285","448","sa549105"
"Evan Beal","- - -","23","37.2",".286","0.88","17.7 %","38.5 %","43.8 %","21.4 %","4.8 %","43.3 %","31.7 %","25.0 %","10.4 %","251","344","595","sa598103"
"Elias Torres","- - -","25","37.1",".379","2.43","20.0 %","56.7 %","23.3 %","23.8 %","4.8 %","40.9 %","22.6 %","36.6 %","11.9 %","290","444","734","sa657277"
"Angel Yepez","- - -","22","22.2",".348","1.67","16.4 %","52.2 %","31.3 %","33.3 %","4.8 %","42.9 %","18.6 %","38.6 %","15.9 %","77","232","309","sa735852"
"Jose Carlos Medina","- - -","20","74.1",".316","2.16","19.4 %","55.1 %","25.5 %","15.9 %","4.8 %","46.9 %","22.3 %","30.8 %","10.0 %","345","714","1059","sa737197"
"A.J. Bogucki","Nationals (A)","22","55.2",".323","0.90","24.1 %","36.1 %","39.9 %","22.2 %","4.8 %","43.9 %","25.0 %","31.1 %","10.9 %","291","582","873","sa738484"
"Spencer Turnbull","- - -","24","112.0",".305","1.95","19.2 %","53.4 %","27.4 %","14.3 %","4.8 %","37.5 %","22.8 %","39.7 %","17.6 %","442","908","1350","sa827481"
"Marbin Montijo","Mets (R)","20","28.0",".357","1.14","32.8 %","35.8 %","31.3 %","33.3 %","4.8 %","52.1 %","18.3 %","29.6 %","11.7 %","214","306","520","sa828404"
"Grant Hockin","Indians (A-)","21","33.0",".322","1.29","13.5 %","48.6 %","37.8 %","14.3 %","4.8 %","37.5 %","29.2 %","33.3 %","8.1 %","167","339","506","sa828698"
"Kida De La Cruz","Angels (R)","22","21.1",".294","0.52","33.3 %","22.9 %","43.8 %","23.8 %","4.8 %","42.3 %","26.9 %","30.8 %","36.0 %","61","142","203","sa829580"
"Cameron Bishop","- - -","21","37.2",".222","1.71","21.9 %","49.3 %","28.8 %","23.8 %","4.8 %","44.6 %","21.6 %","33.8 %","16.2 %","151","270","421","sa829601"
"Eric Alonzo","- - -","25","22.1",".254","1.29","21.3 %","44.3 %","34.4 %","23.8 %","4.8 %","48.4 %","20.3 %","31.3 %","11.2 %","92","202","294","sa829845"
"Hector Mendoza","- - -","23","33.0",".326","0.83","11.5 %","40.2 %","48.3 %","23.8 %","4.8 %","50.6 %","20.9 %","28.6 %","16.5 %","197","323","520","sa863882"
"Matt Clancy","- - -","23","44.1",".386","0.90","25.2 %","35.5 %","39.3 %","21.4 %","4.8 %","45.7 %","24.1 %","30.2 %","18.5 %","278","496","774","sa872718"
"Robinson Martinez","Phillies (R)","19","23.0",".276","1.57","18.2 %","50.0 %","31.8 %","28.6 %","4.8 %","36.8 %","20.6 %","42.7 %","12.5 %","40","104","144","sa873188"
"Saul Cuenca","Mariners (R)","19","27.2",".208","2.00","12.5 %","58.3 %","29.2 %","28.6 %","4.8 %","64.9 %","14.9 %","20.3 %","26.9 %","67","134","201","sa873528"
"Zach Jackson","- - -","22","51.0",".263","1.21","18.4 %","44.7 %","36.8 %","28.6 %","4.8 %","41.5 %","22.9 %","35.6 %","15.7 %","346","502","848","sa874174"
"Reimin Ramos","Rays (A)","21","58.2",".252","1.14","15.6 %","45.0 %","39.4 %","17.5 %","4.8 %","43.8 %","32.7 %","23.5 %","11.6 %","321","540","861","sa875857"
"Jose Alcantara","Orioles (R)","24","25.2",".369","1.62","27.6 %","44.7 %","27.6 %","28.6 %","4.8 %","37.5 %","32.5 %","30.0 %","38.1 %","24","152","176","sa877820"
"Edwin Cruz","- - -","22","32.1",".351","2.38","26.0 %","52.1 %","21.9 %","33.3 %","4.8 %","54.1 %","19.4 %","26.5 %","30.9 %","79","183","262","sa877873"
"Matt Ruppenthal","Astros (A-)","21","23.2",".400","1.24","21.7 %","43.3 %","35.0 %","14.3 %","4.8 %","39.3 %","27.9 %","32.8 %","17.3 %","132","227","359","sa915693"
"Edwuin Bencomo","- - -","18","26.0",".297","1.48","24.6 %","44.9 %","30.4 %","57.1 %","4.8 %","61.6 %","19.2 %","19.2 %","35.0 %","54","169","223","sa917763"
"Ever Moya","Rockies (R)","18","50.0",".328","2.26","17.5 %","57.2 %","25.3 %","26.2 %","4.8 %","48.0 %","20.2 %","31.8 %","25.0 %","108","272","380","sa917836"
"Daniel Brown","Brewers (A)","22","72.0",".337","1.27","21.0 %","44.2 %","34.8 %","20.6 %","4.8 %","42.1 %","24.1 %","33.9 %","10.0 %","459","742","1201","sa918031"
"Ryan Olson","Reds (A)","22","23.2",".324","1.71","18.6 %","51.4 %","30.0 %","9.5 %","4.8 %","50.0 %","16.7 %","33.3 %","10.7 %","116","221","337","sa918258"
"Anderson Reynoso","- - -","19","23.1",".304","1.14","22.4 %","41.4 %","36.2 %","28.6 %","4.8 %","44.3 %","14.8 %","41.0 %","32.4 %","17","119","136","sa919025"
"Martin Buitimea","- - -","19","39.2",".314","1.33","16.9 %","47.5 %","35.6 %","38.1 %","4.8 %","43.6 %","20.2 %","36.3 %","31.1 %","64","225","289","sa921661"
"Pablo Lopez","- - -","21","145.1",".330","1.81","19.4 %","51.9 %","28.7 %","18.9 %","4.7 %","51.9 %","20.8 %","27.4 %","13.2 %","607","1420","2027","17085"
"Nik Turley","- - -","27","92.0",".302","0.81","21.8 %","35.0 %","43.1 %","34.1 %","4.7 %","45.1 %","21.3 %","33.7 %","13.1 %","551","951","1502","5530"
"Jose Morel","Giants (A)","23","70.0",".298","0.96","25.8 %","36.4 %","37.8 %","22.4 %","4.7 %","47.2 %","19.9 %","32.9 %","9.5 %","324","693","1017","sa657746"
"Zach Eflin","- - -","23","55.1",".317","1.06","17.5 %","42.5 %","40.0 %","17.2 %","4.7 %","39.9 %","27.6 %","32.5 %","9.5 %","274","539","813","13774"
"Michael Kopech","- - -","21","134.1",".286","0.95","17.8 %","40.1 %","42.1 %","21.9 %","4.7 %","37.5 %","21.5 %","41.0 %","12.5 %","858","1454","2312","sa828680"
"Julian Garcia","Phillies (A-)","22","60.0",".319","0.73","16.5 %","35.3 %","48.1 %","14.1 %","4.7 %","46.0 %","27.7 %","26.3 %","12.1 %","373","598","971","sa918182"
"Christian Torres","- - -","23","85.0",".275","1.72","17.5 %","52.1 %","30.3 %","23.4 %","4.7 %","52.4 %","19.9 %","27.7 %","13.1 %","421","754","1175","sa918696"
"Ryan Sherriff","Cardinals (AAA)","27","53.2",".255","1.91","14.4 %","56.2 %","29.5 %","18.6 %","4.7 %","37.3 %","30.0 %","32.7 %","11.9 %","248","518","766","12249"
"Jose Berrios","Twins (AAA)","23","39.2",".214","0.93","18.6 %","39.2 %","42.2 %","18.6 %","4.7 %","44.8 %","23.8 %","31.4 %","10.5 %","184","370","554","14168"
"Carlos Fisher","- - -","34","43.2",".336","1.35","19.2 %","46.4 %","34.4 %","16.3 %","4.7 %","42.3 %","26.2 %","31.5 %","12.2 %","276","456","732","9832"
"Andy Santana","Tigers (R)","17","41.1",".350","1.26","29.2 %","39.4 %","31.4 %","30.2 %","4.7 %","38.1 %","23.8 %","38.1 %","28.7 %","98","261","359","sa3002957"
"Pablo Santana","Pirates (R)","18","40.0",".237","1.37","11.3 %","51.3 %","37.4 %","37.2 %","4.7 %","55.7 %","16.4 %","27.9 %","26.0 %","84","220","304","sa3003028"
"Jose Mesa Jr.","- - -","23","84.0",".233","0.76","15.6 %","36.3 %","48.0 %","25.6 %","4.7 %","46.7 %","21.7 %","31.5 %","14.1 %","450","801","1251","sa658593"
"Nolan Long","- - -","23","51.1",".289","1.21","17.4 %","45.2 %","37.4 %","34.9 %","4.7 %","39.8 %","22.8 %","37.4 %","12.4 %","335","576","911","sa659265"
"Salvador Valdez","Mexican (AAA)","34","100.0",".329","1.55","20.1 %","48.5 %","31.4 %","25.0 %","4.6 %","45.5 %","18.3 %","36.2 %","7.2 %","485","966","1451","sa262058"
"Junior Fernandez","Cardinals (A+)","20","90.1",".281","1.11","16.2 %","44.1 %","39.7 %","20.4 %","4.6 %","39.5 %","25.7 %","34.8 %","11.7 %","464","723","1187","sa831812"
"Akeel Morris","- - -","24","54.1",".264","0.66","21.7 %","31.2 %","47.1 %","27.7 %","4.6 %","41.3 %","26.6 %","32.2 %","15.3 %","333","605","938","12185"
"Parker Berberet","- - -","27","65.2",".337","1.40","18.3 %","47.6 %","34.0 %","13.8 %","4.6 %","49.2 %","23.9 %","26.9 %","8.5 %","351","674","1025","sa546748"
"Travis Ott","- - -","22","118.0",".260","0.78","14.7 %","37.5 %","47.8 %","21.5 %","4.6 %","39.6 %","20.1 %","40.3 %","11.0 %","651","1137","1788","sa738460"
"Mariano Rivera","Nationals (A+)","23","54.0",".292","1.06","19.3 %","41.6 %","39.2 %","26.2 %","4.6 %","44.4 %","34.5 %","21.1 %","17.4 %","204","444","648","sa829639"
"Hoby Milner","Phillies (AAA)","26","27.2",".311","1.64","21.6 %","48.6 %","29.7 %","9.1 %","4.5 %","43.4 %","25.0 %","31.6 %","10.2 %","150","282","432","13346"
"Jace Fry","White Sox (AA)","23","45.1",".307","3.09","21.7 %","59.1 %","19.1 %","18.2 %","4.5 %","38.3 %","27.0 %","34.8 %","12.1 %","282","429","711","16159"
"Jonathan Loaisiga","- - -","22","32.2",".195","2.00","16.5 %","55.7 %","27.8 %","27.3 %","4.5 %","36.1 %","20.5 %","43.4 %","19.6 %","66","251","317","19753"
"Tim Dillard","Brewers (AAA)","33","62.2",".335","1.33","19.4 %","46.1 %","34.6 %","22.7 %","4.5 %","45.1 %","27.7 %","27.2 %","8.9 %","423","664","1087","5518"
"Eric Pena","Nationals (R)","18","33.0",".296","2.45","18.3 %","58.1 %","23.7 %","36.4 %","4.5 %","49.5 %","14.1 %","36.4 %","23.7 %","88","165","253","sa3002609"
"Pedro Gonzalez","Nationals (R)","16","52.2",".366","1.95","23.5 %","50.6 %","25.9 %","38.6 %","4.5 %","55.8 %","17.2 %","27.0 %","28.0 %","117","308","425","sa3002617"
"Jon Malmin","- - -","22","27.2",".274","1.59","17.4 %","50.7 %","31.9 %","27.3 %","4.5 %","29.7 %","25.7 %","44.6 %","24.9 %","85","172","257","sa3002745"
"Oscar Severino","Astros (R)","19","32.1",".286","2.18","10.3 %","61.5 %","28.2 %","54.5 %","4.5 %","48.2 %","14.8 %","37.0 %","26.1 %","111","157","268","sa3002918"
"Jose Rodulfo","Dodgers (R)","16","56.0",".282","1.95","21.7 %","51.8 %","26.5 %","47.7 %","4.5 %","46.8 %","25.4 %","27.8 %","28.9 %","88","299","387","sa3002961"
"Rovaldis Cabrera","Royals (R)","17","36.2",".325","3.14","18.8 %","61.6 %","19.6 %","18.2 %","4.5 %","46.1 %","22.6 %","31.3 %","34.4 %","28","193","221","sa3002992"
"Naswell Paulino","Blue Jays (R)","17","55.2",".272","1.73","18.4 %","51.7 %","29.9 %","40.9 %","4.5 %","42.9 %","22.1 %","35.1 %","34.0 %","94","309","403","sa3002998"
"Adan Frias","Royals (R)","18","50.2",".315","1.57","10.3 %","54.8 %","34.9 %","29.5 %","4.5 %","39.7 %","26.0 %","34.4 %","36.0 %","76","285","361","sa3003007"
"Kevin Hamann","- - -","23","21.1",".318","1.55","12.5 %","53.1 %","34.4 %","9.1 %","4.5 %","43.3 %","20.9 %","35.8 %","20.0 %","21","124","145","sa3004221"
"John Curtis","Braves (R)","21","25.1",".274","1.23","19.7 %","44.3 %","36.1 %","31.8 %","4.5 %","42.9 %","25.4 %","31.8 %","14.7 %","156","226","382","sa3004467"
"Enrique Lechuga","Mexican (AAA)","31","59.1",".396","1.47","20.1 %","47.5 %","32.4 %","6.1 %","4.5 %","47.9 %","28.0 %","24.2 %","6.3 %","355","635","990","sa455890"
"Josh Lowey","Mexican (AAA)","32","127.0",".334","1.90","20.6 %","52.0 %","27.4 %","15.9 %","4.5 %","36.7 %","26.0 %","37.3 %","11.0 %","683","1293","1976","sa560990"
"Miguel Aguilar","Diamondbacks (A+)","25","22.2",".278","0.91","20.8 %","37.7 %","41.5 %","36.4 %","4.5 %","47.3 %","21.8 %","30.9 %","15.2 %","118","224","342","sa654743"
"Gregory Soto","- - -","22","124.0",".309","1.48","24.8 %","44.8 %","30.3 %","17.0 %","4.5 %","36.4 %","25.3 %","38.3 %","13.4 %","748","1180","1928","sa737262"
"Jeremy Ovalle","Marlins (A-)","20","24.1",".356","0.36","16.7 %","22.2 %","61.1 %","18.2 %","4.5 %","42.7 %","26.7 %","30.7 %","11.5 %","176","277","453","sa828493"
"Domingo Jimenez","- - -","23","25.1",".325","0.48","15.6 %","27.3 %","57.1 %","29.5 %","4.5 %","44.3 %","21.5 %","34.2 %","8.4 %","206","258","464","sa828539"
"Brian Hunter","- - -","24","28.2",".277","1.18","26.2 %","40.0 %","33.8 %","22.7 %","4.5 %","50.0 %","19.7 %","30.3 %","13.7 %","154","284","438","sa829173"
"Max MacNabb","- - -","24","18.0",".281","0.95","20.4 %","38.9 %","40.7 %","18.2 %","4.5 %","50.0 %","36.2 %","13.8 %","21.4 %","68","180","248","sa829244"
"Ivan Medina","- - -","21","44.2",".336","3.27","14.5 %","65.5 %","20.0 %","13.6 %","4.5 %","43.5 %","20.9 %","35.7 %","37.1 %","53","249","302","sa830138"
"Alejandro Rodriguez","- - -","20","60.0",".290","1.14","14.0 %","45.7 %","40.2 %","28.8 %","4.5 %","46.4 %","24.4 %","29.2 %","33.8 %","70","359","429","sa832272"
"Joey Strain","Mariners (A+)","23","74.0",".381","0.92","18.5 %","39.0 %","42.5 %","16.4 %","4.5 %","41.3 %","31.1 %","27.7 %","9.5 %","355","782","1137","sa856185"
"Julio Guante","Tigers (R)","20","30.2",".341","2.95","20.2 %","59.6 %","20.2 %","27.3 %","4.5 %","51.2 %","20.7 %","28.1 %","12.0 %","65","168","233","sa872872"
"Carlos Suniaga","- - -","20","51.1",".240","1.66","13.3 %","54.1 %","32.6 %","15.9 %","4.5 %","50.3 %","21.4 %","28.3 %","26.4 %","75","285","360","sa873291"
"Jay Flaa","Orioles (A+)","25","54.2",".310","0.77","30.4 %","30.4 %","39.3 %","20.5 %","4.5 %","39.5 %","21.1 %","39.5 %","12.3 %","418","617","1035","sa875184"
"Darin Gillies","Mariners (AA)","24","59.2",".271","0.72","15.2 %","35.4 %","49.4 %","27.3 %","4.5 %","34.3 %","21.6 %","44.2 %","9.9 %","347","638","985","sa875269"
"Kyle Keller","Marlins (A)","24","67.0",".310","1.59","18.6 %","50.0 %","31.4 %","27.3 %","4.5 %","42.8 %","26.9 %","30.3 %","16.2 %","328","651","979","sa875759"
"Christophers Santana","Indians (R)","19","28.2",".384","2.36","7.5 %","65.0 %","27.5 %","50.0 %","4.5 %","33.7 %","27.9 %","38.4 %","28.5 %","89","164","253","sa877306"
"Dan Jagiello","- - -","22","25.1",".241","1.32","12.1 %","50.0 %","37.9 %","18.2 %","4.5 %","32.2 %","27.1 %","40.7 %","16.3 %","149","231","380","sa913036"
"Mitchell White","- - -","22","73.2",".246","2.11","18.5 %","55.4 %","26.2 %","20.5 %","4.5 %","37.3 %","27.7 %","35.0 %","16.2 %","361","658","1019","sa917948"
"Michael Mertz","Marlins (A)","23","75.0",".243","1.23","17.4 %","45.5 %","37.1 %","37.9 %","4.5 %","50.0 %","19.4 %","30.6 %","14.2 %","391","714","1105","sa918296"
"John Hayes","Tigers (A-)","24","22.1",".397","1.50","24.7 %","45.2 %","30.1 %","40.9 %","4.5 %","41.9 %","20.3 %","37.8 %","12.5 %","112","223","335","sa918566"
"Yeizo Campos","- - -","21","65.2",".297","1.09","15.3 %","44.2 %","40.5 %","24.2 %","4.5 %","46.4 %","24.7 %","28.9 %","18.1 %","143","432","575","sa919234"
"Claudio Scotti","Pirates (R)","18","13.1",".229","0.59","16.7 %","31.0 %","52.4 %","27.3 %","4.5 %","48.9 %","13.3 %","37.8 %","8.8 %","41","61","102","sa923030"
"Luis Medina","- - -","18","38.2",".283","2.27","20.0 %","55.6 %","24.4 %","36.4 %","4.5 %","39.6 %","15.6 %","44.8 %","15.3 %","209","293","502","sa928510"
"David Hurlbut","Twins (AAA)","27","130.2",".351","1.43","21.6 %","46.1 %","32.3 %","26.3 %","4.5 %","50.0 %","23.5 %","26.5 %","10.3 %","683","1360","2043","sa503067"
"Manny Banuelos","Angels (AAA)","26","95.0",".350","1.47","20.9 %","47.1 %","32.0 %","16.9 %","4.5 %","43.9 %","26.0 %","30.1 %","9.8 %","632","1003","1635","5365"
"Riley Smith","- - -","22","105.2",".312","1.99","15.3 %","56.4 %","28.3 %","14.6 %","4.5 %","43.6 %","21.8 %","34.7 %","9.5 %","498","1025","1523","sa876070"
"Ronald Dominguez","Mariners (A)","23","55.2",".285","1.01","20.1 %","40.2 %","39.6 %","28.4 %","4.5 %","47.4 %","23.1 %","29.5 %","10.9 %","271","511","782","sa600293"
"Eric Stout","Royals (AAA)","24","69.1",".270","0.86","15.7 %","38.9 %","45.5 %","21.1 %","4.4 %","40.9 %","25.6 %","33.5 %","10.3 %","468","740","1208","16873"
"Ramon E Ramirez","- - -","35","39.2",".300","1.22","17.4 %","45.5 %","37.2 %","20.0 %","4.4 %","45.9 %","29.5 %","24.6 %","14.1 %","226","379","605","7986"
"Antonio Cardenas","Diamondbacks (R)","17","56.2",".367","1.51","28.0 %","43.3 %","28.7 %","37.8 %","4.4 %","44.8 %","23.9 %","31.3 %","37.1 %","90","357","447","sa3002681"
"Evan Guillory","- - -","21","52.0",".299","1.80","17.6 %","52.9 %","29.4 %","13.3 %","4.4 %","44.0 %","25.5 %","30.6 %","14.1 %","228","502","730","sa3003994"
"Caleb Boushley","- - -","23","41.2",".357","1.22","20.0 %","44.0 %","36.0 %","11.1 %","4.4 %","48.9 %","22.9 %","28.2 %","22.1 %","90","272","362","sa3004226"
"Jose Flores","- - -","28","112.0",".302","1.79","17.7 %","52.8 %","29.5 %","22.2 %","4.4 %","48.9 %","23.5 %","27.7 %","10.8 %","630","1151","1781","sa503583"
"Jake Bray","Orioles (A)","24","51.0",".410","0.98","20.5 %","39.3 %","40.2 %","24.4 %","4.4 %","42.0 %","28.6 %","29.4 %","11.9 %","309","615","924","sa738576"
"Bryan Garcia","- - -","22","55.0",".301","0.89","25.4 %","35.1 %","39.5 %","20.0 %","4.4 %","38.3 %","24.4 %","37.4 %","18.4 %","306","542","848","sa873996"
"Riley Ferrell","- - -","23","54.0",".345","1.58","17.7 %","50.4 %","31.9 %","31.1 %","4.4 %","37.5 %","25.7 %","36.8 %","16.6 %","278","562","840","sa874967"
"Yerelmy Garcia","Royals (R)","21","37.2",".242","1.13","18.6 %","43.2 %","38.1 %","28.9 %","4.4 %","43.0 %","23.1 %","33.9 %","8.4 %","198","335","533","sa917747"
"JoJo Romero","- - -","20","129.0",".295","2.00","17.7 %","54.9 %","27.4 %","18.9 %","4.4 %","45.5 %","25.7 %","28.9 %","14.0 %","659","1211","1870","sa917955"
"Wilfry Cruz","- - -","19","60.1",".326","1.07","17.1 %","42.9 %","40.0 %","19.1 %","4.4 %","37.7 %","29.1 %","33.1 %","19.1 %","160","369","529","sa917190"
"John Valek","Rockies (A-)","23","61.2",".364","1.34","27.4 %","41.6 %","31.1 %","29.4 %","4.4 %","45.1 %","25.2 %","29.7 %","8.0 %","349","617","966","sa921352"
"Chris Comito","- - -","21","93.1",".356","1.29","22.6 %","43.6 %","33.8 %","17.5 %","4.4 %","47.7 %","20.5 %","31.8 %","9.0 %","552","934","1486","sa875632"
"Brandon Workman","Red Sox (AAA)","28","29.0",".234","1.22","19.0 %","44.4 %","36.5 %","17.4 %","4.3 %","32.3 %","27.7 %","40.0 %","12.3 %","175","296","471","11428"
"Carter Capps","- - -","26","27.2",".243","1.39","17.9 %","47.8 %","34.3 %","26.1 %","4.3 %","53.5 %","21.1 %","25.4 %","9.1 %","181","279","460","12803"
"Adalberto Mejia","Twins (AAA)","24","28.2",".294","1.87","21.4 %","51.2 %","27.4 %","30.4 %","4.3 %","44.2 %","24.4 %","31.4 %","12.7 %","130","265","395","13188"
"Austin L. Adams","Nationals (AAA)","26","59.0",".321","1.26","17.5 %","46.0 %","36.5 %","23.9 %","4.3 %","33.8 %","26.3 %","39.9 %","14.6 %","377","665","1042","13801"
"Fernando Romero","Twins (AA)","22","125.0",".328","2.00","22.0 %","52.0 %","26.0 %","19.6 %","4.3 %","42.7 %","21.1 %","36.2 %","12.0 %","694","1297","1991","15885"
"Trevor Hildenberger","Twins (AAA)","26","30.2",".321","1.87","16.5 %","54.4 %","29.1 %","30.4 %","4.3 %","37.8 %","31.7 %","30.5 %","13.0 %","153","331","484","17002"
"Henderson Alvarez","Phillies (AAA)","27","19.0",".286","1.22","17.7 %","45.2 %","37.1 %","17.4 %","4.3 %","60.3 %","17.5 %","22.2 %","7.0 %","96","161","257","5669"
"Vidal Nuno","Orioles (AAA)","29","26.2",".319","1.43","20.0 %","47.1 %","32.9 %","17.4 %","4.3 %","53.4 %","21.9 %","24.7 %","12.1 %","146","307","453","9674"
"Louis Coleman","- - -","31","64.0",".273","0.70","20.9 %","32.4 %","46.6 %","20.3 %","4.3 %","41.2 %","31.4 %","27.5 %","12.1 %","415","663","1078","9720"
"Jesus Cruz","- - -","22","30.2",".367","1.70","17.3 %","52.0 %","30.7 %","39.1 %","4.3 %","45.6 %","26.6 %","27.9 %","26.2 %","124","299","423","sa3001066"
"Raymells Rosa","Rockies (R)","18","32.0",".309","2.61","16.2 %","60.6 %","23.2 %","30.4 %","4.3 %","41.6 %","19.8 %","38.6 %","14.4 %","105","145","250","sa3002939"
"Ronald Burgos","Tigers (R)","17","40.1",".326","1.02","26.8 %","37.0 %","36.2 %","15.2 %","4.3 %","43.1 %","20.8 %","36.2 %","28.6 %","82","233","315","sa3002955"
"Carlos Sanchez","Royals (R)","18","29.2",".221","1.78","16.9 %","53.2 %","29.9 %","26.1 %","4.3 %","51.3 %","23.1 %","25.6 %","27.6 %","66","133","199","sa3002975"
"Fabricio Reina","- - -","17","41.2",".314","1.22","11.3 %","48.7 %","40.0 %","45.7 %","4.3 %","43.8 %","24.0 %","32.2 %","26.3 %","141","235","376","sa3003143"
"Jake Walsh","Cardinals (R)","21","28.1",".190","0.87","18.9 %","37.7 %","43.4 %","30.4 %","4.3 %","35.6 %","28.8 %","35.6 %","14.7 %","152","290","442","sa3004457"
"Jorge Benitez","Mariners (R)","18","25.1",".355","1.70","16.2 %","52.7 %","31.1 %","8.7 %","4.3 %","40.3 %","24.7 %","35.1 %","19.1 %","134","185","319","sa3004462"
"Matt Seelinger","Pirates (A-)","22","30.0",".242","1.30","19.7 %","45.5 %","34.8 %","17.4 %","4.3 %","34.9 %","27.3 %","37.9 %","15.5 %","151","287","438","sa3004483"
