"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Grant Massey","White Sox (A)","24","7.0",".250","0.75","33.3 %","28.6 %","38.1 %","0.0 %","12.5 %","61.9 %","19.1 %","19.1 %","6.9 %","22","50","72","sa875816"
"Logan Crouse","- - -","20","10.1",".333","2.38","20.6 %","55.9 %","23.5 %","25.0 %","12.5 %","50.0 %","29.4 %","20.6 %","16.3 %","43","98","141","sa876044"
"Scott Grist","Brewers (A+)","25","22.0",".455","2.25","31.6 %","47.4 %","21.1 %","12.5 %","12.5 %","41.8 %","36.7 %","21.5 %","10.6 %","137","260","397","sa876355"
"Gabe Cramer","Royals (A+)","22","13.2",".417","1.25","21.7 %","43.5 %","34.8 %","37.5 %","12.5 %","28.0 %","28.0 %","44.0 %","23.1 %","65","143","208","sa879639"
"Isaac Rodriguez","Mexican (AAA)","26","15.1",".373","0.79","27.1 %","32.2 %","40.7 %","20.8 %","12.5 %","45.2 %","22.6 %","32.3 %","6.2 %","80","161","241","sa914248"
"Janser Lara","Royals (R)","20","52.1",".309","0.67","24.1 %","30.5 %","45.4 %","17.2 %","12.5 %","34.0 %","32.0 %","34.0 %","19.7 %","245","450","695","sa917460"
"Aaron Lezama","Padres (R)","20","23.0",".313","3.38","18.6 %","62.8 %","18.6 %","25.0 %","12.5 %","62.8 %","18.6 %","18.6 %","33.6 %","50","93","143","sa917892"
"Kenny Rosenberg","Rays (A)","21","113.2",".349","1.03","18.4 %","41.5 %","40.1 %","20.8 %","12.5 %","40.1 %","27.2 %","32.7 %","14.2 %","717","1184","1901","sa918105"
"Brandon Bingel","Pirates (A-)","22","24.0",".276","1.29","24.7 %","42.5 %","32.9 %","37.5 %","12.5 %","52.6 %","14.5 %","32.9 %","8.7 %","132","223","355","sa918517"
"Vince Arobio","White Sox (R)","22","29.0",".237","1.63","17.1 %","51.3 %","31.6 %","12.5 %","12.5 %","36.8 %","27.6 %","35.5 %","26.7 %","26","150","176","sa918614"
"Jake Fishman","- - -","22","30.2",".320","1.58","18.4 %","50.0 %","31.6 %","16.7 %","12.5 %","38.5 %","28.2 %","33.3 %","11.4 %","144","296","440","sa918699"
"Marc Iseneker","Rangers (R)","21","9.0",".324","2.25","23.5 %","52.9 %","23.5 %","12.5 %","12.5 %","40.0 %","37.1 %","22.9 %","19.8 %","28","58","86","sa918794"
"Jose Castro","Mexican (AAA)","23","43.0",".276","0.78","10.9 %","39.1 %","50.0 %","31.3 %","12.5 %","48.5 %","21.2 %","30.3 %","10.8 %","287","452","739","sa921351"
"Ethan Westphal","Rockies (A-)","25","43.0",".356","2.71","20.5 %","58.0 %","21.4 %","29.2 %","12.5 %","43.5 %","24.4 %","32.2 %","12.3 %","206","403","609","sa922393"
"Rodrigo Garcia","Yankees (R)","18","20.0",".288","2.00","15.8 %","56.1 %","28.1 %","25.0 %","12.5 %","61.0 %","10.2 %","28.8 %","38.5 %","11","106","117","sa948817"
"Jaron Long","- - -","25","164.1",".292","1.50","17.7 %","49.3 %","32.9 %","14.8 %","12.4 %","51.7 %","26.1 %","22.2 %","10.3 %","888","1613","2501","sa706969"
"Anthony Banda","Diamondbacks (AAA)","23","122.0",".317","1.22","23.6 %","42.0 %","34.4 %","19.8 %","12.4 %","36.9 %","25.6 %","37.5 %","10.3 %","786","1315","2101","14706"
"Jake Jewell","- - -","24","140.2",".302","2.03","16.2 %","56.2 %","27.6 %","16.5 %","12.4 %","44.8 %","24.9 %","30.3 %","8.6 %","850","1429","2279","16958"
"Bryan Hudson","Cubs (A)","20","124.1",".305","3.17","12.9 %","66.2 %","20.9 %","7.4 %","12.3 %","43.3 %","25.7 %","31.0 %","8.5 %","769","1146","1915","sa874984"
"Spencer Adams","White Sox (AA)","21","152.2",".314","1.49","21.1 %","47.2 %","31.6 %","16.9 %","12.3 %","45.5 %","25.1 %","29.4 %","9.7 %","832","1536","2368","sa828687"
"Carlos Herrera","- - -","19","59.0",".208","0.78","15.6 %","37.0 %","47.4 %","26.0 %","12.3 %","50.6 %","29.8 %","19.6 %","11.1 %","330","539","869","sa873309"
"Blake Quinn","Phillies (A+)","23","74.0",".335","1.27","18.2 %","45.8 %","36.0 %","17.8 %","12.3 %","43.2 %","24.8 %","32.0 %","11.1 %","523","765","1288","sa874229"
"Pedro Echemendia","- - -","26","75.0",".308","1.29","27.7 %","40.7 %","31.6 %","20.5 %","12.3 %","49.4 %","22.4 %","28.3 %","9.8 %","412","701","1113","sa877307"
"Jonathan Dziedzic","Royals (AAA)","26","45.2",".280","0.80","15.8 %","37.4 %","46.8 %","13.8 %","12.3 %","47.1 %","23.6 %","29.3 %","9.6 %","312","472","784","sa659070"
"Jeremy Rhoades","- - -","24","58.2",".339","1.22","18.6 %","44.6 %","36.7 %","24.6 %","12.3 %","45.7 %","26.1 %","28.3 %","17.1 %","341","642","983","sa827471"
"Matt Whitehouse","- - -","26","116.2",".302","1.28","22.3 %","43.6 %","34.1 %","18.0 %","12.3 %","44.3 %","22.4 %","33.3 %","9.2 %","676","1182","1858","sa738202"
"Rookie Davis","- - -","24","83.1",".299","0.83","21.8 %","35.5 %","42.7 %","30.2 %","12.3 %","40.6 %","21.3 %","38.2 %","11.2 %","418","870","1288","14962"
"Jeffrey Springs","Rangers (A+)","24","112.1",".336","0.90","26.9 %","34.5 %","38.5 %","20.8 %","12.3 %","41.1 %","25.7 %","33.2 %","16.3 %","627","1127","1754","sa876019"
"David Martinez","Astros (AAA)","29","136.1",".297","1.21","19.9 %","43.8 %","36.3 %","25.2 %","12.3 %","45.9 %","24.1 %","30.1 %","10.5 %","782","1390","2172","8893"
"Ryan Hendrix","- - -","22","62.0",".304","1.33","15.6 %","48.1 %","36.3 %","14.3 %","12.2 %","44.9 %","29.0 %","26.1 %","20.3 %","369","590","959","sa738145"
"Matt Walker","Mariners (A+)","22","58.0",".346","1.61","16.9 %","51.3 %","31.8 %","20.4 %","12.2 %","53.1 %","20.6 %","26.3 %","16.0 %","324","570","894","sa876264"
"Cody Sedlock","Orioles (A+)","22","90.0",".356","1.57","24.0 %","46.4 %","29.6 %","18.9 %","12.2 %","52.9 %","24.5 %","22.6 %","10.0 %","559","933","1492","sa874042"
"Cy Sneed","- - -","24","114.2",".348","1.27","19.7 %","45.0 %","35.3 %","24.4 %","12.2 %","44.2 %","23.3 %","32.5 %","9.2 %","712","1214","1926","sa599742"
"Brad Schreiber","- - -","26","57.1",".325","1.95","25.8 %","49.1 %","25.2 %","17.1 %","12.2 %","47.6 %","30.4 %","22.0 %","11.0 %","383","570","953","sa503433"
"Joe Peguero","Rays (R)","20","44.1",".388","2.00","22.6 %","51.6 %","25.8 %","12.2 %","12.2 %","37.4 %","22.1 %","40.5 %","11.8 %","260","462","722","sa917689"
"Heath Fillmyer","Athletics (AA)","23","149.2",".310","1.30","22.0 %","44.1 %","33.9 %","25.0 %","12.2 %","42.6 %","24.2 %","33.2 %","10.5 %","871","1552","2423","17466"
"Jarrett Grube","- - -","35","134.0",".301","1.09","21.1 %","41.2 %","37.8 %","23.7 %","12.2 %","52.3 %","25.3 %","22.4 %","8.8 %","937","1338","2275","7553"
"Joe Gunkel","- - -","25","124.1",".305","1.31","15.8 %","47.8 %","36.5 %","19.6 %","12.2 %","47.2 %","22.0 %","30.8 %","7.0 %","568","1222","1790","sa738176"
"Adam Plutko","Indians (AAA)","25","135.2",".319","0.67","21.2 %","31.7 %","47.1 %","19.7 %","12.1 %","41.9 %","26.5 %","31.6 %","8.7 %","823","1443","2266","15846"
"Jake Johansen","- - -","26","48.0",".311","2.55","14.0 %","61.8 %","24.3 %","21.2 %","12.1 %","50.0 %","21.0 %","29.0 %","9.4 %","290","500","790","sa503669"
"Franderlin Romero","- - -","24","56.1",".296","0.91","21.3 %","37.5 %","41.3 %","39.4 %","12.1 %","42.6 %","24.3 %","33.1 %","14.5 %","273","484","757","sa546503"
"Steven Farinaro","- - -","21","80.1",".316","1.28","16.9 %","46.7 %","36.4 %","16.2 %","12.1 %","51.1 %","18.7 %","30.2 %","10.4 %","472","782","1254","sa737934"
"Alex Katz","- - -","22","56.1",".329","3.00","19.5 %","60.4 %","20.1 %","21.2 %","12.1 %","37.9 %","30.8 %","31.4 %","9.8 %","415","557","972","sa827486"
"Freddy Tineo","Cubs (R)","19","26.0",".333","0.79","22.4 %","34.2 %","43.4 %","21.2 %","12.1 %","43.0 %","26.6 %","30.4 %","33.3 %","68","166","234","sa871747"
"Carlos Sanchez","- - -","19","31.1",".229","1.48","13.7 %","51.6 %","34.7 %","36.4 %","12.1 %","52.0 %","13.0 %","35.0 %","22.6 %","67","185","252","sa917794"
"Adam Bray","- - -","24","133.0",".276","0.93","21.3 %","37.9 %","40.8 %","22.9 %","12.1 %","42.5 %","27.9 %","29.7 %","11.0 %","649","1348","1997","sa876116"
"Ryan Kellogg","Cubs (A+)","23","103.2",".309","1.19","23.2 %","41.6 %","35.1 %","22.6 %","12.1 %","47.4 %","24.1 %","28.5 %","7.1 %","600","1053","1653","sa658192"
"Mike Broadway","- - -","30","50.1",".261","0.93","20.0 %","38.6 %","41.4 %","19.0 %","12.1 %","44.1 %","25.9 %","30.1 %","12.4 %","289","536","825","9894"
"Marco Quevedo","- - -","30","49.1",".352","1.60","17.9 %","50.5 %","31.5 %","24.1 %","12.1 %","48.4 %","24.2 %","27.4 %","5.9 %","321","509","830","sa508101"
"Vance Tatum","Royals (A)","22","58.1",".405","1.38","22.0 %","45.2 %","32.8 %","15.5 %","12.1 %","44.3 %","26.0 %","29.7 %","9.6 %","396","690","1086","sa874233"
"Jhon De Jesus","Reds (R)","20","60.2",".325","1.50","16.7 %","50.0 %","33.3 %","17.2 %","12.1 %","42.6 %","18.2 %","39.2 %","10.3 %","405","606","1011","sa877525"
"Frank Duncan","- - -","25","151.2",".344","1.46","22.5 %","46.0 %","31.4 %","16.9 %","12.0 %","47.4 %","28.3 %","24.3 %","9.6 %","899","1492","2391","sa738963"
"Josh Staumont","- - -","23","124.2",".291","0.88","20.6 %","37.1 %","42.2 %","18.0 %","12.0 %","47.1 %","24.0 %","28.9 %","10.1 %","1037","1332","2369","sa857581"
"Chad Bettis","- - -","28","23.1",".290","1.64","14.3 %","53.2 %","32.5 %","16.0 %","12.0 %","57.0 %","16.5 %","26.6 %","7.5 %","133","229","362","10587"
"Colton Murray","- - -","27","53.0",".371","1.30","19.6 %","45.5 %","35.0 %","14.0 %","12.0 %","43.8 %","29.5 %","26.7 %","11.3 %","336","584","920","12264"
"Chris Smith","- - -","28","35.1",".278","0.64","26.1 %","28.8 %","45.0 %","32.0 %","12.0 %","40.4 %","25.4 %","34.2 %","12.8 %","189","359","548","14449"
"David Paulino","Astros (AAA)","23","14.0",".216","0.44","10.0 %","27.5 %","62.5 %","24.0 %","12.0 %","42.5 %","20.0 %","37.5 %","8.4 %","86","141","227","17418"
"Dana Eveland","Mexican (AAA)","33","21.0",".333","1.32","13.4 %","49.3 %","37.3 %","24.0 %","12.0 %","44.9 %","26.1 %","29.0 %","9.8 %","92","203","295","5508"
"Josh Collmenter","- - -","31","26.0",".296","0.76","29.0 %","30.6 %","40.3 %","32.0 %","12.0 %","42.9 %","28.6 %","28.6 %","13.1 %","136","245","381","7312"
"Austin Bibens-Dirkx","Rangers (AAA)","32","23.2",".284","1.32","14.7 %","48.5 %","36.8 %","28.0 %","12.0 %","47.1 %","22.9 %","30.0 %","9.1 %","121","231","352","9559"
"J.B. Olson","- - -","22","32.2",".284","2.08","15.4 %","57.1 %","27.5 %","20.0 %","12.0 %","39.4 %","23.2 %","37.4 %","10.0 %","138","313","451","sa3002779"
"Miguel Ruiz","Mexican (AAA)","31","53.1",".287","0.92","20.9 %","37.9 %","41.2 %","20.0 %","12.0 %","41.4 %","25.8 %","32.8 %","7.7 %","350","539","889","sa509788"
"Jacob Dahlstrand","Red Sox (AA)","25","77.0",".317","1.72","23.0 %","48.7 %","28.3 %","17.3 %","12.0 %","47.1 %","20.8 %","32.1 %","7.4 %","532","782","1314","sa548492"
"Yordys Alejo","Athletics (A)","23","49.1",".351","1.48","19.5 %","48.1 %","32.5 %","16.0 %","12.0 %","43.8 %","27.5 %","28.8 %","10.4 %","283","464","747","sa599357"
"Austin Robichaux","- - -","24","107.2",".353","1.81","20.8 %","51.0 %","28.2 %","16.0 %","12.0 %","55.7 %","23.1 %","21.2 %","10.1 %","696","1010","1706","sa602629"
"Greg Harris","Rays (AA)","22","97.1",".296","0.75","20.1 %","34.3 %","45.6 %","22.4 %","12.0 %","39.0 %","27.8 %","33.2 %","11.4 %","666","1026","1692","sa738173"
"Wil Crowe","- - -","22","24.1",".254","1.48","13.9 %","51.4 %","34.7 %","36.0 %","12.0 %","43.2 %","20.3 %","36.5 %","11.4 %","99","207","306","sa738488"
"Nector Ramirez","Nationals (R)","20","20.2",".321","1.08","18.8 %","42.2 %","39.1 %","40.0 %","12.0 %","51.4 %","11.4 %","37.1 %","16.7 %","14","100","114","sa828480"
"Brendan McCurry","Astros (AAA)","25","44.2",".366","1.10","16.7 %","43.7 %","39.7 %","20.0 %","12.0 %","53.1 %","26.2 %","20.8 %","13.0 %","262","468","730","sa829486"
"Mike Burke","Orioles (A+)","24","60.1",".236","0.77","16.9 %","36.3 %","46.9 %","25.3 %","12.0 %","45.2 %","21.1 %","33.7 %","12.3 %","282","587","869","sa829509"
"Ronnie Glenn","Angels (A)","23","58.1",".298","1.82","16.1 %","54.2 %","29.8 %","18.0 %","12.0 %","47.2 %","23.6 %","29.2 %","10.6 %","356","516","872","sa857607"
"Dalton Lehnen","- - -","21","33.1",".407","1.64","28.3 %","44.6 %","27.2 %","20.0 %","12.0 %","41.5 %","23.4 %","35.1 %","13.7 %","190","372","562","sa873948"
"Andrew Gist","Rays (A-)","22","32.0",".351","1.96","21.3 %","52.1 %","26.6 %","8.0 %","12.0 %","45.4 %","22.7 %","32.0 %","7.9 %","189","355","544","sa913053"
"Tyler Fallwell","- - -","21","24.2",".427","1.24","25.3 %","41.3 %","33.3 %","36.0 %","12.0 %","48.7 %","26.9 %","24.4 %","11.2 %","172","282","454","sa918454"
"Sean Renzi","White Sox (R)","24","24.2",".247","1.24","23.3 %","42.5 %","34.2 %","32.0 %","12.0 %","40.0 %","25.3 %","34.7 %","13.1 %","152","238","390","sa918777"
"Tyler Warmoth","- - -","25","60.2",".282","1.38","22.7 %","44.8 %","32.5 %","20.0 %","12.0 %","50.6 %","24.7 %","24.7 %","13.1 %","375","619","994","sa919526"
"Michael King","Marlins (A)","22","149.0",".285","2.13","18.1 %","55.7 %","26.2 %","26.5 %","12.0 %","50.4 %","22.2 %","27.4 %","11.0 %","648","1359","2007","sa874220"
"Yohan Pino","- - -","33","42.0",".295","0.55","18.8 %","28.9 %","52.3 %","25.4 %","11.9 %","44.6 %","27.7 %","27.7 %","8.2 %","200","434","634","6955"
"Kris Medlen","- - -","31","116.1",".309","1.04","23.5 %","38.9 %","37.5 %","23.1 %","11.9 %","41.6 %","25.5 %","32.9 %","10.8 %","634","1169","1803","9417"
"Brady Dragmire","- - -","24","82.1",".311","2.34","15.5 %","59.2 %","25.3 %","13.4 %","11.9 %","47.5 %","21.7 %","30.8 %","8.4 %","418","752","1170","sa598911"
"Alex Klonowski","- - -","25","129.1",".287","1.19","20.4 %","43.3 %","36.3 %","17.9 %","11.9 %","44.2 %","27.5 %","28.4 %","7.0 %","765","1325","2090","sa829634"
"Jaye Chapman","- - -","30","36.2",".319","0.95","21.9 %","38.1 %","40.0 %","21.4 %","11.9 %","51.4 %","33.6 %","15.0 %","16.3 %","207","351","558","9096"
"Misael Verduzco","Mexican (AAA)","22","32.1",".337","1.07","17.1 %","42.9 %","40.0 %","31.0 %","11.9 %","49.1 %","17.9 %","33.0 %","8.0 %","184","326","510","sa652171"
"Kieran Lovegrove","Indians (A+)","22","50.1",".282","1.38","23.1 %","44.6 %","32.3 %","9.5 %","11.9 %","40.0 %","22.2 %","37.8 %","11.2 %","323","481","804","sa657950"
"Jake Drehoff","- - -","25","34.1",".398","0.90","26.6 %","34.9 %","38.5 %","14.3 %","11.9 %","41.6 %","22.1 %","36.3 %","10.5 %","196","378","574","sa737910"
"Brady Feigl","- - -","26","59.0",".368","2.02","28.7 %","47.8 %","23.6 %","23.8 %","11.9 %","43.3 %","25.1 %","31.6 %","9.0 %","325","667","992","sa824867"
"Kaleb Fontenot","Rangers (A)","24","85.1",".269","1.00","18.4 %","40.8 %","40.8 %","27.4 %","11.9 %","50.7 %","25.4 %","24.0 %","16.3 %","451","835","1286","sa918472"
"Luis Castillo","Mexican (AAA)","20","32.0",".316","0.79","23.5 %","33.7 %","42.9 %","26.2 %","11.9 %","48.0 %","29.0 %","23.0 %","8.3 %","204","350","554","sa977665"
"Collin Wiles","Rangers (AA)","23","150.0",".323","0.94","26.8 %","35.4 %","37.8 %","24.9 %","11.9 %","40.4 %","26.1 %","33.5 %","8.2 %","854","1564","2418","sa657869"
"Osman Gutierrez","- - -","22","95.0",".327","1.20","23.2 %","41.9 %","34.9 %","32.7 %","11.9 %","45.1 %","25.9 %","29.0 %","11.1 %","661","961","1622","sa657808"
"Kyle Martin","Red Sox (AAA)","26","53.2",".318","0.83","27.0 %","33.1 %","39.9 %","27.1 %","11.9 %","42.7 %","20.0 %","37.3 %","14.1 %","314","532","846","14860"
"Justin Anderson","- - -","24","64.0",".264","1.63","22.1 %","48.2 %","29.6 %","27.1 %","11.9 %","43.0 %","20.3 %","36.7 %","9.1 %","410","703","1113","16201"
"Oscar Verdugo","Mexican (AAA)","27","44.0",".281","1.14","16.0 %","44.7 %","39.3 %","15.3 %","11.9 %","50.3 %","26.8 %","22.9 %","7.3 %","357","435","792","sa504951"
"Anjul Hernandez","- - -","21","58.1",".354","1.36","15.2 %","48.8 %","36.0 %","27.1 %","11.9 %","42.7 %","22.8 %","34.5 %","19.3 %","260","521","781","sa735868"
"Weston Davis","- - -","20","54.1",".288","1.42","18.3 %","48.0 %","33.7 %","18.6 %","11.9 %","40.9 %","27.8 %","31.3 %","9.6 %","268","528","796","sa829015"
"Jon Harris","Blue Jays (AA)","23","143.0",".327","1.23","18.4 %","45.0 %","36.6 %","17.2 %","11.8 %","45.7 %","25.8 %","28.5 %","9.9 %","840","1441","2281","sa658929"
"Zach Jemiola","- - -","23","93.0",".319","1.30","21.4 %","44.4 %","34.2 %","19.1 %","11.8 %","44.8 %","25.4 %","29.8 %","7.3 %","628","940","1568","sa658131"
"Yosmer Solorzano","- - -","20","120.2",".339","1.50","18.3 %","49.1 %","32.6 %","20.5 %","11.8 %","48.3 %","24.1 %","27.6 %","9.9 %","839","1233","2072","sa877527"
"Michael Roth","- - -","27","111.2",".331","1.08","20.4 %","41.4 %","38.2 %","19.4 %","11.8 %","50.1 %","22.7 %","27.1 %","9.3 %","687","1205","1892","13736"
"Brock Stewart","- - -","25","17.2",".444","1.18","19.6 %","43.5 %","37.0 %","29.4 %","11.8 %","31.9 %","21.3 %","46.8 %","13.4 %","100","214","314","16727"
"Ariel Jurado","Rangers (AA)","21","157.0",".335","2.03","21.7 %","52.5 %","25.9 %","21.3 %","11.8 %","51.5 %","24.1 %","24.4 %","7.9 %","842","1590","2432","17030"
"Jose Alvarado","- - -","22","29.2",".206","1.94","19.4 %","53.2 %","27.4 %","17.6 %","11.8 %","44.6 %","18.5 %","36.9 %","12.3 %","202","285","487","17780"
"Adam Loewen","- - -","33","52.0",".320","2.06","16.1 %","56.5 %","27.4 %","32.4 %","11.8 %","28.4 %","29.9 %","41.7 %","10.3 %","430","586","1016","2134"
"Albert Suarez","- - -","27","13.2",".250","1.12","10.0 %","47.5 %","42.5 %","11.8 %","11.8 %","47.6 %","14.3 %","38.1 %","11.8 %","57","104","161","6175"
"Ramon Pena","Padres (R)","19","29.0",".287","2.18","21.7 %","53.6 %","24.6 %","47.1 %","11.8 %","30.6 %","12.5 %","56.9 %","21.8 %","88","123","211","sa3002800"
"Jonathan Cheshire","- - -","22","24.1",".163","1.65","8.2 %","57.1 %","34.7 %","35.3 %","11.8 %","39.2 %","19.6 %","41.2 %","34.5 %","23","154","177","sa3004362"
"Chauncey Nunez","Astros (R)","18","11.2",".385","0.88","20.0 %","37.5 %","42.5 %","35.3 %","11.8 %","43.9 %","36.6 %","19.5 %","26.3 %","65","133","198","sa3004587"
"Ryan McAuliffe","- - -","22","25.1",".293","2.06","23.5 %","51.5 %","25.0 %","29.4 %","11.8 %","47.9 %","19.7 %","32.4 %","13.1 %","102","196","298","sa3004919"
"Fabian Roman","- - -","25","22.1",".487","2.24","26.7 %","50.7 %","22.7 %","5.9 %","11.8 %","40.3 %","32.5 %","27.3 %","10.7 %","193","265","458","sa503085"
"Jose Cobos","Mexican (AAA)","36","11.0",".417","1.00","10.5 %","44.7 %","44.7 %","17.6 %","11.8 %","44.7 %","29.0 %","26.3 %","9.3 %","88","137","225","sa508500"
"Esteban Haro","Mexican (AAA)","31","36.1",".389","1.65","29.7 %","43.8 %","26.6 %","17.6 %","11.8 %","37.2 %","22.5 %","40.3 %","9.9 %","207","378","585","sa509455"
"David Garner","- - -","24","44.1",".304","0.90","15.7 %","40.0 %","44.3 %","13.7 %","11.8 %","37.6 %","26.5 %","35.9 %","14.9 %","295","482","777","sa549882"
"Chris Anderson","Twins (A+)","24","10.0",".587","1.00","29.2 %","35.4 %","35.4 %","11.8 %","11.8 %","38.8 %","34.7 %","26.5 %","7.6 %","86","126","212","sa550003"
"Matt Pope","- - -","22","16.1",".434","1.76","14.5 %","54.5 %","30.9 %","23.5 %","11.8 %","51.8 %","16.1 %","32.1 %","9.1 %","133","141","274","sa659258"
"Ryan Horstman","- - -","24","18.1",".342","0.94","19.5 %","39.0 %","41.5 %","23.5 %","11.8 %","54.8 %","26.2 %","19.1 %","16.9 %","125","194","319","sa737780"
"Jon Fitzsimmons","- - -","25","27.0",".299","0.88","20.0 %","37.5 %","42.5 %","20.6 %","11.8 %","37.0 %","30.9 %","32.1 %","12.8 %","172","335","507","sa742508"
"Bryan Abreu","Astros (R)","20","29.1",".357","0.79","16.4 %","37.0 %","46.6 %","23.5 %","11.8 %","31.1 %","29.7 %","39.2 %","15.4 %","213","307","520","sa828588"
"David Burkhalter","Brewers (A)","21","32.0",".351","0.84","16.1 %","38.4 %","45.5 %","9.8 %","11.8 %","50.4 %","29.9 %","19.7 %","11.9 %","145","308","453","sa829016"
"Caleb Dirks","Braves (AAA)","24","40.1",".279","0.73","15.4 %","35.6 %","49.0 %","29.4 %","11.8 %","31.2 %","28.4 %","40.4 %","10.4 %","242","463","705","sa829346"
"Cameron Avila-Leeper","Giants (A)","21","13.1",".429","1.76","16.1 %","53.6 %","30.4 %","5.9 %","11.8 %","32.2 %","28.8 %","39.0 %","7.0 %","103","125","228","sa829623"
"Will Gaddis","Rockies (R)","21","44.1",".380","1.55","13.3 %","52.7 %","34.0 %","15.7 %","11.8 %","44.5 %","25.8 %","29.7 %","9.8 %","192","421","613","sa829731"
"Kyle Wilcox","Mariners (A)","23","33.1",".314","0.91","11.0 %","42.5 %","46.6 %","8.8 %","11.8 %","37.8 %","31.1 %","31.1 %","14.7 %","242","336","578","sa857699"
"Reilly Hovis","Marlins (A)","23","29.1",".257","0.65","18.8 %","31.9 %","49.3 %","29.4 %","11.8 %","29.6 %","35.2 %","35.2 %","14.7 %","148","293","441","sa857700"
"Yoan Lopez","- - -","24","31.2",".298","1.35","16.7 %","47.9 %","35.4 %","17.6 %","11.8 %","38.8 %","34.7 %","26.5 %","21.7 %","161","318","479","sa862560"
"Edin Liriano","Marlins (R)","20","15.0",".333","1.41","16.3 %","49.0 %","34.7 %","23.5 %","11.8 %","46.0 %","28.0 %","26.0 %","28.7 %","31","84","115","sa873341"
"Fernando Caro","White Sox (R)","20","33.2",".294","3.88","10.8 %","71.0 %","18.3 %","35.3 %","11.8 %","53.1 %","18.4 %","28.6 %","24.2 %","104","173","277","sa873426"
"Ryan Cook","Blue Jays (A+)","24","50.2",".211","1.16","18.5 %","43.7 %","37.8 %","27.5 %","11.8 %","41.0 %","22.3 %","36.7 %","14.6 %","301","487","788","sa876808"
"Carlos Zuniga","Mexican (AAA)","23","24.0",".269","3.06","11.5 %","66.7 %","21.8 %","29.4 %","11.8 %","51.3 %","12.5 %","36.3 %","8.1 %","153","219","372","sa914047"
"Tommy DeJuneas","Indians (R)","21","26.0",".362","1.88","23.4 %","50.0 %","26.6 %","17.6 %","11.8 %","41.7 %","23.6 %","34.7 %","39.7 %","70","177","247","sa915735"
"Gregory Santos","- - -","17","49.0",".289","5.71","16.2 %","71.3 %","12.5 %","23.5 %","11.8 %","48.2 %","16.3 %","35.5 %","28.4 %","100","266","366","sa917162"
"Maximo Castillo","Blue Jays (R)","18","47.1",".368","2.06","24.1 %","51.1 %","24.8 %","11.8 %","11.8 %","44.3 %","24.3 %","31.4 %","12.9 %","225","505","730","sa917181"
"Harold Chirino","Brewers (R)","19","46.2",".340","1.27","18.3 %","45.8 %","35.9 %","25.5 %","11.8 %","38.9 %","24.8 %","36.2 %","10.7 %","369","530","899","sa917637"
"Reggie Lawson","Padres (A)","19","73.0",".317","1.10","22.3 %","40.8 %","37.0 %","16.2 %","11.8 %","39.9 %","26.1 %","34.0 %","10.9 %","494","782","1276","sa917951"
"Alejandro Mateo","- - -","23","97.0",".349","1.17","18.8 %","43.8 %","37.5 %","24.5 %","11.8 %","46.3 %","24.2 %","29.5 %","15.1 %","473","975","1448","sa918495"
"Ryan Boelter","- - -","23","37.1",".294","1.26","18.1 %","45.7 %","36.2 %","20.6 %","11.8 %","41.8 %","29.6 %","28.6 %","8.5 %","218","338","556","sa918854"
"Adam Panayotovich","White Sox (R)","25","63.2",".382","1.71","18.9 %","51.1 %","30.0 %","11.8 %","11.8 %","47.9 %","21.8 %","30.3 %","8.4 %","362","673","1035","sa919408"
"Mike Shawaryn","- - -","22","134.2",".304","0.92","26.6 %","35.2 %","38.2 %","15.6 %","11.7 %","39.8 %","29.1 %","31.1 %","13.8 %","753","1383","2136","sa738524"
"Adrian Navas","Rays (A)","21","125.2",".294","0.88","16.7 %","38.9 %","44.4 %","16.9 %","11.7 %","42.0 %","26.8 %","31.3 %","12.1 %","711","1276","1987","sa735851"
"Marc Magliaro","Rockies (A+)","27","61.2",".337","1.03","19.2 %","40.9 %","39.9 %","23.4 %","11.7 %","40.2 %","28.6 %","31.2 %","11.6 %","299","589","888","sa739267"
"Dalton Sawyer","- - -","23","130.2",".283","0.90","13.6 %","41.0 %","45.4 %","24.0 %","11.7 %","42.0 %","28.2 %","29.9 %","13.1 %","755","1293","2048","sa875849"
"Reynaldo Lopez","White Sox (AAA)","23","121.0",".269","0.85","20.9 %","36.3 %","42.8 %","31.4 %","11.7 %","45.0 %","23.9 %","31.1 %","11.9 %","752","1287","2039","16400"
"David Goforth","Brewers (AAA)","28","54.1",".292","1.53","10.6 %","54.1 %","35.3 %","25.0 %","11.7 %","44.1 %","24.9 %","31.1 %","11.3 %","374","559","933","12166"
"Chris O'Grady","Marlins (AAA)","27","54.2",".264","1.00","16.1 %","42.0 %","42.0 %","31.7 %","11.7 %","44.6 %","23.0 %","32.4 %","9.7 %","331","586","917","13818"
"Travis Hissong","- - -","25","61.2",".300","1.07","21.5 %","40.5 %","38.0 %","28.3 %","11.7 %","46.7 %","25.8 %","27.5 %","13.6 %","391","629","1020","sa830119"
"Orlando Lara","Mexican (AAA)","32","97.2",".348","1.38","23.9 %","44.1 %","32.0 %","19.4 %","11.7 %","49.1 %","22.8 %","28.1 %","8.3 %","614","1065","1679","sa328299"
