"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","HLD","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Zelous Wheeler","Orioles (AAA)","26","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","8822"
"Lester Oliveros","Twins (R)","25","0","0","0.00","6","0","0","0","2","0","0","6.1","23","4","0","0","0","3","0","0","0","0","8","9167"
"Dallas Keuchel","Astros (AAA)","25","1","0","0.00","1","1","1","1","0","0","0","6.0","21","3","0","0","0","0","0","0","0","0","5","9434"
"Juan Cerros","Mexican (AAA)","36","0","0","0.00","3","0","0","0","0","0","0","2.0","6","0","0","0","0","1","0","0","0","0","0","sa198841"
"Dan Cevette","- - -","29","1","0","0.00","6","0","0","0","0","1","1","8.1","32","4","1","0","0","2","0","0","0","0","9","sa201522"
"Jose Gomez","Cardinals (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa212944"
"Leury Bonilla","Mariners (AAA)","28","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa293541"
"Tyler LaTorre","Giants (AAA)","30","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa326461"
"Craig Albernaz","Rays (AAA)","30","0","0","0.00","3","0","0","0","0","0","0","3.0","10","1","0","0","0","0","0","0","0","0","2","sa328612"
"Chih-Hsien Chiang","Rangers (AA)","25","0","1","0.00","1","0","0","0","0","0","0","0.2","5","1","1","0","0","2","0","0","1","0","0","sa328920"
"Nate Samson","Cubs (AA)","25","0","0","0.00","2","0","0","0","0","0","0","1.1","6","2","0","0","0","0","0","0","0","0","1","sa331346"
"Brad Meyers","Nationals (R)","27","0","0","0.00","2","2","0","0","0","0","0","5.0","18","3","0","0","0","1","0","0","0","0","2","sa389750"
"Mitch Canham","Royals (AA)","28","1","0","0.00","2","0","0","0","0","0","0","5.0","19","2","0","0","0","4","0","0","0","0","2","sa389920"
"Ryan Dent","Red Sox (AA)","24","1","0","0.00","1","0","0","0","0","0","0","2.0","10","2","0","0","0","2","0","0","0","0","1","sa389941"
"Josh Adams","Marlins (A+)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","0","0","1","0","0","0","sa392238"
"Julio Ramos","Athletics (R)","25","0","0","0.00","2","2","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","4","sa393047"
"Roberto Lopez","Angels (AAA)","27","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","sa454598"
"Nick Bucci","Brewers (R)","22","0","0","0.00","1","1","0","0","0","0","0","0.2","7","1","3","0","0","2","0","1","0","0","1","sa455372"
"Andy Simunic","Astros (AAA)","27","0","0","0.00","1","0","0","0","0","0","0","1.1","6","1","0","0","0","2","0","0","0","0","0","sa455409"
"Zach Zaneski","Rangers (AA)","27","0","0","0.00","1","0","0","0","0","0","0","3.0","12","2","0","0","0","1","0","1","0","0","2","sa455900"
"Andy Vasquez","Pirates (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","1","0","0","0","sa457107"
"Elevys Gonzalez","- - -","23","0","0","0.00","2","0","0","0","0","0","0","2.0","9","2","0","0","0","2","0","0","0","0","0","sa495744"
"Dallas Tarleton","Rockies (AAA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","1","sa502006"
"Joe Bonfe","Mets (AA)","25","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","1","sa502086"
"Casey Stevenson","Yankees (AA)","25","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","0","sa503298"
"Grant Monroe","White Sox (R)","24","0","0","0.00","3","0","0","0","0","0","0","4.1","14","1","0","0","0","1","0","0","0","0","2","sa503687"
"Euris Quezada","Astros (R)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","0","0","1","0","0","0","sa503958"
"Gerwuins Velazco","Cardinals (A)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa504715"
"Dimas Ponce","Mets (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa504835"
"Carlos Gomez","Mets (R)","21","2","0","0.00","5","3","0","0","1","0","0","23.0","84","14","2","0","1","4","0","0","1","0","12","sa504859"
"Luis Cortez","Tigers (R)","21","0","0","0.00","1","0","0","0","0","0","1","2.0","6","1","0","0","0","0","0","0","0","0","2","sa505040"
"Sammy Diaz","Reds (A+)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","0","0","0","1","0","0","0","0","0","sa506259"
"Jefri Hernandez","Rockies (A+)","22","0","0","0.00","3","0","0","0","0","0","0","2.2","15","4","0","0","0","2","0","1","1","0","3","sa506317"
"Luis Nunez","Twins (R)","21","0","0","0.00","4","0","0","0","3","0","0","5.0","22","4","0","0","0","3","0","0","3","0","8","sa506794"
"Andruth Ramirez","Nationals (A-)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa507021"
"Diego Goris","Padres (A)","22","0","0","0.00","2","0","0","0","0","0","0","2.0","10","2","0","0","0","2","0","0","0","0","1","sa507199"
"Miguel Del Castillo","Padres (A-)","21","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa507265"
"David Herbek","White Sox (AA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa526193"
"Vance Albitz","Cardinals (AA)","25","0","0","0.00","2","0","0","0","0","0","0","4.0","16","2","0","0","0","2","1","0","0","0","2","sa545433"
"Tony Thompson","Athletics (A+)","24","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","3","sa546717"
"Danny Oh","Yankees (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","sa546797"
"Steven Tinoco","- - -","25","0","0","0.00","3","0","0","0","0","0","0","2.1","9","1","0","0","0","1","0","0","0","0","0","sa546887"
"Ramses Pena","Pirates (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa547860"
"Yhonatan Herrand","Pirates (R)","21","0","0","0.00","3","0","0","0","0","0","1","1.2","10","1","0","0","0","4","0","0","2","0","1","sa547861"
"Luke Taylor","Mariners (A-)","20","0","0","0.00","2","0","0","0","0","0","1","3.0","17","4","3","0","0","0","0","1","1","0","1","sa548455"
"David Vidal","Reds (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","0","sa548470"
"Kevin Arico","Reds (R)","24","1","1","0.00","3","1","0","0","0","0","0","2.2","11","0","1","0","0","2","0","0","0","0","2","sa548479"
"Zachary Varce","Yankees (A+)","24","0","0","0.00","3","0","0","0","1","0","0","6.0","29","5","0","0","0","5","0","0","0","0","10","sa549084"
"Rodolfo Penalo","Athletics (R)","20","1","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","sa549228"
"Kelson Brown","Pirates (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa549293"
"Kent Emanuel","Astros (R)","21","0","0","0.00","4","4","0","0","0","0","0","9.0","34","6","0","0","0","2","0","0","0","0","8","sa549399"
"T.J. Mittelstaedt","Brewers (AA)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa549912"
"Ryan Delgado","Athletics (A)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","0","0","0","1","0","0","0","0","0","sa549953"
"Patrick Brady","Mariners (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","2","0","0","0","0","1","sa550346"
"Ricardo Valenzuela","Padres (R)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","0","sa550659"
"Matt Williams","Cardinals (AA)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","4","1","0","0","0","0","0","1","0","0","0","sa577691"
"Raphachel Colatosti","Brewers (R)","19","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa596942"
"Geuris Alcantara","Dodgers (R)","21","0","0","0.00","2","0","0","0","0","0","0","3.1","16","3","0","0","0","2","0","1","0","0","1","sa596993"
"Jose Espitia","Red Sox (R)","19","0","0","0.00","3","0","0","0","0","0","1","4.1","23","1","1","0","0","6","0","3","1","0","4","sa597153"
"Nick Vickerson","Rangers (A)","23","1","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa598342"
"Benjamin Grisz","Nationals (A-)","23","1","0","0.00","5","0","0","0","0","0","0","8.0","30","4","0","0","0","1","0","1","0","1","7","sa598549"
"Casey Kalenkosky","Braves (A)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa599036"
"Nick Natoli","Red Sox (A+)","25","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","0","0","0","2","0","0","0","0","0","sa599480"
"Myles Duvall","Blue Jays (R)","24","1","0","0.00","3","0","0","0","0","0","0","3.0","12","2","1","0","0","1","0","0","1","0","3","sa599556"
"Derrick Bleeker","Orioles (R)","22","0","0","0.00","3","0","0","0","0","0","0","3.0","11","1","0","0","0","1","0","0","0","0","4","sa602386"
"Luis Aquino","Indians (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","1","0","2","sa657752"
"Joxelier Garcia","White Sox (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa657800"
"Kevin Grendell","Orioles (R)","19","0","0","0.00","4","0","0","0","0","0","0","6.1","24","4","0","0","0","1","0","0","1","0","8","sa658164"
"Bijan Rademacher","Cubs (A)","22","0","0","0.00","3","0","0","0","0","0","0","3.0","17","2","3","0","0","4","0","0","0","0","0","sa658233"
"Brock Hebert","Mariners (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","0","sa658259"
"Chris Wolfe","Athletics (A-)","23","0","0","0.00","1","0","0","0","0","0","0","1.2","6","0","0","0","0","1","0","0","0","0","0","sa658808"
"Jon Leroux","Mets (R)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa658903"
"Zac Livingston","Angels (R)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa658978"
"Luis Merejo","- - -","18","1","0","0.00","5","1","0","0","0","0","1","16.0","68","12","3","0","0","9","0","1","1","1","12","sa659186"
"Javier Machuca","Cardinals (R)","20","0","0","0.00","3","0","0","0","0","0","0","3.1","10","0","0","0","0","0","0","0","0","0","2","sa659267"
"Brian Blasik","Astros (A)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa659358"
"Ryan McChesney","Rays (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","1","sa659410"
"Shao-Ching Chiang","Indians (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa659598"
"Stephen Branca","Giants (A)","24","0","0","0.00","2","0","0","0","0","0","0","2.0","9","2","0","0","0","0","0","1","0","0","2","sa659671"
"Erick Hurtado","Yankees (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","1","0","0","0","0","0","sa693442"
"Derwin Pomare","Padres (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","0","sa694161"
"Will Callaway","Giants (R)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","1","0","0","0","0","0","sa709595"
"Gabino Avalos","Mexican (AAA)","18","0","0","0.00","2","0","0","0","0","0","0","3.0","12","2","0","0","0","2","0","0","1","0","3","sa729437"
"Edgar Arredondo","Mexican (AAA)","16","0","0","0.00","1","1","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","0","sa732750"
"Dan Fiorito","Yankees (A+)","22","1","0","0.00","1","0","0","0","0","0","0","2.0","6","1","0","0","0","0","0","0","0","0","2","sa732908"
"Luis Macedo","Mexican (AAA)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa736133"
"Luis Montano","Mexican (AAA)","18","0","0","0.00","2","0","0","0","0","0","0","1.0","6","2","0","0","0","0","0","1","0","0","1","sa736327"
"Kevin Salas","Mexican (AAA)","19","0","0","0.00","1","0","0","0","0","0","0","1.2","9","1","3","0","1","1","0","1","1","0","1","sa736484"
"Ruben Encarnacion","Cardinals (R)","19","1","0","0.00","2","0","0","0","1","0","0","3.1","12","2","0","0","0","0","0","0","0","0","2","sa736867"
"Yeridolfo Lizardo","Orioles (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","1","0","0","2","sa736913"
"Mark Armstrong","Reds (R)","18","0","0","0.00","2","2","0","0","0","0","0","3.0","11","1","0","0","0","0","0","0","0","0","2","sa737689"
"Jonah Wesely","Angels (R)","18","0","0","0.00","1","1","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa737935"
"John Beck","Rockies (R)","21","0","0","0.00","1","0","0","0","0","0","1","1.0","4","1","0","0","0","0","0","0","0","0","1","sa738116"
"Brent McMinn","Mets (R)","22","0","0","0.00","1","0","0","0","0","1","0","1.0","5","1","1","0","0","1","0","0","1","0","1","sa738184"
"Zach Hayden","Twins (R)","21","1","0","0.00","10","0","0","0","0","1","3","9.0","41","7","0","0","0","5","0","2","1","0","6","sa738254"
"Chris Long","Padres (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","1","0","0","1","sa738269"
"Alex Polanco","Yankees (R)","19","1","0","0.00","4","0","0","0","0","0","0","3.1","18","1","2","0","0","4","0","1","0","1","3","sa738299"
"Brad Renner","Cubs (R)","22","0","0","0.00","4","0","0","0","1","0","0","6.0","21","2","0","0","0","2","0","0","2","0","8","sa738395"
"Ryan Deeter","Brewers (R)","21","1","0","0.00","7","0","0","0","1","0","0","11.0","44","5","0","0","0","4","0","3","0","0","9","sa738611"
"Greg Zebrack","Nationals (A-)","22","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","0","0","0","0","0","0","sa739630"
"Jean Ramirez","Yankees (R)","20","0","0","0.00","1","0","0","0","0","0","1","2.0","6","0","0","0","0","0","0","1","0","0","1","sa739651"
"Algenis Soto","Dodgers (R)","17","0","0","0.00","1","0","0","0","0","0","0","0.2","5","0","1","0","0","3","0","0","2","0","0","sa739774"
"Carlos Felix","Mexican (AAA)","17","0","0","0.00","2","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","2","0","0","sa740138"
"Carlos Balboa","Mexican (AAA)","17","0","0","0.00","2","0","0","0","0","0","0","1.2","5","0","0","0","0","0","0","0","0","0","1","sa742180"
"Jesus Carrillo","Mexican (AAA)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa745946"
"Kevin Lagunes","Mexican (AAA)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","3","0","0","0","0","2","0","0","1","0","1","sa747017"
"Pedro Silverio","Cubs (R)","19","1","0","0.00","3","0","0","0","0","0","0","4.2","21","2","0","0","0","7","0","0","0","0","4","sa749438"
"Carlos Misell","- - -","21","2","0","0.00","5","0","0","0","0","0","0","7.2","27","4","0","0","0","1","0","0","0","0","13","sa750535"
"Jose Morel","Cubs (R)","18","0","0","0.00","2","2","0","0","0","0","0","5.0","21","3","0","0","0","5","0","0","1","0","7","sa754711"
"Tyler Sparger","Mariners (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","2","0","0","0","0","0","0","0","0","1","sa757304"
"Brett Clements","Astros (R)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","1","0","0","0","0","0","sa797676"
"Johan Juan","Rangers (R)","19","2","0","0.33","7","4","0","0","0","0","0","27.2","106","20","5","1","0","7","0","0","3","1","20","sa741938"
"Geordy Parra","- - -","19","4","1","0.33","23","0","0","0","0","2","6","27.0","114","17","3","1","0","12","0","2","5","0","39","sa603008"
"Jose Carlos Medina","Mets (R)","16","2","0","0.35","12","12","0","0","0","0","0","52.0","196","35","5","2","0","6","0","2","5","0","41","sa737197"
"Kyle Crockett","- - -","21","1","0","0.36","21","0","0","0","0","1","6","24.2","94","16","2","1","1","5","0","1","0","0","32","15033"
"Jared Hughes","- - -","27","1","0","0.39","19","2","0","0","2","0","2","23.0","91","18","1","1","0","7","0","1","1","0","22","9325"
"Andy Hillis","Brewers (R)","22","3","1","0.44","17","0","0","0","5","3","0","20.2","85","14","2","1","0","12","0","0","3","0","23","sa503828"
"Alex De La Cruz","Rangers (A-)","21","2","0","0.46","10","0","0","0","1","1","0","19.2","77","15","2","1","0","4","0","0","1","1","20","sa659704"
"Luis Ramirez","- - -","20","3","0","0.47","17","0","0","0","4","3","1","19.1","69","9","3","1","0","3","0","2","1","0","28","sa547850"
"Aaron Slegers","Twins (R)","20","0","0","0.47","9","0","0","0","3","0","0","19.0","68","16","2","1","0","2","0","1","0","0","18","15231"
"Cruz Guevara","Royals (R)","19","3","1","0.47","14","0","0","0","0","0","0","19.0","78","20","1","1","0","4","0","0","3","0","15","sa597626"
"Joe Jimenez","Tigers (R)","18","3","0","0.50","8","0","0","0","1","0","2","18.0","68","9","1","1","0","6","0","0","0","0","24","15761"
"Luis Cedeno","Yankees (R)","18","5","0","0.53","5","0","0","0","0","0","0","17.0","65","11","4","1","0","3","0","2","0","0","13","sa659945"
"Tyler Stirewalt","Twins (R)","22","1","1","0.57","12","0","0","0","1","1","1","15.2","61","8","1","1","0","5","0","1","1","0","20","sa738215"
"Josh Easley","- - -","22","5","0","0.59","18","0","0","0","4","1","0","30.2","113","14","6","2","0","5","0","1","1","0","43","sa738258"
"Raul Hernandez","Rockies (R)","20","2","0","0.59","13","0","0","0","4","0","0","15.1","58","6","1","1","0","3","0","2","0","0","15","sa551013"
"Sam Wolff","- - -","22","4","0","0.60","21","0","0","0","5","1","3","30.0","118","20","3","2","0","9","0","0","4","0","44","sa503437"
"Raul Pedie","Mariners (R)","20","4","0","0.61","17","0","0","0","8","4","0","29.2","112","16","3","2","1","5","1","0","4","0","32","sa657554"
"Eric Ruth","- - -","22","1","0","0.61","18","0","0","0","5","1","0","29.1","116","20","4","2","0","6","0","1","0","0","44","sa621786"
"Samir El Halaby","Red Sox (R)","17","4","0","0.61","14","1","0","0","0","1","3","29.1","109","18","8","2","0","3","0","0","2","0","17","sa738487"
"Johansel Delgado","White Sox (R)","22","5","1","0.63","28","0","0","0","9","0","0","43.0","171","26","4","3","1","18","0","0","8","1","64","sa550737"
"Josh Lueke","Rays (AAA)","28","3","1","0.63","40","0","0","0","17","1","4","57.1","228","41","6","4","1","15","1","2","5","0","81","5722"
"Frankie Reed","- - -","25","6","0","0.64","46","0","0","0","12","2","3","56.2","226","39","7","4","1","22","1","2","2","0","49","sa599077"
"Luis Castillo","Giants (R)","20","0","1","0.64","27","0","0","0","20","2","0","28.1","106","15","5","2","0","3","0","1","3","0","34","15689"
"Daniel Gibson","- - -","21","1","1","0.64","20","0","0","0","3","2","5","28.1","118","23","6","2","0","10","0","2","2","0","27","sa549733"
"Jason Hursh","Braves (A)","21","1","1","0.67","9","9","0","0","0","0","0","27.0","108","20","9","2","1","10","0","1","4","0","15","14914"
"Ben Rowen","- - -","24","6","1","0.69","51","0","0","0","13","3","3","65.2","248","41","8","5","1","17","1","0","0","0","58","10983"
"Kenedy Agramonte","Yankees (R)","22","6","0","0.71","16","0","0","0","0","0","1","25.1","98","9","3","2","0","12","0","4","3","0","31","sa549130"
"Tyler Ihrig","Cubs (R)","21","2","0","0.72","12","0","0","0","0","0","2","25.0","96","16","2","2","0","4","0","3","1","0","30","sa738252"
"Matt Whitehouse","Indians (A-)","22","4","2","0.72","14","4","0","0","0","0","0","37.1","141","22","9","3","1","4","0","2","4","0","29","sa738202"
"Cristhopher Santamaria","Astros (R)","17","0","1","0.73","15","0","0","0","1","0","5","24.2","92","12","2","2","0","6","0","3","2","0","18","sa739045"
