"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Ross Detwiler","Nationals (A+)","27","3.2","9.82","0.00","4.00","0.00","22.2 %","0.0 %","22.2 %",".389","1.91",".500","85.7 %","2.45","1.17","1.29","1.62","2859"
"David Price","Rays (A+)","27","7.1","14.73","3.68","4.00","0.00","40.0 %","10.0 %","30.0 %",".148","0.95",".267","71.4 %","1.23","1.20","0.03","1.48","3184"
"Jordan Walden","Braves (AAA)","25","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.20","-1.20","1.20","3271"
"Brian Dinkelman","Twins (AAA)","29","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.20","-1.20","2.27","3814"
"Scott Kazmir","Indians (AAA)","29","5.0","9.00","0.00","5.00","0.00","27.8 %","0.0 %","27.8 %",".278","1.00",".385","80.0 %","0.00","1.20","-1.20","2.06","4897"
"Gabe Speier","Red Sox (R)","18","4.0","13.50","2.25","6.00","0.00","33.3 %","5.6 %","27.8 %",".294","1.50",".455","83.3 %","2.25","1.21","1.04","1.54","sa738213"
"Jeremy Horst","- - -","27","3.0","9.00","0.00","3.00","0.00","27.3 %","0.0 %","27.3 %",".182","0.67",".250","50.0 %","3.00","1.22","1.78","3.21","596"
"Buddy Borden","Pirates (A-)","21","16.2","12.42","2.70","4.60","0.00","35.9 %","7.8 %","28.1 %",".170","0.90",".278","86.7 %","1.08","1.24","-0.16","1.75","sa737851"
"Ryan McChesney","Rays (A+)","23","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","100.0 %","0.00","1.24","-1.24","2.63","sa659410"
"Dan Fiorito","Yankees (A+)","22","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".167","0.50",".250","100.0 %","0.00","1.24","-1.24","1.24","sa732908"
"Bill Bray","Nationals (AA)","30","4.1","12.46","2.08","6.00","0.00","40.0 %","6.7 %","33.3 %",".143","0.69",".250","100.0 %","0.00","1.25","-1.25","2.36","8538"
"Chris Thomas","Cardinals (A)","25","7.2","12.91","2.35","5.50","0.00","37.9 %","6.9 %","31.0 %",".185","0.91",".313","71.4 %","2.35","1.25","1.10","1.88","sa659320"
"Hobbs Johnson","- - -","22","21.0","13.71","1.71","8.00","0.00","36.4 %","4.6 %","31.8 %",".241","1.14",".392","84.0 %","0.86","1.29","-0.43","2.06","sa738890"
"Jake Bray","Orioles (R)","20","12.0","9.75","0.00","13.00","0.00","28.9 %","0.0 %","28.9 %",".267","1.00",".375","66.7 %","2.25","1.29","0.96","1.77","sa738576"
"Austin Voth","- - -","21","46.1","10.68","1.17","9.17","0.00","31.6 %","3.5 %","28.2 %",".198","0.84",".295","75.0 %","1.75","1.30","0.45","1.93","sa621465"
"Matt Dermody","- - -","22","43.1","10.59","0.83","12.75","0.00","28.7 %","2.3 %","26.4 %",".266","1.15",".377","76.5 %","1.66","1.32","0.34","1.88","14844"
"Johnny Cueto","Reds (A)","27","8.0","9.00","0.00","8.00","0.00","26.7 %","0.0 %","26.7 %",".233","0.88",".318","85.7 %","1.13","1.34","-0.21","1.84","6893"
"Sam Wolff","- - -","22","30.0","13.20","2.70","4.89","0.00","37.3 %","7.6 %","29.7 %",".184","0.97",".308","89.7 %","0.60","1.36","-0.76","1.91","sa503437"
"Sean Townsley","- - -","22","31.1","11.78","1.15","10.25","0.00","32.0 %","3.1 %","28.9 %",".198","0.89",".300","67.7 %","1.44","1.36","0.07","1.61","sa738352"
"Jake Westbrook","- - -","35","10.2","8.44","0.00","10.00","0.00","25.0 %","0.0 %","25.0 %",".250","0.94",".333","80.0 %","1.69","1.37","0.32","1.78","412"
"Neil Wagner","Blue Jays (AAA)","29","23.2","14.45","3.42","4.22","0.00","42.2 %","10.0 %","32.2 %",".165","0.93",".317","91.7 %","0.76","1.39","-0.63","1.84","8162"
"Hunter Harvey","- - -","18","25.1","11.72","2.13","5.50","0.00","33.0 %","6.0 %","27.0 %",".223","1.07",".344","77.8 %","1.78","1.39","0.38","1.74","sa737510"
"Myles Smith","- - -","21","10.2","10.12","0.00","12.00","0.00","31.6 %","0.0 %","31.6 %",".135","0.47",".200","66.7 %","1.69","1.40","0.29","1.67","sa658284"
"Kevin Grendell","Orioles (R)","19","6.1","11.37","1.42","8.00","0.00","33.3 %","4.2 %","29.2 %",".174","0.79",".267","100.0 %","0.00","1.41","-1.41","1.90","sa658164"
"Trevor Frank","Indians (A-)","22","35.0","10.03","0.51","19.50","0.26","27.9 %","1.4 %","26.4 %",".225","0.94",".306","53.8 %","2.83","1.41","1.42","1.89","sa737842"
"Nate Samson","Cubs (AA)","25","1.1","6.75","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".333","1.50",".400","100.0 %","0.00","1.41","-1.41","2.89","sa331346"
"Dario Beltre","Rangers (R)","20","40.1","11.83","2.68","4.42","0.00","33.8 %","7.6 %","26.1 %",".174","0.92",".275","73.7 %","1.34","1.43","-0.09","1.58","sa550679"
"Logan Billbrough","- - -","23","26.0","11.08","1.73","6.40","0.00","31.1 %","4.9 %","26.2 %",".235","1.08",".349","75.0 %","2.42","1.43","0.99","2.10","sa525886"
"Jonathan Keener","Cardinals (R)","23","1.0","9.00","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".500","3.00",".600","33.3 %","18.00","1.43","16.57","3.79","sa599492"
"Gionny Fracchiolla","Rangers (R)","21","20.0","10.80","1.80","6.00","0.00","30.4 %","5.1 %","25.3 %",".189","0.90",".280","73.7 %","2.25","1.44","0.81","1.91","sa659904"
"Colt Hynes","- - -","28","47.1","11.03","0.38","29.00","0.19","31.7 %","1.1 %","30.6 %",".239","0.95",".347","78.5 %","1.52","1.45","0.07","1.91","7560"
"Wandy Rodriguez","Pirates (AAA)","34","4.0","11.25","2.25","5.00","0.00","27.8 %","5.6 %","22.2 %",".235","1.25",".333","80.0 %","2.25","1.45","0.80","2.78","2586"
"Jose Gomez","Cardinals (R)","21","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.46","-1.46","1.90","sa212944"
"Luis Cortez","Tigers (R)","21","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".167","0.50",".250","100.0 %","0.00","1.46","-1.46","1.90","sa505040"
"Rigoberto Santamaria","Marlins (R)","19","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","50.0 %","9.00","1.46","7.54","1.90","sa598141"
"Miguel Castro","- - -","18","70.0","11.31","1.80","6.29","0.00","32.0 %","5.1 %","26.9 %",".203","0.94",".310","71.8 %","1.54","1.48","0.06","1.85","15684"
"Cristian Quintin","Rockies (R)","19","9.1","8.68","0.96","9.00","0.00","23.7 %","2.6 %","21.1 %",".243","1.07",".321","40.0 %","2.89","1.48","1.41","1.70","sa597081"
"Stefan Lopez","Yankees (A-)","22","33.0","10.91","1.91","5.71","0.00","30.5 %","5.3 %","25.2 %",".197","0.94",".293","78.8 %","1.09","1.49","-0.40","2.11","sa658302"
"Vin Mazzaro","Pirates (AAA)","26","7.0","11.57","1.29","9.00","0.00","36.0 %","4.0 %","32.0 %",".130","0.57",".214","100.0 %","0.00","1.49","-1.49","1.95","5231"
"Josh Lueke","Rays (AAA)","28","57.1","12.72","2.35","5.40","0.16","35.5 %","6.6 %","29.0 %",".194","0.98",".310","91.9 %","0.63","1.50","-0.87","1.94","5722"
"Zac Reininger","Tigers (A-)","20","27.0","10.67","2.00","5.33","0.00","29.9 %","5.6 %","24.3 %",".170","0.85",".250","75.0 %","1.00","1.50","-0.50","1.92","15285"
"Eury Sanchez","Giants (R)","20","16.0","14.63","2.25","6.50","0.00","41.3 %","6.4 %","34.9 %",".203","1.00",".364","87.5 %","1.13","1.51","-0.38","1.90","sa657489"
"Manny Parra","Reds (AA)","30","5.0","9.00","1.80","5.00","0.00","27.8 %","5.6 %","22.2 %",".177","0.80",".250","100.0 %","0.00","1.51","-1.51","1.91","4279"
"Yeison Del Rosario","Marlins (R)","19","40.2","11.73","3.10","3.79","0.00","32.3 %","8.5 %","23.8 %",".187","1.03",".289","59.5 %","2.88","1.52","1.36","1.76","sa597729"
"Werner Leal","Rangers (R)","17","38.1","9.86","1.64","6.00","0.00","25.5 %","4.2 %","21.2 %",".280","1.33",".383","75.0 %","2.11","1.53","0.59","1.89","sa737001"
"Brandon Culbreth","Astros (R)","20","9.1","14.46","3.86","3.75","0.00","36.6 %","9.8 %","26.8 %",".270","1.50",".455","71.4 %","2.89","1.53","1.36","1.86","sa598105"
"Pedro Araujo","Cubs (R)","19","25.2","10.87","1.05","10.33","0.35","33.7 %","3.3 %","30.4 %",".169","0.70",".246","90.4 %","1.05","1.53","-0.48","1.31","17697"
"Cody Ege","- - -","22","30.0","11.70","1.50","7.80","0.00","34.5 %","4.4 %","30.1 %",".179","0.80",".284","69.2 %","0.90","1.54","-0.64","1.96","15928"
"Josh Fields","- - -","27","10.0","7.20","0.00","8.00","0.00","21.1 %","0.0 %","21.1 %",".237","0.90",".300","77.8 %","1.80","1.57","0.23","2.88","5070"
"Rafael Betancourt","Rockies (AAA)","38","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","50.0 %","9.00","1.57","7.43","2.68","177"
"Leury Bonilla","Mariners (AAA)","28","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.57","-1.57","2.68","sa293541"
"Tyler LaTorre","Giants (AAA)","30","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.57","-1.57","3.79","sa326461"
"Dallas Tarleton","Rockies (AAA)","25","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","100.0 %","0.00","1.57","-1.57","3.79","sa502006"
"Derek Law","- - -","22","66.1","13.84","1.63","8.50","0.27","38.8 %","4.6 %","34.2 %",".205","0.95",".338","70.7 %","2.31","1.59","0.72","1.90","13133"
"Mike Jeffreys","Royals (R)","21","10.1","12.19","2.61","4.67","0.00","34.2 %","7.3 %","26.8 %",".184","0.97",".292","80.0 %","0.87","1.60","-0.72","2.13","sa748595"
"Erick Fernandez","Nationals (A-)","24","1.1","6.75","0.00","1.00","0.00","11.1 %","0.0 %","11.1 %",".556","3.75",".625","60.0 %","13.50","1.60","11.90","2.52","sa550270"
"Jose Dominguez","- - -","22","25.1","14.21","4.62","3.08","0.00","40.8 %","13.3 %","27.6 %",".107","0.87",".205","78.3 %","1.78","1.62","0.16","2.10","11571"
"John Mincone","Mets (A-)","23","18.1","7.36","0.49","15.00","0.00","24.2 %","1.6 %","22.6 %",".131","0.49",".174","66.7 %","1.47","1.62","-0.15","1.86","sa501666"
"Paul Sewald","Mets (A)","23","56.0","10.77","1.13","9.57","0.00","30.0 %","3.1 %","26.9 %",".225","0.98",".329","81.0 %","1.77","1.62","0.14","2.19","13892"
"Jeff Beliveau","- - -","26","48.2","14.98","4.25","3.52","0.18","38.0 %","10.8 %","27.2 %",".222","1.34",".383","79.0 %","2.40","1.63","0.78","2.28","8504"
"Tony Cingrani","Reds (AAA)","23","31.1","14.07","3.16","4.45","0.29","41.9 %","9.4 %","32.5 %",".133","0.80",".236","89.4 %","1.15","1.64","-0.49","1.94","12555"
"Carson Smith","Mariners (AA)","23","50.0","12.78","3.06","4.18","0.18","35.0 %","8.4 %","26.6 %",".182","1.00",".294","80.2 %","1.80","1.65","0.15","1.63","13172"
"Corey Knebel","Tigers (A)","21","31.0","11.90","2.90","4.10","0.00","35.0 %","8.6 %","26.5 %",".131","0.77",".212","83.3 %","0.87","1.66","-0.79","2.16","15010"
"Daniel Gonzalez","Red Sox (R)","17","46.1","8.16","0.58","14.00","0.00","24.7 %","1.8 %","22.9 %",".146","0.58",".197","73.3 %","0.97","1.67","-0.70","1.99","sa737056"
"Richelson Pena","Rangers (R)","19","74.2","9.16","1.33","6.91","0.12","26.8 %","3.9 %","22.9 %",".209","0.91",".286","70.6 %","2.29","1.67","0.62","1.82","sa597847"
"Johansel Delgado","White Sox (R)","22","43.0","13.40","3.77","3.56","0.21","37.4 %","10.5 %","26.9 %",".170","1.02",".284","93.9 %","0.63","1.67","-1.05","1.62","sa550737"
"Jesus Carrillo","Mexican (AAA)","21","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.68","-1.68","4.33","sa745946"
"Cristhian Martinez","- - -","31","4.0","13.50","4.50","3.00","0.00","33.3 %","11.1 %","22.2 %",".188","1.25",".300","60.0 %","4.50","1.69","2.81","2.02","5337"
"Lewis Thorpe","Twins (R)","17","44.0","13.09","1.23","10.67","0.41","38.1 %","3.6 %","34.5 %",".200","0.86",".319","72.6 %","2.05","1.69","0.36","1.43","sa739599"
"Ricardo Jacquez","Mets (R)","20","20.2","14.37","3.92","3.67","0.00","40.7 %","11.1 %","29.6 %",".155","0.97",".290","71.4 %","1.74","1.69","0.05","2.11","sa602551"
"Gonzalo Sanudo","- - -","21","38.2","11.87","0.93","12.75","0.47","36.2 %","2.8 %","33.3 %",".147","0.62",".217","90.1 %","1.16","1.70","-0.53","1.95","sa601493"
"Victor Ramirez","Red Sox (R)","18","29.2","9.40","1.82","5.17","0.00","27.7 %","5.4 %","22.3 %",".181","0.84",".257","88.5 %","0.91","1.71","-0.80","1.96","sa657830"
"Tyler Bremer","Cubs (A-)","23","29.1","14.73","3.38","4.36","0.31","40.3 %","9.2 %","31.1 %",".178","1.02",".310","74.3 %","2.15","1.72","0.43","1.94","sa550011"
"Cole Sulser","Indians (A-)","23","54.0","10.00","1.50","6.67","0.17","29.3 %","4.4 %","24.9 %",".191","0.85",".271","77.3 %","1.83","1.73","0.11","2.05","sa738350"
"Luis Gonzalez","Reds (R)","20","48.1","8.75","0.56","15.67","0.19","26.3 %","1.7 %","24.6 %",".195","0.77",".262","74.5 %","1.49","1.73","-0.24","1.80","sa546497"
"Zac Rosscup","- - -","25","51.0","14.65","4.41","3.32","0.35","39.0 %","11.7 %","27.2 %",".192","1.20",".330","75.6 %","2.12","1.74","0.38","1.95","9419"
"Chris Rowley","Blue Jays (R)","22","32.2","10.74","0.83","13.00","0.28","32.5 %","2.5 %","30.0 %",".162","0.67",".234","82.5 %","1.10","1.75","-0.64","1.67","18820"
"Michael Bowden","Cubs (AAA)","26","18.2","13.50","1.45","9.33","0.48","37.8 %","4.1 %","33.8 %",".197","0.91",".310","76.9 %","2.41","1.75","0.66","2.12","4440"
"Shae Simmons","- - -","22","53.1","13.84","3.71","3.73","0.00","37.3 %","10.0 %","27.3 %",".160","0.99",".277","73.7 %","1.69","1.75","-0.06","2.21","14200"
"Jose Pena","Yankees (R)","22","24.2","13.14","3.28","4.00","0.00","35.0 %","8.7 %","26.2 %",".237","1.26",".386","65.6 %","4.01","1.76","2.26","2.26","sa510341"
"Emerson Martinez","Rangers (R)","18","15.0","9.60","2.40","4.00","0.00","27.1 %","6.8 %","20.3 %",".218","1.07",".308","87.5 %","1.20","1.76","-0.56","2.07","sa747285"
"Breily Puerta","Indians (A-)","21","34.2","9.87","2.08","4.75","0.00","25.9 %","5.4 %","20.4 %",".270","1.30",".374","80.9 %","2.08","1.77","0.31","2.18","sa597172"
"Luis Vizcaino","Mexican (AAA)","38","45.0","13.80","2.20","6.27","0.20","39.7 %","6.3 %","33.3 %",".174","0.87",".297","78.3 %","1.40","1.77","-0.37","2.63","714"
"Ryan Madson","Angels (A+)","32","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.77","-1.77","2.96","1852"
"Joey Webb","Nationals (R)","22","19.0","11.84","2.84","4.17","0.00","32.5 %","7.8 %","24.7 %",".183","1.00",".283","73.7 %","1.89","1.78","0.12","2.10","sa738424"
"Drew Storen","Nationals (AAA)","25","6.1","15.63","0.00","11.00","1.42","40.7 %","0.0 %","40.7 %",".259","1.11",".400","35.7 %","5.68","1.78","3.90","0.40","6983"
"Joe Jimenez","Tigers (R)","18","18.0","12.00","3.00","4.00","0.00","35.3 %","8.8 %","26.5 %",".145","0.83",".237","93.3 %","0.50","1.79","-1.29","2.16","15761"
"Stephen Tarpley","Orioles (R)","20","21.0","10.71","1.29","8.33","0.00","29.8 %","3.6 %","26.2 %",".253","1.10",".370","76.0 %","2.14","1.79","0.35","2.19","sa598104"
"Derrick Bleeker","Orioles (R)","22","3.0","12.00","3.00","4.00","0.00","36.4 %","9.1 %","27.3 %",".100","0.67",".167","100.0 %","0.00","1.79","-1.79","2.09","sa602386"
"Preston Claiborne","- - -","25","11.1","8.74","1.59","5.50","0.00","23.4 %","4.3 %","19.2 %",".311","1.41",".412","68.8 %","3.18","1.80","1.38","2.11","10500"
"Anthony Basora","Diamondbacks (R)","18","75.2","7.26","0.59","12.20","0.00","20.5 %","1.7 %","18.8 %",".238","0.98",".301","61.0 %","2.50","1.80","0.70","2.13","sa657578"
"Jose Paulino","Cubs (R)","18","58.0","11.02","1.86","5.92","0.16","30.7 %","5.2 %","25.5 %",".221","1.02",".326","73.9 %","2.33","1.80","0.53","1.80","sa657308"
"John Walter","- - -","22","27.2","10.08","1.30","7.75","0.00","31.3 %","4.0 %","27.3 %",".106","0.51",".159","66.7 %","1.30","1.80","-0.50","2.27","sa658678"
"Zack Godley","- - -","23","26.2","9.45","1.69","5.60","0.00","26.9 %","4.8 %","22.1 %",".222","1.01",".310","74.1 %","2.02","1.81","0.22","2.35","14862"
"Chase Brookshire","Cardinals (A-)","22","22.2","7.54","1.19","6.33","0.00","21.4 %","3.4 %","18.0 %",".233","1.01",".299","60.9 %","1.59","1.82","-0.23","2.36","sa738547"
"Inocencio Heredia","Orioles (R)","21","35.1","10.44","2.04","5.13","0.25","28.3 %","5.5 %","22.8 %",".219","1.08",".305","57.4 %","2.55","1.82","0.73","1.75","sa548040"
"Mario Adames","Rays (R)","21","46.1","8.74","1.17","7.50","0.19","24.7 %","3.3 %","21.4 %",".188","0.84",".246","66.5 %","1.55","1.82","-0.26","1.89","sa736937"
"Hector Perez","Cubs (R)","20","57.1","9.73","2.04","4.77","0.00","27.0 %","5.7 %","21.3 %",".230","1.08",".325","75.8 %","1.88","1.82","0.07","2.13","sa598181"
"Danny Farquhar","Mariners (AAA)","26","20.0","13.50","1.80","7.50","0.45","36.6 %","4.9 %","31.7 %",".218","1.05",".340","76.5 %","2.25","1.82","0.43","2.00","8501"
"Clayton Richard","Padres (AAA)","29","12.0","9.00","0.00","12.00","0.00","26.1 %","0.0 %","26.1 %",".222","0.83",".303","72.7 %","2.25","1.82","0.43","2.38","3551"
"Cam Booser","Twins (R)","21","3.2","7.36","0.00","3.00","0.00","20.0 %","0.0 %","20.0 %",".200","0.82",".250","33.3 %","2.45","1.82","0.63","2.19","sa754843"
"Luis Ramirez","- - -","20","19.1","13.03","1.40","9.33","0.00","40.6 %","4.4 %","36.2 %",".141","0.62",".250","78.6 %","0.47","1.84","-1.37","2.26","sa547850"
"Jose Ceda","- - -","26","4.0","13.50","4.50","3.00","0.00","28.6 %","9.5 %","19.1 %",".316","2.00",".462","12.5 %","11.25","1.85","9.40","2.66","2377"
"Jose Morel","Giants (R)","19","59.0","8.39","0.92","9.17","0.15","24.4 %","2.7 %","21.8 %",".221","0.92",".292","78.8 %","1.22","1.85","-0.63","1.92","sa657746"
"Stephen Gonsalves","- - -","18","28.1","12.39","3.49","3.55","0.00","35.1 %","9.9 %","25.2 %",".180","1.02",".295","89.7 %","0.95","1.86","-0.91","2.33","sa737764"
"Jalen Williams","Red Sox (R)","18","5.0","7.20","0.00","4.00","0.00","21.1 %","0.0 %","21.1 %",".211","0.80",".267","75.0 %","1.80","1.86","-0.06","2.30","sa738150"
"Enmanuel De Jesus","Giants (R)","19","2.1","15.43","3.86","4.00","0.00","33.3 %","8.3 %","25.0 %",".364","2.14",".571","60.0 %","7.71","1.86","5.85","1.86","sa600024"
