"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Adam Miller","- - -","21","158.1","9.15","2.61","3.50","0.51","24.5 %","7.0 %","17.5 %",".224","1.13",".292","74.4 %","2.84","2.97","-0.13","","sa243995"
"Carlos Fisher","Reds (A)","23","150.0","7.32","2.28","3.21","0.30","20.0 %","6.2 %","13.8 %",".235","1.14",".292","72.8 %","2.76","2.97","-0.21","","9832"
"John Madden","Padres (A)","23","51.0","8.47","3.35","2.53","0.18","22.1 %","8.8 %","13.4 %",".200","1.14",".260","72.2 %","2.12","2.97","-0.85","","sa290211"
"Scott Roy","Blue Jays (A)","23","3.0","6.00","3.00","2.00","0.00","15.4 %","7.7 %","7.7 %",".167","1.00",".200","100.0 %","0.00","2.97","-2.97","","sa253786"
"Gary Daley","Cardinals (A-)","20","74.0","7.78","3.89","2.00","0.00","19.4 %","9.7 %","9.7 %",".258","1.46",".329","66.7 %","3.28","2.97","0.31","","sa326695"
"Jose Vargas","Mexican (AAA)","29","73.0","8.63","3.21","2.69","0.12","23.4 %","8.7 %","14.7 %",".227","1.19",".303","85.9 %","1.36","2.98","-1.62","","sa206815"
"Kevin Pucetas","Giants (A-)","21","70.2","7.64","2.42","3.16","0.25","21.3 %","6.7 %","14.5 %",".221","1.08",".281","75.5 %","2.17","2.98","-0.81","","sa327994"
"Josh Kinney","Cardinals (AAA)","27","71.0","9.63","3.68","2.62","0.25","26.6 %","10.1 %","16.4 %",".183","1.06",".253","82.9 %","1.52","2.98","-1.46","","3638"
"Connor Falkenbach","- - -","24","65.0","6.23","2.35","2.65","0.14","16.6 %","6.3 %","10.3 %",".252","1.23",".304","75.1 %","2.63","2.98","-0.35","","sa295738"
"Edison Barrios","Pirates (R)","17","19.1","9.31","2.79","3.33","0.47","24.7 %","7.4 %","17.3 %",".151","0.88",".192","68.2 %","1.86","2.98","-1.12","","sa3000567"
"Andy Sonnanstine","Devil Rays (AA)","23","185.2","7.42","1.65","4.50","0.73","21.2 %","4.7 %","16.5 %",".221","1.00",".265","75.2 %","2.67","2.98","-0.32","","7667"
"Brian Anderson","Giants (A+)","23","67.2","11.31","2.26","5.00","0.67","32.2 %","6.4 %","25.8 %",".179","0.90",".250","87.3 %","1.86","2.98","-1.12","","sa292370"
"Dewon Day","White Sox (A+)","25","47.2","11.90","3.97","3.00","0.57","30.0 %","10.0 %","20.0 %",".217","1.28",".314","69.6 %","3.40","2.99","0.41","","5542"
"Pedro Mauricio","Braves (R)","20","11.1","5.56","0.00","7.00","0.79","18.4 %","0.0 %","18.4 %",".184","0.62",".200","89.3 %","0.79","2.99","-2.19","","sa3000190"
"Daryl Harang","Blue Jays (A+)","23","62.2","7.18","2.44","2.94","0.29","18.8 %","6.4 %","12.4 %",".248","1.24",".304","70.3 %","3.16","2.99","0.17","","sa253787"
"Raul Romero","Phillies (R)","19","46.2","5.59","2.89","1.93","0.00","14.1 %","7.3 %","6.8 %",".280","1.46",".331","64.3 %","3.47","2.99","0.48","","sa3000373"
"Jason Herman","Pirates (A-)","24","27.0","8.00","1.67","4.80","0.33","21.8 %","4.6 %","17.3 %",".198","0.93",".250","65.2 %","2.00","2.99","-0.99","","sa294046"
"Ben Stanczyk","Brewers (A+)","23","81.1","9.07","2.43","3.73","0.55","23.1 %","6.2 %","16.9 %",".277","1.39",".357","65.8 %","4.54","2.99","1.55","","sa263008"
"Britt Reames","Pirates (AAA)","32","64.1","6.02","1.96","3.07","0.42","16.7 %","5.5 %","11.3 %",".255","1.18",".300","75.2 %","2.80","2.99","-0.19","","794"
"Hayden Penn","- - -","21","89.2","8.63","2.91","2.97","0.60","23.8 %","8.0 %","15.8 %",".223","1.15",".283","80.3 %","2.41","2.99","-0.58","","4893"
"Shane Lindsay","- - -","21","62.2","13.07","6.32","2.07","0.29","33.1 %","16.0 %","17.1 %",".192","1.40",".309","74.5 %","2.73","2.99","-0.26","","3881"
"Eric Wordekemper","- - -","22","81.2","7.82","2.31","3.38","0.33","21.6 %","6.4 %","15.2 %",".205","1.02",".259","76.7 %","1.76","2.99","-1.23","","sa294707"
"Rafael De La Rosa","Twins (R)","19","37.1","6.27","2.65","2.36","0.24","16.8 %","7.1 %","9.7 %",".238","1.21",".285","71.8 %","2.41","2.99","-0.58","","sa3000104"
"John Zinnicker","Blue Jays (R)","21","27.2","7.81","3.25","2.40","0.00","19.1 %","7.9 %","11.1 %",".296","1.59",".374","66.7 %","3.25","2.99","0.26","","sa326567"
"Matt O'Brien","- - -","23","91.2","5.20","2.06","2.52","0.10","14.2 %","5.6 %","8.6 %",".256","1.21",".300","73.2 %","2.65","3.00","-0.34","","sa254315"
"Jose Martinez","Padres (R)","19","51.1","9.99","4.21","2.38","0.35","25.8 %","10.9 %","14.9 %",".233","1.34",".321","67.0 %","3.51","3.00","0.51","","sa393402"
"William Delage","Indians (A-)","21","66.1","9.09","2.04","4.47","0.54","23.8 %","5.3 %","18.4 %",".261","1.25",".337","60.0 %","4.34","3.00","1.34","","sa327807"
"Cesar Valdez","Diamondbacks (A-)","21","97.0","7.52","1.86","4.05","0.46","20.0 %","4.9 %","15.0 %",".253","1.21",".310","68.1 %","3.15","3.00","0.15","","9013"
"Paul Thorp","- - -","25","56.1","7.35","3.51","2.09","0.16","19.8 %","9.5 %","10.3 %",".191","1.10",".241","79.6 %","1.60","3.00","-1.40","","sa202592"
"Wilfrido Perez","Orioles (A-)","21","24.2","11.31","4.38","2.58","0.36","29.5 %","11.4 %","18.1 %",".253","1.42",".373","78.7 %","3.28","3.00","0.28","","sa294751"
"Juan Lara","- - -","25","61.2","9.19","3.50","2.63","0.44","24.1 %","9.2 %","14.9 %",".209","1.18",".272","78.0 %","2.77","3.00","-0.23","","2613"
"Joseph Johnson","- - -","21","24.0","9.75","4.12","2.36","0.00","24.3 %","10.3 %","14.0 %",".247","1.42",".343","70.3 %","3.00","3.01","-0.01","","sa327752"
"Raleigh Evans","White Sox (R)","21","24.2","9.49","4.74","2.00","0.00","23.2 %","11.6 %","11.6 %",".242","1.50",".329","54.1 %","4.74","3.01","1.73","","sa291539"
"Kam Mickolio","Mariners (A-)","22","32.1","7.24","1.95","3.71","0.28","18.6 %","5.0 %","13.6 %",".262","1.27",".320","70.4 %","2.78","3.01","-0.23","","9513"
"Michael Gardner","- - -","22","41.1","7.62","1.96","3.89","0.22","20.2 %","5.2 %","15.0 %",".231","1.11",".290","70.0 %","3.05","3.01","0.04","","sa329496"
"Ryan Williams","Reds (R)","23","18.0","9.50","2.00","4.75","0.50","24.1 %","5.1 %","19.0 %",".233","1.17",".302","60.2 %","3.00","3.01","-0.01","","sa329647"
"Warner Madrigal","Angels (R)","22","12.0","9.75","2.25","4.33","0.00","26.0 %","6.0 %","20.0 %",".239","1.17",".333","66.7 %","3.75","3.01","0.74","","6419"
"Juan Peraza","Blue Jays (R)","20","49.1","7.48","3.10","2.41","0.18","20.2 %","8.4 %","11.8 %",".216","1.14",".273","73.8 %","2.55","3.01","-0.46","","sa3000238"
"Jose Pimentel","Padres (R)","19","49.2","9.79","4.17","2.35","0.00","24.3 %","10.4 %","14.0 %",".214","1.27",".301","61.3 %","3.62","3.01","0.61","","sa3000234"
"Sean O'Sullivan","Angels (R)","18","71.1","6.94","0.88","7.86","0.25","18.9 %","2.4 %","16.5 %",".233","1.01",".284","72.8 %","2.14","3.01","-0.87","","9137"
"Jeremy Sowers","Indians (AAA)","23","97.1","4.99","2.68","1.86","0.09","14.1 %","7.6 %","6.5 %",".221","1.10",".258","82.6 %","1.39","3.02","-1.63","","9083"
"Kevin Tomasiewicz","- - -","22","67.2","7.32","1.86","3.93","0.40","19.2 %","4.9 %","14.3 %",".246","1.18",".300","70.2 %","2.79","3.02","-0.22","","sa293714"
"Chris Shaver","- - -","24","159.0","7.36","3.17","2.32","0.40","19.5 %","8.4 %","11.1 %",".247","1.30",".304","73.8 %","2.83","3.02","-0.19","","sa254185"
"Paul Hammond","- - -","23","33.1","7.29","1.89","3.86","0.27","21.6 %","5.6 %","16.0 %",".165","0.78",".207","87.0 %","0.81","3.02","-2.21","","sa326951"
"Tim Lahey","Twins (A+)","24","72.2","7.06","3.34","2.11","0.12","18.1 %","8.6 %","9.5 %",".259","1.39",".320","65.9 %","4.33","3.02","1.32","","sa253236"
"Joe Martinez","Giants (A)","23","167.2","7.25","1.40","5.19","0.48","19.8 %","3.8 %","16.0 %",".242","1.09",".293","70.4 %","3.01","3.02","-0.01","","3935"
"Jason Kershner","Brewers (AAA)","29","33.2","6.68","2.41","2.78","0.27","17.1 %","6.2 %","11.0 %",".299","1.49",".360","76.1 %","3.48","3.02","0.46","","1566"
"Wilfredo Perez","Athletics (R)","17","19.2","3.66","2.29","1.60","0.00","9.5 %","6.0 %","3.6 %",".266","1.32",".296","61.5 %","3.20","3.02","0.18","","sa3000538"
"Jose Pena","Indians (R)","19","19.2","10.53","6.41","1.64","0.00","24.7 %","15.1 %","9.7 %",".218","1.58",".309","68.8 %","2.75","3.02","-0.28","","sa3000625"
"Cla Meredith","- - -","23","46.0","7.43","1.76","4.22","0.59","20.8 %","4.9 %","15.9 %",".241","1.11",".293","79.1 %","2.54","3.02","-0.48","","7613"
"Jimmy Serrano","Red Sox (AAA)","30","72.0","7.63","3.25","2.35","0.25","19.9 %","8.5 %","11.4 %",".261","1.36",".329","80.8 %","2.50","3.02","-0.52","","2491"
"Robin Molina","Angels (R)","19","81.2","4.74","2.09","2.26","0.11","13.7 %","6.1 %","7.7 %",".210","0.98",".244","77.5 %","1.76","3.03","-1.26","","sa393395"
"Javier Lopez","- - -","28","49.2","6.89","2.54","2.71","0.36","18.6 %","6.9 %","11.8 %",".255","1.25",".311","85.0 %","1.99","3.03","-1.03","","1663"
"Brad Tippett","Twins (R)","18","21.1","7.59","2.11","3.60","0.42","19.0 %","5.3 %","13.7 %",".300","1.50",".366","78.4 %","2.53","3.03","-0.50","","sa326954"
"Brian Rogers","- - -","23","76.1","9.67","2.00","4.82","0.94","28.1 %","5.8 %","22.3 %",".193","0.92",".245","85.3 %","2.12","3.03","-0.91","","6123"
"Pedro Pichardo","Angels (R)","17","22.0","7.77","1.64","4.75","0.41","21.6 %","4.6 %","17.1 %",".200","0.91",".250","79.7 %","1.23","3.03","-1.80","","sa3000497"
"Julio Perez","Nationals (R)","18","22.1","17.33","8.06","2.15","0.40","39.5 %","18.4 %","21.1 %",".212","1.70",".415","64.0 %","4.03","3.03","1.00","","sa503972"
"Calvin Medlock","Reds (AA)","23","63.2","9.90","3.96","2.50","0.57","25.2 %","10.1 %","15.1 %",".219","1.29",".289","76.8 %","2.97","3.03","-0.06","","sa202951"
"Luis Marte","Diamondbacks (R)","19","46.1","7.96","2.53","3.15","0.39","18.9 %","6.0 %","12.9 %",".317","1.64",".391","53.7 %","6.60","3.03","3.57","","sa3000405"
"Aaron Jackson","- - -","20","67.2","6.78","2.39","2.83","0.13","17.7 %","6.3 %","11.5 %",".254","1.26",".311","67.0 %","3.19","3.03","0.16","","sa253279"
"Jack Taschner","Giants (AAA)","28","49.1","12.41","3.10","4.00","0.91","32.4 %","8.1 %","24.3 %",".257","1.34",".373","77.1 %","3.65","3.03","0.62","","2766"
"Jay Buente","Marlins (A-)","22","43.2","8.45","2.68","3.15","0.41","22.5 %","7.1 %","15.4 %",".240","1.21",".307","72.8 %","3.09","3.03","0.06","","9494"
"Roberto Yil","Devil Rays (A-)","22","28.0","9.96","4.18","2.38","0.32","23.3 %","9.8 %","13.5 %",".277","1.64",".368","57.0 %","5.79","3.03","2.75","","sa262550"
"Zach Dials","- - -","20","41.0","5.49","2.63","2.08","0.00","15.2 %","7.3 %","7.9 %",".184","0.98",".221","65.9 %","1.76","3.03","-1.28","","sa328164"
"Oswaldo Sosa","- - -","20","152.1","7.21","3.19","2.26","0.12","19.4 %","8.6 %","10.8 %",".220","1.18",".277","70.8 %","2.60","3.03","-0.43","","sa254670"
"Gustavo Suescun","Yankees (R)","20","25.1","7.82","2.84","2.75","0.36","22.5 %","8.2 %","14.3 %",".114","0.71",".139","64.5 %","1.78","3.04","-1.26","","sa3000143"
"Jonnathan Aristil","Rockies (R)","19","55.0","7.20","2.62","2.75","0.33","18.5 %","6.7 %","11.8 %",".248","1.27",".302","67.4 %","3.27","3.04","0.23","","sa392461"
"T.J. Large","- - -","23","51.1","8.77","2.63","3.33","0.35","22.8 %","6.9 %","16.0 %",".217","1.13",".281","63.7 %","2.63","3.04","-0.41","","sa295161"
"Charlie Manning","- - -","27","84.0","8.79","3.00","2.93","0.54","23.6 %","8.1 %","15.6 %",".199","1.08",".253","70.1 %","2.68","3.04","-0.36","","3578"
"Phil Seibel","- - -","27","80.0","9.34","1.69","5.53","0.90","28.0 %","5.1 %","23.0 %",".151","0.71",".182","90.2 %","1.24","3.04","-1.81","","1905"
"Jose Garcia","- - -","21","165.2","8.75","2.44","3.58","0.71","23.5 %","6.6 %","16.9 %",".225","1.13",".281","68.5 %","2.88","3.04","-0.16","","3727"
"Hunter Jones","Red Sox (A)","22","94.1","9.54","1.91","5.00","0.76","26.0 %","5.2 %","20.8 %",".242","1.13",".314","70.4 %","3.34","3.05","0.29","","4656"
"Haley Winter","Mariners (R)","22","27.1","8.56","1.98","4.33","0.00","19.4 %","4.5 %","14.9 %",".339","1.79",".426","46.0 %","6.91","3.05","3.87","","sa329204"
"Adam Carr","- - -","22","25.2","9.47","3.86","2.45","0.35","25.5 %","10.4 %","15.1 %",".221","1.25",".299","78.4 %","2.81","3.05","-0.24","","sa328035"
"Tommy Hottovy","- - -","24","163.0","6.74","2.76","2.44","0.22","18.2 %","7.4 %","10.7 %",".223","1.15",".273","66.5 %","3.15","3.05","0.10","","7542"
"Pat Bresnehan","Pirates (A-)","21","68.0","7.81","2.25","3.47","0.40","21.6 %","6.2 %","15.4 %",".198","0.99",".247","74.9 %","2.25","3.05","-0.80","","sa547313"
"Yovan Rodriguez","White Sox (R)","19","40.1","10.04","4.02","2.50","0.45","25.4 %","10.2 %","15.3 %",".212","1.26",".284","60.6 %","4.24","3.05","1.19","","sa3000602"
"Matthew Foster","Blue Jays (R)","24","12.1","8.76","2.92","3.00","0.00","24.0 %","8.0 %","16.0 %",".205","1.05",".281","80.0 %","2.19","3.05","-0.86","","sa225776"
"Brendan Wise","Tigers (A-)","20","65.0","5.40","2.08","2.60","0.00","14.0 %","5.4 %","8.6 %",".261","1.26",".307","65.9 %","3.46","3.05","0.41","","sa291553"
"William Vazquez","- - -","26","26.2","6.75","2.36","2.86","0.34","17.1 %","6.0 %","11.1 %",".312","1.54",".375","69.0 %","4.39","3.06","1.33","","sa199559"
"Jeff Marquez","- - -","21","98.0","8.27","2.76","3.00","0.46","21.2 %","7.1 %","14.1 %",".278","1.42",".350","62.2 %","3.58","3.06","0.52","","7456"
"Cory Doyne","- - -","24","71.1","10.22","5.68","1.80","0.13","27.0 %","15.0 %","12.0 %",".200","1.35",".289","70.8 %","3.15","3.06","0.10","","7262"
"Josh Butler","Devil Rays (A-)","21","13.1","8.10","4.73","1.71","0.00","20.7 %","12.1 %","8.6 %",".255","1.50",".333","55.0 %","5.40","3.06","2.34","","1141"
"Michael Bowden","- - -","19","112.2","9.67","2.56","3.78","0.72","25.9 %","6.8 %","19.0 %",".230","1.17",".299","65.1 %","3.75","3.06","0.69","","4440"
"Matt Duff","Blue Jays (A+)","31","6.2","10.80","4.05","2.67","0.00","25.8 %","9.7 %","16.1 %",".308","1.65",".444","61.5 %","6.75","3.06","3.69","","1565"
"Blake Jones","- - -","25","61.0","10.62","3.84","2.77","0.44","26.3 %","9.5 %","16.8 %",".276","1.52",".381","71.4 %","4.57","3.06","1.51","","sa293695"
"Gilbert De La Vara","- - -","21","84.1","10.67","2.77","3.85","0.64","28.3 %","7.4 %","21.0 %",".241","1.23",".330","56.8 %","4.27","3.06","1.21","","sa288778"
"Ryan Rowland-Smith","- - -","23","47.2","10.76","3.78","2.85","0.57","26.8 %","9.4 %","17.4 %",".240","1.38",".326","66.9 %","3.21","3.06","0.15","","3245"
"Bryan Corey","- - -","32","37.1","9.40","2.41","3.90","0.48","25.2 %","6.5 %","18.7 %",".221","1.10",".293","78.7 %","2.17","3.06","-0.89","","1439"
"Yanery Vasquez","Marlins (R)","19","35.2","8.07","3.03","2.67","0.25","21.8 %","8.2 %","13.6 %",".172","0.98",".218","80.9 %","1.26","3.07","-1.80","","sa328592"
"Alexander Woodson","- - -","20","54.1","10.60","2.98","3.56","0.50","26.8 %","7.5 %","19.3 %",".263","1.38",".360","62.8 %","4.64","3.07","1.57","","sa291552"
"Rick Helling","Brewers (AAA)","35","12.0","4.50","1.50","3.00","0.00","12.8 %","4.3 %","8.5 %",".205","0.92",".237","58.3 %","3.75","3.07","0.68","","58"
"Boof Bonser","Twins (AAA)","24","86.1","8.65","3.65","2.37","0.42","23.0 %","9.7 %","13.3 %",".211","1.19",".271","74.7 %","2.81","3.07","-0.25","","2159"
"Kevin Cash","Devil Rays (AAA)","28","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.07","-3.07","","1593"
"Royce Ring","Mets (AAA)","25","39.1","9.15","3.43","2.67","0.46","24.2 %","9.1 %","15.2 %",".204","1.14",".267","75.2 %","2.97","3.07","-0.09","","4350"
"Victor Santos","Pirates (AAA)","29","5.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".067","0.20",".067","100.0 %","0.00","3.07","-3.07","","446"
"Luis Figueroa","Blue Jays (AAA)","32","0.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %","1.000","1.00","1.000","0.0 %","0.00","3.07","-3.07","","776"
"Ryan Fleming","Phillies (AAA)","30","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".333","1.00",".333","100.0 %","0.00","3.07","-3.07","","sa209515"
"Hideo Nomo","White Sox (AAA)","37","3.0","9.00","6.00","1.50","0.00","21.4 %","14.3 %","7.1 %",".167","1.33",".222","0.0 %","3.00","3.07","-0.07","","666"
"Ronald Hill","- - -","23","70.2","8.66","2.42","3.58","0.38","21.7 %","6.1 %","15.7 %",".274","1.37",".351","68.8 %","3.57","3.07","0.50","","sa293082"
"Jake Ruckle","- - -","20","130.2","5.23","1.03","5.07","0.34","14.1 %","2.8 %","11.3 %",".260","1.15",".297","69.1 %","2.69","3.07","-0.39","","sa288996"
"Marino Salas","Orioles (AA)","24","49.1","8.39","2.92","2.88","0.55","22.6 %","7.8 %","14.7 %",".209","1.11",".261","77.2 %","2.92","3.07","-0.15","","2432"
"Shane Dove","Diamondbacks (A-)","21","87.2","7.39","1.85","4.00","0.51","19.9 %","5.0 %","15.0 %",".229","1.10",".277","65.9 %","2.26","3.07","-0.81","","sa226141"
"Corey Thurman","- - -","27","148.0","7.97","2.74","2.91","0.61","21.1 %","7.2 %","13.8 %",".251","1.28",".310","69.8 %","3.53","3.07","0.45","","1324"
"Nick Abel","- - -","23","34.2","6.75","2.86","2.36","0.00","17.9 %","7.6 %","10.3 %",".215","1.12",".269","76.7 %","2.08","3.07","-1.00","","sa326492"
"Ryan Ketchner","- - -","24","26.2","9.79","2.36","4.14","0.67","28.2 %","6.8 %","21.4 %",".181","0.90",".238","90.5 %","1.69","3.07","-1.39","","sa199599"
"Grant Duff","- - -","23","59.1","10.16","4.25","2.39","0.30","27.6 %","11.5 %","16.1 %",".169","1.08",".236","71.2 %","1.97","3.07","-1.10","","sa288997"
"Roberto Marcelino","Mets (R)","20","22.1","8.46","4.84","1.75","0.00","21.2 %","12.1 %","9.1 %",".177","1.21",".234","75.9 %","1.61","3.07","-1.46","","sa3000390"
"Joaquin Saldana","Braves (R)","22","6.2","12.15","4.05","3.00","0.00","26.5 %","8.8 %","17.7 %",".286","1.65",".421","71.4 %","4.05","3.07","0.98","","sa3000161"
"Andy Henriquez","Mariners (R)","19","21.0","9.00","4.29","2.10","0.00","24.4 %","11.6 %","12.8 %",".167","1.05",".235","84.6 %","1.71","3.07","-1.36","","sa3000280"
"Andres Varillas","- - -","18","46.0","10.96","5.67","1.93","0.20","27.1 %","14.0 %","13.0 %",".259","1.61",".376","74.4 %","4.11","3.07","1.03","","sa3000461"
"Eleazar Cuevas","Nationals (R)","19","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".400","2.00",".400","50.0 %","9.00","3.07","5.93","","sa3000608"
"Pedro Perez","Red Sox (R)","18","46.2","6.17","3.09","2.00","0.19","15.4 %","7.7 %","7.7 %",".251","1.37",".298","66.0 %","3.47","3.07","0.40","","sa393267"
"Rafael Sepulveda","Blue Jays (R)","22","13.2","11.85","7.24","1.64","0.00","28.6 %","17.5 %","11.1 %",".137","1.32",".212","63.2 %","1.98","3.07","-1.10","","sa3000278"
"Angel Gil","- - -","16","24.0","6.38","1.88","3.40","0.38","18.7 %","5.5 %","13.2 %",".191","0.88",".227","78.7 %","2.25","3.07","-0.82","","sa3000561"
"Josh Tomlin","Indians (A-)","21","77.1","8.03","1.75","4.60","0.58","22.5 %","4.9 %","17.6 %",".194","0.92",".238","75.0 %","2.09","3.08","-0.98","","9388"
"Kevin Gunderson","- - -","21","25.0","7.56","1.44","5.25","0.36","22.1 %","4.2 %","17.9 %",".184","0.80",".231","92.9 %","1.08","3.08","-2.00","","sa326751"
"Carlos Perez","Orioles/White Sox (R)","22","87.0","6.62","1.66","4.00","0.31","17.3 %","4.3 %","13.0 %",".270","1.24",".325","77.7 %","2.48","3.08","-0.60","","sa254954"
"Mike Garcia","- - -","38","37.0","9.00","1.70","5.29","0.73","24.8 %","4.7 %","20.1 %",".261","1.19",".333","75.4 %","3.41","3.08","0.33","","1004507"
"Jose Marte","Rangers (A)","22","66.2","9.59","4.59","2.09","0.14","24.7 %","11.9 %","12.9 %",".237","1.40",".328","67.0 %","3.51","3.08","0.43","","sa295503"
"Paul Estrada","Astros (AA)","23","88.2","13.60","3.76","3.62","1.02","37.0 %","10.2 %","26.8 %",".190","1.11",".288","78.4 %","3.05","3.08","-0.04","","sa202066"
"Ross Wolf","- - -","23","66.2","5.53","2.29","2.41","0.13","14.5 %","6.0 %","8.5 %",".293","1.41",".344","69.0 %","4.05","3.08","0.97","","4534"
"Manny Basilio","- - -","26","111.2","7.50","2.42","3.10","0.32","20.1 %","6.5 %","13.6 %",".234","1.16",".291","70.2 %","2.42","3.08","-0.67","","sa212569"
"Dale Thayer","- - -","25","68.1","8.03","3.03","2.65","0.53","21.4 %","8.1 %","13.3 %",".236","1.23",".294","83.5 %","2.50","3.08","-0.58","","5032"
"Brandon Nall","- - -","24","90.2","9.13","3.57","2.56","0.30","24.5 %","9.6 %","14.9 %",".210","1.17",".282","74.5 %","2.78","3.08","-0.31","","sa295833"
"Jackson Quezada","Padres (A-)","19","34.1","8.91","3.41","2.62","0.26","23.5 %","9.0 %","14.5 %",".233","1.25",".309","62.8 %","4.19","3.08","1.11","","sa328301"
"Michael Mehlich","Braves (R)","18","22.1","10.07","2.82","3.57","0.40","27.2 %","7.6 %","19.6 %",".183","0.99",".250","72.0 %","3.22","3.09","0.14","","sa327169"
"Doug Fister","Mariners (A-)","22","40.0","7.88","2.48","3.18","0.45","21.0 %","6.6 %","14.4 %",".226","1.15",".280","65.6 %","2.25","3.09","-0.84","","9425"
"Julio Sanchez","Braves (R)","20","16.0","7.31","2.25","3.25","0.00","19.4 %","6.0 %","13.4 %",".233","1.13",".298","57.1 %","4.50","3.09","1.41","","sa295134"
"Justin Orenduff","Dodgers (AA)","23","50.1","9.66","3.40","2.84","0.72","25.7 %","9.1 %","16.7 %",".212","1.17",".275","66.8 %","3.40","3.09","0.31","","sa254165"
"Michael James","Red Sox (A+)","25","49.2","9.24","3.44","2.68","0.36","24.2 %","9.0 %","15.2 %",".225","1.23",".299","88.6 %","1.81","3.09","-1.28","","sa253710"
"Jon Leicester","Rangers (AAA)","27","9.0","7.00","3.00","2.33","0.00","15.2 %","6.5 %","8.7 %",".405","2.22",".486","47.6 %","10.00","3.09","6.91","","2092"
"Tim Schoeninger","- - -","21","77.1","7.56","0.47","16.25","0.23","21.5 %","1.3 %","20.2 %",".224","0.91",".281","72.7 %","1.75","3.09","-1.35","","sa327797"
"Raul Batis","Mets (R)","17","45.0","10.00","4.60","2.17","0.40","24.3 %","11.2 %","13.1 %",".254","1.53",".341","63.1 %","4.20","3.10","1.10","","sa393229"
"Luis Carreras","Twins (R)","22","29.2","6.98","1.52","4.60","0.30","19.3 %","4.2 %","15.1 %",".252","1.11",".310","69.4 %","3.34","3.10","0.24","","sa328928"
"Ross Ohlendorf","- - -","23","182.2","6.36","1.43","4.45","0.64","17.6 %","4.0 %","13.6 %",".267","1.18",".312","74.3 %","3.25","3.10","0.15","","8268"
"Andrew Bailey","Athletics (A-)","22","58.0","8.22","3.10","2.65","0.31","22.4 %","8.4 %","13.9 %",".182","1.02",".233","71.0 %","2.02","3.10","-1.08","","1368"
"Chris Booker","- - -","29","42.0","14.36","4.50","3.19","1.07","37.4 %","11.7 %","25.7 %",".234","1.38",".372","70.6 %","4.29","3.10","1.19","","2039"
"Burke Badenhop","Tigers (A)","23","171.0","6.53","1.63","4.00","0.32","17.7 %","4.4 %","13.3 %",".259","1.18",".311","75.5 %","2.84","3.10","-0.26","","9736"
"Cesar Cabral","Red Sox (R)","17","37.2","6.45","2.87","2.25","0.24","16.5 %","7.3 %","9.2 %",".247","1.30",".295","46.4 %","4.54","3.10","1.44","","6741"
"Scott Baker","Twins (AAA)","24","84.1","7.26","2.67","2.72","0.43","19.3 %","7.1 %","12.2 %",".238","1.21",".291","79.7 %","2.67","3.10","-0.43","","6176"
"Keith Foulke","- - -","33","6.0","9.00","6.00","1.50","0.00","24.0 %","16.0 %","8.0 %",".191","1.33",".267","87.5 %","1.50","3.10","-1.60","","231"
"Tim McNab","- - -","26","50.2","5.51","0.36","15.50","0.71","14.7 %","1.0 %","13.7 %",".298","1.26",".335","64.0 %","4.09","3.10","0.98","","sa202275"
"Randy Wolf","- - -","29","25.2","7.71","4.91","1.57","0.00","19.8 %","12.6 %","7.2 %",".237","1.44",".307","67.6 %","3.51","3.10","0.40","","976"
"Kenny Fernandez","Phillies (R)","19","32.1","6.68","2.78","2.40","0.28","17.8 %","7.4 %","10.4 %",".220","1.14",".265","77.1 %","1.67","3.11","-1.44","","sa434982"
"Scott Mathieson","- - -","22","127.0","9.57","2.76","3.46","0.71","26.3 %","7.6 %","18.7 %",".212","1.09",".277","72.0 %","3.40","3.11","0.29","","4771"
"Cory Stuart","Yankees (A)","24","50.0","8.64","3.60","2.40","0.18","22.0 %","9.2 %","12.8 %",".233","1.30",".306","71.4 %","3.06","3.11","-0.05","","sa226463"
"Jon Coutlangus","- - -","25","65.2","7.95","4.52","1.76","0.00","21.2 %","12.0 %","9.1 %",".181","1.14",".241","71.4 %","2.74","3.11","-0.37","","6182"
"Jordan Davis","Marlins (A-)","23","29.0","9.31","3.41","2.73","0.31","22.6 %","8.3 %","14.3 %",".294","1.59",".386","56.7 %","6.21","3.11","3.10","","sa328020"
"Sergio Severino","Astros (R)","21","68.1","11.85","3.56","3.33","0.53","31.8 %","9.5 %","22.3 %",".200","1.13",".295","76.2 %","2.90","3.11","-0.21","","sa294375"
"Chris Maples","Tigers (AA)","26","0.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".500","1.50",".500","100.0 %","0.00","3.11","-3.11","","sa201537"
"Shawn Chacon","Yankees (AA)","28","5.0","5.40","3.60","1.50","0.00","14.3 %","9.5 %","4.8 %",".211","1.20",".250","50.0 %","5.40","3.11","2.29","","424"
