"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jairo Gomez","- - -","21","39.0",".395","0.98","17.0 %","41.1 %","42.0 %","19.1 %","6.4 %","42.2 %","26.7 %","31.0 %","24.1 %","144","267","411","sa507250"
"Griffin Murphy","Blue Jays (A)","22","71.0",".338","0.98","11.8 %","43.6 %","44.5 %","16.0 %","6.4 %","51.6 %","23.3 %","25.1 %","26.8 %","180","436","616","sa548247"
"Carlos Gonzalez","Reds (A+)","23","79.1",".337","1.06","18.8 %","41.8 %","39.3 %","18.1 %","6.4 %","41.8 %","26.1 %","32.1 %","15.2 %","261","502","763","sa599217"
"Lance Breedlove","- - -","22","41.2",".382","1.04","20.7 %","40.5 %","38.8 %","21.3 %","6.4 %","47.6 %","23.8 %","28.6 %","24.1 %","97","297","394","sa658555"
"Tommy Burns","- - -","19","46.2",".347","1.70","11.2 %","55.9 %","32.9 %","17.0 %","6.4 %","46.3 %","22.2 %","31.5 %","21.9 %","117","266","383","sa658988"
"Brian Baker","Mexican (AAA)","30","126.0",".354","1.39","14.4 %","49.8 %","35.8 %","20.4 %","6.4 %","48.8 %","22.1 %","29.1 %","7.3 %","612","1251","1863","sa295129"
"Clay Holmes","Pirates (A)","20","119.0",".283","1.77","11.6 %","56.5 %","31.9 %","21.8 %","6.4 %","45.9 %","22.4 %","31.7 %","22.6 %","351","658","1009","13649"
"Cesar Vargas","- - -","21","120.2",".284","1.52","21.3 %","47.4 %","31.3 %","28.2 %","6.4 %","44.5 %","23.0 %","32.5 %","13.6 %","426","908","1334","14099"
"Sean O'Sullivan","Padres (AAA)","25","115.0",".343","1.56","19.9 %","48.9 %","31.3 %","10.9 %","6.4 %","43.2 %","26.5 %","30.3 %","9.9 %","649","1177","1826","9137"
"A.J. Holland","Braves (A+)","23","120.0",".321","1.77","18.4 %","52.1 %","29.4 %","19.1 %","6.4 %","49.0 %","23.1 %","28.0 %","18.3 %","379","706","1085","sa598301"
"Tyrell Jenkins","- - -","20","59.1",".314","1.67","9.7 %","56.5 %","33.9 %","19.0 %","6.3 %","49.7 %","20.0 %","30.3 %","14.6 %","202","394","596","11378"
"Yonny Chirinos","Rays (R)","19","55.0",".325","1.14","19.6 %","42.9 %","37.5 %","14.3 %","6.3 %","49.7 %","23.1 %","27.2 %","34.9 %","52","309","361","16401"
"Miguel Fermin","- - -","28","58.1",".320","1.43","10.5 %","52.6 %","36.8 %","19.0 %","6.3 %","52.3 %","15.9 %","31.8 %","30.9 %","63","348","411","sa455615"
"Miguel Pena","- - -","22","98.2",".307","1.16","11.7 %","47.4 %","40.9 %","17.5 %","6.3 %","48.4 %","20.1 %","31.5 %","14.3 %","300","668","968","sa501449"
"Robert Benincasa","- - -","22","51.0",".313","0.86","11.4 %","40.9 %","47.7 %","23.8 %","6.3 %","41.5 %","26.7 %","31.9 %","36.5 %","90","340","430","sa502783"
"Bret Mitchell","- - -","24","61.1",".264","0.89","15.0 %","40.0 %","45.0 %","22.2 %","6.3 %","49.7 %","17.7 %","32.7 %","31.8 %","137","378","515","sa549090"
"Kyle Hunter","- - -","24","70.0",".264","1.46","22.9 %","45.8 %","31.3 %","28.6 %","6.3 %","46.2 %","17.0 %","36.8 %","10.6 %","297","591","888","sa550211"
"Jared Dettmann","Braves (R)","21","47.1",".239","0.90","10.4 %","42.5 %","47.0 %","20.6 %","6.3 %","40.6 %","24.5 %","35.0 %","25.6 %","74","254","328","sa602860"
"Jorman Duarte","Rays (R)","18","59.2",".335","1.62","18.7 %","50.2 %","31.0 %","20.6 %","6.3 %","43.2 %","24.9 %","31.9 %","29.3 %","48","334","382","sa680387"
"Alec Asher","Rangers (A+)","21","133.1",".300","0.92","16.3 %","40.1 %","43.6 %","27.8 %","6.3 %","41.5 %","25.4 %","33.1 %","27.0 %","303","958","1261","13560"
"Josh Turley","Tigers (A)","22","77.2",".278","1.18","16.5 %","45.1 %","38.3 %","26.6 %","6.3 %","45.2 %","23.5 %","31.3 %","23.2 %","301","679","980","sa503159"
"Estevan Gonzalez","- - -","21","116.1",".337","1.06","13.6 %","44.4 %","42.0 %","17.7 %","6.3 %","46.0 %","19.7 %","34.3 %","20.3 %","264","637","901","sa548554"
"Taylor Hill","- - -","24","164.2",".281","1.06","17.5 %","42.5 %","40.0 %","17.0 %","6.3 %","42.6 %","26.6 %","30.8 %","11.7 %","536","1266","1802","12515"
"Andrew Bellatti","- - -","21","81.2",".268","0.60","14.3 %","32.1 %","53.6 %","19.7 %","6.3 %","44.9 %","25.5 %","29.6 %","19.8 %","234","594","828","10657"
"Jake Cose","- - -","22","159.1",".271","2.02","13.1 %","58.1 %","28.7 %","18.1 %","6.3 %","47.2 %","19.0 %","33.8 %","21.1 %","447","948","1395","sa599358"
"Anthony Ranaudo","- - -","23","140.0",".268","1.03","14.7 %","43.2 %","42.1 %","26.3 %","6.3 %","41.4 %","24.9 %","33.7 %","10.1 %","816","1426","2242","11424"
"Tyler Danish","- - -","18","30.0",".208","3.31","8.0 %","70.7 %","21.3 %","12.5 %","6.3 %","44.9 %","23.1 %","32.1 %","33.2 %","23","164","187","15126"
"Esmailin Caridad","Cubs (AAA)","29","28.2",".294","1.06","19.5 %","41.5 %","39.0 %","15.6 %","6.3 %","46.0 %","26.4 %","27.6 %","9.4 %","202","300","502","5284"
"Mitch Stetter","- - -","32","25.2",".250","0.53","22.2 %","27.0 %","50.8 %","25.0 %","6.3 %","47.0 %","25.8 %","27.3 %","11.9 %","177","269","446","5579"
"Blaine Hardy","- - -","26","91.2",".224","0.56","18.0 %","29.5 %","52.5 %","27.3 %","6.3 %","42.6 %","26.5 %","30.9 %","8.1 %","535","830","1365","6499"
"Jordan Lyles","Astros (AAA)","22","23.2",".345","3.19","19.3 %","61.4 %","19.3 %","6.3 %","6.3 %","44.7 %","21.2 %","34.1 %","5.5 %","158","240","398","7593"
"Dustin McGowan","- - -","31","12.0",".345","0.56","16.7 %","30.0 %","53.3 %","25.0 %","6.3 %","46.7 %","16.7 %","36.7 %","15.6 %","68","124","192","8600"
"Kris Johnson","Pirates (AAA)","28","135.2",".273","2.22","22.0 %","53.8 %","24.2 %","25.0 %","6.3 %","46.3 %","20.4 %","33.3 %","9.8 %","786","1281","2067","886"
"Gregory Infante","- - -","25","39.2",".314","1.44","23.5 %","45.1 %","31.4 %","25.0 %","6.3 %","45.3 %","23.6 %","31.1 %","11.1 %","301","384","685","9119"
"Sean Black","- - -","25","75.1",".261","1.09","11.8 %","46.1 %","42.1 %","22.9 %","6.3 %","42.1 %","23.0 %","34.9 %","12.6 %","283","576","859","sa326533"
"Roy Merritt","Mexican (AAA)","27","13.1",".352","1.38","22.4 %","44.9 %","32.7 %","25.0 %","6.3 %","38.9 %","22.2 %","38.9 %","8.0 %","80","159","239","sa392227"
"Ryan Doolittle","- - -","25","17.0",".200","1.69","14.0 %","54.0 %","32.0 %","18.8 %","6.3 %","36.0 %","22.0 %","42.0 %","24.2 %","11","84","95","sa454858"
"Mark Cohoon","Mets (AA)","25","119.2",".365","1.03","21.7 %","39.7 %","38.6 %","17.4 %","6.3 %","43.3 %","25.9 %","30.8 %","7.6 %","672","1222","1894","sa455146"
"Blayne Weller","- - -","23","60.1",".339","1.31","16.4 %","47.5 %","36.2 %","28.1 %","6.3 %","40.9 %","23.8 %","35.4 %","26.6 %","126","371","497","sa455271"
"Rob Waite","- - -","26","25.2",".364","2.69","23.4 %","55.8 %","20.8 %","6.3 %","6.3 %","43.6 %","24.4 %","32.1 %","6.9 %","148","230","378","sa455331"
"Luis Melgar","Royals (R)","21","12.0",".333","1.00","20.0 %","40.0 %","40.0 %","12.5 %","6.3 %","51.2 %","20.9 %","27.9 %","16.5 %","12","73","85","sa506382"
"Richard Vargas","- - -","22","31.0",".329","1.00","24.7 %","37.6 %","37.6 %","18.8 %","6.3 %","36.8 %","23.0 %","40.2 %","31.2 %","88","229","317","sa506636"
"Luis De La O","Mexican (AAA)","23","51.0",".312","1.44","13.3 %","51.1 %","35.6 %","22.9 %","6.3 %","50.4 %","22.0 %","27.7 %","12.7 %","331","538","869","sa508761"
"Orlando Castro","- - -","21","108.0",".299","1.18","12.8 %","47.2 %","40.0 %","14.8 %","6.3 %","46.2 %","19.2 %","34.7 %","22.2 %","175","678","853","sa546531"
"Jose Figuereo","Orioles (A-)","21","24.1",".320","1.09","10.7 %","46.7 %","42.7 %","12.5 %","6.3 %","50.7 %","24.7 %","24.7 %","30.9 %","46","148","194","sa549134"
"Carlos Navas","Athletics (R)","20","50.1",".295","1.27","16.7 %","46.6 %","36.8 %","21.9 %","6.3 %","48.6 %","23.7 %","27.7 %","9.1 %","70","250","320","sa550615"
"Ty Kelley","- - -","24","57.0",".325","0.78","13.4 %","37.8 %","48.8 %","35.0 %","6.3 %","43.5 %","27.7 %","28.8 %","21.7 %","239","447","686","sa551371"
"Michael Kelly","- - -","20","56.1",".317","1.71","14.5 %","53.9 %","31.6 %","20.8 %","6.3 %","44.4 %","21.3 %","34.4 %","18.9 %","240","331","571","sa597767"
"Kyle Castro","Rangers (A-)","19","30.1",".411","1.28","18.9 %","45.6 %","35.6 %","28.1 %","6.3 %","53.3 %","16.3 %","30.4 %","27.7 %","105","202","307","sa597863"
"Collin Cargill","- - -","25","63.1",".171","3.75","11.6 %","69.8 %","18.6 %","12.5 %","6.3 %","45.6 %","22.5 %","31.9 %","9.4 %","259","490","749","sa598617"
"Grant Sides","- - -","24","65.2",".311","1.05","18.1 %","41.9 %","40.0 %","26.6 %","6.3 %","42.4 %","26.1 %","31.5 %","20.5 %","296","493","789","sa598757"
"Dylan Chavez","Red Sox (A-)","22","22.2",".375","2.56","18.6 %","58.6 %","22.9 %","25.0 %","6.3 %","63.0 %","21.9 %","15.1 %","38.0 %","24","147","171","sa599499"
"Stew Brase","- - -","24","51.0",".244","1.10","12.9 %","45.7 %","41.4 %","22.9 %","6.3 %","39.2 %","24.2 %","36.7 %","27.2 %","156","303","459","sa599900"
"Adrian Grullon","Pirates (R)","20","17.2",".373","1.63","16.0 %","52.0 %","32.0 %","6.3 %","6.3 %","63.5 %","15.4 %","21.2 %","35.1 %","34","114","148","sa608056"
"Logan Norris","- - -","22","32.2",".318","4.44","15.5 %","68.9 %","15.5 %","12.5 %","6.3 %","58.9 %","17.8 %","23.4 %","24.8 %","63","175","238","sa621025"
"Luis Cedeno","Tigers (R)","19","39.1",".303","0.79","18.9 %","35.8 %","45.3 %","20.8 %","6.3 %","35.1 %","29.8 %","35.1 %","37.3 %","53","223","276","sa656042"
"Claudio Merilan","Mets (R)","19","29.0",".371","0.85","10.1 %","41.4 %","48.5 %","33.3 %","6.3 %","47.0 %","24.0 %","29.0 %","22.4 %","90","173","263","sa657677"
"Malcom Diaz","Padres (R)","19","18.2",".275","1.75","13.7 %","54.9 %","31.4 %","25.0 %","6.3 %","38.5 %","21.2 %","40.4 %","9.1 %","161","104","265","sa658234"
"Louis Head","- - -","23","69.0",".314","1.34","17.6 %","47.3 %","35.2 %","21.9 %","6.3 %","41.5 %","23.9 %","34.6 %","24.1 %","151","476","627","sa658343"
"Tim Flight","Yankees (R)","22","22.1",".300","1.19","23.9 %","41.3 %","34.8 %","25.0 %","6.3 %","45.1 %","23.5 %","31.4 %","33.8 %","64","155","219","sa658376"
"Ryan Harvey","Rangers (A+)","22","58.0",".298","1.75","10.2 %","57.1 %","32.7 %","14.6 %","6.3 %","40.0 %","26.5 %","33.6 %","21.9 %","217","371","588","sa658403"
"Preston Jamison","- - -","20","51.2",".331","1.27","14.2 %","47.9 %","37.9 %","18.8 %","6.3 %","42.1 %","25.6 %","32.4 %","15.8 %","125","286","411","sa658818"
"Yi-Hsiang Lin","Orioles (R)","20","14.1",".257","0.81","12.1 %","39.4 %","48.5 %","25.0 %","6.3 %","28.6 %","28.6 %","42.9 %","29.0 %","47","91","138","sa659494"
"Diomailin Rosario","Dodgers (R)","19","28.0",".408","1.50","17.5 %","49.5 %","33.0 %","18.8 %","6.3 %","48.0 %","22.0 %","30.0 %","22.7 %","70","159","229","sa737021"
"Sean Brady","Indians (R)","19","32.0",".253","1.22","15.5 %","46.4 %","38.1 %","34.4 %","6.3 %","48.3 %","16.9 %","34.8 %","28.2 %","32","181","213","sa737808"
"Cale Coshow","Yankees (A-)","20","40.2",".279","1.88","20.0 %","52.2 %","27.8 %","21.9 %","6.3 %","48.8 %","22.0 %","29.3 %","28.2 %","105","235","340","sa738313"
"Michael Holback","Cardinals (R)","20","33.0",".303","2.63","20.5 %","57.5 %","21.9 %","25.0 %","6.3 %","47.4 %","24.4 %","28.2 %","39.3 %","73","212","285","sa738388"
"J.D. Osborne","- - -","22","28.2",".333","2.44","14.1 %","60.9 %","25.0 %","31.3 %","6.3 %","56.7 %","16.4 %","26.9 %","30.0 %","86","204","290","sa738631"
"Jeffery Enloe","Padres (A-)","23","41.1",".366","0.78","8.1 %","40.3 %","51.6 %","15.6 %","6.3 %","42.5 %","26.0 %","31.5 %","30.3 %","84","263","347","sa738705"
"David Jones","Reds (R)","19","21.0",".368","1.94","14.5 %","56.4 %","29.1 %","18.8 %","6.3 %","51.7 %","19.0 %","29.3 %","31.5 %","78","135","213","sa740115"
"Chris Dwyer","Royals (AAA)","25","159.2",".262","0.76","12.4 %","37.7 %","49.9 %","20.3 %","6.2 %","46.3 %","27.0 %","26.6 %","8.8 %","1021","1571","2592","10045"
"Kyle Ryan","Tigers (A+)","21","142.0",".275","1.08","8.4 %","47.6 %","44.0 %","21.8 %","6.2 %","48.9 %","20.6 %","30.5 %","20.0 %","213","744","957","11753"
"Matt Buschmann","- - -","29","160.2",".306","1.05","21.6 %","40.1 %","38.2 %","23.0 %","6.2 %","44.8 %","26.7 %","28.5 %","11.5 %","1022","1599","2621","3832"
"Yoanner Negrin","Cubs (AAA)","29","108.0",".380","1.55","20.3 %","48.4 %","31.3 %","19.6 %","6.2 %","39.6 %","24.9 %","35.5 %","11.8 %","613","1179","1792","sa608348"
"Yeiper Castillo","- - -","24","88.2",".266","1.57","12.6 %","53.4 %","34.0 %","16.0 %","6.2 %","50.2 %","22.0 %","27.8 %","16.1 %","388","715","1103","sa455793"
"Jorge Reyes","Padres (AAA)","25","75.0",".363","1.25","15.3 %","47.0 %","37.7 %","18.5 %","6.2 %","43.8 %","26.0 %","30.1 %","8.6 %","506","791","1297","sa501947"
"Marco Tovar","Mexican (AAA)","24","129.1",".339","1.06","18.4 %","41.9 %","39.7 %","22.2 %","6.2 %","41.1 %","25.1 %","33.8 %","9.7 %","697","1326","2023","sa508092"
"Mike Augliera","Red Sox (A+)","23","140.1",".296","1.48","11.7 %","52.6 %","35.7 %","11.7 %","6.2 %","46.7 %","21.3 %","32.0 %","12.5 %","293","812","1105","sa621541"
"Kramer Sneed","- - -","24","93.2",".303","0.53","17.4 %","28.5 %","54.1 %","21.9 %","6.2 %","43.5 %","27.3 %","29.1 %","19.7 %","223","628","851","sa549965"
"Parker Frazier","- - -","24","72.2",".342","1.72","18.4 %","51.6 %","30.0 %","15.4 %","6.2 %","50.2 %","25.3 %","24.4 %","8.9 %","427","696","1123","sa390238"
"Colin Bates","Nationals (A+)","25","62.0",".284","1.55","11.7 %","53.7 %","34.6 %","9.2 %","6.2 %","48.5 %","23.7 %","27.8 %","27.8 %","81","369","450","sa503210"
"Carlos Hernandez","Diamondbacks (R)","19","69.1",".323","1.35","20.3 %","45.8 %","33.9 %","26.2 %","6.2 %","34.0 %","33.0 %","33.0 %","27.5 %","191","388","579","sa657734"
"William Cuevas","Red Sox (A+)","22","135.1",".310","0.73","10.1 %","37.8 %","52.1 %","17.9 %","6.1 %","46.6 %","27.3 %","26.1 %","23.1 %","237","819","1056","13331"
"Ryan O'Rourke","- - -","25","45.2",".250","1.12","16.8 %","44.0 %","39.2 %","20.4 %","6.1 %","46.0 %","24.6 %","29.4 %","21.0 %","131","303","434","10976"
"Alex Meyer","- - -","23","78.1",".328","2.33","14.7 %","59.7 %","25.7 %","14.3 %","6.1 %","44.4 %","21.7 %","33.8 %","14.1 %","400","760","1160","12833"
"Austin Pruitt","- - -","23","50.0",".236","1.35","15.4 %","48.5 %","36.0 %","22.4 %","6.1 %","39.2 %","36.4 %","24.5 %","30.7 %","29","264","293","15290"
"Josh Zeid","Astros (AAA)","26","43.2",".311","0.84","15.9 %","38.3 %","45.8 %","18.4 %","6.1 %","28.4 %","29.4 %","42.2 %","14.6 %","317","476","793","6527"
"Jake Kuebler","Mets (A)","23","81.2",".288","3.22","16.2 %","64.0 %","19.8 %","10.2 %","6.1 %","43.9 %","21.3 %","34.8 %","24.5 %","109","455","564","sa455078"
"Kenny Faulk","- - -","26","45.1",".219","0.71","16.8 %","34.7 %","48.5 %","32.7 %","6.1 %","34.6 %","25.2 %","40.2 %","13.5 %","339","505","844","sa501909"
"Angel Adrian Ramirez","Mexican (AAA)","29","48.2",".260","1.00","18.3 %","40.8 %","40.8 %","40.8 %","6.1 %","44.2 %","22.5 %","33.3 %","13.4 %","234","475","709","sa502235"
"Daniel Rodriguez","Braves (AAA)","28","53.0",".324","1.24","22.5 %","43.0 %","34.5 %","30.6 %","6.1 %","44.8 %","22.1 %","33.1 %","9.8 %","398","547","945","sa509281"
"Wirfin Obispo","Braves (AAA)","28","63.2",".279","1.59","18.1 %","50.3 %","31.6 %","28.6 %","6.1 %","46.2 %","18.6 %","35.3 %","13.4 %","407","675","1082","sa530473"
"Joey Donofrio","Cardinals (A)","24","68.1",".317","1.94","13.3 %","57.2 %","29.5 %","20.4 %","6.1 %","42.1 %","22.2 %","35.7 %","20.6 %","187","516","703","sa658836"
"David Bromberg","- - -","25","146.2",".297","0.84","17.3 %","37.8 %","45.0 %","16.1 %","6.1 %","42.2 %","22.5 %","35.3 %","9.6 %","909","1451","2360","sa326256"
"Matt Packer","Indians (AA)","25","154.0",".340","1.91","19.8 %","52.6 %","27.6 %","12.2 %","6.1 %","51.1 %","24.5 %","24.3 %","10.3 %","834","1428","2262","sa502757"
"Francisley Bueno","Royals (AAA)","32","67.2",".297","1.07","13.7 %","44.7 %","41.6 %","17.1 %","6.1 %","50.7 %","24.1 %","25.1 %","11.7 %","345","678","1023","5980"
"D.J. Slaton","Rays (R)","20","61.0",".289","0.98","14.3 %","42.3 %","43.4 %","19.5 %","6.1 %","45.5 %","23.2 %","31.3 %","27.0 %","65","328","393","sa738725"
"Jimmy Nelson","- - -","24","152.1",".319","2.02","13.9 %","57.6 %","28.5 %","21.7 %","6.1 %","42.7 %","23.3 %","34.1 %","11.0 %","963","1515","2478","10547"
"Jon Michael Redding","Dodgers (A+)","25","100.0",".335","1.12","19.5 %","42.6 %","38.0 %","18.3 %","6.1 %","43.3 %","23.8 %","32.8 %","20.7 %","228","621","849","sa454583"
"Dan Houston","- - -","26","105.1",".286","1.16","23.9 %","40.8 %","35.3 %","30.4 %","6.1 %","53.3 %","22.0 %","24.7 %","10.1 %","600","1007","1607","sa454953"
"Reinaldo Lopez","Rays (A)","22","116.0",".291","1.54","14.4 %","51.9 %","33.7 %","14.8 %","6.1 %","51.7 %","24.2 %","24.2 %","25.1 %","206","694","900","sa505006"
"Cody Martin","- - -","23","136.2",".308","1.01","18.9 %","40.7 %","40.4 %","28.4 %","6.1 %","44.0 %","22.7 %","33.3 %","9.6 %","826","1368","2194","12182"
"Johnny Hellweg","- - -","24","131.2",".270","2.21","15.4 %","58.2 %","26.3 %","28.3 %","6.1 %","43.0 %","20.6 %","36.5 %","8.1 %","958","1272","2230","10065"
"Buddy Boshers","- - -","25","48.1",".308","1.67","20.7 %","49.5 %","29.7 %","15.2 %","6.1 %","44.2 %","20.0 %","35.8 %","13.3 %","307","461","768","8490"
"Clay Zavada","Padres (AA)","29","21.1",".258","0.64","10.0 %","35.0 %","55.0 %","21.2 %","6.1 %","40.9 %","34.9 %","24.2 %","13.7 %","153","227","380","8577"
"Chorye Spoone","Blue Jays (AA)","27","49.2",".347","2.03","20.0 %","53.6 %","26.4 %","21.2 %","6.1 %","45.3 %","21.1 %","33.6 %","11.8 %","378","521","899","sa291699"
"Alexis Paredes","Indians (A-)","21","43.0",".252","1.94","14.9 %","56.1 %","28.9 %","18.2 %","6.1 %","40.8 %","26.7 %","32.5 %","30.1 %","78","241","319","sa547917"
"John Kukuruda","- - -","21","37.2",".379","1.88","13.6 %","56.4 %","30.0 %","24.2 %","6.1 %","52.1 %","14.3 %","33.6 %","20.4 %","124","244","368","sa549815"
"Eddie Campbell","Mariners (R)","21","48.1",".327","1.82","10.6 %","57.7 %","31.7 %","18.2 %","6.1 %","41.9 %","24.8 %","33.3 %","41.5 %","102","310","412","sa550195"
"James Stokes","- - -","22","36.1",".347","1.88","18.1 %","53.4 %","28.4 %","21.2 %","6.1 %","34.9 %","28.6 %","36.5 %","18.8 %","99","220","319","sa579537"
"Kieran Lovegrove","Indians (R)","18","58.1",".330","1.24","16.9 %","46.1 %","37.1 %","13.6 %","6.1 %","50.0 %","19.6 %","30.4 %","20.9 %","151","341","492","sa657950"
"Stephen Johnson","Giants (A)","22","52.1",".320","1.76","23.5 %","48.7 %","27.7 %","9.1 %","6.1 %","41.1 %","21.8 %","37.1 %","30.7 %","162","372","534","sa658027"
"James Campbell","- - -","21","40.0",".318","2.52","17.1 %","59.3 %","23.6 %","24.2 %","6.1 %","48.4 %","20.0 %","31.6 %","12.7 %","167","266","433","sa658193"
"Julio Felix","- - -","21","79.0",".333","2.05","24.2 %","50.9 %","24.9 %","27.3 %","6.1 %","35.0 %","26.3 %","38.7 %","14.8 %","220","562","782","sa658199"
"Dixon Llorens","Cardinals (A)","20","47.1",".317","1.45","19.8 %","47.5 %","32.7 %","24.2 %","6.1 %","39.1 %","23.8 %","37.1 %","24.0 %","178","381","559","sa658625"
"Mark Peterson","Royals (A)","22","47.0",".288","1.88","24.6 %","49.2 %","26.2 %","15.2 %","6.1 %","45.9 %","23.3 %","30.8 %","22.1 %","95","303","398","sa659558"
"David Ramos","Nationals (R)","21","22.0",".304","0.64","21.7 %","30.4 %","47.8 %","33.3 %","6.1 %","56.3 %","18.3 %","25.4 %","25.8 %","46","121","167","sa692508"
"Jose Trejo","Athletics (R)","17","22.2",".333","1.06","9.3 %","46.7 %","44.0 %","12.1 %","6.1 %","51.9 %","16.5 %","31.7 %","25.0 %","51","129","180","sa736693"
"Dylan Rheault","Orioles (A-)","21","40.1",".320","2.12","14.2 %","58.3 %","27.5 %","3.0 %","6.1 %","58.1 %","25.0 %","16.9 %","21.4 %","75","206","281","sa738309"
"Matthew DeRosier","- - -","18","29.2",".264","1.24","16.9 %","46.1 %","37.1 %","33.3 %","6.1 %","49.4 %","15.7 %","34.8 %","29.6 %","24","155","179","sa738347"
"Ryan Ullmann","- - -","21","49.1",".368","1.00","17.0 %","41.5 %","41.5 %","25.8 %","6.1 %","55.1 %","22.8 %","22.2 %","27.7 %","66","284","350","sa738461"
"Juan Santos","Astros (R)","17","25.0",".200","0.88","6.1 %","43.9 %","50.0 %","24.2 %","6.1 %","42.3 %","19.7 %","38.0 %","24.2 %","86","129","215","sa738956"
"Lewis Thorpe","Twins (R)","17","44.0",".319","1.24","21.3 %","43.6 %","35.1 %","24.2 %","6.1 %","41.7 %","24.0 %","34.4 %","43.5 %","40","293","333","sa739599"
"Rigobert Urena","Cardinals (R)","18","23.2",".279","0.94","4.5 %","46.3 %","49.3 %","12.1 %","6.1 %","52.9 %","15.7 %","31.4 %","26.2 %","69","122","191","sa739959"
"Dylan Hawkins","Cardinals (R)","20","31.0",".263","0.82","18.9 %","36.5 %","44.6 %","21.2 %","6.1 %","56.4 %","19.2 %","24.4 %","30.1 %","53","183","236","sa740130"
"Joe Biagini","Giants (A)","23","96.2",".323","1.86","21.0 %","51.3 %","27.7 %","24.1 %","6.0 %","54.4 %","13.4 %","32.1 %","23.1 %","246","604","850","13194"
"Zach Miner","Phillies (AAA)","31","85.1",".307","1.71","15.7 %","53.2 %","31.1 %","19.3 %","6.0 %","44.3 %","29.3 %","26.4 %","9.7 %","570","856","1426","3193"
"Luis Heredia","Pirates (A)","18","65.0",".272","0.83","14.6 %","38.8 %","46.6 %","30.1 %","6.0 %","41.0 %","19.7 %","39.3 %","26.7 %","182","368","550","sa599061"
"Victor Diaz","Brewers (R)","19","70.0",".282","1.08","13.9 %","44.8 %","41.3 %","21.7 %","6.0 %","48.2 %","27.5 %","24.3 %","22.9 %","125","390","515","sa659749"
"Raul Alcantara","- - -","20","156.1",".303","1.08","19.5 %","41.9 %","38.7 %","23.0 %","6.0 %","42.3 %","24.8 %","32.9 %","24.0 %","211","950","1161","12790"
"Tyler Lyons","Cardinals (AAA)","25","100.1",".280","1.41","13.9 %","50.4 %","35.7 %","22.0 %","6.0 %","45.0 %","27.3 %","27.7 %","10.6 %","413","902","1315","11334"
"Jack Leathersich","- - -","22","58.1",".407","0.82","20.9 %","35.7 %","43.5 %","32.0 %","6.0 %","35.3 %","24.6 %","40.2 %","12.9 %","508","744","1252","12562"
"Duke Welker","Pirates (AAA)","27","63.0",".303","1.66","18.9 %","50.6 %","30.5 %","26.0 %","6.0 %","40.8 %","24.9 %","34.3 %","10.0 %","392","614","1006","792"
"Chris Carpenter","- - -","27","50.2",".352","1.24","22.2 %","43.1 %","34.7 %","16.0 %","6.0 %","39.2 %","25.0 %","35.8 %","11.7 %","373","521","894","8556"
"Ryan Chaffee","Angels (AA)","25","61.2",".262","1.40","15.5 %","49.3 %","35.2 %","16.0 %","6.0 %","44.3 %","24.8 %","30.9 %","14.0 %","431","643","1074","sa454506"
"Jose Cobos","Mexican (AAA)","32","54.0",".264","1.22","17.2 %","45.5 %","37.3 %","36.0 %","6.0 %","38.3 %","26.2 %","35.5 %","10.5 %","383","554","937","sa508500"
"Dixon Anderson","Nationals (A)","23","78.2",".273","2.74","11.8 %","64.6 %","23.6 %","26.0 %","6.0 %","49.8 %","21.0 %","29.2 %","30.5 %","153","447","600","sa548321"
"Logan Ehlers","- - -","21","52.1",".306","1.66","18.4 %","50.9 %","30.7 %","34.0 %","6.0 %","37.8 %","24.4 %","37.8 %","13.7 %","209","369","578","sa548469"
"Daury Torrez","- - -","20","54.0",".325","1.50","17.2 %","49.7 %","33.1 %","14.0 %","6.0 %","42.8 %","23.3 %","34.0 %","26.1 %","33","316","349","sa596959"
"Manuel Aybar","Reds (R)","20","51.2",".291","1.44","15.9 %","49.7 %","34.5 %","24.0 %","6.0 %","46.7 %","20.0 %","33.3 %","19.0 %","154","268","422","sa597428"
"Nick Carmichael","- - -","23","38.1",".341","1.14","17.1 %","44.2 %","38.8 %","18.0 %","6.0 %","38.6 %","28.0 %","33.3 %","24.0 %","56","219","275","sa598308"
"Liarvis Breto","Mariners (R)","20","58.0",".273","1.46","23.1 %","45.6 %","31.3 %","28.0 %","6.0 %","51.2 %","19.6 %","29.2 %","32.3 %","126","326","452","sa656021"
"David Ledbetter","Rangers (A-)","21","58.1",".301","1.72","18.1 %","51.8 %","30.1 %","22.0 %","6.0 %","39.1 %","26.0 %","34.9 %","26.0 %","86","326","412","sa737643"
"Melvin Mercedes","- - -","22","53.0",".256","1.07","13.7 %","44.7 %","41.6 %","20.9 %","6.0 %","42.3 %","26.2 %","31.6 %","14.1 %","168","419","587","10181"
"Mike Morin","- - -","22","70.0",".297","1.13","17.3 %","43.9 %","38.7 %","23.9 %","6.0 %","47.5 %","24.6 %","27.9 %","21.2 %","167","541","708","13442"
"Yorfrank Lopez","Tigers (A)","22","99.1",".323","0.87","18.8 %","37.9 %","43.4 %","24.6 %","6.0 %","40.3 %","29.6 %","30.2 %","14.3 %","381","826","1207","sa505044"
