"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Alberto Franco","Red Sox (R)","22","12.0","15.00","4.50","3.33","0.00","44.4 %","13.3 %","31.1 %",".077","0.75",".158","77.8 %","0.75","1.43","-0.68","1.66","sa3005179"
"Andres Martinez","Nationals (A-)","21","1.0","9.00","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".500","3.00",".600","33.3 %","18.00","1.43","16.57","2.15","sa657399"
"Connor Seabold","Phillies (A-)","21","10.0","11.70","1.80","6.50","0.00","35.1 %","5.4 %","29.7 %",".143","0.70",".227","85.7 %","0.90","1.43","-0.53","2.01","sa829464"
"Jared Poche'","Athletics (A-)","22","2.0","9.00","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".333","1.50",".429","100.0 %","0.00","1.43","-1.43","2.87","sa857617"
"Kirby Yates","Angels (AAA)","30","7.0","18.00","3.86","4.67","0.00","42.4 %","9.1 %","33.3 %",".276","1.57",".533","83.3 %","2.57","1.44","1.14","2.02","9073"
"Sonny Gray","- - -","27","11.0","10.64","0.00","13.00","0.00","35.1 %","0.0 %","35.1 %",".081","0.27",".125","100.0 %","0.00","1.44","-1.44","1.88","12768"
"Derek Molina","Twins (R)","19","16.2","11.34","1.62","7.00","0.00","33.3 %","4.8 %","28.6 %",".200","0.90",".308","86.7 %","1.08","1.44","-0.36","2.15","sa3005202"
"Bryan Blanton","- - -","21","17.0","10.59","1.06","10.00","0.00","31.8 %","3.2 %","28.6 %",".164","0.71",".244","66.7 %","1.06","1.45","-0.39","2.14","sa3004351"
"JP Sears","- - -","21","27.2","16.59","3.90","4.25","0.00","46.4 %","10.9 %","35.5 %",".135","0.90",".289","77.8 %","0.65","1.45","-0.80","1.97","sa3004100"
"Trevor Megill","- - -","23","27.1","14.49","2.30","6.29","0.00","39.6 %","6.3 %","33.3 %",".183","0.95",".317","69.2 %","2.63","1.47","1.17","2.27","sa828803"
"Chris Rusin","Rockies (AAA)","30","2.2","10.12","0.00","3.00","0.00","27.3 %","0.0 %","27.3 %",".182","0.75",".250","100.0 %","0.00","1.47","-1.47","1.98","9895"
"Cory Malcom","Cardinals (R)","22","11.1","11.12","1.59","7.00","0.00","29.2 %","4.2 %","25.0 %",".283","1.32",".406","73.3 %","3.18","1.48","1.69","2.21","sa873950"
"Francisco Liriano","Blue Jays (AAA)","33","4.1","14.54","4.15","3.50","0.00","36.8 %","10.5 %","26.3 %",".177","1.15",".300","40.0 %","4.15","1.49","2.66","2.34","3201"
"John Sansone","Reds (A)","23","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","100.0 %","0.00","1.50","-1.50","3.45","sa659304"
"Shane Mardirosian","Reds (A)","21","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","50.0 %","9.00","1.50","7.50","4.43","sa829138"
"Alexis Olmeda","Diamondbacks (A)","23","1.0","9.00","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".400","2.00",".500","0.0 %","18.00","1.50","16.50","3.45","sa875281"
"Sam Machonis","Tigers (A)","23","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.50","-1.50","1.50","sa918186"
"Jovani Moran","Twins (R)","20","24.2","16.42","2.19","7.50","0.36","50.0 %","6.7 %","43.3 %",".143","0.73",".290","96.4 %","0.36","1.51","-1.14","1.49","sa875188"
"Jay Jabs","Mets (A)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.52","-1.52","2.46","sa873712"
"Ruber Aquino","Athletics (R)","20","26.2","10.80","1.69","6.40","0.00","30.2 %","4.7 %","25.5 %",".190","0.90",".279","56.0 %","1.69","1.54","0.15","1.83","sa828223"
"Casey Janssen","Mexican (AAA)","35","14.2","12.89","2.45","5.25","0.00","32.3 %","6.2 %","26.2 %",".295","1.50",".450","68.2 %","4.30","1.57","2.73","2.32","7355"
"Joshua Payne","Mets (R)","22","16.1","13.78","2.20","6.25","0.00","39.7 %","6.4 %","33.3 %",".170","0.86",".294","57.1 %","3.31","1.57","1.74","2.28","sa3004748"
"Breckin Williams","- - -","23","15.2","13.79","2.30","6.00","0.00","40.7 %","6.8 %","33.9 %",".127","0.70",".226","63.6 %","2.30","1.57","0.73","2.03","sa875020"
"Maverik Buffo","Blue Jays (R)","21","34.0","9.53","0.53","18.00","0.00","27.5 %","1.5 %","26.0 %",".219","0.88",".304","80.7 %","0.53","1.57","-1.04","2.04","sa3004192"
"JD Hammer","- - -","22","57.2","13.27","2.50","5.31","0.00","38.3 %","7.2 %","31.1 %",".172","0.88",".297","77.8 %","1.87","1.59","0.28","2.23","sa874170"
"Ramon Rios","Mexican (AAA)","29","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.62","-1.62","","sa509434"
"Elio Serrano","Dodgers (R)","18","30.1","10.98","2.37","4.63","0.00","28.9 %","6.3 %","22.7 %",".217","1.12",".313","70.6 %","2.67","1.62","1.06","2.08","sa917324"
"Colin Poche","- - -","23","50.1","14.48","3.40","4.26","0.00","41.8 %","9.8 %","32.0 %",".171","0.97",".319","83.7 %","1.25","1.62","-0.37","2.44","sa657989"
"Zac Lowther","Orioles (A-)","21","54.1","12.42","1.82","6.82","0.17","35.9 %","5.3 %","30.6 %",".179","0.85",".283","79.4 %","1.66","1.63","0.03","1.90","sa915645"
"Jhan Rodriguez","Indians (R)","18","2.1","11.57","0.00","3.00","0.00","33.3 %","0.0 %","33.3 %",".222","0.86",".333","50.0 %","3.86","1.63","2.22","2.28","sa917340"
"Ryan Newell","Marlins (A+)","26","12.2","10.66","1.42","7.50","0.00","33.3 %","4.4 %","28.9 %",".119","0.55",".185","75.0 %","1.42","1.65","-0.23","1.79","sa658029"
"Sucre Valdez","Cubs (R)","23","10.2","10.97","1.69","6.50","0.00","27.1 %","4.2 %","22.9 %",".311","1.50",".438","41.2 %","7.59","1.67","5.92","2.01","sa878292"
"Brian Howard","Athletics (A-)","22","31.1","8.33","0.29","29.00","0.00","25.9 %","0.9 %","25.0 %",".198","0.73",".268","78.3 %","1.15","1.68","-0.53","2.34","sa918377"
"Nick Anderson","- - -","26","54.0","9.50","1.67","5.70","0.00","28.5 %","5.0 %","23.5 %",".169","0.78",".242","86.1 %","1.00","1.69","-0.69","2.58","sa578957"
"Aaron Nola","Phillies (AAA)","24","10.1","8.71","0.87","10.00","0.00","27.0 %","2.7 %","24.3 %",".167","0.68",".231","85.7 %","0.87","1.69","-0.82","2.40","16149"
"Jason Urquidez","Mexican (AAA)","34","46.0","10.96","1.37","8.00","0.00","32.0 %","4.0 %","28.0 %",".186","0.83",".279","84.6 %","0.98","1.70","-0.72","2.49","sa294706"
"Nick Pivetta","Phillies (AAA)","24","32.0","10.41","0.56","18.50","0.28","30.1 %","1.6 %","28.5 %",".208","0.84",".293","82.7 %","1.41","1.71","-0.31","2.84","15454"
"Garrett Richards","Angels (AAA)","29","2.0","9.00","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".556","2.50",".714","100.0 %","0.00","1.72","-1.72","1.72","9784"
"Josh Fields","Dodgers (AAA)","31","3.0","9.00","0.00","3.00","0.00","30.0 %","0.0 %","30.0 %",".100","0.33",".143","100.0 %","0.00","1.72","-1.72","3.54","5070"
"Norwith Gudino","Giants (R)","21","74.1","10.05","1.21","8.30","0.12","28.3 %","3.4 %","24.9 %",".221","0.97",".311","77.5 %","1.82","1.73","0.09","1.92","sa872808"
"Taylor Guerrieri","Rays (AAA)","24","9.1","11.57","1.93","6.00","0.00","30.8 %","5.1 %","25.6 %",".194","0.96",".292","70.0 %","2.89","1.73","1.16","2.26","sa597787"
"Ramon Rosso","- - -","21","75.2","12.49","2.97","4.20","0.00","35.0 %","8.3 %","26.7 %",".193","1.02",".315","81.7 %","1.31","1.74","-0.43","1.99","sa3002672"
"Trevor Stephan","- - -","21","34.1","11.53","1.57","7.33","0.00","34.1 %","4.7 %","29.5 %",".168","0.76",".267","76.7 %","1.31","1.74","-0.43","2.30","sa918441"
"Matt Blackham","Mets (A)","24","56.2","13.02","3.02","4.32","0.00","36.8 %","8.5 %","28.3 %",".183","0.99",".308","81.0 %","1.43","1.74","-0.31","2.34","sa829631"
"Carlos Ramirez","- - -","26","37.2","10.75","2.39","4.50","0.00","32.1 %","7.1 %","25.0 %",".124","0.69",".191","92.6 %","0.00","1.75","-1.75","2.94","11743"
"Jake Bray","Orioles (A)","24","51.0","14.47","2.47","5.86","0.35","37.8 %","6.5 %","31.3 %",".249","1.25",".410","64.9 %","3.88","1.76","2.12","2.08","sa738576"
"Kodi Whitley","- - -","22","17.2","11.21","2.04","5.50","0.00","32.4 %","5.9 %","26.5 %",".254","1.13",".390","81.0 %","1.53","1.76","-0.24","2.26","sa3004708"
"Jason Adam","- - -","25","15.0","15.00","3.60","4.17","0.00","39.7 %","9.5 %","30.2 %",".179","1.07",".323","52.9 %","4.80","1.78","3.02","2.72","11861"
"Francisco Mena","Orioles (R)","23","31.0","10.16","1.74","5.83","0.00","28.2 %","4.8 %","23.4 %",".216","1.00",".309","75.8 %","1.45","1.78","-0.33","1.99","sa828435"
"Alfredo Benitez","Phillies (R)","20","22.1","13.30","3.22","4.13","0.00","34.7 %","8.4 %","26.3 %",".179","1.03",".294","61.5 %","2.82","1.79","1.03","2.05","sa917358"
"Matt Wivinis","- - -","23","30.2","13.50","1.17","11.50","0.29","40.0 %","3.5 %","36.5 %",".156","0.68",".258","83.3 %","0.88","1.79","-0.91","2.10","sa3002775"
