"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Felix Bautista","Orioles (R)","22","67.0","10.07","2.96","3.41","0.13","26.9 %","7.9 %","19.0 %",".210","1.12",".294","70.9 %","2.01","2.38","-0.37","2.48","sa737480"
"Wender Oberto","Astros (R)","17","27.1","11.85","5.27","2.25","0.00","29.0 %","12.9 %","16.1 %",".232","1.50",".347","73.2 %","3.29","2.39","0.91","2.75","sa3003075"
"Wikelman Ramirez","Rays (R)","16","35.1","7.39","2.29","3.22","0.00","21.6 %","6.7 %","14.9 %",".200","0.96",".260","82.4 %","1.02","2.39","-1.37","2.78","sa3002966"
"Fernando Salas","Angels (AAA)","32","3.0","15.00","6.00","2.50","0.00","41.7 %","16.7 %","25.0 %",".100","1.00",".200","100.0 %","0.00","2.39","-2.39","3.30","4971"
"Kevin Hill","- - -","24","64.2","9.46","2.92","3.24","0.00","26.2 %","8.1 %","18.1 %",".181","0.99",".254","72.7 %","1.95","2.39","-0.44","3.30","sa918587"
"Francis Pena","Giants (R)","20","58.2","9.20","2.76","3.33","0.00","23.0 %","6.9 %","16.1 %",".282","1.45",".376","64.4 %","3.22","2.39","0.83","2.68","sa3002938"
"Emilio Pagan","Mariners (AAA)","26","31.2","10.23","2.27","4.50","0.00","28.8 %","6.4 %","22.4 %",".165","0.85",".241","69.0 %","2.56","2.39","0.16","4.21","14771"
"Joel Bender","- - -","25","20.0","11.70","2.70","4.33","0.45","27.4 %","6.3 %","21.1 %",".292","1.60",".403","62.1 %","2.70","2.39","0.31","2.37","sa549763"
"Champ Rowland","Cardinals (R)","25","2.2","16.87","3.37","5.00","0.00","38.5 %","7.7 %","30.8 %",".273","1.50",".500","80.0 %","3.37","2.40","0.98","3.27","sa903432"
"Corbin Burnes","- - -","22","145.2","8.65","2.22","3.89","0.19","25.0 %","6.4 %","18.6 %",".198","0.95",".265","81.4 %","1.67","2.40","-0.73","2.95","sa873673"
"Matt Cooper","White Sox (AA)","25","72.0","9.63","3.25","2.96","0.13","23.8 %","8.1 %","15.8 %",".270","1.46",".363","56.7 %","4.75","2.40","2.35","3.27","sa829187"
"Patrick Ruotolo","Giants (A)","22","48.1","12.85","2.23","5.75","0.56","37.3 %","6.5 %","30.8 %",".165","0.83",".255","85.1 %","1.68","2.41","-0.73","2.55","sa856262"
"Jonathan Cheshire","- - -","22","24.1","11.47","0.37","31.00","0.74","36.5 %","1.2 %","35.3 %",".122","0.45",".163","78.4 %","1.48","2.41","-0.93","1.83","sa3004362"
"Dylan Stock","- - -","20","27.2","11.06","2.60","4.25","0.33","33.3 %","7.8 %","25.5 %",".140","0.76",".207","77.7 %","1.30","2.41","-1.11","2.35","sa3004354"
"Pedro Zorrilla","Diamondbacks (R)","21","73.0","5.92","0.86","6.86","0.12","16.3 %","2.4 %","13.9 %",".292","1.25",".347","58.0 %","3.95","2.41","1.53","2.71","sa917665"
"Wilton Sanchez","Indians (R)","18","35.1","9.93","3.31","3.00","0.00","27.9 %","9.3 %","18.6 %",".186","1.02",".271","71.8 %","2.29","2.41","-0.12","2.79","sa3004366"
"Tim Hill","- - -","27","74.0","10.22","2.92","3.50","0.24","26.1 %","7.5 %","18.6 %",".276","1.43",".379","65.3 %","4.26","2.42","1.84","2.64","16814"
"Jordan Guerrero","- - -","20","34.1","13.63","4.46","3.06","0.00","35.6 %","11.6 %","24.0 %",".191","1.19",".324","77.3 %","2.10","2.42","-0.32","3.16","sa875153"
"Matt Pobereyko","Mets (A)","25","34.1","13.89","3.67","3.79","0.52","37.1 %","9.8 %","27.3 %",".202","1.17",".324","64.5 %","3.15","2.42","0.73","2.59","sa921581"
"Zack Weiss","- - -","25","41.0","12.29","2.85","4.31","0.66","33.5 %","7.8 %","25.8 %",".196","1.05",".287","57.8 %","2.63","2.42","0.21","2.32","15444"
"Tim Peterson","- - -","26","58.0","8.53","1.86","4.58","0.31","25.4 %","5.5 %","19.8 %",".185","0.86",".243","78.4 %","1.86","2.42","-0.56","3.54","13946"
"Nivaldo Rodriguez","- - -","20","57.0","9.95","2.68","3.71","0.16","26.6 %","7.2 %","19.4 %",".226","1.16",".314","74.0 %","2.05","2.42","-0.37","2.58","sa943525"
"Trevor Charpie","Rays (R)","23","27.0","9.00","2.00","4.50","0.00","25.5 %","5.7 %","19.8 %",".175","0.85",".243","69.2 %","1.67","2.42","-0.76","2.88","sa3004606"
"Ariel Serrano","Tigers (R)","21","1.0","18.00","9.00","2.00","0.00","50.0 %","25.0 %","25.0 %",".000","1.00",".000","100.0 %","0.00","2.42","-2.42","2.42","sa735884"
"Ivan Pelaez","- - -","23","39.0","7.62","2.08","3.67","0.00","21.7 %","5.9 %","15.8 %",".217","1.03",".282","82.5 %","1.38","2.43","-1.04","2.87","sa3004441"
"Jake Barnett","- - -","22","34.1","7.08","1.05","6.75","0.00","19.3 %","2.9 %","16.4 %",".254","1.11",".318","70.0 %","2.62","2.43","0.19","3.26","sa918426"
"Alfredo Garcia","Rockies (R)","17","46.2","7.91","1.54","5.13","0.19","21.8 %","4.3 %","17.6 %",".253","1.14",".324","69.0 %","2.12","2.43","-0.31","2.40","sa3003045"
"Ronald Gutierrez","Red Sox (R)","18","6.0","10.50","1.50","7.00","0.00","21.9 %","3.1 %","18.8 %",".379","2.00",".500","42.9 %","10.50","2.43","8.07","2.97","sa917070"
"Kutter Crawford","Red Sox (A-)","21","1.0","18.00","9.00","2.00","0.00","40.0 %","20.0 %","20.0 %",".250","2.00",".500","100.0 %","0.00","2.43","-2.43","3.15","sa3004798"
"Pedro Avila","- - -","20","129.0","11.86","2.30","5.15","0.35","31.4 %","6.1 %","25.3 %",".247","1.22",".364","65.0 %","3.70","2.44","1.26","2.75","sa872768"
"Rio Gomez","- - -","22","32.1","8.63","2.78","3.10","0.00","22.0 %","7.1 %","14.9 %",".267","1.39",".350","62.2 %","3.06","2.44","0.63","3.01","sa3004676"
"Hector Matos","Cubs (R)","18","24.1","7.03","1.48","4.75","0.00","21.1 %","4.4 %","16.7 %",".167","0.74",".215","70.0 %","1.48","2.44","-0.96","2.82","sa3002910"
"Gavin Wallace","Pirates (A-)","21","68.0","5.43","0.66","8.20","0.00","15.2 %","1.9 %","13.3 %",".226","0.96",".268","60.0 %","2.65","2.45","0.20","3.01","sa3004102"
"John Gorman","- - -","25","30.1","10.68","0.89","12.00","0.59","32.1 %","2.7 %","29.5 %",".167","0.69",".229","78.1 %","2.08","2.45","-0.37","2.41","sa602627"
"Tyler Watson","- - -","24","36.1","12.39","3.47","3.57","0.25","30.3 %","8.5 %","21.8 %",".287","1.57",".424","58.3 %","4.46","2.45","2.01","3.12","sa659063"
"Jeff Ferrell","- - -","26","55.1","9.92","2.44","4.07","0.33","27.4 %","6.7 %","20.6 %",".208","1.05",".285","78.3 %","2.28","2.45","-0.18","3.19","11506"
"Boris Sanchez","Mets (R)","20","65.2","8.09","1.10","7.38","0.27","23.4 %","3.2 %","20.2 %",".230","0.96",".298","69.0 %","2.88","2.46","0.42","2.50","sa873182"
"Daniel Guzman","Mets (R)","19","31.0","7.55","2.03","3.71","0.00","20.8 %","5.6 %","15.2 %",".224","1.06",".289","62.9 %","2.61","2.46","0.16","2.77","sa873203"
"Cameron Ming","- - -","21","39.0","7.62","0.92","8.25","0.23","20.4 %","2.5 %","17.9 %",".268","1.18",".333","68.0 %","3.00","2.46","0.54","2.71","sa3004576"
"Kade McClure","- - -","21","11.0","15.55","2.45","6.33","0.82","47.5 %","7.5 %","40.0 %",".081","0.55",".118","100.0 %","0.82","2.46","-1.64","2.47","sa915622"
"Landon Hughes","- - -","22","22.2","11.12","3.18","3.50","0.00","29.5 %","8.4 %","21.1 %",".207","1.15",".305","76.9 %","1.99","2.46","-0.48","3.62","sa3004209"
"Woody Bryson","Yankees (R)","24","8.1","10.80","4.32","2.50","0.00","34.5 %","13.8 %","20.7 %",".080","0.72",".133","100.0 %","0.00","2.46","-2.46","2.82","sa920632"
"Wills Montgomerie","- - -","22","6.2","12.15","4.05","3.00","0.00","32.1 %","10.7 %","21.4 %",".200","1.20",".313","62.5 %","2.70","2.47","0.23","3.13","sa915861"
"Kyle Wright","- - -","21","17.0","9.53","3.18","3.00","0.00","26.5 %","8.8 %","17.7 %",".180","1.00",".256","72.2 %","2.65","2.47","0.18","2.94","sa874117"
"Jorge Guzman","Yankees (A-)","21","66.2","11.88","2.43","4.89","0.54","33.5 %","6.8 %","26.6 %",".210","1.04",".311","76.5 %","2.30","2.47","-0.18","2.09","sa872759"
"Brian Trieglaff","- - -","23","26.1","8.20","1.03","8.00","0.34","22.9 %","2.9 %","20.0 %",".235","1.03",".299","70.3 %","2.05","2.48","-0.42","2.71","sa918286"
"Carson Lance","Tigers (A-)","22","29.1","7.98","2.45","3.25","0.00","22.8 %","7.0 %","15.8 %",".189","0.95",".250","67.9 %","2.45","2.48","-0.02","3.14","sa3004592"
"Ronny Agustin","Pirates (A)","22","35.1","13.25","4.33","3.06","0.25","37.1 %","12.1 %","25.0 %",".172","1.08",".290","63.8 %","3.06","2.48","0.58","2.85","sa873563"
"Brian Hunter","- - -","24","28.2","11.62","3.45","3.36","0.31","32.2 %","9.6 %","22.6 %",".185","1.05",".277","74.3 %","2.51","2.48","0.03","2.71","sa829173"
"Kyle Wilson","Mets (R)","20","18.0","9.50","3.50","2.71","0.00","26.0 %","9.6 %","16.4 %",".197","1.11",".277","80.0 %","1.50","2.48","-0.98","2.91","sa875768"
"Josh Keaton","- - -","23","20.0","10.35","3.15","3.29","0.00","25.8 %","7.9 %","18.0 %",".275","1.45",".386","54.8 %","3.60","2.48","1.12","2.94","sa3004668"
"Jeffrey Passantino","Cubs (R)","21","20.1","9.74","0.89","11.00","0.00","25.0 %","2.3 %","22.7 %",".329","1.48",".444","74.2 %","3.10","2.48","0.62","3.19","sa915726"
"Jaime Schultz","- - -","26","19.2","14.64","2.75","5.33","0.92","38.6 %","7.2 %","31.3 %",".224","1.17",".357","70.8 %","3.66","2.48","1.18","1.88","15066"
"Jorge Tavarez","Angels (R)","21","22.2","13.90","2.38","5.83","0.40","36.1 %","6.2 %","29.9 %",".253","1.28",".400","72.5 %","1.99","2.48","-0.50","2.37","sa872546"
"Jackson Stoeckinger","Nationals (R)","21","26.2","10.46","2.36","4.43","0.34","27.4 %","6.2 %","21.2 %",".267","1.31",".370","63.6 %","4.72","2.49","2.24","2.84","sa3005031"
"James Karinchak","Indians (A-)","21","23.1","11.96","3.47","3.44","0.39","30.1 %","8.7 %","21.4 %",".319","1.67",".468","63.8 %","5.79","2.49","3.30","2.73","sa915662"
"Luis Munoz","Mariners (R)","20","2.1","7.71","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".333","1.29",".429","66.7 %","3.86","2.49","1.37","3.14","sa917761"
"Thomas Burrows","Braves (A)","22","66.2","12.42","3.38","3.68","0.14","32.6 %","8.9 %","23.8 %",".194","1.10",".303","76.9 %","2.16","2.49","-0.33","2.99","sa874215"
"Rafael Carvajal","Phillies (R)","20","24.2","6.93","1.46","4.75","0.00","17.4 %","3.7 %","13.8 %",".250","1.22",".306","67.7 %","2.55","2.49","0.06","3.19","sa924083"
"Joel Pinto","Brewers (R)","20","70.0","6.17","1.54","4.00","0.00","16.3 %","4.1 %","12.2 %",".253","1.19",".305","56.5 %","4.24","2.49","1.75","2.86","sa875901"
"Caleb Hamilton","Twins (A)","22","1.0","18.00","9.00","2.00","0.00","50.0 %","25.0 %","25.0 %",".000","1.00",".000","100.0 %","0.00","2.50","-2.50","2.50","sa738961"
"Joe Cronin","Twins (A)","23","1.0","18.00","9.00","2.00","0.00","33.3 %","16.7 %","16.7 %",".400","3.00",".667","66.7 %","9.00","2.50","6.50","5.43","sa857761"
"Paxton De La Garza","Diamondbacks (A)","23","2.0","4.50","0.00","1.00","0.00","12.5 %","0.0 %","12.5 %",".125","0.50",".143","100.0 %","0.00","2.50","-2.50","3.96","sa918868"
"Luke Bard","- - -","26","65.1","13.64","3.31","4.13","0.69","34.7 %","8.4 %","26.3 %",".247","1.33",".384","83.7 %","2.76","2.50","0.26","2.54","14288"
"Dylan Baker","- - -","25","16.2","8.64","0.54","16.00","0.54","22.2 %","1.4 %","20.8 %",".282","1.26",".352","76.5 %","2.70","2.50","0.20","2.77","sa658002"
"Luis Castillo","Reds (AA)","24","80.1","9.07","1.46","6.23","0.56","25.6 %","4.1 %","21.5 %",".226","1.01",".293","77.9 %","2.58","2.50","0.07","2.65","15689"
"Robbie Ross Jr.","Red Sox (AAA)","28","6.0","10.50","4.50","2.33","0.00","31.8 %","13.6 %","18.2 %",".053","0.67",".083","75.0 %","1.50","2.50","-1.00","3.53","6819"
"Jordan Foley","Yankees (A+)","23","31.0","14.23","5.23","2.72","0.29","34.8 %","12.8 %","22.0 %",".215","1.42",".352","83.0 %","2.32","2.50","-0.18","2.73","sa599323"
"Nolan Riggs","Giants (A)","24","67.2","9.18","2.00","4.60","0.00","24.8 %","5.4 %","19.4 %",".216","1.03",".296","70.5 %","2.13","2.51","-0.38","3.17","sa840024"
"Hoby Milner","Phillies (AAA)","26","27.2","8.78","1.30","6.75","0.33","25.0 %","3.7 %","21.3 %",".235","1.01",".311","76.9 %","2.60","2.51","0.10","3.01","13346"
"Jesus Balaguer","- - -","23","33.0","14.45","4.09","3.53","0.55","40.5 %","11.5 %","29.0 %",".172","1.06",".295","77.6 %","2.73","2.51","0.22","2.35","sa3004090"
"Jose Morales","Nationals (R)","22","12.0","9.75","2.25","4.33","0.00","28.3 %","6.5 %","21.7 %",".122","0.67",".179","70.0 %","0.75","2.51","-1.76","3.00","sa737248"
"Kyle Keller","Marlins (A)","24","67.0","11.55","2.82","4.10","0.27","32.0 %","7.8 %","24.2 %",".206","1.06",".310","79.2 %","2.28","2.51","-0.23","2.74","sa875759"
"Michael Kohn","- - -","31","13.0","12.46","2.77","4.50","0.69","36.7 %","8.2 %","28.6 %",".178","0.92",".269","94.3 %","1.38","2.51","-1.13","2.54","8505"
"Ryan Meisinger","Orioles (AA)","23","63.0","9.57","3.00","3.19","0.29","25.3 %","7.9 %","17.4 %",".225","1.21",".303","71.0 %","3.00","2.51","0.49","3.24","18105"
"Eduard Santos","Mexican (AAA)","27","16.1","13.22","5.51","2.40","0.00","35.3 %","14.7 %","20.6 %",".172","1.22",".294","75.0 %","2.20","2.51","-0.31","3.19","sa505276"
"John Russell","- - -","21","24.2","13.86","3.28","4.22","0.36","39.6 %","9.4 %","30.2 %",".163","0.93",".277","75.2 %","1.82","2.51","-0.69","2.49","sa3004771"
"Luis Peguero","Indians (R)","17","4.0","6.75","2.25","3.00","0.00","15.8 %","5.3 %","10.5 %",".333","1.75",".400","42.9 %","6.75","2.51","4.24","2.63","sa3005354"
"Jordan Humphreys","- - -","21","80.2","9.26","1.34","6.92","0.33","26.8 %","3.9 %","22.9 %",".197","0.87",".264","80.2 %","1.79","2.52","-0.73","3.05","sa875762"
"Joshua Torres","Mets (A+)","23","63.0","11.00","3.14","3.50","0.29","28.6 %","8.2 %","20.5 %",".222","1.21",".317","63.5 %","3.14","2.52","0.63","3.03","sa659907"
"Gabe Gentner","Cardinals (R)","21","17.2","9.68","1.53","6.33","0.51","24.4 %","3.9 %","20.5 %",".307","1.47",".400","77.2 %","2.04","2.52","-0.48","2.28","sa3004604"
"Jacob Bodner","Royals (A+)","24","54.2","11.52","3.29","3.50","0.33","31.1 %","8.9 %","22.2 %",".232","1.23",".344","66.5 %","3.29","2.52","0.77","2.77","sa875866"
"Jose Alvarez","Angels (AAA)","28","11.2","7.71","1.54","5.00","0.00","21.7 %","4.4 %","17.4 %",".227","1.03",".294","75.0 %","2.31","2.52","-0.21","4.04","5358"
"Adam Liberatore","- - -","30","13.2","8.56","1.32","6.50","0.00","25.0 %","3.9 %","21.2 %",".184","0.80",".250","75.0 %","1.98","2.53","-0.55","3.91","10637"
"Josh Reagan","- - -","22","23.2","9.89","1.52","6.50","0.38","28.3 %","4.4 %","23.9 %",".207","0.93",".283","69.4 %","3.04","2.53","0.52","2.37","sa3004830"
"Alfonso Hernandez","Nationals (R)","17","55.2","9.86","3.56","2.77","0.00","27.0 %","9.7 %","17.3 %",".216","1.17",".312","75.7 %","2.10","2.53","-0.43","2.93","sa917812"
"Marlon Constante","Orioles (R)","20","31.1","7.18","1.72","4.17","0.00","19.7 %","4.7 %","15.0 %",".203","0.96",".258","66.7 %","1.44","2.53","-1.09","2.85","sa873298"
"Camilo Doval","Giants (R)","19","32.1","14.20","3.62","3.92","0.00","38.4 %","9.8 %","28.6 %",".197","1.11",".349","59.0 %","3.90","2.53","1.36","2.95","sa916835"
"Ryan Kelly","- - -","29","30.1","9.49","2.08","4.57","0.30","27.1 %","5.9 %","21.2 %",".171","0.86",".231","65.0 %","2.97","2.54","0.43","3.19","4858"
"Adam Kolarek","Rays (AAA)","28","43.2","9.48","3.30","2.88","0.00","25.0 %","8.7 %","16.3 %",".224","1.21",".311","83.9 %","1.65","2.54","-0.89","2.90","10843"
"Tanner Houck","Red Sox (A-)","21","22.1","10.07","3.22","3.13","0.00","25.5 %","8.2 %","17.4 %",".239","1.30",".333","54.8 %","3.63","2.54","1.09","3.24","sa829037"
"Gregory Infante","White Sox (AAA)","29","15.0","10.80","4.80","2.25","0.00","31.0 %","13.8 %","17.2 %",".140","1.00",".219","80.0 %","1.80","2.54","-0.74","3.85","9119"
"Marco Gonzalez","Giants (R)","19","69.0","9.65","2.74","3.52","0.26","26.9 %","7.6 %","19.3 %",".191","1.00",".263","67.9 %","1.83","2.54","-0.71","2.51","sa916837"
"Dakota Mekkes","- - -","22","73.1","11.29","4.17","2.71","0.12","31.8 %","11.8 %","20.1 %",".154","1.00",".236","88.2 %","0.98","2.54","-1.56","3.41","sa915807"
"Michele Vassalotti","Brewers (R)","16","38.2","7.45","1.86","4.00","0.00","22.1 %","5.5 %","16.6 %",".173","0.80",".228","74.3 %","1.63","2.54","-0.91","2.85","sa3004802"
"Matt Custred","Braves (A)","23","38.2","11.17","3.49","3.20","0.23","32.7 %","10.2 %","22.5 %",".144","0.88",".217","79.8 %","1.16","2.54","-1.38","2.94","sa876065"
"Angel Ozuna","Tigers (R)","18","25.0","9.72","3.96","2.45","0.00","25.7 %","10.5 %","15.2 %",".215","1.24",".303","62.5 %","2.88","2.54","0.34","2.95","sa3003151"
"Brian Keller","- - -","23","144.0","9.81","1.75","5.61","0.38","26.8 %","4.8 %","22.0 %",".247","1.14",".336","71.5 %","3.13","2.54","0.58","2.70","sa918951"
"Greg Belton","- - -","24","31.2","13.36","2.27","5.88","0.85","35.9 %","6.1 %","29.8 %",".268","1.29",".411","70.7 %","4.26","2.54","1.72","2.34","sa918623"
"Matt Ruppenthal","Astros (A-)","21","23.2","11.03","3.04","3.63","0.38","29.6 %","8.2 %","21.4 %",".278","1.39",".400","79.1 %","3.04","2.54","0.50","2.63","sa915693"
"Luis Pacheco","Phillies (R)","18","7.0","9.00","1.29","7.00","0.00","25.0 %","3.6 %","21.4 %",".120","0.57",".167","66.7 %","2.57","2.55","0.02","2.94","sa3002678"
"Marcel Renteria","Mets (A-)","22","11.1","13.50","5.56","2.43","0.00","29.3 %","12.1 %","17.2 %",".300","1.94",".455","47.8 %","9.53","2.55","6.98","3.06","sa3005016"
"Nate Smith","- - -","25","15.0","8.40","1.20","7.00","0.00","26.9 %","3.9 %","23.1 %",".080","0.40",".111","100.0 %","0.00","2.55","-2.55","4.06","sa737900"
"Rayniel Moreno","Red Sox (R)","18","63.2","7.07","1.55","4.55","0.14","20.4 %","4.5 %","15.9 %",".229","1.01",".289","73.2 %","2.12","2.56","-0.44","2.69","sa917484"
"Justin Watts","Blue Jays (R)","23","32.1","9.46","2.23","4.25","0.28","25.2 %","5.9 %","19.3 %",".238","1.18",".319","50.5 %","3.62","2.56","1.06","2.85","sa3004365"
"Drew Smith","- - -","23","60.0","8.55","2.10","4.07","0.30","24.6 %","6.0 %","18.5 %",".184","0.90",".241","72.8 %","1.65","2.56","-0.91","3.21","17755"
"Blake Weiman","Pirates (A-)","21","33.1","9.45","1.08","8.75","0.54","25.4 %","2.9 %","22.5 %",".271","1.20",".354","68.1 %","3.78","2.56","1.22","2.64","sa3004211"
"Junior Tejada","Phillies (R)","20","25.2","5.26","1.40","3.75","0.00","13.4 %","3.6 %","9.8 %",".306","1.44",".355","54.1 %","3.51","2.56","0.94","3.04","sa944591"
"Eduardo Salazar","Reds (R)","19","60.0","7.05","1.50","4.70","0.15","19.7 %","4.2 %","15.5 %",".239","1.07",".298","68.6 %","2.70","2.56","0.14","2.72","sa3003131"
"Albert Minnis","Astros (AA)","25","2.2","3.37","0.00","1.00","0.00","8.3 %","0.0 %","8.3 %",".167","0.75",".182","50.0 %","0.00","2.57","-2.57","3.86","sa549930"
"Heath Donica","- - -","23","30.0","11.70","1.50","7.80","0.30","30.0 %","3.9 %","26.2 %",".252","1.20",".361","57.4 %","4.50","2.57","1.93","2.73","sa3004012"
"Junior Lopez","Pirates (R)","26","2.1","15.43","3.86","4.00","0.00","26.7 %","6.7 %","20.0 %",".385","2.57",".556","14.3 %","19.29","2.57","16.72","3.33","sa830366"
"Matt Givin","Marlins (R)","18","23.1","7.33","2.31","3.17","0.00","21.8 %","6.9 %","14.9 %",".198","0.94",".258","81.8 %","0.39","2.57","-2.18","2.95","sa3005229"
"Ryan Lillie","- - -","21","35.2","8.58","1.51","5.67","0.25","22.1 %","3.9 %","18.2 %",".240","1.15",".306","50.5 %","3.79","2.57","1.22","3.23","sa3004740"
"Carlos Salazar","Phillies (R)","20","46.0","7.83","2.35","3.33","0.00","21.1 %","6.3 %","14.7 %",".201","1.02",".261","78.4 %","1.57","2.57","-1.00","2.91","sa826779"
"Scooter Hightower","Pirates (A-)","23","88.0","8.18","0.92","8.89","0.31","22.6 %","2.5 %","20.1 %",".227","0.98",".289","70.6 %","1.94","2.57","-0.63","2.98","sa875703"
"Andriu Marin","Twins (R)","18","49.0","8.45","2.20","3.83","0.18","24.0 %","6.3 %","17.7 %",".271","1.22",".362","69.8 %","2.02","2.57","-0.55","2.59","sa872815"
"Travis Radke","Padres (A-)","24","20.0","12.15","0.45","27.00","0.90","39.1 %","1.5 %","37.7 %",".177","0.65",".256","78.4 %","1.80","2.57","-0.77","1.78","sa602806"
"Kevin Shackelford","Reds (AAA)","28","47.0","11.68","3.45","3.39","0.38","31.6 %","9.3 %","22.3 %",".191","1.09",".282","83.7 %","1.53","2.57","-1.04","2.80","11012"
"Rodolfo Fajardo","Tigers (R)","17","42.0","8.36","1.71","4.88","0.21","22.2 %","4.6 %","17.6 %",".244","1.14",".315","59.3 %","3.64","2.57","1.07","2.72","sa3003117"
"Dayeison Arias","Mariners (R)","20","29.0","11.17","2.79","4.00","0.31","31.3 %","7.8 %","23.5 %",".216","1.07",".323","65.5 %","3.41","2.57","0.84","2.43","sa3002812"
"Brad Bass","Tigers (A-)","21","21.0","7.71","2.57","3.00","0.00","20.5 %","6.8 %","13.6 %",".281","1.38",".359","62.1 %","3.00","2.57","0.43","3.26","sa829618"
"Andrew Albers","Braves (AAA)","31","120.2","8.58","1.42","6.05","0.45","23.5 %","3.9 %","19.6 %",".255","1.15",".327","77.5 %","2.61","2.58","0.04","3.04","7853"
"Jesus Luzardo","- - -","19","43.1","9.97","1.04","9.60","0.42","28.1 %","2.9 %","25.2 %",".215","0.92",".292","84.6 %","1.66","2.58","-0.91","2.53","sa917981"
"Riley Ferrell","- - -","23","54.0","10.00","2.33","4.29","0.33","27.0 %","6.3 %","20.7 %",".250","1.20",".345","68.0 %","3.67","2.58","1.09","3.06","sa874967"
"Joe Musgrove","Astros (AAA)","24","7.0","9.00","2.57","3.50","0.00","31.8 %","9.1 %","22.7 %",".050","0.43",".077","100.0 %","0.00","2.58","-2.58","3.16","12970"
"Elias Herrera","Cubs (R)","19","46.2","9.84","3.28","3.00","0.19","23.9 %","8.0 %","16.0 %",".258","1.44",".345","51.8 %","4.24","2.58","1.66","2.75","sa3003089"
"Joan Martinez","- - -","20","32.1","8.63","2.51","3.44","0.00","24.8 %","7.2 %","17.6 %",".167","0.87",".229","80.0 %","1.11","2.58","-1.46","3.31","sa917483"
"Luis Paz","- - -","20","3.0","6.00","0.00","2.00","0.00","22.2 %","0.0 %","22.2 %",".111","0.33",".143","100.0 %","0.00","2.58","-2.58","4.38","sa737068"
"Sergio Romo","Dodgers (A+)","34","3.0","6.00","0.00","2.00","0.00","20.0 %","0.0 %","20.0 %",".300","1.00",".375","66.7 %","3.00","2.58","0.42","3.33","9817"
"Rafael Kelly","- - -","20","65.1","9.64","1.65","5.83","0.28","27.6 %","4.7 %","22.8 %",".202","0.92",".277","63.7 %","2.48","2.58","-0.10","2.80","sa3002917"
"Andy Beltre","- - -","23","51.2","11.32","3.31","3.42","0.52","30.0 %","8.8 %","21.2 %",".208","1.16",".295","75.7 %","2.61","2.58","0.03","2.87","sa551335"
"Tyler Anderson","Rockies (AAA)","27","12.1","9.49","2.92","3.25","0.00","25.5 %","7.8 %","17.7 %",".298","1.46",".412","66.7 %","4.38","2.59","1.79","3.80","12880"
"Angel Alicea","- - -","22","7.2","11.74","2.35","5.00","0.00","28.6 %","5.7 %","22.9 %",".290","1.43",".429","53.9 %","7.04","2.59","4.46","3.82","sa918437"
"Eduardo Jimenez","- - -","22","50.2","10.66","2.66","4.00","0.36","28.7 %","7.2 %","21.5 %",".219","1.13",".308","74.7 %","2.13","2.59","-0.46","2.90","sa655954"
"Noel Rodriguez","Rays (A+)","23","18.0","8.50","3.00","2.83","0.00","20.5 %","7.2 %","13.3 %",".263","1.44",".339","70.4 %","3.00","2.59","0.41","3.24","sa875824"
"Kyle Funkhouser","- - -","23","62.2","11.92","2.73","4.37","0.57","32.6 %","7.5 %","25.1 %",".227","1.15",".333","80.4 %","2.44","2.59","-0.15","2.38","sa827397"
"Luis Rijo","Yankees (R)","18","54.0","9.17","1.50","6.11","0.33","25.1 %","4.1 %","21.0 %",".248","1.11",".329","67.0 %","3.50","2.59","0.91","2.66","sa916950"
"Hunter Schryver","Rays (A-)","22","34.2","9.87","1.30","7.60","0.52","26.0 %","3.4 %","22.6 %",".252","1.15",".333","74.0 %","3.12","2.60","0.52","2.34","sa873263"
"Daniel Zamora","- - -","24","56.1","10.07","3.04","3.32","0.32","26.8 %","8.1 %","18.7 %",".233","1.22",".320","78.9 %","1.76","2.60","-0.84","2.70","sa658641"
"Alec Hansen","- - -","22","141.1","12.16","3.25","3.75","0.51","32.4 %","8.6 %","23.7 %",".212","1.17",".314","71.3 %","2.80","2.60","0.20","2.91","sa738344"
"Montana DuRapau","- - -","25","53.0","10.53","3.40","3.10","0.34","29.3 %","9.4 %","19.8 %",".183","1.04",".260","80.8 %","2.04","2.60","-0.56","3.43","sa829611"
"Julio Eusebio","- - -","25","32.0","11.25","4.22","2.67","0.00","30.3 %","11.4 %","18.9 %",".157","1.03",".240","80.0 %","0.84","2.60","-1.76","3.44","sa829929"
"Jose Alcantara","Orioles (R)","24","25.2","8.42","1.75","4.80","0.35","20.9 %","4.4 %","16.5 %",".294","1.44",".369","65.6 %","3.16","2.60","0.55","2.47","sa877820"
"Jhordany Mezquita","Phillies (R)","19","37.2","8.36","2.87","2.92","0.00","25.2 %","8.6 %","16.6 %",".159","0.85",".220","81.8 %","0.72","2.60","-1.88","3.18","sa3004860"
"Brandyn Sittinger","- - -","23","30.1","11.57","3.86","3.00","0.30","30.5 %","10.2 %","20.3 %",".217","1.25",".320","79.2 %","2.08","2.60","-0.53","2.69","sa918367"
