"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Ryan Reid","Rays (AA)","25","72.1","7.59","4.85","1.56","0.25","18.8 %","12.0 %","6.8 %",".251","1.51",".315","68.6 %","3.98","3.90","0.08","4.26","9385"
"Brad Salmon","Mexican (AAA)","30","16.0","7.88","5.06","1.56","0.00","18.2 %","11.7 %","6.5 %",".288","1.75",".365","66.7 %","5.63","3.90","1.72","4.94","2625"
"Anderson Fortuna","Athletics (R)","20","38.1","6.10","4.46","1.37","0.00","15.4 %","11.2 %","4.1 %",".207","1.25",".254","74.1 %","2.82","3.90","-1.09","4.22","sa506094"
"Jeff Francis","- - -","29","14.2","4.91","1.84","2.67","0.61","14.3 %","5.4 %","8.9 %",".231","1.02",".256","95.9 %","1.23","3.90","-2.68","4.00","4684"
"Anthony Carter","White Sox (AA)","24","57.1","9.10","3.45","2.64","0.94","24.4 %","9.2 %","15.1 %",".219","1.20",".272","73.1 %","3.92","3.90","0.02","3.60","sa302341"
"Nevin Griffith","White Sox (A+)","21","63.2","5.80","3.82","1.52","0.28","15.0 %","9.9 %","5.1 %",".249","1.38",".292","64.2 %","3.11","3.90","-0.79","4.43","sa390351"
"Matthew Drummond","Orioles (R)","22","15.1","12.33","6.46","1.91","0.59","32.3 %","16.9 %","15.4 %",".094","1.04",".129","70.5 %","1.76","3.90","-2.14","3.44","sa549454"
"Jesus Pirela","- - -","21","40.0","8.55","5.63","1.52","0.23","21.2 %","14.0 %","7.3 %",".230","1.50",".301","64.4 %","5.18","3.90","1.27","4.23","sa504880"
"Wade Miley","- - -","23","153.0","6.65","3.82","1.74","0.35","17.7 %","10.2 %","7.5 %",".247","1.35",".299","73.2 %","2.65","3.90","-1.26","4.02","8779"
"Kei Igawa","Yankees (AAA)","30","77.0","7.95","2.69","2.96","1.05","20.7 %","7.0 %","13.7 %",".265","1.35",".314","73.3 %","4.32","3.90","0.42","3.97","7794"
"Andrew Berger","- - -","22","57.2","7.80","3.59","2.17","0.31","19.2 %","8.8 %","10.3 %",".276","1.49",".347","60.1 %","6.09","3.90","2.18","4.28","sa551055"
"Jose Trinidad","- - -","22","83.2","6.45","2.47","2.61","0.43","16.9 %","6.5 %","10.4 %",".251","1.24",".297","66.1 %","3.66","3.91","-0.25","4.04","sa456081"
"Maverick Lasker","Brewers (A)","20","105.1","5.98","2.99","2.00","0.26","15.3 %","7.6 %","7.6 %",".255","1.34",".301","60.1 %","4.61","3.91","0.71","4.84","sa454585"
"Angel Cespedes","Orioles (R)","20","71.0","3.93","1.14","3.44","0.38","9.8 %","2.9 %","7.0 %",".281","1.31",".306","62.6 %","3.42","3.91","-0.48","4.56","sa503975"
"Eddie McKiernan","- - -","21","57.0","9.32","3.32","2.81","0.79","24.9 %","8.9 %","16.0 %",".232","1.25",".296","70.3 %","3.79","3.91","-0.12","3.91","sa390207"
"Kelvin Perez","Yankees (A)","24","104.2","6.88","3.10","2.22","0.52","18.1 %","8.1 %","9.9 %",".231","1.23",".275","64.5 %","3.18","3.91","-0.73","4.16","sa393322"
"Robert Whitenack","- - -","21","143.0","5.73","2.52","2.28","0.44","15.3 %","6.7 %","8.6 %",".245","1.22",".282","62.3 %","4.15","3.91","0.24","4.00","sa501603"
"Josh Collmenter","- - -","24","152.0","7.88","3.02","2.61","0.77","21.0 %","8.1 %","13.0 %",".235","1.23",".285","74.5 %","3.38","3.91","-0.54","4.10","7312"
"Brandon Dickson","Cardinals (AAA)","25","167.0","7.38","2.86","2.58","0.59","19.0 %","7.4 %","11.7 %",".273","1.40",".331","72.8 %","3.23","3.91","-0.68","4.14","6979"
"Zech Zinicola","- - -","25","42.2","7.80","3.80","2.06","0.63","20.4 %","9.9 %","10.5 %",".224","1.27",".273","77.2 %","3.16","3.91","-0.75","4.40","sa326785"
"Angel Araiza","Mexican (AAA)","20","65.0","6.78","3.74","1.81","0.28","17.0 %","9.3 %","7.6 %",".287","1.55",".348","67.5 %","4.43","3.91","0.52","4.45","sa542183"
"Pete Andrelczyk","- - -","24","73.0","9.25","3.70","2.50","0.74","24.5 %","9.8 %","14.7 %",".204","1.16",".259","73.9 %","3.33","3.91","-0.59","3.49","sa454557"
"Jerry Sullivan","Padres (A)","22","116.0","7.14","2.25","3.17","0.70","18.6 %","5.9 %","12.7 %",".258","1.28",".305","63.9 %","4.03","3.92","0.12","3.79","sa501200"
"Kody Kurowski","- - -","23","24.0","6.75","3.00","2.25","0.00","16.4 %","7.3 %","9.1 %",".340","1.75",".415","54.6 %","4.13","3.92","0.21","4.27","sa551353"
"Brant Rustich","- - -","25","14.2","7.98","6.75","1.18","0.00","18.3 %","15.5 %","2.8 %",".283","1.91",".362","64.3 %","4.91","3.92","0.99","4.60","sa327753"
"Ethan Hollingsworth","- - -","23","170.2","8.54","2.00","4.26","0.84","22.4 %","5.3 %","17.1 %",".262","1.25",".323","66.0 %","3.69","3.92","-0.23","3.88","sa454537"
"Dustin Carder","Orioles (R)","23","27.1","5.93","2.63","2.25","0.33","15.4 %","6.8 %","8.6 %",".236","1.21",".276","60.7 %","4.28","3.92","0.36","4.25","sa504200"
"Eddie Morlan","- - -","24","71.2","7.53","2.64","2.86","0.88","19.2 %","6.7 %","12.5 %",".269","1.38",".318","77.9 %","3.52","3.92","-0.40","4.00","sa253282"
"Jason Chowning","Astros (A-)","22","22.1","9.27","3.63","2.56","0.81","24.7 %","9.7 %","15.1 %",".217","1.21",".276","79.4 %","3.22","3.92","-0.70","3.53","sa526255"
"Luis Utria","Giants (R)","17","29.0","5.90","4.03","1.46","0.62","15.6 %","10.7 %","4.9 %",".229","1.31",".261","71.0 %","3.72","3.92","-0.20","3.43","sa550704"
"Chase Johnson","Phillies (A-)","22","29.0","9.93","4.97","2.00","0.62","25.8 %","12.9 %","12.9 %",".206","1.31",".274","74.6 %","2.79","3.92","-1.13","3.76","sa502090"
"Chris Carpenter","- - -","24","134.2","7.49","3.81","1.96","0.53","19.2 %","9.8 %","9.4 %",".264","1.44",".323","71.7 %","3.41","3.92","-0.51","3.92","8556"
"Michael Goodnight","Indians (A-)","21","13.1","8.10","6.75","1.20","0.00","21.1 %","17.5 %","3.5 %",".213","1.50",".286","60.0 %","4.05","3.92","0.13","4.52","sa455520"
"Pedro Guerra","- - -","20","66.0","6.41","5.18","1.24","0.00","16.7 %","13.5 %","3.2 %",".224","1.39",".278","71.3 %","3.14","3.92","-0.79","4.65","sa506787"
"Andrew Moss","Cardinals (A-)","23","75.1","7.29","2.75","2.65","0.72","19.4 %","7.3 %","12.1 %",".236","1.21",".281","72.4 %","3.35","3.92","-0.58","3.58","sa503064"
"Jason Jennings","- - -","31","22.0","7.77","2.86","2.71","0.41","19.8 %","7.3 %","12.5 %",".218","1.18",".269","63.9 %","4.09","3.92","0.17","4.65","434"
"Joshua Goodin","Orioles (R)","23","8.1","7.56","3.24","2.33","0.00","18.4 %","7.9 %","10.5 %",".344","1.68",".440","64.7 %","6.48","3.93","2.55","4.70","sa507429"
"Carlos Carrasco","Indians (AAA)","23","150.1","7.96","2.75","2.89","0.96","21.3 %","7.4 %","13.9 %",".243","1.23",".292","72.5 %","3.65","3.93","-0.27","3.64","6632"
"Casey Weathers","- - -","25","30.1","13.65","6.53","2.09","0.59","34.6 %","16.5 %","18.1 %",".185","1.38",".300","71.1 %","4.15","3.93","0.23","4.01","sa327842"
"Justin Dowdy","Rays (AA)","26","17.2","8.66","3.06","2.83","1.02","23.0 %","8.1 %","14.9 %",".191","1.08",".225","92.6 %","2.04","3.93","-1.89","3.50","sa200906"
"Jon Link","Dodgers (AAA)","26","60.2","8.16","3.12","2.62","0.74","20.6 %","7.9 %","12.7 %",".265","1.42",".324","67.5 %","3.71","3.93","-0.22","3.95","3894"
"Brian Stokes","- - -","30","17.2","7.13","3.06","2.33","0.51","17.5 %","7.5 %","10.0 %",".315","1.64",".379","69.9 %","4.08","3.93","0.14","4.62","8653"
"Craig Bennigson","- - -","23","20.1","5.75","3.10","1.86","0.44","14.6 %","7.9 %","6.7 %",".235","1.28",".269","82.0 %","2.66","3.93","-1.28","3.95","sa454747"
"Brian Irving","Giants (A)","24","106.0","6.79","3.14","2.16","0.51","17.1 %","7.9 %","9.2 %",".279","1.47",".331","64.2 %","4.42","3.93","0.48","4.03","sa454763"
"Michael Hebert","- - -","19","62.2","8.19","4.45","1.84","0.43","20.3 %","11.0 %","9.3 %",".270","1.56",".340","57.4 %","4.16","3.93","0.23","4.19","sa454951"
"Devon Lowery","- - -","27","25.1","9.95","3.91","2.55","0.71","25.7 %","10.1 %","15.6 %",".247","1.38",".328","81.3 %","3.20","3.93","-0.74","4.06","3500"
"Jose Tablante","Tigers (R)","18","37.2","7.88","5.73","1.38","0.00","18.9 %","13.7 %","5.1 %",".208","1.43",".270","52.5 %","3.58","3.93","-0.35","4.48","sa505055"
"Jency Solis","Diamondbacks (R)","17","37.0","5.84","3.65","1.60","0.49","14.7 %","9.2 %","5.5 %",".236","1.32",".271","61.8 %","3.89","3.94","-0.04","3.61","sa550724"
"J.B. Cox","- - -","26","41.0","5.93","3.07","1.93","0.44","14.3 %","7.4 %","6.9 %",".279","1.51",".322","57.9 %","5.05","3.94","1.11","4.29","sa294696"
"Allen Webster","Dodgers (A)","20","131.1","7.81","3.63","2.15","0.41","20.1 %","9.3 %","10.7 %",".236","1.31",".294","73.2 %","2.88","3.94","-1.06","4.17","3993"
"Jose Molina","Rays (R)","19","51.0","6.53","3.35","1.95","0.53","17.3 %","8.9 %","8.4 %",".232","1.25",".273","65.8 %","3.88","3.94","-0.05","3.82","sa504083"
"Pedro Silvestre","Rays (R)","20","51.0","5.65","2.65","2.13","0.35","14.4 %","6.7 %","7.6 %",".243","1.25",".280","80.4 %","2.29","3.94","-1.64","3.99","sa506181"
"Tyler Hess","- - -","21","32.1","8.63","4.45","1.94","0.56","22.0 %","11.4 %","10.6 %",".242","1.42",".308","61.1 %","4.73","3.94","0.79","3.51","sa549444"
"Richard Bleier","Rangers (AA)","23","164.1","4.49","1.53","2.93","0.71","11.7 %","4.0 %","7.7 %",".288","1.33",".313","62.1 %","5.04","3.94","1.10","3.78","7803"
"Jose Acosta","Mets (R)","20","13.2","4.61","5.27","0.88","0.00","12.3 %","14.0 %","-1.8 %",".167","1.17",".195","82.4 %","1.98","3.94","-1.97","4.31","sa506943"
"Matt Jackson","- - -","22","56.0","5.79","2.09","2.77","0.48","14.7 %","5.3 %","9.4 %",".281","1.38",".323","59.9 %","4.98","3.94","1.04","4.21","sa502709"
"Alberto Zazueta","Mexican (AAA)","23","5.2","3.18","3.18","1.00","0.00","6.5 %","6.5 %","0.0 %",".379","2.29",".407","38.5 %","9.53","3.94","5.59","5.04","sa328816"
"Andrew Sauter","Brewers (A)","23","29.2","6.98","3.64","1.92","0.30","16.0 %","8.3 %","7.6 %",".346","1.92",".415","57.3 %","7.58","3.94","3.64","4.70","sa507428"
"Beyker Fructuoso ","- - -","20","30.1","10.09","3.56","2.83","0.30","25.0 %","8.8 %","16.2 %",".233","1.32",".318","56.3 %","4.45","3.94","0.51","4.45","sa455775"
"Eddie Gamboa","Orioles (AA)","25","98.1","7.60","2.47","3.07","0.92","20.3 %","6.6 %","13.7 %",".257","1.26",".306","72.8 %","3.75","3.94","-0.19","3.59","6911"
"Neil Ramirez","Rangers (A)","21","140.1","9.11","2.37","3.84","0.90","23.6 %","6.2 %","17.5 %",".274","1.33",".348","67.8 %","4.43","3.94","0.48","3.66","7677"
"Justin Miller","Rangers (A+)","23","47.0","9.96","4.02","2.48","0.57","26.1 %","10.6 %","15.6 %",".201","1.19",".269","75.3 %","3.06","3.95","-0.88","4.56","8580"
"Carlos Torres","White Sox (AAA)","27","160.1","7.86","3.99","1.97","0.73","21.1 %","10.7 %","10.4 %",".212","1.22",".256","74.1 %","3.42","3.95","-0.52","4.01","7624"
"Fabio Castro","Red Sox (AAA)","25","104.0","8.83","4.33","2.04","0.78","21.8 %","10.7 %","11.1 %",".272","1.57",".341","69.1 %","4.93","3.95","0.99","4.24","4048"
"Blake King","Cardinals (AA)","23","68.0","11.12","6.35","1.75","0.66","29.2 %","16.7 %","12.5 %",".169","1.29",".237","81.0 %","2.91","3.95","-1.04","3.97","sa326121"
"Cory Riordan","Rockies (AA)","24","161.2","7.52","2.12","3.55","1.11","20.0 %","5.6 %","14.4 %",".266","1.27",".310","74.3 %","4.01","3.95","0.06","3.59","sa390235"
"Luke Putkonen","Tigers (A+)","24","152.2","5.13","2.59","1.98","0.47","14.1 %","7.1 %","7.0 %",".254","1.23",".288","76.0 %","3.18","3.95","-0.77","4.02","6736"
"Matt Wright","Athletics (AA)","28","78.2","5.03","1.37","3.67","0.92","13.2 %","3.6 %","9.6 %",".275","1.27",".299","73.8 %","3.20","3.95","-0.75","3.98","sa199851"
"Drew Naylor","Phillies (AA)","24","167.0","6.09","2.37","2.57","0.65","15.8 %","6.2 %","9.7 %",".263","1.30",".302","64.1 %","4.63","3.95","0.68","4.43","sa293986"
"Blake Keitzman","Rockies (R)","22","32.2","10.47","3.58","2.92","0.55","23.9 %","8.2 %","15.7 %",".301","1.71",".398","73.0 %","3.03","3.95","-0.92","4.11","sa501700"
"Dakota Watts","- - -","22","81.1","9.85","4.87","2.02","0.44","25.3 %","12.5 %","12.8 %",".204","1.29",".277","78.4 %","3.10","3.95","-0.85","3.96","sa501935"
"Charlis Burdie","- - -","24","57.2","7.80","5.31","1.47","0.31","19.7 %","13.4 %","6.3 %",".210","1.39",".264","52.4 %","4.84","3.95","0.89","4.47","sa351659"
"Justin Schumer","- - -","21","27.0","6.00","4.33","1.38","0.00","15.8 %","11.4 %","4.4 %",".192","1.19",".235","82.4 %","1.00","3.95","-2.95","4.46","sa555097"
"Shawn Haviland","- - -","24","153.2","9.90","2.46","4.02","0.88","25.3 %","6.3 %","19.0 %",".266","1.33",".346","69.5 %","3.69","3.95","-0.26","4.09","sa454866"
"Ruben Alaniz","Astros (R)","19","57.2","6.55","1.56","4.20","0.78","16.9 %","4.0 %","12.9 %",".278","1.30",".321","65.3 %","4.21","3.95","0.26","3.95","sa550438"
"Jason Childers","Mexican (AAA)","35","41.1","7.19","2.61","2.75","0.65","17.7 %","6.5 %","11.3 %",".297","1.52",".353","55.9 %","5.66","3.95","1.71","3.76","2379"
"Bobby Lanigan","- - -","23","95.2","5.46","1.79","3.05","0.66","14.4 %","4.7 %","9.7 %",".257","1.21",".289","69.8 %","3.48","3.95","-0.47","4.04","sa454461"
"Derbin Reyes","Yankees (R)","23","18.2","7.23","6.75","1.07","0.00","16.0 %","14.9 %","1.1 %",".295","1.98",".365","51.3 %","7.71","3.95","3.76","4.47","sa551989"
"Travis Chick","- - -","26","21.2","7.48","4.98","1.50","0.42","16.5 %","11.0 %","5.5 %",".323","1.98",".390","58.7 %","7.48","3.95","3.52","4.46","4524"
"Pedro Perez","Red Sox (A)","22","93.2","7.21","3.46","2.08","0.48","18.0 %","8.7 %","9.4 %",".267","1.45",".323","69.6 %","3.94","3.95","-0.01","4.20","sa393267"
"Chad Yinger","Angels (R)","21","20.2","6.97","3.48","2.00","0.00","18.0 %","9.0 %","9.0 %",".225","1.26",".281","70.4 %","1.74","3.95","-2.21","4.47","sa550356"
"Mike Colla","- - -","23","81.2","7.93","1.98","4.00","0.99","21.5 %","5.4 %","16.1 %",".235","1.11",".278","74.6 %","3.31","3.96","-0.65","3.37","sa454777"
"Scott Maine","- - -","25","57.1","9.73","3.92","2.48","0.78","25.2 %","10.2 %","15.0 %",".206","1.22",".265","72.7 %","3.14","3.96","-0.82","3.95","885"
"Paul Burnside","White Sox (R)","23","71.2","9.67","2.51","3.85","0.75","24.8 %","6.4 %","18.3 %",".240","1.24",".309","60.3 %","4.14","3.96","0.19","3.92","sa503343"
"Jordan Hotchkiss","- - -","24","129.2","7.01","2.57","2.73","0.83","19.5 %","7.1 %","12.4 %",".211","1.06",".243","77.9 %","2.43","3.96","-1.53","3.80","sa389369"
"Orlando Cabrera","Rays (R)","20","46.0","3.72","1.96","1.90","0.59","10.5 %","5.5 %","5.0 %",".206","0.98",".216","76.6 %","2.74","3.96","-1.22","3.66","sa504993"
"Yunesky Maya","- - -","28","21.1","7.59","4.22","1.80","0.42","19.2 %","10.6 %","8.5 %",".220","1.31",".270","69.9 %","3.38","3.96","-0.58","4.17","11420"
"Carson Andrew","- - -","22","45.0","8.00","2.20","3.64","0.60","20.2 %","5.6 %","14.7 %",".264","1.31",".324","65.2 %","3.40","3.96","-0.56","4.09","sa502406"
"Matthew Suschak","Braves (R)","21","29.2","9.10","5.76","1.58","0.00","20.7 %","13.1 %","7.6 %",".273","1.75",".363","56.1 %","6.07","3.96","2.11","4.64","sa548389"
"Dean Kiekhefer","- - -","21","30.2","9.10","2.64","3.44","0.88","22.5 %","6.5 %","15.9 %",".252","1.34",".312","61.9 %","5.28","3.96","1.32","3.52","10529"
"Matt Loosen","- - -","21","44.1","8.12","1.83","4.44","0.81","21.5 %","4.8 %","16.7 %",".252","1.17",".307","68.7 %","3.86","3.96","-0.10","3.56","sa549666"
"Elias Villasana","Twins (R)","17","43.1","5.61","5.82","0.96","0.00","12.9 %","13.3 %","-0.5 %",".258","1.71",".305","74.4 %","2.08","3.96","-1.88","4.31","sa548133"
"Fabio Martinez","Angels (A)","20","103.1","12.28","6.62","1.86","0.52","31.2 %","16.8 %","14.4 %",".215","1.51",".327","73.0 %","3.92","3.96","-0.04","3.91","sa503611"
"Amilcar Gaxiola","Braves (R)","19","27.1","8.56","2.30","3.71","0.99","22.8 %","6.1 %","16.7 %",".229","1.13",".276","62.5 %","3.95","3.96","-0.01","3.37","sa510464"
"Kyle Lohse","- - -","31","19.0","8.53","0.95","9.00","1.42","22.2 %","2.5 %","19.8 %",".266","1.21",".310","63.8 %","4.74","3.96","0.78","3.39","739"
"Lee Tabor","- - -","25","68.0","8.47","3.57","2.37","0.66","21.1 %","8.9 %","12.2 %",".280","1.50",".352","66.0 %","4.76","3.96","0.80","3.85","sa328465"
"Josh A. Smith","- - -","22","33.2","11.50","4.28","2.69","0.53","29.7 %","11.0 %","18.6 %",".194","1.19",".279","85.3 %","2.14","3.96","-1.82","3.95","10946"
"Justin Phillabaum","Nationals (A+)","24","36.2","6.87","3.68","1.87","0.25","15.9 %","8.5 %","7.4 %",".323","1.77",".389","54.6 %","6.87","3.96","2.91","4.64","sa389393"
"Mauricio Robles","- - -","21","142.0","9.76","4.50","2.17","0.76","25.2 %","11.6 %","13.6 %",".227","1.35",".296","70.6 %","3.99","3.96","0.03","3.93","8895"
"Chris Errecart","Brewers (AA)","25","1.2","5.40","5.40","1.00","0.00","14.3 %","14.3 %","0.0 %",".333","1.80",".400","100.0 %","0.00","3.96","-3.96","5.54","sa326743"
"Chris Sorce","- - -","22","84.0","7.50","3.32","2.26","0.54","19.3 %","8.6 %","10.8 %",".263","1.38",".323","69.2 %","4.07","3.96","0.11","4.05","sa502294"
"Amalio Diaz","- - -","23","110.0","6.95","3.35","2.07","0.49","17.6 %","8.5 %","9.1 %",".280","1.48",".336","63.5 %","5.07","3.96","1.11","4.47","sa294349"
"Daniel Moskos","- - -","24","58.2","9.36","5.52","1.69","0.46","23.0 %","13.6 %","9.4 %",".231","1.50",".304","70.6 %","4.14","3.96","0.18","4.20","2858"
"Jesse Beal","Orioles (A)","19","114.1","5.04","1.81","2.78","0.63","13.1 %","4.7 %","8.4 %",".264","1.27",".292","67.0 %","3.86","3.96","-0.11","3.93","sa455269"
"Bryan Shaw","Diamondbacks (AA)","22","101.1","6.66","3.82","1.74","0.36","16.8 %","9.6 %","7.2 %",".259","1.43",".311","65.6 %","4.26","3.96","0.30","4.26","8110"
"Glenn Gibson","- - -","22","43.0","8.37","3.14","2.67","0.84","20.4 %","7.7 %","12.8 %",".294","1.58",".360","47.3 %","6.49","3.96","2.52","3.69","sa326710"
"Jeremy Papelbon","Cubs (AA)","27","76.1","6.96","1.89","3.69","0.94","17.3 %","4.7 %","12.6 %",".317","1.55",".369","66.8 %","5.54","3.96","1.58","3.82","sa327832"
"Lorgi Pineda","Reds (R)","18","14.1","8.16","2.51","3.25","0.63","20.6 %","6.4 %","14.3 %",".204","1.05",".250","53.8 %","5.02","3.97","1.06","3.46","sa506271"
"Logan Hoch","Tigers (A-)","23","30.1","9.49","5.64","1.68","0.30","22.4 %","13.3 %","9.1 %",".248","1.62",".330","61.3 %","5.64","3.97","1.67","4.22","sa547459"
"Chris Kirkland","- - -","24","45.0","10.20","2.40","4.25","1.00","26.0 %","6.1 %","19.9 %",".257","1.29",".333","62.5 %","4.00","3.97","0.03","3.61","sa455249"
"Luis Yendis","Rays (R)","20","61.1","3.38","2.49","1.35","0.29","8.6 %","6.3 %","2.2 %",".289","1.43",".312","65.4 %","4.11","3.97","0.14","4.08","sa504084"
"Rafael Dolis","- - -","22","126.1","6.63","4.06","1.63","0.43","16.9 %","10.4 %","6.6 %",".261","1.46",".312","69.6 %","3.42","3.97","-0.55","4.00","4185"
"Zach Petersime","Orioles (R)","21","53.0","4.42","2.21","2.00","0.34","11.6 %","5.8 %","5.8 %",".268","1.30",".298","56.4 %","5.09","3.97","1.13","4.75","sa503976"
"Jess Todd","Indians (AAA)","24","49.0","9.73","3.31","2.94","1.10","24.9 %","8.5 %","16.4 %",".240","1.31",".301","80.2 %","3.31","3.97","-0.66","3.75","3805"
"Sammy Gervacio","Astros (AAA)","25","10.1","8.71","4.35","2.00","0.00","23.3 %","11.6 %","11.6 %",".171","1.06",".240","71.4 %","3.48","3.97","-0.49","5.46","5127"
"Brett Brach","- - -","22","122.1","6.77","2.13","3.17","0.66","18.9 %","6.0 %","13.0 %",".264","1.21",".315","73.0 %","3.46","3.97","-0.51","3.77","sa501623"
"Nicholas Alloway","- - -","21","32.1","12.25","5.01","2.44","0.84","29.9 %","12.2 %","17.7 %",".264","1.58",".385","66.9 %","5.85","3.97","1.87","3.49","sa550012"
"Jorge Sosa","Marlins (AAA)","33","59.0","6.86","2.29","3.00","0.76","17.4 %","5.8 %","11.6 %",".306","1.51",".359","71.1 %","4.73","3.97","0.76","4.22","1228"
"Patrick Quinn","- - -","20","17.0","7.94","4.24","1.88","0.00","19.7 %","10.5 %","9.2 %",".269","1.53",".346","70.4 %","2.12","3.97","-1.86","4.75","sa550281"
"Endrys Briceno","Tigers (R)","18","46.1","6.41","3.11","2.06","0.39","15.6 %","7.6 %","8.1 %",".301","1.55",".358","62.7 %","5.63","3.97","1.66","3.92","sa505062"
"Graham Hicks","- - -","20","71.2","8.29","3.14","2.64","0.75","20.2 %","7.7 %","12.5 %",".292","1.56",".358","66.0 %","5.02","3.97","1.05","3.86","sa454521"
"Aaron Dott","Rays (A)","22","77.2","8.81","4.40","2.00","0.46","21.6 %","10.8 %","10.8 %",".277","1.60",".357","68.6 %","4.17","3.97","0.20","4.16","sa502740"
"Alejandro Garrido","Mexican (AAA)","24","98.2","7.21","2.92","2.47","0.64","18.4 %","7.5 %","11.0 %",".272","1.41",".325","74.9 %","3.38","3.98","-0.60","3.58","sa509286"
"Jimmy Nelson","Brewers (R)","21","26.2","11.14","4.39","2.54","0.67","26.0 %","10.2 %","15.8 %",".263","1.61",".354","54.7 %","3.71","3.98","-0.26","3.84","10547"
"Greg Holle","Brewers (R)","21","22.2","6.35","3.57","1.78","0.00","17.8 %","10.0 %","7.8 %",".198","1.10",".246","88.0 %","0.79","3.98","-3.18","4.30","sa526447"
"George Mieses","Mariners (R)","19","75.2","5.71","1.19","4.80","0.59","14.7 %","3.1 %","11.7 %",".262","1.19",".298","66.0 %","3.45","3.98","-0.53","4.16","sa506625"
"Jose Nunez","Mexican (AAA)","35","20.2","4.79","3.92","1.22","0.00","12.5 %","10.2 %","2.3 %",".244","1.35",".284","89.7 %","0.87","3.98","-3.11","5.53","sa185553"
"Eliecer Navarro","- - -","22","57.2","8.27","2.03","4.08","1.09","22.7 %","5.6 %","17.1 %",".236","1.13",".281","80.1 %","3.12","3.98","-0.86","3.35","sa503034"
"John Lannan","Nationals (AA)","25","40.2","6.20","2.21","2.80","0.66","15.7 %","5.6 %","10.1 %",".299","1.45",".346","64.6 %","4.20","3.98","0.23","4.00","7080"
"Daniel Jimenez","Indians (R)","20","55.1","7.16","1.14","6.29","0.65","19.1 %","3.0 %","16.1 %",".279","1.25",".333","65.2 %","3.42","3.98","-0.56","3.53","sa502159"
"T.J. McFarland","- - -","21","130.2","6.68","2.89","2.31","0.69","17.3 %","7.5 %","9.8 %",".253","1.32",".295","74.1 %","3.38","3.98","-0.61","3.72","3237"
"Mitchell Fienemann","Pirates (A-)","20","37.1","6.03","1.69","3.57","0.72","15.8 %","4.4 %","11.4 %",".264","1.23",".300","62.5 %","3.62","3.98","-0.37","3.67","sa503979"
"Ryan Searle","- - -","21","124.2","7.29","3.03","2.40","0.58","18.8 %","7.8 %","11.0 %",".266","1.38",".322","66.0 %","4.40","3.98","0.42","4.19","sa377586"
"Bryan Leigh","Mariners (R)","22","21.0","8.14","2.57","3.17","0.86","21.8 %","6.9 %","14.9 %",".200","1.05",".237","74.3 %","1.71","3.98","-2.27","3.59","sa551041"
"Carlos Perez","- - -","18","39.0","7.15","3.92","1.82","0.23","19.4 %","10.6 %","8.8 %",".203","1.15",".255","67.9 %","1.62","3.98","-2.37","4.39","sa503632"
"Aneury Rodriguez","- - -","22","123.2","7.28","3.71","1.96","0.73","18.8 %","9.6 %","9.2 %",".236","1.33",".280","71.1 %","3.71","3.98","-0.27","4.60","8948"
"Eric Valdez","- - -","23","34.0","11.12","3.97","2.80","0.79","28.4 %","10.1 %","18.2 %",".235","1.35",".322","77.1 %","3.18","3.98","-0.81","3.67","sa503051"
"Andy Oliver","- - -","22","130.1","8.22","3.45","2.38","0.90","22.0 %","9.2 %","12.7 %",".239","1.28",".291","73.6 %","3.45","3.99","-0.53","4.00","10257"
"Wander Alvino","Astros (A)","23","87.0","7.55","2.79","2.70","0.72","19.7 %","7.3 %","12.4 %",".252","1.29",".302","78.4 %","3.00","3.99","-0.99","3.88","sa456067"
"Pedro Lambertus","Brewers (R)","22","5.0","3.60","5.40","0.67","0.00","10.0 %","15.0 %","-5.0 %",".059","0.80",".067","50.0 %","3.60","3.99","-0.39","4.24","sa393061"
"Jefferson Segundo","Cardinals (R)","20","11.0","11.45","10.64","1.08","0.00","25.0 %","23.2 %","1.8 %",".233","2.09",".345","52.2 %","3.27","3.99","-0.72","4.20","sa506637"
"Alexander Zabala","Braves (R)","20","1.0","9.00","9.00","1.00","0.00","16.7 %","16.7 %","0.0 %",".400","3.00",".500","0.0 %","18.00","3.99","14.01","4.24","sa551052"
"Miguel Canturiano","Rays (R)","17","2.0","9.00","9.00","1.00","0.00","22.2 %","22.2 %","0.0 %",".143","1.50",".200","100.0 %","0.00","3.99","-3.99","4.12","sa558388"
"Aroni Nina","Royals (R)","20","24.0","4.50","5.63","0.80","0.00","11.4 %","14.3 %","-2.9 %",".225","1.46",".260","66.7 %","3.38","3.99","-0.61","4.33","sa506381"
"Luis Matos","Nationals (R)","19","12.0","11.25","9.00","1.25","0.00","24.6 %","19.7 %","4.9 %",".255","2.00",".375","61.5 %","4.50","3.99","0.51","4.22","sa551023"
"Mike Maroth","- - -","32","12.2","9.24","2.13","4.33","1.42","23.2 %","5.4 %","17.9 %",".245","1.26",".290","60.6 %","1.42","3.99","-2.57","3.40","1508"
"Dan Cortes","- - -","23","96.1","9.16","5.33","1.72","0.47","22.4 %","13.0 %","9.4 %",".241","1.53",".314","62.3 %","5.23","3.99","1.24","4.11","4027"
