"Name","Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","HLD","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Cody Collet","Angels (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.1","6","0","0","0","0","2","0","0","0","0","1","sa236456"
"Orlando Mercado","Diamondbacks (AA)","23","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa244288"
"Welinson Baez","Phillies (R)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa244326"
"Myron Leslie","Athletics (AA)","26","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa253627"
"Brent Johnson","Mariners (AA)","26","0","0","0.00","1","0","0","0","1","0","0","1.0","6","1","0","0","0","2","0","0","0","0","1","sa253915"
"Shawn Phillips","Marlins (A)","25","1","0","0.00","3","0","0","0","0","0","1","7.0","26","2","0","0","0","0","0","0","0","0","6","sa254234"
"Adam Ricks","White Sox (A+)","25","0","0","0.00","2","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","sa262429"
"Jonathan Malo","Mets (AA)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa287833"
"Jay Johnson","Red Sox (AA)","25","1","0","0.00","1","0","0","0","0","0","0","2.0","8","2","0","0","0","1","1","0","0","0","3","sa292359"
"Leury Bonilla","Mariners (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","sa293541"
"Kevyn Feiner","Reds (A)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","1","0","0","0","0","0","sa294419"
"Joe Simokaitis","Cubs (AA)","25","0","0","0.00","2","0","0","0","0","0","0","2.1","8","1","0","0","0","0","0","0","0","0","2","sa294513"
"Ray Chang","Padres (AA)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa295642"
"Juan Jose Flores","Mexican (AAA)","23","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","2","0","0","1","0","1","sa3000216"
"Luis Fernando Morales","Mexican (AAA)","30","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","sa3000332"
"Oswaldo Salazar","Mexican (AAA)","22","0","0","0.00","2","0","0","0","0","0","0","1.0","7","2","0","0","0","1","0","1","0","0","1","sa3000433"
"Rhonny Acosta","Mariners (R)","19","1","0","0.00","3","0","0","0","0","0","1","6.1","22","0","0","0","0","1","0","1","0","0","3","sa3000450"
"Manuel Diaz","Blue Jays (R)","21","0","1","0.00","1","0","0","0","0","0","0","1.1","8","1","1","0","0","2","1","0","0","0","0","sa3000485"
"Elvis Lara","Cubs (A)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","sa3000504"
"Danny Taveras","Nationals (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","3","sa3000525"
"Daurius Alvarez","Phillies (R)","20","1","0","0.00","2","1","0","0","0","0","0","7.0","28","4","1","0","0","1","0","3","0","0","7","sa3000547"
"Ivan Anda","Mexican (AAA)","21","0","0","0.00","1","0","0","0","0","0","0","0.1","3","1","0","0","0","1","0","0","0","0","0","sa3000652"
"Arturo Salcido","Mexican (AAA)","25","0","0","0.00","2","0","0","0","0","0","0","2.0","12","0","0","0","0","4","0","2","0","0","1","sa3000653"
"Edward Guzman","Mets (R)","18","0","0","0.00","6","0","0","0","0","0","0","7.0","29","2","2","0","0","7","0","1","4","0","8","sa3000740"
"Luilly Baez","Yankees (R)","19","0","0","0.00","1","0","0","0","1","0","0","0.1","2","0","0","0","0","1","0","0","0","0","0","sa3000764"
"Xadiel Ferreras","Nationals (R)","20","0","0","0.00","3","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","1","0","2","sa3000782"
"Jose Sanchez","Dodgers (R)","18","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","2","0","0","0","0","2","sa3000795"
"Sherssy Cruz","Yankees (R)","18","1","0","0.00","8","0","0","0","0","0","0","12.0","41","4","1","0","0","4","0","0","0","0","6","sa3000901"
"Eduardo Estevez","Phillies (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","0","0","1","0","0","0","sa3000910"
"Francisco De Los Santos","Mets (R)","17","0","0","0.00","2","0","0","0","0","0","0","1.1","7","3","0","0","0","1","0","0","1","0","1","sa3000914"
"Yeison Cabrera","Cubs (R)","19","0","0","0.00","1","0","0","0","0","0","1","1.0","3","0","0","0","0","1","0","0","0","0","1","sa3000963"
"Shane Keough","Athletics (A)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","1","0","sa326099"
"Caleb Clay","Red Sox (R)","20","0","0","0.00","2","2","0","0","0","0","0","2.2","13","4","0","0","0","1","0","0","1","0","2","sa326518"
"Josh Lansford","Cubs (AA)","23","0","0","0.00","1","0","0","0","0","0","0","0.2","4","0","0","0","0","1","0","1","0","0","1","sa326778"
"Tom King","Padres (AAA)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa327041"
"Bridger Hunt","Dodgers (A+)","22","0","0","0.00","2","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","1","0","0","1","sa327064"
"Matthew Morizio","Royals (A+)","24","0","0","0.00","1","0","0","0","0","0","0","0.1","3","0","0","0","0","1","0","1","0","0","0","sa327175"
"Brent Allar","- - -","23","0","0","0.00","7","0","0","0","0","1","0","6.1","30","6","3","0","0","4","0","0","1","0","9","sa327790"
"Chris Kunda","Yankees (A+)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa328069"
"Kyle Gilligan","Blue Jays (R)","20","0","0","0.00","1","0","0","0","0","0","0","0.1","3","1","0","0","0","0","0","0","0","0","0","sa328120"
"Leon Johnson","Cubs (R)","23","0","0","0.00","2","1","0","0","0","0","0","2.2","10","2","0","0","0","0","0","0","0","0","2","sa328418"
"Jesus Sanchez","Phillies (R)","20","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","sa328511"
"Arturo Barradas","Mexican (AAA)","20","0","0","0.00","6","0","0","0","0","0","0","7.2","27","4","0","0","0","2","1","1","0","0","4","sa328589"
"Ivan Villaescusa","Angels (R)","21","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","0","sa328600"
"Seth Dhaenens","Rays (A)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","sa328613"
"Travis Vetters","Dodgers (A)","24","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa329231"
"Frank Cruz","Nationals (R)","19","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","sa329233"
"Chad Lundahl","- - -","23","0","0","0.00","2","0","0","0","0","0","0","1.1","5","0","0","0","0","0","0","1","0","0","1","sa331349"
"Nathan Jennings","Blue Jays (R)","23","0","0","0.00","1","0","0","0","0","0","0","0.1","3","0","0","0","0","2","0","0","0","0","0","sa389200"
"Peter Gilardo","Red Sox (R)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","sa389257"
"Ricky Nolan","Nationals (A-)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","1","0","0","0","0","0","sa389704"
"Will Latimer","Red Sox (A)","22","0","0","0.00","1","0","0","0","0","0","1","2.0","8","2","0","0","0","0","0","0","0","0","0","sa389847"
"William Vazquez","Red Sox (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa389849"
"Jeffrey Hehr","Indians (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa390245"
"Jose Diaz","Pirates (A)","21","1","0","0.00","2","2","0","0","0","0","0","11.0","38","7","1","0","0","0","0","0","0","0","8","sa392455"
"Chris Anderson","Braves (A)","22","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","sa392824"
"Jesus Gomez","Mets (R)","19","0","0","0.00","2","0","0","0","0","0","0","3.0","16","2","2","0","0","3","0","1","1","1","2","sa392864"
"Zach Evangelho","Royals (A)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","1","0","0","sa392996"
"C.J. Retherford","White Sox (A+)","22","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa393409"
"Ryan Sontag","Cubs (A-)","22","0","0","0.00","2","0","0","0","1","0","0","1.1","8","1","0","0","0","3","0","0","0","0","3","sa454756"
"Malcom Culver","Royals (R)","18","0","0","0.00","1","1","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","0","sa454968"
"Timothy Erickson","Mets (R)","23","0","0","0.00","1","0","0","0","0","0","1","1.0","4","2","0","0","0","0","0","0","0","0","1","sa455156"
"Corey Thomas","Orioles (R)","19","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa455258"
"Blayne Weller","Twins (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","4","2","0","0","0","0","0","0","0","0","1","sa455271"
"Nick Schnaitmann","Rockies (R)","18","0","0","0.00","2","0","0","0","0","0","0","2.0","9","3","0","0","0","1","0","0","0","0","2","sa455457"
"Tyler Howe","Mets (R)","22","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","4","sa455706"
"Brett Newsome","Nationals (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","3","0","0","0","0","1","sa455969"
"Jose Gonzalez","Rockies (R)","21","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","sa456023"
"Joshua Eachues","Phillies (R)","23","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","0","sa456133"
"Jose Guevara","Cubs (R)","20","1","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","1","0","0","0","0","0","sa456465"
"Wilmer Guanchez","Twins (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","7","2","3","0","0","1","0","0","0","0","2","sa456479"
"Wilfri Pena","Nationals (R)","21","0","0","0.00","1","1","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","0","sa456607"
"Brian Wilson","Angels (R)","21","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","sa468153"
"Robert Zarate","Blue Jays (R)","21","0","0","0.00","2","0","0","0","0","0","1","2.0","7","1","0","0","0","0","0","0","0","0","1","sa471754"
"Jacob Reust","Indians (R)","18","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","sa472884"
"Abraham De Leon","Athletics (R)","19","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","1","0","0","1","0","1","sa503246"
"Ramon Acosta","Twins (R)","21","5","0","0.00","9","9","1","1","0","0","0","54.2","203","26","6","0","0","9","0","2","1","0","35","sa503948"
"Randy Consuegra","Red Sox (R)","18","0","0","0.00","3","0","0","0","0","0","1","4.0","13","2","0","0","0","0","0","0","0","0","2","sa504207"
"Cristian Moronta","Astros (R)","18","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","2","0","0","0","0","1","sa505289"
"Braulio De Los Santos","Athletics (R)","20","0","0","0.00","1","0","0","0","1","0","0","0.1","1","0","0","0","0","0","0","0","0","0","1","sa506097"
"Armando Paniagua","Giants (R)","17","1","0","0.00","4","0","0","0","1","0","0","8.1","37","7","0","0","0","6","0","0","0","0","7","sa507009"
"Francique Charles","Phillies (R)","19","1","0","0.00","5","0","0","0","0","0","0","5.2","24","1","0","0","0","6","0","0","1","0","7","sa507289"
"Jhon Rodriguez","Cubs (R)","17","1","0","0.00","7","1","0","0","0","0","2","13.2","49","6","1","0","0","3","0","2","0","0","13","sa510340"
"Ezequiel Infante","Reds (R)","19","3","0","0.19","26","0","0","0","14","2","1","47.0","177","32","5","1","1","9","0","3","2","0","31","sa503597"
"David Cortes","Mexican (AAA)","34","3","0","0.20","42","0","0","0","25","2","1","44.1","175","44","2","1","0","4","0","1","1","0","37","1798"
"Mauricio Romero","- - -","22","3","0","0.27","16","0","0","0","1","0","1","33.0","123","23","2","1","0","3","0","2","1","0","26","sa399079"
"David Brito","Cardinals (R)","19","4","1","0.30","18","0","0","0","3","1","2","30.1","115","21","2","1","0","6","0","4","4","2","13","sa3000466"
"Nelson Liriano","Rays (R)","20","2","0","0.32","27","0","0","0","16","1","0","28.1","105","13","2","1","1","4","0","1","2","0","34","sa3000226"
"Andres Quezada","Cubs (R)","22","2","2","0.34","13","3","0","0","3","0","0","26.1","110","19","3","1","0","10","0","4","5","0","37","sa503005"
"Brad Ziegler","Athletics (AAA)","28","2","0","0.37","19","0","0","0","8","2","0","24.1","91","15","2","1","0","4","1","0","0","0","20","7293"
"Grant Balfour","Rays (AAA)","30","1","0","0.38","15","0","0","0","8","0","0","23.2","85","5","1","1","1","10","0","0","1","1","39","718"
"Brad Rulon","Yankees (A-)","22","2","0","0.41","28","0","0","0","4","0","11","44.0","173","21","2","2","1","20","1","0","5","0","68","sa455140"
"Jhoan Burgos","Mets (R)","22","1","1","0.42","9","0","0","0","3","1","2","21.1","88","11","2","1","0","6","0","7","0","0","22","sa3000118"
"Jorge Vasquez","Mexican (AAA)","29","2","0","0.43","19","0","0","0","10","0","0","21.0","80","11","1","1","0","8","2","0","2","0","29","2221"
"Dan Remenowsky","- - -","22","4","0","0.44","12","0","0","0","3","2","0","20.2","85","18","2","1","0","6","1","1","1","0","20","sa461018"
"Marcus Moore","- - -","24","2","1","0.45","13","0","0","0","2","1","1","20.0","79","12","7","1","0","5","0","0","1","0","31","sa458769"
"Craig Kimbrel","- - -","20","3","2","0.51","24","0","0","0","10","1","2","35.1","143","16","5","2","0","15","1","3","4","0","56","6655"
"Clay Zavada","Diamondbacks (A)","24","3","1","0.51","24","0","0","0","8","0","2","35.1","115","6","2","2","1","5","0","1","0","0","54","8577"
"Alex Hinshaw","Giants (AAA)","25","0","0","0.57","13","0","0","0","7","1","0","15.2","55","5","1","1","0","4","0","0","0","0","21","3941"
"Brent Klinger","- - -","19","0","0","0.59","9","0","0","0","0","0","2","15.1","67","8","6","1","0","4","0","5","0","0","13","sa455440"
"Luis Reyes","Athletics (R)","20","5","2","0.62","17","0","0","0","3","3","0","43.1","172","23","6","3","0","20","2","4","0","2","36","sa503636"
"Jason Bulger","Angels (AAA)","29","4","0","0.63","37","0","0","0","16","1","1","43.0","173","25","3","3","0","22","1","1","5","0","75","3915"
"Jeff Francis","Rockies (AA)","27","1","0","0.63","3","3","0","0","0","0","0","14.1","55","12","1","1","0","2","0","0","2","0","19","4684"
"Ryan Bergh","Phillies (R)","23","3","1","0.64","20","0","0","0","9","2","1","28.1","119","25","5","2","0","4","0","3","2","0","26","sa454567"
"Melvin Croussett","Yankees (R)","19","2","0","0.64","17","0","0","0","9","0","2","28.1","106","12","2","2","1","9","0","1","1","0","47","sa505544"
"Fernando Cabrera","Orioles (AAA)","26","0","0","0.69","11","0","0","0","0","0","6","13.0","55","11","1","1","0","7","0","0","0","1","13","2105"
"Matteo Pizziconi","Reds (R)","18","3","0","0.70","15","0","0","0","0","0","1","25.2","102","18","3","2","0","11","0","4","1","0","15","sa456374"
"Yomar Pacheco","Pirates (R)","18","1","0","0.71","6","0","0","0","0","0","2","12.2","52","5","2","1","0","9","0","1","1","0","9","sa504958"
"Josh Kite","Tigers (AA)","26","3","0","0.75","9","0","0","0","2","0","2","12.0","48","5","1","1","0","7","0","1","0","0","11","sa262100"
"Bryan Corey","- - -","34","0","0","0.77","10","0","0","0","1","1","1","11.2","47","13","1","1","0","2","0","0","2","0","9","1439"
"Marty Popham","Indians (R)","20","1","1","0.78","14","0","0","0","1","2","6","23.0","90","15","7","2","0","5","1","0","5","1","25","sa455066"
"Lee Gronkiewicz","Red Sox (AAA)","29","0","0","0.79","11","0","0","0","5","1","0","11.1","41","6","1","1","1","2","0","0","0","0","11","3508"
"Michael Gonzalez","- - -","30","1","0","0.82","9","0","0","0","1","0","1","11.0","43","12","1","1","0","1","0","0","0","0","12","1794"
"Brian Burres","Orioles (AAA)","27","1","0","0.82","4","1","0","0","0","0","2","11.0","44","9","1","1","0","1","0","1","1","0","11","3425"
"Jonathan Albaladejo","- - -","25","0","0","0.82","6","2","0","0","0","0","0","11.0","44","8","2","1","1","4","0","0","0","0","9","3521"
"Oliver Drake","- - -","21","1","0","0.82","12","0","0","0","1","0","1","22.0","88","16","5","2","1","3","0","1","2","0","24","8823"
"Pat Venditte","Yankees (A-)","23","1","0","0.83","30","0","0","0","23","0","0","32.2","124","13","5","3","2","10","1","0","1","0","42","7108"
"Miguel Sanchez","Rockies (R)","18","2","0","0.83","19","3","0","0","0","0","1","43.1","173","18","14","4","0","16","0","8","8","1","30","sa506315"
"Nathan Eovaldi","- - -","18","0","1","0.84","7","0","0","0","1","0","0","10.2","41","7","1","1","0","3","0","0","2","0","11","9132"
"Joan Garcia","Rockies (R)","19","1","0","0.84","6","0","0","0","0","0","0","10.2","40","6","1","1","1","3","0","1","1","0","4","sa3000776"
"Julio Jimenez","Mexican (AAA)","28","0","0","0.85","53","0","0","0","0","0","11","31.2","127","24","4","3","2","10","1","2","1","0","15","sa508264"
"Ryan Flannery","Yankees (R)","22","2","1","0.86","15","0","0","0","7","0","1","21.0","78","12","3","2","0","0","0","3","0","1","16","sa455145"
"Darrell Rasner","Yankees (AAA)","27","4","0","0.87","5","5","0","0","0","0","0","31.0","114","18","4","3","0","6","0","0","0","0","27","4770"
"Diego Moreno","Pirates (R)","20","3","1","0.87","7","6","0","0","0","0","0","31.0","119","21","6","3","0","4","0","2","1","2","21","6238"
"Bobby Bell","- - -","22","0","0","0.88","21","0","0","0","11","0","1","30.2","108","15","3","3","0","0","0","1","1","0","43","sa456608"
