"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Brad Lincoln","Pirates (AAA)","26","111.2","7.58","1.69","4.48","0.48","20.3 %","4.5 %","15.7 %",".265","1.22",".326","65.9 %","4.19","3.06","1.13","3.59","4241"
"Juan Valdez","Diamondbacks (R)","19","61.1","9.68","3.23","3.00","0.29","23.5 %","7.8 %","15.7 %",".260","1.40",".348","64.5 %","4.70","3.06","1.64","3.06","sa551249"
"Mark Willinsky","Brewers (A+)","24","45.2","7.49","2.76","2.71","0.20","17.5 %","6.5 %","11.1 %",".348","1.84",".426","60.3 %","6.90","3.06","3.84","3.63","sa454870"
"Ryan Cook","- - -","24","61.0","9.15","3.25","2.82","0.30","25.7 %","9.1 %","16.6 %",".190","1.03",".257","76.0 %","2.21","3.06","-0.85","3.32","8855"
"Danny Rosenbaum","- - -","23","171.1","7.09","2.73","2.60","0.21","19.3 %","7.5 %","11.9 %",".220","1.12",".273","69.1 %","2.52","3.07","-0.55","3.59","sa502078"
"Jake Petricka","- - -","23","113.1","7.86","3.10","2.54","0.24","20.4 %","8.0 %","12.4 %",".257","1.35",".325","67.9 %","3.65","3.07","0.58","3.45","10534"
"David Rollins","- - -","21","35.2","7.32","0.76","9.67","0.50","21.2 %","2.2 %","19.0 %",".209","0.87",".252","85.1 %","1.77","3.07","-1.30","3.36","11928"
"Ryan Doolittle","- - -","23","25.0","11.16","1.08","10.33","0.72","27.7 %","2.7 %","25.0 %",".287","1.36",".387","71.4 %","4.32","3.07","1.25","3.50","sa454858"
"Billy Spottiswood","Diamondbacks (AA)","26","72.1","7.59","2.49","3.05","0.37","19.9 %","6.5 %","13.4 %",".246","1.24",".303","70.6 %","2.86","3.07","-0.21","3.52","sa389182"
"Bjorn Hato","Mets (R)","20","0.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.07","-3.07","3.07","sa548095"
"Kevin Weijgertse","Mets (R)","20","0.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.07","-3.07","3.57","sa548114"
"Adderling Ruiz","Nationals (R)","20","0.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".500","1.50",".500","100.0 %","0.00","3.07","-3.07","3.07","sa551002"
"Braulio De Los Santos","Athletics (R)","23","1.2","16.20","5.40","3.00","0.00","27.3 %","9.1 %","18.2 %",".333","2.40",".500","40.0 %","0.00","3.07","-3.07","3.47","sa506097"
"Alexis Garcia","Giants (R)","19","1.2","16.20","5.40","3.00","0.00","37.5 %","12.5 %","25.0 %",".167","1.20",".333","100.0 %","0.00","3.07","-3.07","3.27","sa507018"
"Jose Solano","Astros (R)","19","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".333","1.00",".333","100.0 %","0.00","3.07","-3.07","3.73","sa547835"
"Alex Santana","Orioles (R)","19","29.2","7.28","3.94","1.85","0.00","20.0 %","10.8 %","9.2 %",".202","1.15",".263","83.8 %","1.82","3.07","-1.25","3.53","sa550550"
"Ricardo Valenzuela","Padres (R)","20","8.0","9.00","1.13","8.00","1.13","24.2 %","3.0 %","21.2 %",".250","1.13",".304","26.3 %","3.38","3.07","0.30","2.06","sa550659"
"Francisco Rosario","Rays (R)","20","2.2","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".273","1.12",".273","66.7 %","0.00","3.07","-3.07","3.44","sa550707"
"Yeuri Gonzalez","Mariners (R)","18","19.1","5.59","2.33","2.40","0.00","14.8 %","6.2 %","8.6 %",".288","1.34",".344","72.4 %","3.26","3.07","0.18","3.52","sa550745"
"Cruz Guevara","Royals (R)","17","2.1","23.14","15.43","1.50","0.00","46.2 %","30.8 %","15.4 %",".111","2.14",".333","80.0 %","3.86","3.07","0.78","3.36","sa597626"
"Yerinson Tatis","Royals (R)","17","14.1","3.77","2.51","1.50","0.00","10.9 %","7.3 %","3.6 %",".196","0.98",".222","78.6 %","1.88","3.07","-1.19","3.53","sa598021"
"Edwin Contreras","Cubs (R)","17","1.0","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".250","1.00",".250","100.0 %","0.00","3.07","-3.07","4.39","sa600461"
"Francisco Dicen","Phillies (R)","20","0.1","0.00","0.00","0.00","0.00","0.0 %","0.0 %","0.0 %",".000","0.00",".000","100.0 %","0.00","3.07","-3.07","3.07","sa507269"
"Milton Gomez","Brewers (R)","17","27.1","7.57","2.96","2.56","0.33","19.2 %","7.5 %","11.7 %",".284","1.46",".353","49.3 %","4.61","3.07","1.54","3.04","sa597280"
"Isliexel Gonzalez","Mariners (R)","20","82.1","6.12","1.97","3.11","0.33","16.5 %","5.3 %","11.2 %",".279","1.29",".332","71.7 %","2.51","3.08","-0.56","2.99","sa504804"
"Alfredo Simon","Orioles (AA)","30","18.0","10.00","3.00","3.33","0.50","26.3 %","7.9 %","18.4 %",".217","1.17",".292","72.8 %","3.00","3.08","-0.08","3.44","2155"
"Mark Blackmar","Orioles (R)","19","17.2","7.64","4.08","1.88","0.00","22.4 %","11.9 %","10.5 %",".153","0.96",".205","100.0 %","0.00","3.08","-3.08","3.33","sa549945"
"Michael Solbach","Yankees (A+)","25","69.1","7.27","2.99","2.43","0.13","19.2 %","7.9 %","11.3 %",".259","1.33",".325","71.6 %","3.12","3.09","0.03","3.58","sa392104"
"Andrew Wilson","- - -","23","62.2","9.05","2.30","3.94","0.72","24.2 %","6.2 %","18.1 %",".231","1.15",".291","75.8 %","2.59","3.09","-0.50","3.06","sa503081"
"Jeremy Accardo","Orioles (AAA)","29","33.1","7.29","2.97","2.45","0.27","20.2 %","8.2 %","11.9 %",".213","1.11",".266","79.2 %","2.16","3.09","-0.93","3.71","6428"
"Les Walrond","- - -","34","45.0","9.40","4.40","2.14","0.20","24.9 %","11.6 %","13.2 %",".205","1.24",".280","86.3 %","1.80","3.09","-1.29","3.81","1735"
"Matt Bush","Rays (AA)","25","50.1","13.77","4.29","3.21","0.89","35.0 %","10.9 %","24.1 %",".247","1.43",".384","68.7 %","4.83","3.09","1.74","2.64","1246"
"Manny Acosta","Mets (AAA)","30","20.1","11.95","7.52","1.59","0.00","30.3 %","19.1 %","11.2 %",".181","1.48",".289","80.0 %","1.77","3.09","-1.32","4.06","8725"
"D.J. Johnson","Diamondbacks (R)","21","26.0","11.08","2.42","4.57","0.00","31.1 %","6.8 %","24.3 %",".174","0.88",".267","77.8 %","2.08","3.09","-1.01","3.92","sa553075"
"Tony Watson","Pirates (AAA)","26","34.1","9.17","2.88","3.18","0.52","25.0 %","7.9 %","17.1 %",".189","1.02",".244","79.0 %","2.36","3.09","-0.73","3.49","3132"
"Dustin Antolin","- - -","21","33.1","10.26","4.59","2.24","0.27","26.2 %","11.7 %","14.5 %",".244","1.44",".341","63.0 %","4.05","3.09","0.96","3.38","7119"
"Charles Brewer","- - -","23","55.1","8.46","3.09","2.74","0.33","23.4 %","8.6 %","14.9 %",".254","1.27",".333","80.9 %","2.44","3.09","-0.65","3.61","9155"
"Jean Machi","- - -","29","58.2","6.60","2.61","2.53","0.00","17.6 %","6.9 %","10.6 %",".262","1.30",".324","74.7 %","2.76","3.09","-0.33","3.97","3220"
"Cole Johnson","- - -","22","35.0","8.74","2.31","3.78","0.26","24.5 %","6.5 %","18.0 %",".205","1.00",".272","73.8 %","1.29","3.09","-1.81","3.54","sa526274"
"Matt Neil","- - -","24","76.2","8.33","0.82","10.14","0.82","22.4 %","2.2 %","20.2 %",".261","1.13",".319","73.6 %","3.29","3.09","0.19","2.82","sa599369"
"Gaby Almonte","- - -","18","48.0","6.38","3.56","1.79","0.00","16.0 %","9.0 %","7.1 %",".222","1.27",".271","63.1 %","3.00","3.10","-0.10","3.44","sa597214"
"Jose Vargas","Mexican (AAA)","34","26.0","6.58","3.12","2.11","0.00","18.1 %","8.6 %","9.5 %",".208","1.12",".260","75.9 %","2.42","3.10","-0.67","4.98","sa206815"
"Tyler Skaggs","- - -","19","158.1","11.25","2.79","4.04","0.57","30.9 %","7.6 %","23.2 %",".215","1.11",".308","73.2 %","2.96","3.10","-0.14","3.30","10190"
"Gabe DeHoyos","Athletics (AAA)","31","11.2","7.71","2.31","3.33","0.00","19.2 %","5.8 %","13.5 %",".313","1.54",".395","57.9 %","6.17","3.10","3.07","4.89","sa262554"
"Julio Teheran","Braves (AAA)","20","144.2","7.59","2.99","2.54","0.31","20.7 %","8.1 %","12.5 %",".229","1.18",".288","76.9 %","2.55","3.10","-0.55","3.95","6797"
"John Anderson","Blue Jays (A)","22","15.1","8.22","3.52","2.33","0.00","20.6 %","8.8 %","11.8 %",".217","1.24",".283","61.9 %","3.52","3.10","0.42","3.86","sa454912"
"Jose Gomez","Rangers (R)","17","40.0","7.88","2.48","3.18","0.45","20.1 %","6.3 %","13.8 %",".258","1.30",".320","63.9 %","3.15","3.10","0.05","2.85","sa597110"
"William Cuevas","- - -","20","49.1","6.75","1.82","3.70","0.36","18.4 %","5.0 %","13.4 %",".212","1.01",".253","67.1 %","2.19","3.10","-0.91","3.21","13331"
"Greg Peavey","- - -","22","137.0","7.09","1.71","4.15","0.26","18.8 %","4.5 %","14.3 %",".263","1.22",".322","67.5 %","3.48","3.10","0.38","3.66","sa392163"
"Dustin Kellogg","Astros (R)","18","6.1","12.79","1.42","9.00","1.42","34.6 %","3.9 %","30.8 %",".280","1.26",".400","75.8 %","4.26","3.10","1.16","1.86","sa599697"
"Miguel Perdomo","Royals (R)","18","66.2","5.40","2.43","2.22","0.14","15.2 %","6.8 %","8.4 %",".225","1.08",".266","66.1 %","2.70","3.10","-0.40","3.31","sa597165"
"Jason West","- - -","22","19.0","11.37","2.84","4.00","0.00","31.6 %","7.9 %","23.7 %",".221","1.11",".341","95.7 %","0.47","3.10","-2.63","3.67","sa601452"
"Rex Brothers","Rockies (AAA)","23","28.0","14.46","4.82","3.00","0.64","35.7 %","11.9 %","23.8 %",".261","1.57",".422","82.5 %","2.89","3.10","-0.21","3.01","9794"
"Arodys Vizcaino","- - -","20","97.0","9.28","2.60","3.57","0.65","25.1 %","7.0 %","18.1 %",".223","1.13",".287","72.7 %","3.06","3.11","-0.04","3.14","5498"
"Alex Burgos","Tigers (A)","20","94.2","8.46","3.14","2.70","0.38","24.0 %","8.9 %","15.1 %",".187","1.01",".242","75.5 %","2.19","3.11","-0.92","3.30","sa548431"
"Jason Gurka","- - -","23","53.1","11.31","1.86","6.09","1.01","30.5 %","5.0 %","25.5 %",".228","1.09",".308","76.1 %","2.87","3.11","-0.24","2.50","8007"
"Tyler Ybarra","Blue Jays (R)","21","46.0","10.57","3.13","3.38","0.39","28.7 %","8.5 %","20.2 %",".199","1.09",".278","80.9 %","2.15","3.11","-0.96","3.57","sa503961"
"Pedro Viola","Orioles (AA)","28","39.2","9.08","2.95","3.08","0.45","26.1 %","8.5 %","17.7 %",".187","0.98",".247","80.7 %","2.04","3.11","-1.07","3.65","5971"
"Jonathan Pettibone","Phillies (A+)","20","161.0","6.43","1.90","3.38","0.28","17.6 %","5.2 %","12.4 %",".243","1.14",".292","69.8 %","2.96","3.11","-0.15","3.75","7106"
"Matt Harvey","- - -","22","135.2","10.35","3.12","3.32","0.60","27.5 %","8.3 %","19.2 %",".243","1.27",".331","73.6 %","3.32","3.11","0.21","3.13","11713"
"Francisco Cambuston","Braves (R)","17","27.1","6.91","2.63","2.63","0.33","16.9 %","6.5 %","10.5 %",".333","1.68",".402","62.2 %","5.60","3.11","2.49","3.01","sa596858"
"Mike Bolsinger","- - -","23","102.2","7.98","2.19","3.64","0.53","22.6 %","6.2 %","16.4 %",".226","1.07",".283","74.1 %","2.63","3.11","-0.48","3.03","11137"
"Sean Donatello","- - -","20","32.2","6.34","3.31","1.92","0.00","18.0 %","9.4 %","8.6 %",".198","1.07",".247","65.7 %","3.03","3.11","-0.08","3.95","sa599283"
"Chance Ruffin","- - -","22","48.2","11.10","4.07","2.73","0.55","29.4 %","10.8 %","18.6 %",".204","1.21",".288","84.2 %","2.03","3.11","-1.08","3.52","11745"
"Michael Giovenco","- - -","23","35.2","11.10","5.80","1.91","0.00","25.1 %","13.1 %","12.0 %",".303","1.93",".426","62.3 %","5.30","3.11","2.19","4.31","sa502912"
"Andrew Kittredge","Mariners (A-)","21","2.0","9.00","4.50","2.00","0.00","22.2 %","11.1 %","11.1 %",".375","2.00",".500","75.0 %","4.50","3.11","1.39","3.92","12828"
"Jesse Meaux","Rockies (A-)","21","2.0","9.00","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".000","0.00",".000","100.0 %","0.00","3.11","-3.11","3.92","sa550215"
"Chance Sossamon","Rangers (A-)","21","2.0","9.00","4.50","2.00","0.00","25.0 %","12.5 %","12.5 %",".143","1.00",".200","100.0 %","0.00","3.11","-3.11","4.33","sa577662"
"Fernando Salas","Cardinals (AAA)","26","3.0","12.00","0.00","4.00","0.00","33.3 %","0.0 %","33.3 %",".200","0.67",".333","100.0 %","0.00","3.12","-3.12","3.99","4971"
"Daniel Taylor","- - -","23","79.1","10.10","1.59","6.36","0.79","28.3 %","4.5 %","23.9 %",".228","1.03",".302","72.8 %","2.84","3.12","-0.28","3.00","sa502043"
"Frederick Tiburcio","Astros (R)","20","54.1","7.79","3.64","2.14","0.00","19.7 %","9.2 %","10.5 %",".254","1.40",".325","60.0 %","4.47","3.13","1.35","3.61","sa505478"
"Lenny Linsky","- - -","21","29.1","9.20","2.15","4.29","0.61","25.0 %","5.8 %","19.2 %",".198","0.99",".253","70.9 %","1.23","3.13","-1.90","2.67","sa597806"
"Rick Anton","- - -","22","44.0","6.14","0.82","7.50","0.20","16.3 %","2.2 %","14.1 %",".260","1.14",".308","64.0 %","3.07","3.13","-0.06","3.67","sa598110"
"Eduardo Medina","Rays (R)","19","40.0","7.88","4.28","1.84","0.23","20.2 %","11.0 %","9.3 %",".235","1.38",".299","71.4 %","2.70","3.13","-0.43","3.33","sa506251"
"Stephen Tromblee","Angels (R)","22","25.2","9.47","1.05","9.00","0.35","25.5 %","2.8 %","22.6 %",".291","1.29",".387","72.8 %","2.81","3.13","-0.32","3.24","sa599573"
"Raul Batis","Pirates (R)","22","35.2","7.82","4.04","1.94","0.25","19.8 %","10.2 %","9.6 %",".236","1.37",".296","63.8 %","3.79","3.13","0.65","3.23","sa393229"
"Manuel Montilla","Rockies (R)","19","35.2","6.56","2.78","2.36","0.00","16.3 %","6.9 %","9.4 %",".254","1.32",".310","68.5 %","2.52","3.13","-0.61","3.53","sa506310"
"Jonathan Cornelius","Cardinals (A-)","23","47.0","9.57","3.64","2.63","0.38","25.9 %","9.8 %","16.1 %",".209","1.17",".283","66.4 %","4.02","3.13","0.89","3.26","sa598475"
"Kevin Chapman","- - -","23","62.0","13.06","4.06","3.21","0.87","33.1 %","10.3 %","22.8 %",".252","1.44",".377","63.0 %","4.94","3.13","1.80","2.58","11240"
"Matt Crouse","Tigers (A-)","20","64.1","7.41","1.82","4.08","0.56","19.7 %","4.8 %","14.9 %",".266","1.26",".322","74.3 %","3.22","3.13","0.09","3.17","sa577832"
"Jose Vasquez","Twins (R)","20","17.0","8.47","4.76","1.78","0.00","19.5 %","11.0 %","8.5 %",".310","1.82",".400","57.6 %","6.35","3.13","3.22","3.65","sa556661"
"Kevin Vance","White Sox (R)","20","35.2","14.64","2.52","5.80","0.76","34.9 %","6.0 %","28.9 %",".292","1.54",".452","66.3 %","4.54","3.13","1.41","3.55","sa577745"
"Kyle Cofield","- - -","24","30.0","7.50","3.90","1.92","0.00","19.2 %","10.0 %","9.2 %",".244","1.37",".311","74.4 %","3.30","3.14","0.16","4.03","sa290212"
"Edwin Rodriguez","Yankees (R)","21","39.1","9.38","2.75","3.42","0.46","25.3 %","7.4 %","17.9 %",".218","1.12",".289","70.1 %","3.20","3.14","0.06","3.26","sa550738"
"Adam Morgan","Phillies (A-)","21","53.2","7.21","2.35","3.07","0.34","19.5 %","6.3 %","13.1 %",".205","1.04",".250","72.5 %","2.01","3.14","-1.13","3.33","12580"
"Aris Angeles","Dodgers (R)","21","29.2","7.58","3.64","2.08","0.30","19.8 %","9.5 %","10.3 %",".212","1.21",".264","67.4 %","2.73","3.14","-0.41","3.15","sa547913"
"Jeremy Erben","Diamondbacks (A)","23","55.0","10.64","3.11","3.42","0.65","28.4 %","8.3 %","20.1 %",".198","1.09",".268","76.7 %","2.78","3.14","-0.36","3.29","sa549522"
"Ignacio Geronimo","- - -","20","29.2","8.19","2.73","3.00","0.30","21.3 %","7.1 %","14.2 %",".239","1.25",".303","60.1 %","3.94","3.14","0.80","3.42","sa506562"
"Paul Cusick","- - -","22","40.1","8.70","3.57","2.44","0.22","22.3 %","9.1 %","13.1 %",".229","1.29",".299","62.7 %","3.79","3.14","0.65","3.61","sa598647"
"Daniel Berlind","- - -","23","31.2","6.25","2.84","2.20","0.00","15.3 %","6.9 %","8.3 %",".296","1.55",".355","70.6 %","3.98","3.14","0.84","4.26","sa389658"
"Clario Perez","Pirates (R)","18","68.0","4.10","1.99","2.07","0.13","11.4 %","5.5 %","5.9 %",".224","1.06",".251","73.4 %","2.12","3.15","-1.03","3.40","sa507214"
"Jose Quintana","Yankees (A+)","22","102.0","7.76","2.47","3.14","0.44","21.9 %","7.0 %","14.9 %",".231","1.12",".289","74.1 %","2.91","3.15","-0.24","3.35","11423"
"Dumas Garcia","- - -","27","46.2","8.68","4.05","2.14","0.19","22.3 %","10.4 %","11.9 %",".244","1.39",".321","74.3 %","3.09","3.15","-0.07","3.78","sa447647"
"Jordan Conley","Marlins (A)","24","61.2","7.74","2.04","3.79","0.29","20.7 %","5.5 %","15.2 %",".211","1.04",".264","75.5 %","2.48","3.15","-0.67","4.14","sa504810"
"Julian Hilario","Mets (R)","20","41.2","7.34","3.24","2.27","0.00","18.6 %","8.2 %","10.4 %",".250","1.34",".315","68.3 %","2.81","3.16","-0.35","3.75","sa551277"
"Pat Doyle","- - -","23","85.0","10.59","3.60","2.94","0.64","26.0 %","8.9 %","17.2 %",".278","1.54",".375","66.3 %","4.24","3.16","1.08","3.05","sa549680"
"Dontrelle Willis","Reds (AAA)","29","75.1","8.00","2.39","3.35","0.60","21.6 %","6.5 %","15.2 %",".246","1.21",".304","74.1 %","2.63","3.16","-0.53","3.21","1703"
"Wes Etheridge","- - -","26","63.2","6.36","1.41","4.50","0.42","17.7 %","3.9 %","13.8 %",".223","1.01",".263","76.1 %","2.40","3.16","-0.76","3.05","sa390396"
"Carlos Diaz","Giants (R)","17","35.1","5.35","3.57","1.50","0.00","13.9 %","9.3 %","4.6 %",".221","1.25",".261","64.4 %","3.31","3.16","0.15","3.65","sa597196"
"Nathan Eovaldi","Dodgers (AA)","21","103.0","8.65","4.02","2.15","0.26","23.2 %","10.8 %","12.4 %",".201","1.18",".264","69.3 %","2.62","3.16","-0.54","3.61","9132"
"Jeff Ibarra","- - -","23","67.1","8.69","2.67","3.25","0.27","24.3 %","7.5 %","16.9 %",".189","0.98",".249","63.4 %","3.61","3.16","0.45","3.79","sa502106"
"Logan Bawcom","- - -","22","67.0","11.28","3.76","3.00","0.54","30.7 %","10.2 %","20.4 %",".205","1.16",".295","69.9 %","3.09","3.16","-0.07","3.20","sa549287"
"Jeff Barfield","Tigers (A-)","23","35.0","7.20","2.83","2.55","0.26","18.4 %","7.2 %","11.2 %",".250","1.31",".306","59.2 %","4.11","3.16","0.95","3.36","sa551245"
"Charles Wier","Marlins (A-)","22","30.2","7.63","2.64","2.89","0.29","19.7 %","6.8 %","12.9 %",".231","1.21",".287","77.1 %","2.64","3.17","-0.53","3.29","sa599370"
"Josue Montanez","Twins (R)","19","12.0","10.50","3.00","3.50","0.75","25.9 %","7.4 %","18.5 %",".300","1.58",".400","62.5 %","5.25","3.17","2.08","2.99","sa549721"
"Ryan O'Rourke","Twins (A)","23","110.1","8.73","2.61","3.34","0.57","22.7 %","6.8 %","15.9 %",".265","1.34",".336","74.9 %","3.18","3.17","0.01","3.37","10976"
"Kyle Mertins","Braves (A)","23","28.0","6.43","2.89","2.22","0.00","16.5 %","7.4 %","9.1 %",".261","1.36",".319","66.7 %","2.25","3.17","-0.92","4.30","sa549812"
"Chris Martin","- - -","25","74.0","6.69","1.58","4.23","0.36","19.0 %","4.5 %","14.5 %",".211","0.95",".255","76.6 %","2.55","3.17","-0.62","3.51","11847"
"Chris Dennis","Rockies (A-)","22","25.0","9.00","4.32","2.08","0.00","21.9 %","10.5 %","11.4 %",".267","1.56",".355","62.5 %","5.04","3.17","1.87","4.14","sa598793"
"Ramon Garcia","- - -","19","53.1","7.42","1.69","4.40","0.17","19.3 %","4.4 %","14.9 %",".298","1.41",".370","70.7 %","3.21","3.17","0.03","3.71","sa506695"
"Victor Trinidad","Athletics (R)","20","40.0","9.45","4.05","2.33","0.23","24.0 %","10.3 %","13.7 %",".233","1.33",".318","76.8 %","2.70","3.17","-0.47","3.28","sa506025"
"Gustavo Camilo","Yankees (R)","19","20.0","9.00","5.85","1.54","0.00","21.3 %","13.8 %","7.5 %",".250","1.65",".333","58.8 %","3.15","3.17","-0.02","3.60","sa551251"
"Andrew Carignan","- - -","24","39.0","10.62","2.77","3.83","0.46","29.9 %","7.8 %","22.1 %",".180","0.95",".253","80.7 %","1.85","3.17","-1.33","3.52","2431"
"Rob Wooten","- - -","25","64.0","8.30","2.53","3.28","0.42","21.8 %","6.6 %","15.1 %",".226","1.16",".285","70.9 %","3.09","3.18","-0.08","3.59","8532"
"Ryan Beckman","- - -","21","58.0","7.60","2.79","2.72","0.16","19.8 %","7.3 %","12.6 %",".220","1.16",".278","61.5 %","2.79","3.18","-0.39","3.87","sa501977"
"Darin Gorski","Mets (A+)","23","138.2","9.09","1.88","4.83","0.71","25.2 %","5.2 %","20.0 %",".210","1.00",".266","81.0 %","2.08","3.18","-1.10","3.19","sa501520"
"Lendy Castillo","Phillies (A)","22","46.0","9.00","3.13","2.88","0.20","23.7 %","8.3 %","15.5 %",".214","1.15",".286","74.2 %","2.54","3.18","-0.64","4.16","11562"
"Nate Jones","White Sox (AA)","25","63.1","9.52","3.84","2.48","0.43","24.6 %","9.9 %","14.7 %",".239","1.34",".318","72.5 %","3.27","3.18","0.09","3.28","4696"
"Hung-Wen Chen","- - -","25","69.2","9.69","2.71","3.57","0.65","25.3 %","7.1 %","18.2 %",".251","1.29",".328","77.4 %","2.84","3.18","-0.34","3.63","sa403057"
"Inocencio Heredia","- - -","19","31.2","9.38","2.56","3.67","0.57","22.0 %","6.0 %","16.0 %",".304","1.61",".388","60.6 %","4.83","3.18","1.65","3.03","sa548040"
"Israel Sosa","- - -","22","29.0","7.45","3.41","2.18","0.00","19.7 %","9.0 %","10.7 %",".215","1.17",".277","76.3 %","1.86","3.18","-1.32","3.69","sa507191"
"Eury Cantalizo","Reds (R)","19","18.2","6.75","3.37","2.00","0.00","16.1 %","8.1 %","8.1 %",".208","1.23",".254","53.9 %","2.89","3.18","-0.29","3.52","sa547908"
"Adrian Salcedo","Twins (A)","20","135.0","6.13","1.80","3.41","0.27","16.4 %","4.8 %","11.6 %",".249","1.17",".295","68.8 %","2.93","3.18","-0.25","3.71","sa504003"
"Luis Bastardo","Red Sox (A-)","21","44.1","12.99","5.48","2.37","0.61","33.9 %","14.3 %","19.6 %",".185","1.29",".284","70.1 %","3.45","3.18","0.27","2.84","sa506247"
"Brandon Berl","Blue Jays (A)","23","51.1","7.36","1.58","4.67","0.53","18.9 %","4.1 %","14.9 %",".252","1.21",".303","70.7 %","2.28","3.18","-0.91","3.21","sa549526"
"Brett Gerritse","- - -","20","36.2","7.85","3.44","2.29","0.25","20.3 %","8.9 %","11.4 %",".222","1.25",".279","83.0 %","1.72","3.19","-1.47","3.45","sa501679"
"Jose Rosario","Cubs (A-)","20","63.2","7.07","2.54","2.78","0.14","18.2 %","6.6 %","11.6 %",".263","1.34",".324","59.6 %","3.53","3.19","0.35","3.58","sa506730"
"Javy Guerra","Dodgers (AA)","25","17.0","7.94","2.65","3.00","0.53","24.6 %","8.2 %","16.4 %",".143","0.76",".175","94.8 %","1.06","3.19","-2.13","3.00","7407"
"Tim Atherton","- - -","21","32.0","11.53","1.97","5.86","0.84","36.3 %","6.2 %","30.1 %",".144","0.69",".200","90.9 %","1.69","3.19","-1.50","2.63","sa455754"
"Mitch Talbot","Indians (AAA)","27","44.1","8.53","2.03","4.20","0.81","22.1 %","5.3 %","16.8 %",".300","1.44",".373","68.5 %","4.26","3.19","1.07","2.96","4961"
"Edison Frias","Astros (R)","20","17.0","11.12","3.18","3.50","1.06","28.4 %","8.1 %","20.3 %",".265","1.41",".356","75.5 %","4.24","3.19","1.04","1.97","sa605481"
"Taylor Thompson","White Sox (A+)","24","53.2","8.55","4.36","1.96","0.17","22.0 %","11.2 %","10.8 %",".207","1.27",".272","73.3 %","2.52","3.19","-0.68","4.02","10019"
"Ryan Dennick","Royals (A+)","24","53.2","8.55","2.35","3.64","0.67","22.4 %","6.1 %","16.2 %",".259","1.29",".325","62.7 %","4.36","3.19","1.17","3.48","9261"
"Hector Noesi","Yankees (AAA)","24","24.2","6.20","3.28","1.89","0.00","15.3 %","8.1 %","7.2 %",".280","1.50",".337","71.8 %","3.28","3.20","0.09","4.75","3292"
"Taylor Morton","- - -","19","55.0","6.22","1.64","3.80","0.16","16.2 %","4.3 %","12.0 %",".254","1.18",".303","70.8 %","2.29","3.20","-0.91","3.68","sa548465"
"Ronny Marte","Yankees (A+)","25","68.0","7.01","2.38","2.94","0.40","18.2 %","6.2 %","12.0 %",".267","1.34",".323","71.4 %","3.57","3.20","0.38","3.50","sa456484"
"Tyler White","- - -","21","30.2","7.92","3.82","2.08","0.00","22.3 %","10.7 %","11.6 %",".152","0.95",".205","62.5 %","1.17","3.20","-2.02","4.05","sa549467"
"Phil Wetherell","Yankees (A-)","21","30.0","12.30","4.50","2.73","0.60","31.1 %","11.4 %","19.7 %",".200","1.27",".292","69.9 %","2.40","3.20","-0.80","2.89","sa598165"
"Jackson Mateo","Dodgers (R)","18","72.1","6.47","2.24","2.89","0.25","17.9 %","6.2 %","11.7 %",".187","0.93",".226","78.5 %","1.62","3.20","-1.58","3.12","sa549205"
"Brian Dupra","Nationals (A-)","22","54.2","6.26","2.30","2.71","0.16","16.7 %","6.2 %","10.6 %",".249","1.21",".300","67.1 %","3.46","3.20","0.26","3.59","sa526184"
"Trevor Rosenthal","Cardinals (A)","21","120.1","9.95","2.92","3.41","0.52","26.1 %","7.7 %","18.5 %",".243","1.25",".328","65.9 %","4.11","3.20","0.91","3.17","10745"
"Jaime Esquivel","- - -","19","52.1","8.08","3.27","2.47","0.34","24.1 %","9.7 %","14.4 %",".153","0.88",".197","90.3 %","1.03","3.20","-2.17","3.51","sa549778"
"Tucker Jensen","- - -","21","57.0","8.84","2.37","3.73","0.47","22.6 %","6.1 %","16.5 %",".266","1.33",".341","58.1 %","3.95","3.21","0.74","3.32","sa599883"
"Frankie Reed","- - -","23","23.1","8.49","3.09","2.75","0.39","21.0 %","7.6 %","13.3 %",".250","1.37",".315","63.3 %","4.63","3.21","1.42","3.39","sa599077"
"Yeyfry Del Rosario","Blue Jays (R)","17","45.1","6.15","1.99","3.10","0.40","16.9 %","5.4 %","11.4 %",".194","0.95",".226","52.0 %","2.78","3.21","-0.43","2.95","sa596841"
"Luis Ordosgoitti","- - -","18","53.0","8.32","1.70","4.90","0.34","20.9 %","4.3 %","16.7 %",".283","1.36",".357","53.9 %","4.58","3.21","1.38","3.88","sa550418"
