"Name","Team","Age","IP","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA","FIP","E-F","xFIP","playerid"
"Alejandro Villa","Indians (R)","19","0.2","13.50","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".500","3.00",".667","100.0 %","0.00","0.07","-0.07","1.55","sa506124"
"Andrew Cashner","- - -","24","4.2","15.43","0.00","8.00","0.00","47.1 %","0.0 %","47.1 %",".177","0.64",".333","33.3 %","3.86","0.08","3.77","0.57","8782"
"Chad Rodgers","Braves (A+)","23","0.2","13.50","0.00","1.00","0.00","50.0 %","0.0 %","50.0 %",".000","0.00",".000","100.0 %","0.00","0.23","-0.23","0.23","sa326689"
"Archie Bradley","Diamondbacks (R)","18","2.0","18.00","0.00","4.00","0.00","57.1 %","0.0 %","57.1 %",".143","0.50",".333","100.0 %","0.00","0.28","-0.28","0.28","12918"
"Jonathan Broxton","Dodgers (AAA)","27","2.0","22.50","4.50","5.00","0.00","55.6 %","11.1 %","44.4 %",".250","1.50",".667","66.7 %","4.50","0.28","4.22","0.28","4759"
"Dashenko Ricardo","Giants (R)","21","3.0","18.00","0.00","6.00","0.00","42.9 %","0.0 %","42.9 %",".357","1.67",".625","40.0 %","9.00","0.38","8.62","1.07","sa455974"
"Luis Ayala","Yankees (AAA)","33","5.0","12.60","0.00","7.00","0.00","36.8 %","0.0 %","36.8 %",".316","1.20",".500","83.3 %","1.80","0.44","1.36","0.90","1650"
"Edwin Carl","- - -","22","36.0","19.00","1.25","15.20","0.00","54.3 %","3.6 %","50.7 %",".179","0.81",".414","66.7 %","2.25","0.48","1.77","1.02","sa556669"
"Jimmy Comerota","Diamondbacks (A-)","24","0.2","13.50","0.00","1.00","0.00","20.0 %","0.0 %","20.0 %",".600","4.50",".750","33.3 %","27.00","0.61","26.39","3.04","sa549325"
"Al Alburquerque","Tigers (AAA)","25","4.2","19.29","3.86","5.00","0.00","45.5 %","9.1 %","36.4 %",".263","1.50",".556","87.5 %","1.93","0.88","1.05","1.88","6324"
"Joe Nathan","Twins (AAA)","36","3.0","15.00","3.00","5.00","0.00","41.7 %","8.3 %","33.3 %",".182","1.00",".333","66.7 %","0.00","0.90","-0.90","1.29","1122"
"Hua-Wei Lo","Tigers (R)","20","6.0","13.50","1.50","9.00","0.00","40.9 %","4.6 %","36.4 %",".191","0.83",".333","100.0 %","0.00","0.92","-0.92","1.66","sa609731"
"Louis Coleman","Royals (AAA)","25","7.0","20.57","5.14","4.00","0.00","53.3 %","13.3 %","40.0 %",".154","1.14",".400","50.0 %","3.86","0.93","2.93","1.86","9720"
"Luillyn Guillen","Blue Jays (R)","22","8.0","11.25","0.00","10.00","0.00","34.5 %","0.0 %","34.5 %",".214","0.75",".333","85.7 %","1.13","0.95","0.18","1.28","sa600898"
"Kevin Quackenbush","- - -","22","42.0","15.21","2.57","5.92","0.00","44.9 %","7.6 %","37.3 %",".171","0.88",".333","91.9 %","0.64","0.96","-0.32","1.45","12360"
"Luis Mateo","Mets (R)","21","63.0","11.43","0.71","16.00","0.14","34.5 %","2.2 %","32.3 %",".194","0.78",".295","67.2 %","2.00","0.98","1.02","1.07","sa597557"
"Jorge Mendoza","Pirates (R)","17","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".500","2.00",".667","50.0 %","9.00","1.05","7.95","1.05","sa604153"
"Jefry Puente","Cubs (R)","19","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".250","1.00",".333","100.0 %","0.00","1.07","-1.07","1.40","sa547808"
"Diego Cedeno","Rangers (R)","19","3.0","9.00","0.00","3.00","0.00","27.3 %","0.0 %","27.3 %",".182","0.67",".250","100.0 %","0.00","1.07","-1.07","1.40","sa548110"
"Miguel Pena","Red Sox (A-)","20","15.1","12.91","1.76","7.33","0.00","37.3 %","5.1 %","32.2 %",".179","0.85",".294","69.2 %","2.35","1.08","1.27","1.75","sa501449"
"Casey Janssen","- - -","29","7.0","12.86","1.29","10.00","0.00","41.7 %","4.2 %","37.5 %",".087","0.43",".154","100.0 %","0.00","1.09","-1.09","1.88","7355"
"Madison Boer","- - -","21","25.1","15.28","1.07","14.33","0.36","41.8 %","2.9 %","38.8 %",".250","1.11",".429","60.2 %","3.91","1.12","2.79","1.33","sa580423"
"Matt Summers","Twins (R)","21","20.2","15.68","2.18","7.20","0.00","45.6 %","6.3 %","39.2 %",".151","0.77",".297","88.2 %","0.87","1.17","-0.30","1.37","sa546755"
"Aaron Harang","Padres (A+)","33","4.0","15.75","2.25","7.00","0.00","41.2 %","5.9 %","35.3 %",".313","1.50",".556","50.0 %","6.75","1.20","5.55","1.49","1451"
"Joe Smith","Indians (AA)","27","3.2","17.18","4.91","3.50","0.00","50.0 %","14.3 %","35.7 %",".083","0.82",".200","66.7 %","2.45","1.23","1.23","1.49","3281"
"Doug Slaten","- - -","31","10.1","9.58","0.00","11.00","0.00","28.2 %","0.0 %","28.2 %",".231","0.87",".321","77.8 %","1.74","1.28","0.46","2.03","3107"
"Frank Garces","Padres (R)","21","71.2","14.44","2.51","5.75","0.38","39.5 %","6.9 %","32.7 %",".196","1.02",".329","65.9 %","2.51","1.29","1.22","1.05","13144"
"Wilberto Ortiz","Dodgers (AA)","26","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.31","-1.31","1.31","sa329326"
"Takashi Saito","Brewers (AAA)","41","5.2","11.12","0.00","7.00","0.00","36.8 %","0.0 %","36.8 %",".158","0.53",".250","100.0 %","0.00","1.31","-1.31","2.69","6021"
"Francisco Nunez","Twins (R)","19","49.0","11.20","1.47","7.63","0.18","33.2 %","4.4 %","28.8 %",".165","0.76",".246","70.2 %","1.47","1.34","0.13","1.41","sa506793"
"Sam Gaviglio","Cardinals (A-)","21","4.0","9.00","0.00","4.00","0.00","28.6 %","0.0 %","28.6 %",".143","0.50",".200","100.0 %","0.00","1.36","-1.36","2.01","12778"
"Shawn Armstrong","Indians (A-)","20","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".167","0.50",".250","100.0 %","0.00","1.36","-1.36","2.01","12857"
"Rand Smith","Marlins (A-)","24","1.0","9.00","0.00","1.00","0.00","50.0 %","0.0 %","50.0 %",".000","0.00",".000","100.0 %","0.00","1.36","-1.36","1.36","sa502037"
"Michael Fabiaschi","Athletics (A-)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.36","-1.36","2.65","sa549321"
"Blake Wood","Royals (AAA)","25","5.0","10.80","0.00","6.00","0.00","40.0 %","0.0 %","40.0 %",".133","0.40",".222","100.0 %","0.00","1.38","-1.38","1.91","1345"
"Brad Eldred","Giants (AAA)","30","1.2","10.80","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".286","1.20",".400","100.0 %","0.00","1.38","-1.38","2.17","4328"
"Brian Gump","Phillies (A+)","24","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.39","-1.39","2.22","sa502920"
"Bill Rhinehart","Nationals (AA)","26","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".333","1.00",".500","100.0 %","0.00","1.41","-1.41","1.41","sa389695"
"Adam Conley","Marlins (R)","21","2.0","9.00","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".143","0.50",".200","100.0 %","0.00","1.42","-1.42","2.38","14457"
"Pedro Feliciano","Yankees (R)","34","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.42","-1.42","2.06","1601"
"Daniel Schlereth","Tigers (AAA)","25","11.2","13.89","3.86","3.60","0.00","40.0 %","11.1 %","28.9 %",".150","0.94",".273","90.9 %","0.77","1.44","-0.67","2.04","8739"
"Cesilio Pimentel","Pirates (R)","18","23.1","11.96","2.70","4.43","0.00","29.3 %","6.6 %","22.6 %",".204","1.16",".299","60.7 %","2.31","1.45","0.87","2.04","sa603201"
"Welinton Ramirez","Reds (A+)","24","2.0","18.00","0.00","4.00","0.00","36.4 %","0.0 %","36.4 %",".400","2.00",".667","100.0 %","0.00","1.45","-1.45","2.60","sa455714"
"Yancarlos Santiago","Angels (R)","20","65.0","11.35","1.66","6.83","0.00","33.1 %","4.8 %","28.2 %",".162","0.75",".253","71.9 %","1.38","1.47","-0.09","1.76","sa505280"
"Carlos Sosa","Brewers (R)","19","25.0","11.52","1.80","6.40","0.00","31.4 %","4.9 %","26.5 %",".192","0.92",".290","84.6 %","1.08","1.47","-0.39","1.79","sa547980"
"Shay Crawford","- - -","23","28.2","13.81","1.88","7.33","0.00","38.6 %","5.3 %","33.3 %",".191","0.91",".328","55.2 %","3.14","1.51","1.63","2.37","sa599706"
"Alexis Campos","Angels (R)","19","7.2","10.57","2.35","4.50","0.00","31.0 %","6.9 %","24.1 %",".148","0.78",".222","83.3 %","0.00","1.51","-1.51","1.89","sa605145"
"Joe Savery","- - -","25","36.0","10.25","1.50","6.83","0.00","29.1 %","4.3 %","24.8 %",".237","1.06",".340","81.6 %","1.50","1.51","-0.01","2.10","2835"
"Enosil Tejeda","Indians (A-)","22","34.0","15.09","3.97","3.80","0.00","40.4 %","10.6 %","29.8 %",".169","1.06",".313","63.2 %","2.91","1.51","1.40","2.08","sa547857"
"Fernando Valenzuela","Mexican (AAA)","28","2.0","9.00","0.00","2.00","0.00","28.6 %","0.0 %","28.6 %",".143","0.50",".200","100.0 %","0.00","1.52","-1.52","3.56","sa225728"
"Rafael Vera","White Sox (A)","23","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.53","-1.53","2.48","sa455953"
"Matt Weaver","Braves (A)","21","1.0","9.00","0.00","1.00","0.00","25.0 %","0.0 %","25.0 %",".500","2.00",".667","50.0 %","9.00","1.53","7.47","2.48","sa501548"
"Brandon Gomes","Rays (AAA)","26","25.1","14.21","2.49","5.71","0.36","39.6 %","6.9 %","32.7 %",".183","0.95",".308","89.0 %","1.07","1.54","-0.47","2.17","2267"
"Evan Meek","- - -","28","10.0","9.00","0.90","10.00","0.00","26.3 %","2.6 %","23.7 %",".189","0.80",".259","75.0 %","1.80","1.57","0.23","2.40","5109"
"Hung-Chih Kuo","- - -","29","6.0","15.00","3.00","5.00","0.00","35.7 %","7.1 %","28.6 %",".269","1.50",".438","66.7 %","4.50","1.57","2.93","2.91","7016"
"Roberto Duncan","Red Sox (R)","18","1.1","6.75","0.00","1.00","0.00","12.5 %","0.0 %","12.5 %",".500","3.00",".571","0.0 %","27.00","1.57","25.43","2.07","sa548067"
"Luis Niebla","Yankees (R)","20","31.1","8.90","1.15","7.75","0.00","27.0 %","3.5 %","23.5 %",".182","0.77",".253","64.0 %","1.72","1.57","0.15","1.94","sa542987"
"J.P. Howell","- - -","28","7.0","11.57","2.57","4.50","0.00","30.0 %","6.7 %","23.3 %",".286","1.43",".421","50.0 %","1.29","1.59","-0.31","2.40","8245"
"Addison Reed","- - -","22","78.1","12.75","1.61","7.93","0.34","37.9 %","4.8 %","33.1 %",".156","0.73",".247","82.4 %","1.26","1.60","-0.33","2.08","10586"
"Mark Montgomery","- - -","20","28.1","16.20","4.13","3.92","0.00","41.1 %","10.5 %","30.7 %",".185","1.16",".351","83.3 %","1.91","1.60","0.31","2.24","sa598328"
"Clint Moore","Padres (A-)","22","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.61","-1.61","2.42","sa577666"
"Michael Stutes","Phillies (AAA)","24","10.0","12.60","3.60","3.50","0.00","34.2 %","9.8 %","24.4 %",".243","1.30",".391","76.9 %","1.80","1.64","0.16","2.80","6550"
"Stephen Marek","Braves (AAA)","27","10.2","13.50","3.37","4.00","0.00","34.8 %","8.7 %","26.1 %",".195","1.12",".320","61.5 %","3.37","1.64","1.73","2.19","sa288780"
"Michael Olmsted","- - -","24","32.1","13.36","2.78","4.80","0.00","39.7 %","8.3 %","31.4 %",".165","0.87",".295","76.7 %","1.39","1.66","-0.27","2.32","sa390636"
"Gus Schlosser","- - -","22","34.2","10.90","1.30","8.40","0.00","32.1 %","3.8 %","28.2 %",".184","0.81",".277","79.3 %","1.56","1.66","-0.10","2.52","12321"
"Ryan Carpenter","Rays (A-)","20","23.2","9.89","1.52","6.50","0.00","31.0 %","4.8 %","26.2 %",".113","0.55",".167","84.6 %","0.76","1.67","-0.91","2.33","12699"
"Eduard Reyes","Brewers (R)","20","17.1","9.35","1.56","6.00","0.00","24.0 %","4.0 %","20.0 %",".239","1.15",".321","71.4 %","1.56","1.69","-0.13","2.16","sa550685"
"Breily Puerta","Indians (R)","19","42.0","10.71","2.57","4.17","0.00","29.2 %","7.0 %","22.2 %",".210","1.07",".308","66.0 %","2.57","1.69","0.88","2.17","sa597172"
"Eswarlin Jimenez","Angels (R)","19","68.0","9.53","1.85","5.14","0.00","26.9 %","5.2 %","21.6 %",".207","0.97",".291","62.3 %","1.72","1.71","0.01","1.99","sa505273"
"Mike Loree","Pirates (AA)","24","7.2","12.91","3.52","3.67","0.00","34.4 %","9.4 %","25.0 %",".207","1.17",".333","88.9 %","1.17","1.71","-0.54","3.11","sa392062"
"Tyson Seng","Mets (A-)","17","30.0","9.60","1.50","6.40","0.00","28.1 %","4.4 %","23.7 %",".248","1.07",".351","84.4 %","0.90","1.73","-0.83","2.38","sa598473"
"Jose Arredondo","- - -","27","15.2","12.06","3.45","3.50","0.00","33.3 %","9.5 %","23.8 %",".175","1.02",".278","68.8 %","2.30","1.74","0.56","2.28","4722"
"Adalberto Mejia","Giants (R)","18","76.0","8.41","0.95","8.88","0.00","23.8 %","2.7 %","21.1 %",".204","0.87",".272","75.0 %","1.42","1.76","-0.34","2.15","13188"
"Flabio Ortega","Mets (R)","20","18.1","13.25","3.44","3.86","0.00","32.1 %","8.3 %","23.8 %",".230","1.31",".362","85.2 %","1.47","1.77","-0.29","2.12","sa506953"
"Ryan Kussmaul","White Sox (A+)","24","57.1","13.81","3.30","4.19","0.31","38.4 %","9.2 %","29.3 %",".159","0.94",".265","69.0 %","2.51","1.77","0.75","2.08","sa554616"
"Yoon-Hee Nam","- - -","23","3.1","13.50","2.70","5.00","0.00","38.5 %","7.7 %","30.8 %",".167","0.90",".286","33.3 %","5.40","1.77","3.63","3.04","sa393259"
"Luis Nunez","Twins (R)","19","32.1","10.30","1.67","6.17","0.00","29.4 %","4.8 %","24.6 %",".193","0.90",".281","73.3 %","1.67","1.78","-0.11","2.23","sa506794"
"Jonathan Keener","Cardinals (R)","21","1.0","9.00","0.00","1.00","0.00","16.7 %","0.0 %","16.7 %",".500","3.00",".600","33.3 %","18.00","1.78","16.22","3.85","sa599492"
"Francisco Baso","Astros (R)","20","3.2","14.73","4.91","3.00","0.00","35.3 %","11.8 %","23.5 %",".333","1.91",".556","57.1 %","7.36","1.78","5.58","1.78","sa505306"
"Brian Esposito","Astros (AAA)","32","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.78","-1.78","3.74","3085"
"Val Majewski","Rangers (AAA)","30","1.0","9.00","0.00","1.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.78","-1.78","3.09","4851"
"Huston Street","Rockies (AAA)","27","2.0","9.00","0.00","2.00","0.00","33.3 %","0.0 %","33.3 %",".000","0.00",".000","100.0 %","0.00","1.78","-1.78","3.09","8258"
"Cody Allen","- - -","22","54.2","12.35","2.30","5.36","0.16","34.9 %","6.5 %","28.4 %",".177","0.90",".279","81.0 %","1.65","1.78","-0.14","2.21","12183"
"Brian Bruney","White Sox (AAA)","29","20.2","13.06","3.92","3.33","0.00","35.7 %","10.7 %","25.0 %",".162","1.02",".273","86.4 %","1.31","1.79","-0.48","2.40","1929"
"Shawn Tolleson","- - -","23","69.0","13.70","2.35","5.83","0.39","38.5 %","6.6 %","31.9 %",".206","1.01",".338","79.7 %","1.17","1.80","-0.63","2.04","10481"
"Carlos Pinales","Red Sox (R)","19","39.1","10.53","1.60","6.57","0.23","27.7 %","4.2 %","23.5 %",".224","1.07",".312","78.0 %","2.06","1.83","0.23","1.87","sa551690"
"Tony Cingrani","Reds (R)","21","51.1","14.03","1.05","13.33","0.18","41.9 %","3.1 %","38.7 %",".190","0.80",".330","76.4 %","1.75","1.83","-0.08","2.59","12555"
"Isaac Monrroy","Mets (R)","20","23.1","11.19","1.54","7.25","0.00","29.9 %","4.1 %","25.8 %",".222","1.03",".328","59.3 %","3.86","1.83","2.02","2.52","sa504856"
"Brett Bochy","Giants (A)","23","39.0","12.23","1.85","6.63","0.23","36.1 %","5.4 %","30.6 %",".159","0.77",".250","84.5 %","1.38","1.84","-0.45","2.53","11867"
"Brian Anderson","Yankees (AA)","29","7.2","10.57","1.17","9.00","0.00","30.0 %","3.3 %","26.7 %",".250","1.04",".368","77.8 %","1.17","1.84","-0.67","3.24","6144"
"Hubbie Pellegaud","Mexican (AAA)","19","3.0","12.00","3.00","4.00","0.00","40.0 %","10.0 %","30.0 %",".000","0.33",".000","100.0 %","0.00","1.85","-1.85","2.76","sa602536"
"Justin Nicolino","- - -","19","61.0","10.77","1.92","5.62","0.00","31.6 %","5.6 %","26.0 %",".180","0.85",".271","77.4 %","1.33","1.87","-0.54","2.47","11754"
"Emanuel Ramirez","Rays (R)","21","13.1","7.43","1.35","5.50","0.00","21.2 %","3.9 %","17.3 %",".260","1.13",".333","86.7 %","0.68","1.87","-1.20","2.29","sa603200"
"Burch Smith","Padres (R)","21","2.0","18.00","4.50","4.00","0.00","36.4 %","9.1 %","27.3 %",".300","2.00",".500","50.0 %","4.50","1.88","2.62","2.22","12784"
"Harold Rosario","Tigers (R)","18","36.1","13.87","4.95","2.80","0.00","35.2 %","12.6 %","22.6 %",".191","1.27",".325","65.3 %","3.22","1.89","1.33","2.18","sa598121"
"Dubeny Soto","Yankees (R)","22","23.2","9.89","1.90","5.20","0.00","29.2 %","5.6 %","23.6 %",".136","0.68",".200","79.0 %","1.14","1.89","-0.75","2.18","sa548077"
"Stephen Strasburg","- - -","22","20.1","12.84","1.33","9.67","0.44","35.8 %","3.7 %","32.1 %",".184","0.84",".283","56.8 %","3.54","1.90","1.64","1.74","10131"
"Matt Albers","Red Sox (AAA)","28","3.0","6.00","0.00","2.00","0.00","20.0 %","0.0 %","20.0 %",".100","0.33",".125","100.0 %","0.00","1.90","-1.90","3.07","4300"
"Peter Moylan","Braves (AAA)","32","6.0","15.00","6.00","2.50","0.00","34.5 %","13.8 %","20.7 %",".200","1.50",".333","88.9 %","0.00","1.90","-1.90","2.29","4891"
"Glen Perkins","Twins (AAA)","28","3.0","6.00","0.00","2.00","0.00","16.7 %","0.0 %","16.7 %",".333","1.33",".400","100.0 %","0.00","1.90","-1.90","2.68","8041"
"Mason Hope","Marlins (R)","19","27.1","10.21","2.30","4.43","0.00","25.4 %","5.7 %","19.7 %",".235","1.24",".321","67.7 %","3.29","1.92","1.37","2.64","sa597872"
"Christian Garcia","- - -","25","20.1","13.28","1.33","10.00","0.44","36.1 %","3.6 %","32.5 %",".221","0.98",".348","78.7 %","2.66","1.93","0.73","1.66","4067"
"Osmer Morales","Mariners (R)","18","2.2","10.12","3.37","3.00","0.00","23.1 %","7.7 %","15.4 %",".333","1.87",".444","80.0 %","0.00","1.93","-1.93","2.50","sa546482"
"Gian Rizzo","Brewers (R)","17","64.1","9.37","1.96","4.79","0.14","25.9 %","5.4 %","20.5 %",".247","1.15",".337","83.1 %","1.82","1.94","-0.12","2.24","sa597186"
"Kelvin Santana","Astros (R)","21","20.1","13.72","5.75","2.38","0.00","37.8 %","15.9 %","22.0 %",".159","1.18",".290","95.8 %","0.00","1.94","-1.94","2.20","sa507889"
"Geordy Parra","Diamondbacks (R)","17","16.0","10.13","3.38","3.00","0.00","29.5 %","9.8 %","19.7 %",".218","1.13",".324","88.9 %","1.13","1.95","-0.82","2.15","sa603008"
"Irvit Mendez","Dodgers (R)","21","2.2","10.12","3.37","3.00","0.00","23.1 %","7.7 %","15.4 %",".333","1.87",".444","80.0 %","3.37","1.95","1.43","2.56","sa510736"
"Danny Barnes","Blue Jays (A)","21","66.0","13.50","2.73","4.95","0.41","37.6 %","7.6 %","30.0 %",".183","0.97",".295","74.4 %","2.32","1.95","0.37","2.16","11388"
"Erinzon Bautista","Phillies (R)","21","28.2","10.36","1.88","5.50","0.31","30.8 %","5.6 %","25.2 %",".200","0.91",".288","85.9 %","1.57","1.96","-0.39","1.81","sa550730"
"Ethan Cole","Cardinals (A-)","21","10.2","7.59","0.84","9.00","0.00","18.8 %","2.1 %","16.7 %",".319","1.50",".395","50.0 %","5.91","1.96","3.95","2.44","sa610415"
"Kyle Hendricks","- - -","21","35.2","9.59","1.51","6.33","0.00","27.7 %","4.4 %","23.4 %",".183","0.84",".258","73.3 %","2.02","1.97","0.05","2.81","12049"
"Andy Loomis","Phillies (A+)","25","31.2","11.08","2.84","3.90","0.00","29.8 %","7.6 %","22.1 %",".225","1.17",".333","84.2 %","1.14","1.97","-0.83","2.76","sa455321"
"Kyle Hunter","- - -","22","47.0","11.87","1.72","6.89","0.19","31.6 %","4.6 %","27.0 %",".274","1.28",".407","82.2 %","1.72","1.97","-0.25","2.45","sa550211"
"Ian Krol","Athletics (R)","20","5.0","10.80","0.00","6.00","0.00","40.0 %","0.0 %","40.0 %",".000","0.00",".000","100.0 %","0.00","1.98","-1.98","2.39","10066"
"Cody Martin","- - -","21","33.1","13.23","1.35","9.80","0.54","40.2 %","4.1 %","36.1 %",".172","0.75",".277","81.9 %","1.08","1.98","-0.90","2.10","12182"
"Jhon Saavedra","Yankees (R)","22","31.0","10.16","3.19","3.18","0.00","26.7 %","8.4 %","18.3 %",".252","1.32",".357","61.9 %","3.19","1.98","1.22","2.31","sa551704"
"Yensi Magallanes","White Sox (R)","18","31.0","11.03","3.77","2.92","0.00","29.0 %","9.9 %","19.1 %",".214","1.23",".317","74.4 %","1.45","1.98","-0.53","2.44","sa558416"
"Cody Winiarski","White Sox (R)","21","20.0","13.05","1.80","7.25","0.00","35.8 %","4.9 %","30.9 %",".221","1.05",".354","81.0 %","1.80","1.98","-0.18","3.06","sa599873"
"Cesar Burgos","Tigers (R)","18","7.1","12.27","3.68","3.33","0.00","33.3 %","10.0 %","23.3 %",".154","0.95",".250","100.0 %","0.00","1.98","-1.98","2.34","sa551990"
"Scott Proctor","- - -","34","24.0","12.00","2.63","4.57","0.38","32.7 %","7.1 %","25.5 %",".198","1.04",".293","84.8 %","1.50","1.99","-0.49","2.56","1911"
"Johan Santana","Mets (A+)","32","5.0","9.00","0.00","5.00","0.00","25.0 %","0.0 %","25.0 %",".263","1.00",".357","83.3 %","1.80","1.99","-0.19","2.49","755"
"Yeudy Perdomo","Astros (R)","19","16.2","11.34","4.32","2.63","0.00","30.9 %","11.8 %","19.1 %",".200","1.20",".308","60.0 %","3.78","1.99","1.79","2.33","sa505479"
"Casey Medlen","- - -","21","34.2","11.42","2.86","4.00","0.00","29.9 %","7.5 %","22.5 %",".191","1.07",".283","59.5 %","2.86","2.00","0.86","2.66","sa599403"
"Daniel Bennett","- - -","22","32.2","10.74","1.65","6.50","0.28","32.0 %","4.9 %","27.1 %",".174","0.80",".253","93.8 %","0.83","2.02","-1.19","1.98","sa599728"
"Cody Satterwhite","Tigers (R)","24","10.0","9.00","1.80","5.00","0.00","23.3 %","4.7 %","18.6 %",".317","1.50",".419","53.3 %","3.60","2.02","1.58","2.59","sa454441"
"Anderson Gerdel","Cardinals (R)","18","44.2","7.25","0.81","9.00","0.20","20.6 %","2.3 %","18.3 %",".222","0.94",".276","78.8 %","1.21","2.02","-0.81","2.24","sa546459"
"Logan Billbrough","Cardinals (R)","21","31.1","10.91","1.72","6.33","0.00","30.2 %","4.8 %","25.4 %",".227","1.05",".333","79.4 %","1.72","2.03","-0.30","2.75","sa525886"
"Eduard Santos","Angels (R)","21","22.0","9.00","2.45","3.67","0.00","25.3 %","6.9 %","18.4 %",".213","1.05",".293","91.7 %","0.82","2.03","-1.21","2.30","sa505276"
"Jose Jose","Diamondbacks (R)","20","37.1","11.57","4.34","2.67","0.00","29.5 %","11.0 %","18.4 %",".208","1.29",".313","59.2 %","2.41","2.03","0.38","2.42","sa506778"
"Hector Rondon","Indians (A-)","23","3.0","6.00","0.00","2.00","0.00","16.7 %","0.0 %","16.7 %",".250","1.00",".300","66.7 %","3.00","2.03","0.97","2.25","2391"
"Brad Lidge","- - -","34","7.2","11.74","1.17","10.00","0.00","30.3 %","3.0 %","27.3 %",".267","1.17",".400","72.7 %","3.52","2.04","1.49","2.54","563"
"Trever Miller","Red Sox (AAA)","38","3.1","5.40","0.00","2.00","0.00","16.7 %","0.0 %","16.7 %",".167","0.60",".200","50.0 %","2.70","2.04","0.66","3.08","1672"
