League,Level,year,pitcher,sd_G,sd_AB,sd_R,sd_H,sd_Dbl,sd_Tpl,sd_HR,sd_RBI,sd_SB,sd_CS,sd_BB,sd_IBB,sd_SO,sd_SH,sd_SF,sd_HBP,sd_GDP,sd_TB,sd_XBH,sd_PA,sd_Bavg,sd_OBP,sd_SLG,sd_OPS,sd_ISO,sd_BABIP,sd_SecA,sd_BBpct,sd_SOpct,sd_HRpct,sd_K_BB,sd_AB_HR,sd_XBHpct,sd_teams,sd_orgs,sd_wOBA,sd_wRAA
IL,AAA,1977,1,16.520202174604496,31.41563541869447,2.7618514969961825,7.551968710538907,1.1053339248387561,0.12802806166228853,0.09090909090909091,3.2857065858951926,0.5588013539425652,0.8181818181818181,3.565637966014384,0,7.797435475847171,0.8891758030982552,0.18181818181818182,0.09090909090909091,0,10.032769997822191,2.5132979661525745,35.897539377140234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0199325271887376,0.7272727272727273,0.3394311374453937,0,0,NA,NA
Calif,A+,1977,1,12.87774523772508,19.451322516468178,2.5652884846107344,5.83324940305377,1.4096144816980942,0.30151134457776363,0.6173803722306588,3.261280630402276,0.40201512610368484,0.10050378152592121,1.4920941939059815,0,4.6467017049401695,0,0.2440806122772372,0.40201512610368484,0,11.974849958971873,6.149565114938242,21.330902961437854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47667909888629795,3.2311123176290897,0.576730375897559,0,0,NA,NA
Amer,AAA,1977,0,43.02215856112341,156.49308311680994,27.94823938710564,46.205019497139126,9.142250428752824,2.8229564565629275,6.665438202754833,25.797773885948803,10.599187638128768,3.3295839834522316,22.758268465021217,0,26.86634876140176,2.0679865295469435,1.9561458444910906,1.9494941492597457,0,88.75426875478882,45.458134385610485,177.5548459476473,0.06414186099938024,0.0718709158509204,0.16957125373556464,0.2293177531026243,0.12387904589142894,0.06967252668387994,0.15773356037504105,0.05251962425423954,0.08034660128059937,0.02349892332931816,1.061882261446418,74.49264772087473,0.4322457552143575,0,0,0.10689996313710089,23.42496163465146
Nwst,A-,1977,1,12.653903874104863,49.98666293171123,7.848813492460922,15.378556499229699,2.9332359672274273,0.6315579266468636,1.85122511564504,8.282556570829009,1.0547418822558738,0.5705336161864154,4.296430079042385,0,7.253945017013787,0.4360514248003583,0.4490905433416917,0.5188165176916922,0,28.682572151515927,13.568632414598898,55.0981128027884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7425859030435116,12.288936316471712,0.25639246539526517,0,0,NA,NA
Tex,AA,1977,0,40.02311074648961,151.88740945797983,27.886220519069006,46.27701297360041,8.61430346702345,2.4296372379146476,5.958140445667903,25.301069285439826,10.622947760514013,3.9036483180770905,21.666548411894993,0,27.48938734671824,2.5808511001121084,1.856897679296325,2.3586923435038294,0,84.24712563481192,41.183299005608774,172.22291052190596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9746937816058129,94.7093302477101,0.36454384294563597,0,0,NA,NA
East,AA,1977,0,43.38733997194654,162.23407427893457,25.982681655898144,46.49669727134237,8.916020893393453,2.701639713739999,6.677120375426559,25.726138890673475,6.593354037234574,2.926876009434492,21.40111998256018,0,28.97550580245212,3.7395186856064777,2.1042813500100217,2.4016528699911044,0,86.8957664228944,43.96369425672066,184.25761003861646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8898681984922083,105.76595834532458,0.3677314803858955,0,0,NA,NA
PCL,AAA,1977,1,14.165276958281169,9.777131297817752,1.810530895755038,3.441868884114243,0.45903781294629115,0.09016696346674323,0.1269916634283574,0.7554502308642232,0.09016696346674323,0,0.2974860234694556,0,0.9841473034903598,0.25134583765791074,0.09016696346674323,0,0,4.995092887239683,1.5803589211332632,10.238017705138093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5305538662925611,9.74175408354592,0.36699883913638004,0,0,NA,NA
Tex,AA,1977,1,16.33521092395019,40.07071418271197,4.6839744178374625,9.794080866353951,1.3527225196540924,0.42207636400009374,0.4272807125759944,4.712776097884416,0.7599767346423604,0.2978936340054687,5.658040991062819,0,8.609346706279409,1.0032890032388557,0.35085978037943677,0.3393807833345125,0,14.455790935687801,4.83571643722186,46.38604374390904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2594747165464892,27.898744594664088,0.47829351546677906,0,0,NA,NA
Midw,A,1977,0,40.6853432360433,153.28961003751866,26.006445879295526,43.39942064716662,8.246608754151973,1.7895139395545763,6.410730460327047,24.560020157403986,10.261099416127944,3.581543977805838,24.015433880966306,0,31.25763232359544,2.6063900764791965,1.9877123505428014,2.4775213194061294,0,81.66056985709915,41.07595195088397,176.9777157952715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.603645923002983,53.63643704999169,0.3446386202658097,0,0,NA,NA
Sou,AA,1977,0,42.98772393581998,154.95287807927366,22.75465805353701,42.84788916433826,7.4837565204698375,2.9043425684286697,4.350657863390575,20.854024845797056,10.01892845191834,4.096380632389041,21.985723804338967,0,28.14487012165477,2.81274998301337,2.1177267861358398,2.590139493541085,0,73.9646703040679,34.18496554404959,176.86450896930253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6834559152336386,81.53957968026172,0.33527111170838597,0,0,NA,NA
FSL,A+,1977,1,13.672999089009343,32.51938887057571,4.093017332055063,8.86869405700352,0.5046559946696114,0.49905571209393534,0,3.051729069636656,1.5880350581495202,0.40973798960529173,4.9284144375168495,0,5.11857819782951,0.8039798802201098,0.15811388300841897,0.19263156085904953,0,11.356361293297223,2.499024967094871,38.55698225358339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19784368491722842,0,0.16192980122876022,0.07905694150420949,0.07905694150420949,NA,NA
NYPL,A-,1977,1,7.759395878602371,21.127149050812573,4.5653569039156965,5.976570084773833,0.9788337286840836,0.17149858514250885,1.3719886811400708,4.978275243583008,0.644695128164365,0.2416356752722374,5.31064926752855,0,5.258544245482712,0.17149858514250885,0.17149858514250885,0.19117228083225263,0,13.862034168382468,7.9024002861930756,26.881909103280538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22449699871438394,1.2915987193545198,0.13692869450755896,0.1208178376361187,0.1208178376361187,NA,NA
Pio,Rk,1977,1,7.637055964375905,18.249089702387906,3.737651808244273,5.401233582562996,0.7612359451304744,0.3234983196103153,0.10783277320343841,2.300211136445918,0.47996807919396434,0.15159886590034524,2.93273892331712,0,3.4184859969916372,0.10783277320343841,0.10783277320343841,0.21566554640687682,0,8.297280882375844,2.9169301555141396,21.564375674283134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14957271828585758,17.6845748053639,0.06234972957300352,0,0,NA,NA
Nwst,A-,1977,0,21.146101857372585,87.92463919867868,16.299887626412133,26.270161517177883,4.812175152981269,0.8844083999045815,3.583487984996442,16.001924389223184,6.038408419246231,2.556219361819829,13.435109907173137,0,18.43034518836737,1.357195711023212,1.3592368272215285,1.332829937975718,0,47.76319681823056,23.44703743240147,101.85243159484303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8107816170477817,57.13131362289644,0.37936939652361956,0,0,NA,NA
East,AA,1977,1,13.440279221104545,29.812451741244086,2.71588531750721,6.622026855081568,1.0473157798734736,0.3920528790415579,0.3251837619990841,2.6904116026211984,0.2696045767938808,0.22023376871958805,2.324040695378031,0,3.679743118217396,0.6779572751498434,0.5076304365118002,0.09053574604251853,0,10.58972732832279,4.0708815942424845,33.336838545774995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40632464465525797,13.465456565808454,0.16609551284093502,0.12750670423968666,0.12750670423968666,NA,NA
Midw,A,1977,1,17.432593073648587,54.95821821195275,9.362888528228872,13.662702171410109,2.8438250776754357,0.17019482868920657,1.7209405170222474,8.289803389901856,0.5686678156684396,0.7898611251447468,10.625579033420584,0,14.691716885800489,0.676543747873018,0.5681815669128546,0.7004697152633407,0,26.064999331676752,12.541583678783082,66.99351304784655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24402953405189057,7.966225265235359,0.17770388607096316,0,0,NA,NA
Sou,AA,1977,1,12.161028047603672,23.07169226838344,3.2976374419291,6.324896636334657,1.0720400371580536,0.3563483225498992,0.2672612419124244,2.6733843956648147,1.4253932901995967,0.7126966450997984,1.962505686979931,0,3.575409844417218,0.5411920998027308,0.0890870806374748,0.0890870806374748,0,10.601874647049268,4.278465827989028,25.746373453978837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32295045430121255,7.691184628368657,0.18762124903711538,0,0,NA,NA
Caro,A+,1977,0,42.818845396936624,161.85655894663108,28.25933367292702,48.47806448713182,8.937205483321206,2.4740910978707675,5.202847076960596,26.700967209061854,8.190857149594933,2.3836296148615603,23.880638799176634,0,25.857067265360786,2.924743535507164,2.174296528156664,2.741733505593526,0,85.36325268789106,40.03660799667319,185.94983638040503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0498488995087758,69.28765309044547,0.39788440204717224,0,0,NA,NA
Caro,A+,1977,1,13.685373013689087,20.23316466549295,2.9055485371246688,5.148489530381163,0.7941689776611557,0,0.125,1.9664219985014602,0.21304202581158665,0.21304202581158665,3.36469620553707,0,3.497128924458707,0.5667279378639768,0.17536809360305042,0.25,0,6.886552343125199,1.8013993678636846,24.421704339729093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3943227756405771,4.875,0.09725947287437181,0,0,NA,NA
GCL,Rk,1977,1,5.666311784665065,17.829224166013738,2.15620214104821,4.222699688653037,0.795368159255384,0.3006803516941412,0.13422001531226763,1.8445872397560632,0.44327991258430677,0.16362246257329338,2.072517657633102,0,3.504744788144355,0,0.26844003062453525,0.24926915692445423,0,6.6227802078433164,2.6253400431090115,20.11112580515967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3548532589536637,10.034901562769747,0.16412800470364283,0.09534625892455922,0.09534625892455922,NA,NA
Pio,Rk,1977,0,19.525944925983104,77.73686774022096,19.1996317304749,24.822326216289213,5.358878218207217,1.5054111153643799,3.3794387197589573,18.700035110429955,7.025056166424162,2.063120124099575,16.83550841033152,0,15.279784624850514,1.31114107139198,1.6353111093129724,1.5536207303384484,0,46.65854907752921,24.272701547294655,93.79948525628184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.845192128695162,61.870205116182724,0.3601861802514995,0,0,NA,NA
Midw,A,1978,0,42.241887876574495,152.96100871638652,26.057557001552045,43.00405749700956,8.282016105415527,2.2076747744045533,6.097883163609829,23.974802148857293,11.365697384508348,4.168385378195128,22.651702026707564,0,29.88494822713772,2.4016602702477177,2.240411326587164,2.1486836275094214,0,80.69052821736302,40.61269302462302,175.72126507259443,0.05602326690778546,0.062064139839809754,0.1386942487262826,0.1827333512208811,0.10014721985539125,0.05772936976466589,0.12313791256828059,0.04926332312369974,0.08799902391906889,0.015973315319323916,1.8257321211963213,84.68304450991774,0.4218941348214033,0,0,0.0858505432621716,18.575410429679067
Pio,Rk,1978,0,19.667200712315044,77.51511773234398,18.54716844045611,25.52402048836639,5.08639564666432,1.8292809124670868,3.4204535499787436,16.48023423706618,7.208326982617818,1.898706318180256,15.191251737537424,0,16.754950259817402,1.512066813186533,1.5328718030616055,1.6768181719758513,0,47.91639462032514,24.421087137137164,92.25493615458566,0.09631936044258449,0.09430376309917203,0.16449636499271655,0.24275842230120512,0.10321393788313094,0.11149046802093565,0.14824938603802737,0.0591568475547988,0.08695917735031994,0.014573449521342008,1.5478948916272546,60.024468612240064,0.3318293922201991,0,0,0.1086090616687994,15.007839601285745
IL,AAA,1978,0,44.48482547603393,159.3607822842468,24.70555411499347,45.231797950382315,8.454709850308511,2.3951476683594763,5.841599368507731,24.26641138937271,6.0885876689013525,2.928651442242504,22.61114994338122,0,29.90888049244809,3.4281428626301476,2.0661816120484815,2.062924221703169,0,85.21327454260505,42.53946875355937,182.22781294482965,0.053938487472021804,0.06413626768457918,0.11831816974814369,0.16975455892149385,0.08656337529816639,0.059952453930882534,0.11463607874592058,0.042117621991559946,0.07147644890596966,0.013558886118216235,1.8833651926709232,70.69516185310701,0.3723841740929411,0,0,0.08165071177891355,20.196184722357422
FSL,A+,1978,0,40.55540650464653,140.78700325931493,20.925414528835944,39.07176680489618,5.670140647727452,2.173597563875995,3.044312041850899,18.409696431040132,10.390040214289286,3.6846542452884328,19.353777350429244,0,23.540567186555958,3.526767174653827,1.9984099328644491,1.9202836594239463,0,60.97824032224451,25.20108411802304,160.70207535493384,0.07019854822039592,0.07764178869525101,0.12552870373026578,0.1905456266790931,0.07512990335792404,NA,0.10942037563626232,0.04903847276306676,0.13874623462406985,0.008247218509349985,1.5137159644338216,86.3400516910171,0.318466814415844,0,0,0.08927705058670374,12.666421497691593
Wcar,A,1978,1,31.59265831033059,139.99838141217762,20.393179580414007,35.13990335618146,7.029144115400814,1.3233410471581375,2.1155069033515534,19.774342733498678,1.663132541987183,1.1522092721795603,18.73992340069829,0,23.76532432755944,2.210030871549529,1.7299164249866013,1.638514285576848,0,60.27933743968565,25.49369669994078,161.4313363466951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1433927086960385,25.988356947515523,0.3898527362128181,0,0,NA,NA
Sou,AA,1978,0,44.126525799638266,152.29097074388534,20.834955470509843,41.16995253567605,7.506349802422069,2.030554778714331,4.975196277205145,20.13090493081057,7.669584652093762,3.0266793978450877,21.43244934806732,0,27.506126500725102,2.9366379355535166,1.989710807348679,2.106257780776242,0,72.6798996703487,34.93747358861737,173.62686961474813,0.06310542505272934,0.06985225459426674,0.1200313343712956,0.1749014757910067,0.08431947264289502,0.0996824819115364,0.11415086444613863,0.0496602580278843,0.06881035340340834,0.011554202904984521,1.2685167435388767,90.93944203551142,0.3210860719056721,0,0,0.08428485148673183,17.11461048541874
Calif,A+,1978,0,42.73514881161246,165.094503495259,33.74646725570189,51.31308017090921,8.901663634084393,2.425172570954831,5.3287446627469945,28.876273967717186,12.712927986938663,4.582021507543612,29.662724071585167,0,30.25871124791848,3.062250926433224,2.3635826121325043,2.4677862881122157,0,88.41737209811042,41.327218179456324,195.56361640383636,NA,NA,NA,NA,NA,NA,NA,0.05827658783638767,0.09964998190391876,0.017568455461695352,1.0900687509471965,102.9002889989175,0.34308180561203927,0,0,NA,NA
PCL,AAA,1978,0,41.94281125348179,159.76847706935257,29.886173861801815,49.78843924045752,9.443399923627144,3.13118318557978,5.356921186672346,27.83558164823414,12.071147246136013,3.9578326867728717,23.216491475915554,0,25.66636913479796,2.8236018261658766,2.652277259693169,2.1550097860107544,0,88.25914682855658,41.519424099848244,183.1224120095947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8168936651680924,93.10327185507546,0.3078348064945412,0,0,NA,NA
Wcar,A,1978,0,39.557176688434815,142.64381867990403,23.24485248129939,38.12234737202014,6.820318977010304,1.534835693755785,3.5088383979110334,21.38909817780243,7.808246313548694,3.1985497661951112,24.155322693189934,0,24.087601528760473,2.6579080773535395,2.1708402539901153,2.3462857647807187,0,62.643691963813424,27.110076102730293,168.28076423984982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8727947453563042,109.75745037172324,0.3534789310307126,0,0,NA,NA
Tex,AA,1978,1,12.578395041713264,20.722562659444492,2.576556010067678,4.134368869897914,0.6139903313441727,0.17536809360305042,0.3933978962347216,1.872948613266394,0.375,0.21304202581158665,2.967917071960021,0,6.061830064440831,0.9574271077563381,0.29378482569650155,0.25,0,7.057709254470243,3.0261754898283897,24.476077565980074,0.229774563069226,0.23881564886281972,0.2440139071486706,0.47144267246215704,0.062455849690557,NA,0.21065205592641403,0.11298609660885439,0.2962366302775795,0.005167988083815523,1.912633296983396,7.256382886300349,0.35460737289955474,0,0,0.21348555581037826,1.3213111715996813
East,AA,1978,0,42.24205034641672,149.15459636572143,23.750876685652386,41.62703542636033,7.493065102884015,2.762247490397681,5.087740793611514,22.798336907184318,12.679572411992128,4.190802065057266,21.03383399317413,0,26.597543858516545,4.158855687217298,2.2913733736102535,2.4718799261980493,0,74.92027864534163,37.267628685178636,171.54184991131652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3762999849258712,104.87475602230292,0.3600926746974541,0,0,NA,NA
Sou,AA,1978,1,24.16703134868234,69.46139091862432,8.588152750350009,16.887878581038084,2.1046802247095635,0.30499714066520933,0,4.413936451112873,4.380440771321084,1.6886698192904683,8.614289295492993,0,12.0071038404629,1.9332722333492516,0.15249857033260467,0.21308263231644636,0,21.412470880110583,4.889929081595594,79.86010054410606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7214288816903263,0,0.33322087937621986,0,0,NA,NA
Tex,AA,1978,0,40.40305018090833,155.17720222161435,28.167453806358516,46.16216360230249,9.18988822356754,2.609169538926874,6.031772569293779,25.461095148807633,11.569766613679214,3.9184825720108742,23.561423319406444,0,32.963359955257815,1.9868973788371282,2.0971789570872588,2.7121778016542137,0,86.2507364665179,43.37559523940102,178.86443211166065,0.061740801095184476,0.06940553198269273,0.14175634938140197,0.1976126202906893,0.09842098626472981,0.06653476581752205,0.12755948944753104,0.04770550686225569,0.07140210955064534,0.015076680791440734,1.1819351851605013,82.46537383082796,0.3588592982601663,0,0,0.09445447152917598,22.31029154127611
Nwst,A-,1978,0,21.951574910353685,85.95025272945372,17.678194483034105,26.37540601099288,5.527606235628853,1.5772409577709239,3.489140759140474,15.796160456400614,9.12776453954164,3.3695816861900694,14.39712090536523,0,15.602209663432365,1.8098247337253819,1.4438626692224068,2.1264253547682612,0,49.50692257732362,25.53680645537941,99.97046495474096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9127122307157443,57.68184293185916,0.42230210401096685,0,0,NA,NA
NYPL,A-,1978,1,20.582056569535975,70.9703236719776,11.122641677890051,17.970443570075368,3.1165939573092998,1.5727950313140984,2.680828622881955,8.808488728732673,1.6503588126605426,1.2354415362426845,8.035939011059858,0,17.763356724033414,0.36634754853252327,0.5231483637805969,0.7163503994113789,0,37.3389876670485,19.808557427748774,79.30295010109549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488251998308202,9.650756302347707,0.9532716941900481,0,0,NA,NA
GCL,Rk,1978,0,15.553759079000912,54.701261058887,9.541362759364363,14.939699732564023,2.8260886149418836,1.5326115201267883,1.1743939296200294,7.944261750838791,5.425998530694273,1.7225613576456411,10.219444815722515,0,10.89690607390332,1.3457411652121505,1.0093911647205844,1.0775060481252792,0,25.641115506305756,11.712517144117214,64.38428982958114,0.09041472293891781,0.09005143674584613,0.1477575543260231,0.21594663637302008,0.08745806647624474,0.09813153863608165,0.1606076818106369,0.06934431881396239,0.08834979433068854,0.009609850427753237,1.465836989061186,45.095957350468474,0.4350565700543754,0,0,0.09960169461826598,6.522171652432968
Amer,AAA,1978,0,44.17406648760546,162.61309938777205,29.032901207388587,47.56490616039599,9.179636406917574,2.580462605020572,6.847719630033921,27.244289971918846,10.301964509968252,3.848966439395518,24.42252258582829,0,29.67135766307974,2.443808376970351,2.349870434424355,2.298162722988969,0,91.63086133067526,46.94467671789844,186.1184378797754,0.1024966638950342,0.09948318264419283,0.1470463895181822,0.2274885169419068,0.11172625032461056,0.09972144266496313,0.1511787976641286,0.047523037713803215,0.07104726738019176,0.018128956874577416,1.3355284731651624,65.94833275688426,0.410248849682151,0,0,0.10363279736426463,24.273343903069932
NYPL,A-,1978,0,21.149812919820356,82.60198479230476,17.172199556151856,24.63302434835158,4.771418608952611,1.9130764033659404,3.0309565294321943,15.7417790644847,6.831511964913705,1.9548544923565525,15.441270848061192,0,16.64177969856878,1.5065556113081413,1.2451240287393126,1.3507782762987401,0,45.631214002259235,22.712572287337913,97.44124136497231,0.07970007734049184,0.08341141241296758,0.16524818310673006,0.22678751805906497,0.10824507056063254,0.08983929552288483,0.1610692671583347,0.069374465004083,0.08892158821368257,0.014235258140895532,1.5777137748301047,55.07335382722519,0.45725768999142846,0,0,0.10357843398413803,12.559755453255622
PCL,AAA,1978,1,13.126319535584397,24.652934830709217,4.179820507019347,6.468891778856781,1.5735915849388864,0.26226526415648105,0.944911182523068,5.870291088209976,0.26226526415648105,0.26226526415648105,3.039423504234847,0,2.55934846206306,0.41785544701867244,0.3779644730092272,0.7559289460184544,0,13.794408805226642,7.445392026875578,28.75236360194432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1422947422213363,4.535573676110727,0.2822990490844365,0,0,NA,NA
GCL,Rk,1978,1,17.026183045266166,59.40768239270682,8.812181651245362,15.194496611363183,2.412090756622109,0.9341987329938275,0.9244162777371754,7.214883606444768,1.6348477827391983,0.9244162777371754,8.47456086285194,0,9.505978979759863,1.1200649331826502,0.40451991747794525,0.40451991747794525,0,26.15895466357379,11.2006493318265,66.86417711912846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7757144947556434,36.541134977646024,0.256674150290404,0,0,NA,NA
App,Rk,1978,0,20.808671859882196,78.19241657272514,13.254816746220268,23.708265200054697,4.650382401824536,1.2112473659025622,2.464382435310417,11.676133626974027,4.543021406089383,1.5271203210466482,12.395820243674978,0,14.378063698868347,1.729966760601195,1.440283876826446,1.4840594624700096,0,39.812687585295954,18.221178278818325,89.7248433599975,0.0747977689456726,0.0826872444655174,0.1380263299541162,0.2045615703140022,0.08775039334082466,NA,0.13471862050178998,0.05910249654510248,0.09522637493682203,0.012766004472243107,1.6071244388668504,53.759722631094476,0.3609669497093491,0,0,0.09631123642929025,10.162752765142997
Amer,AAA,1978,1,13.798623851747688,35.89680308022528,4.479658476640832,8.578808751566829,1.7988024448755444,0.22918388365077622,0.9108400680852976,5.843238343883838,0.4240259187808922,0.2992695934475963,2.983907455619846,0,5.432289048804777,1.4429673877655316,0.40451991747794525,0.18891859540615819,0,16.197705287035465,7.743271218177054,39.37886424841312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1529729890936564,8.034563382923103,0.789210742437183,0,0,NA,NA
